SA1_7DIGITCODE_2016,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24,M_Adv_Dip_Dip_25_34,M_Adv_Dip_Dip_35_44,M_Adv_Dip_Dip_45_54,M_Adv_Dip_Dip_55_64,M_Adv_Dip_Dip_65_74,M_Adv_Dip_Dip_75_84,M_Adv_Dip_Dip_85_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24,F_Grad_Dip_Cer_25_34,F_Grad_Dip_Cer_35_44,F_Grad_Dip_Cer_45_54,F_Grad_Dip_Cer_55_64,F_Grad_Dip_Cer_65_74,F_Grad_Dip_Cer_75_84,F_Grad_Dip_Cer_85_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24,F_lvl_educ_ns_25_34,F_lvl_educ_ns_35_44,F_lvl_educ_ns_45_54,F_lvl_educ_ns_55_64,F_lvl_educ_ns_65_74,F_lvl_educ_ns_75_84,F_lvl_educ_ns_85,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
5104316,0,6,5,8,3,0,0,0,29,0,0,0,3,0,0,0,0,5,5,25,11,9,3,3,0,0,56,4,0,4,5,3,3,0,0,18,3,18,7,0,0,3,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,18,8,0,3,3,0,0,32,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,16,16,54,34,20,12,17,0,0,158,0,6,15,7,3,4,0,0,31,0,5,4,0,0,0,0,0,14,10,36,13,9,4,7,0,0,79,0,13,4,4,8,0,0,0,23,3,7,3,0,0,0,0,0,15,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,3,0,6,6,5,3,0,3,7,3,0,29,0,0,0,0,0,0,0,0,3,0,5,5,0,0,3,0,0,12,20,68,39,16,18,19,3,0,190,0,12
5104317,0,3,7,7,3,0,0,0,25,0,4,0,3,0,0,0,0,5,0,18,26,20,6,10,3,4,82,3,0,3,3,4,3,3,0,18,0,4,0,3,3,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,20,0,0,0,0,0,0,0,0,6,0,3,3,4,0,0,0,0,16,4,30,52,40,19,16,6,9,177,0,4,18,0,3,0,0,0,29,0,0,3,0,5,0,0,0,11,0,13,21,20,11,3,3,0,75,0,3,12,6,4,0,0,0,29,0,3,5,0,0,0,0,0,7,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,3,4,3,0,0,0,4,17,0,0,0,0,0,0,0,0,6,0,0,8,3,0,3,3,0,18,6,25,65,33,22,14,6,4,174,0,10
5104318,0,0,12,9,3,5,3,0,31,0,0,0,0,0,0,0,0,3,0,7,8,7,3,5,3,0,32,0,0,3,7,0,9,0,0,14,0,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,5,0,19,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,11,7,13,30,26,15,13,6,0,113,0,5,4,7,3,0,0,0,17,0,0,0,3,0,0,0,0,8,7,12,13,3,9,3,0,0,44,0,0,5,3,3,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,7,0,6,0,3,0,0,14,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,13,10,25,25,18,13,11,0,0,107,0,5
5104319,0,4,6,7,10,0,0,0,28,0,0,0,3,0,0,0,0,5,3,11,19,11,10,0,0,0,50,0,5,4,4,0,3,0,0,19,4,3,7,3,4,7,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,4,7,3,0,25,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,4,7,19,35,29,27,12,3,3,136,0,0,4,7,3,0,0,0,17,0,6,3,4,0,3,0,0,19,3,12,22,15,6,5,0,4,68,3,0,3,9,0,3,0,0,19,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,3,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,10,24,47,35,23,6,3,4,145,0,4
5104320,0,0,5,3,3,3,0,0,18,0,0,0,3,0,0,0,0,9,3,11,13,13,3,7,0,0,48,3,0,0,0,0,4,0,0,16,0,4,7,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,5,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,16,27,22,15,21,3,0,120,0,7,0,7,0,0,0,0,18,0,3,3,4,3,3,0,0,15,8,16,19,7,8,3,0,0,58,0,3,3,3,3,6,0,0,16,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,22,27,30,20,9,5,3,127,0,8
5104321,0,0,10,3,4,0,0,0,17,3,0,3,0,0,0,0,0,6,0,10,18,10,4,3,0,0,53,0,0,3,3,4,0,5,0,18,3,4,3,5,5,5,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,5,5,4,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,12,7,22,35,19,22,13,11,0,134,0,0,9,3,0,0,0,0,16,0,0,5,0,4,0,3,0,14,9,21,20,10,12,4,3,0,70,0,3,0,6,3,3,4,0,16,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,18,9,26,29,22,25,12,13,7,144,0,0
5104322,0,0,4,8,3,0,0,0,15,0,0,3,3,0,0,0,0,9,4,9,3,4,12,3,0,0,37,0,3,3,0,0,3,0,0,10,3,6,6,5,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,5,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,19,20,25,15,0,0,109,0,0,3,8,3,0,0,0,14,0,0,0,4,0,0,0,0,10,3,8,11,11,14,3,0,0,53,0,3,3,4,3,0,0,0,16,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,13,12,12,24,25,33,11,0,0,115,0,0
5104323,0,0,8,7,3,0,0,0,22,0,0,0,3,3,0,0,0,6,0,12,16,11,8,0,0,0,55,0,0,3,3,3,0,0,0,15,0,7,3,5,5,0,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,10,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16,35,30,25,10,4,3,134,0,9,3,11,3,0,0,0,27,0,0,4,11,3,3,0,0,18,6,8,21,16,6,3,0,0,61,3,5,6,4,4,3,0,0,24,0,4,0,3,0,0,0,0,14,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,13,11,31,39,43,21,11,6,0,152,0,8
5104324,0,4,6,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,17,13,0,4,3,4,6,48,0,3,0,4,3,4,12,5,24,3,7,3,0,3,3,6,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,3,3,6,11,30,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,14,13,49,6,24,24,7,16,19,34,34,170,0,5,6,3,0,0,0,0,15,0,3,0,0,0,0,3,3,8,3,12,10,12,5,9,16,14,76,0,3,3,3,3,3,14,9,42,0,3,0,0,0,4,4,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,0,3,0,3,0,4,7,5,23,0,0,0,0,0,0,0,4,5,3,0,0,3,3,8,26,17,56,5,21,16,20,14,18,66,52,226,0,7
5104325,0,3,8,0,3,0,0,0,18,0,0,0,0,3,0,0,0,9,3,13,10,16,12,4,0,0,62,0,0,3,0,0,0,0,0,9,0,3,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,6,18,27,25,19,11,3,0,108,0,0,3,3,0,3,0,0,7,0,0,0,3,0,0,0,0,9,10,11,17,15,7,0,0,0,63,0,0,0,3,0,3,0,0,17,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,24,23,17,9,0,0,113,0,3
5104326,0,0,3,3,3,3,0,0,16,0,0,0,0,0,0,0,0,3,3,5,10,7,12,3,0,0,42,0,0,0,3,6,0,0,0,13,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,20,23,23,9,0,0,89,0,3,7,6,3,0,0,0,12,0,0,0,0,3,0,0,0,5,7,12,13,15,7,0,0,0,52,0,0,4,4,3,0,0,0,14,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,9,13,21,24,20,3,0,0,98,0,3
5104327,0,0,3,5,7,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,13,9,7,0,0,0,37,0,0,0,0,3,3,0,0,7,0,0,0,3,5,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,22,19,20,3,6,0,80,0,0,7,0,0,0,0,0,8,0,0,3,8,0,0,0,0,11,3,10,16,12,8,3,0,0,55,0,0,0,8,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,29,24,14,3,0,0,96,0,0
5104328,0,0,6,6,0,0,0,0,24,0,0,7,0,0,0,0,0,12,3,11,17,10,4,0,4,0,52,0,0,3,6,0,0,0,0,13,3,6,0,0,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,35,27,14,4,4,0,118,0,3,5,3,0,0,0,0,13,0,0,3,0,3,0,0,0,10,7,9,26,16,10,0,0,0,69,0,0,3,5,0,0,0,0,12,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,42,28,14,3,3,0,112,0,5
5104329,0,0,8,5,3,3,0,0,15,0,0,0,8,0,0,0,0,12,5,8,24,18,13,3,0,0,67,0,3,3,3,8,4,0,0,19,0,3,5,3,0,8,0,0,21,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,4,0,7,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,11,9,13,41,36,24,19,7,3,156,0,7,5,3,0,0,0,0,14,0,0,4,4,0,0,0,0,14,0,10,27,15,11,5,0,0,69,0,0,10,3,7,3,0,0,17,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,0,0,0,12,0,0,0,0,0,3,0,0,3,0,0,3,0,0,4,0,0,16,3,21,54,30,23,17,4,0,149,0,3
5104330,0,0,13,5,6,0,0,0,22,0,3,0,0,0,0,0,0,6,3,9,19,14,10,0,0,0,57,3,0,3,3,7,0,0,0,20,3,4,5,3,4,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,3,4,10,0,0,34,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,14,11,21,45,34,28,16,6,0,157,0,0,13,0,0,0,0,0,18,0,3,3,7,3,0,0,0,15,3,17,19,12,11,0,0,0,59,0,3,7,6,4,0,0,0,30,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,16,11,27,59,31,17,11,5,0,153,0,3
5104331,0,6,4,3,3,3,0,0,17,0,0,0,3,0,0,0,0,3,8,21,20,17,6,0,0,0,69,0,6,4,6,0,7,0,0,23,6,8,0,8,6,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,8,6,0,3,3,29,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,10,12,39,37,37,24,5,3,3,158,0,13,7,6,0,0,0,0,21,0,3,0,4,0,0,0,0,14,0,26,23,12,6,8,0,0,77,0,5,3,11,4,0,4,0,23,0,4,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,5,51,36,35,17,11,4,0,157,0,15
5104332,0,3,7,11,0,7,0,0,31,0,0,0,0,0,0,0,0,3,3,11,11,14,3,8,0,3,54,0,4,0,4,3,3,5,0,17,0,8,3,3,7,6,6,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,3,3,7,12,10,3,44,0,3,0,0,0,0,0,0,3,0,8,3,5,10,14,12,6,61,3,42,31,33,22,40,25,8,207,0,13,9,5,0,3,0,0,26,0,6,0,3,3,0,0,0,14,0,15,20,13,6,9,3,0,67,0,0,3,7,4,9,6,4,32,0,4,4,6,3,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,6,3,3,4,5,0,22,0,0,0,0,0,0,0,0,0,3,9,13,14,14,23,34,34,148,3,45,46,43,32,40,48,41,305,0,12
5104333,0,0,0,4,5,3,3,0,21,0,0,3,0,0,0,0,0,7,4,14,9,6,5,0,0,0,46,0,0,4,0,0,8,0,0,12,0,3,0,8,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,10,3,26,19,16,15,16,7,3,109,0,3,0,5,7,5,0,0,15,0,3,4,0,0,3,0,0,11,3,9,7,10,3,4,0,0,33,0,0,3,5,5,0,0,0,18,0,3,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,8,4,22,3,25,19,21,27,17,12,9,122,0,3
5104334,0,3,3,8,3,3,0,0,17,0,0,0,8,0,0,0,0,10,0,5,20,15,11,8,0,0,66,0,3,3,3,3,4,0,0,16,3,3,0,0,6,6,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,6,6,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,18,3,14,30,36,29,18,11,0,148,0,5,0,9,5,0,0,0,21,0,0,0,5,0,0,0,0,8,6,15,22,10,13,5,3,0,73,0,5,5,0,3,3,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,3,3,6,0,5,5,3,0,0,22,7,30,33,32,33,16,3,0,161,0,10
5104335,0,3,13,0,0,0,0,0,17,0,7,0,0,3,0,0,0,8,0,21,20,7,6,3,0,0,60,0,3,4,0,0,0,0,0,15,3,8,4,0,3,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,4,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,3,6,3,0,0,3,0,0,9,8,40,40,11,15,9,4,0,125,0,7,10,3,0,3,0,0,20,0,0,3,0,3,0,0,0,13,9,20,21,6,5,0,0,0,63,3,4,0,3,3,5,0,0,23,0,4,0,8,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,12,39,43,24,12,11,0,0,145,0,12
5104336,0,8,12,6,0,0,0,0,26,0,0,0,0,0,0,0,0,0,6,41,6,3,0,0,0,0,65,0,0,3,0,0,3,0,0,12,0,5,8,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,0,0,0,20,0,3,0,0,0,0,0,0,3,3,12,4,4,0,6,0,0,29,10,73,38,16,4,7,0,0,153,0,9,8,0,0,0,0,0,24,0,7,3,0,0,0,0,0,10,14,40,12,0,4,3,0,0,74,4,5,0,0,3,0,0,0,20,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,7,8,3,3,3,3,0,37,17,78,38,9,14,7,4,0,171,0,20
5104337,0,15,7,0,3,3,0,0,31,0,3,3,0,8,0,0,0,20,3,35,17,3,3,0,0,0,58,0,6,3,4,3,3,0,0,21,3,3,8,0,4,0,0,5,23,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,8,0,4,0,0,5,31,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,3,0,18,7,76,46,10,22,7,6,5,175,0,6,8,0,0,0,0,0,21,0,4,0,0,0,0,0,0,10,8,38,17,6,6,3,3,0,90,5,8,6,0,5,0,0,0,21,0,7,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,16,0,0,0,0,0,0,0,0,0,3,11,3,3,4,3,0,0,26,16,76,35,17,28,10,3,0,187,0,20
5104338,0,0,10,3,3,3,0,0,17,0,3,0,0,0,0,0,0,6,3,13,7,8,9,0,0,0,38,0,3,0,0,8,0,0,0,15,0,3,0,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,4,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,18,10,14,19,25,28,17,0,0,116,0,3,3,5,0,0,0,0,21,0,0,0,3,0,0,0,0,9,3,15,8,5,6,7,0,0,46,0,3,3,0,9,0,0,0,26,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,13,8,23,21,20,26,12,0,0,114,0,3
5104339,0,5,10,4,4,8,0,0,33,0,3,3,3,0,0,0,0,9,10,24,15,15,10,7,0,0,84,0,3,0,0,3,3,0,0,15,3,5,3,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,6,3,4,5,0,0,26,0,0,0,0,0,0,0,0,0,0,9,6,10,3,0,0,0,23,9,46,42,33,30,19,0,0,182,0,7,4,8,4,3,0,0,23,0,0,3,0,0,0,0,0,7,3,32,18,18,9,4,0,0,88,6,4,6,8,7,5,3,0,38,3,7,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,7,0,7,7,3,0,0,21,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,13,15,48,34,37,31,21,4,0,188,0,14
5104340,0,10,11,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,13,28,6,0,0,0,0,0,57,4,16,8,0,3,0,0,0,35,0,9,5,4,4,0,0,0,22,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,6,6,4,0,0,0,30,0,0,0,0,0,0,0,0,0,6,6,4,0,0,0,0,0,20,26,81,32,8,3,3,0,0,163,0,16,3,0,0,0,0,0,19,0,0,3,0,0,0,0,0,3,11,24,3,0,0,0,0,0,38,3,5,0,0,0,0,0,0,15,4,7,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,11,5,5,7,0,0,0,0,0,23,0,3,0,0,0,0,0,0,4,3,10,3,0,3,0,0,0,20,16,61,24,4,3,3,0,0,119,0,30
5104341,0,17,8,0,0,0,0,0,20,0,3,0,0,0,0,0,0,3,0,23,10,3,0,0,0,0,43,0,5,4,0,0,0,0,0,14,3,8,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,17,13,67,22,7,3,3,3,0,115,0,11,3,0,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,44,0,5,7,0,0,0,0,0,16,5,5,6,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,16,0,0,3,0,0,0,0,0,4,0,7,0,0,0,0,0,0,11,11,58,32,3,3,4,3,0,106,0,28
