SA1_7DIGITCODE_2016,M_PG_Deg_15_24_yr,M_PG_Deg_25_34_yr,M_PG_Deg_35_44_yr,M_PG_Deg_45_54_yr,M_PG_Deg_55_64_yr,M_PG_Deg_65_74_yr,M_PG_Deg_75_84_yr,M_PG_Deg_85_yr_over,M_PG_Deg_Tot,M_Grad_Dip_Cer_15_24,M_Grad_Dip_Cer_25_34,M_Grad_Dip_Cer_35_44,M_Grad_Dip_Cer_45_54,M_Grad_Dip_Cer_55_64,M_Grad_Dip_Cer_65_74,M_Grad_Dip_Cer_75_84,M_Grad_Dip_Cer_85_over,M_Grad_Dip_Cer_Tot,M_B_Deg_15_24_yr,M_B_Deg_25_34_yr,M_B_Deg_35_44_yr,M_B_Deg_45_54_yr,M_B_Deg_55_64_yr,M_B_Deg_65_74_yr,M_B_Deg_75_84_yr,M_B_Deg_85_yr_over,M_B_Deg_Tot,M_Adv_Dip_Dip_15_24,M_Adv_Dip_Dip_25_34,M_Adv_Dip_Dip_35_44,M_Adv_Dip_Dip_45_54,M_Adv_Dip_Dip_55_64,M_Adv_Dip_Dip_65_74,M_Adv_Dip_Dip_75_84,M_Adv_Dip_Dip_85_over,M_Adv_Dip_Dip_Total,M_Cer_III_IV_15_24_yr,M_Cer_III_IV_25_34_yr,M_Cer_III_IV_35_44_yr,M_Cer_III_IV_45_54_yr,M_Cer_III_IV_55_64_yr,M_Cer_III_IV_65_74_yr,M_Cer_III_IV_75_84_yr,M_Cer_III_IV_85_yr,M_Cer_III_IV_Tot,M_Cer_I_II_15_24_yr,M_Cer_I_II_25_34_yr,M_Cer_I_II_35_44_yr,M_Cer_I_II_45_54_yr,M_Cer_I_II_55_64_yr,M_Cer_I_II_65_74_yr,M_Cer_I_II_75_84_yr,M_Cer_I_II_85_yr_over,M_Cer_I_II_Tot,M_Cer_nfd_15_24_yr,M_Cer_nfd_25_34_yr,M_Cer_nfd_35_44_yr,M_Cer_nfd_45_54_yr,M_Cer_nfd_55_64_yr,M_Cer_nfd_65_74_yr,M_Cer_nfd_75_84_yr,M_Cer_nfd_85_yr_over,M_Cer_nfd_Tot,M_Cer_Tot_15_24_yr,M_Cer_Tot_25_34_yr,M_Cer_Tot_35_44_yr,M_Cer_Tot_45_54_yr,M_Cer_Tot_55_64_yr,M_Cer_Tot_65_74_yr,M_Cer_Tot_75_84_yr,M_Cer_Tot_85_yr_over,M_Cer_Tot_Tot,M_lvl_educ_inad_desc_15_24,M_lvl_educ_inad_desc_25_34,M_lvl_educ_inad_desc_35_44,M_lvl_educ_inad_desc_45_54,M_lvl_educ_inad_desc_55_64,M_lvl_educ_inad_desc_65_74,M_lvl_educ_inad_desc_75_84,M_lvl_educ_inad_desc_85,M_lvl_educ_inad_desc_Tot,M_lvl_educ_ns_15_24,M_lvl_educ_ns_25_34,M_lvl_educ_ns_35_44,M_lvl_educ_ns_45_54,M_lvl_educ_ns_55_64,M_lvl_educ_ns_65_74,M_lvl_educ_ns_75_84,M_lvl_educ_ns_85,M_lvl_educ_ns_Tot,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_PG_Deg_15_24_yr,F_PG_Deg_25_34_yr,F_PG_Deg_35_44_yr,F_PG_Deg_45_54_yr,F_PG_Deg_55_64_yr,F_PG_Deg_65_74_yr,F_PG_Deg_75_84_yr,F_PG_Deg_85_yr_over,F_PGuate_Deg_Tot,F_Grad_Dip_Cer_15_24,F_Grad_Dip_Cer_25_34,F_Grad_Dip_Cer_35_44,F_Grad_Dip_Cer_45_54,F_Grad_Dip_Cer_55_64,F_Grad_Dip_Cer_65_74,F_Grad_Dip_Cer_75_84,F_Grad_Dip_Cer_85_over,F_Grad_Dip_Cer_Tot,F_B_Deg_15_24_yr,F_B_Deg_25_34_yr,F_B_Deg_35_44_yr,F_B_Deg_45_54_yr,F_B_Deg_55_64_yr,F_B_Deg_65_74_yr,F_B_Deg_75_84_yr,F_B_Deg_85_yr_over,F_B_Deg_Tot,F_Adv_Dip_Dip_15_24,F_Adv_Dip_Dip_25_34,F_Adv_Dip_Dip_35_44,F_Adv_Dip_Dip_45_54,F_Adv_Dip_Dip_55_64,F_Adv_Dip_Dip_65_74,F_Adv_Dip_Dip_75_84,F_Adv_Dip_Dip_85_over,F_Adv_Dip_Dip_Total,F_Cer_III_IV_15_24_yr,F_Cer_III_IV_25_34_yr,F_Cer_III_IV_35_44_yr,F_Cer_III_IV_45_54_yr,F_Cer_III_IV_55_64_yr,F_Cer_III_IV_65_74_yr,F_Cer_III_IV_75_84_yr,F_Cer_III_IV_85_yr,F_Cer_III_IV_Tot,F_Cer_I_II_15_24_yr,F_Cer_I_II_25_34_yr,F_Cer_I_II_35_44_yr,F_Cer_I_II_45_54_yr,F_Cer_I_II_55_64_yr,F_Cer_I_II_65_74_yr,F_Cer_I_II_75_84_yr,F_Cer_I_II_85_yr_over,F_Cer_I_II_Tot,F_Cer_nfd_15_24_yr,F_Cer_nfd_25_34_yr,F_Cer_nfd_35_44_yr,F_Cer_nfd_45_54_yr,F_Cer_nfd_55_64_yr,F_Cer_nfd_65_74_yr,F_Cer_nfd_75_84_yr,F_Cer_nfd_85_yr_over,F_Cer_nfd_Tot,F_Cer_Tot_15_24_yr,F_Cer_Tot_25_34_yr,F_Cer_Tot_35_44_yr,F_Cer_Tot_45_54_yr,F_Cer_Tot_55_64_yr,F_Cer_Tot_65_74_yr,F_Cer_Tot_75_84_yr,F_Cer_Tot_85_yr_over,F_Cer_Tot_Tot,F_lvl_educ_inad_desc_15_24,F_lvl_educ_inad_desc_25_34,F_lvl_educ_inad_desc_35_44,F_lvl_educ_inad_desc_45_54,F_lvl_educ_inad_desc_55_64,F_lvl_educ_inad_desc_65_74,F_lvl_educ_inad_desc_75_84,F_lvl_educ_inad_desc_85,F_lvl_educ_inad_desc_Tot,F_lvl_educ_ns_15_24,F_lvl_educ_ns_25_34,F_lvl_educ_ns_35_44,F_lvl_educ_ns_45_54,F_lvl_educ_ns_55_64,F_lvl_educ_ns_65_74,F_lvl_educ_ns_75_84,F_lvl_educ_ns_85,F_lvl_educ_ns_Tot,F_Tot_15_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_PG_Deg_15_24_yr,P_PG_Deg_25_34_yr
5125504,0,8,4,0,0,0,0,0,15,0,3,0,0,0,0,0,0,6,0,23,8,5,4,0,0,0,37,3,16,14,7,3,0,0,0,43,22,54,24,28,10,3,0,0,134,4,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,8,21,57,25,25,10,3,0,0,147,0,3,0,0,0,0,0,0,4,9,15,6,0,3,0,0,0,40,39,124,61,46,13,7,0,0,286,0,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,5,10,30,24,5,3,0,0,0,72,6,18,28,6,3,0,0,0,67,16,30,11,8,6,3,0,0,76,8,4,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,25,39,12,15,8,3,0,0,97,0,0,0,0,0,0,0,0,5,7,19,4,7,6,0,0,0,43,45,112,70,32,19,3,0,0,282,0,10
5125505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0
5125506,0,3,3,0,0,0,0,0,9,0,3,0,0,0,0,0,0,5,3,13,12,6,3,6,0,0,39,3,12,17,9,0,3,0,0,46,19,33,26,16,16,8,0,3,124,3,3,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,8,18,38,27,15,16,8,0,3,137,0,0,0,0,0,0,0,0,3,9,10,7,0,8,0,0,0,33,36,71,67,42,30,18,0,3,260,0,0,3,0,3,0,0,0,11,0,6,0,0,0,0,0,0,10,3,36,14,13,0,0,0,0,67,5,31,17,8,7,3,0,0,80,6,27,16,5,3,3,0,0,58,8,3,0,3,4,0,0,0,15,3,0,4,0,3,0,0,0,9,21,27,15,9,7,3,0,0,86,0,0,0,0,3,0,0,0,4,8,10,5,8,3,0,0,0,45,41,111,65,49,27,7,0,0,294,0,3
5125507,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,3,3,0,0,0,0,0,11,0,12,6,8,0,0,0,0,26,17,33,18,14,9,4,0,0,93,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,16,31,26,14,6,4,0,0,98,0,0,0,0,0,0,0,0,4,3,7,8,6,0,3,0,0,27,24,56,45,36,11,13,4,0,184,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,16,11,10,0,3,0,0,41,8,17,12,7,0,0,0,0,43,10,11,4,6,3,0,0,0,36,4,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,9,17,11,6,15,3,4,0,0,56,0,0,0,0,0,0,0,0,0,3,11,4,4,3,6,0,0,31,29,50,37,40,8,14,0,0,176,0,0
5125508,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,11,8,3,0,0,0,33,0,20,8,8,4,3,0,0,40,12,53,36,24,5,6,3,0,136,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,14,57,36,27,5,6,3,0,153,0,4,0,0,0,0,0,0,7,11,18,7,3,3,3,3,0,49,23,114,76,48,18,6,4,0,295,0,3,0,7,0,0,0,0,12,0,5,0,0,0,0,0,0,4,3,39,23,9,3,3,0,0,76,3,20,13,6,0,0,0,0,45,15,44,10,14,3,3,0,0,82,0,3,3,0,0,0,0,0,8,0,7,0,0,0,0,0,0,16,14,49,15,15,6,3,0,0,106,0,0,0,0,4,0,0,0,8,11,17,13,13,0,4,5,0,55,32,129,72,46,17,8,3,0,307,0,12
5125509,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,13,15,0,0,0,0,0,35,0,12,3,4,0,0,0,0,28,12,40,20,16,3,3,0,0,89,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,17,38,22,12,4,5,0,0,100,0,0,0,0,0,0,0,0,3,3,8,8,4,0,0,0,0,26,22,80,53,21,7,13,0,0,194,0,9,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,9,5,27,7,3,0,3,0,0,55,9,17,11,8,5,0,0,0,42,12,13,17,11,5,0,0,0,62,0,3,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,10,12,21,18,15,3,0,0,0,73,0,0,0,0,0,0,0,0,0,9,8,12,0,3,0,0,0,31,40,81,52,32,14,8,0,0,219,0,9
5125510,0,4,5,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,10,10,3,0,0,0,0,27,0,7,0,4,0,0,0,0,11,7,23,13,7,0,0,0,0,55,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,7,23,18,7,0,5,0,0,59,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,16,9,49,33,20,5,9,0,0,122,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,16,8,0,0,0,0,0,32,0,8,5,0,3,0,0,0,17,6,14,3,4,0,0,0,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,12,3,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,5,8,0,0,3,0,0,17,12,50,29,9,3,7,0,0,100,0,11
5125511,0,5,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,3,0,11,8,4,0,0,0,0,26,3,8,8,4,0,0,0,0,20,11,34,11,9,4,0,0,0,68,3,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,4,9,40,16,11,4,0,0,0,79,0,3,0,0,0,0,0,0,3,5,6,3,0,0,0,0,0,11,16,69,36,32,3,0,0,0,153,0,3,3,0,0,0,0,0,6,0,4,0,0,0,0,0,0,7,6,22,16,10,0,0,0,0,53,5,22,3,6,0,0,0,0,39,13,19,10,8,0,0,0,0,43,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,15,17,16,6,0,0,0,0,54,0,0,0,0,0,0,0,0,5,4,3,4,3,0,0,0,0,12,29,66,43,29,7,0,0,0,173,0,3
5125601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,3,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,10,4,0,10,10,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,3,0,0,0,0,16,0,0
5125602,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,15,0,0,0,5,0,0,0,0,5,3,3,9,12,9,8,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,14,9,8,0,0,43,0,0,0,0,0,0,0,0,0,5,4,5,7,0,3,0,0,29,15,9,15,30,18,14,4,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,0,18,0,0,4,4,0,3,0,0,12,4,4,5,3,3,0,0,0,19,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,4,6,4,5,0,0,0,25,0,0,0,0,0,0,0,0,0,4,6,3,5,3,0,0,0,24,13,9,19,20,13,10,0,0,87,0,0
5125603,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,0,0,0,3,0,3,0,0,5,3,4,5,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,8,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,4,15,14,11,9,0,0,52,0,0,0,0,3,0,0,0,5,0,0,0,0,5,0,0,0,5,0,3,3,3,0,0,0,0,10,0,0,3,0,0,0,0,0,4,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,14,7,4,13,7,15,3,0,0,49,0,0
5125701,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,4,0,13,0,3,3,4,0,3,0,0,21,10,9,21,31,19,3,4,0,97,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,10,15,9,21,29,18,6,3,0,106,0,0,0,0,0,0,0,0,0,3,3,3,5,0,7,0,0,19,22,13,35,48,25,12,6,0,168,0,0,3,3,0,3,0,0,6,0,0,3,3,3,0,0,0,9,3,7,12,3,0,3,0,0,26,0,7,7,11,9,3,0,0,40,7,11,9,12,10,0,0,0,38,0,0,0,4,0,0,0,0,9,0,4,0,8,0,0,0,0,9,3,11,17,19,10,0,0,0,57,0,0,0,0,0,0,0,0,3,5,4,0,3,0,4,0,0,16,16,28,43,40,14,8,3,0,157,0,0
5125702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,3,3,3,3,8,4,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,4,4,3,0,27,0,0,0,0,0,0,0,0,0,3,0,8,3,3,3,7,0,24,4,6,14,8,5,17,12,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,5,0,7,0,3,0,3,0,0,12,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,4,4,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,3,3,0,10,9,4,0,24,6,11,6,5,15,7,4,0,67,0,0
5125703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,3,0,0,12,5,5,5,15,4,7,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,15,4,8,4,0,46,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,0,17,8,10,10,22,15,20,11,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,13,0,0,4,4,3,3,0,0,16,0,3,9,8,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,5,6,10,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,3,0,23,0,15,17,11,15,12,7,0,81,0,0
5125704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,10,0,9,5,5,11,6,0,0,38,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,9,5,11,11,8,0,0,42,0,0,0,0,0,0,0,0,3,3,3,6,0,7,0,0,0,22,3,20,15,11,21,13,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,4,3,3,0,0,0,0,0,11,0,13,4,4,0,0,0,0,27,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,3,3,10,4,5,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,4,0,3,6,4,0,20,11,22,15,11,7,8,4,0,78,0,0
5125705,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,0,0,4,8,3,0,0,0,14,0,23,13,14,11,5,3,0,80,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,24,20,14,11,8,3,0,85,0,0,0,0,3,0,0,0,3,6,3,3,11,3,7,3,0,39,16,33,25,37,25,16,10,0,151,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,9,0,4,3,0,0,0,19,0,10,10,6,7,0,0,0,32,3,18,8,0,0,6,0,0,40,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,3,25,13,3,3,6,0,0,55,0,3,0,0,0,0,0,0,3,6,8,3,7,5,5,3,0,32,11,53,30,25,14,12,7,0,148,0,0
5125706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,8,6,8,3,3,3,38,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,12,11,14,3,3,3,46,0,0,0,0,0,0,0,0,3,0,0,3,5,4,3,0,0,15,4,3,12,20,14,8,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,13,3,3,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,5,0,4,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,18,10,9,9,12,13,8,3,0,57,0,0
5125707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,0,0,5,12,4,13,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,13,4,13,4,0,38,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,14,6,6,5,18,10,15,3,0,67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,3,3,3,0,0,12,3,0,0,0,0,3,0,0,8,3,0,0,0,3,0,4,0,10,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,4,0,18,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,19,6,7,11,7,12,15,3,0,64,0,0
5125801,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,11,0,0,7,3,0,3,3,0,17,7,11,17,15,10,6,7,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,14,14,10,6,7,0,70,0,0,0,0,0,3,0,3,8,3,0,5,0,3,12,26,23,75,6,20,32,21,18,27,36,31,185,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,3,7,0,0,4,0,0,19,0,3,3,3,3,6,0,0,25,3,7,9,6,5,4,0,0,35,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,8,5,14,9,11,6,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,5,8,36,54,118,11,32,23,16,15,29,41,59,217,0,3
5125802,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,9,0,0,6,4,3,3,0,0,17,8,15,18,16,5,9,6,0,78,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,15,12,24,20,5,12,6,0,89,0,0,0,0,0,0,0,0,3,3,9,7,3,3,5,0,0,26,14,29,39,27,11,13,7,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,5,4,4,3,0,0,26,0,3,16,3,4,0,0,0,31,4,15,7,5,0,3,0,0,43,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,0,10,6,20,11,12,3,5,0,0,51,0,0,0,0,0,0,0,0,0,0,15,8,3,3,3,0,0,37,9,44,45,16,15,15,0,0,148,0,0
5125803,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,6,5,3,0,0,0,19,3,5,13,0,5,0,0,0,23,11,27,20,24,13,14,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,27,24,31,13,14,0,0,119,0,0,0,0,0,0,0,0,3,3,5,4,6,5,0,0,0,28,21,41,47,46,23,14,4,0,189,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,7,6,9,4,0,0,0,38,3,12,12,4,11,3,0,0,48,8,17,16,5,3,0,0,0,51,3,4,0,0,0,0,0,0,7,0,4,0,0,3,0,0,0,7,12,25,15,7,4,4,0,0,64,0,0,0,0,0,0,0,0,0,4,10,4,4,4,0,0,0,38,24,58,45,28,27,9,0,0,195,0,0
5125804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,8,0,0,0,0,3,0,0,0,4,0,5,4,13,8,8,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,11,8,7,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,3,6,3,16,13,10,7,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,10,0,0,3,3,0,0,0,0,13,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,14,3,3,3,3,7,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,0,9,4,4,9,10,9,10,7,0,51,0,0
5125805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,5,6,9,6,9,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,9,6,7,5,0,44,0,0,0,0,0,0,0,0,0,5,0,3,6,3,3,3,0,24,9,9,16,20,11,11,7,3,77,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,3,6,3,0,0,0,14,0,0,0,4,9,0,0,0,16,0,5,0,3,4,0,0,0,13,0,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,8,0,5,0,7,7,3,0,0,25,0,0,0,0,0,0,0,0,4,3,3,3,3,4,3,4,0,21,6,19,6,21,22,7,9,0,82,0,0
5125807,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,10,0,3,3,0,7,0,0,0,17,5,6,3,5,7,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,5,8,5,3,0,31,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,3,21,5,17,6,9,21,9,5,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,3,0,0,28,3,4,5,3,0,0,0,0,10,0,8,4,7,3,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,7,8,7,3,0,0,0,28,0,0,0,0,0,0,0,0,0,4,3,0,0,3,8,0,0,17,12,20,18,15,18,7,3,3,93,0,0
5125808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,14,4,7,9,11,3,0,0,0,32,15,48,38,24,6,7,0,0,137,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,12,50,41,29,6,7,0,0,146,0,0,0,0,0,0,0,0,4,13,13,6,8,0,0,0,0,35,29,70,62,50,16,10,3,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,20,10,9,0,3,0,0,37,0,17,19,9,3,0,0,0,44,17,40,18,11,3,3,0,0,89,0,3,0,0,0,0,0,0,9,3,11,3,3,0,0,0,0,25,16,49,29,16,3,0,0,0,116,0,0,0,0,3,0,0,0,3,8,14,9,8,4,3,3,0,41,31,103,60,35,14,10,3,0,261,0,0
