SA1_7DIGITCODE_2016,F_300_399_15_19_yr,F_300_399_20_24_yr,F_300_399_25_34_yr,F_300_399_35_44_yr,F_300_399_45_54_yr,F_300_399_55_64_yr,F_300_399_65_74_yr,F_300_399_75_84_yr,F_300_399_85_yr_over,F_300_399_Tot,F_400_499_15_19_yr,F_400_499_20_24_yr,F_400_499_25_34_yr,F_400_499_35_44_yr,F_400_499_45_54_yr,F_400_499_55_64_yr,F_400_499_65_74_yr,F_400_499_75_84_yr,F_400_499_85_yr_over,F_400_499_Tot,F_500_649_15_19_yr,F_500_649_20_24_yr,F_500_649_25_34_yr,F_500_649_35_44_yr,F_500_649_45_54_yr,F_500_649_55_64_yr,F_500_649_65_74_yr,F_500_649_75_84_yr,F_500_649_85_yr_over,F_500_649_Tot,F_650_799_15_19_yr,F_650_799_20_24_yr,F_650_799_25_34_yr,F_650_799_35_44_yr,F_650_799_45_54_yr,F_650_799_55_64_yr,F_650_799_65_74_yr,F_650_799_75_84_yr,F_650_799_85_yr_over,F_650_799_Tot,F_800_999_15_19_yr,F_800_999_20_24_yr,F_800_999_25_34_yr,F_800_999_35_44_yr,F_800_999_45_54_yr,F_800_999_55_64_yr,F_800_999_65_74_yr,F_800_999_75_84_yr,F_800_999_85_yr_over,F_800_999_Tot,F_1000_1249_15_19_yr,F_1000_1249_20_24_yr,F_1000_1249_25_34_yr,F_1000_1249_35_44_yr,F_1000_1249_45_54_yr,F_1000_1249_55_64_yr,F_1000_1249_65_74_yr,F_1000_1249_75_84_yr,F_1000_1249_85_yr_over,F_1000_1249_Tot,F_1250_1499_15_19_yr,F_1250_1499_20_24_yr,F_1250_1499_25_34_yr,F_1250_1499_35_44_yr,F_1250_1499_45_54_yr,F_1250_1499_55_64_yr,F_1250_1499_65_74_yr,F_1250_1499_75_84_yr,F_1250_1499_85_yr_over,F_1250_1499_Tot,F_1500_1749_15_19_yr,F_1500_1749_20_24_yr,F_1500_1749_25_34_yr,F_1500_1749_35_44_yr,F_1500_1749_45_54_yr,F_1500_1749_55_64_yr,F_1500_1749_65_74_yr,F_1500_1749_75_84_yr,F_1500_1749_85_yr_over,F_1500_1749_Tot,F_1750_1999_15_19_yr,F_1750_1999_20_24_yr,F_1750_1999_25_34_yr,F_1750_1999_35_44_yr,F_1750_1999_45_54_yr,F_1750_1999_55_64_yr,F_1750_1999_65_74_yr,F_1750_1999_75_84_yr,F_1750_1999_85_yr_over,F_1750_1999_Tot,F_2000_2999_15_19_yr,F_2000_2999_20_24_yr,F_2000_2999_25_34_yr,F_2000_2999_35_44_yr,F_2000_2999_45_54_yr,F_2000_2999_55_64_yr,F_2000_2999_65_74_yr,F_2000_2999_75_84_yr,F_2000_2999_85_yr_over,F_2000_2999_Tot,F_3000_more_15_19_yr,F_3000_more_20_24_yr,F_3000_more_25_34_yr,F_3000_more_35_44_yr,F_3000_more_45_54_yr,F_3000_more_55_64_yr,F_3000_more_65_74_yr,F_3000_more_75_84_yr,F_3000_more_85_yr_over,F_3000_more_Tot,F_Personal_inc_ns_15_19_yr,F_Personal_inc_ns_20_24_yr,F_Personal_inc_ns_25_34_yr,F_Personal_inc_ns_35_44_yr,F_Personal_inc_ns_45_54_yr,F_Personal_inc_ns_55_64_yr,F_Personal_inc_ns_65_74_yr,F_Personal_inc_ns_75_84_yr,F_Personal_inc_ns_85_yr,F_Personal_inc_ns_Tot,F_OS_vis_15_19_yr,F_OS_vis_20_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_OS_vis_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Neg_Nil_inc_15_19_yr,P_Neg_Nil_inc_20_24_yr,P_Neg_Nil_inc_25_34_yr,P_Neg_Nil_inc_35_44_yr,P_Neg_Nil_inc_45_54_yr,P_Neg_Nil_inc_55_64_yr,P_Neg_Nil_inc_65_74_yr,P_Neg_Nil_inc_75_84_yr,P_Neg_Nil_inc_85_yr_over,P_Neg_Nil_inc_Tot,P_1_149_15_19_yr,P_1_149_20_24_yr,P_1_149_25_34_yr,P_1_149_35_44_yr,P_1_149_45_54_yr,P_1_149_55_64_yr,P_1_149_65_74_yr,P_1_149_75_84_yr,P_1_149_85_yr_over,P_1_149_Tot,P_150_299_15_19_yr,P_150_299_20_24_yr,P_150_299_25_34_yr,P_150_299_35_44_yr,P_150_299_45_54_yr,P_150_299_55_64_yr,P_150_299_65_74_yr,P_150_299_75_84_yr,P_150_299_85_yr_over,P_150_299_Tot,P_300_399_15_19_yr,P_300_399_20_24_yr,P_300_399_25_34_yr,P_300_399_35_44_yr,P_300_399_45_54_yr,P_300_399_55_64_yr,P_300_399_65_74_yr,P_300_399_75_84_yr,P_300_399_85_yr_over,P_300_399_Tot,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot
5128612,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,3,11,3,11,10,7,7,0,64,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,3,3,0,0,14,0,0,4,0,0,0,0,0,0,12,0,3,3,0,4,7,4,3,0,26,0,0,0,0,0,3,0,0,0,9
5128613,0,0,0,3,6,0,0,3,0,14,0,0,0,0,0,3,0,0,0,15,0,0,5,0,0,4,0,0,0,6,0,0,0,3,8,3,3,0,0,16,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,13,28,24,12,10,0,0,0,81,0,0,0,0,0,0,0,0,0,0,9,16,43,42,27,18,13,6,0,176,3,0,3,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,0,4,0,0,15,0,0,0,3,4,5,3,6,0,17,0,0,0,0,0,4,4,7,0,20,0,0,3,0,0,4,0,0,0,12
5128614,3,0,0,0,3,0,4,3,0,15,0,0,4,5,0,0,0,0,0,14,0,0,3,3,4,4,0,3,0,19,0,3,0,6,3,0,0,0,0,18,0,7,3,3,5,3,0,0,0,22,0,0,4,0,3,3,0,0,0,13,0,0,0,9,6,0,0,0,0,10,0,0,5,0,6,3,0,0,0,13,0,0,0,3,5,0,0,0,0,5,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,21,15,28,43,48,27,9,10,0,204,11,0,3,3,5,11,3,0,0,36,16,0,0,3,6,3,0,0,0,32,6,3,0,0,0,3,0,0,0,23,3,0,0,5,3,0,7,4,0,24,3,0,4,5,0,0,5,0,0,15,3,0,3,5,4,4,3,3,0,25
5128615,0,0,3,0,3,7,5,0,0,18,0,0,3,0,3,0,3,0,0,11,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,9,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,11,9,13,17,17,15,0,0,90,3,0,0,0,3,0,0,0,0,8,7,0,0,0,0,0,0,0,0,4,3,0,4,9,0,0,0,0,0,16,0,3,6,0,3,10,9,3,0,26,0,0,6,0,3,0,6,0,0,9,0,3,4,3,0,3,0,0,0,18
5128616,0,0,3,3,4,0,0,0,0,10,0,0,0,0,3,0,4,3,0,16,0,0,0,7,0,4,0,4,0,21,4,4,3,6,5,3,0,0,0,25,0,0,0,6,8,3,0,0,0,15,0,0,8,4,9,0,0,0,0,18,0,0,3,3,0,4,0,0,0,8,0,0,0,3,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,12,27,47,40,22,15,7,0,188,21,4,3,4,4,3,0,0,0,38,13,0,3,0,0,3,0,0,0,19,5,4,4,6,3,0,0,0,0,25,0,0,3,3,5,0,0,3,0,14,0,0,0,0,3,0,4,3,0,20,4,0,3,12,6,6,0,3,0,41
5128617,0,0,0,3,3,4,5,0,0,19,0,0,0,0,3,0,6,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,9,20,16,21,16,18,3,0,111,4,0,0,0,0,5,5,0,0,15,3,0,0,0,3,0,0,0,0,14,0,3,9,5,10,8,3,0,0,31,0,3,3,4,3,4,9,4,0,28,0,0,0,0,7,0,6,0,0,24,0,0,0,0,0,3,4,4,0,14
5128618,0,0,0,0,3,3,0,0,0,7,4,0,0,6,3,0,3,0,0,18,0,0,0,3,4,4,0,0,0,9,0,3,3,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,4,8,24,27,9,13,3,0,95,16,0,0,3,3,0,3,0,0,26,6,0,3,0,0,0,0,0,0,9,4,0,0,4,0,0,0,0,0,8,0,0,0,0,3,4,0,0,0,8,3,0,0,7,3,3,5,3,0,24,0,0,0,3,5,4,0,0,0,15
5128701,0,0,10,0,3,0,4,7,0,25,0,0,5,3,3,3,3,5,0,19,3,3,3,3,6,3,3,0,0,27,0,7,8,8,3,5,0,0,0,27,0,8,3,8,9,5,0,0,0,33,0,0,3,6,9,4,3,0,0,29,0,6,6,0,4,0,0,0,0,18,0,0,3,5,4,0,0,0,0,18,0,0,4,0,3,0,0,0,0,12,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,20,32,59,42,55,32,25,16,3,287,12,3,14,3,4,3,3,0,0,50,13,0,0,0,0,0,0,0,0,14,5,4,4,0,3,5,0,0,0,27,3,3,8,4,3,3,8,4,0,38,0,0,4,7,3,3,3,7,0,32,5,5,4,5,4,5,10,0,0,42
5128702,0,0,0,0,3,3,5,0,0,12,0,0,3,3,0,3,4,0,0,17,0,0,3,0,3,3,3,0,0,12,0,0,0,5,0,0,0,0,0,9,0,0,7,3,3,4,0,0,0,16,0,0,3,3,6,0,0,0,0,16,0,0,3,3,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,0,6,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,3,24,34,33,32,14,10,3,178,18,0,0,4,0,10,3,0,0,32,8,0,0,0,0,5,0,0,0,15,8,3,0,5,5,4,0,0,0,26,0,0,0,0,3,7,9,4,0,22,0,3,3,3,3,0,6,0,0,26,3,4,3,0,3,13,3,0,0,33
5128703,0,0,0,0,0,0,3,3,0,14,0,3,4,0,3,4,0,0,0,16,0,6,6,11,3,6,0,0,0,26,0,6,10,3,3,0,0,0,0,21,0,5,5,6,3,0,0,0,0,20,0,7,5,4,3,0,0,0,0,13,0,0,5,0,3,0,0,0,0,14,0,0,5,7,0,0,0,0,0,8,0,0,3,7,0,0,0,0,0,11,0,0,0,7,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,23,24,51,41,33,20,6,3,0,215,14,7,10,3,0,3,3,0,0,35,9,0,0,0,0,0,0,0,0,22,0,3,3,0,3,0,0,0,0,14,3,3,0,0,0,0,3,3,0,18,0,5,4,0,3,3,3,0,0,20,3,8,12,8,3,6,0,0,0,36
5128704,0,0,3,0,4,0,9,0,0,21,0,0,0,3,0,0,3,5,0,19,0,3,3,0,0,3,4,0,0,13,0,0,3,0,10,3,0,0,0,20,0,0,0,4,7,4,0,3,0,13,0,0,0,0,4,4,0,0,0,16,0,0,0,6,3,0,0,0,0,12,0,0,0,5,3,4,0,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,6,3,0,24,0,0,0,0,0,0,0,0,0,0,20,9,29,45,43,36,39,11,3,224,9,0,5,3,3,6,5,0,0,35,9,0,3,3,3,3,4,0,0,22,0,0,4,5,4,3,10,6,0,33,3,0,3,0,4,6,16,10,0,34,0,4,0,3,0,0,12,6,3,26,4,3,3,4,0,4,7,4,0,27
5128705,0,3,3,5,0,3,5,0,0,19,0,4,0,3,3,0,0,0,0,6,0,3,3,0,3,0,0,0,0,12,0,3,3,3,3,0,0,0,0,10,0,0,3,14,0,0,0,0,0,22,0,0,3,0,3,0,0,0,0,11,0,0,3,4,3,0,0,0,0,12,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,5,3,8,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,25,18,43,42,22,12,11,0,0,170,8,0,3,3,5,0,0,0,0,28,5,0,0,4,0,0,0,0,0,12,4,0,0,3,0,0,0,0,0,11,0,3,7,7,3,3,5,0,0,31,0,4,0,3,3,0,0,0,0,11,0,0,4,0,3,0,0,0,0,15
5128706,3,0,0,0,3,0,6,0,0,14,0,0,0,0,0,0,3,0,0,10,0,0,3,3,4,3,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,0,3,5,4,5,0,0,0,15,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,16,0,0,0,0,0,0,0,0,0,3,9,11,10,21,33,32,21,11,0,141,8,0,3,3,9,9,4,0,0,34,3,0,0,0,0,7,0,3,0,16,0,4,3,0,3,5,7,4,0,25,3,0,3,0,3,0,4,3,0,18,3,0,0,0,4,7,3,3,0,17,0,0,4,3,3,5,4,3,0,23
5128707,0,0,0,0,0,0,3,3,0,7,0,0,5,3,0,4,4,3,0,13,0,0,3,4,5,0,8,0,0,18,0,0,5,4,5,3,0,0,0,14,3,5,3,4,0,4,0,0,0,20,0,0,0,0,5,3,0,0,0,11,0,0,3,0,6,0,0,0,0,14,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,10,8,27,32,42,22,17,4,0,174,14,0,8,7,3,9,3,0,0,38,5,0,0,0,0,0,0,0,0,12,0,0,0,3,0,6,9,0,0,17,0,0,0,0,0,0,4,0,0,16,0,0,5,3,6,5,6,4,0,24,3,0,3,7,7,5,9,0,0,31
5128708,0,0,4,0,4,3,4,0,0,10,0,0,3,0,0,0,3,0,0,14,0,3,3,8,3,0,0,0,0,11,0,3,8,5,3,0,0,0,0,20,0,3,4,0,3,3,0,0,0,11,0,0,4,3,3,0,0,0,0,13,0,0,0,5,0,0,0,0,0,8,0,0,5,0,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,18,42,27,17,17,11,0,3,144,16,3,7,6,3,0,0,0,0,33,7,0,3,0,0,0,0,0,0,14,0,3,3,3,3,0,0,0,0,12,0,0,4,3,4,9,5,3,0,22,3,3,3,0,0,4,3,3,0,24,0,3,5,4,3,0,0,0,0,21
5128709,0,3,0,0,4,5,16,0,0,28,0,0,3,0,0,4,12,6,0,32,0,0,4,0,4,3,7,3,0,28,0,0,0,3,0,4,0,3,0,13,0,3,5,3,0,4,3,0,0,18,0,0,0,0,5,3,3,0,0,8,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,14,0,0,0,0,0,0,0,0,0,0,9,7,17,16,28,38,51,24,0,191,8,0,3,0,0,3,0,3,0,18,4,0,0,0,0,3,0,0,0,14,0,0,0,0,3,3,7,0,0,24,0,3,0,3,7,13,31,10,0,62,0,3,3,3,3,10,20,12,0,51,0,0,0,0,4,9,14,9,0,48
5128710,0,0,0,0,0,0,3,4,0,8,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,23,12,11,5,7,66,3,0,3,0,3,4,3,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,3,0,0,15,0,0,0,0,0,3,8,3,0,24,0,0,0,0,4,0,8,0,0,13,0,0,0,0,0,0,3,0,0,10
5128711,0,0,0,0,0,0,8,0,0,15,0,0,3,5,0,0,10,3,0,20,0,0,0,0,3,0,0,0,0,12,0,5,9,3,3,0,0,0,0,16,0,4,4,7,6,4,0,0,0,24,0,0,3,4,3,7,0,0,0,21,0,0,3,6,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,4,18,7,42,46,32,34,18,7,0,213,16,3,4,3,7,6,5,0,0,44,10,0,3,5,0,5,0,0,0,21,4,0,4,4,0,4,5,3,0,21,0,3,0,4,0,0,9,3,0,19,3,0,3,9,0,3,11,3,0,27,0,0,0,0,3,0,0,3,0,16
5128712,0,0,0,3,0,5,0,0,0,11,0,3,4,8,0,0,3,3,0,22,4,4,4,3,3,0,0,0,0,15,0,0,3,0,3,0,0,0,0,11,0,0,7,0,6,0,0,0,0,12,0,0,0,0,7,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,14,20,22,29,23,13,3,5,146,7,3,3,3,3,10,0,0,0,25,3,0,0,3,0,0,0,0,0,11,6,4,3,4,0,4,3,0,0,28,3,0,0,3,0,4,7,0,0,15,0,3,4,5,0,3,8,3,3,32,4,7,4,3,3,3,0,0,0,23
5128713,0,0,9,7,0,0,3,0,0,16,0,0,6,0,4,5,4,0,0,23,0,0,6,4,3,0,0,0,0,15,0,0,3,8,3,0,3,0,0,18,0,6,3,6,8,0,0,0,0,24,0,0,12,3,4,3,0,0,0,19,0,0,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,25,11,66,49,29,19,17,8,0,225,27,0,14,5,4,6,0,0,0,51,9,0,0,4,0,0,0,0,0,18,4,0,4,4,3,3,4,4,0,31,0,0,9,3,0,4,10,4,0,28,3,0,9,0,4,5,8,0,0,28,0,0,4,3,5,3,3,0,0,28
5128714,0,4,0,0,5,0,0,0,0,12,3,0,3,3,0,0,6,0,0,15,0,0,5,3,3,0,0,0,0,14,0,0,4,4,4,0,0,0,0,14,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,22,10,24,18,25,15,12,0,0,131,17,3,3,0,4,0,0,0,0,29,0,4,0,0,4,4,0,0,0,10,3,3,3,0,4,3,4,0,0,23,0,5,0,0,7,0,5,0,0,16,4,0,7,3,3,0,3,0,0,25,0,0,3,0,5,0,3,0,0,18
5128715,0,0,3,0,0,0,0,3,0,16,0,0,0,0,3,3,5,0,0,13,0,0,4,3,0,0,0,0,0,9,0,0,3,0,3,0,3,0,0,14,0,3,6,4,3,0,0,0,0,17,0,0,3,3,3,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,9,32,26,33,15,12,0,0,143,6,0,5,3,6,3,3,0,0,31,3,0,3,3,0,0,0,0,0,15,0,0,4,0,3,8,7,0,0,22,0,0,6,0,0,0,5,3,0,22,4,0,3,0,3,3,7,0,0,26,0,0,4,3,0,0,0,0,0,8
5128716,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,3,0,6,0,0,0,0,4,3,0,0,0,11,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,3,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,3,9,9,18,21,6,8,0,86,10,0,0,0,3,4,0,0,0,11,3,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,3,0,0,14,0,0,0,0,0,8,0,0,0,14,0,0,0,0,0,5,3,3,0,6,0,0,5,3,4,6,4,0,0,23
5128717,0,0,0,5,0,5,9,3,0,16,0,0,0,3,3,5,0,3,0,15,0,0,0,0,4,0,6,0,0,11,0,0,0,0,5,3,0,0,0,8,0,0,0,3,3,4,4,0,0,15,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,4,8,19,34,23,21,7,0,128,13,3,0,3,4,4,0,0,0,28,5,0,0,0,3,4,3,0,0,15,0,3,0,0,3,3,0,0,0,16,0,0,0,5,0,6,10,7,0,31,4,0,0,3,6,5,3,4,0,20,0,0,0,0,5,0,9,0,0,18
5128718,0,0,0,0,0,0,3,0,0,10,3,0,0,5,0,0,4,0,0,9,0,0,0,0,6,3,0,0,0,20,0,3,0,0,4,0,0,0,0,10,0,0,4,4,3,0,0,0,0,19,0,0,0,3,3,0,0,0,0,8,0,0,0,4,3,0,0,0,0,10,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,23,3,17,24,45,26,17,7,0,161,15,0,6,4,3,6,3,0,0,41,8,0,0,3,0,0,0,0,0,9,5,0,0,0,3,4,5,8,0,22,3,0,0,0,0,4,4,0,0,18,3,0,0,5,0,3,5,3,0,23,3,3,3,4,11,3,4,0,0,29
5128801,0,0,0,4,3,3,7,0,0,12,0,0,3,0,0,3,3,5,0,20,0,0,0,3,3,0,0,0,0,8,0,0,8,3,3,6,3,0,0,17,0,4,3,3,0,3,0,0,0,17,0,0,4,3,4,5,0,0,0,19,0,0,3,0,0,3,0,0,0,5,0,0,3,0,4,3,0,0,0,7,0,0,0,0,0,0,3,0,0,9,0,0,0,0,7,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,9,10,34,27,27,34,24,7,0,179,10,0,3,3,0,3,0,0,0,12,6,3,3,3,0,3,0,0,0,20,0,3,8,0,0,0,3,3,0,22,0,0,0,4,3,3,7,4,0,17,0,4,3,3,0,3,3,7,0,25,0,0,0,4,3,0,3,4,0,17
5128802,0,0,7,3,0,5,0,0,0,17,3,0,5,3,3,5,0,0,0,10,3,3,3,0,3,3,3,0,0,17,0,3,3,11,3,3,0,0,0,23,0,0,6,4,0,0,0,0,0,12,0,3,6,3,3,0,0,0,0,16,0,0,4,3,0,0,0,0,0,12,0,0,4,3,0,0,0,0,0,8,0,0,4,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,5,0,3,3,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,6,27,11,45,52,26,24,8,0,3,201,16,3,0,3,7,6,0,0,3,42,11,0,3,4,0,3,0,0,0,23,3,4,3,3,0,3,0,0,0,14,4,3,7,3,0,4,0,0,0,22,3,0,5,3,0,3,0,0,0,18,3,0,0,0,3,3,3,0,0,20
