SA1_7DIGITCODE_2016,F_300_399_15_19_yr,F_300_399_20_24_yr,F_300_399_25_34_yr,F_300_399_35_44_yr,F_300_399_45_54_yr,F_300_399_55_64_yr,F_300_399_65_74_yr,F_300_399_75_84_yr,F_300_399_85_yr_over,F_300_399_Tot,F_400_499_15_19_yr,F_400_499_20_24_yr,F_400_499_25_34_yr,F_400_499_35_44_yr,F_400_499_45_54_yr,F_400_499_55_64_yr,F_400_499_65_74_yr,F_400_499_75_84_yr,F_400_499_85_yr_over,F_400_499_Tot,F_500_649_15_19_yr,F_500_649_20_24_yr,F_500_649_25_34_yr,F_500_649_35_44_yr,F_500_649_45_54_yr,F_500_649_55_64_yr,F_500_649_65_74_yr,F_500_649_75_84_yr,F_500_649_85_yr_over,F_500_649_Tot,F_650_799_15_19_yr,F_650_799_20_24_yr,F_650_799_25_34_yr,F_650_799_35_44_yr,F_650_799_45_54_yr,F_650_799_55_64_yr,F_650_799_65_74_yr,F_650_799_75_84_yr,F_650_799_85_yr_over,F_650_799_Tot,F_800_999_15_19_yr,F_800_999_20_24_yr,F_800_999_25_34_yr,F_800_999_35_44_yr,F_800_999_45_54_yr,F_800_999_55_64_yr,F_800_999_65_74_yr,F_800_999_75_84_yr,F_800_999_85_yr_over,F_800_999_Tot,F_1000_1249_15_19_yr,F_1000_1249_20_24_yr,F_1000_1249_25_34_yr,F_1000_1249_35_44_yr,F_1000_1249_45_54_yr,F_1000_1249_55_64_yr,F_1000_1249_65_74_yr,F_1000_1249_75_84_yr,F_1000_1249_85_yr_over,F_1000_1249_Tot,F_1250_1499_15_19_yr,F_1250_1499_20_24_yr,F_1250_1499_25_34_yr,F_1250_1499_35_44_yr,F_1250_1499_45_54_yr,F_1250_1499_55_64_yr,F_1250_1499_65_74_yr,F_1250_1499_75_84_yr,F_1250_1499_85_yr_over,F_1250_1499_Tot,F_1500_1749_15_19_yr,F_1500_1749_20_24_yr,F_1500_1749_25_34_yr,F_1500_1749_35_44_yr,F_1500_1749_45_54_yr,F_1500_1749_55_64_yr,F_1500_1749_65_74_yr,F_1500_1749_75_84_yr,F_1500_1749_85_yr_over,F_1500_1749_Tot,F_1750_1999_15_19_yr,F_1750_1999_20_24_yr,F_1750_1999_25_34_yr,F_1750_1999_35_44_yr,F_1750_1999_45_54_yr,F_1750_1999_55_64_yr,F_1750_1999_65_74_yr,F_1750_1999_75_84_yr,F_1750_1999_85_yr_over,F_1750_1999_Tot,F_2000_2999_15_19_yr,F_2000_2999_20_24_yr,F_2000_2999_25_34_yr,F_2000_2999_35_44_yr,F_2000_2999_45_54_yr,F_2000_2999_55_64_yr,F_2000_2999_65_74_yr,F_2000_2999_75_84_yr,F_2000_2999_85_yr_over,F_2000_2999_Tot,F_3000_more_15_19_yr,F_3000_more_20_24_yr,F_3000_more_25_34_yr,F_3000_more_35_44_yr,F_3000_more_45_54_yr,F_3000_more_55_64_yr,F_3000_more_65_74_yr,F_3000_more_75_84_yr,F_3000_more_85_yr_over,F_3000_more_Tot,F_Personal_inc_ns_15_19_yr,F_Personal_inc_ns_20_24_yr,F_Personal_inc_ns_25_34_yr,F_Personal_inc_ns_35_44_yr,F_Personal_inc_ns_45_54_yr,F_Personal_inc_ns_55_64_yr,F_Personal_inc_ns_65_74_yr,F_Personal_inc_ns_75_84_yr,F_Personal_inc_ns_85_yr,F_Personal_inc_ns_Tot,F_OS_vis_15_19_yr,F_OS_vis_20_24_yr,F_OS_vis_25_34_yr,F_OS_vis_35_44_yr,F_OS_vis_45_54_yr,F_OS_vis_55_64_yr,F_OS_vis_65_74_yr,F_OS_vis_75_84_yr,F_OS_vis_85_yr_over,F_OS_vis_Tot,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Neg_Nil_inc_15_19_yr,P_Neg_Nil_inc_20_24_yr,P_Neg_Nil_inc_25_34_yr,P_Neg_Nil_inc_35_44_yr,P_Neg_Nil_inc_45_54_yr,P_Neg_Nil_inc_55_64_yr,P_Neg_Nil_inc_65_74_yr,P_Neg_Nil_inc_75_84_yr,P_Neg_Nil_inc_85_yr_over,P_Neg_Nil_inc_Tot,P_1_149_15_19_yr,P_1_149_20_24_yr,P_1_149_25_34_yr,P_1_149_35_44_yr,P_1_149_45_54_yr,P_1_149_55_64_yr,P_1_149_65_74_yr,P_1_149_75_84_yr,P_1_149_85_yr_over,P_1_149_Tot,P_150_299_15_19_yr,P_150_299_20_24_yr,P_150_299_25_34_yr,P_150_299_35_44_yr,P_150_299_45_54_yr,P_150_299_55_64_yr,P_150_299_65_74_yr,P_150_299_75_84_yr,P_150_299_85_yr_over,P_150_299_Tot,P_300_399_15_19_yr,P_300_399_20_24_yr,P_300_399_25_34_yr,P_300_399_35_44_yr,P_300_399_45_54_yr,P_300_399_55_64_yr,P_300_399_65_74_yr,P_300_399_75_84_yr,P_300_399_85_yr_over,P_300_399_Tot,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot
5106106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106108,0,0,0,4,3,4,0,0,0,10,0,0,3,3,3,0,3,5,0,26,0,0,3,3,0,6,6,0,0,18,0,0,0,0,5,0,0,0,0,7,0,4,0,0,0,0,0,0,3,9,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,19,15,16,31,26,25,13,9,8,156,16,5,0,3,3,9,3,0,0,41,10,0,3,0,0,0,0,0,0,18,4,8,3,3,7,0,0,3,0,26,0,0,0,4,4,6,3,0,0,16,0,3,3,8,4,0,11,7,4,40,0,6,4,3,6,3,4,3,0,35
5106109,0,3,0,3,0,3,6,4,0,27,0,0,0,3,3,3,4,0,0,20,0,3,3,3,3,3,4,0,0,25,0,3,6,3,4,9,0,0,0,27,0,0,10,3,9,10,0,0,0,29,0,4,9,11,9,6,0,0,0,40,0,0,12,8,10,3,0,0,0,31,0,0,10,6,3,3,0,0,0,25,0,0,6,5,4,3,0,0,0,11,0,0,5,9,7,4,0,0,0,34,0,0,3,3,3,0,0,0,0,9,0,0,0,3,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,21,27,78,92,62,68,23,7,6,373,24,4,6,10,5,9,3,0,0,67,10,3,0,6,0,3,3,0,0,30,6,8,4,5,0,4,3,0,0,30,0,3,4,3,0,3,8,4,0,34,0,3,0,8,3,3,9,3,0,30,0,3,7,3,4,3,6,3,0,38
5106110,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,4,0,4,0,3,3,0,0,0,0,11,0,3,4,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,9,4,8,28,8,13,3,0,75,5,3,0,3,4,3,3,0,0,21,5,4,0,0,0,0,0,0,0,10,0,0,0,0,4,0,4,0,0,18,0,0,0,0,0,3,4,7,4,17,0,0,0,0,0,0,0,9,0,10,0,4,0,4,3,3,0,0,0,14
5106111,0,4,0,0,0,0,3,0,0,10,0,0,0,0,0,0,4,0,0,4,0,3,4,3,0,0,0,0,0,13,0,0,4,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,11,0,0,4,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,6,24,19,12,15,9,3,7,100,3,0,0,0,0,7,0,0,0,11,4,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,8,9,0,4,0,0,0,0,6,0,0,15,0,3,0,0,0,0,4,0,0,12,0,3,3,3,0,0,3,3,0,27
5106112,0,3,0,0,0,8,7,4,0,16,0,0,0,0,0,0,0,0,3,8,0,3,0,6,3,3,5,0,0,15,0,0,3,0,3,0,0,0,0,10,0,0,0,4,8,3,0,0,0,15,0,0,3,5,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,5,13,14,26,24,31,15,6,8,137,4,0,0,3,0,0,0,0,0,12,3,0,0,0,0,3,0,0,0,10,3,0,3,0,3,5,3,0,0,30,0,3,0,0,0,5,9,11,0,28,0,0,0,0,3,0,4,0,3,13,0,6,5,6,4,5,3,0,0,30
5106113,0,0,0,0,3,0,5,3,0,18,0,0,3,0,3,3,3,3,4,20,3,0,4,5,3,3,0,0,0,19,0,0,0,0,3,3,0,0,3,14,0,0,3,0,3,3,3,0,0,12,0,3,0,0,4,0,0,0,0,6,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,0,3,4,0,14,0,0,0,0,0,0,0,0,0,0,8,13,31,28,26,20,17,12,5,160,11,0,3,0,3,0,0,3,0,18,4,0,5,0,0,0,0,0,0,10,3,0,3,3,0,3,6,0,0,16,0,0,3,0,4,0,13,6,0,33,0,0,3,0,3,8,3,7,4,27,3,0,3,5,4,3,3,4,0,23
5106114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106201,0,0,0,3,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,3,0,0,0,11,0,3,3,4,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,13,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,5,7,22,17,25,20,14,8,0,113,6,0,3,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,3,0,0,0,28,0,0,3,3,0,4,10,8,0,22,0,3,3,0,4,3,5,0,0,22,0,3,4,0,5,3,0,0,0,17
5106202,0,3,0,3,0,3,3,0,0,13,0,0,6,7,0,0,4,4,0,24,0,0,3,3,4,5,0,0,0,16,0,3,9,0,0,6,0,0,0,15,0,0,10,7,7,3,0,0,0,24,0,3,12,8,7,0,0,0,0,25,0,0,16,0,4,4,0,0,0,30,0,0,10,4,3,0,0,0,0,12,0,0,3,3,3,0,0,0,0,7,0,0,5,7,4,0,0,0,0,10,0,0,0,0,7,0,0,0,0,9,3,3,10,3,3,8,3,3,0,29,0,3,0,0,3,5,0,0,0,10,17,25,93,52,48,42,22,13,3,301,15,4,10,11,9,3,4,0,0,61,5,0,0,5,6,3,0,0,0,20,3,4,3,6,3,4,4,3,0,33,0,3,0,3,0,6,5,3,0,25,0,3,13,7,3,0,4,4,0,26,0,3,5,4,8,4,0,3,0,28
5106203,0,0,0,5,0,4,0,0,0,13,0,0,0,0,0,4,3,0,0,13,0,0,4,3,0,3,0,0,0,14,0,0,3,0,3,0,3,0,0,8,0,0,3,0,8,3,0,0,0,10,0,0,0,5,3,8,0,0,0,17,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,13,26,32,27,27,13,9,0,145,6,6,3,3,3,4,0,3,0,28,0,0,0,0,0,0,0,0,0,0,4,3,4,0,8,3,3,3,0,27,0,0,3,5,0,4,3,3,0,23,0,0,3,3,0,3,7,0,0,22,0,0,4,6,0,3,4,0,0,21
5106204,0,0,0,8,0,3,0,0,0,12,0,0,3,4,0,0,3,0,0,13,0,0,3,4,0,4,0,0,0,14,0,0,3,3,0,3,0,0,0,8,0,0,8,4,3,3,0,0,0,17,0,0,12,3,0,3,0,0,0,17,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,4,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,16,47,35,27,31,4,4,0,166,16,8,9,3,5,6,0,0,0,44,0,3,3,0,0,0,0,0,0,9,3,4,3,0,4,12,0,0,0,24,0,0,0,11,0,3,5,3,0,23,0,0,4,4,0,4,4,0,0,22,0,3,5,6,3,4,0,0,0,26
5106205,0,0,3,0,0,0,8,0,0,13,0,3,0,3,4,0,0,0,0,13,0,0,5,6,3,0,3,0,0,17,0,0,3,6,4,0,0,0,0,16,0,0,3,3,3,0,0,0,0,6,0,0,8,3,0,0,0,0,0,10,0,0,3,4,3,0,0,0,0,14,0,0,0,4,0,4,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,14,8,36,45,34,17,9,0,0,169,16,4,4,4,5,5,0,0,0,46,4,3,0,6,0,0,0,0,0,17,0,3,5,0,3,5,0,0,0,21,3,0,3,0,0,0,15,0,3,28,0,6,3,3,4,4,0,0,0,25,4,5,4,8,7,3,3,0,0,32
5106206,4,0,0,6,0,3,0,0,0,11,0,0,3,3,0,0,0,3,0,8,0,0,3,6,0,3,0,0,0,17,0,0,3,4,0,0,0,0,0,11,0,0,0,5,4,3,0,0,0,13,0,0,4,3,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,4,23,29,18,15,8,4,0,103,6,0,4,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,4,0,3,6,0,3,3,3,0,19,0,0,3,3,3,4,0,4,0,15,0,0,3,3,6,3,3,0,0,17
5106207,0,7,17,5,6,3,8,4,0,53,0,11,17,8,3,5,6,6,4,66,3,5,31,19,11,7,5,3,0,81,0,15,27,16,11,5,4,3,0,87,0,11,56,18,19,4,3,0,0,111,0,9,49,27,15,10,0,0,0,109,0,9,34,23,7,4,0,0,0,76,0,0,27,12,11,3,0,0,0,54,0,0,9,11,5,3,0,0,0,27,0,0,10,7,5,3,0,0,0,34,0,0,0,0,3,0,0,0,0,4,6,3,13,7,7,4,3,3,0,47,0,0,0,3,3,3,3,0,0,19,55,101,349,203,131,90,44,23,5,1004,58,14,51,30,18,21,4,0,0,197,18,3,3,8,5,3,0,0,0,35,15,15,18,11,8,11,6,7,0,82,0,12,20,17,4,5,17,8,3,85,4,15,30,12,5,17,14,5,4,103,6,18,39,21,16,12,12,5,3,122
5106208,0,0,0,0,0,3,3,7,0,15,0,0,0,3,3,0,3,0,0,14,0,0,0,3,3,0,0,0,0,10,0,5,0,3,0,4,0,0,0,12,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,10,10,14,13,16,21,12,10,0,110,4,4,0,0,5,3,0,0,0,13,3,0,0,0,0,0,0,0,0,8,3,0,3,0,0,4,0,0,0,14,0,3,5,3,0,3,4,11,0,30,0,3,0,3,3,3,4,0,0,20,0,0,0,6,3,0,0,0,0,15
5106209,0,0,7,3,4,0,5,0,0,19,0,0,8,3,3,0,0,0,0,14,0,5,7,3,3,0,0,0,0,15,0,0,3,3,3,0,0,0,0,14,0,0,3,3,3,3,0,0,0,14,0,0,0,3,3,3,0,0,0,10,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,8,53,24,28,20,12,5,0,168,14,3,7,6,0,4,3,0,0,41,5,0,0,0,0,0,0,0,0,16,4,0,17,0,5,3,3,3,0,38,0,3,7,3,7,0,10,0,0,31,0,4,9,3,3,3,3,3,0,28,0,7,7,6,3,0,7,0,0,31
