SA1_7DIGITCODE_2016,M_Neg_Nil_inc_15_19_yr,M_Neg_Nil_inc_20_24_yr,M_Neg_Nil_inc_25_34_yr,M_Neg_Nil_inc_35_44_yr,M_Neg_Nil_inc_45_54_yr,M_Neg_Nil_inc_55_64_yr,M_Neg_Nil_inc_65_74_yr,M_Neg_Nil_inc_75_84_yr,M_Neg_Nil_inc_85_yr_over,M_Neg_Nil_inc_Tot,M_1_149_15_19_yr,M_1_149_20_24_yr,M_1_149_25_34_yr,M_1_149_35_44_yr,M_1_149_45_54_yr,M_1_149_55_64_yr,M_1_149_65_74_yr,M_1_149_75_84_yr,M_1_149_85_yr_over,M_1_149_Tot,M_150_299_15_19_yr,M_150_299_20_24_yr,M_150_299_25_34_yr,M_150_299_35_44_yr,M_150_299_45_54_yr,M_150_299_55_64_yr,M_150_299_65_74_yr,M_150_299_75_84_yr,M_150_299_85_yr_over,M_150_299_Tot,M_300_399_15_19_yr,M_300_399_20_24_yr,M_300_399_25_34_yr,M_300_399_35_44_yr,M_300_399_45_54_yr,M_300_399_55_64_yr,M_300_399_65_74_yr,M_300_399_75_84_yr,M_300_399_85_yr_over,M_300_399_Tot,M_400_499_15_19_yr,M_400_499_20_24_yr,M_400_499_25_34_yr,M_400_499_35_44_yr,M_400_499_45_54_yr,M_400_499_55_64_yr,M_400_499_65_74_yr,M_400_499_75_84_yr,M_400_499_85_yr_over,M_400_499_Tot,M_500_649_15_19_yr,M_500_649_20_24_yr,M_500_649_25_34_yr,M_500_649_35_44_yr,M_500_649_45_54_yr,M_500_649_55_64_yr,M_500_649_65_74_yr,M_500_649_75_84_yr,M_500_649_85_yr_over,M_500_649_Tot,M_650_799_15_19_yr,M_650_799_20_24_yr,M_650_799_25_34_yr,M_650_799_35_44_yr,M_650_799_45_54_yr,M_650_799_55_64_yr,M_650_799_65_74_yr,M_650_799_75_84_yr,M_650_799_85_yr_over,M_650_799_Tot,M_800_999_15_19_yr,M_800_999_20_24_yr,M_800_999_25_34_yr,M_800_999_35_44_yr,M_800_999_45_54_yr,M_800_999_55_64_yr,M_800_999_65_74_yr,M_800_999_75_84_yr,M_800_999_85_yr_over,M_800_999_Tot,M_1000_1249_15_19_yr,M_1000_1249_20_24_yr,M_1000_1249_25_34_yr,M_1000_1249_35_44_yr,M_1000_1249_45_54_yr,M_1000_1249_55_64_yr,M_1000_1249_65_74_yr,M_1000_1249_75_84_yr,M_1000_1249_85_yr_over,M_1000_1249_Tot,M_1250_1499_15_19_yr,M_1250_1499_20_24_yr,M_1250_1499_25_34_yr,M_1250_1499_35_44_yr,M_1250_1499_45_54_yr,M_1250_1499_55_64_yr,M_1250_1499_65_74_yr,M_1250_1499_75_84_yr,M_1250_1499_85_yr_over,M_1250_1499_Tot,M_1500_1749_15_19_yr,M_1500_1749_20_24_yr,M_1500_1749_25_34_yr,M_1500_1749_35_44_yr,M_1500_1749_45_54_yr,M_1500_1749_55_64_yr,M_1500_1749_65_74_yr,M_1500_1749_75_84_yr,M_1500_1749_85_yr_over,M_1500_1749_Tot,M_1750_1999_15_19_yr,M_1750_1999_20_24_yr,M_1750_1999_25_34_yr,M_1750_1999_35_44_yr,M_1750_1999_45_54_yr,M_1750_1999_55_64_yr,M_1750_1999_65_74_yr,M_1750_1999_75_84_yr,M_1750_1999_85_yr_over,M_1750_1999_Tot,M_2000_2999_15_19_yr,M_2000_2999_20_24_yr,M_2000_2999_25_34_yr,M_2000_2999_35_44_yr,M_2000_2999_45_54_yr,M_2000_2999_55_64_yr,M_2000_2999_65_74_yr,M_2000_2999_75_84_yr,M_2000_2999_85_yr_over,M_2000_2999_Tot,M_3000_more_15_19_yr,M_3000_more_20_24_yr,M_3000_more_25_34_yr,M_3000_more_35_44_yr,M_3000_more_45_54_yr,M_3000_more_55_64_yr,M_3000_more_65_74_yr,M_3000_more_75_84_yr,M_3000_more_85_yr_over,M_3000_more_Tot,M_Personal_inc_ns_15_19_yr,M_Personal_inc_ns_20_24_yr,M_Personal_inc_ns_25_34_yr,M_Personal_inc_ns_35_44_yr,M_Personal_inc_ns_45_54_yr,M_Personal_inc_ns_55_64_yr,M_Personal_inc_ns_65_74_yr,M_Personal_inc_ns_75_84_yr,M_Personal_inc_ns_85_yr,M_Personal_inc_ns_Tot,M_OS_vis_15_19_yr,M_OS_vis_20_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_OS_vis_Tot,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Neg_Nil_inc_15_19_yr,F_Neg_Nil_inc_20_24_yr,F_Neg_Nil_inc_25_34_yr,F_Neg_Nil_inc_35_44_yr,F_Neg_Nil_inc_45_54_yr,F_Neg_Nil_inc_55_64_yr,F_Neg_Nil_inc_65_74_yr,F_Neg_Nil_inc_75_84_yr,F_Neg_Nil_inc_85_yr_over,F_Neg_Nil_inc_Tot,F_1_149_15_19_yr,F_1_149_20_24_yr,F_1_149_25_34_yr,F_1_149_35_44_yr,F_1_149_45_54_yr,F_1_149_55_64_yr,F_1_149_65_74_yr,F_1_149_75_84_yr,F_1_149_85_yr_over,F_1_149_Tot,F_150_299_15_19_yr,F_150_299_20_24_yr,F_150_299_25_34_yr,F_150_299_35_44_yr,F_150_299_45_54_yr,F_150_299_55_64_yr,F_150_299_65_74_yr,F_150_299_75_84_yr,F_150_299_85_yr_over,F_150_299_Tot
5100218,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,4,0,3,0,14,0,0,0,0,0,3,0,0,0,10,0,3,3,0,0,0,0,0,0,12,0,0,3,3,0,4,0,0,0,14,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,13,14,16,14,10,16,0,103,0,0,3,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,9,4,0,0,0,0,3,3,0,0,13
5100219,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,14,3,0,0,0,0,0,3,0,0,15,0,0,3,0,3,3,4,0,0,11,0,0,0,3,0,3,4,0,0,11,0,0,0,0,3,3,10,0,0,19,0,0,3,0,0,4,7,0,0,15,0,0,0,3,3,3,0,0,0,12,0,0,3,3,4,0,0,3,0,12,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,8,3,0,0,0,8,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,5,3,22,16,21,28,39,13,3,160,0,0,5,0,3,3,0,0,0,17,6,0,0,4,0,0,0,0,0,11,0,3,4,3,0,4,6,0,0,22
5100220,3,0,0,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,5,0,19,0,0,4,0,0,0,7,5,7,25,0,0,3,5,0,3,3,0,3,25,0,4,3,3,0,3,3,0,0,16,0,4,0,3,0,3,5,0,0,18,0,0,0,3,4,3,0,3,0,19,0,0,4,0,3,0,0,0,0,11,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,10,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,11,19,21,30,19,34,29,18,12,195,0,0,3,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,21
5100222,4,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,10,0,3,0,3,5,0,0,0,0,16,0,0,0,0,3,0,0,0,0,8,0,0,0,4,0,0,5,0,0,14,0,0,0,0,4,0,0,0,0,8,0,0,0,9,3,5,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,3,8,5,12,0,0,0,27,0,0,3,3,3,6,0,0,0,14,3,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,8,8,24,28,36,17,9,0,150,5,0,0,3,3,7,0,0,0,25,4,0,0,0,0,0,0,0,0,11,0,3,0,0,0,3,0,0,0,10
5100223,4,3,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,4,0,0,0,10,0,0,0,0,5,3,0,0,0,9,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,3,0,0,0,3,0,0,0,3,6,3,0,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,3,0,7,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,17,13,5,16,33,18,15,8,0,118,10,0,0,3,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,3,3,0,4,0,0,11
5100224,6,0,0,0,0,0,0,0,0,16,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,14,3,0,0,0,0,0,8,0,0,15,3,0,0,0,0,0,8,0,0,13,0,5,3,0,0,3,0,0,0,13,0,0,3,3,0,4,0,0,0,9,0,0,4,5,0,3,3,0,0,15,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,5,0,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,14,22,19,29,17,9,0,141,5,0,0,6,3,7,0,0,0,20,7,0,0,0,0,0,0,0,0,15,0,3,0,5,0,0,0,0,0,9
5100226,8,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,3,0,6,0,0,13,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,5,3,0,0,14,0,3,0,0,0,4,4,0,0,15,0,0,4,3,0,3,3,0,0,15,0,0,0,4,7,0,0,0,0,7,0,0,0,3,6,0,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,0,0,3,4,0,0,0,0,6,0,0,0,5,3,0,0,0,0,8,5,0,0,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,16,10,3,17,31,26,29,14,0,141,4,0,0,3,3,3,0,0,0,17,4,0,0,0,0,3,0,0,0,8,0,0,0,5,0,3,3,4,0,11
5100227,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,0,3,3,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,3,10,12,7,7,0,0,45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5100229,8,0,0,0,0,4,0,0,0,16,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,7,3,0,16,3,0,0,0,0,0,6,3,0,7,3,0,0,0,0,0,3,3,0,9,0,0,3,0,0,8,0,0,0,10,0,0,7,3,0,3,0,0,0,14,0,3,3,3,11,0,0,0,0,23,0,0,3,7,8,3,0,0,0,27,0,0,0,0,7,3,0,0,0,14,0,0,3,4,0,0,0,0,0,9,0,0,3,8,4,0,0,0,0,13,0,0,0,3,3,0,0,0,0,7,0,0,0,0,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,19,7,32,32,32,35,26,13,0,191,11,3,3,8,3,3,4,0,0,28,4,0,4,6,3,3,0,0,0,22,3,0,3,0,3,3,0,0,0,16
5100230,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,9,0,0,0,0,3,0,4,7,0,14,0,0,0,0,0,0,6,0,6,15,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,3,3,0,7,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,13,16,35,0,0,0,0,0,0,0,0,0,0,3,0,7,7,13,22,26,23,30,136,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,3,3,11
5100231,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,12,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,3,0,0,13,0,0,0,3,0,9,3,0,0,13,0,0,0,4,9,4,0,0,0,18,0,0,3,3,0,3,0,0,0,11,0,0,0,4,4,0,0,0,0,5,0,0,3,0,3,0,0,0,0,7,0,0,4,7,9,4,0,0,0,24,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,4,20,32,30,25,18,7,0,153,3,0,0,3,3,6,3,0,0,24,7,0,0,0,0,0,0,0,0,13,3,0,0,6,3,5,3,0,0,16
5100232,0,0,0,0,0,0,3,0,0,9,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,3,0,0,0,14,0,0,0,3,0,0,0,0,0,7,0,0,3,3,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,6,16,13,13,19,3,0,90,3,0,3,3,0,3,4,0,0,18,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
5100233,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,4,0,3,3,3,0,0,14,0,0,0,0,0,0,0,6,0,10,0,0,0,0,3,0,0,5,0,13,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,3,3,0,0,6,0,0,0,3,0,3,0,0,0,14,0,0,0,4,3,3,0,0,0,12,0,0,3,3,3,0,0,0,0,7,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,15,3,11,23,18,28,20,13,0,133,4,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,3,0,0,8,0,0,4,0,3,5,0,0,0,17
5100234,9,3,6,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,9,0,0,0,6,0,3,3,0,0,15,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,3,3,0,0,11,0,0,4,3,0,5,5,3,0,26,0,3,0,3,3,6,3,0,0,20,0,6,12,7,3,5,0,0,0,31,0,3,6,11,6,3,3,0,0,36,0,0,8,5,4,0,0,0,0,21,0,0,3,8,3,0,3,0,0,21,0,3,9,3,3,3,0,0,0,23,0,0,4,5,0,6,0,0,0,15,0,0,0,3,5,0,0,0,0,13,4,7,22,22,22,35,20,8,0,141,0,0,9,0,3,3,8,0,0,26,19,33,85,72,50,77,53,21,3,419,12,6,7,3,3,4,0,0,0,31,4,3,3,3,3,0,0,0,0,21,7,3,6,3,0,4,0,0,0,24
5100235,14,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,10,0,4,3,0,3,4,0,3,0,18,0,4,0,3,0,0,7,4,0,23,0,0,0,0,0,3,0,0,0,8,5,0,0,3,3,0,8,3,0,16,0,0,0,3,0,0,3,0,0,12,0,0,3,3,5,3,0,0,0,17,0,0,0,0,3,4,0,0,0,9,0,0,0,0,3,0,0,0,0,8,0,0,4,3,4,0,0,0,0,14,0,0,3,3,3,0,0,0,0,9,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,24,10,19,16,34,26,26,12,3,181,3,0,3,0,3,0,0,0,0,9,4,0,0,3,0,0,0,0,0,5,0,0,3,3,3,3,5,0,0,20
5100236,11,0,0,0,0,4,0,0,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,4,0,0,0,4,0,0,6,3,3,18,0,0,3,0,0,0,4,0,0,12,3,0,0,0,4,0,3,0,0,14,0,0,0,3,4,0,3,0,0,11,0,0,0,4,5,3,0,0,0,11,0,0,0,3,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,6,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,20,14,13,37,22,19,25,3,3,157,9,3,3,3,0,3,3,0,0,25,3,0,0,0,0,3,0,0,0,11,0,0,0,3,3,3,3,0,0,11
5100237,10,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,6,3,0,0,15,0,0,0,0,0,3,4,5,0,12,0,0,0,0,4,0,7,7,0,24,0,0,0,0,3,3,4,5,0,18,0,0,0,0,3,5,3,0,0,15,0,4,6,3,3,8,0,0,0,22,0,3,3,0,5,6,3,0,0,25,0,4,0,4,3,4,0,0,0,22,0,0,3,3,8,7,0,0,0,15,0,0,3,0,7,3,0,0,0,14,0,0,7,6,7,9,0,0,0,23,0,0,3,3,0,7,0,0,0,17,0,0,12,3,3,13,5,8,0,46,0,0,7,4,4,7,8,0,0,25,14,10,43,41,44,83,45,17,6,309,8,4,5,3,3,14,0,0,0,32,7,0,0,3,0,7,0,0,0,15,0,0,0,0,3,8,3,4,0,15
5100238,5,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,3,4,0,7,0,0,0,0,0,0,4,0,0,8,3,0,0,5,0,0,4,4,0,24,0,3,0,0,0,3,0,0,0,15,0,0,0,3,3,7,0,0,0,15,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,4,3,0,0,7,0,0,0,4,0,0,0,0,0,10,0,0,0,3,4,0,0,0,0,6,0,0,0,0,5,0,0,0,0,13,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,13,5,11,23,19,28,22,13,4,143,3,0,0,0,0,3,0,0,0,8,8,0,0,3,0,4,0,0,0,15,0,0,0,0,0,0,4,0,0,7
5100239,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,8,7,12,19,17,17,4,5,96,5,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
5100240,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,4,7,3,0,17,0,0,0,0,0,3,3,0,0,8,0,3,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,0,0,8,0,0,4,3,0,4,0,0,0,14,0,0,4,4,7,3,3,0,0,18,0,0,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,7,0,0,4,4,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,3,3,0,21,0,0,0,0,0,0,0,0,0,0,14,8,36,28,14,25,25,11,0,150,4,3,6,0,0,3,0,0,0,20,0,0,3,3,0,0,0,0,0,7,0,4,0,0,3,8,0,0,0,14
5100241,5,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,3,0,0,0,0,3,3,3,0,10,0,0,0,0,3,3,0,3,0,12,0,0,0,0,0,0,3,0,3,17,0,3,3,0,4,0,3,0,0,14,0,0,3,6,4,3,0,0,0,21,0,0,3,0,0,3,5,0,0,16,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,16,9,22,22,27,19,19,7,4,147,6,0,0,4,0,6,3,0,0,18,0,0,3,3,0,0,0,0,0,7,0,3,3,0,3,0,3,0,0,14
5100243,11,0,0,3,3,5,0,0,0,16,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,10,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,11,0,3,4,0,4,3,0,0,0,17,0,0,0,3,3,0,0,0,0,6,0,0,0,8,3,3,0,0,0,12,0,0,3,3,6,3,0,0,0,15,0,0,3,3,4,4,0,0,0,10,0,0,0,4,7,4,0,0,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23,10,23,24,37,20,13,10,0,161,8,0,4,3,3,0,0,0,0,23,0,0,3,3,0,0,0,0,0,9,5,0,0,3,3,3,0,0,0,18
5100244,12,0,3,0,3,0,0,0,0,18,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,3,0,0,8,0,0,0,0,0,0,3,0,3,8,4,0,0,0,0,0,3,0,0,10,4,3,0,0,0,7,0,0,0,20,0,4,0,0,0,0,3,0,0,7,0,0,3,3,4,4,3,0,0,18,0,0,3,5,5,3,3,0,0,20,0,0,0,0,3,3,0,0,0,8,0,0,3,0,3,0,0,0,0,8,0,0,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,27,14,20,24,35,21,18,6,3,167,8,0,3,8,0,3,3,0,0,26,9,0,4,0,0,0,0,0,0,13,0,0,3,6,0,0,0,0,0,12
5100246,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,6,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,10,3,3,14,16,10,7,0,74,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
5100247,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,5,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,3,3,13,0,0,0,0,0,7,3,0,0,14,0,0,0,3,3,3,6,0,0,12,0,0,0,0,4,7,3,0,0,8,0,0,0,0,3,5,3,0,0,12,0,0,0,0,3,6,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,7,0,0,0,0,6,5,0,0,0,5,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,5,0,8,10,21,34,34,17,4,133,3,0,4,0,4,0,0,0,0,14,5,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,3,0,0,14
5100249,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,8,0,3,16,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,10,0,0,4,0,0,4,0,3,0,13,0,0,0,3,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,3,20,0,0,0,0,0,0,0,0,0,0,9,4,9,10,17,15,21,14,16,108,4,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,4,3,0,3,12
5100250,5,0,0,0,0,4,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,11,0,0,0,5,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,4,0,0,0,10,0,0,0,4,0,3,0,0,0,7,0,0,0,3,0,5,0,0,0,10,0,0,0,4,3,3,0,0,0,5,0,0,0,3,4,3,0,0,0,11,0,0,0,0,3,0,3,3,0,12,0,0,0,0,0,0,0,0,0,4,8,0,8,19,18,23,16,5,3,112,3,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8
