SA1_7DIGITCODE_2016,FP_15_19_Nbr_ch_ev_brn_No,FP_15_19_Nbr_ch_ev_brn_1,FP_15_19_Nbr_ch_ev_brn_2,FP_15_19_Nbr_ch_ev_brn_3,FP_15_19_Nbr_ch_ev_brn_4,FP_15_19_Nbr_ch_ev_brn_5,FP_15_19_Nbr_ch_ev_brn_6,FP_15_19_Nbr_ch_ev_brn_Ns,FP_15_19_Tot,FP_20_24_Nbr_ch_ev_brn_No,FP_20_24_Nbr_ch_ev_brn_1,FP_20_24_Nbr_ch_ev_brn_2,FP_20_24_Nbr_ch_ev_brn_3,FP_20_24_Nbr_ch_ev_brn_4,FP_20_24_Nbr_ch_ev_brn_5,FP_20_24_Nbr_ch_ev_brn_6,FP_20_24_Nbr_ch_ev_brn_Ns,FP_20_24_Tot,FP_25_29_Nbr_ch_ev_brn_No,FP_25_29_Nbr_ch_ev_brn_1,FP_25_29_Nbr_ch_ev_brn_2,FP_25_29_Nbr_ch_ev_brn_3,FP_25_29_Nbr_ch_ev_brn_4,FP_25_29_Nbr_ch_ev_brn_5,FP_25_29_Nbr_ch_ev_brn_6,FP_25_29_Nbr_ch_ev_brn_Ns,FP_25_29_Tot,FP_30_34_Nbr_ch_ev_brn_No,FP_30_34_Nbr_ch_ev_brn_1,FP_30_34_Nbr_ch_ev_brn_2,FP_30_34_Nbr_ch_ev_brn_3,FP_30_34_Nbr_ch_ev_brn_4,FP_30_34_Nbr_ch_ev_brn_5,FP_30_34_Nbr_ch_ev_brn_6,FP_30_34_Nbr_ch_ev_brn_Ns,FP_30_34_Tot,FP_35_39_Nbr_ch_ev_brn_No,FP_35_39_Nbr_ch_ev_brn_1,FP_35_39_Nbr_ch_ev_brn_2,FP_35_39_Nbr_ch_ev_brn_3,FP_35_39_Nbr_ch_ev_brn_4,FP_35_39_Nbr_ch_ev_brn_5,FP_35_39_Nbr_ch_ev_brn_6,FP_35_39_Nbr_ch_ev_brn_Ns,FP_35_39_Tot,FP_40_44_Nbr_ch_ev_brn_No,FP_40_44_Nbr_ch_ev_brn_1,FP_40_44_Nbr_ch_ev_brn_2,FP_40_44_Nbr_ch_ev_brn_3,FP_40_44_Nbr_ch_ev_brn_4,FP_40_44_Nbr_ch_ev_brn_5,FP_40_44_Nbr_ch_ev_brn_6,FP_40_44_Nbr_ch_ev_brn_Ns,FP_40_44_Tot,FP_45_49_Nbr_ch_ev_brn_No,FP_45_49_Nbr_ch_ev_brn_1,FP_45_49_Nbr_ch_ev_brn_2,FP_45_49_Nbr_ch_ev_brn_3,FP_45_49_Nbr_ch_ev_brn_4,FP_45_49_Nbr_ch_ev_brn_5,FP_45_49_Nbr_ch_ev_brn_6,FP_45_49_Nbr_ch_ev_brn_Ns,FP_45_49_Tot,FP_50_54_Nbr_ch_ev_brn_No,FP_50_54_Nbr_ch_ev_brn_1,FP_50_54_Nbr_ch_ev_brn_2,FP_50_54_Nbr_ch_ev_brn_3,FP_50_54_Nbr_ch_ev_brn_4,FP_50_54_Nbr_ch_ev_brn_5,FP_50_54_Nbr_ch_ev_brn_6,FP_50_54_Nbr_ch_ev_brn_Ns,FP_50_54_Tot,FP_55_59_Nbr_ch_ev_brn_No,FP_55_59_Nbr_ch_ev_brn_1,FP_55_59_Nbr_ch_ev_brn_2,FP_55_59_Nbr_ch_ev_brn_3,FP_55_59_Nbr_ch_ev_brn_4,FP_55_59_Nbr_ch_ev_brn_5,FP_55_59_Nbr_ch_ev_brn_6,FP_55_59_Nbr_ch_ev_brn_Ns,FP_55_59_Tot,FP_60_64_Nbr_ch_ev_brn_No,FP_60_64_Nbr_ch_ev_brn_1,FP_60_64_Nbr_ch_ev_brn_2,FP_60_64_Nbr_ch_ev_brn_3,FP_60_64_Nbr_ch_ev_brn_4,FP_60_64_Nbr_ch_ev_brn_5,FP_60_64_Nbr_ch_ev_brn_6,FP_60_64_Nbr_ch_ev_brn_Ns,FP_60_64_Tot,FP_65_69_Nbr_ch_ev_brn_No,FP_65_69_Nbr_ch_ev_brn_1,FP_65_69_Nbr_ch_ev_brn_2,FP_65_69_Nbr_ch_ev_brn_3,FP_65_69_Nbr_ch_ev_brn_4,FP_65_69_Nbr_ch_ev_brn_5,FP_65_69_Nbr_ch_ev_brn_6,FP_65_69_Nbr_ch_ev_brn_Ns,FP_65_69_Tot,FP_70_74_Nbr_ch_ev_brn_No,FP_70_74_Nbr_ch_ev_brn_1,FP_70_74_Nbr_ch_ev_brn_2,FP_70_74_Nbr_ch_ev_brn_3,FP_70_74_Nbr_ch_ev_brn_4,FP_70_74_Nbr_ch_ev_brn_5,FP_70_74_Nbr_ch_ev_brn_6,FP_70_74_Nbr_ch_ev_brn_Ns,FP_70_74_Tot,FP_75_79_Nbr_ch_ev_brn_No,FP_75_79_Nbr_ch_ev_brn_1,FP_75_79_Nbr_ch_ev_brn_2,FP_75_79_Nbr_ch_ev_brn_3,FP_75_79_Nbr_ch_ev_brn_4,FP_75_79_Nbr_ch_ev_brn_5,FP_75_79_Nbr_ch_ev_brn_6,FP_75_79_Nbr_ch_ev_brn_Ns,FP_75_79_Tot,FP_80_84_Nbr_ch_ev_brn_No,FP_80_84_Nbr_ch_ev_brn_1,FP_80_84_Nbr_ch_ev_brn_2,FP_80_84_Nbr_ch_ev_brn_3,FP_80_84_Nbr_ch_ev_brn_4,FP_80_84_Nbr_ch_ev_brn_5,FP_80_84_Nbr_ch_ev_brn_6,FP_80_84_Nbr_ch_ev_brn_Ns,FP_80_84_Tot,FP_85_over_Nbr_ch_ev_brn_No,FP_85_over_Nbr_ch_ev_brn_1,FP_85_over_Nbr_ch_ev_brn_2,FP_85_over_Nbr_ch_ev_brn_3,FP_85_over_Nbr_ch_ev_brn_4,FP_85_over_Nbr_ch_ev_brn_5,FP_85_over_Nbr_ch_ev_brn_6,FP_85_over_Nbr_ch_ev_brn_Ns,Age_grps_FP_85_over_Tot,FP_Tot_Num_child_evr_brn_No,FP_Tot_Num_child_evr_brn_1,FP_Tot_Num_child_evr_brn_2,FP_Tot_Num_child_evr_brn_3,FP_Tot_Num_child_evr_brn_4,FP_Tot_Num_child_evr_brn_5,FP_Tot_Num_child_evr_brn_6,FP_Tot_Num_child_evr_brn_Ns,FP_Tot_Tot
5118530,11,0,0,0,0,0,0,3,10,29,3,0,0,0,0,0,5,37,16,10,0,0,0,0,0,0,19,6,7,8,0,0,0,0,5,27,7,0,5,0,0,0,0,0,12,5,4,3,3,0,0,0,3,17,3,3,3,3,0,0,0,0,17,0,0,3,0,0,0,0,4,9,0,0,3,3,0,0,0,3,11,0,3,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,32,26,17,6,0,0,27,184
5118531,13,0,0,0,0,0,0,0,17,15,0,0,0,0,0,0,0,12,9,3,3,0,0,0,0,0,14,3,3,12,0,0,0,0,0,22,0,0,5,3,0,0,0,0,13,0,0,11,8,3,0,0,0,21,0,3,8,9,0,0,0,0,25,0,0,5,3,5,0,0,0,10,0,0,0,5,0,0,0,3,7,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,12,49,26,8,0,3,4,151
5118532,14,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,20,4,4,3,0,0,0,0,0,19,3,6,9,3,0,0,0,0,24,0,3,9,3,0,0,0,0,18,0,0,11,10,0,0,0,0,25,0,9,3,5,0,0,0,0,21,0,0,7,0,3,0,0,3,20,0,3,3,7,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,28,53,27,12,5,3,10,174
5118533,4,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,13,10,10,3,3,0,0,0,3,26,9,4,13,3,0,0,0,6,32,6,0,10,5,0,0,0,3,19,0,4,9,5,0,0,0,0,16,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,3,10,0,0,3,3,0,0,0,0,9,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,42,25,3,0,0,13,153
5118534,5,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,10,6,0,3,0,0,0,0,0,12,0,4,9,4,0,0,0,0,24,3,0,6,3,0,0,0,0,16,0,0,8,3,0,0,0,0,14,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,8,0,0,3,8,0,0,0,0,9,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,39,21,3,5,0,10,118
5118535,14,0,0,0,0,0,0,0,15,19,3,0,0,0,0,0,3,20,13,10,10,0,0,0,0,0,25,11,0,6,3,0,0,0,0,26,0,9,15,0,3,0,0,0,22,0,6,10,0,3,0,0,0,31,3,12,6,6,3,0,0,0,26,0,3,4,0,3,0,0,0,9,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,37,64,26,16,3,0,3,209
5118536,16,0,0,0,0,0,0,0,16,12,0,0,0,0,0,0,0,11,13,6,4,3,0,0,0,4,30,5,3,10,0,3,0,0,3,33,3,4,7,5,0,0,0,0,18,0,0,11,3,3,0,0,0,24,0,3,3,3,3,0,0,0,13,0,3,3,7,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,21,52,22,11,0,0,3,164
5118537,11,0,0,0,0,0,0,3,10,7,4,0,0,0,0,0,7,21,22,11,14,4,0,0,0,7,57,9,10,15,3,7,0,0,10,53,6,4,5,4,0,0,0,5,34,3,0,0,0,0,0,0,0,10,3,4,6,0,0,0,0,3,12,0,0,7,5,0,0,0,0,16,0,0,4,0,0,0,0,0,8,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,41,55,28,11,3,3,36,246
5118538,24,0,0,0,0,0,0,3,26,14,0,0,0,0,0,0,0,16,8,11,0,0,0,0,0,0,17,7,5,16,14,0,0,0,0,39,4,7,14,9,4,0,0,0,34,0,3,10,10,3,0,0,0,30,0,5,6,7,3,0,0,0,25,0,0,3,0,0,3,0,0,11,0,0,3,3,3,0,0,0,11,0,0,3,3,0,0,0,0,5,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,26,69,38,15,4,3,8,218
5118539,18,0,0,0,0,0,0,7,18,13,8,0,0,0,0,0,0,17,13,3,9,3,0,0,0,9,36,3,11,15,4,3,0,0,0,40,6,5,4,8,0,0,0,0,26,0,3,7,3,3,0,0,3,20,0,4,3,3,0,0,0,3,15,0,0,3,0,0,0,0,0,12,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,41,40,23,16,0,0,16,201
5118540,24,0,0,0,0,0,0,0,24,15,0,5,0,0,0,0,0,20,5,10,10,8,0,0,0,3,38,4,11,11,5,0,0,0,3,36,3,3,11,4,3,5,0,0,29,3,0,14,12,3,0,0,0,32,6,0,10,3,3,0,0,3,21,0,3,11,5,3,0,0,0,26,3,0,8,5,0,0,0,5,14,0,3,5,0,0,0,0,0,10,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,64,27,79,44,19,11,3,14,256
5118541,32,0,0,0,0,0,0,5,34,21,3,0,0,0,0,0,0,26,15,5,11,8,0,0,0,0,39,11,12,12,8,0,0,0,6,39,4,8,23,10,5,0,0,3,49,0,8,13,9,6,0,0,3,33,3,0,11,12,0,0,0,4,31,0,0,14,9,3,0,0,0,20,3,0,8,0,0,0,0,0,9,0,5,8,5,0,0,0,0,15,0,0,5,3,0,0,0,0,8,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,93,37,99,61,11,4,0,27,324
5118542,11,0,0,0,0,0,0,0,6,14,3,0,0,0,0,0,3,21,12,4,3,3,0,0,0,3,23,0,6,8,7,0,0,0,0,19,0,0,3,3,0,0,0,0,10,0,0,4,3,0,0,0,0,10,0,0,3,0,0,0,0,0,5,0,0,6,0,3,0,0,0,7,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,10,36,22,6,0,3,13,115
5118543,21,0,0,0,0,0,0,3,20,31,3,3,0,0,0,0,3,40,35,12,13,3,3,0,0,7,66,11,8,16,8,3,0,0,0,53,3,9,13,5,3,0,0,0,34,4,3,10,5,0,0,0,3,33,0,7,3,6,0,0,0,0,14,0,0,10,3,0,0,0,3,16,0,3,3,6,0,0,0,0,10,0,0,3,0,0,0,0,0,3,0,3,5,5,0,0,0,0,12,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,52,79,39,15,3,0,22,316
5118544,5,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,14,4,4,8,4,0,0,0,0,21,0,7,7,0,0,0,0,0,15,0,3,10,5,3,0,0,0,17,0,3,3,8,0,0,0,3,15,0,0,0,0,0,0,0,0,8,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,31,18,11,6,3,3,121
5118545,30,0,0,0,0,0,0,9,36,6,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,5,0,5,5,6,3,0,0,0,22,4,5,10,0,0,0,0,0,25,0,3,12,4,5,0,0,4,32,0,0,8,9,0,0,0,4,24,0,0,7,6,0,0,0,0,21,0,0,8,0,0,0,0,0,15,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,21,64,30,13,0,3,16,195
5118546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5118547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,3,3,11,3,3,0,0,3,29,3,5,23,7,4,0,0,0,50,3,0,14,11,3,0,0,0,36,5,0,3,10,3,0,0,3,18,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,6,19,9,60,41,14,5,4,12,159
5118548,4,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,13,4,0,4,3,0,0,0,0,11,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,10,0,0,8,5,0,0,0,0,8,0,0,0,6,0,0,0,0,9,0,0,0,0,3,0,0,3,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,28,8,25,19,5,3,5,12,107
5118549,21,0,0,0,0,0,0,0,23,16,0,3,0,0,0,0,3,23,11,10,3,0,0,0,0,3,29,0,9,11,3,0,0,0,0,29,0,7,11,0,0,0,0,0,21,3,0,9,3,0,0,0,0,17,0,0,3,3,0,0,0,0,8,0,0,4,3,0,0,0,3,19,0,0,6,3,0,0,0,0,14,0,0,7,3,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,28,61,30,11,3,4,16,202
5118550,17,0,0,0,0,0,0,3,16,26,4,3,0,0,0,0,4,38,17,11,3,0,0,0,0,3,38,6,7,17,12,0,0,0,0,42,3,4,12,6,3,0,0,0,32,4,3,16,15,0,0,0,4,35,3,3,9,4,3,0,0,0,22,0,0,7,4,0,0,0,0,13,0,0,7,9,0,0,0,0,15,0,0,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,38,93,43,8,3,0,13,270
5118551,38,0,0,0,0,0,0,13,50,68,21,14,0,0,0,0,21,126,65,38,21,9,0,0,0,19,155,23,21,36,15,3,0,0,22,122,8,14,15,10,3,0,0,4,61,3,5,13,10,0,0,4,9,41,0,6,13,7,3,0,0,6,45,3,4,15,10,0,0,0,9,43,0,0,10,4,3,0,0,0,22,0,3,3,3,3,0,0,6,18,0,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,223,111,142,79,20,3,6,120,699
5118552,11,0,0,0,0,0,0,0,11,28,7,0,0,0,0,0,0,35,32,13,9,0,0,0,0,3,49,15,4,13,10,0,0,0,3,46,3,3,9,8,0,0,0,0,24,5,3,3,3,5,0,0,0,18,3,0,8,0,3,0,0,3,18,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,38,53,31,8,0,0,10,225
5118553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118554,8,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,3,17,9,9,7,0,0,0,0,0,20,3,4,10,0,0,0,0,0,15,3,0,5,0,0,0,0,0,9,0,3,9,5,0,0,0,0,17,0,4,3,3,3,0,0,0,11,3,3,6,4,0,0,0,0,18,0,0,3,6,0,0,0,0,10,0,0,5,0,3,0,0,0,11,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,46,22,5,5,0,9,151
5118555,16,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,16,15,12,10,0,0,0,0,0,35,20,4,19,10,4,0,0,0,52,7,5,20,5,0,0,0,0,32,0,7,12,5,3,0,4,0,23,4,0,11,0,0,0,0,0,18,4,0,3,4,3,0,0,3,16,0,0,4,3,0,0,0,3,9,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,24,72,31,11,3,3,10,241
5118556,18,0,0,0,0,0,0,3,23,5,0,0,0,0,0,0,5,11,3,3,0,0,0,0,0,0,17,3,8,4,5,0,0,0,0,18,0,0,7,3,0,0,0,3,14,0,0,7,3,4,0,0,0,21,4,0,14,3,0,0,0,0,19,0,5,7,0,3,0,0,3,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,47,16,7,6,0,13,145
5118557,7,0,0,0,0,0,0,0,7,17,0,3,0,0,0,0,3,19,18,15,3,4,0,0,0,3,39,3,9,15,5,0,0,0,0,27,3,5,9,3,0,0,0,0,24,6,0,5,6,0,0,0,0,12,0,0,3,3,3,0,0,0,12,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,23,43,29,7,0,0,7,169
5118558,16,0,0,0,0,0,0,3,16,23,0,4,0,0,0,0,3,24,7,7,9,3,0,0,0,6,30,7,9,5,0,0,0,0,4,34,3,7,11,3,0,0,0,4,26,3,3,5,5,3,0,0,3,19,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,17,0,0,7,8,0,0,0,0,16,0,0,3,8,0,0,0,0,15,0,0,3,3,0,0,0,0,8,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,31,57,35,11,0,0,32,223
5118559,9,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,3,4,3,0,0,0,0,14,0,3,10,0,0,0,0,0,12,0,0,11,0,0,0,0,0,13,0,0,12,7,0,0,0,0,21,0,0,10,0,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,8,54,22,0,0,5,5,125
5118560,44,0,0,0,0,0,0,4,49,41,8,3,0,0,0,0,7,64,36,18,20,9,3,0,0,6,96,15,17,38,13,4,0,0,10,97,15,13,31,23,7,0,0,4,86,9,8,23,6,6,0,0,3,49,5,4,13,10,3,0,0,3,40,0,3,18,16,4,3,0,4,39,0,3,11,9,7,0,0,0,28,0,0,5,7,3,0,0,4,22,0,0,0,3,0,0,0,0,7,0,0,3,3,0,0,0,0,6,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,169,81,158,99,38,3,3,56,605
5118561,37,0,0,0,0,0,0,4,37,33,13,0,3,0,0,0,6,52,27,13,25,5,0,0,0,5,73,10,20,15,0,0,0,0,0,47,4,6,15,12,3,0,0,3,49,6,8,18,0,0,0,3,4,37,5,5,8,5,3,6,0,3,33,0,0,10,7,0,0,0,0,20,0,3,7,3,0,0,0,0,15,0,0,3,3,3,0,0,0,11,0,0,0,3,3,0,0,0,8,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,66,107,45,19,4,5,23,401
5118562,29,0,0,0,0,0,0,4,38,41,5,3,0,0,0,0,4,51,53,22,20,4,0,0,0,3,103,15,16,18,5,0,0,0,0,69,10,4,26,6,3,0,0,5,60,0,4,21,7,3,0,0,3,42,4,5,5,3,5,0,0,0,25,0,5,8,3,10,0,0,0,26,0,0,15,3,3,3,0,0,24,0,0,9,7,0,0,0,3,15,0,0,0,8,0,0,0,0,10,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,146,71,127,59,29,5,7,27,470
5118601,14,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,6,4,0,3,0,0,0,0,0,14,3,0,0,7,0,0,0,0,7,3,0,5,0,0,0,0,0,8,0,7,4,3,0,0,0,0,17,0,0,5,3,3,0,0,0,11,0,0,4,3,0,0,0,0,13,0,0,6,5,5,0,0,0,17,0,0,6,4,0,0,0,0,14,0,0,3,3,0,0,0,0,8,0,0,3,3,0,0,0,0,7,0,0,4,3,0,0,0,0,9,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,3,32,12,47,31,11,3,5,10,148
5118602,17,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,3,18,4,0,0,4,0,0,0,3,12,0,0,3,3,0,0,0,5,17,0,3,3,6,3,0,0,0,22,3,6,6,7,0,0,0,0,18,3,3,3,7,4,0,0,0,18,0,0,5,5,4,0,0,0,15,0,0,3,5,3,0,0,0,16,0,0,0,5,3,0,0,0,7,0,0,13,3,3,0,0,0,18,0,0,4,8,0,0,0,0,10,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,0,4,44,19,50,39,25,10,7,11,204
5118603,13,0,0,0,0,0,0,3,10,3,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,3,10,0,0,3,0,0,0,0,0,7,0,3,3,3,0,0,0,0,12,4,0,4,0,3,0,0,0,13,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,4,7,3,0,0,0,18,0,0,3,5,0,0,0,0,16,0,3,8,0,0,0,0,3,15,0,0,4,0,0,0,3,0,6,0,0,0,3,0,0,0,0,8,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,4,25,15,37,30,11,0,3,11,141
5118604,12,0,0,0,0,0,0,0,16,14,0,0,0,0,0,0,3,18,5,0,3,3,0,0,0,0,15,5,5,9,0,4,0,0,4,22,0,3,4,3,0,0,0,4,15,0,0,8,3,0,0,0,0,10,0,3,5,0,0,0,0,0,11,3,0,7,9,3,0,0,4,22,0,5,13,6,0,0,0,3,23,0,0,4,4,3,0,0,0,12,0,0,3,3,0,0,0,0,12,0,0,4,3,0,0,0,0,11,0,0,0,0,3,0,0,0,7,0,0,7,3,3,0,0,0,16,3,0,6,5,0,0,3,0,28,52,28,64,44,21,9,5,24,243
