SA1_7DIGITCODE_2016,M_0_299_Separate_house,M_0_299_Sd_rw_tce_hse_th,M_0_299_Flat_apartment,M_0_299_Other_dwelling,M_0_299_Dwelling_structure_NS,M_0_299_Tot,M_300_449_Separate_house,M_300_449_Sd_rw_tce_hse_th,M_300_449_Flat_apartment,M_300_449_Other_dwelling,M_300_449_Dwg_structure_NS,M_300_449_Tot,M_450_599_Separate_house,M_450_599_Sd_rw_tce_hse_th,M_450_599_Flat_apartment,M_450_599_Other_dwelling,M_450_599_Dwg_structure_NS,M_450_599_Tot,M_600_799_Separate_house,M_600_799_Sd_rw_tce_hse_th,M_600_799_Flat_apartment,M_600_799_Other_dwelling,M_600_799_Dwg_structure_NS,M_600_799_Tot,M_800_999_Separate_house,M_800_999_Sd_rw_tce_hse_th,M_800_999_Flat_apartment,M_800_999_Other_dwelling,M_800_999_Dwg_structure_NS,M_800_999_Tot,M_1000_1399_Separate_house,M_1000_1399_Sd_rw_tce_hse_th,M_1000_1399_Flat_apartmnt,M_1000_1399_Other_dwelling,M_1000_1399_Dwg_structure_NS,M_1000_1399_Tot,M_1400_1799_Separate_house,M_1400_1799_Sd_rw_tce_hse_th,M_1400_1799_Flat_apartmnt,M_1400_1799_Other_dwelling,M_1400_1799_Dwg_structure_NS,M_1400_1799_Tot,M_1800_2399_Separate_house,M_1800_2399_Sd_rw_tce_hse_th,M_1800_2399_Flat_apartmnt,M_1800_2399_Other_dwelling,M_1800_2399_Dwg_structure_NS,M_1800_2399_Tot,M_2400_2999_Separate_house,M_2400_2999_Sd_rw_tce_hse_th,M_2400_2999_Flat_apartmnt,M_2400_2999_Other_dwelling,M_2400_2999_Dwg_structure_NS,M_2400_2999_Tot,M_3000_3999_Separate_house,M_3000_3999_Sd_rw_tce_hse_th,M_3000_3999_Flat_apartmnt,M_3000_3999_Other_dwelling,M_3000_3999_Dwg_structure_NS,M_3000_3999_Tot,M_4000_over_Separate_house,M_4000_over_Sd_rw_tce_hse_th,M_4000_over_Flat_apartmnt,M_4000_over_Other_dwelling,M_4000_over_Dwg_structure_NS,M_4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
5118129,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,3,8,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,8,13,0,0,0,0,17,0,0,0,0,0,0,44,8,0,0,0,54
5118130,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,0,13,3,11,0,0,0,14,3,6,0,0,0,6,7,6,0,0,0,19,5,0,0,0,0,6,0,3,0,0,0,3,27,43,8,0,0,77
5118131,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,25,0,0,0,0,21,3,0,0,0,0,3,51,3,0,0,0,47
5118132,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,16,3,0,0,0,16,5,0,0,0,0,5,44,4,0,0,0,44
5118201,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,5,7,0,0,0,0,7,6,3,0,0,0,13,10,3,0,0,0,10,18,0,0,0,0,24,12,0,0,0,0,12,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,4,74,13,0,0,0,88
5118202,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,3,0,0,0,0,9,12,5,0,0,0,14,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,4,51,14,0,0,0,63
5118203,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,29
5118204,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,35,3,0,0,0,41
5118205,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
5118206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,6,0,0,0,0,7,10,3,0,0,0,15,5,0,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,48,9,0,0,0,52
5118207,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,8,0,0,0,0,8,10,0,0,0,0,12,17,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,55,7,0,0,0,57
5118208,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,0,0,7,11,0,0,0,0,11,9,0,0,0,0,9,4,0,0,0,0,4,38,0,0,0,0,39
5118209,3,7,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,6,0,0,0,11,3,3,0,0,0,3,9,0,0,0,0,15,8,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,41,17,0,0,3,59
5118210,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,11,0,0,0,0,11,14,0,0,0,0,14,5,0,0,0,0,5,3,0,0,0,0,3,62,0,0,0,0,68
5118211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,5,3,3,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,31
5118212,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
5118213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,4,0,3,0,0,4,0,3,6,0,0,11,3,0,9,0,0,10,5,3,0,0,0,9,0,0,4,0,0,5,0,0,0,0,0,3,0,0,0,0,0,6,15,8,20,0,0,51
5118215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,0,8,5,3,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,29
5118216,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,8,4,0,0,0,0,4,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,35
5118217,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,3,12,0,0,0,0,15,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,49,3,0,0,0,50
5118218,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,3,0,0,0,10,0,0,0,0,0,3,3,3,0,0,0,9,14,0,0,0,0,11,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,45,12,0,0,0,52
5118219,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,42,3,0,0,0,49
5118220,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,9,0,0,0,0,9,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,42,0,0,0,0,42
5118221,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,8,0,0,0,0,8,6,0,0,0,0,6,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,55,0,0,0,0,55
5118222,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,49,0,0,0,0,49
5118223,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,18,0,0,0,0,18,4,0,0,0,0,4,14,0,0,0,0,14,6,0,0,0,0,6,4,0,0,0,0,4,79,0,0,0,0,79
5118224,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,13,0,0,0,0,11,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,42,5,0,0,0,51
5118225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,19,0,0,0,0,19
5118226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,23
5118227,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,5,0,0,0,0,5,11,0,0,0,0,14,3,0,0,0,0,3,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,51,3,0,0,0,52
5118228,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,9,0,0,0,0,9,11,0,0,0,0,11,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,43,0,0,0,0,43
5118301,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,3,0,0,0,0,3,12,0,0,0,0,15,10,0,0,0,0,11,8,0,0,0,0,8,10,0,0,0,0,10,5,0,0,0,0,5,58,4,0,0,0,66
5118302,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,3,0,0,3,16,0,3,0,0,16,8,0,0,0,0,11,25,0,0,0,0,27,11,0,0,0,0,10,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,89,3,6,0,0,104
5118303,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,8,7,7,0,0,0,9,5,3,0,0,0,7,8,3,0,0,0,12,6,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,3,41,16,0,0,0,61
5118304,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,8,0,0,0,0,8,30,0,0,0,0,30,7,0,0,0,0,7,7,0,0,0,0,7,4,0,0,0,0,3,3,0,0,0,0,3,77,0,0,0,0,76
5118305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,13,3,0,0,0,13,16,8,0,0,0,21,13,0,0,0,0,20,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,61,15,0,0,0,75
5118306,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,21,0,0,0,0,21,11,0,0,0,0,11,14,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,85,0,0,0,0,85
5118307,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,27
5118308,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,6,3,0,0,0,12,11,0,0,0,0,14,17,3,0,0,0,21,9,0,0,0,0,10,10,3,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,76,17,0,0,0,93
5118309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,0,0,0,0,12,15,0,0,0,0,16,9,0,0,0,0,15,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,59,8,0,0,0,61
5118310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,9,13,4,0,0,0,19,11,7,0,0,0,16,7,3,0,0,0,14,4,0,0,0,0,3,4,0,0,0,0,5,53,16,0,0,0,66
5118401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,40,0,0,0,0,40
5118402,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
5118403,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,37,3,0,0,0,42
5118404,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,3,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,36,3,0,0,0,38
5118405,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,26,0,0,0,0,26
5118406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,21,0,0,0,0,21
5118407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118408,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
5118409,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,7,0,0,0,0,7,4,0,0,0,0,4,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,58,0,0,0,0,58
5118410,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,5,0,0,0,0,5,7,0,0,0,0,7,11,0,0,0,0,11,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,57,0,0,0,0,57
5118411,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,52,0,0,0,0,52
5118412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
5118413,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,10,0,0,0,0,7,4,0,0,0,0,4,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,35,0,0,0,0,36
5118414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,10,5,0,0,0,0,5,4,0,0,0,0,4,42,0,0,0,0,42
5118415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,27
5118416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,28
5118417,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,0,0,0,0,0,0,41,0,0,0,0,41
5118418,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,6,0,0,0,0,6,8,0,0,0,0,8,3,0,0,0,0,3,44,0,0,0,0,44
5118501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118506,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,6,13,0,0,0,0,13,3,0,0,0,0,8,0,0,0,0,0,0,41,0,0,0,0,45
5118507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,14,0,0,0,0,14,11,0,0,0,0,11,8,0,0,0,0,8,9,0,0,0,0,9,4,0,0,0,0,4,56,0,0,0,0,56
5118508,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,5,0,0,0,0,5,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,41,0,0,0,0,41
5118509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,48,0,0,0,0,48
5118510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,17,32,0,0,0,0,32,115,0,0,0,0,115,27,0,0,0,0,27,9,0,0,0,0,9,14,0,0,0,0,14,11,0,0,0,0,11,230,0,0,0,0,230
5118511,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,49,0,0,0,0,49,110,0,0,0,0,110,294,3,0,0,0,293,92,0,0,0,0,92,43,0,0,0,0,43,11,0,0,0,0,11,24,0,0,0,0,24,651,3,0,0,0,656
5118512,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,12,0,0,0,0,12,8,0,0,0,0,8,4,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,47,0,0,0,0,48
5118513,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,9,0,0,0,0,9,5,0,0,0,0,5,11,0,0,0,0,11,7,0,0,0,0,9,0,0,0,0,0,0,56,0,0,0,0,59
5118516,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,12,15,0,0,0,0,15,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,56,0,0,0,0,56
5118517,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,12,15,0,0,0,0,15,34,0,0,0,0,34,10,0,0,0,0,10,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,106
5118518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,7,15,0,0,0,0,15,21,0,0,0,0,21,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,56,0,0,0,0,58
5118519,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,0,0,0,0,13,18,0,0,0,0,18,31,0,0,0,0,31,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,88,0,0,0,0,88
5118520,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,8,0,0,0,0,8,24,0,0,0,0,24,11,0,0,0,0,11,3,0,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,67,0,0,0,0,67
5118521,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,18,0,0,0,0,18,38,0,0,0,0,38,28,0,0,0,0,28,12,0,0,0,0,12,10,0,0,0,0,10,3,0,0,0,0,3,137,0,0,0,0,137
5118525,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,7,25,0,0,0,0,25,17,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,10,0,0,0,0,10,78,0,0,0,0,81
5118526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,7,0,0,0,0,7,7,0,0,0,0,7,8,0,0,0,0,8,5,0,0,0,0,5,49,0,0,0,0,50
5118527,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,18,57,6,0,0,0,64,115,6,0,0,0,121,16,0,0,0,0,22,8,3,0,0,0,15,7,0,0,0,0,7,3,0,0,0,0,5,231,28,0,0,0,257
5118528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,15,0,0,0,0,15,60,0,0,0,0,60,36,0,0,0,0,36,19,0,0,0,0,19,10,0,0,0,0,10,6,0,0,0,0,6,147,0,0,0,0,147
