SA1_7DIGITCODE_2016,Tot_Mgr,Tot_Pfn,Tot_Tch_trwk,Tot_Co_Pswk,Tot_Cl_Adwk,Tot_Sal,Tot_MchOp,Tot_Lab,Tot_Inad_ns,Tot_To
5110850,30,59,65,45,66,33,30,41,4,370
5110851,31,33,21,18,22,11,10,27,3,178
5110852,32,55,49,28,38,19,22,31,4,273
5110853,53,99,84,51,89,48,25,40,10,501
5110854,3,3,4,0,3,3,0,0,0,20
5110855,15,38,28,26,26,20,8,13,6,187
5110856,28,61,56,44,51,26,27,22,5,313
5110857,36,86,84,38,55,35,28,33,6,403
5110858,28,37,48,22,32,25,7,14,0,225
5110859,35,79,72,60,79,33,30,38,4,431
5110860,18,34,50,29,28,6,10,14,7,191
5110861,17,34,34,30,33,21,13,11,3,196
5110862,3,0,0,0,3,0,0,0,0,11
5110863,20,39,49,20,33,22,19,20,0,227
5111001,10,28,23,27,26,16,22,23,4,177
5111002,35,38,65,39,57,20,29,23,9,312
5111003,6,17,36,29,21,28,28,25,0,194
5111004,11,19,26,19,23,28,38,34,3,207
5111006,4,3,14,7,11,11,8,18,3,86
5111007,12,11,18,12,16,12,7,4,0,93
5111009,8,15,21,28,27,11,20,26,3,157
5111010,6,11,26,7,13,11,21,11,3,118
5111011,19,11,38,20,22,26,31,31,5,204
5111013,5,15,32,16,19,11,19,31,3,150
5111015,6,17,43,48,26,16,32,29,4,233
5111016,11,6,16,21,12,16,14,16,3,109
5111018,17,24,40,34,33,27,44,35,4,243
5111019,13,18,24,28,21,13,27,27,3,183
5111020,8,13,18,14,10,19,38,32,0,153
5111021,9,13,22,19,13,23,24,26,0,145
5111022,10,9,40,10,27,16,23,28,6,161
5111023,6,12,21,19,29,20,34,15,3,159
5111024,8,9,29,16,20,17,27,24,0,153
5111025,0,8,21,15,21,13,13,25,0,122
5111026,4,10,19,11,22,14,24,16,0,127
5111027,7,4,19,18,17,12,17,20,0,113
5111028,4,7,22,7,8,3,12,16,0,76
5111029,7,16,35,18,22,19,17,25,3,174
5111030,10,4,25,14,19,15,22,16,0,128
5111031,5,11,18,23,21,9,16,17,4,137
5111032,22,56,45,45,33,30,38,49,5,316
5111033,17,17,25,22,31,23,23,24,3,183
5111034,18,19,20,16,21,15,19,19,0,144
5111035,6,16,19,14,15,12,10,10,0,107
5111036,14,24,42,33,37,27,30,35,4,255
5111037,11,15,16,31,22,17,19,21,3,158
5111038,12,23,43,43,24,16,29,26,3,225
5111039,3,0,5,0,0,0,0,0,0,11
5111040,4,4,21,13,13,8,17,18,0,104
5111041,22,55,49,46,52,30,39,31,3,323
5111042,32,54,61,53,73,20,52,60,8,411
5111043,15,14,24,10,7,14,10,9,3,112
5111044,13,20,45,27,20,24,28,30,5,203
5111045,0,0,0,0,0,0,0,0,0,3
5111046,4,15,37,18,9,12,13,13,3,133
5111047,4,21,29,31,15,17,31,24,0,171
5111101,0,0,0,0,0,0,0,3,0,3
5111201,9,9,23,24,19,3,20,22,6,143
5111202,8,9,21,20,15,8,26,24,0,127
5111203,10,14,23,19,20,11,20,17,3,134
5111204,15,10,27,11,26,14,24,18,0,159
5111205,4,13,23,19,17,14,18,24,0,133
5111206,11,15,25,23,16,16,22,18,0,151
5111207,7,12,29,19,19,9,19,31,7,174
5111208,3,9,30,17,17,21,25,19,4,137
5111209,6,16,31,16,26,15,25,29,3,157
5111210,12,17,30,24,25,17,20,21,0,158
5111211,9,12,36,27,28,24,30,40,0,202
5111212,8,16,15,17,19,9,23,20,0,133
5111213,7,4,21,13,13,9,10,19,4,100
5111215,19,18,26,7,23,14,10,9,3,120
5111216,37,73,49,27,59,24,22,22,9,321
5111217,0,0,0,0,0,0,0,0,0,0
5111301,15,19,45,19,28,22,27,23,3,198
5111302,44,25,34,11,30,21,17,26,5,209
5111303,10,5,21,11,22,8,12,4,0,101
5111311,33,74,50,26,45,34,17,26,3,304
5111312,67,99,66,40,69,53,25,24,15,455
5111313,102,268,134,83,150,93,57,64,5,946
5111314,18,34,16,23,25,15,10,13,0,158
5111315,34,58,49,23,57,18,26,11,3,272
5111316,57,93,53,38,52,52,18,27,5,397
5111317,0,0,0,0,0,0,0,0,0,0
5111318,51,115,77,46,63,46,46,32,10,485
5111319,22,53,38,25,29,27,9,14,0,216
5111320,28,61,51,27,43,30,16,19,4,266
5111321,6,6,3,0,10,3,0,0,4,32
5111322,29,77,45,21,55,21,29,21,4,298
5111323,17,28,17,19,38,27,15,14,3,174
5111324,49,115,101,48,77,46,44,38,13,528
5111325,71,191,120,73,115,46,43,40,8,700
5111326,16,63,33,37,38,23,21,20,5,265
5111327,24,65,48,30,25,28,23,12,0,259
5111328,16,31,17,15,26,14,16,11,3,143
5111329,62,176,126,109,125,75,82,56,9,821
5111330,50,203,90,53,84,50,46,37,12,630
5111331,50,105,79,51,79,56,46,41,10,506
5111332,29,48,37,29,33,16,14,22,3,225
5111333,35,51,50,30,59,30,25,31,3,316
5111334,40,59,47,35,44,35,10,27,3,305
5111335,29,61,41,29,44,12,11,9,3,251
5111336,25,41,43,21,27,30,16,14,3,226
5111337,45,85,51,43,48,34,33,19,9,372
5111401,10,30,28,18,30,19,9,13,3,167
5111402,21,45,24,30,34,18,16,17,4,205
5111403,3,11,26,31,15,5,23,22,0,139
5111404,15,24,19,17,16,13,12,13,3,133
5111405,19,50,50,25,34,26,17,27,4,254
5111406,17,31,36,28,28,28,25,21,3,222
5111407,17,37,29,21,47,32,19,19,3,226
5111408,14,9,22,10,15,14,9,9,0,103
5111409,33,38,32,30,35,27,27,14,0,242
5111410,15,25,31,17,25,17,18,12,7,155
5111411,8,13,43,30,30,15,26,41,3,212
5111412,8,22,27,27,22,21,38,41,0,206
5111413,12,12,26,24,22,22,21,24,5,168
5111414,11,15,44,32,25,20,31,23,3,196
5111415,11,7,28,25,27,18,24,43,0,186
5111416,10,7,29,13,16,8,22,11,3,128
5111417,7,14,44,35,32,21,25,34,6,220
5111418,0,0,0,0,0,0,0,0,0,0
5111419,13,23,29,19,33,17,13,25,3,184
5111420,17,37,35,14,23,21,8,13,3,178
5111421,22,45,27,23,17,15,9,12,3,173
5111422,13,10,9,18,10,13,6,7,3,99
5111423,23,32,18,7,20,13,15,15,0,150
5111424,11,13,16,11,20,12,9,19,5,112
5111425,14,25,33,23,21,16,29,13,3,172
5111426,11,25,29,17,21,21,19,24,3,167
5111501,7,13,12,9,8,3,8,3,0,65
5111503,17,28,29,9,24,20,10,17,0,147
5111504,32,26,36,15,41,21,26,16,3,206
5111506,40,47,58,22,38,30,13,18,6,281
5111507,28,49,55,32,41,33,33,32,10,313
5111508,22,35,47,30,24,26,8,19,0,197
5111509,0,0,0,0,0,0,0,0,0,0
5111510,17,31,33,12,30,15,8,20,3,177
5111511,21,42,50,25,43,19,27,24,3,239
5111512,24,36,31,21,29,27,9,10,3,181
5111513,15,43,22,12,21,15,17,22,4,173
5111514,22,42,38,37,36,33,14,23,7,250
5111515,25,27,24,27,35,19,16,16,3,197
5111516,29,33,26,23,36,28,12,14,0,210
5111517,43,49,80,31,59,29,24,25,5,351
5111518,17,8,25,5,20,5,3,6,0,93
5111519,12,24,32,20,28,18,16,9,3,159
5111520,48,62,81,22,77,30,30,12,3,363
5111521,8,7,12,11,9,11,5,10,0,75
5111601,9,22,24,16,28,7,10,9,3,122
5111602,14,26,14,7,18,14,6,15,0,127
5111603,20,50,34,45,30,20,11,14,9,223
5111604,19,21,28,16,19,9,6,7,0,127
5111605,25,35,17,11,25,10,3,10,3,146
5111606,32,48,37,31,23,21,8,17,4,217
5111607,15,24,22,11,17,4,8,10,0,123
5111608,52,33,44,17,35,16,19,26,4,244
5111609,24,20,18,6,14,0,7,9,4,96
5111610,57,68,33,24,42,25,10,13,3,276
5111611,22,41,50,28,25,24,8,18,3,222
5111612,31,54,32,21,40,23,27,20,3,244
5111613,32,34,39,14,30,17,11,14,3,196
5111614,8,22,30,20,19,10,8,12,0,138
5111615,49,65,71,34,71,25,27,18,9,372
5111616,26,43,52,13,43,19,19,28,6,251
5111617,22,36,22,3,17,11,8,6,3,132
5111618,10,29,33,22,28,18,10,18,0,164
5111701,21,21,36,28,17,26,29,22,4,205
5111703,14,9,46,17,22,21,15,24,0,177
5111704,8,9,22,21,24,22,27,24,0,147
5111706,19,16,48,25,37,34,35,37,4,244
5111708,10,24,39,37,21,29,36,35,8,242
5111709,20,35,50,20,35,26,27,36,9,261
5111710,13,20,34,25,29,26,24,25,5,202
5111711,4,7,25,12,8,8,22,6,3,95
5111712,18,19,38,26,25,24,28,20,0,207
5111713,20,31,51,36,41,27,31,44,0,282
5111714,17,18,38,29,19,29,42,29,0,228
5111715,12,13,36,36,21,30,21,16,4,188
5111716,10,15,26,18,17,19,24,30,3,165
5111717,8,16,36,27,18,18,17,19,3,150
5111718,10,12,36,30,27,17,21,19,0,175
5111719,3,17,25,25,21,18,28,27,0,171
5111720,19,24,47,25,32,30,25,25,3,235
5111721,10,32,48,24,26,22,23,23,3,204
5111722,4,25,47,31,27,14,31,25,3,206
5111723,18,28,36,27,34,17,34,28,5,236
5111724,11,17,28,23,18,18,20,25,0,160
5111725,10,25,35,22,34,20,13,20,3,186
5111726,15,24,35,39,18,13,30,23,11,209
5111801,13,25,23,37,16,7,9,20,4,152
5111802,10,19,36,26,18,14,22,13,0,155
5111803,23,50,61,34,50,30,36,41,0,328
5111804,23,56,39,20,43,33,34,39,4,295
5111805,12,34,30,27,22,13,24,26,3,180
5111806,41,74,23,18,33,20,7,11,3,234
5111807,25,47,46,47,44,27,23,17,0,278
5111808,23,48,29,24,45,13,10,14,3,214
5111809,40,61,33,25,47,24,15,20,6,267
5111810,48,52,91,27,50,35,35,37,5,385
5111811,127,141,66,48,87,41,25,25,12,570
5111812,19,52,30,30,36,21,18,17,4,217
5111813,18,41,23,35,45,14,20,21,3,223
5111814,33,39,49,28,42,31,29,35,6,286
5111815,32,57,40,24,49,21,24,21,3,271
5111816,12,22,22,22,27,11,22,19,3,170
5111817,26,32,54,43,28,21,17,36,8,264
5111818,41,71,80,52,59,35,38,29,20,420
5111819,17,41,40,20,30,24,17,21,6,225
5111820,42,70,94,47,61,37,49,69,3,467
5111821,16,32,43,18,25,24,20,23,4,205
5111822,18,35,46,23,23,16,20,19,4,202
5111823,17,41,65,23,24,20,31,36,9,257
5111824,24,28,46,26,21,26,18,25,8,224
5111825,32,58,58,32,42,42,34,42,7,340
5111901,13,58,14,15,18,7,4,13,3,151
5111902,28,53,18,10,18,7,12,16,0,171
5111903,10,40,27,3,21,8,9,6,5,132
5111904,29,58,31,25,26,21,10,22,9,229
5111905,0,0,0,0,0,0,0,0,0,0
5111906,0,0,0,0,0,0,0,0,0,0
5111907,11,38,20,15,16,9,4,5,0,116
5111908,47,69,21,28,27,19,9,17,0,238
5111909,56,91,44,39,47,28,29,33,8,367
5111910,26,74,36,22,36,11,10,8,4,223
5111911,54,125,26,23,32,15,5,18,0,294
5111912,37,72,25,17,20,14,7,12,3,204
5111913,25,55,18,19,23,9,0,15,0,179
5111914,29,55,25,9,22,17,7,8,4,179
5111915,23,41,25,16,26,20,8,8,3,172
5111916,25,77,26,14,36,12,5,9,4,214
5111917,17,72,22,11,28,17,8,11,0,197
5111918,36,89,38,25,26,8,15,18,3,254
5111919,16,62,37,31,26,16,18,25,4,234
5111920,28,58,27,28,26,18,12,10,6,198
5111921,12,30,23,10,11,16,6,7,0,123
5111922,19,48,33,22,26,14,17,28,7,215
5111923,23,47,34,19,26,21,8,13,9,199
5111924,22,59,22,21,35,11,4,14,0,186
5111925,15,46,35,22,22,20,11,33,4,216
5111926,27,74,53,27,46,22,10,29,11,294
5111927,23,53,24,21,22,6,10,10,3,167
5111928,17,27,35,12,30,13,9,10,4,143
5111929,13,38,20,20,23,11,3,19,0,155
5111930,22,68,40,41,42,13,7,19,6,269
5111931,24,65,34,24,30,26,11,24,3,242
5111932,19,73,31,18,29,18,5,23,3,222
5111933,37,76,48,25,36,32,14,22,5,286
5111934,27,64,26,24,27,10,13,13,0,198
5111935,38,122,53,44,48,37,10,37,8,400
5111936,15,62,33,21,33,14,11,23,5,213
5111937,27,61,32,16,24,16,11,16,7,205
5111938,35,91,53,43,49,35,14,43,3,367
5111939,7,23,27,32,18,21,7,28,0,165
5111940,15,56,23,17,25,20,11,15,0,177
5112001,0,0,0,0,0,0,0,0,0,0
5112102,0,0,0,0,0,0,0,0,0,0
5112201,5,38,21,17,18,16,12,17,0,149
5112202,25,35,34,26,23,21,24,30,3,228
5112203,18,35,47,30,27,17,18,22,4,210
5112204,16,36,39,30,40,21,18,31,5,228
5112205,17,33,28,20,24,22,20,23,0,186
5112207,14,29,38,22,30,19,7,16,3,170
5112209,12,21,36,12,23,20,9,17,7,166
5112210,23,24,38,16,51,19,13,16,0,199
5112211,21,37,32,27,35,27,20,17,7,219
5112212,11,32,32,19,30,14,12,24,3,181
5112214,12,42,38,19,30,12,19,17,0,196
5112215,13,49,40,42,27,17,17,28,3,240
5112216,8,35,20,16,22,14,7,21,6,141
5112217,26,49,33,21,25,18,7,17,3,195
5112218,16,46,36,28,35,25,5,16,9,217
5112219,28,55,49,33,43,31,26,27,4,296
5112220,19,27,28,29,18,7,10,20,4,162
5112222,87,227,113,107,100,87,63,78,18,889
5112223,20,29,20,19,28,7,19,16,5,159
5112224,18,48,24,18,16,21,11,22,0,189
5112225,41,87,32,24,35,22,17,18,5,278
5112226,20,64,20,20,26,17,16,16,7,208
5112227,43,68,29,25,35,20,20,22,3,265
5112228,19,35,40,21,25,26,15,34,3,216
5112229,22,35,36,26,21,26,8,34,5,211
5112230,16,30,42,17,31,24,13,31,3,209
5112231,21,49,39,13,34,12,9,29,3,212
5112232,12,39,31,22,29,11,10,26,3,187
5112233,15,43,52,26,51,24,20,38,0,262
5112234,28,44,56,34,45,23,30,29,3,292
5112235,22,27,34,14,22,10,9,24,0,162
5112236,11,28,47,27,36,30,13,27,3,228
5112237,16,32,36,30,43,22,12,41,4,231
5112238,8,30,27,22,15,15,18,19,4,164
5112241,13,28,34,17,29,17,25,21,3,185
5112242,13,31,42,21,30,15,20,20,3,185
5112243,25,32,33,24,31,7,22,40,3,218
5112244,8,26,22,27,13,10,9,14,5,143
5112245,9,24,41,27,33,14,24,21,3,208
5112246,22,45,47,42,56,24,33,32,3,295
5112247,10,14,27,13,18,14,18,19,3,136
5112248,14,48,40,21,18,14,17,28,3,201
5112249,12,3,0,0,0,3,0,0,0,16
5112250,7,26,18,16,15,11,9,17,0,119
5112251,14,51,38,19,32,14,18,15,0,200
5112252,29,68,35,22,34,17,20,13,4,243
5112253,6,10,15,11,8,11,14,13,3,96
5112254,13,22,23,13,19,14,12,10,0,127
5112255,9,29,28,17,17,21,17,26,7,162
5112256,43,64,38,33,36,16,17,23,0,273
5112257,14,41,15,15,17,14,19,15,0,154
5112258,20,35,30,16,32,13,25,22,7,199
5112259,15,40,27,24,23,19,15,22,6,189
5112260,32,48,50,32,39,15,11,25,0,248
5112261,17,16,35,26,30,31,23,17,3,186
5112301,16,49,23,15,22,5,6,11,0,146
5112302,14,48,14,14,28,13,4,8,3,158
5112303,60,61,25,32,36,17,11,19,0,257
5112304,31,78,21,18,36,22,11,14,0,236
5112305,17,49,17,17,37,11,3,5,0,159
5112306,21,64,11,27,26,13,3,18,4,190
5112307,29,87,31,18,39,15,15,10,0,243
5112308,38,94,55,36,38,24,8,49,3,343
5112309,39,52,31,33,22,27,18,31,6,252
5112311,23,92,34,37,34,25,11,45,6,309
5112312,40,70,34,30,28,21,4,5,3,234
5112313,20,54,15,10,19,7,4,10,0,150
5112314,28,70,28,31,40,17,10,20,0,247
5112315,33,57,46,34,51,26,11,16,3,280
5112316,36,65,22,22,24,14,8,20,4,223
5112317,25,70,30,20,28,8,12,12,6,217
5112318,57,121,45,39,51,31,18,27,0,394
5112319,21,34,26,16,19,15,19,26,3,179
5112320,20,69,35,36,35,13,10,28,4,253
5112321,21,44,38,14,4,13,3,11,3,154
5112322,26,45,27,20,34,12,13,29,0,202
5112323,26,66,20,28,29,19,13,16,4,223
5112324,15,45,20,8,16,10,7,21,3,139
5112325,49,115,71,51,53,37,16,37,5,438
5112326,19,83,40,40,26,22,16,30,11,284
5112327,19,50,25,38,15,19,22,20,0,221
5112328,20,48,30,23,20,25,15,41,0,232
5112329,14,49,24,27,19,5,12,24,4,177
5112330,7,46,15,22,16,10,13,20,0,162
5112331,0,0,0,0,0,0,0,0,0,0
5112332,38,111,44,38,51,33,16,17,6,346
5112333,64,74,27,31,39,29,4,14,3,290
5112334,3,13,4,3,5,3,4,3,0,32
5112335,82,57,11,44,14,16,6,3,0,244
5112336,67,97,27,20,47,27,9,9,9,308
5112337,0,0,0,0,0,0,0,0,0,0
5112401,16,24,18,38,15,18,11,30,0,172
5112402,3,3,0,3,3,0,4,3,0,24
5112403,22,29,19,25,20,18,15,23,3,180
5112404,23,60,48,42,41,28,19,45,9,309
5112405,23,45,34,29,37,29,16,27,4,243
5112406,19,76,43,51,31,26,16,43,0,304
5112407,13,23,23,21,14,17,3,23,0,135
5112408,12,30,28,35,17,13,18,18,0,157
5112410,12,42,34,20,26,34,13,40,0,227
5112411,16,34,30,40,30,24,21,46,3,236
5112412,3,13,3,31,9,17,0,13,0,91
5112413,14,45,27,22,25,16,14,22,3,190
5112414,9,22,10,4,17,3,8,8,0,85
5112415,23,66,27,42,29,23,16,29,5,248
5112416,33,92,42,36,46,37,15,35,6,338
5112417,0,0,0,0,3,4,0,0,0,8
5112418,23,83,45,23,25,19,10,19,0,253
5112419,22,90,41,49,36,23,19,39,5,322
5112421,16,36,20,14,14,25,12,12,3,151
5112422,9,65,22,20,13,23,4,22,3,189
5112423,32,85,44,39,31,24,16,12,4,279
5112424,28,54,18,22,21,9,4,19,4,185
5112426,6,33,28,34,12,29,7,45,9,204
5112427,0,16,4,8,6,3,6,8,0,42
5112429,5,28,18,8,13,3,9,16,4,105
5112430,32,84,52,20,34,23,18,18,0,273
5112431,12,42,26,32,18,16,18,24,0,174
5112432,10,37,23,34,3,31,11,31,0,182
5112433,15,19,29,19,13,24,19,47,3,189
5112434,26,86,52,42,45,35,19,42,4,353
5112435,19,44,30,25,14,26,14,27,4,205
5112436,12,40,34,22,21,18,14,34,3,195
5112437,9,64,34,33,29,32,30,55,8,292
5112438,23,77,30,48,39,33,12,28,9,299
5112439,8,16,15,14,13,5,3,10,3,93
5112440,18,48,15,19,15,11,3,4,0,144
5112441,11,53,15,10,20,20,10,14,0,153
5112442,0,0,0,5,7,3,0,4,0,18
5112443,12,31,19,20,15,18,16,29,3,171
5112444,15,41,25,28,33,12,16,31,4,204
5112445,3,0,3,3,3,0,0,3,0,17
5112446,39,104,29,27,47,19,9,7,3,296
5112447,21,54,36,29,30,22,12,31,4,224
5112501,28,41,13,14,32,24,9,13,6,178
5112502,18,33,24,17,35,11,12,20,3,173
5112504,47,64,27,25,49,44,4,15,9,289
5112505,30,43,20,27,27,28,3,16,0,194
5112506,25,40,36,27,45,24,10,19,4,226
5112507,20,42,33,26,34,32,21,23,7,226
5112509,17,58,27,19,22,19,5,9,7,181
5112510,31,14,22,13,7,5,5,16,3,114
5112511,34,28,35,21,32,23,12,7,3,197
5112512,28,38,36,15,43,27,11,8,3,207
5112513,17,46,26,21,34,12,8,26,0,186
5112514,18,40,20,21,35,19,14,7,3,178
5112515,29,45,31,18,24,30,9,11,3,201
5112516,20,24,24,5,19,9,3,4,0,103
5112517,40,81,49,33,52,47,10,36,3,345
5112518,15,35,18,14,24,19,13,11,0,146
5112519,33,59,28,33,47,30,18,20,3,269
5112520,17,33,29,23,27,19,16,9,0,179
5112521,22,55,34,17,26,21,3,24,3,212
5112522,43,59,32,37,25,25,7,10,6,250
5112524,25,37,17,18,25,16,9,11,0,163
5112525,30,76,24,22,40,18,9,22,6,242
5112526,28,58,34,36,35,29,15,27,9,275
5112527,12,29,14,3,20,19,3,0,3,111
5112528,16,39,21,19,22,13,3,8,0,140
5112529,18,29,7,10,17,8,5,6,0,107
5112601,0,0,0,0,0,0,0,0,0,0
5112701,15,26,30,16,29,19,17,27,7,173
5112702,13,25,39,12,34,15,15,23,9,184
5112704,36,46,52,25,39,29,14,28,3,275
5112706,23,56,65,61,28,43,30,58,4,355
5112707,27,69,56,20,55,25,25,41,10,334
5112708,25,63,50,27,32,30,28,29,5,290
5112714,12,38,45,37,20,18,32,34,3,238
5112715,20,31,43,28,33,27,27,32,4,237
5112716,16,44,41,24,23,18,27,34,3,227
5112718,24,48,46,39,27,28,28,53,8,309
5112719,11,30,23,19,20,10,24,40,8,188
5112720,19,53,35,37,26,23,22,37,7,278
5112721,17,65,42,38,31,24,20,34,4,279
5112722,10,23,19,9,20,9,13,12,6,123
5112723,10,25,20,25,17,14,11,20,3,155
5112724,32,66,37,61,35,18,29,38,9,321
5112725,22,44,42,35,36,22,24,48,3,273
5112726,24,49,48,58,34,37,32,42,14,338
5112727,11,52,43,38,22,16,26,39,3,249
5112728,9,15,16,12,8,8,14,16,0,85
5112729,12,36,37,26,21,14,13,26,4,177
5112730,16,57,39,35,30,23,21,40,6,264
5112731,3,19,21,18,19,3,20,28,8,139
5112732,18,19,38,28,22,22,37,36,0,216
5112733,41,116,48,71,64,45,28,50,4,470
5112734,5,11,17,10,21,10,7,25,0,105
5112735,11,45,39,46,35,27,28,55,5,287
5112736,8,28,29,20,18,16,27,25,4,176
5112737,13,46,35,27,26,22,20,29,4,225
5112738,15,60,67,54,59,30,28,38,6,364
5112739,28,51,35,31,33,19,28,31,3,267
5112740,28,56,40,42,36,23,22,59,5,306
5112741,22,32,33,36,26,22,22,47,0,245
5112742,10,34,16,16,27,18,7,19,0,155
5112801,3,16,21,16,15,10,11,13,7,112
5112802,19,30,30,17,36,14,16,13,3,182
5112803,14,41,18,14,14,8,14,11,3,138
5112804,21,27,25,21,22,7,11,22,4,157
5112805,9,25,27,24,20,18,21,16,7,165
5112806,13,40,25,17,16,16,8,21,4,158
5112807,11,23,26,11,14,4,4,5,5,100
5112808,0,0,0,0,0,0,0,0,0,0
5112809,25,66,56,22,47,29,26,19,5,297
5112810,7,17,21,34,16,17,9,16,0,132
5112811,8,27,11,13,16,17,6,16,0,104
5112812,11,33,27,25,22,18,11,15,3,170
5112813,25,53,36,17,36,28,16,28,6,251
5112814,17,58,27,18,32,15,17,17,5,207
5112815,12,48,37,23,29,24,6,17,0,198
5112816,16,24,18,22,17,19,10,7,3,129
5112818,25,61,38,20,30,19,14,31,5,261
5112819,20,59,47,34,36,26,34,49,9,307
5112820,10,20,29,10,27,13,16,25,0,153
5112821,8,18,11,9,9,10,5,6,0,80
5112822,13,21,36,20,24,10,19,22,4,171
5112823,10,38,34,24,37,19,17,25,0,209
5112824,19,41,23,12,25,14,16,23,3,183
5112825,22,66,48,36,52,32,11,25,6,288
5112826,20,47,30,29,44,17,20,18,4,227
5112827,21,38,25,26,38,6,8,15,7,179
5112828,14,17,18,16,17,16,9,15,3,117
5112829,15,25,14,17,28,15,10,11,0,138
5112830,21,46,47,21,39,24,15,32,3,239
5112831,31,77,51,27,35,20,17,33,8,296
5112832,23,46,47,14,26,21,18,26,5,227
5112833,7,17,22,17,28,4,12,18,3,131
5112834,19,39,33,21,19,20,15,24,3,188
5112835,27,40,33,27,38,27,12,21,0,224
5112836,9,38,25,17,18,11,17,10,0,145
5112837,10,24,31,22,26,8,16,7,0,149
5112901,21,62,37,19,31,13,13,15,7,219
5112902,15,43,17,14,22,16,3,11,4,143
5112903,12,64,16,22,26,12,5,10,0,168
5112904,27,49,14,13,30,19,4,5,0,166
5112905,34,46,9,15,17,16,6,6,0,144
5112906,47,102,22,16,35,27,10,13,0,279
5112907,35,42,13,14,9,15,3,7,3,135
5112908,7,32,4,9,5,5,4,5,3,69
5112909,20,70,18,28,24,16,5,12,4,188
5112910,3,27,4,5,12,8,3,10,0,76
5112911,21,65,23,28,22,18,23,15,7,219
5112912,24,74,36,26,36,19,9,23,4,245
5112913,34,88,37,30,35,27,14,18,3,285
5112914,12,44,22,25,20,6,8,20,0,170
5112915,16,47,10,18,10,27,9,8,0,152
5112916,16,51,10,9,24,10,0,4,0,124
5112917,38,61,11,21,29,15,5,15,3,189
5112918,23,43,14,5,25,8,3,7,3,139
5112919,15,35,11,10,10,8,4,5,0,103
5112920,35,83,18,26,19,20,7,14,6,228
5112921,31,56,29,10,28,17,7,23,0,195
5112922,25,44,32,11,27,9,15,21,4,187
5112923,25,77,38,25,32,14,7,27,5,251
5112924,18,47,22,10,28,13,11,8,3,156
5112925,28,80,39,28,47,30,23,19,4,312
5112926,30,81,35,22,38,30,5,23,5,276
5112927,32,104,39,30,46,22,13,17,9,307
5112928,27,45,18,23,22,16,8,7,0,165
5112929,29,41,24,21,14,13,8,17,3,170
5112930,22,35,7,6,20,10,3,4,0,113
5112931,14,29,9,11,22,15,0,4,0,96
5112932,33,78,22,13,18,12,5,13,4,201
5112933,4,15,9,5,8,5,0,4,0,52
5113001,0,0,0,0,0,0,0,0,0,0
5113101,12,69,22,17,21,11,9,14,3,175
5113102,24,90,36,21,29,10,13,19,6,252
5113103,3,31,13,7,12,19,3,11,0,107
5113104,18,41,27,16,26,20,4,9,0,160
5113105,23,77,33,27,38,25,11,22,3,262
5113106,17,52,21,11,12,16,3,9,0,144
5113107,17,36,20,16,10,14,7,9,0,134
5113108,17,57,42,33,32,20,18,32,0,255
5113109,25,75,22,21,40,26,8,19,6,244
5113110,27,72,32,20,47,23,8,10,3,248
5113111,20,32,19,13,26,16,3,17,3,149
5113112,31,61,37,27,40,21,5,21,7,235
5113113,25,68,30,24,29,9,10,11,0,219
5113114,19,83,22,23,27,13,11,8,0,205
5113115,14,57,32,25,39,12,16,25,3,216
5113116,20,56,15,9,19,10,11,11,0,159
5113117,26,35,25,15,26,13,6,24,4,177
5113118,28,88,24,26,30,23,21,19,0,262
5113119,23,47,33,22,20,17,8,18,4,196
5113120,28,83,37,26,32,13,10,25,0,256
5113121,11,36,8,8,17,9,0,9,0,106
5113122,13,42,15,15,15,18,3,7,0,130
5113123,19,79,27,28,43,20,8,23,4,253
5113124,22,51,13,25,18,14,10,18,0,180
5113125,28,90,37,20,36,24,15,23,7,272
5113126,28,58,26,21,33,23,6,17,10,219
5113127,14,49,32,30,22,18,11,14,3,193
5113128,18,56,24,24,27,16,6,11,3,181
5113129,32,99,34,35,36,23,7,28,3,296
5113130,38,79,32,18,28,17,10,15,5,244
5113131,32,61,34,30,49,16,14,18,7,257
5113132,33,99,30,52,38,44,6,13,3,314
5113133,20,74,39,21,35,19,13,28,4,259
5113134,18,70,32,12,28,12,17,18,5,214
5113135,10,59,14,11,29,14,6,19,3,161
5113136,24,67,14,27,16,16,7,17,3,201
5113137,35,85,35,19,41,25,19,22,4,286
5113138,25,80,43,19,41,19,12,18,4,256
5113139,29,52,28,20,25,24,19,20,0,206
5113201,8,23,23,25,17,11,22,18,5,150
5113202,19,24,31,18,18,21,15,31,6,187
5113203,19,33,53,35,31,24,30,41,4,274
5113204,17,27,34,21,18,17,26,29,6,195
5113205,19,30,52,45,33,23,31,61,7,313
5113206,14,34,44,47,43,18,30,42,10,288
5113207,9,25,20,15,16,11,6,15,3,118
5113208,8,13,22,9,16,9,16,14,0,101
5113209,0,0,0,0,0,0,0,0,0,0
5113210,8,16,22,10,20,10,11,16,0,113
5113211,16,42,42,21,36,20,23,34,0,237
5113212,15,44,27,24,20,11,13,18,3,183
5113213,25,58,50,33,39,22,25,25,4,288
5113214,15,37,41,29,24,18,23,37,4,209
5113215,5,11,19,16,10,20,17,21,0,117
5113216,14,31,35,13,32,21,20,20,3,170
5113217,15,37,47,29,20,24,30,48,4,259
5113218,12,32,43,20,24,22,29,38,0,210
