SA1_7DIGITCODE_2016,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
5122506,48,1083,507,230,1045,0.7,846,1.9
5122507,42,1517,550,285,1437,0.7,1144,2.1
5122508,53,1404,528,270,1218,0.7,762,2
5122509,40,1300,611,279,1448,0.7,994,2.2
5122510,41,1083,457,255,1075,0.8,729,2.3
5122511,37,1545,502,162,1021,0.8,840,2.4
5122512,49,1647,536,300,1454,0.7,1174,2.4
5122513,67,1200,585,285,1274,0.8,1024,1.9
5122514,41,1628,629,300,1355,0.8,1269,2.6
5122515,47,1717,790,340,2089,0.7,1625,2.3
5122516,38,1950,736,310,2019,0.7,1524,2.4
5122517,38,1542,601,275,1625,0.6,1149,2.3
5122518,41,1300,534,235,1297,0.7,753,1.8
5122519,53,1600,567,300,1555,0.7,1190,2.2
5122520,39,1463,725,290,1468,0.9,1317,2.1
5122521,45,1591,738,300,1732,0.7,1363,2.1
5122522,47,1600,491,320,1222,0.8,815,2
5122523,44,1500,589,290,1330,0.7,1106,2.3
5122525,37,1849,698,400,1781,0.8,1680,3.1
5122526,44,1300,530,290,1199,0.8,1029,2.5
5122527,67,1584,384,293,1562,0.7,1083,2
5122528,78,1500,479,119,1145,0.5,627,1.7
5122529,40,1250,470,275,1274,0.8,1016,2.2
5122530,40,1509,609,285,1397,0.7,1184,2.3
5122531,0,0,0,0,0,0,0,0
5122532,48,1200,684,295,1612,0.7,1385,2.1
5122533,50,2000,817,300,1778,0.7,1208,2
5122534,58,1500,668,305,1625,0.7,1284,2
5122535,49,1733,634,290,1656,0.7,1116,2.1
5122536,51,1479,566,250,1228,0.7,945,2
5122537,49,1885,680,300,1562,0.7,1105,1.9
5122538,36,1595,694,325,1726,0.7,1477,2.7
5122539,33,1918,592,240,1892,0.7,1325,2.2
5122540,47,1279,577,335,1387,0.7,1168,2.4
5122601,49,1250,588,218,1402,0.8,1211,2.5
5122602,51,1701,615,213,1531,0.8,1269,2.2
5122603,44,1559,616,200,1463,0.9,1343,2.7
5122604,45,2167,716,185,1781,0.7,1625,2.7
5122605,49,1800,668,150,1516,0.7,1386,2.6
5122606,35,2084,660,248,1837,0.8,1699,3.1
5122607,34,1700,410,113,1437,0.8,1158,2.4
5122608,46,1300,519,100,1399,0.8,1238,2.3
5122609,50,1430,564,100,1468,0.7,1268,2.4
5122610,38,0,661,0,1270,0.8,1171,2.5
5122701,46,1459,537,335,1375,0.6,1238,2.2
5122702,37,1559,589,300,1200,0.7,1115,2.5
5122703,48,1517,546,300,1350,0.6,1013,2.4
5122704,39,1365,697,325,1547,0.7,1375,2.5
5122705,37,1600,610,300,1493,0.8,1406,2.5
5122706,41,1789,655,300,1578,0.7,1416,2.7
5122707,43,0,587,400,1125,1,1375,2.8
5122708,46,1821,735,285,1912,0.8,1795,2.7
5122709,37,1400,555,320,1333,0.8,1213,2.5
5122710,46,1733,687,335,1787,0.7,1386,2.4
5122711,31,1733,755,365,1958,0.7,1771,2.8
5122712,35,1800,637,320,1590,0.8,1402,2.6
5122801,46,1504,567,285,1125,0.6,809,2.3
5122802,46,1733,534,300,1226,0.7,884,2.2
5122803,0,0,0,0,0,0,0,0
5122804,0,0,0,0,0,0,0,0
5122805,0,0,0,0,0,0,0,0
5122806,50,1950,636,213,1271,0.8,1208,2.4
5122807,53,1538,592,310,1624,0.7,1093,2.3
5122808,37,1631,455,200,1062,0.8,731,2.4
5122809,49,1733,599,250,1328,0.9,1125,2.4
5122810,49,1717,593,200,1281,0.9,1148,2.3
5122811,54,1200,493,150,1075,0.8,985,2.2
5122812,56,1317,490,100,1237,0.7,858,2
5122813,47,1975,668,328,1575,0.8,1474,2.8
5122814,40,1550,432,269,1174,0.8,916,2.1
5122815,51,1517,493,275,1145,0.7,825,2.1
5122816,46,1603,587,350,1375,0.8,1204,2.5
5122817,51,1733,744,320,1625,0.7,1297,2.4
5122818,54,1250,657,200,1421,0.7,1287,2.3
5122819,56,1209,488,238,1083,0.7,677,1.8
5122820,48,1700,625,328,1316,0.8,1236,2.4
5122821,44,1387,531,330,1216,0.7,1059,2.3
5122901,44,0,1213,0,2700,0.7,2399,2.6
5122902,38,0,846,0,1575,0.8,1406,2.6
5122903,41,619,895,79,1625,0.7,1242,2.4
5122904,37,1179,933,142,2023,0.7,1625,2.4
5122905,31,0,820,0,1823,0.7,1444,2.8
5122906,45,500,835,0,1656,0.7,1354,2.6
5122907,56,1222,661,193,1142,0.7,908,1.7
5122908,29,867,673,165,1687,0.7,1463,2.6
5122909,40,651,561,160,1170,0.7,1010,2.5
5122910,43,1292,812,100,1812,0.8,1583,2.4
5122911,45,510,774,100,1713,0.7,1112,2.1
5123001,40,1083,733,200,1449,0.8,1259,2.4
5123002,41,1200,661,250,1347,0.7,1271,2.3
5123003,54,1157,596,150,1281,0.7,916,2
5123004,33,1127,701,135,1341,1,1220,2.9
5123005,36,867,692,170,1687,0.8,1278,2.5
5123006,37,1311,808,200,1958,0.6,1768,2.3
5123007,36,997,652,190,1408,0.8,1312,2.5
5123008,41,1300,708,190,1483,0.7,1279,2.3
5123009,38,867,707,100,1625,0.7,1437,2.7
5123010,43,817,702,0,1600,0.8,1201,2.4
5123011,37,1075,466,240,1047,0.9,1036,3.2
5123012,39,1102,678,160,1524,0.8,1100,2.2
5123013,38,1269,522,180,1166,0.8,1096,2.3
5123014,40,1083,584,155,1031,0.8,954,2.3
5123101,48,1177,462,150,1018,0.8,833,2
5123102,46,618,588,88,1237,0.7,994,2.4
5123103,40,889,727,54,1451,0.7,1320,2.5
5123104,33,726,484,150,1036,0.8,989,2.7
5123105,44,1106,811,40,1666,0.8,1452,2.9
5123106,43,900,541,150,1268,0.7,966,2.2
5123107,35,408,907,0,2049,0.8,1786,2.7
5123108,46,1097,667,165,1510,0.7,1163,2.2
5123109,44,999,683,150,1367,0.7,1132,2.2
5123110,45,867,853,100,2156,0.7,1875,2.3
5123111,38,1300,1010,100,1912,0.7,1812,2.6
5123112,43,542,725,0,1463,0.6,1375,2.2
5123113,46,542,664,0,1361,0.7,1181,2.3
5123201,51,1842,513,180,1451,0.8,1031,2.3
5123202,52,1733,628,330,1656,0.7,1478,2.2
5123203,40,1733,677,305,1800,0.8,1485,2.6
5123204,42,1733,674,216,1812,0.8,1390,2.4
5123205,49,1881,645,430,1583,0.8,1437,2.6
5123206,46,1788,612,238,1521,0.7,1062,2.3
5123208,46,1387,619,250,1658,0.8,1511,2.7
5123209,45,1400,632,300,1481,0.9,1468,2.6
5123210,54,1575,462,0,1875,0.6,1625,2
5123211,58,2100,696,320,1593,0.6,1312,2.1
5123212,35,2059,758,275,2050,0.8,1924,2.8
5123301,50,1650,502,310,1292,0.7,945,2.3
5123302,44,1717,575,300,1587,0.7,1343,2.7
5123303,44,1896,623,250,1774,0.8,1638,3
5123304,44,1300,585,225,1637,0.9,1305,2.3
5123305,38,1950,720,320,1966,0.7,1660,2.8
5123306,38,1863,626,200,1803,0.9,1462,3
5123307,37,1365,598,310,1267,0.8,1095,2.5
5123308,42,1733,582,290,1278,0.7,1025,2.3
5123309,39,1560,576,290,1442,0.8,1260,2.6
5123310,42,1950,702,285,1812,0.7,1394,2.6
5123311,37,1300,486,190,1053,0.9,852,2.3
5123312,34,1779,632,300,1531,0.7,1276,2.5
5123313,36,1300,497,260,1125,0.7,1013,2.6
5123315,33,1357,511,166,1083,0.8,760,2.4
5123316,37,1151,454,183,1102,0.9,887,2.5
5123317,41,1200,465,200,1010,0.8,762,2.2
5123318,38,1539,514,265,1263,0.7,962,2.2
5123319,34,1517,565,280,1333,0.8,1148,2.5
5123320,40,1785,584,350,1638,0.8,1406,2.8
5123321,29,1598,614,285,1770,0.8,1483,3
5123322,29,2003,853,400,2098,0.7,2017,3
5123323,31,2008,804,375,1708,0.7,1692,2.6
5123324,29,1625,686,327,1550,0.8,1489,2.9
5123325,33,1300,708,340,1625,0.7,1525,3
5123326,32,1900,816,370,1971,0.8,1818,3
5123401,45,1571,606,145,1481,0.8,1312,2.6
5123402,52,1690,526,150,1317,0.8,1011,2.2
5123403,39,1083,687,53,1765,0.8,1399,2.6
5123404,50,1300,606,125,1292,0.8,1281,2.4
5123405,47,1800,559,175,1291,0.6,1187,2.4
5123406,61,975,481,196,982,0.8,790,2.1
5123407,41,1000,519,210,1215,0.8,791,2.4
5123408,46,1200,659,35,1625,0.8,1325,2.5
5123409,47,1300,504,0,1231,0.9,1100,2.5
5123410,50,1733,554,175,1521,0.7,1318,2.3
5123411,46,1430,531,210,1218,0.8,1078,2.5
5123412,39,982,530,200,1112,0.7,885,2.2
5123413,36,1294,540,230,1312,0.8,971,2.5
5123414,56,886,437,195,810,0.7,700,1.9
5123415,50,1559,506,100,1333,0.7,1141,2.2
5123416,41,650,575,120,1278,0.8,1096,2.4
5123501,0,0,0,0,0,0,0,0
5123601,51,2113,609,350,1774,0.6,1375,2.3
5123602,45,1840,488,380,1357,0.7,1199,2.6
5123603,53,1517,522,150,1125,0.8,935,2.2
5123604,41,2167,582,450,1897,0.7,1807,2.9
5123605,44,2167,560,320,1833,0.9,1600,2.9
5123606,43,2275,687,175,1786,0.8,1517,2.7
5123607,39,2481,763,216,2172,0.8,2070,3.1
5123608,43,2184,708,500,2187,0.8,2250,3.3
5123609,40,2427,692,440,2193,0.7,2214,3.4
5123610,44,2050,645,256,1985,0.7,1730,2.6
5123611,31,1511,372,69,1140,0.7,989,2.4
5123612,49,2300,529,250,1328,0.7,1042,2.7
5123701,42,509,479,110,949,0.7,833,2
5123702,36,1500,873,0,1974,0.8,1854,2.8
5123703,59,1151,531,119,1149,0.6,1008,1.9
5123704,53,835,459,99,796,0.7,730,1.9
5123705,49,867,482,109,1114,0.8,872,2.2
5123706,47,1733,770,100,1625,0.7,1468,2.6
5123707,43,1150,693,40,1485,0.8,1262,2.4
5123708,41,1000,801,213,1697,0.8,1241,2.4
5123709,44,867,480,150,1162,0.8,911,2.4
5123710,40,975,599,150,1431,0.7,1140,2.5
5123711,18,1083,312,100,1775,0.7,1531,2.5
5123801,41,997,646,163,1447,0.7,1195,2.2
5123802,35,1083,719,160,1600,0.8,1260,2.4
5123803,48,1083,486,155,1230,0.7,782,2
5123804,42,1168,836,150,1937,0.8,1604,2.7
5123805,52,635,431,155,812,0.7,703,1.9
5123806,41,0,762,0,1666,0.7,1517,2.5
5123807,49,542,537,95,933,0.7,900,2.2
5123808,47,477,685,0,1359,0.7,1149,2.3
5123809,45,804,585,130,1350,0.6,1039,2.2
5123810,40,1096,706,50,1625,0.8,1307,2.8
5123811,51,150,879,145,2031,0.6,1399,2.2
5123812,44,1465,831,50,1687,0.8,1375,2.5
5123901,53,1560,489,255,1025,0.7,922,2.1
5123902,38,2000,619,300,1437,0.6,1137,2.2
5123903,52,1517,636,320,1416,0.6,1270,2
5123904,54,1726,451,220,972,0.7,908,2.2
5123905,44,2122,450,350,1226,0.7,1107,2.7
5123906,43,1700,640,95,1562,0.9,1375,2.7
5123907,44,1820,562,138,1542,0.8,1268,2.8
5123908,56,1800,461,300,1268,0.5,883,2
5123909,64,826,565,230,966,0.5,725,1.7
5123910,56,1450,578,251,1050,0.7,968,1.9
5123911,39,2079,693,323,1825,0.6,1759,2.4
5123913,57,2167,662,267,1125,0.6,919,1.8
5123914,47,1733,497,313,1437,0.7,1271,2.5
5123915,43,26,1047,0,1437,0.8,955,2.4
5123916,46,1083,818,0,1771,0.7,1442,2.4
5123917,53,1733,528,255,1187,0.7,1086,2.1
5123918,47,1300,753,148,1765,0.7,1481,2.3
5123919,51,1517,654,250,1259,0.7,1066,2.1
5123920,50,1811,475,225,1330,0.7,1135,2.4
5123921,49,1300,652,0,1485,0.7,1388,2.5
5123922,45,1599,696,145,1463,0.8,1288,2.3
5123923,39,1772,758,340,1850,0.7,1375,2.6
5123924,38,1733,663,285,1455,0.7,1227,2.6
5124001,46,659,725,137,1625,0.7,1135,2.2
5124002,48,850,591,125,1364,0.7,905,2
5124003,45,1192,536,175,1513,0.8,1062,2.2
5124004,45,996,664,150,1458,0.7,1125,2.1
5124005,36,1083,819,200,1971,0.7,1537,2.4
5124006,24,995,454,200,1478,0.8,1168,2.5
5124007,41,1235,716,150,1699,0.8,1455,2.4
5124008,43,1300,791,100,1800,0.8,1775,2.8
5124009,52,1408,707,125,1593,0.8,1531,2.4
5124010,39,1700,860,50,2232,0.7,1906,2.6
5124011,46,493,601,25,1333,0.8,956,2.7
5124012,40,1350,993,87,2036,0.7,1985,2.6
5124013,41,250,741,0,1562,0.8,1215,2.8
5124014,47,0,885,92,1812,0.7,1437,2.3
5124101,42,999,750,107,1437,0.7,1166,2.2
5124102,38,934,780,166,1625,0.6,1416,2.6
5124103,45,501,550,134,1562,0.7,1125,2.4
5124104,39,1218,736,220,1687,0.8,1261,2.5
5124105,45,867,494,188,1212,0.7,949,2.2
5124106,44,1950,781,0,1875,0.8,1863,2.6
5124107,41,777,955,0,2025,0.8,1768,2.5
5124108,33,1083,744,200,1865,0.7,1466,2.4
5124109,41,1083,823,0,1854,0.9,1625,2.4
5124110,46,705,764,59,1812,0.8,1420,2.5
5124111,40,921,877,10,1906,0.8,1354,2.6
5124112,36,1174,836,192,2022,0.8,1580,2.5
5124113,35,867,779,250,1812,0.7,1514,2.6
5124114,44,723,729,1,1583,0.7,1062,2.3
5124115,44,500,812,0,1430,0.8,1302,2.5
5124201,48,0,687,0,1999,0.7,1125,1.2
5124202,43,0,2348,0,900,0.5,425,1.5
5124203,50,433,728,0,1399,0.7,1194,2.4
5124204,42,1019,1321,85,2071,0.7,1562,2.3
5124205,44,607,624,137,1518,0.7,1166,2.2
5124206,41,434,767,0,1666,0.8,1593,2.7
5124207,41,477,631,33,1239,0.7,1168,2.4
5124208,44,758,587,55,1333,0.7,1057,2.5
5124209,50,510,547,79,1339,0.7,919,2
5124210,41,825,752,150,2107,0.6,1452,2.1
5124211,48,780,653,150,1875,0.7,1077,2.2
5124212,43,542,859,60,1833,0.9,1352,2.6
5124213,43,15,1592,0,2250,0.6,1583,1.8
5124214,53,1015,521,0,1062,0.6,966,2.2
5124301,43,1123,600,255,1221,0.8,1047,2.2
5124302,39,1213,484,178,1187,0.8,863,2.5
5124303,40,1325,837,266,2323,0.7,2162,2.7
5124304,42,1443,589,303,1625,0.8,1202,2.3
5124305,44,1425,570,220,1437,0.8,972,2.3
5124306,41,1975,972,314,2446,0.7,2383,3.3
5124307,40,1186,481,220,974,0.7,866,2
5124308,44,1200,458,285,1166,0.7,933,2.4
5124309,46,2167,667,235,1705,0.8,1544,2.4
5124310,36,1343,484,210,1199,0.9,955,2.6
5124311,38,1625,740,315,1767,0.7,1513,2.4
5124312,46,1170,685,325,1625,0.6,1237,2.1
5124313,42,1083,478,219,1228,0.8,1012,2.3
5124314,41,1138,479,220,949,0.8,809,1.9
5124315,41,1820,598,260,1937,0.8,1268,2.4
5124316,34,1451,653,300,1513,0.8,1399,2.7
5124317,35,959,479,245,1107,0.7,1012,1.9
5124318,35,1092,466,215,1192,0.8,900,2.4
5124319,41,945,419,220,850,0.7,720,2.2
5124320,39,1400,717,300,1928,0.7,1458,2.3
5124321,40,2000,732,300,2083,0.8,1757,2.7
5124322,34,1242,552,250,1375,0.9,1062,2.7
5124323,49,1500,504,210,1268,0.7,1029,2.2
5124324,36,1398,554,190,1312,0.7,1062,2.1
5124325,38,1365,490,210,1228,0.8,1144,2.4
5124326,45,1246,561,228,1281,0.8,1100,2.5
5124327,44,716,743,190,2042,0.7,1800,2.7
5124328,51,1817,437,277,1357,0.7,1266,2.5
5124329,44,1842,716,278,1937,0.7,1721,2.7
5124330,48,1517,570,250,1328,0.7,1145,2.2
5124331,43,1000,454,150,1016,0.7,860,2
5124332,47,2000,677,330,1483,0.8,1416,2.4
5124333,39,2000,575,225,1666,0.8,1386,2.8
5124334,43,2402,830,300,2041,0.6,1854,2.2
5124335,47,1631,474,240,1062,0.7,1083,2.3
5124401,52,1333,567,285,1318,0.6,1117,2.1
5124402,53,1324,448,275,1021,0.7,939,2.2
5124403,53,1207,483,273,979,0.8,643,2
5124404,53,1517,483,290,1267,0.7,1125,2.2
5124405,52,1400,612,263,1593,0.8,1235,2.5
5124406,46,1742,602,360,1562,0.6,1420,2.5
5124407,47,2002,553,360,1656,0.7,1347,2.5
5124408,50,1733,749,150,1949,0.6,1375,2.2
5124409,52,1764,514,300,1483,0.7,1176,2.3
5124410,45,1733,581,225,1875,0.8,1481,2.5
5124411,53,1517,543,325,1424,0.8,1224,2.3
5124412,50,1580,475,335,1333,0.7,1166,2.4
5124413,54,1568,562,300,1333,0.7,1133,2.2
5124501,59,788,472,188,1093,0.6,783,1.9
5124502,57,1083,491,250,1012,0.6,777,1.9
5124503,50,1142,401,194,922,0.8,787,2.2
5124504,44,1300,476,280,1287,0.7,896,2.3
5124505,51,1719,505,213,1300,0.7,1137,2.3
5124506,53,1344,519,200,1463,0.7,795,2.1
5124507,54,1647,511,250,1474,0.7,968,2.2
5124508,52,1250,482,268,1042,0.6,768,1.9
5124509,55,2139,585,159,1395,0.6,1145,2.1
5124510,51,1733,497,183,1557,0.8,1199,2.3
5124511,53,1517,664,60,1416,0.8,1230,2.1
5124512,46,1100,741,0,1828,0.7,1517,2.4
5124513,48,1450,697,0,1625,0.8,1270,2.3
5124514,50,1609,655,0,1625,0.8,1412,2.6
5124515,45,1560,637,298,1413,0.7,1297,2.5
5124516,49,1594,489,268,1145,0.7,1062,2.5
5124601,47,1343,770,0,1692,0.7,1489,2.4
5124602,43,1200,733,150,1428,0.7,1214,2.1
5124603,46,596,640,140,1437,0.8,1009,2.1
5124604,43,1000,880,100,2107,0.6,2031,2.6
5124605,44,336,906,0,2125,0.7,1910,2.6
5124606,47,1668,728,16,1777,0.7,1538,2.4
5124607,45,1500,817,0,1656,0.7,1444,2.4
5124608,53,1000,453,150,956,0.8,774,2.1
5124609,48,750,418,164,833,0.8,754,2.3
5124610,47,1083,588,168,1221,0.7,876,2.2
5124701,42,433,861,152,1625,0.7,1208,2.1
5124702,38,1127,827,150,1531,0.8,1287,2.2
5124703,39,0,1092,0,2094,0.7,1575,2.3
5124704,40,0,966,110,2166,0.7,1583,2.3
5124705,34,1200,874,150,2103,0.8,1364,2.4
5124706,48,1140,814,155,1718,0.7,1145,1.9
5124707,42,934,870,0,1843,0.7,1525,2.6
5124708,44,650,618,150,1395,0.7,1100,2.1
5124709,44,875,809,18,1828,0.7,1270,2.3
5124710,42,867,552,120,1346,0.7,1031,2.1
5124711,46,642,623,50,1343,0.7,928,2.3
5124712,46,50,702,25,1642,0.7,1437,2.5
5124713,41,0,809,0,1791,0.7,1325,2.7
5124714,43,0,1583,0,1583,0.8,1359,2.8
5124715,52,504,494,112,1062,0.6,870,1.9
5124716,40,648,740,50,1458,0.7,1273,2.3
5124717,44,600,561,113,1174,0.7,959,2.1
5124718,47,758,810,0,1833,0.6,1449,2.3
5124801,46,1408,480,280,1562,0.8,1199,2.2
5124802,40,1830,809,270,2308,0.8,2029,2.6
5124803,36,1500,824,260,2117,0.8,1779,2.5
5124804,46,1733,483,285,1895,0.6,1857,2.5
5124806,44,1600,809,0,2200,0.6,1458,2.1
5124807,44,1750,555,92,1812,0.8,1550,2.7
5124808,40,2750,2105,277,2750,0.8,2333,2.7
5124809,40,1850,671,350,1847,0.8,1771,2.7
5124901,41,1341,732,235,1625,0.7,1406,2.4
5124902,43,1300,664,250,1578,0.6,1194,2.2
5124903,17,1384,195,250,1625,0.7,1812,2.5
5124904,43,2167,900,182,1850,0.8,1625,2.6
5124905,31,941,489,220,1160,0.8,884,2.5
5124906,46,1907,609,0,2156,0.6,1812,2.5
5124907,40,1300,811,200,1916,0.7,1600,2.3
5124908,43,1296,813,250,1792,0.7,1573,2.4
5124909,16,1517,225,233,2125,0.7,1437,1.9
5124910,35,986,551,200,1174,0.7,1027,2.2
5124911,44,1300,677,211,1952,0.7,1335,2.3
5124912,31,1000,477,200,921,0.8,841,2.5
5124913,47,1279,659,250,1645,0.8,1348,2.3
5125001,48,1311,584,250,1517,0.7,1113,2.2
5125002,39,1127,709,160,1774,0.7,1125,2.3
5125003,56,750,442,175,919,0.7,679,1.8
5125004,50,1150,548,180,1303,0.7,1012,2.2
5125005,50,1045,561,170,1458,0.7,954,1.9
5125006,45,845,472,190,1012,0.7,933,2.3
5125007,42,1117,655,100,1562,0.8,1292,2.5
5125008,35,550,725,0,1583,0.9,1583,3.3
5125009,42,1267,725,50,1474,0.6,1281,2.4
5125010,53,867,487,100,1312,0.8,916,2.1
5125011,44,1023,732,173,1804,0.7,1375,2.5
5125012,44,1625,885,0,1866,0.8,1653,2.6
5125013,37,845,656,150,1281,0.6,1107,2.2
5125014,48,1495,711,25,1452,0.7,1262,2.6
5125015,50,0,585,0,1261,0.7,1031,2.2
5125101,32,1917,560,181,1617,0.8,993,2.3
5125102,27,1800,759,350,1657,0.8,1608,2.8
5125103,30,1733,621,400,1781,0.8,1649,3.1
5125104,27,1853,754,375,1721,0.8,1650,3.1
5125105,36,2383,1020,430,2916,0.8,3012,3.2
5125106,33,1733,702,380,1968,0.7,1833,3
5125107,41,2210,915,430,2562,0.8,2538,3
5125108,29,2000,754,360,2156,0.9,1937,3.3
5125109,34,1950,721,395,1930,0.8,1805,3.1
5125110,30,1739,667,380,1932,0.7,1860,3.1
5125111,38,2184,968,410,2441,0.8,2461,3.1
5125112,30,2124,707,400,2125,0.8,2081,3.2
5125113,37,1733,817,370,2090,0.7,1985,2.9
5125114,27,1910,673,350,1837,0.8,1596,2.9
5125115,28,1881,646,350,1733,0.8,1416,2.8
5125116,30,2383,953,420,2368,0.7,2294,2.9
5125117,39,2000,805,410,2944,0.8,2940,3.3
5125201,43,1975,693,370,2463,0.8,2218,2.9
5125202,20,2000,575,0,2562,0.8,2531,3.3
5125203,42,2134,722,280,2089,0.8,1946,2.9
5125204,43,2156,712,450,2264,0.7,2033,2.9
5125205,44,1950,669,375,2303,0.7,2172,3
5125206,46,2084,695,0,2125,0.7,1875,2.8
5125207,42,2000,725,423,1978,0.7,1910,3.1
5125208,47,2000,681,0,1800,0.7,1674,2.9
5125301,46,1733,815,280,1875,0.7,1375,2
5125302,45,1300,707,330,1696,0.8,1275,2.1
5125303,39,1733,683,290,1262,0.7,1038,2
5125304,45,2000,1013,320,2446,0.7,2009,2.5
5125305,35,1950,575,300,1600,0.7,1114,2.3
5125306,42,1733,639,300,1528,0.6,1130,2.1
5125307,37,1700,634,300,1521,0.7,1297,2.6
5125308,52,1767,715,250,1895,0.7,1166,1.9
5125309,39,1559,669,320,1547,0.7,1279,2.1
5125310,50,2167,829,300,2091,0.7,1187,1.9
5125311,37,1517,595,320,1476,0.7,1268,2.6
5125312,47,1875,549,174,1687,0.7,822,2
5125313,39,1733,772,290,1897,0.7,1607,2.4
5125314,44,1517,581,295,1762,0.8,1163,2.1
5125315,41,2084,1015,340,1875,0.7,1674,1.9
5125316,45,1913,870,325,2237,0.7,1797,2.4
5125317,61,1885,446,171,1958,0.9,774,1.9
5125318,52,2000,606,380,2076,0.7,1433,2.4
5125319,41,1300,587,303,1463,0.7,877,1.8
5125320,47,1500,610,315,1388,0.7,1098,2.1
5125321,50,2300,1120,420,2125,0.7,1833,1.9
5125322,39,1300,764,300,1666,0.6,1301,2
5125323,45,1733,647,293,1416,0.7,1286,2.5
5125324,38,1663,701,323,1906,0.7,1187,2.2
5125325,51,1950,900,430,2399,0.7,2291,2.4
5125326,36,1509,740,330,1652,0.8,1302,2.3
5125327,47,2334,1054,450,2812,0.7,2591,2.4
5125328,36,1950,671,310,1478,0.8,1412,2.4
5125401,38,1275,455,195,751,0.8,676,1.9
5125402,29,1517,612,310,1300,0.7,1243,2.8
5125403,37,1083,522,215,1008,0.7,809,1.9
5125404,39,1192,458,209,933,0.8,811,2.5
5125405,39,1600,490,295,1318,0.7,1208,2.7
5125406,40,1200,450,253,916,0.7,708,2.1
5125407,39,1492,590,300,1304,0.7,1181,2.5
5125408,36,1700,505,300,1273,0.7,1111,2.4
5125409,39,1517,586,300,1387,0.7,1260,2.2
5125410,37,1690,833,350,2067,0.7,1739,2.6
5125411,34,1495,485,280,1037,0.8,881,2.6
5125412,38,1300,535,270,1170,0.7,966,2.3
5125413,45,1600,584,267,1478,0.9,1020,2
5125501,38,1603,833,0,1792,0.8,1625,3
5125502,27,2383,977,350,2184,0.7,2022,2.7
5125503,26,2297,885,363,1926,0.7,1829,2.8
5125504,27,2249,906,370,2101,0.7,2003,2.8
5125505,76,0,374,0,0,0.5,0,2
5125506,29,2400,893,350,2140,0.7,1949,2.6
5125507,29,2100,841,360,2006,0.8,1866,2.9
5125508,28,2167,879,360,2103,0.7,1932,2.8
5125509,28,2400,978,370,2130,0.7,1951,2.6
5125510,29,2300,960,383,2144,0.8,1945,2.6
5125511,26,2318,901,385,2070,0.8,1931,2.9
5125601,41,0,530,290,1416,0.5,1531,2.2
5125602,42,2084,639,100,2194,0.8,1875,3.2
5125603,43,2342,782,238,1875,0.7,1833,2.6
5125701,37,2335,704,365,2178,0.8,2057,3.2
5125702,44,2167,475,300,1271,0.6,883,2.2
5125703,45,1814,450,340,1013,0.8,1031,2.7
5125704,40,1820,548,320,1437,0.6,1073,2.3
5125705,32,1950,540,360,1413,0.7,1159,2.8
5125706,45,1697,484,327,1395,0.7,1107,2.3
5125707,49,2200,564,355,1542,0.6,1292,2.4
5125801,45,2000,606,370,1521,0.8,1357,2.7
5125802,32,2015,653,370,1897,0.7,1672,2.9
5125803,32,2167,796,375,2064,0.7,1866,2.8
5125804,48,1733,541,350,1266,0.7,1218,2.3
5125805,0,0,0,0,0,0,0,0
5125806,46,1658,503,300,1170,0.7,982,2.3
5125807,37,2000,652,333,1447,0.7,1375,2.7
5125808,27,2167,694,335,1850,0.8,1805,3.1
5125809,36,2400,709,440,2052,0.8,1962,3.2
5125810,45,2167,593,300,1468,0.6,1031,2
5125811,43,1950,517,327,1421,0.7,1113,2.5
5125812,38,1733,527,355,1312,0.7,1136,2.8
5125813,39,1733,639,300,1350,0.7,1181,2.5
5125814,26,2160,847,360,1839,0.7,1550,2.6
5125815,33,2300,810,370,2071,0.7,1881,2.8
5125816,29,1900,710,350,1649,0.7,1488,2.8
5125817,0,0,0,0,0,0,0,0
5125818,29,1950,714,350,1515,0.7,1274,2.5
5125901,33,1870,873,368,1946,0.7,1718,2.3
5125902,33,2167,926,450,2364,0.7,2269,3.1
5125903,48,1733,631,345,1660,0.7,1390,2.6
5125904,31,1997,685,395,2125,0.7,2016,2.6
5125905,29,1935,841,400,2083,0.7,2070,2.9
5125906,38,2000,711,450,2147,0.8,2104,2.9
5125907,33,2100,771,400,2120,0.8,1966,3
5125908,36,1898,785,350,2220,0.7,1863,2.7
5125909,33,2000,601,305,1902,0.7,1625,2.9
5125910,35,2383,862,415,2220,0.8,2178,2.9
5125911,33,2624,1029,486,2760,0.8,2602,3.2
5125912,33,2167,751,220,2116,0.8,1916,3
5125913,35,2000,776,400,1945,0.7,1797,2.7
5125914,53,2221,630,300,1375,0.7,1325,2.1
5125915,42,2355,735,250,1812,0.7,1645,2.4
5125916,37,2145,817,480,2353,0.7,2285,3.2
5125917,29,2445,973,420,2173,0.8,2029,2.8
5126001,36,2167,954,423,2250,0.7,2214,2.6
5126002,44,2550,789,615,2476,0.7,2515,3.1
5126003,0,0,0,0,0,0,0,0
5126004,38,2119,697,420,2367,0.7,2014,2.9
5126005,45,2200,633,420,1954,0.7,1875,2.8
5126006,49,2000,725,550,2204,0.7,2200,2.8
5126007,47,2167,668,400,2062,0.7,1924,2.7
