SA1_7DIGITCODE_2016,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
5126008,41,1750,762,530,2360,0.7,2091,2.8
5126009,22,0,0,0,0,0,0,0
5126101,29,2383,1060,400,2252,0.7,2123,2.6
5126102,41,2114,709,350,2333,0.8,2410,3.3
5126103,45,1900,640,450,1625,0.7,1416,2.9
5126104,44,1733,632,420,1958,0.8,1721,2.8
5126105,40,2513,748,393,2349,0.8,2405,3.1
5126106,29,2167,865,380,2068,0.8,2059,2.8
5126107,42,2000,603,415,1854,0.7,1638,2.8
5126108,31,0,0,0,0,0,0,0
5126109,59,3949,489,0,1812,0.6,1624,2.1
5126201,35,3022,895,450,2227,1,2115,2.9
5126202,31,2869,1203,305,2661,0.8,2457,2.8
5126203,30,2754,1094,450,2470,0.8,2309,3
5126204,33,2167,1105,418,2577,0.8,2405,2.8
5126205,35,1666,831,300,2194,0.9,1583,2
5126206,34,2600,1227,355,2562,0.8,2451,2.8
5126207,44,1130,804,200,2077,1.1,1562,2.4
5126208,47,0,1099,280,2312,0.8,1770,1.6
5126209,35,0,433,10,1114,1.3,1192,2.8
5126210,29,2167,560,228,1416,1,1125,2.5
5126211,35,2167,560,190,1312,0.9,1125,2.6
5126212,58,1700,664,219,1437,1.2,1056,1.5
5126213,34,2393,1017,360,2230,0.8,1924,2.5
5126214,35,2275,725,218,1850,1,1531,2.9
5126215,53,2817,1030,462,2833,0.9,1807,2.5
5126216,39,0,900,350,1792,1,1792,2.1
5126217,30,2700,1113,330,2416,0.9,2187,2.7
5126218,33,3370,1307,300,2937,0.8,2718,2.9
5126219,35,2572,1116,385,2277,0.8,1955,2.4
5126220,40,2600,1239,650,2866,0.8,2603,3
5126221,56,2009,769,248,1656,1,1062,2
5126222,55,2817,921,350,2324,1,1495,2.6
5126223,25,1768,488,200,833,1.1,780,2.8
5126224,32,3067,1211,290,2705,0.8,2515,3.1
5126225,40,2308,855,228,1906,0.9,1416,2.4
5126226,37,2034,982,400,2345,0.7,2220,2.6
5126227,67,0,1624,0,0,0,0,0
5126228,42,2335,842,240,1583,1,1125,2.2
5126229,19,1798,369,150,693,1,725,2.7
5126230,61,2167,629,300,1792,1,1254,2.5
5126231,30,1777,752,250,1666,1.1,1437,3.4
5126232,40,2500,791,200,1792,0.9,1024,1.4
5126233,37,2084,934,360,2250,0.8,2009,2.6
5126234,36,2708,1145,320,2631,0.8,2330,2.9
5126235,54,2496,790,420,2542,0.8,1660,2.4
5126236,47,2600,1039,335,2071,1,1525,2.1
5126237,36,2383,824,355,1890,0.8,1607,2.3
5126238,32,2513,1173,400,2596,0.8,2514,2.9
5126239,32,2708,893,340,2048,0.9,1841,2.6
5126240,57,1187,558,250,1055,1.3,984,2.1
5126301,38,1733,1032,205,1625,0.8,1531,1.8
5126302,54,1498,776,190,2043,0.9,1388,1.9
5126303,38,0,278,65,595,0.9,630,3.5
5126304,30,1849,662,137,1774,0.9,1632,3
5126305,43,1846,486,200,1375,0.9,1118,2.7
5126306,42,1409,872,65,860,1.3,1535,2.7
5126307,37,1733,1094,151,2461,0.8,2026,2.3
5126308,21,0,227,60,474,1.2,565,4.3
5126309,20,0,245,50,480,1.3,575,4.8
5126310,23,0,425,42,762,1.1,1312,3.9
5126311,33,0,866,0,2041,1,1375,2.4
5126312,34,1517,823,245,1726,0.9,1632,2.6
5126313,25,0,341,100,762,1.1,885,3.6
5126314,26,0,349,100,900,1.3,949,2.7
5126315,22,0,328,35,612,0.9,687,2.9
5126316,45,2037,939,100,2042,0.9,1514,2.1
5126317,23,0,450,70,1791,1,1562,3.6
5126318,0,0,0,0,0,0,0,0
5126319,20,0,396,80,1050,1.3,1307,4.1
5126320,22,0,241,75,486,1.7,774,4.9
5126321,28,0,382,75,758,1.2,966,3.4
5126322,24,0,249,80,644,1.5,855,4.9
5126323,31,0,322,85,717,1.1,697,3.6
5126324,35,0,244,100,702,1.5,767,4.7
5126325,46,0,350,38,743,1.2,875,4.1
5126326,23,0,385,100,1147,1.4,1413,4.6
5126327,28,0,712,49,949,1.3,1812,3.5
5126328,43,2000,966,350,2166,0.9,1792,2.8
5126329,25,0,244,75,589,1.4,814,4.1
5126330,53,0,1025,90,1024,1,1562,1
5126401,29,1501,463,140,877,1.2,1016,3
5126402,50,500,759,75,1437,0.8,1233,2.4
5126403,27,0,267,75,491,1.3,866,5
5126404,38,400,1005,96,2031,0.9,1648,2.3
5126405,26,0,295,70,833,1.9,1124,5
5126406,30,0,351,50,725,1.1,807,3.6
5126407,29,0,234,50,461,1.1,493,3.3
5126408,29,0,275,88,724,0.9,593,2.2
5126409,18,0,247,50,537,1.8,1124,4.6
5126410,27,0,283,60,669,1.3,1112,3.8
5126411,24,0,264,50,521,1.3,680,3.6
5126501,42,3142,809,50,1949,0.9,1708,2.5
5126502,27,1733,805,185,1812,0.9,1724,3.2
5126503,53,1480,731,189,2077,1.3,1187,2.1
5126504,48,0,845,70,824,1.2,1713,2.6
5126505,30,2000,1098,230,2519,1,2279,3.1
5126506,0,0,0,0,0,0,0,0
5126507,36,2184,1057,230,2333,0.8,2015,2.7
5126508,49,2457,827,277,2250,1,1661,2.5
5126509,52,1950,864,298,2143,1.1,1339,1.8
5126510,37,814,915,150,1875,0.9,1375,2.5
5126511,47,2167,1014,75,1125,1.1,1424,2.2
5126512,40,842,463,105,1125,1.1,924,2.6
5126513,40,952,584,170,1213,0.9,1077,2.4
5126514,28,2167,1180,200,2312,0.8,2340,3
5126515,32,2156,921,300,1978,0.9,1875,2.4
5126516,38,2600,1131,550,2535,0.9,2531,3.1
5126517,32,2167,987,290,2269,0.9,1771,2.4
5126518,27,0,270,100,817,1.7,909,5.1
5126519,67,0,649,0,0,0,649,0
5126520,32,1963,875,229,2134,0.9,1946,2.5
5126521,25,0,324,75,850,1.2,900,2.9
5126522,25,0,297,78,780,1.4,1071,4.2
5126601,46,2167,817,275,1791,1,1514,2.5
5126602,64,1083,519,100,1042,1.3,948,1.7
5126603,41,1517,632,125,820,1.2,1271,2.8
5126604,24,0,354,97,725,1.4,871,3.7
5126605,25,0,273,75,717,1.2,886,3.7
5126606,24,0,326,85,767,1.2,821,3.4
5126701,37,0,385,50,866,1.2,1062,2.8
5126702,41,3407,1645,70,2874,0.9,1781,3.1
5126703,38,0,2347,90,774,1.8,966,4
5126704,54,975,695,89,1812,1,1343,2.4
5126705,41,1067,2183,0,1125,1,786,2.1
5126706,38,0,1624,0,0,0,0,0
5126707,25,0,283,100,682,1.4,1053,4.5
5126708,40,0,2280,0,0,0,0,0
5126709,30,0,246,14,661,1.8,1031,5
5126710,29,0,255,30,675,1.5,866,4.5
5126711,26,0,280,60,675,1.9,1187,4.6
5126712,39,0,2374,0,0,1,1625,1.3
5126713,29,0,236,55,0,1,450,1.4
5126714,24,0,237,38,850,3,1562,5.2
5126715,24,0,369,35,762,1.2,1437,3.3
5126716,39,0,2207,0,0,0,0,0
5126717,30,0,252,60,491,1.5,1125,4
5126801,36,0,1810,250,2666,0.8,2329,2.5
5126802,30,0,1519,100,3449,0.9,3150,2.7
5126803,36,0,1530,110,2611,0.8,2333,2.1
5126804,33,407,1720,100,3356,0.9,3374,3
5126805,39,390,1582,100,3041,1,2112,2.7
5126806,31,629,1238,120,2408,0.9,2208,2.9
5126807,33,2167,1687,100,3062,1,2708,3.1
5126808,33,0,1649,90,3299,0.7,2922,2.3
5126809,30,850,1632,100,3111,0.8,2833,2.6
5126810,33,1252,1458,110,3295,0.9,2681,2.8
5126811,0,0,0,0,0,0,0,0
5126812,27,0,1545,100,2931,0.9,2818,3.5
5126813,0,0,0,0,0,0,0,0
5126814,31,433,1472,100,2976,0.9,2799,2.7
5126815,0,0,0,0,0,0,0,0
5126816,27,1667,1048,168,2600,0.9,2339,3.1
5126817,0,0,0,0,0,0,0,0
5126901,43,2846,1177,150,2392,0.9,1812,1.7
5126902,33,500,1642,110,3736,0.8,3374,2.4
5126903,38,3362,1400,196,3075,0.9,2353,2.2
5126904,31,2167,1879,100,3954,0.8,3797,3
5126905,0,0,0,0,0,0,0,0
5126906,44,3125,1212,150,2437,1.2,2299,1.4
5126907,32,3100,1606,200,3611,0.8,3520,2.8
5126908,36,1600,1641,375,3175,0.9,2410,1.8
5126909,33,4333,1625,400,3100,0.8,2750,2.3
5126910,33,0,437,0,0,0,0,0
5126911,34,3062,1408,255,3187,0.9,2675,2.6
5126912,34,2917,1424,195,3678,0.8,3437,3.1
5126913,51,0,550,0,4124,0.6,1375,2
5126914,42,2990,982,125,3785,0.8,2050,2.5
5126915,42,0,2261,235,2749,1,2750,2
5126916,0,0,0,0,0,0,0,0
5127001,30,2545,1237,100,3062,0.7,2714,2.6
5127002,44,0,425,400,1875,1.1,325,1.7
5127003,32,2708,1208,200,2463,1,1960,2.3
5127004,30,3033,1303,110,3353,1,2937,2.7
5127005,32,2167,1030,350,2031,0.8,2187,2.4
5127006,41,2342,982,300,2625,0.9,2052,2.6
5127007,30,2817,1089,144,2874,0.9,2594,3.1
5127008,28,3380,1343,88,3353,0.8,3395,3.4
5127009,31,2874,1266,295,2514,0.9,2312,2.5
5127010,30,2100,1050,250,2750,0.8,2187,2.6
5127011,26,2688,1011,250,2333,0.9,2028,3
5127012,29,2246,1297,205,2791,0.8,2374,2.6
5127013,32,3250,1125,274,2161,1.1,2016,2.3
5127014,28,2866,1513,100,3050,0.9,2750,2.5
5127015,30,2045,949,240,2250,0.9,2058,2.7
5127016,34,2600,1107,240,2750,0.9,2392,2.7
5127017,29,2383,1400,145,3516,0.8,3285,3
5127018,30,2534,900,176,2204,0.9,2166,3.1
5127019,31,1900,1470,225,2968,0.8,2650,2.8
5127020,30,2134,1357,145,3125,0.9,2897,3
5127021,29,2415,1097,220,2463,0.8,1976,2.7
5127022,30,2059,1085,225,2269,0.8,1958,2.6
5127023,28,2500,1277,145,3159,0.9,2750,3.1
5127024,53,0,1062,0,0,0,0,0
5127025,42,0,2379,0,0,0,0,0
5127026,0,0,0,0,0,0,0,0
5127101,35,650,939,46,3041,1.1,2323,3.2
5127102,25,0,244,50,550,1.2,537,3.3
5127103,40,0,3000,0,0,0,0,0
5127104,39,0,2334,230,2624,0.9,2399,2.2
5127105,41,1975,2898,45,949,0.8,1107,2.4
5127106,40,0,2020,35,1574,1,2166,1.8
5127107,35,0,1583,31,2937,0.9,2536,3
5127108,31,0,1418,30,2981,0.9,2567,2.9
5127109,32,0,1708,30,3542,0.7,2916,2.2
5127110,32,0,1542,31,2700,0.8,2341,2.4
5127111,31,0,1625,51,2899,0.9,2374,2.8
5127112,38,0,1875,30,3125,0.9,2583,2.9
5127113,29,0,1316,28,3200,0.9,2714,3
5127114,30,0,1516,30,3125,0.8,2916,3
5127115,36,0,2021,30,3416,0.8,2818,2.5
5127116,42,0,1076,0,2571,0.9,1890,2.3
5127117,30,0,1536,51,2750,0.8,2446,2.8
5127118,46,2250,1064,278,2660,0.9,2026,2.1
5127119,30,0,1739,50,3166,0.9,2422,2.9
5127120,30,0,1536,46,3094,0.9,2487,2.8
5127121,44,1425,2146,140,1124,1,1465,1.3
5127122,36,0,1916,28,3094,0.9,2479,2.8
5127201,31,2622,1204,337,3250,0.8,3143,3.1
5127202,30,0,1678,202,3643,0.8,3625,3.3
5127203,30,2600,1680,203,4214,0.8,3583,3
5127204,44,3467,1566,283,3166,1,1983,3.5
5127205,30,2442,1051,150,2727,0.9,2374,2.6
5127206,45,0,1683,100,1937,1.2,1281,1.4
5127207,31,2005,1145,160,2750,0.8,2535,3
5127208,32,3050,1509,350,3124,0.8,2718,2.7
5127209,32,3525,1273,174,2860,0.8,2805,2.4
5127210,39,0,450,0,0,0,0,0
5127211,29,2167,1171,261,3062,0.8,3050,3.3
5127212,30,2167,1181,350,2708,0.8,2312,2.6
5127213,30,2383,1152,125,2826,0.8,2471,2.7
5127214,29,1950,1089,190,2916,0.9,3124,3
5127215,34,2300,1312,288,3333,0.8,2625,2.4
5127216,40,0,2278,0,0,0,0,0
5127217,32,2420,1088,260,3036,0.9,2805,2.9
5127218,31,3017,944,172,2250,0.9,1731,2.1
5127219,31,3000,1509,312,3383,0.8,3094,3.1
5127220,31,1700,1083,270,2527,0.9,2312,2.8
5127221,33,2167,1141,325,2374,0.8,2431,2.8
5127222,32,2809,1015,142,2799,0.8,2708,2.9
5127223,31,2500,1149,279,2636,0.9,2519,2.8
5127224,29,2800,1217,210,3596,0.9,3374,3.2
5127225,30,2167,1437,38,3799,0.8,3607,2.8
5127226,34,2000,1196,300,2465,0.8,2344,2.7
5127227,30,1600,1024,300,2250,0.9,1894,2.1
5127228,35,2000,1109,320,2476,0.9,2204,2.5
5127229,29,3597,1566,300,3404,0.8,3312,3.1
5127230,26,2442,1261,298,3291,0.9,3036,3.2
5127231,39,1800,808,137,2937,1,2208,2.7
5127232,36,2164,1102,300,2327,0.8,2139,2.5
5127233,31,3142,1350,350,2727,0.7,2349,2.1
5127234,29,0,1449,35,4024,0.7,3874,3
5127235,34,2600,949,230,2305,0.9,2208,3
5127236,31,1961,1211,345,2541,0.8,2071,2.3
5127237,29,2492,1231,263,2299,0.8,2053,2.6
5127238,28,2000,1016,135,3374,1,3250,3.1
5127239,0,0,0,0,0,0,0,0
5127240,32,2600,1179,250,3214,0.8,2949,3
5127241,30,3000,1443,283,2944,0.8,2868,3.2
5127242,30,2600,1111,350,2408,0.9,2267,2.9
5127243,54,0,0,0,0,0,0,0
5127244,34,3634,2044,150,3356,0.9,3374,3.3
5127245,29,3467,1380,291,3017,0.8,2916,3
5127246,29,2037,1008,310,2643,0.9,2547,3.1
5127247,38,0,1647,280,2392,0.9,2034,1.6
5127301,36,1631,1379,79,2892,0.9,2536,2.5
5127302,37,0,1838,35,3646,1,3531,3.1
5127303,42,1300,2130,0,1375,1.3,771,1.4
5127304,42,1885,458,145,1874,0.9,1062,2.6
5127305,29,0,1095,162,2860,1.1,2789,3.6
5127306,56,3000,855,500,3312,0.8,1525,2.4
5127307,41,3375,1192,430,3531,0.8,2908,3
5127308,36,2084,420,221,1281,0.8,1281,3.3
5127309,30,2142,545,177,933,0.9,1375,2.4
5127310,27,1000,317,163,762,1.1,912,3.3
5127311,0,0,0,0,0,0,0,0
5127312,39,3250,1458,400,3750,0.9,3545,2.9
5127313,34,3057,1792,350,3666,0.9,3343,3.1
5127314,32,0,1605,47,3146,0.9,3021,2.6
5127315,32,0,1337,51,3222,0.9,2461,2.7
5127316,35,3225,1366,450,3031,1,2812,3
5127317,0,0,0,0,0,0,0,0
5127318,0,0,0,0,0,0,0,0
5127401,41,1792,719,280,1763,0.6,1468,2.4
5127402,49,1500,736,150,1786,0.8,1437,2.5
5127403,39,1733,759,350,1987,0.9,1795,3
5127404,44,1767,643,320,1765,0.8,1406,2.6
5127405,33,1040,422,205,971,0.8,786,2.3
5127406,56,1365,564,135,1196,0.6,560,1.4
5127407,46,1812,717,220,1687,0.8,924,1.9
5127408,46,2000,666,250,1656,0.7,1611,2.8
5127409,50,1625,624,100,1812,0.7,1291,2.4
5127410,52,1300,620,275,1571,0.7,1097,2.1
5127411,43,1842,934,350,2232,0.7,2059,2.5
5127412,42,1733,715,300,1850,0.7,1420,2.4
5127413,0,0,0,0,0,0,0,0
5127414,48,1839,760,310,1825,0.6,1600,2.5
5127415,31,2000,703,300,1708,0.7,1585,2.7
5127416,29,2058,927,270,2250,0.8,1985,3
5127417,39,1517,591,235,1446,0.7,1108,2.3
5127418,42,1740,804,385,2166,0.7,2105,2.9
5127419,33,1517,676,250,1781,0.8,1429,3
5127420,44,1820,727,310,1645,0.7,1410,2.3
5127421,39,1658,703,330,1781,0.7,1442,2.3
5127422,43,1400,579,240,1462,0.7,1008,2.1
5127423,35,1603,598,263,1343,0.7,1075,2.1
5127424,29,1382,491,210,1319,0.8,1086,2.4
5127425,65,1504,673,189,1468,0.8,880,1.5
5127426,40,1761,596,283,1390,0.7,1156,2.3
5127427,63,0,0,0,0,0,0,0
5127428,49,1300,631,345,2305,0.9,1625,2.4
5127429,29,1213,469,200,1075,0.9,762,2.7
5127430,44,1940,654,90,1666,0.8,1583,2.6
5127431,30,975,464,220,1104,0.7,866,2.3
5127432,29,2000,804,295,2115,0.7,1792,2.7
5127433,37,1900,845,340,2232,0.7,1985,2.7
5127434,40,1500,566,290,1317,0.7,1196,2.5
5127435,30,2000,890,360,2250,0.7,2083,2.8
5127436,49,2730,805,250,2035,0.7,1854,2.8
5127501,33,0,1089,0,1949,0.8,1712,2.8
5127502,43,1192,632,150,1300,0.8,1182,2.4
5127503,33,0,1062,0,1916,0.7,1571,2.6
5127504,45,777,684,0,1474,0.9,1288,2.8
5127505,41,468,1504,125,1359,0.7,1125,2.5
5127506,34,700,931,0,1890,0.8,1737,2.7
5127507,0,0,0,0,0,0,0,0
5127508,42,988,1062,220,1937,0.7,1281,2
5127509,55,1212,443,188,1042,0.7,752,2.1
5127510,41,337,762,100,1583,0.9,1321,3
5127511,52,1200,700,172,1593,0.6,1264,1.9
5127512,42,1410,764,250,2225,0.7,1562,2.1
5127513,59,0,0,0,0,0,0,0
5127514,31,1528,436,150,1640,0.9,1410,2.8
5127515,0,0,0,0,0,0,0,0
5127601,60,1300,491,250,987,0.8,930,1.9
5127602,65,1500,562,180,1375,0.9,1006,2
5127603,37,2080,743,223,1687,0.7,1395,2.1
5127604,35,1300,591,190,1271,0.8,972,2.5
5127605,37,1300,566,180,1292,0.8,816,2.3
5127606,53,1300,566,239,1800,0.9,1138,2.6
5127607,40,1842,856,220,1775,0.8,1524,2.4
5127608,39,3125,750,193,1958,0.8,1931,2.7
5127609,42,1300,667,250,1611,0.8,1262,2.2
5127610,41,1617,771,200,1761,0.8,1529,2.2
5127611,43,1517,836,250,1645,0.7,1343,2.3
5127612,64,2193,481,250,1818,1,960,2.3
5127613,38,1560,695,235,1812,0.8,1239,2.2
5127614,34,2647,692,100,1625,1.1,1600,3.2
5127615,44,2550,803,0,2067,1,1892,2.9
5127616,21,0,244,60,587,1.4,589,4
5127701,62,1347,601,173,1300,1.3,1061,2.1
5127702,54,1300,759,0,2107,0.9,1351,1.9
5127703,33,2550,771,270,2154,0.8,2194,2.9
5127704,53,1800,676,200,1166,1,1086,1.8
5127705,52,0,569,50,1024,0.8,1053,2.2
5127706,53,2342,798,430,2235,1,1483,2.5
5127707,21,0,471,25,612,1.2,1042,3.8
5127708,29,0,725,0,0,0,0,0
5127709,59,1380,568,220,1341,0.8,960,2.1
5127710,39,2000,849,381,2112,0.8,2038,2.6
5127711,45,2000,701,212,1771,0.8,1162,2.3
5127712,54,453,695,295,1625,1,1205,1.2
5127713,38,2148,748,400,2020,0.8,1647,2.3
5127714,62,1127,535,200,1180,0.8,964,2
5127715,59,1517,643,300,1833,0.9,1162,2.2
5127801,37,1317,784,233,1968,0.8,1478,2.2
5127802,35,1473,809,263,2083,0.8,1516,2.5
5127803,34,1354,846,300,1865,0.8,1792,2.3
5127804,36,1863,887,295,2205,0.9,1783,2.6
5127805,32,1444,772,250,2152,0.8,1786,2.7
5127806,35,1300,589,205,1470,0.9,1053,2.3
5127807,38,1400,758,250,1928,0.9,1617,2.4
5127808,34,1495,772,300,1857,0.7,1575,2.3
5127809,41,1344,900,250,1890,0.9,1638,2
5127810,29,1591,814,298,2154,0.8,2161,3
5127811,30,1591,810,250,2214,0.8,1978,2.8
5127812,31,1300,737,260,1792,0.8,1578,2.6
5127813,36,1613,693,280,1928,0.7,1442,2.4
5127814,31,1875,934,298,2550,0.8,2208,2.8
5127815,36,1400,733,280,2048,0.7,1666,2.4
5127816,29,1925,969,340,2483,0.9,2362,3.1
5127817,33,1517,888,330,2147,0.7,2086,2.7
5127818,45,0,262,0,0,0,262,0
5127901,29,1539,768,300,2473,0.7,2070,2.5
5127902,37,1885,1461,240,2360,0.8,1886,1.8
5127903,30,1313,658,230,1713,1,1392,2.7
5127904,42,2600,1031,550,3062,0.7,2916,2.9
5127905,38,2167,1143,300,2636,0.9,2152,2.6
5127906,33,1780,1007,280,2454,0.7,2264,2.6
5127907,34,1647,973,285,1875,0.8,1732,2.1
5127908,37,1454,675,260,1812,0.7,1452,2.5
5127909,44,1517,806,265,1699,0.9,1550,2
5127910,50,961,599,180,1375,0.7,1089,1.9
5127911,44,1765,534,250,2431,0.9,1888,2.2
5127912,32,2600,1362,300,3441,0.9,3441,3.4
5127913,36,1300,976,300,2028,0.8,1828,2
5127914,33,1733,833,280,2059,0.8,1853,2.5
5127915,36,1650,826,300,2250,0.9,1843,2.4
5127916,30,1842,963,350,2322,0.8,2230,2.8
5127917,32,2167,1054,328,2732,0.8,2517,3
5127918,36,1997,1237,264,2250,0.9,1839,1.9
5127919,32,1632,1034,273,2277,0.9,1807,2.4
5127920,32,2167,1006,260,2603,0.8,2201,2.7
5127921,33,1625,1014,300,2230,0.8,2100,2.5
5127922,31,2765,1204,330,3530,0.8,3510,3.5
5127923,47,2622,868,308,2463,0.8,1875,2.7
5127924,36,2600,1237,350,3374,0.7,3528,3.2
5127925,39,1976,947,270,2299,0.8,1892,2.4
5127926,31,1950,913,288,2289,0.8,2197,3.1
5127927,29,2233,1107,350,2777,0.8,2680,3.1
5127928,28,1406,629,260,1765,0.9,1519,2.7
5127929,30,2000,959,345,2416,0.9,2280,3.1
5127930,33,2383,1104,456,3139,0.7,3083,3
5127931,29,0,250,110,725,1.1,612,3
5127932,31,1635,943,260,2238,1,2057,3.1
5128001,32,1733,1009,305,2531,0.8,2175,2.5
5128002,0,0,0,0,0,0,0,0
5128003,30,1863,963,300,2405,0.8,2036,2.7
5128004,32,1850,792,370,2062,0.9,2166,3
5128005,32,1820,1134,260,2777,0.8,2463,3
5128006,33,1950,988,350,2613,0.8,2166,2.6
5128007,31,1993,1141,350,2536,0.8,2388,2.9
5128008,32,2100,1104,350,2687,0.8,2433,2.6
5128009,35,1733,1005,270,2287,0.8,1726,2.2
5128010,34,1662,1051,270,2225,0.9,1762,2.3
5128011,35,1900,892,293,2326,0.8,2067,2.8
5128012,32,2000,1166,380,2646,0.8,2395,2.7
5128013,27,1500,695,350,1812,0.8,1774,2.8
5128014,32,2167,1386,400,3291,0.8,3291,3
5128015,28,2139,1307,300,2625,0.8,2308,2.7
5128016,31,1733,970,253,2324,0.8,2019,2.4
5128017,30,1950,947,350,2736,0.8,2402,2.9
5128018,30,2200,1235,350,2774,0.8,2525,3
5128019,32,1939,1199,300,3176,0.8,2639,3
5128020,29,1927,1202,380,3017,0.8,2796,3
5128021,32,2167,1178,323,2729,0.7,2410,2.8
5128022,34,1820,1272,300,2600,0.7,2345,2.4
5128023,0,0,0,0,0,0,0,0
5128024,30,2708,1666,480,3399,0.7,3200,2.6
5128025,35,2167,1083,346,2874,0.8,2407,2.7
5128026,0,0,0,0,0,0,0,0
5128027,29,1880,1057,350,2452,0.8,2250,2.6
5128028,26,2167,1009,350,2463,1,2463,3.2
5128029,0,0,0,0,0,0,0,0
5128030,69,0,262,0,0,0,0,0
5128031,0,0,0,0,0,0,0,0
5128101,39,0,0,0,0,0,0,0
5128201,50,500,498,145,985,0.6,766,1.7
5128202,43,1517,1804,0,1458,0.9,1125,1.4
5128203,49,620,522,125,1375,0.7,959,2.1
5128204,38,1057,624,185,1874,0.8,1542,2.6
5128205,39,0,2263,0,0,0,0,0
5128206,31,1200,820,200,2250,0.8,1833,2.6
5128207,33,867,883,160,2059,0.8,1901,2.4
5128208,52,0,1171,0,2583,0.6,956,1.6
5128209,32,1042,734,200,2214,0.7,2040,2.5
5128210,35,1117,706,200,1924,0.9,1859,2.6
5128211,31,1300,1048,205,2535,0.7,2225,2.6
5128212,40,860,561,245,1312,0.7,1037,2.3
5128213,28,1284,900,228,2316,0.8,2158,2.7
5128214,51,834,575,100,1593,0.7,949,2
5128215,20,0,325,165,725,1.3,634,2.8
5128216,31,1300,858,220,2291,0.8,2173,2.7
5128217,0,0,0,0,0,0,0,0
5128218,60,0,1125,0,0,0,1125,1
5128301,40,0,1891,100,1100,1,900,1.8
5128302,36,0,1797,55,575,0.9,1562,3
5128303,41,867,739,150,1536,0.9,1221,2.2
5128304,25,0,263,55,664,1.1,833,4
5128305,45,715,848,90,1468,0.8,1354,2.2
5128306,40,0,2070,0,0,0,2250,2
5128307,36,0,1562,0,2349,0.7,2225,2.5
5128308,36,0,1872,0,2250,0.9,1854,3
5128309,30,0,340,55,707,1.3,1229,3.8
5128310,38,0,2081,0,2405,0.7,2173,2.4
5128311,37,0,2054,25,2624,0.8,1375,2.3
5128312,22,0,248,104,479,1,518,3.3
5128313,34,0,298,60,871,1.3,1906,4
5128314,26,0,410,55,850,0.6,1375,4
5128315,30,0,256,45,524,1.4,1125,4.5
5128316,29,0,281,50,724,1.6,1041,4.3
5128317,34,0,374,45,875,0.9,1124,3.7
5128318,29,0,350,40,849,0.6,774,2
5128319,0,0,0,0,0,0,0,0
5128401,0,0,0,0,0,0,0,0
5128501,36,1536,518,245,1238,0.8,1066,2.4
5128502,40,1733,693,240,1687,0.7,1208,2.1
5128503,0,0,0,0,0,0,0,0
5128504,45,1733,522,215,1078,0.8,854,2
5128505,44,1560,571,213,1303,0.8,781,1.9
5128506,39,1400,492,270,1312,0.8,1091,2.5
5128507,47,1847,886,260,1854,0.6,1525,1.9
5128508,44,1697,856,270,1890,0.7,1390,2.1
5128509,39,2167,679,285,1767,0.7,1433,2.5
5128510,51,1400,511,149,1430,0.7,678,1.7
5128511,42,1733,694,260,1520,0.7,1381,2.4
5128512,44,1712,690,213,1541,0.7,1223,2.3
5128513,63,3000,655,295,1624,0.7,1042,2.5
5128514,46,1517,498,159,1402,0.7,785,2
5128515,34,1509,681,225,1850,1,1437,2.6
5128516,48,1625,659,252,1375,0.7,982,2.1
5128517,52,1625,720,250,1839,0.7,1198,2
5128518,49,1372,532,255,1292,0.6,1087,2.1
5128519,53,2000,474,183,1625,0.8,787,1.7
5128520,33,1800,688,260,1542,0.8,1307,2.3
5128521,31,1408,455,193,1069,0.8,767,2.4
5128522,47,0,0,0,0,0.3,0,1
5128523,47,1337,516,255,1302,0.7,986,2
5128524,35,1300,575,213,1237,0.7,1058,2
5128525,65,849,461,235,883,0.8,720,1.6
5128526,45,1690,717,280,1660,0.7,1331,2.2
5128527,35,1430,511,265,1288,0.7,1023,2.3
5128528,53,1517,495,235,1221,0.7,1011,2.1
5128529,38,1343,402,170,899,0.8,717,2.5
5128530,42,1577,608,270,1271,0.7,1114,2.2
5128531,37,1463,597,265,1520,0.8,1187,2.7
5128532,42,1550,532,200,1550,0.7,1264,2.3
5128533,35,1000,441,220,1062,0.7,715,2.3
5128601,50,1950,603,285,1696,0.7,1525,2.4
5128602,35,785,454,200,982,0.8,781,2.3
5128603,30,1658,588,300,1383,0.8,1351,2.9
5128604,43,1755,652,370,1949,0.7,1886,3
5128605,46,1950,599,175,1828,0.8,1708,2.7
5128606,33,1300,545,241,1233,0.8,1104,2.6
5128607,29,1092,436,220,837,0.9,820,2.6
5128608,30,1246,431,200,1228,0.8,825,2.5
5128609,34,2167,718,300,2216,0.9,2055,3
5128610,29,1181,451,200,1208,0.9,933,3
5128611,42,923,422,210,1031,0.7,741,2.3
5128612,39,950,488,220,928,0.8,928,2.2
5128613,34,1800,710,260,2036,0.9,1771,2.8
5128614,33,2167,823,400,2175,0.8,2071,3.2
5128615,42,1064,533,233,1281,0.8,1107,2.6
5128616,34,2167,749,375,2163,0.8,2070,3.1
5128617,37,1092,410,230,887,0.8,762,2.5
5128618,39,1679,629,300,2019,0.7,1963,3.2
5128701,30,1950,806,323,1916,0.7,1802,2.7
5128702,42,2167,784,350,2172,0.7,1954,2.7
