SA1_7DIGITCODE_2016,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
5114515,0,0,0,11,0,11,3,0,3,3,6,11,7,3,7,26,10,34,0,4,7,0,0,5,0,3,3,3,0,3,0,0,3,9,14,24,3,5,10,0,0,0,3,0,4,0,4,3,0,3,8,10,12,23,0,3,3,0,0,0,4,3,6,4,7,11,0,3,3,7,19,22,0,6,7,3,5,7,0,3,4,3,11,15,0,5,5,14,23,43,4,5,10,7,5,11,3,7,12,6,5,13,14,12,23,36,40,74,7,5,14,13,11,20,7,12,22,7,10,16,11,6,17,41,44,86,4,7,12,4,3,10,7,5,13,8,7,10,10,8,15,27,26,57,0,3,3,0,6,8,3,0,5,0,0,5,3,3,4,9,16,22,0,6,6,3,3,5,3,0,3,0,3,6,3,0,6,12,18,25,0,3,3,0,0,0,0,3,3,3,0,4,3,3,9,3,14,14,3,0
5114516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,18,18,0,11,11,0,30,30,0,11,11,0,16,16,0,11,11,0,0,0,0,0,0,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114517,3,0,3,4,0,4,0,0,0,0,0,0,3,0,3,8,3,10,0,0,0,0,8,10,3,3,3,0,3,3,0,3,3,4,16,17,0,0,0,0,3,3,0,3,3,3,0,3,0,0,0,3,4,12,0,0,0,0,0,0,3,0,3,0,4,7,0,5,3,10,9,14,10,7,14,0,6,10,6,9,12,10,8,12,4,6,9,25,29,57,14,6,18,9,12,18,6,6,15,0,4,4,8,7,15,28,39,68,4,6,15,3,9,12,0,6,10,0,3,3,0,3,8,21,29,48,7,0,5,4,3,12,4,0,4,3,5,11,3,3,3,18,9,32,0,3,3,3,0,3,3,0,4,3,4,8,3,3,8,12,14,22,4,4,3,0,0,0,4,4,7,0,3,3,4,3,5,15,16,23,0,0,0,0,5,6,0,4,3,4,0,7,5,4,6,15,13,25,0,0
5114518,0,10,9,0,4,8,3,8,11,3,0,3,0,3,5,9,21,27,0,0,0,3,0,7,3,0,3,0,4,6,0,3,3,11,15,21,0,6,6,0,0,0,3,0,3,0,0,3,0,0,0,5,3,9,0,0,0,0,0,5,4,0,4,4,0,3,4,7,12,13,10,28,3,8,6,6,5,11,3,7,11,0,7,5,3,9,17,26,32,58,0,10,10,11,3,12,8,6,18,7,9,9,6,8,17,32,36,69,11,5,17,3,4,9,8,5,13,6,12,20,8,4,7,26,36,63,0,3,6,6,0,7,0,3,7,4,3,10,3,3,9,14,24,40,3,3,9,7,4,10,6,6,10,4,4,9,0,3,3,15,20,38,0,0,0,3,0,5,3,0,3,0,0,0,4,3,9,16,5,23,0,0,0,4,6,8,0,3,7,3,0,3,0,7,7,4,20,26,0,3
5114519,5,4,10,9,7,9,3,0,7,0,3,10,0,0,0,13,16,32,0,0,0,0,0,3,0,3,3,0,0,0,0,0,3,3,8,11,3,3,3,3,4,10,4,0,4,0,0,0,3,0,3,8,5,13,3,3,3,0,0,0,4,3,3,3,4,7,4,7,5,11,15,27,4,3,4,3,0,3,7,3,9,4,4,6,5,10,16,24,15,40,3,3,9,3,11,9,0,9,6,9,0,8,5,4,8,18,24,45,7,10,18,3,4,9,7,3,4,6,9,9,3,3,6,23,29,54,6,7,5,3,4,9,3,4,3,0,0,3,3,3,5,14,20,29,5,4,11,4,3,7,3,8,9,8,0,4,3,0,4,22,15,42,7,0,5,4,0,5,0,3,7,3,3,5,4,4,10,17,14,30,0,3,5,8,0,3,0,8,5,3,3,7,0,3,3,10,14,24,6,4
5114520,0,4,7,0,4,0,0,0,0,3,3,3,3,3,6,8,15,21,0,0,0,0,3,0,0,0,3,3,3,4,4,3,4,9,15,23,0,0,0,3,5,8,3,0,3,0,4,4,0,0,0,4,10,16,4,0,6,0,3,3,0,0,3,3,4,9,0,3,3,13,15,23,0,6,8,3,4,4,3,3,4,4,3,3,3,3,7,9,15,25,0,0,3,3,3,12,0,7,5,0,3,4,6,0,7,13,22,35,3,4,7,4,3,4,0,3,6,3,3,9,4,5,12,19,20,37,3,5,9,0,0,0,3,0,3,3,0,6,3,3,7,10,10,20,4,8,7,0,3,3,3,4,3,3,0,6,5,0,8,12,17,32,0,3,9,0,3,8,0,6,6,0,3,4,0,0,0,5,19,23,0,0,3,3,0,3,0,0,3,0,3,3,3,0,7,13,12,17,4,3
5114521,0,0,0,0,0,3,8,0,8,0,0,0,3,3,4,14,3,22,0,4,5,0,0,0,0,5,5,0,4,4,0,0,0,0,10,8,0,7,4,0,0,0,0,0,0,3,0,3,0,3,6,3,9,14,0,3,3,0,0,4,0,0,3,0,0,3,3,0,4,4,11,13,7,0,11,4,11,15,0,10,11,3,10,17,10,3,12,24,36,64,6,4,10,11,3,14,7,8,13,5,9,12,6,3,7,32,27,58,6,9,13,0,6,12,7,10,14,4,0,11,3,3,5,24,27,47,9,3,13,6,3,6,3,5,4,6,4,7,0,3,3,18,14,39,3,0,6,4,5,8,0,0,3,4,3,8,3,4,7,13,14,33,3,4,8,3,3,3,3,3,3,0,4,8,0,3,3,11,13,19,8,0,10,3,3,4,4,3,7,0,0,0,3,3,6,16,6,28,3,0
5114522,3,3,7,0,5,3,3,3,5,3,0,4,4,0,3,15,10,27,0,0,0,0,0,3,7,3,7,0,3,3,7,3,8,10,15,22,3,0,4,0,0,0,0,3,3,0,0,0,3,0,3,5,7,14,0,0,0,0,0,0,0,0,3,0,3,3,0,4,7,7,4,9,3,7,15,4,5,14,0,7,10,4,5,8,3,4,11,24,26,47,8,3,5,3,3,10,0,4,4,8,3,10,5,5,10,22,25,43,3,3,8,0,5,6,3,0,3,5,4,9,4,3,3,22,16,36,7,3,7,4,3,7,3,5,9,3,9,8,0,3,3,17,19,39,0,0,0,0,4,4,3,0,5,5,0,5,4,3,6,11,9,28,0,0,3,3,5,9,0,3,3,0,0,4,3,0,9,12,13,23,0,0,4,0,0,5,0,4,4,0,0,3,3,3,4,5,13,22,0,0
5114523,0,0,3,3,3,7,0,4,4,0,0,0,5,0,7,11,8,21,3,0,3,3,0,3,0,3,4,0,0,0,0,0,3,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,7,6,7,3,0,4,0,3,3,0,0,0,0,5,6,13,13,22,5,6,9,4,3,8,6,6,10,6,11,20,3,5,6,30,32,58,3,3,8,17,10,24,8,10,15,5,9,16,8,4,10,44,37,84,16,4,16,7,11,17,8,4,12,3,7,6,8,3,13,33,32,64,3,7,8,3,4,9,9,3,16,3,4,6,3,0,3,18,18,37,0,5,3,4,0,4,7,9,10,0,0,0,3,3,11,13,13,29,5,9,12,3,4,9,0,3,3,4,3,11,3,5,5,24,24,44,5,6,10,9,3,10,3,8,10,5,5,11,4,4,7,27,23,50,3,8
5114524,3,0,3,0,3,3,7,3,8,0,0,0,3,0,3,13,9,18,3,0,6,7,0,5,3,3,3,0,7,5,0,0,0,14,8,24,3,4,5,3,3,3,0,3,3,0,0,0,0,0,3,4,11,15,3,0,3,0,0,4,0,0,0,4,0,5,3,5,9,16,8,21,3,6,7,3,3,6,7,3,6,0,5,6,3,9,8,16,19,31,0,9,6,4,0,9,6,11,13,3,6,5,5,5,10,18,27,44,6,7,11,5,8,14,14,3,20,3,4,11,5,3,3,33,26,58,7,13,18,6,8,14,5,3,6,7,8,13,7,3,6,27,26,54,3,0,3,0,0,3,5,8,9,6,10,11,4,0,4,14,15,35,0,0,0,3,0,3,0,3,3,0,6,6,4,0,3,12,7,17,5,7,7,0,3,4,0,9,9,0,3,3,3,4,5,9,20,23,5,0
5114525,3,3,6,0,5,6,5,3,10,3,3,3,0,0,0,12,12,22,3,4,4,6,3,6,3,0,9,0,0,0,3,0,4,19,12,24,0,3,7,0,5,5,0,0,3,7,9,14,0,4,4,13,18,34,7,6,14,7,6,11,0,11,8,3,0,8,5,9,13,18,32,53,3,3,4,3,8,13,5,9,8,4,5,12,7,3,8,23,24,43,4,0,4,5,0,6,6,3,5,0,3,5,3,3,5,13,9,24,6,5,11,0,0,0,5,6,12,0,7,7,8,5,6,18,19,34,3,9,9,0,9,6,7,3,11,0,5,5,4,11,14,16,25,44,5,6,14,0,0,3,0,0,0,0,3,8,5,10,12,14,21,35,3,7,5,0,6,8,0,3,3,3,0,3,6,6,12,12,21,40,0,3,4,0,3,5,4,10,7,8,0,10,0,0,5,14,19,28,3,3
5114526,3,3,5,3,10,9,4,3,5,0,0,3,3,3,8,19,13,28,0,5,6,5,3,11,3,3,4,0,4,5,3,0,3,17,16,29,3,4,6,4,0,3,3,0,3,0,0,0,0,0,0,8,7,17,5,3,7,0,0,4,5,0,3,0,3,8,0,3,3,7,18,24,0,4,7,3,4,8,3,6,6,6,4,14,7,4,10,19,24,38,7,6,9,5,4,13,5,3,12,5,9,11,4,6,8,32,24,53,7,0,8,3,3,3,6,3,5,6,0,5,0,3,9,22,9,30,4,4,8,3,4,3,0,0,3,3,9,10,3,0,4,10,13,23,0,3,3,3,3,7,3,5,11,5,3,3,3,0,3,19,9,26,4,7,11,0,5,3,4,3,5,3,0,5,0,3,3,12,20,34,3,3,5,4,0,4,3,7,9,5,9,15,3,0,3,16,19,31,0,0
5114527,0,3,0,3,7,6,0,4,6,3,5,5,0,7,6,10,17,24,3,3,8,0,0,0,0,0,3,3,3,3,0,10,10,9,16,22,5,0,7,0,3,6,0,0,3,0,0,3,0,0,3,8,11,20,3,4,4,3,0,3,7,10,18,3,7,7,0,4,10,15,23,44,9,0,7,9,6,12,3,7,6,4,0,8,4,3,9,24,18,44,7,7,9,0,9,9,4,3,9,5,4,12,3,3,4,15,24,39,0,4,11,0,4,3,3,0,3,4,3,6,3,3,5,13,13,30,0,5,7,10,0,11,0,6,6,4,3,3,4,0,8,19,16,26,0,3,3,5,0,5,3,6,8,3,6,8,3,0,5,13,15,21,3,6,10,3,0,9,0,3,3,4,4,10,8,0,6,13,19,33,0,6,6,10,7,11,3,3,9,0,8,8,0,10,9,11,23,40,8,0
5114528,0,3,7,4,0,4,6,3,5,0,0,3,5,0,4,14,10,20,0,0,0,0,0,6,5,0,5,3,0,3,0,0,0,11,3,12,3,0,6,0,4,3,4,0,4,0,0,0,0,0,0,9,5,11,3,0,6,0,0,0,0,3,7,0,3,3,3,5,5,8,14,22,3,6,7,4,0,3,3,8,13,12,10,18,3,0,3,23,18,41,8,5,10,0,5,3,0,3,3,3,3,11,4,0,5,18,19,37,4,3,3,5,5,11,0,4,8,0,0,3,3,3,3,15,16,32,0,0,3,3,3,8,0,0,3,5,4,8,0,0,3,14,7,23,3,0,8,0,3,3,0,4,4,5,6,9,0,0,0,6,13,26,6,0,7,3,0,4,3,3,5,3,0,5,0,5,5,15,9,27,3,4,8,0,0,0,0,0,5,5,3,3,4,0,4,15,9,19,0,4
5114529,0,4,4,0,0,0,3,0,5,3,3,6,3,4,3,9,8,24,3,0,8,7,0,5,0,3,0,3,3,3,0,3,3,9,9,22,4,3,8,4,0,6,3,0,6,6,5,10,0,3,3,15,13,29,0,3,3,3,3,3,0,0,6,0,0,3,3,3,5,9,13,22,0,3,3,3,0,7,3,4,6,5,0,5,3,0,3,20,9,26,3,3,3,0,4,4,0,0,0,9,3,10,3,0,7,18,14,34,7,4,10,3,3,3,0,3,3,0,0,0,0,4,5,16,16,31,3,0,4,0,0,3,3,0,7,3,3,7,7,0,4,17,9,25,0,0,0,3,4,6,0,6,7,5,3,6,7,4,6,9,18,27,0,3,3,0,4,4,3,3,5,3,0,6,0,0,5,9,11,19,0,3,3,0,5,5,5,0,3,3,3,7,0,3,7,9,10,24,0,0
5114530,7,0,3,7,5,6,3,0,5,3,3,3,6,3,11,26,15,37,0,3,3,0,3,7,3,0,3,0,3,6,0,3,3,9,13,26,3,6,10,3,0,0,0,0,3,3,0,4,3,0,3,11,9,23,4,4,6,3,0,4,0,0,0,0,0,0,4,4,10,13,12,24,5,6,11,3,7,11,4,10,13,9,12,22,11,7,19,42,46,87,6,4,18,8,10,14,14,11,27,16,6,23,13,12,25,54,47,105,13,7,12,12,11,20,6,12,18,6,12,13,9,3,10,39,34,75,10,10,15,4,9,17,5,10,13,8,5,14,8,3,10,30,41,70,8,4,10,6,3,7,0,3,4,3,3,12,3,0,3,16,16,35,0,5,4,0,0,3,3,3,5,0,4,9,3,5,7,12,23,28,4,3,3,3,3,3,0,3,3,0,7,12,0,0,0,9,16,28,0,4
5114531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5114601,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,5,12,0,0,3,0,3,5,3,0,3,3,4,8,3,3,4,11,8,23,4,3,4,0,0,3,3,3,3,0,0,3,4,0,4,16,7,23,3,0,3,4,0,5,3,0,6,0,3,6,3,5,6,15,8,25,8,0,7,0,5,7,4,6,12,8,0,8,5,8,12,20,15,40,8,3,5,0,0,3,6,3,8,8,3,11,0,3,3,19,12,27,3,3,7,0,3,3,0,3,3,0,0,3,0,0,3,4,12,14,3,0,4,0,0,0,0,3,3,0,0,3,0,0,0,9,8,12,0,0,3,3,0,6,3,3,3,3,3,4,3,0,4,11,12,22,0,3,4,0,3,4,0,0,3,4,11,10,7,3,14,16,15,32,0,4,4,0,0,0,3,5,7,0,9,6,0,4,3,7,18,26,0,5
5114602,0,4,8,3,5,9,0,0,0,0,0,4,0,0,6,4,12,20,3,0,3,0,3,3,0,0,3,0,0,8,0,7,7,8,14,18,0,0,3,3,0,3,3,0,9,3,7,8,6,9,18,20,22,41,15,10,22,11,10,19,9,6,19,8,0,6,5,0,3,45,26,71,12,0,15,10,5,20,13,5,20,5,0,7,10,4,12,52,22,65,7,0,12,3,7,10,7,5,11,4,0,4,10,3,11,29,20,49,6,8,13,4,6,17,3,3,11,5,7,9,4,0,3,26,20,46,3,3,11,0,5,10,3,0,8,0,4,3,3,0,7,10,17,27,7,3,11,3,3,8,4,0,4,3,5,5,3,0,3,18,9,26,3,3,3,0,0,0,3,3,10,0,3,4,4,3,3,9,12,26,0,7,9,0,0,0,0,0,0,3,3,3,3,3,8,10,12,20,3,0
5114603,4,0,5,4,0,7,0,0,6,0,0,0,4,0,4,10,3,20,5,3,10,0,3,5,3,0,3,0,7,10,0,3,3,15,14,32,0,3,8,6,0,6,3,0,3,0,0,0,0,0,0,9,9,16,0,4,5,0,0,3,0,0,3,0,0,3,4,0,5,8,6,21,4,0,3,3,5,7,6,3,6,6,3,5,3,0,3,20,14,30,0,3,8,7,4,13,4,3,8,3,0,5,6,0,9,21,13,29,0,3,3,4,3,8,3,4,5,0,0,0,3,5,8,10,19,28,0,3,3,0,4,4,4,3,6,3,4,8,4,0,3,9,12,24,0,0,0,3,0,6,4,3,7,0,0,6,5,0,3,17,5,19,4,0,4,0,0,3,0,3,3,3,3,5,3,0,4,6,11,16,4,3,3,0,0,3,0,3,3,0,0,0,3,0,3,8,4,16,0,3
5114604,3,5,4,0,4,3,3,4,7,0,0,0,5,3,4,12,15,24,0,5,5,0,0,0,5,3,8,3,3,7,0,3,6,8,12,25,3,0,3,4,4,8,0,0,7,4,8,7,0,0,3,15,17,27,9,0,9,7,3,11,4,3,4,6,12,20,10,12,17,32,28,59,17,3,18,10,4,15,8,6,16,4,8,12,7,0,11,52,22,77,8,3,9,3,0,3,3,4,9,8,5,10,3,5,8,25,14,40,5,0,6,9,7,13,3,3,8,4,4,4,3,7,10,26,18,42,0,5,3,0,4,4,4,0,8,3,4,6,3,5,4,8,18,30,5,0,7,3,4,14,0,6,4,0,7,8,6,9,9,14,23,42,4,4,7,3,0,3,5,3,5,9,5,6,0,0,4,22,14,28,3,0,8,3,3,8,12,6,17,4,4,5,0,4,8,17,20,35,0,0
5114605,0,0,3,3,4,3,4,3,3,0,0,3,4,0,4,8,6,18,0,0,0,0,3,3,3,0,3,0,4,0,5,0,5,7,3,14,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,3,3,12,0,3,3,0,3,6,7,4,13,13,11,24,27,11,38,51,33,78,16,15,38,21,20,40,15,9,24,13,4,21,11,3,17,79,53,133,7,4,8,13,5,20,10,3,12,5,4,12,4,3,7,37,23,60,4,11,14,9,0,9,3,0,5,3,0,3,4,3,9,19,14,34,3,3,3,4,3,4,3,0,0,3,3,5,3,0,5,13,16,28,3,0,3,0,3,7,0,0,3,0,0,3,0,3,3,5,6,18,6,3,5,0,4,4,3,0,8,0,7,10,0,4,4,13,16,25,4,3,3,4,0,4,3,0,5,0,5,10,0,3,4,16,15,28,3,0
5114606,5,0,4,4,0,10,0,0,0,7,0,7,0,4,7,16,8,24,0,0,3,3,3,6,0,3,3,3,0,3,0,0,0,13,8,18,6,0,6,0,4,3,3,4,4,0,3,5,3,5,13,16,13,32,5,0,9,3,3,6,3,3,12,3,4,4,0,0,5,15,23,41,4,3,3,6,7,11,3,0,5,3,5,3,0,3,3,15,20,31,0,5,5,3,0,3,0,0,4,0,0,3,0,0,0,9,9,17,0,0,5,0,0,0,0,3,0,3,0,3,0,4,6,8,4,14,0,0,0,3,0,4,0,8,4,0,5,4,0,3,3,11,14,21,3,3,10,3,3,6,0,0,3,0,5,3,6,3,8,9,17,29,7,3,9,3,7,5,5,0,3,9,4,11,3,3,7,16,18,38,3,3,5,5,7,12,4,8,9,4,4,11,4,0,5,16,21,36,3,6
5114607,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,4,10,5,0,5,5,0,4,0,0,3,3,3,4,3,0,4,12,8,23,0,3,5,5,0,6,4,0,6,6,0,6,3,4,4,19,5,27,7,0,8,4,0,4,8,3,6,7,3,8,3,0,4,20,8,31,4,8,12,3,0,3,0,0,3,0,4,5,0,0,3,14,11,23,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,4,0,4,0,0,0,0,4,4,5,10,11,0,0,0,0,0,3,4,0,9,0,0,0,0,0,4,11,5,14,0,5,5,4,4,4,3,0,3,0,0,0,0,0,4,5,10,16,0,0,0,0,4,4,4,3,8,3,12,13,8,7,12,16,21,43,4,3,8,0,0,0,0,0,3,3,3,7,0,3,5,11,11,16,0,0
5114608,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,4,5,0,3,3,0,0,0,0,5,8,7,27,39,33,33,70,46,68,113,26,27,53,14,29,42,7,6,21,10,10,17,9,10,13,62,80,146,7,5,12,9,3,11,4,4,6,0,4,3,0,3,3,16,18,35,0,0,0,4,0,8,0,3,3,0,0,3,4,0,4,10,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,3,0,3,4,0,0,0,0,0,0,4,6,9,3,0,3,0,0,0,0,4,3,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3
5114609,3,0,3,0,3,3,4,0,3,0,0,0,4,3,5,12,9,17,0,5,4,4,0,7,0,0,0,0,0,3,0,0,3,5,9,18,0,0,0,4,3,5,3,0,3,0,0,0,3,0,3,10,3,12,0,3,3,0,0,3,3,0,3,4,3,6,0,3,3,5,13,21,5,8,9,3,3,6,5,3,3,3,3,4,0,0,3,18,15,31,6,0,10,8,5,8,3,0,0,0,3,0,0,3,3,17,11,26,0,4,4,0,3,4,4,3,8,3,0,6,0,0,3,12,12,26,0,0,0,5,3,6,0,0,0,0,4,4,0,3,7,3,14,17,3,3,4,0,0,3,0,3,3,0,4,3,7,0,9,14,10,26,0,0,0,3,3,4,0,0,0,0,5,5,0,3,3,3,8,12,0,0,4,0,3,5,0,0,0,3,3,3,0,0,0,8,8,17,0,0
5114610,0,0,0,3,0,4,0,3,6,3,3,5,0,0,0,15,10,21,0,3,4,3,3,8,0,0,3,0,3,3,0,0,0,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,12,9,3,3,3,3,0,4,0,4,5,3,3,12,6,6,15,22,23,47,8,3,13,3,7,15,3,5,4,12,4,20,4,3,7,36,24,57,6,3,7,3,0,3,7,3,4,3,0,3,4,0,3,20,11,32,3,6,4,3,3,3,0,3,7,9,0,7,4,4,8,16,13,30,0,0,0,3,0,3,0,0,0,0,3,3,4,0,3,4,9,15,0,3,3,0,0,0,0,0,3,0,3,3,4,0,6,4,8,10,0,3,3,0,0,3,4,3,6,3,3,4,0,0,0,11,11,18,3,0,3,3,4,5,3,3,7,3,3,4,3,0,4,9,13,27,3,3
5114611,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,7,3,5,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,10,3,8,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,3,0,0,0,8,0,8,0,0,0,8,8,15,3,9,12,0,6,11,5,4,11,3,3,9,5,0,5,23,26,42,6,0,6,3,3,3,3,4,6,0,3,3,4,0,3,16,8,26,0,0,0,0,0,0,4,0,4,0,3,4,0,3,3,4,9,12,3,0,5,0,0,0,3,0,3,0,0,0,0,0,0,3,6,9,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,0,0,0,0,3,3,0,3,3,5,0,8,5,8,13,0,0
5114612,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,6,4,7,0,0,0,8,0,8,3,6,8,0,0,7,0,9,9,10,17,21,3,3,4,4,4,11,3,3,3,4,0,4,3,3,3,11,13,27,0,0,3,0,0,4,5,4,10,3,6,8,4,6,10,13,18,38,3,4,4,9,3,12,3,3,9,7,7,11,3,4,5,20,17,35,0,3,3,10,0,5,3,0,5,0,0,0,0,3,3,9,10,21,3,3,6,3,0,3,3,3,5,0,3,3,0,0,0,8,7,16,0,0,5,0,0,6,3,0,5,0,0,0,0,0,0,6,9,14,4,3,6,0,4,5,4,5,7,3,0,3,3,0,3,11,14,24,5,0,3,6,3,7,3,3,4,7,8,6,3,3,5,19,12,30,3,6,10,0,3,6,3,3,7,3,6,8,9,10,15,19,23,43,4,8
