SA1_7DIGITCODE_2016,Age_yr_0_M,Age_yr_0_F,Age_yr_0_P,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_3_M,Age_yr_3_F,Age_yr_3_P,Age_yr_4_M,Age_yr_4_F,Age_yr_4_P,Age_yr_0_4_M,Age_yr_0_4_F,Age_yr_0_4_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P,Age_yr_6_M,Age_yr_6_F,Age_yr_6_P,Age_yr_7_M,Age_yr_7_F,Age_yr_7_P,Age_yr_8_M,Age_yr_8_F,Age_yr_8_P,Age_yr_9_M,Age_yr_9_F,Age_yr_9_P,Age_yr_5_9_M,Age_yr_5_9_F,Age_yr_5_9_P,Age_yr_10_M,Age_yr_10_F,Age_yr_10_P,Age_yr_11_M,Age_yr_11_F,Age_yr_11_P,Age_yr_12_M,Age_yr_12_F,Age_yr_12_P,Age_yr_13_M,Age_yr_13_F,Age_yr_13_P,Age_yr_14_M,Age_yr_14_F,Age_yr_14_P,Age_yr_10_14_M,Age_yr_10_14_F,Age_yr_10_14_P,Age_yr_15_M,Age_yr_15_F,Age_yr_15_P,Age_yr_16_M,Age_yr_16_F,Age_yr_16_P,Age_yr_17_M,Age_yr_17_F,Age_yr_17_P,Age_yr_18_M,Age_yr_18_F,Age_yr_18_P,Age_yr_19_M,Age_yr_19_F,Age_yr_19_P,Age_yr_15_19_M,Age_yr_15_19_F,Age_yr_15_19_P,Age_yr_20_M,Age_yr_20_F,Age_yr_20_P,Age_yr_21_M,Age_yr_21_F,Age_yr_21_P,Age_yr_22_M,Age_yr_22_F,Age_yr_22_P,Age_yr_23_M,Age_yr_23_F,Age_yr_23_P,Age_yr_24_M,Age_yr_24_F,Age_yr_24_P,Age_yr_20_24_M,Age_yr_20_24_F,Age_yr_20_24_P,Age_yr_25_M,Age_yr_25_F,Age_yr_25_P,Age_yr_26_M,Age_yr_26_F,Age_yr_26_P,Age_yr_27_M,Age_yr_27_F,Age_yr_27_P,Age_yr_28_M,Age_yr_28_F,Age_yr_28_P,Age_yr_29_M,Age_yr_29_F,Age_yr_29_P,Age_yr_25_29_M,Age_yr_25_29_F,Age_yr_25_29_P,Age_yr_30_M,Age_yr_30_F,Age_yr_30_P,Age_yr_31_M,Age_yr_31_F,Age_yr_31_P,Age_yr_32_M,Age_yr_32_F,Age_yr_32_P,Age_yr_33_M,Age_yr_33_F,Age_yr_33_P,Age_yr_34_M,Age_yr_34_F,Age_yr_34_P,Age_yr_30_34_M,Age_yr_30_34_F,Age_yr_30_34_P,Age_yr_35_M,Age_yr_35_F,Age_yr_35_P,Age_yr_36_M,Age_yr_36_F,Age_yr_36_P,Age_yr_37_M,Age_yr_37_F,Age_yr_37_P,Age_yr_38_M,Age_yr_38_F,Age_yr_38_P,Age_yr_39_M,Age_yr_39_F,Age_yr_39_P,Age_yr_35_39_M,Age_yr_35_39_F,Age_yr_35_39_P,Age_yr_40_M,Age_yr_40_F,Age_yr_40_P,Age_yr_41_M,Age_yr_41_F,Age_yr_41_P,Age_yr_42_M,Age_yr_42_F,Age_yr_42_P,Age_yr_43_M,Age_yr_43_F,Age_yr_43_P,Age_yr_44_M,Age_yr_44_F,Age_yr_44_P,Age_yr_40_44_M,Age_yr_40_44_F,Age_yr_40_44_P,Age_yr_45_M,Age_yr_45_F,Age_yr_45_P,Age_yr_46_M,Age_yr_46_F,Age_yr_46_P,Age_yr_47_M,Age_yr_47_F,Age_yr_47_P,Age_yr_48_M,Age_yr_48_F,Age_yr_48_P,Age_yr_49_M,Age_yr_49_F,Age_yr_49_P,Age_yr_45_49_M,Age_yr_45_49_F,Age_yr_45_49_P,Age_yr_50_M,Age_yr_50_F,Age_yr_50_P,Age_yr_51_M,Age_yr_51_F,Age_yr_51_P,Age_yr_52_M,Age_yr_52_F,Age_yr_52_P,Age_yr_53_M,Age_yr_53_F,Age_yr_53_P,Age_yr_54_M,Age_yr_54_F,Age_yr_54_P,Age_yr_50_54_M,Age_yr_50_54_F,Age_yr_50_54_P,Age_yr_55_M,Age_yr_55_F
5107902,0,0,3,3,3,8,3,0,3,4,3,4,0,4,9,13,8,26,0,3,7,0,4,4,4,5,10,3,0,9,0,3,3,17,23,31,5,5,9,6,0,8,5,7,12,10,7,14,3,7,7,23,15,44,0,4,7,4,3,10,3,7,9,0,0,0,0,9,7,12,20,31,4,3,7,4,7,11,3,0,5,10,3,7,0,9,4,24,18,39,0,0,3,0,0,0,3,3,7,3,0,3,3,3,6,10,7,24,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,6,0,8,0,4,9,3,3,8,0,3,3,3,3,5,6,3,5,14,17,27,0,4,5,0,0,0,3,0,4,3,3,4,3,3,12,15,14,24,3,8,9,4,8,15,10,0,10,3,3,9,4,5,9,23,23,45,0,5,5,4,7,10,4,6,9,8,3,10,3,5,13,22,31,48,5,0
5107903,0,4,4,0,3,3,3,0,3,0,6,6,0,0,3,3,15,17,6,3,8,0,6,6,0,0,3,3,3,10,4,0,4,14,9,21,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,5,3,7,0,0,0,0,0,0,0,4,5,3,0,4,0,5,10,5,10,17,0,0,0,3,0,5,3,0,3,4,0,5,0,0,0,5,6,15,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,3,9,11,0,0,0,0,4,4,0,0,0,0,0,0,4,0,3,5,4,11,0,3,3,0,0,0,0,0,3,0,3,3,0,0,5,8,9,14,0,3,3,0,3,4,0,0,0,0,3,0,0,0,0,5,4,10,0,0,3,0,5,5,0,0,0,5,3,7,3,0,8,10,10,19,4,0,7,5,0,3,3,3,3,0,5,5,0,0,4,12,10,24,0,3
5107904,5,0,3,9,3,8,3,0,3,5,0,3,3,7,11,19,12,35,9,3,10,4,0,4,4,3,8,0,3,4,0,4,3,17,11,30,6,6,7,3,3,4,3,3,9,0,0,0,4,0,5,15,10,27,5,0,7,0,6,3,0,3,5,4,3,7,0,0,3,13,16,26,3,3,7,0,3,4,0,0,4,0,0,0,5,0,4,10,9,23,0,0,0,0,0,0,0,0,0,0,3,3,3,5,4,5,3,14,4,5,13,7,6,4,0,3,4,0,3,6,6,3,4,16,19,36,3,0,3,4,4,4,3,0,4,0,3,3,3,0,6,12,10,23,0,3,3,0,3,4,9,3,13,4,0,10,3,3,5,17,17,31,0,3,3,0,4,3,7,3,7,6,3,6,0,0,3,9,15,28,5,0,8,0,0,7,5,4,3,0,0,6,6,7,12,17,18,28,3,6
5107905,0,0,6,4,0,5,5,7,13,4,9,7,3,0,5,18,19,42,4,3,5,3,4,7,0,8,11,5,6,7,6,4,5,21,27,43,3,5,12,3,3,7,3,0,6,5,3,5,3,3,8,22,18,42,0,3,3,9,3,13,3,4,8,3,3,5,4,4,8,27,13,37,7,7,9,0,3,5,3,10,13,0,0,0,5,9,14,16,26,41,0,3,9,3,3,3,3,3,9,0,0,0,0,7,7,13,16,26,0,0,3,0,5,5,4,3,3,3,3,8,3,6,12,16,20,30,0,4,3,9,10,16,0,3,6,3,7,12,4,0,9,22,27,49,4,3,10,3,6,7,5,7,6,7,3,8,6,4,16,19,25,50,8,5,10,0,3,7,3,4,7,3,3,6,4,3,10,20,14,36,7,7,10,4,3,7,3,4,10,7,0,7,5,6,7,24,18,45,3,9
5107906,0,3,3,0,8,5,3,0,3,3,3,3,0,4,3,11,13,20,5,5,4,4,3,8,10,0,6,6,6,13,3,4,4,17,16,39,5,4,8,3,3,8,7,8,14,5,0,11,6,0,10,23,21,49,5,3,10,4,4,6,10,4,16,3,7,10,8,9,11,28,25,53,11,7,16,5,6,11,4,5,14,3,0,3,3,3,5,22,26,48,0,0,3,0,7,4,3,3,3,0,0,0,0,0,3,8,12,14,0,0,0,0,4,4,0,5,7,0,3,3,3,4,7,4,14,21,6,0,9,0,0,0,3,0,6,3,3,8,3,3,3,17,11,27,0,3,4,3,0,9,0,3,7,4,4,10,5,3,4,14,17,32,6,3,10,7,7,10,4,3,6,4,8,12,3,3,8,21,25,50,3,7,12,4,3,8,9,14,15,3,5,6,8,6,13,30,30,60,0,7
5107907,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,8,3,16,3,3,6,0,0,3,0,3,3,0,0,0,3,3,4,16,10,20,8,4,12,4,3,9,3,4,9,5,3,4,6,3,5,16,21,38,5,7,14,8,4,8,3,5,8,3,0,3,0,0,3,20,23,41,7,3,4,3,0,3,3,3,7,3,8,7,0,0,0,14,13,27,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,6,0,5,5,3,7,0,0,0,0,0,0,0,0,0,0,0,3,6,11,15,0,3,3,0,0,0,3,0,4,0,4,4,6,4,8,8,8,18,0,5,7,0,7,6,3,0,3,0,0,3,3,5,13,9,20,24,3,4,4,3,6,8,9,3,11,3,0,6,0,5,3,16,15,29,4,7,8,3,3,3,0,0,3,3,4,6,5,5,11,17,18,37,3,7
5107908,3,0,3,0,6,8,0,0,3,3,4,3,0,0,3,5,12,17,0,0,0,4,0,10,0,3,7,3,7,5,4,3,10,15,11,26,3,3,5,3,0,5,3,3,12,3,3,3,7,0,8,20,15,34,6,4,14,3,4,14,0,6,4,7,7,10,7,8,17,23,30,53,3,7,6,5,3,9,8,3,10,3,3,10,5,0,5,21,16,37,0,4,3,7,0,3,0,3,3,0,0,4,0,0,0,7,10,19,0,0,7,4,4,5,0,3,3,0,0,0,0,3,3,6,11,14,0,3,3,5,8,11,0,0,3,0,4,4,3,0,5,12,15,26,4,0,5,7,3,9,0,7,7,0,0,3,3,3,9,18,22,35,0,0,6,6,4,9,3,4,6,7,0,10,7,6,9,19,20,41,3,9,9,0,4,6,3,0,7,6,7,11,3,3,4,19,26,42,4,3
5107909,0,0,0,3,3,6,0,0,0,4,3,5,0,5,5,4,6,17,3,0,3,3,4,9,0,0,3,9,3,10,5,6,12,26,18,36,0,3,3,7,4,16,3,3,5,14,3,15,3,7,10,31,21,52,0,9,10,0,0,0,0,6,6,7,3,6,3,5,8,15,15,34,4,3,4,4,3,3,0,3,3,0,8,9,3,0,6,16,12,29,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,8,4,10,0,0,0,0,0,3,3,0,3,0,0,0,0,3,3,3,6,9,0,0,6,4,3,4,0,0,0,3,0,3,0,5,5,10,10,14,4,3,10,4,9,11,6,6,6,7,3,7,3,4,13,24,28,44,3,10,9,3,5,7,4,3,5,3,9,14,4,3,3,15,23,41,0,0,0,0,10,10,3,5,11,0,10,10,0,5,3,12,21,34,10,3
5107910,3,3,9,6,0,6,5,3,9,4,3,9,4,3,5,21,11,33,7,7,15,4,3,3,10,9,16,4,3,6,3,3,10,30,17,47,4,3,8,3,3,9,0,5,7,3,3,5,6,3,11,22,18,37,4,3,4,4,4,13,0,0,0,4,0,4,4,3,5,12,11,26,4,0,4,0,5,4,0,0,0,3,0,4,0,4,4,9,8,16,0,0,3,0,0,3,4,3,3,4,0,3,0,3,3,8,9,17,3,3,4,3,4,9,0,3,6,4,3,8,3,5,9,18,20,35,5,3,11,5,4,5,3,3,7,7,3,8,3,9,13,18,21,41,3,5,11,0,6,6,3,0,3,10,4,11,0,3,3,20,17,36,3,0,3,3,5,7,4,7,6,0,0,3,3,9,14,15,19,39,3,7,8,5,6,9,3,0,3,4,4,8,0,0,3,19,17,36,3,0
5107911,0,3,8,7,0,8,0,3,3,3,3,3,3,0,3,15,12,29,3,6,10,3,0,3,0,3,3,3,0,7,4,0,3,16,18,26,4,3,4,4,0,3,0,3,3,4,3,5,0,0,3,13,8,23,0,0,3,3,0,3,3,0,4,4,0,3,0,0,0,8,8,19,0,0,4,0,3,0,5,7,6,0,3,4,3,0,7,12,11,26,6,4,8,4,6,3,0,4,3,0,0,0,4,7,7,15,15,29,5,3,8,3,0,6,0,0,6,3,4,5,0,0,4,18,13,32,4,3,9,5,3,5,3,0,3,3,3,8,0,4,6,13,17,29,4,3,6,3,0,3,3,0,3,3,6,10,4,3,5,16,12,26,6,3,8,0,0,0,3,3,6,3,3,9,3,6,4,10,21,31,0,3,3,4,5,8,0,3,3,3,0,3,3,6,11,9,17,31,0,0
5107912,0,4,4,0,4,4,0,5,6,0,3,3,3,0,3,5,14,19,6,0,8,7,5,6,4,3,7,3,3,8,4,4,10,20,17,40,9,3,7,3,9,6,5,3,9,3,6,9,0,3,8,16,19,42,0,5,5,7,3,4,0,0,0,3,0,3,7,6,6,12,12,27,4,6,6,0,3,3,3,0,3,4,0,4,3,3,5,18,12,25,5,5,6,0,0,3,3,5,5,0,3,3,0,0,4,10,17,26,0,3,3,0,0,4,0,0,0,0,6,4,0,3,3,4,11,17,4,5,12,0,6,7,0,5,5,3,3,9,3,4,3,12,27,38,9,0,11,3,3,8,3,7,4,3,3,10,3,8,10,20,17,35,0,4,4,3,3,6,0,7,6,3,6,12,3,0,3,14,19,33,0,0,4,0,5,4,3,9,11,3,4,8,4,5,8,12,23,37,0,0
5107913,3,0,6,0,0,3,3,0,3,7,4,8,0,0,3,16,10,21,3,8,11,0,3,3,0,6,5,0,4,7,5,4,7,15,22,34,3,10,14,0,3,3,0,0,4,3,3,6,0,3,3,10,19,24,3,3,4,5,3,7,3,3,9,3,0,3,0,6,3,17,15,33,3,4,11,0,0,0,3,3,3,0,3,6,4,8,9,13,17,31,5,3,5,3,9,8,5,5,11,3,0,8,4,3,12,30,19,43,0,4,3,7,3,5,0,3,3,3,4,4,5,6,6,12,15,26,3,0,3,0,3,4,0,0,0,0,0,4,0,5,4,7,11,19,5,7,7,0,0,4,0,3,3,0,4,7,0,7,7,16,19,34,9,3,13,8,9,14,3,4,5,0,3,3,5,0,5,22,19,44,5,5,5,3,0,5,0,7,6,4,3,6,0,3,3,10,12,23,0,3
5107914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107915,3,3,4,3,0,3,0,3,7,0,8,10,3,7,8,8,19,32,3,5,6,4,7,9,0,3,3,4,3,5,7,3,11,15,20,40,3,4,10,4,3,10,3,6,8,5,3,6,0,0,6,18,17,35,3,0,6,0,6,8,4,3,9,7,6,7,3,4,4,16,18,36,0,3,7,3,0,3,0,0,3,5,3,5,5,0,6,13,12,20,0,3,3,0,0,8,0,0,3,3,0,6,4,3,7,13,10,23,0,0,0,3,0,3,3,0,3,0,4,4,0,0,0,9,7,18,3,4,6,0,3,11,0,4,3,0,3,5,4,3,4,7,18,23,0,3,8,3,0,7,4,3,4,4,4,6,9,3,13,18,14,34,4,6,14,0,0,3,3,5,9,0,8,6,6,5,13,10,27,43,4,0,3,9,0,9,10,9,19,4,0,3,3,0,9,33,8,40,4,8
5107916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,3,0,4,0,0,0,4,3,5,0,3,3,13,7,19,3,0,0,3,6,7,0,0,0,0,0,0,3,0,3,7,6,16,0,3,3,0,3,4,3,0,3,4,4,9,0,0,0,11,11,22,0,6,5,3,0,4,0,0,4,0,3,3,0,3,3,5,11,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,4,0,0,3,0,0,0,8,0,12,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,6,4,11,0,3,3,0,0,3,0,5,6,0,4,8,0,4,3,7,13,21,3,0,5,0,3,6,3,3,5,4,3,4,0,0,3,8,10,24,0,3,6,0,0,6,7,6,9,0,0,3,3,4,9,15,14,27,0,3
5107917,0,0,4,0,0,3,4,0,3,7,0,7,3,0,7,11,9,16,0,6,6,0,3,3,3,3,11,7,0,6,3,3,8,14,20,31,10,0,12,4,0,5,0,5,4,0,5,7,0,5,5,13,13,31,0,4,3,0,0,3,6,4,5,0,3,3,0,3,6,14,11,25,3,5,5,3,0,6,0,0,0,3,0,3,4,3,3,14,7,18,4,0,3,0,0,0,5,0,5,3,0,3,3,0,3,13,0,14,0,5,5,3,3,7,0,0,4,0,3,3,0,0,3,4,14,19,0,0,0,0,3,3,5,0,5,3,3,4,4,4,10,13,9,19,3,5,4,7,4,7,0,5,5,3,3,4,7,4,7,13,20,29,3,6,6,5,0,6,4,0,9,3,3,3,3,3,3,14,18,27,0,0,3,3,3,3,3,3,7,0,3,4,3,3,4,5,16,24,4,0
5107918,0,0,0,0,0,0,0,4,4,0,0,0,3,0,3,3,4,14,0,3,3,0,3,7,4,0,4,0,0,3,0,0,0,10,10,12,0,0,3,4,0,4,3,0,4,0,3,7,3,0,3,13,4,14,3,0,3,4,3,7,6,3,7,0,0,0,0,0,3,10,10,18,0,4,4,0,0,0,0,4,3,0,0,3,0,0,0,4,5,13,0,3,3,3,5,8,0,0,0,3,0,3,4,4,6,9,13,21,0,5,3,0,0,0,7,0,4,0,3,6,0,0,0,8,9,19,0,3,7,0,3,9,0,0,0,0,3,3,0,4,4,8,12,21,7,0,9,0,0,3,0,0,0,0,0,0,0,3,3,4,8,12,0,6,7,0,0,4,0,3,3,6,0,9,0,3,0,8,14,25,0,4,4,0,4,3,3,0,3,4,3,4,3,3,10,12,14,24,0,4
5107919,0,3,3,0,0,0,0,0,3,0,3,3,0,0,0,3,7,4,4,0,5,0,4,4,3,4,3,7,0,11,0,3,4,16,14,30,0,0,6,0,0,4,4,0,5,0,0,0,3,0,3,11,8,15,4,3,10,0,3,6,0,3,5,0,7,4,0,4,4,8,16,24,3,3,7,3,0,3,0,0,0,3,0,3,0,0,3,8,4,13,0,0,3,0,4,3,0,0,0,6,0,4,0,0,0,6,11,18,0,0,0,0,0,0,4,0,4,4,0,4,0,0,3,6,3,13,3,0,3,0,0,0,0,3,3,0,0,4,3,3,6,7,6,13,3,6,4,0,0,3,4,3,6,3,0,3,0,0,0,11,9,20,0,3,9,0,3,3,0,0,0,4,3,4,3,0,3,10,15,24,0,3,3,0,0,3,0,3,5,0,0,4,4,4,8,10,15,27,3,3
5107920,0,3,3,0,0,0,0,3,3,3,0,3,0,3,3,3,5,14,0,0,0,4,3,7,0,0,0,3,3,7,3,0,6,10,10,20,3,0,3,0,3,5,0,3,3,6,0,3,3,0,3,12,5,14,0,6,6,0,0,0,0,0,3,0,0,0,3,3,3,4,11,18,0,0,0,3,0,3,3,0,3,0,5,5,0,0,0,8,3,13,0,0,0,0,0,0,0,3,4,3,0,3,3,0,3,4,7,11,3,3,6,0,3,0,0,3,3,0,0,0,3,3,3,9,6,13,0,3,3,0,0,0,0,0,0,0,4,3,3,0,5,7,12,14,0,0,4,0,3,0,3,4,4,0,0,4,4,0,3,10,8,18,4,3,3,0,4,4,0,0,0,3,3,4,3,3,7,9,12,15,0,0,0,0,0,0,6,0,3,0,5,5,3,0,3,5,10,16,0,4
5107921,8,3,10,0,0,3,0,4,3,0,0,0,4,0,3,11,8,20,3,0,3,3,4,6,4,0,5,6,3,8,0,0,3,17,12,27,8,5,9,9,3,8,5,10,12,7,6,11,3,4,11,27,23,53,5,7,10,4,0,8,6,9,14,3,4,12,3,3,8,23,25,51,4,3,7,7,0,6,3,3,6,3,3,4,3,0,3,19,9,35,3,0,3,0,3,3,0,3,4,0,0,0,0,0,0,6,5,8,0,3,6,0,0,0,0,3,3,0,0,0,4,6,8,9,14,15,0,6,6,0,0,0,0,3,3,0,0,5,4,3,3,3,10,14,0,3,5,0,5,3,3,7,6,7,0,7,4,8,9,13,18,35,0,5,8,8,7,11,7,4,9,10,0,11,10,9,12,26,24,49,3,9,14,9,0,7,6,12,19,8,3,11,3,3,11,22,32,50,11,10
5107922,5,3,10,5,5,7,0,3,7,3,0,0,3,9,10,14,19,33,0,3,4,9,5,14,0,3,7,0,3,5,3,0,3,19,18,29,0,0,3,0,5,6,5,3,4,0,3,3,3,0,4,8,13,19,3,3,3,3,6,4,4,3,6,5,0,3,0,4,4,12,13,29,6,3,7,4,3,8,3,0,3,0,0,0,0,5,3,12,13,18,0,0,0,0,3,3,0,4,6,9,4,11,3,0,5,9,10,24,3,0,3,4,0,4,0,6,5,0,0,0,3,3,4,17,10,21,0,3,5,3,4,7,6,3,8,5,6,10,4,4,7,11,22,37,3,0,4,5,0,8,0,3,6,3,0,3,3,0,4,11,14,29,4,3,3,4,3,4,3,4,4,0,5,7,0,0,0,9,10,21,6,3,10,3,5,9,3,0,4,6,3,6,3,3,6,21,15,34,3,0
5107923,3,0,7,0,0,0,0,0,0,0,0,0,3,3,7,4,6,15,3,6,7,4,0,4,0,3,4,0,6,7,5,3,9,14,14,27,0,4,7,0,5,5,4,3,5,0,0,3,5,0,7,9,9,22,3,0,5,6,3,4,7,4,7,0,0,0,0,7,7,16,11,23,0,5,5,3,5,11,3,0,3,0,3,4,0,0,0,11,20,30,0,3,4,0,0,3,0,0,0,0,4,4,0,3,3,9,11,22,0,0,4,0,0,4,3,0,3,0,0,0,3,3,5,8,6,17,4,3,9,3,3,3,3,0,3,3,5,8,0,3,0,10,9,21,3,4,7,3,3,4,0,8,4,7,3,6,7,4,8,12,21,32,3,4,9,0,0,3,5,4,8,7,4,12,0,3,3,15,15,31,5,0,10,3,3,5,3,0,5,3,7,13,4,4,7,19,17,36,0,3
5107924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107925,0,0,3,4,7,3,3,5,10,4,7,6,4,0,4,17,17,35,4,8,9,9,5,11,4,3,9,4,7,11,3,5,8,21,30,50,0,3,3,5,3,7,3,9,8,4,3,12,4,4,10,21,21,39,4,0,3,9,8,12,7,0,11,5,6,11,4,0,3,23,19,46,4,3,7,3,7,11,0,7,5,0,0,0,3,0,3,12,15,27,4,3,8,0,0,0,0,4,4,0,4,8,7,3,10,13,17,30,4,0,6,4,4,6,0,0,3,3,6,9,3,3,3,12,17,30,4,4,9,9,5,16,3,9,11,3,4,14,4,5,8,23,28,53,3,7,15,10,4,10,0,5,6,7,6,12,3,7,15,23,27,53,10,3,12,6,0,7,6,7,5,3,3,6,3,4,7,21,20,41,10,0,10,4,3,10,3,3,4,4,3,10,3,0,3,21,11,34,5,3
5107926,4,3,5,0,3,6,3,6,11,9,3,13,0,0,4,17,20,36,9,0,7,3,5,7,0,3,0,3,5,11,10,0,12,19,16,42,8,7,8,4,5,6,0,4,8,3,10,7,0,4,7,17,24,35,3,3,9,6,0,6,3,9,8,7,3,5,0,3,3,14,11,29,0,4,4,3,4,7,0,3,3,3,0,7,6,0,3,12,11,21,0,3,6,0,3,3,0,3,3,4,0,7,0,7,5,12,13,29,0,3,0,3,3,7,0,3,3,5,4,11,0,5,3,10,17,28,3,3,7,3,3,9,0,4,3,3,8,11,7,8,12,17,23,36,5,3,12,4,9,13,4,0,5,4,5,11,4,3,10,24,25,44,0,10,7,9,4,10,6,4,4,7,8,14,10,0,9,27,21,53,5,0,4,3,4,13,0,7,7,0,0,0,8,0,7,12,17,32,3,3
5107927,8,3,10,4,3,4,0,0,3,6,9,12,4,3,6,19,19,34,4,3,9,8,3,4,3,3,9,10,5,9,3,8,6,22,21,39,5,4,5,5,8,13,3,8,13,3,4,5,5,3,9,24,33,49,3,0,3,4,3,11,4,4,9,5,7,12,3,8,12,24,17,42,0,3,3,4,3,7,7,4,7,3,5,10,7,0,7,23,12,30,0,0,0,0,3,9,4,3,3,4,4,7,0,3,4,13,9,24,3,3,4,0,3,3,0,3,3,3,0,3,8,5,16,13,14,33,3,7,13,4,0,5,0,9,6,5,5,8,0,3,5,16,27,39,4,3,8,3,0,5,10,3,12,6,4,9,6,0,9,22,18,38,8,10,12,3,7,9,8,0,6,3,6,10,3,7,15,23,24,47,8,4,8,3,5,14,3,7,12,0,8,6,3,6,10,25,26,47,4,4
5108001,3,0,3,0,0,3,0,3,6,0,0,3,0,0,3,11,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,10,3,5,4,4,4,8,3,5,4,3,0,4,6,0,10,12,16,29,5,3,7,4,0,4,5,4,10,5,6,9,3,4,12,25,16,38,3,5,4,5,4,10,4,3,11,7,0,7,0,0,0,16,10,30,0,3,3,5,0,5,0,3,5,0,0,0,3,0,0,7,6,11,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,7,3,8,0,3,3,0,0,0,0,0,0,6,0,5,0,0,0,6,8,12,0,4,4,0,0,0,0,3,8,0,0,0,3,3,3,0,8,12,6,3,9,4,0,6,4,3,9,3,6,10,3,3,3,18,14,30,6,8,11,6,7,14,3,6,5,0,4,9,8,4,12,24,27,47,0,4
5108002,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,5,4,12,0,3,4,0,3,0,3,5,6,3,0,7,3,3,6,14,14,24,8,3,12,5,0,11,0,0,0,8,3,8,6,3,5,24,13,30,3,5,10,0,4,4,4,6,8,0,3,6,3,3,11,14,29,38,5,3,11,3,3,6,3,0,3,0,0,3,3,0,4,16,9,21,4,0,4,0,0,0,0,0,0,0,3,4,3,5,6,11,4,15,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,6,5,9,0,0,4,3,0,0,3,0,3,0,0,4,0,0,0,5,8,17,0,3,7,3,3,5,0,3,6,4,6,4,3,3,4,14,12,25,3,3,8,3,3,8,6,3,3,0,0,4,0,6,5,15,17,26,0,4,0,3,5,9,4,5,6,0,0,0,3,3,4,10,14,29,3,0
5108003,4,0,3,0,0,0,4,0,6,0,3,4,3,3,3,7,12,23,4,0,4,0,4,5,0,3,3,8,0,5,4,3,5,13,10,26,7,0,8,7,5,8,0,5,7,4,3,4,4,0,3,22,15,36,3,3,6,7,3,7,4,3,5,0,3,5,5,5,5,18,12,31,5,7,9,3,4,6,3,0,3,0,3,3,0,5,5,13,16,28,0,6,11,3,3,5,0,0,4,3,0,4,3,3,6,13,15,27,0,0,0,3,3,8,0,3,3,3,0,3,4,3,4,11,7,14,0,3,3,3,6,6,0,3,3,0,3,3,4,0,3,9,14,23,0,0,0,0,6,8,0,3,3,0,3,7,5,3,13,12,9,26,4,3,8,0,4,3,10,8,12,0,9,8,9,0,11,23,18,36,0,4,7,4,4,4,3,5,4,0,4,4,3,4,7,12,13,28,0,3
