SA1_7DIGITCODE_2016,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_v,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_v,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_v,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_v,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Total_OS_v,P_Total_Total
5110026,3,8,3,3,14,0,0,30,4,3,0,3,4,0,0,17,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,3,68,75,21,34,64,7,0,266
5110027,12,24,11,7,17,15,9,99,3,5,7,4,12,0,5,38,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,430,506,187,141,344,142,27,1772
5110028,3,7,8,3,4,0,0,32,3,3,0,0,3,0,4,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,76,96,38,29,68,10,11,325
5110029,10,3,4,3,9,0,0,34,4,6,4,3,4,0,0,20,4,3,0,0,4,0,0,11,0,0,0,0,0,0,0,0,82,86,30,35,57,8,3,296
5110101,7,14,7,0,0,4,0,28,5,6,0,0,4,0,0,15,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,51,60,26,20,40,16,0,217
5110102,10,6,7,3,4,0,0,27,0,14,3,3,3,3,0,22,0,0,3,0,3,4,0,12,0,0,0,0,0,0,0,0,53,56,31,23,53,10,3,225
5110103,9,33,10,8,21,3,0,82,3,5,10,0,11,0,3,33,3,3,0,4,4,0,0,14,0,0,0,0,0,0,0,5,339,335,89,54,227,53,10,1109
5110104,6,12,10,3,8,3,0,38,5,4,5,0,7,0,0,23,0,3,0,3,3,0,0,10,0,0,0,0,0,0,0,0,88,89,38,27,63,42,7,347
5110105,6,13,4,3,10,0,0,30,0,6,3,0,9,4,0,17,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,58,68,36,38,55,19,0,276
5110108,8,15,4,3,11,0,3,40,0,5,3,5,4,0,0,15,0,3,0,0,5,0,0,14,0,3,0,0,3,0,0,4,88,91,40,35,93,25,6,378
5110109,6,10,3,6,7,3,3,36,0,9,3,10,3,4,0,25,3,0,0,0,3,6,0,12,0,0,0,0,0,0,0,3,70,88,41,47,108,25,3,381
5110110,8,10,3,3,5,3,0,39,0,6,3,6,9,4,3,31,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,0,104,114,46,43,87,33,7,436
5110111,11,5,4,8,16,6,0,53,0,0,0,0,4,0,0,6,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,106,94,47,49,112,38,3,451
5110115,14,10,6,0,5,3,3,45,0,3,3,3,3,3,0,14,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,90,97,28,32,60,34,4,348
5110116,13,16,10,5,17,0,0,60,3,3,7,0,6,0,0,20,3,4,0,0,6,0,0,10,0,0,0,0,0,0,0,0,98,108,42,52,91,26,4,418
5110117,3,6,4,3,9,3,0,39,6,0,0,3,7,4,0,24,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,66,73,16,23,67,33,0,279
5110118,3,0,7,0,9,4,3,27,0,0,0,3,0,3,0,15,0,4,0,4,0,0,0,7,0,0,0,0,0,0,0,0,96,72,35,19,69,37,6,330
5110119,4,14,9,7,6,4,0,40,3,4,0,3,3,0,0,13,4,3,3,3,3,4,0,14,0,0,0,0,0,3,0,3,48,67,34,23,46,19,0,242
5110120,5,12,5,6,15,4,0,41,0,9,4,7,6,3,0,20,0,3,5,0,0,0,0,6,0,0,0,0,0,0,0,0,69,70,34,37,64,23,0,308
5110121,0,3,0,0,7,3,0,13,3,0,0,3,4,4,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,28,37,9,17,51,28,0,175
5110122,4,15,3,3,11,0,3,37,3,8,0,4,11,0,0,26,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,52,94,32,32,84,17,3,313
5110123,10,9,3,5,12,0,0,36,0,3,0,3,3,0,0,15,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,89,97,46,40,84,18,0,366
5110124,4,9,3,0,3,3,0,24,3,3,0,0,7,0,0,22,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,55,66,17,14,63,36,3,253
5110125,6,15,7,3,10,0,0,36,3,3,0,0,0,0,3,11,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,60,66,15,22,48,19,3,236
5110126,7,6,3,0,6,0,0,24,0,0,3,3,4,3,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,56,70,15,15,59,16,0,238
5110127,0,0,0,0,3,6,0,13,3,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,71,60,15,21,80,17,8,264
5110128,6,6,6,4,6,0,0,32,4,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,66,26,15,45,3,3,241
5110129,10,9,3,4,5,0,0,29,3,7,3,9,3,0,0,24,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,75,98,25,33,84,6,15,342
5110130,0,5,0,3,0,0,0,10,0,4,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,70,25,20,33,10,0,224
5110131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7
5110132,10,4,6,0,9,0,7,37,3,6,3,0,4,0,0,19,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,85,83,26,25,51,22,4,295
5110133,4,4,3,0,0,0,3,18,0,0,0,0,4,4,0,9,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,51,53,30,19,80,10,7,251
5110134,7,8,10,4,9,3,0,32,3,9,4,0,12,3,0,26,0,3,0,0,4,3,0,12,0,0,0,0,0,0,0,0,84,80,40,30,96,18,5,348
5110135,11,8,3,0,10,3,0,33,7,7,0,4,13,0,3,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,102,91,39,31,72,20,3,350
5110136,0,9,3,4,0,0,0,20,4,4,3,0,3,0,0,13,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,79,98,22,29,54,21,0,301
5110201,13,9,3,6,10,6,0,48,4,5,0,3,4,3,0,27,0,5,0,5,3,3,0,19,0,0,0,0,0,0,0,0,77,78,28,28,81,28,3,333
5110202,8,11,3,4,14,3,0,48,4,12,6,4,22,3,0,54,3,9,0,0,9,0,0,19,0,0,0,0,0,0,0,0,83,101,29,35,162,34,0,448
5110203,0,15,0,4,10,3,0,36,7,10,0,4,5,0,0,26,0,3,0,0,0,0,0,8,0,0,0,0,5,0,0,4,39,51,21,22,57,18,11,214
5110204,10,15,11,3,14,3,0,55,3,8,6,5,14,0,0,37,0,7,0,6,3,4,0,18,3,0,0,0,0,0,0,3,61,88,36,38,111,21,3,358
5110205,4,14,3,5,10,0,0,32,6,10,3,3,17,0,0,43,3,0,0,0,0,0,0,10,3,0,0,0,4,0,0,4,68,55,21,17,63,10,3,232
5110206,4,10,3,0,10,0,0,34,5,0,0,0,14,3,0,22,3,3,0,0,7,3,0,17,0,0,0,0,0,0,0,0,54,42,17,14,58,22,0,210
5110207,4,12,3,7,12,0,0,42,5,5,10,0,3,4,0,23,5,3,3,0,4,0,0,14,3,0,4,0,0,0,0,9,65,70,39,23,77,15,0,291
5110208,7,3,4,3,10,0,0,32,3,3,3,3,8,3,0,27,0,0,3,4,3,3,0,9,0,0,0,0,0,0,0,0,62,60,31,46,106,28,3,336
5110209,6,8,11,4,9,3,0,50,3,9,3,3,14,3,0,28,0,0,0,0,8,0,0,10,0,0,0,0,3,0,0,4,48,49,22,21,73,9,0,226
5110210,4,15,3,3,5,9,0,30,0,10,3,6,10,0,0,30,3,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,38,50,20,26,62,15,0,207
5110211,10,11,0,5,11,3,0,36,3,8,4,6,3,3,0,27,0,3,3,0,3,3,0,12,0,0,0,0,0,0,0,0,62,72,24,39,76,28,0,304
5110212,9,5,0,3,10,7,0,37,8,9,3,8,11,4,0,34,4,6,0,5,0,6,0,17,0,0,0,0,0,0,0,4,72,70,29,27,97,45,3,332
5110213,3,0,3,0,8,0,0,17,0,6,3,0,3,0,0,18,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,75,80,22,22,93,12,3,310
5110214,7,15,3,11,14,0,0,48,6,10,3,0,9,0,0,32,3,5,0,0,3,3,0,14,0,0,0,0,0,0,0,3,74,95,37,33,102,10,5,359
5110215,3,3,5,8,17,3,0,41,3,9,4,0,17,7,0,44,0,0,0,0,3,3,0,12,0,0,0,0,3,0,0,4,55,53,30,21,102,30,3,301
5110216,12,4,12,10,12,0,0,52,8,8,7,6,11,4,0,41,3,0,0,0,15,0,0,15,0,0,0,0,3,0,0,3,66,71,44,25,110,22,0,340
5110217,7,6,0,3,4,3,0,32,0,3,0,3,7,3,0,25,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,55,47,21,15,71,28,3,231
5110218,7,15,3,5,13,3,0,46,3,4,5,5,12,4,0,34,5,10,3,0,4,3,0,26,3,0,0,0,0,0,0,3,69,89,31,43,129,32,4,398
5110219,11,14,5,3,13,5,0,55,7,10,7,4,12,4,0,48,3,0,3,0,8,0,0,12,0,0,0,0,0,0,0,0,91,96,36,35,143,39,0,449
5110220,11,19,3,0,20,9,0,63,4,13,10,4,12,5,0,45,0,3,9,3,8,6,0,24,0,0,0,0,3,0,0,3,78,94,47,32,110,30,3,397
5110221,3,3,3,3,8,0,0,19,3,3,0,0,7,0,0,19,0,0,3,0,4,7,0,12,0,0,0,0,3,0,0,3,38,40,15,28,65,32,0,221
5110222,8,9,3,6,19,7,0,46,6,0,6,3,12,3,0,25,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,4,67,61,28,31,130,37,0,353
5110303,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7
5110304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110306,3,15,0,0,4,3,0,30,4,3,3,3,0,0,0,18,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,90,91,29,27,73,10,4,327
5110307,11,15,5,0,5,0,0,37,0,3,0,4,0,0,0,7,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,73,67,35,17,63,11,3,271
5110308,3,7,10,3,16,3,0,38,0,5,3,4,12,3,0,24,4,0,5,0,9,0,0,17,0,3,0,0,3,0,0,5,117,98,46,40,110,28,0,441
5110309,13,6,6,3,7,0,0,30,7,13,6,9,6,3,0,39,0,3,0,0,4,0,0,7,0,0,0,0,3,0,0,4,65,84,39,27,50,9,0,273
5110310,8,17,6,0,5,3,0,36,0,3,0,0,4,0,0,7,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,74,84,34,24,96,7,0,316
5110311,10,12,4,0,3,0,0,24,0,0,0,0,3,0,0,8,0,3,0,0,5,0,0,8,0,0,0,0,3,0,0,3,75,66,22,16,51,0,6,238
5110312,6,12,8,3,5,0,0,36,0,7,3,3,4,0,0,20,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,97,77,42,28,53,9,3,313
5110313,17,17,11,0,10,3,0,55,7,3,3,5,3,0,0,25,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,5,106,99,52,26,77,13,3,369
5110314,11,20,8,8,21,8,0,71,8,15,12,4,21,16,0,70,3,3,0,4,8,3,3,25,0,0,0,0,4,0,0,8,112,126,54,53,130,47,8,517
5110315,5,22,6,10,6,0,0,50,6,9,9,3,16,0,0,35,0,3,5,0,3,0,0,9,0,0,0,0,0,0,0,0,119,118,58,34,96,22,0,449
5110316,7,19,11,6,5,0,0,44,7,12,9,11,24,9,0,61,0,3,3,5,10,0,0,28,0,3,0,0,0,0,0,6,63,88,42,30,78,17,0,319
5110317,0,3,0,0,0,4,0,12,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,3,0,25,0,54
5110318,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,6,0,20
5110319,7,15,9,3,8,0,3,47,3,3,4,3,4,0,4,22,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,86,76,41,27,84,20,9,344
5110320,3,9,8,3,8,3,0,31,0,8,3,0,7,3,0,17,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,43,72,27,14,57,15,0,223
5110321,4,21,9,5,9,0,3,50,3,4,5,0,8,0,0,22,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,76,96,49,42,53,6,3,327
5110322,10,22,3,7,19,0,0,58,7,13,5,6,8,0,0,38,0,3,0,3,4,0,0,10,0,0,0,0,3,0,0,3,84,100,41,42,81,5,4,347
5110323,3,6,5,0,8,0,0,23,10,9,10,6,17,0,0,49,17,35,19,26,67,10,0,171,7,8,7,4,72,8,0,107,57,85,43,47,187,24,0,447
5110324,6,21,5,0,10,3,0,47,7,11,6,4,15,0,0,45,0,4,0,0,4,0,0,11,0,0,0,0,0,0,0,3,116,138,55,34,91,43,4,491
5110326,11,11,7,4,7,0,4,45,8,4,9,0,3,0,0,24,0,3,3,3,3,0,0,11,0,0,0,0,0,0,0,0,117,103,46,44,115,12,4,452
5110328,6,8,7,3,11,0,0,46,4,0,0,0,0,0,0,5,0,3,0,4,3,0,0,16,0,0,0,0,0,0,0,0,66,75,32,34,56,18,6,276
5110329,12,15,10,7,6,0,3,52,0,3,0,5,3,0,0,12,4,5,3,0,9,4,0,20,0,0,0,0,0,0,0,0,84,95,45,39,91,17,3,380
5110334,6,17,10,5,4,0,0,48,4,3,7,3,9,3,0,27,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,121,120,54,37,107,28,0,472
5110335,8,10,6,0,10,0,0,33,0,3,3,3,8,0,0,19,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,86,106,41,29,75,14,0,343
5110336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110337,5,8,9,6,11,0,0,35,4,10,3,3,4,0,3,26,0,4,3,3,4,3,0,17,0,0,0,0,0,0,0,0,85,102,44,35,81,4,8,369
5110338,8,12,5,7,8,0,0,36,3,5,3,4,3,0,0,25,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,97,94,40,31,65,12,4,346
5110339,9,11,5,0,3,0,0,29,3,10,3,0,4,0,3,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,110,121,50,33,81,28,4,428
5110340,0,3,4,3,3,3,0,18,3,3,4,3,3,0,0,16,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,46,55,24,30,39,16,0,212
5110341,8,17,10,4,12,0,0,50,3,0,6,0,5,0,0,18,0,3,0,0,12,0,0,19,0,0,0,0,0,0,0,0,103,84,44,32,127,10,5,403
5110342,3,5,3,0,7,0,0,20,3,4,3,3,4,0,0,18,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,73,70,45,25,61,3,3,283
5110343,5,21,4,3,5,0,5,45,0,0,0,0,3,0,0,11,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,133,144,56,34,102,17,16,496
5110344,18,22,11,8,23,0,8,84,0,13,6,3,17,5,0,48,5,6,3,0,3,0,0,13,0,0,0,0,0,0,0,0,139,179,61,45,141,27,19,611
5110345,0,8,3,0,7,0,0,23,0,0,0,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,80,27,20,60,13,3,253
5110346,6,10,6,3,6,4,0,41,4,3,0,0,0,0,0,13,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,101,127,34,38,75,14,6,393
5110347,7,0,8,3,13,0,0,33,3,3,4,4,3,0,0,14,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,88,89,47,40,90,12,7,373
5110348,14,11,7,0,14,4,0,54,3,0,0,0,6,0,0,14,3,3,3,0,3,0,0,12,0,0,0,0,0,0,0,0,124,108,34,37,140,16,3,467
5110349,11,18,9,7,13,3,0,52,4,6,0,3,7,4,0,20,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,135,141,53,48,100,45,5,522
5110350,3,4,3,3,5,0,4,17,3,4,3,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,87,81,36,21,41,12,4,283
5110351,5,10,5,3,8,6,0,32,3,8,0,0,4,0,0,22,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,68,69,25,20,91,16,0,291
5110352,16,20,8,5,15,7,4,64,3,4,0,0,10,0,0,22,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,121,148,62,60,125,27,4,548
5110353,4,12,9,3,7,0,0,35,3,12,5,3,7,0,0,26,0,0,0,0,3,3,0,11,0,0,0,0,4,0,0,4,68,102,47,28,84,8,4,345
5110354,3,10,6,3,11,0,3,39,0,3,0,0,10,0,3,18,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,77,101,40,32,115,33,8,409
5110355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110356,7,6,5,0,7,3,8,37,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,141,177,58,44,96,25,12,553
5110357,16,15,7,0,14,5,3,58,0,6,6,0,3,0,0,18,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,177,205,89,66,108,25,3,674
5110358,6,0,4,0,3,0,4,18,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,76,22,13,67,4,7,243
5110359,3,15,4,0,10,0,0,37,8,13,5,7,9,0,0,37,0,3,7,0,5,0,0,18,0,0,0,0,0,0,0,0,111,129,55,41,88,14,3,438
5110360,4,14,0,0,3,6,0,28,4,10,9,7,12,8,0,49,8,12,8,7,11,5,0,45,0,0,0,0,0,0,0,0,42,53,34,30,38,35,0,236
5110361,3,7,4,0,7,0,0,30,0,3,0,0,5,0,0,9,3,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,67,64,19,17,82,3,0,250
5110362,3,9,0,0,7,0,0,20,3,0,3,0,0,0,3,14,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,69,98,28,22,101,14,6,334
5110363,7,7,4,4,5,0,3,28,3,0,0,3,0,0,3,15,0,3,3,0,3,3,0,15,0,0,0,0,0,0,0,0,60,71,24,20,45,0,4,219
5110364,15,31,6,6,7,4,0,68,5,10,6,4,10,3,0,38,4,0,4,0,0,0,0,7,0,0,0,0,0,0,0,4,134,125,43,47,78,16,3,446
5110365,5,9,0,6,6,0,0,32,3,3,5,0,6,7,0,20,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,92,89,29,31,96,16,3,364
5110366,5,13,5,3,8,0,0,31,0,3,4,0,5,0,0,8,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,88,85,49,31,65,7,0,319
5110401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5110402,4,8,3,0,10,0,0,31,0,4,4,4,13,0,0,20,0,0,0,0,0,3,0,7,0,0,0,0,4,0,0,4,59,63,18,17,64,21,0,238
5110403,13,18,15,11,24,10,3,83,7,11,10,5,12,7,4,60,6,6,6,3,19,7,0,45,0,3,4,0,3,0,0,13,89,94,55,38,135,49,4,468
5110404,7,15,11,4,18,3,0,52,3,8,10,6,17,3,0,47,0,3,7,0,6,0,0,21,0,3,0,0,0,0,0,0,60,84,45,27,88,20,0,324
5110405,15,12,13,0,24,6,0,70,5,6,6,6,17,5,0,53,5,3,4,4,42,6,0,65,0,0,0,0,90,4,0,94,84,91,47,35,231,36,0,524
5110406,5,13,6,4,11,0,0,41,8,13,4,3,11,6,0,36,3,3,0,0,14,0,0,20,0,3,0,0,7,0,0,15,42,62,38,19,68,9,0,235
5110407,16,12,7,0,18,0,0,52,0,10,3,0,7,0,0,26,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,95,82,36,26,132,11,3,378
5110408,5,13,6,4,10,3,0,49,7,4,10,5,3,0,0,28,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,61,71,32,25,66,17,3,272
5110409,8,18,7,3,13,4,0,51,6,13,3,9,11,0,0,43,3,3,0,3,3,0,0,13,0,0,0,0,3,0,0,4,48,69,31,33,84,24,0,296
5110410,14,12,4,3,13,3,0,41,7,18,4,8,15,3,0,48,0,3,6,0,7,5,0,31,0,0,3,0,3,0,0,6,82,85,45,23,89,22,3,348
5110411,9,25,9,0,14,3,0,57,3,5,4,4,7,3,0,33,4,7,0,0,13,3,0,20,0,0,0,0,0,0,0,3,50,94,48,28,90,15,3,330
5110412,12,3,5,0,12,0,0,31,8,11,3,0,14,0,0,38,6,3,0,0,3,0,0,14,0,0,0,0,3,0,0,9,91,72,32,10,97,12,5,315
5110413,5,15,11,4,13,0,0,48,9,7,0,4,12,3,0,29,0,3,3,0,4,3,0,13,0,0,0,0,0,0,0,0,72,61,37,26,129,22,0,351
5110414,12,7,3,7,6,3,6,47,0,3,3,3,7,0,3,22,0,7,0,3,0,0,0,12,0,0,0,0,3,0,0,5,67,62,38,21,78,30,5,307
5110415,10,15,5,0,15,4,0,47,4,4,0,0,6,0,0,17,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,100,105,40,34,136,29,0,451
5110416,10,13,15,3,14,5,0,52,8,7,3,10,9,0,0,44,4,6,3,0,5,0,0,18,0,0,0,0,0,4,0,8,95,116,52,36,100,30,3,431
5110417,5,15,3,10,15,6,0,50,3,3,3,4,9,3,0,21,0,0,0,3,0,18,0,27,0,0,0,0,0,21,0,21,72,76,29,22,85,47,0,337
5110418,6,9,4,3,10,4,0,41,3,0,3,3,5,3,0,19,0,0,3,0,5,0,0,7,0,0,0,0,0,0,0,0,77,68,27,27,76,8,7,292
5110419,8,3,11,5,9,0,0,35,3,3,7,3,11,0,0,21,3,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,37,36,20,12,55,3,0,168
5110420,5,22,3,3,12,3,0,51,3,7,3,3,9,3,0,26,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,101,108,36,36,109,18,3,407
5110421,10,7,5,3,9,0,0,38,7,4,0,10,3,3,0,27,3,0,0,3,9,0,0,14,0,0,0,0,0,0,0,0,93,80,42,33,87,18,5,353
5110422,5,4,3,3,11,4,0,26,4,3,3,0,12,7,0,32,0,3,0,0,4,3,0,11,0,3,0,0,0,0,0,4,78,90,43,31,110,29,0,379
5110423,10,12,3,6,8,8,0,45,3,8,3,4,8,4,0,31,3,3,0,3,5,3,0,14,0,0,0,0,4,0,0,5,65,77,24,38,89,33,0,326
5110424,12,17,7,3,11,0,0,55,6,6,3,3,8,3,0,30,0,6,5,3,3,0,0,19,0,0,3,0,0,0,0,3,85,91,42,25,79,18,0,335
5110425,7,12,3,0,14,3,0,35,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,36,42,18,18,53,16,0,194
5110426,6,15,14,3,13,0,0,57,7,7,6,3,17,3,0,48,0,3,0,0,8,0,0,12,0,0,0,0,3,0,0,3,107,107,43,34,149,14,0,449
5110501,13,13,4,3,10,7,0,58,3,3,8,3,0,0,0,25,0,8,5,4,4,3,0,21,0,0,0,0,4,0,0,5,74,92,38,26,73,26,7,335
5110502,9,5,3,9,4,3,0,31,3,4,3,3,9,0,0,32,3,0,7,4,3,0,0,16,5,0,0,0,0,0,0,8,58,70,29,22,45,5,4,234
5110503,4,0,3,0,3,3,0,18,0,7,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,33,37,22,11,30,21,0,156
5110504,4,8,0,0,4,0,0,13,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,58,59,16,15,54,6,4,212
5110505,4,20,9,9,0,3,0,41,0,4,5,7,6,0,0,22,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,86,112,39,40,60,17,0,355
5110506,10,23,14,5,13,0,0,68,4,7,5,6,9,0,0,31,0,3,0,0,5,0,0,11,0,0,0,0,0,0,0,0,84,90,45,38,82,12,4,359
5110507,11,15,5,14,9,0,0,59,3,9,7,3,10,3,0,32,0,8,3,0,3,0,0,19,0,0,0,0,0,0,0,0,103,118,51,49,96,13,3,436
5110508,7,14,8,3,12,0,3,44,0,8,4,0,10,3,3,30,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,64,82,36,19,78,7,9,294
5110509,8,14,0,8,6,0,0,34,0,3,9,4,3,0,0,25,3,0,3,0,3,0,0,13,0,0,0,0,0,0,0,0,71,72,41,22,43,11,0,266
5110510,7,14,14,8,10,0,0,54,4,5,3,6,7,0,0,30,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,108,144,61,56,73,13,8,461
5110512,9,10,9,3,11,0,0,35,8,8,3,0,0,0,0,18,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,75,74,32,28,46,3,5,259
5110513,13,18,7,3,11,6,0,48,3,4,4,0,3,0,0,23,0,0,5,3,0,0,0,13,0,0,0,0,0,0,0,3,66,59,29,20,37,15,0,218
5110514,15,26,11,6,14,4,0,80,4,15,8,12,8,0,0,49,3,4,4,3,3,0,0,26,0,0,0,0,7,0,0,9,86,128,72,47,84,21,5,434
5110515,7,8,11,3,4,5,0,27,0,4,0,3,5,0,0,14,3,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,39,49,22,19,35,14,3,172
5110517,3,10,6,6,9,0,0,35,19,24,22,9,13,0,0,85,11,33,20,15,26,6,0,106,5,4,3,3,5,0,0,27,95,119,93,48,100,15,0,474
5110518,12,14,14,8,6,0,0,47,3,4,4,4,5,0,3,31,0,4,0,3,3,0,0,9,0,0,0,0,0,0,0,3,131,109,51,43,71,12,4,423
5110519,5,14,4,5,10,3,0,52,3,11,0,0,8,0,0,22,3,3,3,0,3,3,0,16,0,0,0,0,0,0,0,4,81,107,49,27,85,16,0,363
