SA1_7DIGITCODE_2016,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_v,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_v,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_v,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_v,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Total_OS_v,P_Total_Total
5104508,12,4,3,3,7,3,0,35,3,5,5,3,5,0,0,20,3,3,0,3,11,7,0,27,0,0,0,0,3,3,0,6,63,65,22,19,52,29,4,249
5104509,9,18,10,6,11,5,0,65,5,7,8,4,10,4,0,32,3,4,5,0,10,0,0,23,0,6,0,0,0,0,0,6,91,89,43,34,69,22,0,349
5104510,17,14,0,3,7,0,0,50,4,10,8,7,9,0,3,34,3,11,3,3,8,3,0,32,5,3,0,0,6,6,0,16,69,102,26,13,65,20,3,300
5104511,19,30,19,8,20,0,0,93,9,9,8,0,13,0,0,42,0,3,6,0,8,3,0,22,0,0,0,0,3,0,0,5,127,174,76,31,116,12,10,542
5104512,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,3,0,22
5104513,10,19,6,4,9,4,0,44,3,8,5,3,6,7,0,34,3,7,3,8,14,0,0,36,0,0,0,0,3,0,0,5,74,107,51,31,74,32,3,377
5104514,18,22,9,5,0,0,0,52,5,3,4,0,0,0,0,20,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,91,88,61,35,36,6,0,321
5104515,9,18,8,7,11,0,3,62,3,12,8,6,4,0,0,32,0,4,9,0,0,0,0,23,3,0,0,0,0,0,0,3,95,133,50,27,64,15,5,389
5104516,3,19,7,9,7,6,0,49,0,6,6,7,0,0,0,22,0,3,4,0,0,4,0,15,0,0,0,0,0,0,0,9,74,128,46,35,49,41,0,370
5104517,14,15,18,11,5,5,0,68,3,16,7,5,11,0,0,48,8,7,0,4,6,3,0,27,0,0,0,0,9,0,0,6,144,119,57,40,77,24,0,468
5104518,6,9,3,0,6,3,0,29,4,3,4,3,0,0,3,19,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,46,78,25,17,40,14,6,230
5104519,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5104521,0,10,3,0,8,3,0,30,3,8,8,0,3,8,0,30,3,3,3,4,7,8,0,23,3,0,0,0,5,3,0,13,80,88,38,24,64,33,8,329
5104522,10,8,6,3,7,5,0,33,0,0,3,3,0,0,0,7,0,3,3,5,7,0,0,18,0,0,0,0,0,0,0,3,57,67,20,14,67,16,3,246
5104523,8,9,6,3,7,0,0,28,0,12,14,3,6,0,0,42,0,4,5,0,3,6,0,21,0,0,0,0,0,0,0,3,44,59,36,17,53,16,3,227
5104524,14,19,6,3,16,10,3,64,10,3,4,3,10,3,0,28,0,3,8,3,19,8,0,40,0,0,0,0,48,0,0,53,109,115,46,31,172,31,8,516
5104525,6,28,6,9,0,3,0,54,0,3,0,3,4,0,0,19,0,3,4,0,4,0,0,13,0,3,3,0,3,0,0,8,114,145,38,33,50,23,0,402
5104527,9,10,4,3,12,0,0,44,3,7,5,0,18,12,0,40,0,4,3,0,25,20,0,50,3,0,0,0,28,10,0,48,55,65,28,11,126,47,0,328
5104528,6,25,7,0,10,11,3,71,3,6,0,4,10,8,0,41,0,4,0,3,11,0,0,16,3,0,0,0,6,0,0,10,94,145,45,26,88,41,12,465
5104529,4,8,4,5,9,9,0,46,0,3,8,0,4,11,0,25,0,3,5,0,14,20,0,38,0,0,3,0,10,43,0,53,69,65,36,23,79,94,0,369
5104530,12,28,7,5,12,3,0,64,4,3,4,0,7,0,0,23,3,9,4,7,7,3,0,33,0,0,0,0,0,0,0,0,146,144,45,37,93,26,0,488
5104531,8,19,5,4,8,0,0,46,0,9,3,0,4,3,0,23,0,7,0,0,3,3,0,14,0,0,0,0,3,0,0,6,105,104,37,24,61,24,3,353
5104532,11,21,16,3,11,7,0,63,7,8,3,6,6,0,0,33,0,0,0,3,3,3,0,11,0,0,3,0,4,3,0,10,102,128,46,29,62,30,4,395
5104533,3,6,6,0,4,3,0,24,0,4,4,0,0,4,0,12,0,3,3,4,10,7,0,20,0,3,0,0,0,3,0,3,66,78,27,28,63,25,3,293
5104534,13,17,14,3,6,5,0,57,3,6,12,7,10,3,0,40,0,3,3,0,9,3,0,22,0,4,0,0,3,0,0,9,105,122,49,39,69,19,5,412
5104535,10,11,3,3,12,0,0,40,4,8,0,7,4,0,0,25,0,6,4,0,9,0,0,23,0,4,0,0,7,0,0,10,87,94,29,19,87,18,3,347
5104536,10,20,10,6,3,0,0,52,7,8,3,4,9,3,0,40,3,4,0,0,4,0,0,16,0,0,0,0,19,7,0,24,63,90,34,14,55,18,4,273
5104537,4,12,9,3,18,3,0,45,6,12,4,0,17,4,0,43,4,8,4,7,12,6,0,37,0,0,0,0,3,0,0,8,125,144,42,20,121,31,0,481
5104538,8,15,3,0,9,6,0,39,8,11,6,9,29,7,0,74,10,9,3,3,31,12,0,70,5,4,0,0,53,3,0,67,70,68,22,18,140,28,3,344
5104539,12,9,3,0,3,0,0,22,0,7,4,9,0,0,0,25,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,84,87,37,24,36,16,0,303
5104540,9,19,8,3,14,3,0,54,3,9,9,5,4,0,0,31,0,8,4,0,0,0,0,14,0,0,0,0,0,0,0,4,88,127,47,27,66,7,0,356
5104541,7,27,10,3,11,3,0,58,6,9,9,3,8,3,0,28,3,0,0,0,11,0,0,19,0,0,3,0,6,0,0,9,89,130,61,28,69,14,3,399
5104542,14,23,9,4,3,3,3,64,3,11,8,4,10,8,3,43,3,3,0,0,0,0,0,13,0,0,3,3,3,0,0,8,80,104,49,42,56,29,7,364
5104543,10,24,11,3,10,9,0,61,5,17,3,4,6,4,0,36,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,5,98,148,45,33,49,29,3,403
5104544,13,17,3,4,0,3,3,43,6,3,6,7,6,4,0,28,5,5,0,4,0,0,0,9,3,0,0,0,0,0,0,7,103,112,38,48,48,27,12,377
5104545,8,14,0,3,7,0,0,29,0,7,0,3,7,3,0,22,0,0,0,0,3,0,0,10,0,0,3,0,0,0,0,3,70,97,21,22,54,18,0,285
5104546,8,27,10,0,4,0,3,52,3,5,7,3,3,0,0,30,0,11,4,0,8,0,0,22,0,0,0,0,0,0,0,6,91,132,54,26,50,16,3,379
5104547,14,13,6,3,11,3,4,49,4,3,6,4,6,0,0,25,3,9,3,6,3,0,0,21,7,0,0,0,0,5,0,14,91,88,42,28,67,24,11,356
5104548,8,9,3,6,3,10,0,44,3,7,3,7,9,5,0,37,3,5,9,3,12,7,0,36,0,3,0,0,3,3,0,9,69,85,34,34,72,38,0,337
5104550,10,25,11,4,8,3,0,56,0,6,3,3,7,7,3,29,0,0,0,0,0,0,0,4,0,5,0,0,3,3,0,14,107,135,53,35,52,25,6,409
5104551,5,8,9,0,0,4,0,23,3,3,3,3,4,4,0,30,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,91,84,28,18,68,37,0,330
5104552,6,17,0,3,6,3,0,31,0,7,3,0,10,0,0,24,0,5,3,0,3,3,0,13,0,0,0,0,0,0,0,0,59,79,26,23,46,23,0,263
5104553,3,11,8,3,3,0,0,31,5,10,4,11,5,3,0,38,0,3,0,3,4,7,0,14,0,0,0,0,0,0,0,3,71,89,37,25,50,14,6,305
5104554,14,18,9,8,13,0,0,63,3,11,3,7,0,3,0,26,0,4,3,3,3,0,0,13,0,0,0,0,3,0,0,3,92,124,41,39,63,3,0,355
5104555,0,0,0,0,0,3,0,3,0,5,3,0,3,14,0,28,0,4,3,3,9,52,0,72,0,6,8,0,17,123,0,156,10,44,24,9,38,199,0,317
5104556,6,13,5,0,0,0,0,26,0,7,0,0,3,3,0,14,3,4,0,0,3,0,0,14,0,0,0,0,0,3,0,3,65,78,42,11,41,10,0,248
5104557,3,3,0,0,3,4,5,20,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,61,16,16,66,26,11,252
5104558,6,20,4,3,20,0,0,62,3,10,3,5,8,3,0,23,3,0,3,0,4,4,0,16,0,3,0,0,0,0,0,6,61,90,23,36,62,8,10,281
5104560,9,17,0,3,3,5,0,38,3,4,0,0,6,6,0,18,0,6,0,0,0,3,0,7,0,0,0,0,0,0,0,6,75,77,19,16,45,23,3,263
5104601,0,5,0,3,10,3,0,23,0,4,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,83,18,10,67,26,6,286
5104602,15,29,8,4,17,3,0,79,11,14,12,4,13,8,0,58,3,3,0,0,11,3,3,25,3,0,0,4,0,0,0,10,152,153,52,29,101,31,3,525
5104603,11,16,6,4,6,4,0,38,4,16,11,0,3,0,0,29,3,7,5,0,6,3,0,16,0,3,0,0,0,0,0,3,88,88,30,16,35,10,0,272
5104604,10,6,4,3,10,4,0,42,0,8,4,8,5,0,0,24,0,6,0,0,0,0,0,11,0,0,3,0,0,0,0,3,83,90,36,24,45,25,0,295
5104605,13,29,13,5,4,3,0,67,12,22,11,5,11,4,0,61,0,0,3,3,3,0,0,15,0,0,0,0,0,0,0,7,120,132,61,31,56,17,4,427
5104606,9,25,10,8,15,7,0,71,3,20,3,6,8,3,0,40,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,88,112,33,32,72,12,4,360
5104607,17,28,7,3,4,4,0,61,5,15,4,0,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,94,37,15,28,9,3,261
5104608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104609,18,18,7,8,9,4,0,67,8,12,7,6,8,5,0,41,0,3,0,0,3,3,0,16,0,0,0,0,3,0,0,3,135,118,40,18,65,22,4,408
5104610,5,11,4,0,13,11,0,40,3,0,3,3,13,25,3,45,0,0,0,0,3,33,0,36,0,3,0,0,3,66,0,75,60,74,16,15,99,171,8,453
5104611,7,8,3,0,11,3,7,30,4,0,0,0,3,4,0,18,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,83,89,19,16,68,49,6,327
5104612,12,13,7,0,13,0,0,36,3,3,0,0,9,0,0,19,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,103,97,26,17,62,18,7,334
5104613,9,16,6,4,3,3,6,42,4,3,5,4,7,4,0,27,0,3,0,0,0,3,0,10,0,0,0,0,3,0,0,3,71,108,33,25,50,40,7,324
5104614,8,16,0,0,9,3,0,43,0,9,0,0,5,4,0,24,0,3,0,0,4,4,0,10,0,0,0,0,0,0,0,3,146,155,38,24,124,43,12,546
5104615,7,11,6,3,10,5,0,38,9,7,0,0,7,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,116,93,33,21,86,75,8,430
5104616,9,10,12,4,14,3,0,56,6,10,7,0,10,7,3,36,3,3,0,3,5,7,0,24,0,0,0,0,6,3,0,9,131,152,42,20,91,62,3,498
5104617,5,11,3,4,11,6,0,47,0,5,0,4,8,9,0,32,3,3,0,0,4,3,0,12,0,0,3,0,3,0,0,7,91,102,24,25,79,42,3,369
5104618,3,15,4,0,9,6,0,45,3,5,3,3,7,0,0,30,0,3,3,0,7,0,0,15,0,0,0,0,0,0,0,0,96,90,33,19,78,26,3,345
5104619,5,8,4,0,5,0,0,30,0,3,3,4,3,0,0,10,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,5,86,93,21,8,61,29,8,312
5104620,0,13,3,0,10,0,0,31,9,0,3,0,7,0,3,23,0,0,0,0,3,0,0,5,3,0,0,0,3,0,0,6,93,81,24,20,83,15,7,323
5104621,7,9,0,4,10,3,3,36,0,10,9,3,15,3,0,39,0,3,6,0,3,4,0,15,3,0,0,0,8,3,0,10,156,139,43,25,144,72,6,587
5104622,10,14,3,0,14,3,0,47,6,0,0,0,4,7,0,18,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,3,95,89,19,12,111,34,4,375
5104623,7,16,8,0,19,3,3,60,4,8,12,0,10,0,0,39,3,4,3,0,3,7,0,25,0,3,0,0,4,0,0,12,165,191,49,39,139,35,8,621
5104624,4,7,0,0,12,0,0,31,5,0,0,0,13,4,6,26,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,94,73,18,7,90,33,14,328
5104625,9,15,3,0,7,0,6,35,3,8,0,0,6,3,0,17,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,101,105,16,27,94,21,6,366
5104626,13,19,6,7,8,13,0,59,3,14,4,3,9,10,0,46,3,4,0,0,7,3,0,16,0,0,0,0,0,3,0,8,124,149,46,39,91,46,4,492
5104627,15,16,11,3,5,3,0,54,7,9,6,9,12,0,0,41,6,4,0,0,6,3,0,24,0,3,0,3,8,4,0,20,120,144,35,38,70,31,6,445
5104628,14,10,5,0,10,0,0,37,4,11,3,5,14,0,0,36,4,0,0,5,3,0,0,12,0,0,0,0,0,0,0,5,139,134,29,24,96,14,0,439
5104701,16,11,11,3,8,3,0,58,6,15,5,10,17,3,0,43,4,11,3,8,11,0,0,29,0,0,0,0,0,0,0,3,85,109,32,40,83,30,0,379
5104702,10,14,13,0,9,0,0,49,4,12,3,3,15,0,0,39,5,6,3,0,5,7,0,28,0,0,0,0,0,0,0,3,97,94,43,27,89,22,3,368
5104703,10,17,0,0,6,0,0,40,3,6,3,3,6,3,0,33,3,7,3,3,18,3,0,41,0,0,0,0,3,3,0,12,68,95,29,21,112,18,5,362
5104704,3,15,5,5,14,3,0,47,3,16,0,0,11,0,0,29,4,4,5,0,9,0,0,28,0,0,3,3,0,0,0,6,81,90,37,29,110,20,0,367
5104705,9,12,4,3,14,0,6,42,3,13,5,6,9,4,0,44,4,3,5,0,13,0,0,27,4,0,3,0,0,0,0,8,117,112,55,41,88,27,4,440
5104706,6,14,5,3,5,0,0,38,3,14,11,4,11,9,0,56,3,9,0,0,3,3,0,16,0,0,0,0,3,3,0,5,74,106,44,34,90,18,4,370
5104707,12,14,11,7,15,3,0,60,7,13,5,9,11,0,0,41,9,3,3,0,6,3,0,23,0,0,0,0,3,0,0,3,93,100,36,24,115,17,5,398
5104708,7,22,8,5,14,0,4,58,0,5,3,11,10,9,4,36,3,7,3,6,17,5,0,40,3,0,0,0,4,4,0,13,103,98,37,53,106,25,22,439
5104709,15,29,18,12,23,3,0,97,4,10,11,14,11,5,0,59,4,3,4,0,14,4,0,27,0,0,0,0,3,4,0,5,99,101,67,50,125,26,3,475
5104710,5,8,4,3,11,0,6,36,3,4,3,0,4,4,3,24,3,4,0,0,11,5,0,28,0,3,0,0,4,0,0,10,61,70,29,10,107,20,9,319
5104711,11,15,6,9,16,8,0,59,5,3,4,3,18,8,0,38,5,6,3,4,3,9,0,26,7,0,0,3,9,0,0,13,108,94,41,39,116,62,5,466
5104712,8,13,7,3,11,6,0,55,4,11,7,7,11,5,0,38,5,3,3,4,16,6,0,39,0,0,0,0,0,3,0,12,109,85,48,45,133,48,5,478
5104713,16,15,9,0,13,7,3,59,10,10,11,7,9,3,0,63,3,13,7,6,10,3,0,34,0,3,0,0,3,0,0,17,120,126,52,33,146,49,9,534
5104714,10,12,3,5,6,0,0,29,5,7,3,7,8,0,0,30,3,0,0,7,8,7,0,23,0,0,0,0,3,0,0,3,65,72,30,32,81,36,3,316
5104715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104716,12,8,3,4,12,6,0,39,4,3,8,3,15,0,0,41,4,7,7,0,5,0,0,19,3,3,0,4,0,0,0,5,106,67,47,30,106,28,8,379
5104717,6,18,10,8,9,3,5,61,5,8,5,4,16,6,3,47,3,10,3,5,9,3,0,30,3,0,0,0,4,3,0,12,99,113,44,28,128,37,13,463
5104718,8,29,9,3,15,0,0,65,3,7,4,0,11,0,0,30,0,5,4,0,7,3,0,14,0,0,0,0,0,0,0,0,54,104,38,24,88,13,0,325
5104719,10,11,6,0,4,0,0,30,10,9,8,3,6,0,0,34,0,3,0,0,4,0,0,9,0,0,0,0,0,0,0,3,50,45,26,11,48,4,4,188
5104720,3,17,10,7,4,0,0,45,4,15,8,8,3,3,3,42,3,5,3,4,3,0,0,16,0,0,3,0,0,0,0,3,54,76,43,30,67,13,6,289
5104721,10,10,4,4,9,6,3,47,8,10,7,3,19,3,0,41,0,3,3,3,14,4,0,29,0,0,0,0,4,0,0,4,80,98,24,33,92,22,6,348
5104722,7,15,9,3,4,5,0,43,4,9,10,4,12,8,5,54,3,7,3,5,16,3,0,28,0,0,0,0,3,0,0,3,77,86,52,26,95,18,5,359
5104723,6,11,6,3,14,0,6,49,0,10,8,5,13,3,0,38,3,9,3,3,6,7,0,23,0,3,3,0,3,0,0,10,101,99,42,34,116,26,11,431
5104724,6,3,5,11,10,0,0,34,5,8,12,7,10,0,0,44,4,3,3,4,3,3,0,23,0,0,0,0,0,0,0,3,83,75,33,36,87,10,6,324
5104725,3,13,3,0,19,0,6,46,6,13,15,7,21,3,4,59,3,6,4,4,9,0,4,31,8,4,0,4,3,0,0,17,88,67,29,40,127,25,19,395
5104726,16,14,7,3,11,3,3,60,3,14,9,6,14,0,0,41,3,10,0,5,19,8,0,42,3,0,0,0,4,0,0,8,132,109,55,48,165,31,7,552
5104727,12,28,15,5,17,3,0,80,10,14,5,5,17,6,0,52,3,5,0,10,4,0,0,28,7,3,0,0,0,0,0,14,119,102,48,41,124,32,3,469
5104728,6,12,10,8,12,4,0,45,5,12,8,7,17,7,0,52,0,5,3,5,9,3,0,19,0,0,0,0,0,0,0,0,105,113,46,39,126,23,8,458
5104729,13,12,8,6,17,3,0,61,0,3,7,3,15,9,0,39,0,3,0,0,4,3,0,14,0,0,0,0,3,0,0,6,114,82,41,42,120,49,8,453
5104730,7,9,9,4,8,0,0,36,10,14,3,8,6,3,0,43,5,4,3,0,0,5,0,21,3,0,5,0,0,0,0,7,80,90,37,33,76,25,7,340
5104731,6,11,9,3,8,0,0,34,0,8,5,4,12,0,0,31,0,3,0,3,7,3,0,21,0,3,0,0,7,0,0,9,55,60,40,19,97,16,4,290
5104732,9,24,15,5,20,13,0,82,15,13,5,10,9,11,0,67,5,6,5,3,11,3,0,30,5,0,0,0,7,0,0,13,115,116,54,34,118,58,0,502
5104733,16,19,10,3,17,11,0,77,10,14,15,9,13,7,0,63,6,3,0,3,15,5,0,38,0,0,3,0,3,0,0,9,151,132,51,45,128,56,9,566
5104734,11,10,3,6,13,4,0,42,0,3,9,4,5,0,5,28,0,6,4,3,10,3,0,30,3,0,0,3,3,7,0,16,116,96,49,31,72,48,3,419
5104735,8,21,11,4,15,5,3,74,7,4,0,18,13,8,0,60,0,8,10,3,7,7,0,37,3,3,0,0,3,0,0,12,127,165,64,55,131,36,14,589
5104736,8,14,7,0,10,3,3,47,10,14,4,5,18,5,0,56,7,7,0,4,3,0,0,29,0,0,0,0,11,0,0,10,110,114,41,38,83,23,4,416
5104737,8,11,4,5,17,0,0,54,13,10,12,5,22,3,3,71,8,3,5,11,5,0,0,33,6,0,0,0,3,0,0,15,118,128,50,51,100,16,7,470
5104738,15,18,10,7,10,10,0,66,11,18,3,12,13,3,0,55,3,0,9,6,14,3,0,34,0,0,0,0,8,3,0,8,111,118,44,45,106,44,3,470
5104739,14,21,11,9,12,3,0,69,14,5,8,13,13,11,0,69,7,11,8,0,6,3,0,35,0,3,0,0,7,0,0,8,117,107,51,47,105,41,6,478
5104740,3,9,3,4,8,4,0,30,9,10,7,5,12,0,0,53,0,5,4,3,8,0,0,21,0,0,0,0,4,0,0,11,94,82,40,30,108,27,4,389
5104741,8,12,12,7,13,4,0,59,8,14,8,8,22,3,0,70,0,3,7,9,5,0,0,29,0,4,0,0,3,0,3,13,92,123,62,49,136,38,11,506
5104742,7,22,6,8,21,3,0,75,3,14,14,8,6,3,0,47,5,4,3,3,4,3,0,20,0,0,0,3,3,0,0,6,76,101,41,36,108,14,0,376
5104743,13,27,6,8,11,3,0,79,4,12,8,9,10,3,0,52,5,3,3,5,12,3,0,30,0,0,0,0,0,3,0,4,117,113,45,46,113,39,10,482
5104744,15,16,7,6,12,3,0,59,3,19,4,4,10,12,0,58,3,9,9,7,15,22,0,65,3,7,0,0,7,27,0,53,82,101,34,27,75,73,9,401
5104745,9,24,7,7,13,0,0,56,4,8,7,10,7,0,0,33,4,3,0,0,4,0,0,9,0,0,0,0,3,0,0,4,71,85,34,32,68,7,5,303
5104801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104802,22,25,10,16,9,0,0,80,10,15,5,14,8,4,0,58,0,6,10,5,9,0,0,34,0,0,0,0,8,0,0,11,110,107,65,61,90,11,4,454
5104803,11,11,14,9,9,0,0,59,8,5,10,3,22,7,0,53,5,10,6,0,17,6,0,42,0,3,0,0,31,3,0,45,68,90,48,25,130,19,3,387
5104804,9,7,3,7,12,8,0,49,3,5,5,3,14,0,0,37,0,9,0,0,7,4,0,22,0,0,0,0,0,0,0,3,80,65,23,32,74,32,0,297
5104805,19,12,4,4,12,0,0,58,3,11,6,7,13,3,0,34,3,4,3,0,3,4,0,18,0,0,0,0,3,0,0,4,69,73,31,27,91,16,7,318
5104806,18,21,17,10,10,4,0,82,9,20,8,0,12,7,0,56,5,11,3,0,5,7,0,29,0,0,3,0,9,0,0,8,99,109,60,31,84,26,4,416
5104807,19,20,15,15,21,3,0,90,3,13,6,7,7,4,0,43,6,3,9,3,4,0,0,23,3,0,0,0,3,3,0,10,105,108,64,39,94,33,7,443
5104808,14,15,12,4,14,4,0,67,15,21,11,4,23,4,0,71,3,9,3,4,10,0,0,26,0,0,0,6,3,0,0,10,101,96,49,28,102,20,0,402
5104809,13,24,14,10,12,3,0,76,13,20,11,7,10,10,0,62,7,5,4,0,10,3,0,31,0,0,0,0,0,0,0,3,95,100,52,35,99,41,0,416
5104810,12,14,14,10,7,0,0,60,3,8,8,4,11,5,0,51,0,10,0,4,4,3,0,23,0,0,0,0,3,5,0,6,57,70,43,26,79,26,0,289
5104811,6,22,12,13,14,9,0,73,12,7,10,10,9,7,0,54,4,8,0,0,4,3,0,22,3,0,0,3,0,0,0,7,83,94,53,41,82,25,4,379
5104812,11,23,9,12,13,3,0,62,3,15,8,6,12,3,3,46,3,3,0,3,9,0,0,21,4,3,0,0,0,0,0,13,81,81,39,31,71,11,4,323
5104813,3,11,4,3,11,0,0,25,5,14,4,3,7,0,0,37,3,5,8,0,6,0,0,25,0,0,0,0,0,0,0,0,49,65,21,26,57,11,0,234
5104814,3,9,3,6,4,0,0,30,9,12,3,6,3,0,0,36,0,8,4,8,14,4,0,33,0,0,0,0,0,0,0,0,50,65,24,28,56,16,0,233
5104815,14,20,12,13,12,8,0,84,7,12,10,9,11,3,0,58,3,7,6,4,9,4,0,28,4,0,3,0,5,3,0,13,84,116,45,55,86,32,4,422
5104816,3,21,10,8,9,3,0,57,4,19,10,7,8,0,0,51,0,3,4,6,8,3,0,23,0,0,0,0,0,0,0,3,54,81,36,45,65,8,0,286
5104817,17,21,17,10,21,5,0,81,4,14,11,4,16,3,0,53,3,5,5,0,9,0,0,23,4,0,0,0,3,3,0,11,87,93,44,37,99,21,3,377
5104818,3,14,3,5,11,6,0,42,3,7,9,3,6,7,0,34,3,5,3,3,4,0,0,13,0,0,0,0,4,0,0,3,32,59,24,18,51,22,7,213
5104819,17,19,5,8,13,3,0,63,7,19,3,8,6,3,0,40,4,3,3,5,4,3,0,21,0,0,0,0,7,0,0,10,78,88,34,34,57,8,0,302
5104820,6,8,6,3,10,3,0,37,8,10,8,3,9,3,0,35,3,0,3,0,4,0,0,13,0,0,0,0,0,0,0,3,67,56,34,23,44,12,0,228
5104821,5,16,13,6,14,0,0,55,8,12,13,5,7,0,0,41,7,4,3,0,3,0,0,15,0,0,0,0,6,0,0,7,57,60,41,25,49,10,5,243
5104901,10,14,7,9,8,5,0,59,5,10,5,12,9,7,0,49,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,4,59,100,44,53,57,44,0,358
5104902,6,10,8,9,7,0,0,44,0,5,3,8,3,0,0,22,0,3,3,0,0,0,0,9,0,0,0,3,0,0,0,3,40,68,51,41,36,14,3,255
5104903,6,10,0,6,4,6,0,34,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,30,37,14,13,21,19,0,136
5104904,4,18,5,4,13,8,0,45,4,5,3,7,13,3,0,36,3,0,0,3,3,0,0,8,3,0,0,0,3,3,0,3,72,79,30,33,58,42,0,308
5104906,17,14,19,9,4,3,0,64,3,8,7,11,6,0,0,38,4,0,0,5,0,0,0,11,3,0,0,0,0,3,0,7,69,64,43,43,36,18,0,283
5104907,8,24,10,7,7,0,0,55,0,6,5,3,10,8,0,32,0,4,0,3,10,3,0,22,0,0,0,0,3,0,0,7,70,111,38,40,58,24,0,337
5104908,10,24,10,8,13,4,0,69,7,14,11,11,3,0,0,41,4,7,0,0,0,0,0,10,0,4,0,0,0,0,0,4,75,96,43,36,40,30,5,326
5104909,7,5,0,0,3,0,0,9,3,0,0,0,0,3,0,9,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,17,15,4,6,7,3,0,61
5104910,3,10,4,6,3,3,3,31,0,9,10,4,4,10,0,30,0,0,3,0,3,5,0,10,0,0,0,0,0,0,0,3,13,40,27,22,21,37,3,164
5104911,0,0,0,5,3,0,0,7,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12,4,7,10,10,0,0,46
5104912,0,0,0,0,0,73,0,73,0,0,0,0,0,32,0,32,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,1468
5104913,0,0,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,374
5105001,6,17,8,3,0,3,0,46,3,3,11,3,0,0,0,18,5,5,7,4,4,3,0,19,0,0,0,0,0,0,0,4,62,70,34,26,34,12,3,236
5105002,7,15,5,9,5,0,0,45,3,8,9,3,4,0,0,34,4,0,10,3,3,0,0,25,3,4,0,0,4,0,0,8,57,92,45,32,35,14,3,274
5105003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
