SA1_7DIGITCODE_2016,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,Inc_1_149_Family_hholds,Inc_1_149_NonFamHholds,Inc_1_149_Tot,Inc_150_299_Family_hholds,Inc_150_299_NonFamHholds,Inc_150_299_Tot,Inc_300_399_Family_hholds,Inc_300_399_NonFamHholds,Inc_300_399_Tot,Inc_400_499_Family_hholds,Inc_400_499_NonFamHholds,Inc_400_499_Tot,Inc_500_649_Family_hholds,Inc_500_649_NonFamHholds,Inc_500_649_Tot,Inc_650_799_Family_hholds,Inc_650_799_NonFamHholds,Inc_650_799_Tot,Inc_800_999_Family_hholds,Inc_800_999_NonFamHholds,Inc_800_999_Tot,Inc_1000_1249_Family_hholds,Inc_1000_1249_NonFamHholds,Inc_1000_1249_Tot,Inc_1250_1499_Family_hholds,Inc_1250_1499_NonFamHholds,Inc_1250_1499_Tot,Inc_1500_1749_Family_hholds,Inc_1500_1749_NonFamHholds,Inc_1500_1749_Tot,Inc_1750_1999_Family_hholds,Inc_1750_1999_NonFamHholds,Inc_1750_1999_Tot,Inc_2000_2499_Family_hholds,Inc_2000_2499_NonFamHholds,Inc_2000_2499_Tot,Inc_2500_2999_Family_hholds,Inc_2500_2999_NonFamHholds,Inc_2500_2999_Tot,Inc_3000_3499_Family_hholds,Inc_3000_3499_NonFamHholds,Inc_3000_3499_Tot,Inc_3500_3999_Family_hholds,Inc_3500_3999_NonFamHholds,Inc_3500_3999_Tot,Inc_4000orMore_Family_hholds,Inc_4000orMore_NonFamHholds,Inc_4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
5107224,0,3,3,3,0,4,0,3,3,0,0,0,3,8,8,3,0,3,6,3,9,4,8,12,13,4,17,6,4,10,9,3,11,13,0,11,16,0,17,16,0,16,8,0,8,16,0,16,23,0,23,14,0,16,5,3,3,156,39,194
5107225,0,0,3,0,0,0,0,0,0,0,3,3,0,0,5,3,0,3,7,0,7,3,3,5,3,3,3,11,0,11,3,0,3,4,0,4,11,0,13,13,0,13,3,0,3,7,0,7,23,0,23,14,0,14,3,0,3,112,15,125
5107226,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,0,7,8,0,4,8,3,8,3,3,4,12,0,9,5,0,6,8,0,12,17,3,23,12,0,18,12,0,12,12,3,15,28,0,28,11,0,11,3,0,5,143,27,176
5107227,0,3,5,0,0,0,0,4,3,0,3,3,3,4,10,3,0,3,3,3,9,8,3,11,13,0,8,4,3,8,7,0,9,9,0,9,26,0,25,10,0,10,11,0,11,11,0,11,17,0,19,3,0,3,0,3,3,130,30,154
5107228,0,3,4,0,0,0,3,4,7,0,0,0,0,3,7,0,0,0,9,0,12,7,4,12,5,4,11,11,3,15,5,0,3,5,0,5,15,6,14,11,0,11,21,0,21,13,0,13,37,0,37,17,0,22,0,0,0,167,25,199
5107229,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,5,7,0,4,4,7,6,6,0,6,0,0,4,3,0,4,11,0,11,14,0,14,7,0,7,3,0,3,15,0,15,12,0,12,0,0,0,77,16,89
5107230,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,3,0,0,3,5,6,9,5,0,3,10,0,10,0,0,3,8,0,9,9,0,9,9,0,9,3,0,4,14,0,14,7,0,7,0,0,0,73,19,96
5107231,3,4,4,0,3,3,0,0,3,0,3,4,0,10,14,0,0,5,8,0,15,16,3,15,7,0,13,9,6,12,8,3,10,3,3,6,31,0,35,14,0,14,17,0,17,11,0,8,19,0,19,16,0,16,0,4,5,176,43,217
5107232,0,3,3,0,0,0,0,3,3,0,0,0,4,11,18,5,7,12,12,0,9,3,4,3,7,7,12,4,0,5,8,3,12,10,3,11,17,0,15,21,0,21,16,0,17,3,3,4,17,3,19,17,0,17,3,0,5,139,43,184
5107233,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,3,0,3,4,3,9,3,7,10,4,3,8,7,0,7,4,0,9,3,0,3,24,6,25,13,0,13,3,0,3,6,0,6,22,0,22,15,0,15,0,0,0,122,26,152
5107234,0,4,5,0,0,0,0,0,0,0,0,4,0,3,6,7,3,7,6,3,8,4,0,3,3,0,3,4,0,8,4,0,4,0,0,4,13,3,17,13,0,13,4,0,4,8,0,8,15,0,15,15,0,20,0,0,0,101,26,125
5107301,0,0,3,0,0,0,0,0,0,0,3,3,3,7,8,3,5,7,7,7,13,11,0,6,10,5,19,10,5,16,4,3,8,4,0,4,14,6,17,13,0,13,11,0,11,5,0,8,9,0,9,19,0,16,5,0,6,120,48,169
5107302,0,0,0,0,0,4,0,3,3,0,0,0,0,3,4,0,0,3,3,3,9,4,3,11,4,3,13,4,0,4,7,3,10,5,0,5,20,5,26,12,4,17,16,0,16,10,0,10,8,0,8,18,0,18,0,3,3,124,36,162
5107303,0,0,0,0,0,3,0,0,5,0,0,0,3,4,9,3,4,9,3,3,3,6,3,13,7,3,12,19,0,19,3,3,6,11,5,12,15,0,15,17,0,17,9,0,9,6,0,6,6,0,6,14,0,15,0,0,0,129,27,155
5107304,0,0,0,0,0,0,3,0,4,0,3,3,0,3,5,0,3,8,16,6,21,4,0,7,10,8,15,8,3,10,10,3,11,9,0,14,22,3,22,10,3,12,11,0,11,5,0,4,14,0,14,14,0,14,0,0,0,147,45,189
5107305,0,0,0,0,0,3,0,0,3,0,3,3,0,5,6,3,6,7,5,0,8,8,0,8,13,5,23,7,3,9,5,3,13,10,3,13,13,3,15,13,3,11,13,0,13,4,0,4,9,0,8,16,0,16,0,3,3,122,48,170
5107306,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,4,3,0,8,4,7,6,7,4,14,3,0,5,3,0,3,3,3,7,8,0,11,9,0,9,10,0,10,6,0,5,4,0,4,7,3,7,0,0,0,71,25,93
5107307,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,6,3,0,5,0,3,7,6,3,8,7,0,7,7,4,12,14,0,14,13,5,19,11,0,8,6,0,6,9,0,5,3,0,3,9,0,9,0,0,0,96,29,123
5107308,3,0,3,0,0,0,0,3,11,0,7,8,3,7,12,3,3,8,6,3,9,13,3,12,12,13,22,4,0,4,13,4,15,5,0,7,11,5,17,27,0,27,9,0,9,3,0,3,12,0,12,21,0,18,0,0,3,140,58,202
5107309,0,0,0,0,0,0,3,0,3,0,0,3,3,4,8,0,6,6,3,0,3,3,0,3,9,3,16,5,3,7,3,3,4,8,0,8,14,3,17,9,3,8,5,0,5,5,0,7,5,0,5,9,0,16,0,3,7,85,31,116
5107310,0,0,0,0,0,0,0,0,0,0,5,6,0,3,9,0,0,4,4,7,7,7,0,7,12,4,14,11,4,15,9,0,9,7,0,14,21,3,27,25,0,29,14,0,14,10,0,10,8,0,8,11,0,18,0,0,0,159,38,197
5107311,0,0,4,0,0,0,0,0,0,0,3,3,4,3,8,7,5,7,11,0,10,4,6,12,7,3,13,6,6,14,12,0,15,11,3,14,20,9,31,19,0,19,10,0,10,7,0,6,24,0,24,13,3,21,0,0,0,159,42,203
5107312,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,3,7,0,11,3,3,9,6,0,3,0,3,3,9,0,4,6,4,7,12,0,12,3,3,9,10,0,10,0,3,3,3,0,3,9,3,10,0,3,5,66,33,100
5107313,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,0,3,3,4,0,3,9,0,14,0,0,0,3,0,5,3,3,9,6,0,6,9,0,9,5,0,5,3,0,3,7,0,7,3,0,3,0,0,0,69,17,83
5107314,0,3,3,0,0,0,0,0,4,0,0,0,0,3,4,0,4,4,9,0,5,8,0,8,15,3,23,6,3,6,11,0,6,14,3,14,18,6,19,13,3,11,5,0,5,5,4,4,15,0,17,16,0,20,0,0,0,137,31,166
5107315,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,0,0,3,3,3,4,4,0,4,12,3,10,5,3,10,8,0,8,4,3,11,14,0,14,9,0,9,8,0,8,7,0,7,10,0,10,8,0,9,0,0,3,99,28,124
5107316,0,3,3,0,0,0,0,0,0,0,3,3,0,3,3,0,0,4,5,0,5,8,0,15,6,4,10,8,3,10,9,0,13,4,0,13,13,0,13,10,0,10,10,0,13,5,0,5,9,0,9,21,0,19,0,0,0,112,26,139
5107317,0,0,0,0,0,0,0,0,0,0,3,3,3,3,8,3,7,7,15,0,19,10,0,13,18,3,23,10,3,14,12,6,16,12,4,18,17,0,14,12,0,12,7,0,7,9,3,11,9,0,15,15,0,11,0,4,4,150,44,193
5107318,3,0,3,0,3,3,3,0,6,0,0,0,6,0,6,3,0,8,9,0,8,3,3,3,10,3,10,3,0,7,7,0,7,4,3,9,13,0,13,13,0,15,4,0,4,4,0,4,3,0,3,7,0,7,0,0,3,95,21,119
5107319,0,3,5,0,0,0,0,8,4,0,12,16,0,29,29,3,11,10,15,3,17,11,3,11,11,0,12,9,3,15,10,3,7,4,4,4,10,3,19,13,0,13,3,0,3,6,0,6,8,0,8,11,0,13,0,0,0,116,85,204
5107320,3,3,3,0,0,0,0,0,0,0,0,0,7,3,9,0,3,4,8,0,7,12,4,15,6,9,17,9,5,16,5,0,5,16,0,19,9,0,8,13,0,9,12,0,12,4,0,4,8,0,9,11,3,13,0,0,3,123,38,156
5107321,0,0,0,0,3,3,0,0,0,0,6,6,0,12,10,7,7,9,14,3,17,7,8,11,16,3,12,9,0,12,14,4,14,10,0,14,17,4,21,21,3,22,14,0,11,7,0,7,16,0,16,18,6,23,0,5,5,164,58,218
5107322,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,3,0,3,3,0,3,3,0,7,6,8,13,4,0,6,0,0,0,4,0,4,3,0,3,8,0,6,3,0,3,7,0,7,3,0,5,3,0,3,0,0,0,66,17,81
5107323,0,0,0,0,0,3,0,0,3,0,0,5,5,4,11,0,3,3,5,6,8,3,8,12,10,3,7,12,3,16,9,5,8,8,3,6,12,3,13,12,0,12,6,0,5,8,0,8,8,0,8,11,3,14,0,3,4,103,43,145
5107324,0,0,0,0,0,0,0,0,3,0,4,4,0,10,14,3,0,3,3,0,4,8,0,6,6,0,11,3,7,11,4,3,8,9,3,9,12,4,14,11,0,11,10,0,10,8,0,8,9,0,9,24,0,24,0,0,0,106,39,143
5107325,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,3,3,3,10,3,0,4,3,0,11,10,0,11,4,0,5,5,0,13,12,0,17,5,0,5,5,0,5,8,0,8,3,0,3,14,0,14,0,0,3,90,21,107
5107326,0,0,3,0,0,0,0,3,6,0,5,5,0,9,9,0,0,3,10,3,12,7,0,10,9,3,15,7,0,7,4,0,11,8,3,9,10,0,10,5,0,5,9,0,9,0,0,0,11,0,11,14,3,17,0,0,3,107,28,130
5107327,3,0,3,0,0,0,0,3,3,0,0,0,3,4,10,0,0,3,5,4,7,3,3,5,6,9,16,0,0,3,9,3,10,4,0,3,13,0,13,16,0,16,8,0,8,7,0,7,9,0,9,11,0,11,0,0,4,104,33,137
5107328,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,5,0,3,3,3,4,12,3,16,4,0,10,7,0,6,3,0,3,18,3,19,17,0,17,3,0,3,8,0,8,8,0,8,4,0,4,0,0,0,95,11,107
5107329,0,0,0,0,0,0,0,0,3,0,3,3,3,7,7,0,3,4,4,0,4,4,3,8,6,0,8,6,0,12,4,0,3,11,0,11,16,0,18,5,0,5,8,0,8,4,0,4,7,0,7,13,0,13,0,0,0,101,23,123
5107330,0,3,3,0,0,0,0,0,3,3,0,3,0,4,3,0,3,4,7,4,8,3,3,3,18,0,18,5,0,8,3,0,3,4,0,7,8,0,14,7,0,8,10,0,10,6,0,6,3,0,3,14,0,16,0,3,3,94,22,116
5107331,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,6,3,5,8,0,8,7,3,11,11,3,14,9,0,9,0,0,0,18,3,18,17,0,17,12,0,12,6,0,14,19,0,19,10,0,10,0,0,4,131,15,149
5107332,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,3,0,0,3,4,0,10,3,3,7,7,0,9,6,0,6,8,0,12,16,0,16,11,0,11,6,0,6,6,5,8,7,0,7,14,0,14,0,0,0,93,20,110
5107333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107334,3,3,4,0,0,4,0,0,3,0,0,3,0,4,3,5,3,11,5,0,8,3,0,5,8,6,12,3,0,3,4,0,3,3,3,6,9,0,8,15,0,15,6,0,6,0,0,0,4,0,4,12,0,17,0,0,0,97,28,122
5107335,0,0,3,0,0,0,0,3,3,0,6,6,3,14,13,4,0,3,8,3,12,4,8,8,18,3,18,5,3,11,17,4,25,12,3,11,23,4,26,11,0,11,15,0,15,9,0,12,3,0,3,16,3,14,3,0,7,150,56,204
5107401,0,3,3,0,0,0,0,4,4,0,3,3,0,3,6,3,6,7,5,0,3,6,5,6,6,7,21,11,3,12,3,0,10,5,4,12,15,5,21,14,0,14,10,0,10,6,0,6,5,0,5,14,0,17,3,0,3,117,48,161
5107402,0,3,4,0,0,0,0,3,4,0,6,5,3,5,7,4,4,6,10,3,16,3,4,9,6,0,7,8,3,12,6,0,6,6,0,10,16,0,19,14,0,14,15,0,15,11,3,13,26,0,26,20,0,24,0,0,0,153,45,193
5107403,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,3,9,4,0,9,8,0,8,0,0,3,3,0,8,7,0,13,5,0,10,22,3,24,20,0,20,9,0,9,10,0,10,19,0,19,21,0,21,0,0,0,140,29,171
5107404,3,3,3,0,0,0,0,0,0,0,0,4,0,4,4,5,0,5,9,0,12,3,0,3,8,4,8,9,3,15,3,3,6,6,0,8,14,0,17,18,0,18,18,0,18,15,0,15,46,0,46,25,0,25,0,0,3,196,23,216
5107405,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,6,5,0,5,7,0,7,0,0,3,15,0,13,3,0,3,20,3,17,21,0,28,12,0,12,18,0,13,24,0,24,19,0,19,0,0,0,147,15,165
5107406,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,5,7,0,7,3,3,8,12,0,13,6,4,11,7,7,15,13,0,13,11,3,13,18,0,18,16,0,16,8,3,10,9,0,9,16,0,21,0,0,3,136,34,170
5107407,0,0,0,0,0,0,0,0,0,0,3,3,0,6,9,0,4,8,5,0,5,9,4,10,8,0,8,14,3,18,6,7,12,7,3,6,17,0,17,9,0,9,3,0,3,0,0,0,3,0,3,7,0,7,0,0,0,86,28,116
5107408,0,4,4,0,0,0,0,0,0,0,0,0,4,10,11,3,0,7,7,6,16,9,4,16,9,5,12,14,8,19,4,3,11,6,3,12,14,3,18,8,0,8,10,0,10,4,0,4,3,0,3,15,0,17,3,0,7,127,50,173
5107409,0,3,3,3,0,3,3,0,3,0,7,4,3,6,10,7,4,10,5,7,9,7,0,14,15,5,19,6,8,14,9,4,13,11,7,18,19,8,32,15,0,20,9,0,9,0,0,0,8,0,7,19,0,23,3,0,4,153,68,222
5107410,0,4,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,7,3,3,4,0,9,8,4,12,5,0,12,11,3,15,4,0,4,19,0,17,5,0,5,0,0,0,0,0,0,3,0,3,10,0,10,0,0,3,86,31,115
5107411,0,0,3,0,0,3,0,3,4,0,0,0,0,11,11,7,0,8,4,5,9,6,0,5,7,4,9,7,4,11,8,3,16,8,0,9,19,0,18,21,0,20,6,0,6,0,0,0,8,0,8,15,3,16,3,0,3,114,36,153
5107412,0,0,0,0,0,0,3,9,11,3,4,7,3,16,19,6,3,11,15,3,18,9,8,17,14,7,19,5,3,16,16,3,16,8,3,18,31,8,43,23,0,23,8,0,6,6,0,8,8,0,8,24,3,26,3,8,8,189,78,267
5107413,0,0,0,0,0,0,0,9,9,3,6,4,0,7,7,3,6,5,12,3,11,8,0,5,9,3,12,15,3,13,9,3,12,13,7,18,10,0,7,10,0,10,12,0,9,3,0,3,8,0,7,11,3,10,0,0,0,103,45,147
5107414,0,3,3,0,0,0,0,0,3,0,6,6,0,12,11,4,0,3,8,3,12,11,9,12,15,11,17,9,3,10,8,3,12,11,3,14,28,4,36,23,0,23,9,0,9,5,0,7,8,0,8,16,4,19,0,3,3,157,61,220
5107415,0,0,0,0,0,0,0,4,4,0,3,3,0,4,9,0,3,9,6,0,6,3,10,8,7,4,13,13,3,21,17,3,16,11,0,10,22,3,28,18,0,18,4,0,4,7,3,5,11,0,11,15,0,17,0,0,3,130,53,179
5107416,0,0,0,0,0,0,0,0,0,0,5,10,0,7,8,0,8,9,9,0,14,13,8,17,14,4,19,13,4,14,16,3,16,7,4,16,24,4,30,20,0,20,21,3,19,5,0,8,13,0,13,24,0,24,7,6,8,196,59,255
5107417,0,0,3,0,0,3,0,0,0,0,3,3,3,3,5,3,6,10,10,0,13,0,5,6,12,6,13,10,6,20,9,9,15,4,3,7,24,4,27,13,0,9,9,0,8,3,0,9,3,0,3,22,0,20,3,0,3,132,51,186
5107418,0,0,0,0,0,0,0,0,0,0,3,8,3,4,7,0,3,3,4,3,6,11,0,9,7,0,12,10,4,16,5,3,5,8,3,11,13,3,14,13,0,15,10,0,9,4,0,7,0,0,3,12,0,12,4,0,4,110,35,145
5107419,3,0,0,3,0,3,0,3,3,3,0,4,4,6,8,3,3,8,6,3,10,11,3,9,15,5,15,9,6,13,13,4,17,9,0,8,24,3,21,20,0,21,6,0,6,4,0,8,6,0,6,10,0,13,6,0,6,147,39,188
5107420,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,10,0,10,6,0,9,4,0,4,6,0,7,8,0,11,19,0,19,16,0,16,9,0,9,11,0,11,23,0,23,15,0,15,0,0,0,134,10,138
5107421,0,4,4,0,0,0,0,3,3,0,4,6,0,14,11,3,5,11,9,8,15,15,7,19,9,6,16,7,8,7,8,0,12,6,4,5,18,0,18,15,0,15,5,0,5,11,0,9,23,0,23,15,3,17,9,3,8,154,59,214
5107501,0,0,0,3,0,3,0,3,6,0,0,0,3,0,8,0,0,0,4,0,4,7,0,7,7,0,5,11,0,9,3,0,3,13,0,13,12,0,20,12,0,12,3,0,3,14,0,10,55,0,55,31,0,31,0,0,3,171,17,185
5107502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,8,0,8,9,0,6,3,0,7,3,0,3,11,0,11,3,0,8,3,0,3,13,0,13,26,0,26,14,0,17,4,0,4,110,14,120
5107503,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,0,4,0,3,3,8,0,8,5,0,7,4,0,4,8,0,8,7,3,10,12,0,12,10,3,12,11,0,11,10,0,10,13,0,13,16,0,16,0,0,0,109,11,126
5107504,0,3,3,0,0,0,0,4,3,3,4,7,0,3,5,3,0,9,7,0,12,4,3,6,17,4,15,9,3,13,3,0,6,4,3,7,13,3,15,18,0,17,14,0,14,10,3,11,23,0,22,23,0,22,3,0,3,152,42,195
5107505,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,3,3,0,0,3,8,4,11,7,3,5,4,0,4,0,0,3,3,0,3,16,0,22,9,0,9,5,0,5,11,0,11,9,0,9,13,0,13,0,0,0,87,20,112
5107506,0,0,0,0,3,3,0,3,4,0,0,0,3,11,11,3,0,4,3,0,3,8,6,11,14,3,20,10,3,13,11,6,13,10,0,6,21,0,25,11,0,11,13,0,13,11,0,14,21,0,21,21,0,25,0,3,3,165,41,205
5107507,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,10,4,13,0,0,7,7,0,7,9,3,11,4,4,5,0,0,4,11,0,15,4,0,4,9,0,9,0,0,4,8,0,8,9,0,10,0,0,0,70,23,92
5107508,0,3,3,0,0,3,0,0,0,3,3,3,3,0,3,0,7,7,9,0,11,3,3,3,11,7,12,3,5,5,12,5,14,8,4,14,11,6,13,12,0,15,4,0,4,6,0,10,10,0,10,8,3,11,0,3,4,95,46,147
5107509,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,3,5,0,9,3,0,6,3,0,3,3,0,8,6,0,6,21,0,23,8,0,8,6,0,6,6,0,13,23,0,23,10,0,10,0,0,0,113,12,120
5107510,0,3,5,3,0,3,3,0,3,0,3,3,0,3,3,0,3,3,4,0,4,10,0,5,8,3,14,10,5,17,10,3,16,12,3,12,25,0,27,13,0,13,11,0,11,23,3,26,50,0,55,18,0,18,0,3,3,209,30,234
5107511,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,3,4,5,0,6,3,0,3,11,0,13,6,0,6,6,0,6,13,0,13,6,0,6,22,0,22,13,0,9,16,0,16,40,0,40,18,0,18,0,0,0,158,9,166
5107512,0,3,3,0,0,0,0,3,5,0,0,0,0,5,5,4,3,7,11,8,12,4,3,6,10,3,12,7,0,12,8,0,9,8,7,13,20,4,22,15,0,15,21,0,21,9,0,9,21,0,21,16,0,17,0,0,0,149,39,194
5107513,0,0,0,0,0,0,0,3,4,0,3,3,0,5,5,0,0,3,6,0,6,9,0,9,6,8,10,7,0,12,8,3,8,4,3,11,23,3,28,14,0,14,18,0,19,10,3,17,21,0,21,23,0,21,4,0,4,162,30,190
5107514,0,0,0,0,3,3,0,9,9,0,7,5,0,9,10,0,8,8,10,4,17,12,3,10,9,3,14,10,3,8,4,0,6,6,0,6,16,0,16,4,0,4,4,0,6,10,0,9,19,0,24,12,0,12,0,3,5,130,50,175
5107515,0,0,3,0,0,3,0,4,6,0,0,0,3,17,18,4,0,3,14,5,16,8,6,15,11,0,15,10,3,19,4,4,8,6,0,7,13,5,17,15,0,15,11,0,8,8,0,9,26,0,26,13,0,18,0,3,6,163,57,217
5107516,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,3,3,7,4,3,6,6,3,11,3,0,3,3,4,8,0,3,3,15,3,13,12,0,12,3,0,3,13,0,15,35,0,35,15,0,15,0,0,0,120,24,142
5107517,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,4,3,0,3,3,0,3,0,0,0,9,0,8,4,0,4,4,0,4,7,0,9,16,0,16,11,0,11,3,0,3,69,5,74
5107518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,7,3,0,6,3,0,3,3,3,10,8,0,8,10,0,10,13,0,13,9,0,9,16,3,17,38,0,38,13,0,13,0,0,0,131,8,137
5107519,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,3,0,9,3,0,3,8,0,8,9,0,8,23,0,23,9,0,9,0,0,0,70,3,74
5107520,0,0,4,0,3,3,4,0,4,0,0,0,0,0,3,3,5,10,3,3,7,11,4,10,11,0,7,10,0,10,11,0,9,9,3,10,27,0,27,20,0,20,21,0,21,19,0,19,65,0,62,23,0,19,0,0,0,222,25,248
5107521,0,4,4,0,0,0,0,0,3,0,0,0,3,0,3,0,4,6,3,3,4,0,0,0,15,3,23,0,0,3,3,3,4,4,0,4,14,0,14,11,0,11,9,0,9,13,0,19,42,0,37,18,0,18,0,0,0,140,17,154
5107522,3,3,3,0,0,0,3,0,3,0,3,3,0,0,0,3,6,10,6,0,6,7,0,9,9,3,10,9,3,12,4,0,9,3,0,4,15,4,21,10,0,10,11,0,11,21,0,23,63,3,60,21,0,21,0,0,5,193,27,221
5107523,0,0,4,0,0,0,0,0,0,0,0,0,3,3,6,0,0,3,3,0,3,0,8,9,8,0,11,3,0,3,0,0,3,5,0,7,7,0,13,13,0,13,17,0,17,5,0,5,33,0,33,13,3,18,0,0,0,133,21,146
5107601,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,3,3,5,0,6,0,0,0,4,0,4,3,0,3,8,3,15,16,0,16,5,0,5,12,0,12,22,0,22,16,0,16,3,0,3,104,16,117
5107602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,3,0,4,0,0,0,3,0,3,0,0,0,4,0,4,14,0,17,14,0,14,11,0,11,14,0,11,20,0,20,24,0,24,0,0,0,115,5,129
5107603,3,0,3,0,0,0,0,0,0,0,0,0,3,4,5,0,0,3,4,0,4,3,0,8,0,3,5,3,0,3,6,0,4,7,0,10,15,0,15,15,0,15,9,0,5,8,0,8,21,0,21,29,0,29,5,0,5,139,14,148
5107604,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,9,4,9,3,0,3,11,0,11,4,0,4,5,3,8,0,0,0,13,0,13,9,0,9,7,0,7,17,0,18,23,0,23,23,0,26,0,0,0,124,13,138
5107606,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,3,3,3,3,0,3,3,0,3,6,0,6,12,0,12,4,0,4,3,0,3,5,0,5,11,0,11,13,0,13,0,3,3,73,12,83
5107607,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,3,0,4,3,0,3,7,0,7,3,0,3,6,0,9,15,0,15,9,0,9,6,0,11,11,0,11,11,0,11,0,0,0,75,8,83
5107608,3,0,6,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,4,5,0,8,3,3,8,8,0,8,6,0,6,5,0,5,22,3,21,6,0,6,13,0,17,12,0,14,41,0,41,21,0,21,3,0,3,158,13,171
5107609,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,7,0,0,3,0,0,0,8,0,8,7,0,7,7,0,7,12,0,13,13,0,13,21,0,21,22,0,22,39,0,39,25,0,25,3,0,3,163,4,172
5107611,0,0,0,0,0,0,0,0,0,0,3,6,3,3,6,3,0,3,4,0,4,4,0,4,10,0,10,11,0,11,7,0,13,14,0,14,18,0,23,19,0,19,30,0,30,17,0,24,87,0,87,38,0,38,3,0,3,274,13,288
5107612,3,0,3,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,8,0,4,4,0,4,10,3,11,5,0,8,9,0,9,28,0,25,20,0,20,28,0,27,29,0,27,80,0,80,37,0,37,0,0,0,260,14,278
5107613,0,0,3,0,0,0,0,3,3,0,3,3,0,5,5,0,13,9,7,4,12,0,3,3,4,3,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,39,54
5107614,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,11,7,0,7,11,3,13,9,0,8,13,0,16,14,0,17,36,4,41,32,0,32,47,0,47,44,3,44,106,0,106,51,0,52,5,6,6,387,23,407
5107615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107616,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,3,11,8,0,8,7,3,5,15,0,13,6,0,8,17,0,17,37,0,37,44,0,44,26,0,26,38,0,41,64,0,64,37,0,37,0,0,0,306,8,321
5107617,0,0,0,0,0,3,0,0,0,0,3,3,0,4,9,3,3,3,10,4,10,10,5,15,11,0,11,9,0,9,12,0,12,14,0,10,29,3,34,27,0,27,24,0,24,19,0,19,75,0,75,28,0,28,3,3,10,270,33,306
