SA1_7DIGITCODE_2016,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,Inc_1_149_Family_hholds,Inc_1_149_NonFamHholds,Inc_1_149_Tot,Inc_150_299_Family_hholds,Inc_150_299_NonFamHholds,Inc_150_299_Tot,Inc_300_399_Family_hholds,Inc_300_399_NonFamHholds,Inc_300_399_Tot,Inc_400_499_Family_hholds,Inc_400_499_NonFamHholds,Inc_400_499_Tot,Inc_500_649_Family_hholds,Inc_500_649_NonFamHholds,Inc_500_649_Tot,Inc_650_799_Family_hholds,Inc_650_799_NonFamHholds,Inc_650_799_Tot,Inc_800_999_Family_hholds,Inc_800_999_NonFamHholds,Inc_800_999_Tot,Inc_1000_1249_Family_hholds,Inc_1000_1249_NonFamHholds,Inc_1000_1249_Tot,Inc_1250_1499_Family_hholds,Inc_1250_1499_NonFamHholds,Inc_1250_1499_Tot,Inc_1500_1749_Family_hholds,Inc_1500_1749_NonFamHholds,Inc_1500_1749_Tot,Inc_1750_1999_Family_hholds,Inc_1750_1999_NonFamHholds,Inc_1750_1999_Tot,Inc_2000_2499_Family_hholds,Inc_2000_2499_NonFamHholds,Inc_2000_2499_Tot,Inc_2500_2999_Family_hholds,Inc_2500_2999_NonFamHholds,Inc_2500_2999_Tot,Inc_3000_3499_Family_hholds,Inc_3000_3499_NonFamHholds,Inc_3000_3499_Tot,Inc_3500_3999_Family_hholds,Inc_3500_3999_NonFamHholds,Inc_3500_3999_Tot,Inc_4000orMore_Family_hholds,Inc_4000orMore_NonFamHholds,Inc_4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
5123401,0,0,0,0,0,0,0,5,5,0,0,0,4,0,8,0,0,3,5,0,5,4,0,3,8,0,8,8,0,8,4,0,4,4,0,4,6,0,8,5,0,5,0,0,0,0,0,0,6,0,6,7,0,9,0,0,0,64,17,84
5123402,0,3,7,0,0,0,0,3,3,0,4,4,3,8,11,0,6,11,8,0,8,11,0,12,12,0,14,16,3,12,3,0,3,8,0,12,8,0,8,3,0,3,0,0,0,0,0,3,3,0,3,13,0,13,4,0,3,87,40,121
5123403,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,3,0,3,3,0,3,0,7,6,8,4,11,6,0,10,3,0,7,10,0,10,11,0,8,3,0,4,3,0,3,0,0,0,3,0,3,6,0,6,5,0,5,56,28,82
5123404,0,0,0,0,0,0,3,0,3,0,0,3,3,3,6,3,0,3,4,0,9,9,0,7,10,0,12,8,0,14,3,0,5,7,0,8,14,3,10,6,0,6,3,0,3,0,0,0,6,0,5,14,0,15,0,3,3,92,24,117
5123405,3,0,3,0,0,0,0,0,3,0,3,3,3,0,3,0,0,3,3,0,3,0,0,0,9,3,14,3,0,3,3,0,3,3,0,3,5,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,3,5,0,3,3,47,15,66
5123406,0,0,0,0,0,0,0,3,3,3,4,3,3,11,11,0,5,10,5,4,10,6,4,10,10,3,9,3,0,5,3,0,3,0,0,0,4,0,3,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,47,46,92
5123407,0,0,0,0,0,0,6,7,8,3,9,8,5,24,26,4,5,11,13,6,20,5,7,13,9,3,12,13,0,15,4,0,4,7,0,7,3,0,6,9,0,9,3,0,3,4,0,4,5,0,5,15,0,16,3,6,10,101,70,166
5123408,0,0,0,0,0,0,0,3,3,0,0,0,3,3,10,3,0,3,3,6,5,0,0,4,5,3,8,7,0,7,3,0,9,4,3,7,6,0,6,4,0,4,4,0,4,0,3,3,6,0,6,17,0,17,0,0,0,69,25,92
5123409,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,8,0,8,4,0,10,5,0,5,7,3,7,5,0,3,0,0,0,4,0,4,5,0,5,8,0,8,0,0,0,4,0,4,3,0,3,9,0,9,3,3,5,69,14,82
5123410,0,3,5,4,0,5,0,0,0,0,0,0,3,8,8,3,0,5,5,3,12,3,5,10,5,3,12,12,0,11,6,0,6,7,3,3,13,3,13,10,0,10,6,0,6,4,0,6,5,0,5,5,0,5,0,0,0,84,35,116
5123411,0,0,0,0,0,3,0,3,3,3,4,7,4,10,12,3,4,10,18,3,18,3,3,6,7,0,7,10,0,11,3,0,3,4,0,4,9,3,14,12,0,12,7,0,7,0,0,3,3,0,3,4,0,4,0,0,0,97,28,128
5123412,3,4,8,0,0,0,3,3,8,3,4,7,3,16,13,7,14,19,15,8,23,9,3,17,6,14,21,10,3,14,11,0,11,9,0,5,13,0,13,3,0,3,3,0,3,3,0,3,4,0,4,17,0,17,3,3,11,119,67,183
5123413,0,0,0,0,0,0,0,3,8,4,7,8,3,22,19,7,5,11,7,3,12,6,9,16,15,4,13,5,0,5,13,0,9,7,0,8,5,0,5,8,0,8,0,0,0,0,0,0,4,0,6,18,0,21,0,6,4,103,49,154
5123414,0,0,0,4,3,6,0,0,0,0,8,17,6,27,37,15,3,19,25,7,28,8,5,17,11,0,9,6,3,12,7,3,6,6,0,7,13,0,13,7,0,7,0,0,0,0,0,0,0,0,0,9,0,9,3,6,11,111,76,189
5123415,0,0,0,0,0,0,0,3,4,3,3,3,3,9,9,6,3,7,12,0,15,11,0,12,13,5,16,10,0,8,9,0,6,9,3,7,9,0,9,9,0,9,0,0,0,3,0,3,0,0,0,9,0,9,3,4,3,109,28,140
5123416,0,0,0,0,0,0,0,0,0,0,3,3,6,10,11,4,3,8,9,0,6,3,3,8,7,7,14,9,5,12,3,0,7,6,0,6,5,0,5,3,0,3,0,0,0,0,0,0,4,0,4,11,0,11,0,3,3,74,31,109
5123501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5123601,0,0,0,0,0,0,0,0,0,0,4,4,0,9,10,0,0,3,7,0,11,3,4,7,3,0,3,3,0,3,4,0,7,8,3,8,5,0,4,0,0,0,3,0,3,3,0,3,10,0,10,6,0,6,0,0,0,62,22,79
5123602,0,0,3,0,0,0,3,0,3,0,4,6,0,3,7,0,0,0,8,0,14,8,5,10,9,0,9,5,0,5,3,0,3,0,0,5,18,0,17,6,0,6,0,0,0,7,0,7,3,0,3,16,0,16,3,3,3,91,17,107
5123603,0,3,3,0,3,3,0,3,3,0,0,6,4,7,16,4,7,11,10,5,12,11,7,15,12,3,16,4,0,4,6,0,5,8,4,7,7,0,7,9,0,9,3,0,3,0,0,0,5,0,5,10,0,9,0,0,3,91,44,131
5123604,0,0,3,3,0,3,0,0,0,0,0,0,4,0,8,0,0,7,11,0,11,3,0,3,3,5,9,3,3,11,5,3,11,10,0,8,18,4,23,13,0,13,9,0,9,4,0,4,11,0,11,24,0,29,3,0,4,127,27,155
5123605,0,0,0,0,0,0,0,3,3,0,0,0,3,8,10,0,0,4,6,3,6,3,0,0,5,3,7,5,0,5,3,0,3,4,0,4,9,0,11,3,0,4,6,0,6,3,0,3,3,0,9,11,0,17,0,0,0,73,21,98
5123606,0,0,3,0,0,0,0,3,3,0,0,0,7,3,11,0,0,5,6,0,9,11,3,14,10,0,7,10,5,11,9,0,7,3,0,8,16,4,19,10,0,12,3,0,3,5,0,5,11,3,11,17,0,17,0,3,4,108,31,141
5123607,3,4,7,5,0,5,0,0,0,3,3,11,3,7,13,8,7,9,8,0,8,8,5,14,13,3,16,14,3,16,19,3,20,29,3,27,52,3,55,32,0,32,22,0,22,21,4,20,30,0,35,51,0,57,0,0,5,329,45,370
5123608,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,4,0,4,3,0,6,0,0,0,3,0,3,7,0,7,8,0,8,6,0,6,3,0,3,4,0,4,10,0,10,14,0,14,0,0,0,79,4,87
5123609,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,4,8,0,13,6,0,6,10,0,8,10,0,10,4,3,10,0,3,3,24,0,24,11,0,11,8,0,8,12,3,16,20,0,20,32,0,32,0,0,0,152,16,168
5123610,0,0,0,4,0,4,0,3,3,0,6,6,4,6,11,5,0,4,16,0,18,10,3,14,11,7,15,10,0,10,7,3,13,8,3,13,28,7,36,12,0,13,10,0,8,8,0,8,23,0,23,35,0,35,3,4,4,196,45,242
5123611,0,3,3,3,5,5,0,0,0,0,0,0,4,3,10,3,0,3,3,0,3,6,7,8,5,0,8,10,0,11,0,0,4,4,0,4,3,0,3,4,0,4,3,0,3,3,3,3,0,0,3,10,0,10,0,3,3,62,30,90
5123612,0,0,4,3,0,4,0,0,3,0,3,3,3,3,9,4,0,8,13,0,14,3,6,11,10,0,7,4,0,8,0,3,8,4,0,4,8,0,7,5,0,5,0,0,0,4,0,4,7,0,7,17,0,20,0,0,0,96,30,121
5123701,0,0,0,0,0,0,0,0,0,0,5,5,3,9,14,3,0,3,3,3,6,11,3,14,4,0,4,3,3,6,4,0,4,3,0,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,7,0,6,9,37,35,72
5123702,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,3,0,5,6,0,6,6,0,6,4,0,4,3,0,8,9,3,7,6,0,6,0,0,3,0,0,0,10,0,10,4,0,4,0,0,3,53,12,66
5123703,0,0,0,0,0,0,0,0,3,0,3,5,4,17,21,4,4,5,6,3,5,10,3,10,7,6,15,7,3,6,4,0,7,3,7,11,3,0,7,9,0,9,0,0,0,0,3,3,3,0,3,5,0,7,0,0,0,67,47,112
5123704,0,3,4,0,3,3,0,10,10,0,11,8,0,16,16,6,3,11,22,7,27,9,5,11,7,3,9,8,4,10,8,4,13,0,0,0,6,0,6,5,0,5,0,0,0,0,0,0,0,0,0,15,0,15,0,4,4,81,61,141
5123705,0,3,3,0,3,3,3,0,4,0,6,7,8,18,28,3,8,18,16,6,23,10,12,24,10,5,18,9,4,13,4,0,10,14,0,14,10,3,10,3,0,3,5,0,6,0,0,0,4,0,4,14,0,14,4,6,10,131,82,213
5123706,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,3,8,3,3,5,8,3,6,7,0,8,10,0,12,8,0,8,4,0,4,6,0,4,12,0,14,10,0,10,3,0,3,11,0,11,11,0,11,4,0,3,103,19,123
5123707,0,4,5,0,3,3,0,0,0,0,4,4,3,3,5,7,0,3,15,3,11,5,4,7,6,3,13,6,0,11,5,3,10,3,0,7,10,0,10,3,0,4,7,0,7,0,0,0,10,0,17,15,0,18,3,3,9,103,45,147
5123708,0,4,4,0,0,0,0,8,11,0,7,5,6,21,29,5,6,13,13,3,22,10,8,20,22,12,31,4,9,17,8,3,14,15,8,16,22,6,23,16,0,17,9,0,8,9,0,6,16,0,16,25,4,31,4,10,16,189,104,298
5123709,3,3,5,0,0,0,0,3,0,0,5,5,4,16,18,6,0,7,7,0,8,7,7,10,10,3,15,5,0,5,8,0,8,4,0,4,12,0,12,3,0,7,0,0,0,0,0,0,3,0,3,13,0,13,0,5,7,80,41,118
5123710,0,3,3,0,0,0,5,0,6,0,3,3,0,5,7,0,4,3,13,6,12,5,3,11,3,3,9,13,0,15,4,0,8,6,0,6,7,0,7,8,0,8,4,0,4,3,0,3,5,0,5,9,0,8,3,0,3,78,31,113
5123711,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,4,0,3,3,4,8,10,3,4,8,10,0,10,10,0,6,11,3,12,9,0,7,0,0,0,3,0,3,3,0,3,7,0,7,8,0,8,3,0,4,63,21,90
5123801,0,0,0,0,0,0,0,0,0,0,7,6,3,14,15,0,9,5,11,4,18,5,7,8,4,10,13,14,7,18,11,5,16,3,3,11,8,5,13,0,0,0,5,0,5,0,0,0,3,0,5,17,0,17,5,3,9,100,89,181
5123802,0,0,0,0,0,4,0,4,4,0,0,0,4,3,11,6,3,10,7,3,13,7,9,10,3,5,8,6,4,13,5,3,10,9,5,14,11,5,16,5,0,5,0,0,0,3,0,4,6,0,6,14,4,15,3,3,4,86,50,138
5123803,0,0,0,0,4,4,3,5,10,4,14,16,8,26,32,6,7,10,16,8,26,5,5,12,14,6,19,9,0,13,6,8,11,4,0,4,11,3,13,11,0,11,3,0,3,0,0,0,3,0,3,9,0,9,0,16,16,117,104,220
5123804,0,3,3,0,0,0,0,0,0,0,5,5,0,9,4,0,3,0,9,3,16,14,3,15,12,8,16,7,0,9,4,0,4,14,0,14,18,0,19,13,0,16,10,0,10,6,3,10,14,0,14,19,0,16,3,0,8,146,39,185
5123805,0,0,5,0,0,0,0,3,3,3,9,10,9,19,24,5,12,14,9,4,18,4,4,11,5,0,7,3,6,14,0,0,7,3,3,6,3,3,3,4,0,4,0,0,0,0,0,0,0,0,3,9,0,10,0,0,0,64,69,134
5123806,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,4,4,8,0,0,0,4,0,9,3,0,3,8,0,4,3,0,3,3,0,6,0,0,0,4,0,4,0,0,0,4,0,4,4,0,4,0,0,0,48,17,57
5123807,4,0,3,0,0,0,0,0,0,0,7,7,4,7,14,4,0,7,15,0,15,4,4,10,3,5,10,0,0,4,7,4,8,0,3,0,8,3,8,3,0,3,3,0,3,0,0,3,0,0,0,13,0,13,0,4,10,73,50,118
5123808,0,0,3,0,0,0,0,0,3,0,6,6,8,11,16,3,3,3,5,3,8,4,4,6,8,0,11,6,3,12,5,0,8,6,3,10,7,3,8,3,0,3,3,0,4,3,0,3,4,0,4,11,0,13,0,12,12,87,49,135
5123809,0,4,5,0,0,0,0,4,4,0,3,3,0,14,11,4,7,13,14,11,21,9,8,14,10,4,15,14,5,16,9,0,9,9,3,11,12,0,14,3,0,3,0,0,0,0,0,3,8,0,8,12,0,12,8,4,6,102,58,165
5123810,0,0,0,0,0,0,0,0,0,0,3,4,0,6,5,6,5,11,10,6,17,7,0,3,6,0,6,7,3,11,3,0,3,3,3,8,10,0,10,4,0,4,3,0,3,3,0,3,13,0,13,4,0,4,3,7,6,83,35,117
5123811,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,3,0,0,3,3,3,3,7,0,8,4,0,3,0,0,3,3,0,8,11,3,10,8,0,8,3,0,3,0,0,3,0,0,0,10,0,10,0,0,3,50,32,76
5123812,0,3,3,3,0,3,0,3,4,0,3,3,3,0,3,4,0,3,3,4,11,3,0,5,10,3,13,4,3,11,3,3,9,5,0,11,9,0,9,8,3,11,0,0,0,3,0,3,7,0,7,9,0,9,0,0,0,89,32,122
5123901,3,0,4,0,0,0,0,0,0,0,3,3,6,6,14,0,3,6,3,3,7,4,3,6,6,3,11,3,0,3,0,0,3,3,5,9,4,5,8,0,0,3,0,0,0,0,4,7,3,0,3,4,0,4,0,5,5,50,54,106
5123902,0,3,3,0,0,4,0,5,3,0,3,3,0,10,8,4,0,4,8,3,10,4,3,5,3,6,10,3,0,3,3,0,3,4,0,4,4,4,13,5,0,7,6,0,6,3,0,3,3,0,3,18,0,19,4,4,9,78,48,123
5123903,0,0,0,0,0,0,0,0,0,0,4,4,0,7,10,0,3,3,3,0,5,3,0,3,9,4,6,5,3,5,0,0,0,4,3,5,4,3,7,5,3,6,0,0,0,3,0,4,3,0,3,15,0,15,0,0,7,60,31,91
5123904,0,3,6,3,0,4,3,4,3,0,4,4,10,4,21,7,10,8,20,4,23,13,10,27,6,5,18,12,5,13,7,0,11,5,0,6,4,4,12,4,0,4,0,0,0,0,0,0,3,0,7,25,0,25,5,0,3,144,54,199
5123905,0,3,3,7,0,3,0,3,3,0,3,3,8,13,20,3,3,9,23,3,25,18,3,18,8,3,11,10,3,11,8,3,13,5,0,5,21,0,21,9,0,9,3,0,3,12,0,11,5,0,5,27,0,25,0,8,8,169,46,219
5123906,3,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,3,3,3,4,3,3,0,4,7,3,13,0,0,3,9,0,10,3,0,3,4,0,4,4,0,4,0,0,3,3,0,3,4,0,7,10,3,8,0,14,9,55,34,90
5123907,8,4,4,0,3,6,3,0,3,0,6,3,3,7,9,4,3,4,4,3,10,5,8,11,10,3,12,10,5,11,11,4,13,10,0,10,18,0,18,10,0,10,3,0,3,4,0,4,4,0,4,20,3,21,0,0,0,121,47,168
5123908,0,0,0,3,0,4,5,0,6,0,0,0,6,14,16,0,3,3,7,3,6,0,3,4,5,0,4,8,0,8,3,4,4,7,0,5,4,3,6,4,0,4,0,0,0,0,0,0,5,0,5,3,0,3,0,4,4,58,44,104
5123909,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,0,0,3,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,17,14,31
5123910,4,5,7,0,0,3,0,5,9,0,7,8,4,8,10,4,7,18,7,10,15,5,10,19,12,16,27,3,10,8,0,3,3,3,6,14,10,12,21,4,0,3,0,3,3,0,0,0,4,0,4,13,0,9,0,19,24,79,125,206
5123911,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,0,0,0,11,4,16,4,0,5,13,0,12,8,0,8,0,3,8,8,3,11,12,4,16,10,0,10,3,0,3,0,3,3,5,0,8,13,0,13,0,0,0,96,31,122
5123913,0,0,0,0,0,0,0,0,4,0,7,7,0,3,7,3,0,3,9,7,11,3,3,7,3,3,4,5,0,5,0,0,0,3,0,3,0,5,3,0,0,3,0,0,0,3,3,3,3,0,6,3,0,5,0,8,8,41,46,81
5123914,4,0,6,0,3,4,0,3,3,0,0,0,0,5,12,0,0,0,4,0,4,4,0,9,5,3,12,5,6,11,5,0,5,4,0,4,14,0,14,8,0,8,4,0,4,3,0,4,4,0,4,15,0,15,0,0,0,88,27,113
5123915,0,0,0,4,0,4,0,3,3,0,0,3,0,4,6,0,5,3,6,4,11,3,3,6,0,3,3,3,0,0,3,0,3,6,0,5,6,3,7,4,0,4,3,0,3,0,3,5,4,0,4,3,0,8,0,5,3,57,38,96
5123916,0,0,0,3,0,3,0,0,0,0,0,0,0,5,6,0,0,3,9,3,10,3,6,4,10,10,21,7,3,12,8,0,11,8,0,9,11,3,18,7,0,7,11,0,11,3,0,7,3,0,3,15,0,17,3,0,3,103,38,146
5123917,0,5,4,3,0,4,0,6,6,0,9,9,9,9,21,6,5,13,16,12,25,0,6,7,22,10,25,4,6,7,6,3,5,3,9,11,9,15,27,11,0,11,0,3,7,3,0,5,7,0,5,17,0,15,10,9,15,135,101,232
5123918,0,0,3,3,0,3,0,0,0,0,3,3,4,5,9,3,3,4,4,5,8,8,3,5,10,7,15,15,3,16,8,0,6,7,3,12,15,0,10,6,0,6,11,0,11,3,0,3,3,0,3,12,3,13,3,0,3,100,30,132
5123919,6,3,5,0,3,5,0,10,16,0,6,8,4,20,27,3,10,14,19,7,32,4,12,21,25,12,33,15,5,19,3,4,8,16,5,22,15,9,18,8,0,10,0,0,0,5,8,18,12,7,19,20,3,20,4,20,23,162,145,308
5123920,3,0,4,3,0,6,3,3,5,0,8,8,11,7,23,7,9,17,14,0,20,18,0,16,16,12,23,13,3,13,9,3,8,10,0,10,26,3,26,14,3,15,4,0,4,3,0,3,7,0,7,35,0,35,5,3,4,198,59,253
5123921,0,3,6,0,0,0,0,3,3,0,3,3,3,3,9,0,3,3,5,0,7,5,0,8,5,5,13,10,0,10,4,3,5,3,0,6,12,4,12,4,3,7,3,0,3,0,0,0,10,0,10,15,0,15,0,3,6,86,37,120
5123922,0,3,3,0,3,5,0,3,3,0,5,5,0,7,10,3,3,4,3,3,4,3,0,6,5,4,11,6,8,10,3,0,4,4,0,9,11,0,10,7,5,10,0,0,3,0,0,0,3,0,3,14,0,9,3,3,4,68,47,112
5123923,0,0,0,0,0,0,3,0,3,0,0,0,3,3,7,0,0,3,6,0,3,4,3,5,7,6,8,5,0,5,0,0,0,7,4,4,5,4,9,11,0,11,3,0,3,3,0,3,8,0,8,12,0,14,0,0,3,77,20,99
5123924,3,0,3,0,3,3,3,0,3,0,4,4,3,15,12,5,3,7,15,12,22,10,4,14,13,8,16,16,3,22,9,0,9,11,3,9,22,0,21,3,0,3,5,0,5,5,3,6,5,0,3,26,0,22,3,7,13,150,62,211
5124001,0,0,0,0,0,0,0,3,3,0,3,3,4,13,15,5,3,4,9,4,18,3,8,19,13,15,24,8,0,10,12,3,11,5,0,5,13,0,12,12,0,12,7,0,7,3,0,3,6,0,9,12,0,15,3,6,12,120,68,187
5124002,0,3,3,0,0,0,0,10,8,0,3,3,6,26,32,3,11,9,22,7,29,10,9,21,7,7,15,9,8,18,5,3,9,6,0,6,5,4,15,11,0,11,5,0,5,0,3,4,3,0,3,18,0,21,0,6,10,131,105,229
5124003,3,3,5,0,0,3,0,3,7,4,9,10,3,23,30,0,9,8,17,0,19,3,6,11,7,10,15,12,3,13,10,5,16,7,0,9,15,4,16,10,0,10,3,0,3,3,0,3,7,0,11,13,0,14,9,10,14,125,101,226
5124004,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,3,4,7,7,9,3,7,10,3,0,3,10,5,11,3,0,3,3,0,6,5,0,5,3,0,3,4,0,4,0,0,3,3,0,3,11,0,15,3,4,5,69,37,105
5124005,0,0,0,0,0,0,0,0,0,0,7,3,3,12,16,3,8,12,5,4,13,5,9,15,19,6,27,7,6,11,3,8,13,9,4,12,24,7,26,17,0,17,15,0,11,5,3,10,11,0,11,21,0,20,0,6,3,144,69,214
5124006,3,9,12,4,3,6,0,0,5,0,13,13,3,17,21,3,3,8,16,4,21,10,9,22,18,11,25,10,4,17,10,7,16,11,3,11,22,9,34,12,0,16,6,0,9,3,0,3,8,0,8,22,3,31,3,5,7,164,99,267
5124007,0,0,0,0,0,0,0,0,4,0,12,7,3,8,14,3,9,14,4,8,8,12,4,15,7,5,18,6,7,11,10,3,17,11,11,19,19,14,33,5,0,8,3,0,3,6,0,9,4,0,4,12,3,20,3,0,3,121,91,209
5124008,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,3,3,4,0,4,5,3,9,3,0,3,3,0,3,0,0,3,6,0,6,9,0,9,3,0,7,0,0,0,3,0,3,4,0,3,5,0,5,0,0,0,57,18,69
5124009,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,11,0,0,0,0,0,0,0,3,3,3,0,3,3,0,3,4,0,6,5,0,3,5,0,10,4,0,4,3,0,3,3,0,3,0,0,5,0,0,0,53,15,67
5124010,0,0,0,0,0,0,0,0,0,0,5,5,3,4,3,0,0,0,3,6,9,0,3,3,4,3,9,6,4,11,3,0,4,6,0,6,12,0,14,7,0,5,9,0,9,0,4,5,9,0,9,9,0,9,0,0,0,86,32,114
5124011,0,0,0,0,0,0,0,4,4,0,3,3,0,5,11,3,0,3,7,0,4,12,5,15,3,0,5,3,0,7,0,0,0,3,0,3,0,0,0,4,0,4,3,0,3,3,0,3,9,0,9,12,0,12,0,0,0,65,28,90
5124012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,3,3,0,5,5,0,9,9,0,6,7,0,7,5,0,5,0,0,3,6,0,6,3,0,3,0,0,0,55,9,62
5124013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,7,5,3,8,3,0,5,3,0,3,3,0,3,7,0,3,3,0,3,0,0,0,0,0,0,10,0,10,8,0,8,0,0,0,48,15,58
5124014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,8,0,3,5,7,0,7,0,0,0,3,3,5,10,0,5,3,0,3,3,0,3,0,0,3,8,0,8,4,0,4,0,0,0,48,12,58
5124101,0,0,0,0,0,0,0,0,0,0,5,5,6,5,12,0,3,3,4,6,12,7,8,15,8,3,13,11,6,14,3,3,10,3,0,3,12,0,11,0,0,0,7,0,7,3,0,4,4,0,4,11,0,11,3,3,7,76,54,126
5124102,0,3,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,3,4,3,3,4,3,0,3,7,3,10,7,0,7,5,0,5,6,3,6,9,0,8,0,0,0,0,0,0,4,0,4,7,0,7,0,0,0,49,20,73
5124103,0,0,0,3,0,3,0,3,3,0,3,3,0,4,8,7,3,6,11,0,11,0,0,7,6,0,5,5,6,8,0,0,3,8,0,13,11,0,11,0,0,0,4,0,4,0,0,0,0,0,0,7,0,7,3,0,3,72,25,100
5124104,0,3,3,0,0,0,4,5,12,0,3,3,5,9,10,3,9,16,7,10,13,3,5,6,15,12,22,9,3,14,8,8,18,10,0,10,19,3,21,8,0,11,9,0,5,4,0,3,3,3,7,16,0,21,0,3,4,126,75,199
5124105,0,0,0,0,3,7,0,9,9,0,13,13,8,15,24,6,12,19,18,3,25,6,0,8,7,11,19,13,5,19,7,10,17,8,0,8,10,8,14,14,0,14,3,0,3,3,0,3,0,0,0,11,0,11,3,3,8,123,90,212
5124106,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,5,4,3,7,0,0,3,3,0,3,4,0,7,3,0,3,8,0,11,9,0,9,3,0,3,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,61,11,69
5124107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,14,3,3,10,5,0,8,7,0,7,7,0,7,3,0,3,3,0,3,3,0,3,8,0,8,12,0,12,0,0,3,71,16,86
5124108,0,0,0,0,0,0,0,6,6,3,5,12,8,6,17,3,0,5,3,5,11,4,8,14,9,8,15,10,7,21,7,3,13,11,5,16,19,7,24,14,3,12,9,0,8,3,4,8,3,0,3,8,0,15,4,4,6,118,80,199
5124109,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,8,0,7,4,0,6,4,0,7,4,0,3,8,0,8,0,0,0,0,0,0,3,0,3,7,0,7,5,0,5,0,0,0,49,16,60
5124110,3,3,4,0,0,0,0,0,0,0,3,3,8,3,12,0,3,5,6,3,10,4,6,8,3,3,7,5,4,8,4,0,3,5,4,8,15,4,16,5,0,5,3,0,6,0,0,3,10,0,10,9,0,9,0,3,3,87,39,125
5124111,4,0,4,0,0,0,0,0,0,0,3,3,3,0,3,3,3,6,5,0,3,3,3,7,3,9,9,3,3,9,0,0,0,7,0,5,13,3,12,9,0,9,3,0,3,0,0,0,3,0,3,10,0,8,3,3,7,63,24,91
5124112,0,3,3,0,0,0,0,0,0,0,3,3,0,11,11,0,4,4,0,11,9,3,11,15,5,4,10,11,5,18,11,4,15,15,3,16,24,3,26,9,0,10,8,0,4,0,0,0,11,0,12,9,0,8,3,0,3,98,73,166
5124113,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,3,3,0,3,3,5,3,7,3,6,8,10,0,7,10,0,7,0,0,0,12,0,11,10,0,10,0,0,0,3,0,7,3,0,3,12,0,11,0,0,0,80,25,101
5124114,0,0,3,0,0,0,0,0,0,0,3,3,3,3,6,3,3,9,4,7,9,3,9,10,7,6,7,3,5,10,5,0,5,4,0,4,6,0,6,4,0,4,3,0,3,3,3,4,3,0,3,12,0,12,0,0,0,68,36,100
5124115,0,0,3,0,0,0,0,0,0,0,4,4,4,0,7,0,3,4,3,0,4,0,0,0,6,10,13,6,3,15,3,7,11,3,0,7,3,0,3,4,0,4,0,0,0,0,0,0,5,0,9,3,0,3,0,6,4,54,29,88
5124201,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,15,23
