SA1_7DIGITCODE_2016,OneMeth_Train_M,OneMeth_Train_F,OneMeth_Train_P,OneMeth_Bus_M,OneMeth_Bus_F,OneMeth_Bus_P,OneMeth_Ferry_M,OneMeth_Ferry_F,OneMeth_Ferry_P,OneMeth_Tram_inc_lt_rail_M,OneMeth_Tram_inc_lt_rail_F,OneMeth_Tram_inc_lt_rail_P,OneMeth_Taxi_M,OneMeth_Taxi_F,OneMeth_Taxi_P,OneMeth_Car_as_driver_M,OneMeth_Car_as_driver_F,OneMeth_Car_as_driver_P,OneMeth_Car_as_passenger_M,OneMeth_Car_as_passenger_F,OneMeth_Car_as_passenger_P,OneMeth_Truck_M,OneMeth_Truck_F,OneMeth_Truck_P,OneMeth_Motorbike_scooter_M,OneMeth_Motorbike_scooter_F,OneMeth_Motorbike_scooter_P,OneMeth_Bicycle_M,OneMeth_Bicycle_F,OneMeth_Bicycle_P,OneMeth_Other_M,OneMeth_Other_F,OneMeth_Other_P,OneMeth_Walked_only_M,OneMeth_Walked_only_F,OneMeth_Walked_only_P,OneMeth_Tot_OneMeth_M,OneMeth_Tot_OneMeth_F,OneMeth_Tot_OneMeth_P,TwoMeth_Train_Bus_M,TwoMeth_Train_Bus_F,TwoMeth_Train_Bus_P,TwoMeth_Train_Ferry_M,TwoMeth_Train_Ferry_F,TwoMeth_Train_Ferry_P,TwoMeth_Trn_Trm_inc_lt_rl_M,TwoMeth_Trn_Trm_inc_lt_rl_F,TwoMeth_Trn_Trm_inc_lt_rl_P,TwoMeth_Train_Car_as_drvr_M,TwoMeth_Train_Car_as_drvr_F,TwoMeth_Train_Car_as_drvr_P,TwoMeth_Trn_Car_as_pass_M,TwoMeth_Trn_Car_as_pass_F,TwoMeth_Trn_Car_as_pass_P,TwoMeth_Train_Other_M,TwoMeth_Train_Other_F,TwoMeth_Train_Other_P,TwoMeth_Train_Tot_M,TwoMeth_Train_Tot_F,TwoMeth_Train_Tot_P,TwoMeth_Bus_Ferry_M,TwoMeth_Bus_Ferry_F,TwoMeth_Bus_Ferry_P,TwoMeth_Bus_Trm_inc_lt_rl_M,TwoMeth_Bus_Trm_inc_lt_rl_F,TwoMeth_Bus_Trm_inc_lt_rl_P,TwoMeth_Bus_Car_as_driver_M,TwoMeth_Bus_Car_as_driver_F,TwoMeth_Bus_Car_as_driver_P,TwoMeth_Bus_Car_as_pass_M,TwoMeth_Bus_Car_as_pass_F,TwoMeth_Bus_Car_as_pass_P,TwoMeth_Bus_Other_M,TwoMeth_Bus_Other_F,TwoMeth_Bus_Other_P,TwoMeth_Bus_Tot_M,TwoMeth_Bus_Tot_F,TwoMeth_Bus_Tot_P,TwoMeth_Other_TwoMeth_M,TwoMeth_Other_TwoMeth_F,TwoMeth_Other_TwoMeth_P,TwoMeth_Tot_TwoMeth_M,TwoMeth_Tot_TwoMeth_F,TwoMeth_Tot_TwoMeth_P,ThreeMeth_Trn_2_othr_mthd_M,ThreeMeth_Trn_2_othr_mthd_F,ThreeMeth_Trn_2_othr_mthd_P,ThreMth_Bu_2_ot_met_exc_tra_M,ThreMth_Bu_2_ot_met_exc_tra_F,ThreMth_Bu_2_ot_met_exc_tra_P,ThreeMeth_Oth_ThreeMeth_M,ThreeMeth_Oth_ThreeMeth_F,ThreeMeth_Oth_ThreeMeth_P,ThreeMeth_Tot_ThreeMeth_M,ThreeMeth_Tot_ThreeMeth_F,ThreeMeth_Tot_ThreeMeth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Meth_travel_to_work_NS_M,Meth_travel_to_work_NS_F,Meth_travel_to_work_NS_P,Tot_M,Tot_F,Tot_P
5116314,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,84,79,156,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,83,176,0,5,10,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,18,30,0,0,0,111,113,223
5116315,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,32,31,69,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,77,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,9,0,0,0,52,48,101
5116316,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,93,68,160,7,3,7,3,0,3,0,0,0,0,0,3,0,0,0,0,0,3,108,79,186,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,3,0,0,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,10,14,19,0,0,0,127,103,229
5116317,0,0,3,3,7,5,0,0,0,0,0,0,0,0,0,84,68,153,5,10,13,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,94,81,179,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13,21,0,0,0,108,100,209
5116318,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,49,43,91,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,46,105,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,5,11,15,3,3,8,76,68,147
5116401,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,62,66,123,0,8,7,0,0,0,0,0,0,4,0,4,3,0,3,0,0,4,78,75,154,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,3,14,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,14,13,23,0,0,0,101,95,198
5116402,3,0,3,3,6,9,0,0,0,0,0,0,0,0,0,47,45,91,0,0,3,0,0,0,6,0,6,4,0,6,0,0,0,0,0,0,63,54,115,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,3,6,11,0,0,0,74,77,149
5116403,3,0,5,0,0,3,0,0,0,0,0,0,0,0,0,48,36,89,3,4,10,0,0,0,0,0,0,0,3,5,0,0,0,5,0,3,59,49,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,8,4,12,0,0,0,68,64,140
5116404,3,0,3,4,3,3,0,0,0,0,0,0,0,0,0,59,59,121,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,3,76,65,141,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,10,16,18,0,0,0,90,84,173
5116405,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,64,54,119,0,0,3,0,0,0,0,0,0,7,0,6,0,0,0,0,5,5,72,61,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,10,8,22,0,0,0,84,83,168
5116406,4,4,8,3,0,8,0,0,0,0,0,0,0,0,0,64,72,131,5,4,6,0,0,0,0,0,0,7,0,7,0,0,0,0,3,3,83,82,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,11,15,3,11,12,0,0,0,91,108,198
5116407,4,0,5,3,3,9,0,0,0,0,0,0,0,3,3,66,55,120,0,9,6,0,0,0,3,0,3,3,3,3,4,0,5,3,12,15,84,90,170,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12,9,14,21,3,0,3,109,107,217
5116408,3,6,8,7,5,11,0,0,0,0,0,0,0,0,0,62,69,130,4,4,12,0,0,0,3,0,3,5,0,11,3,0,3,3,15,22,86,99,189,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,13,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,10,9,21,0,0,0,109,124,237
5116409,6,5,6,8,3,9,0,0,0,0,0,0,0,0,0,91,74,169,3,7,8,0,0,0,0,0,4,4,0,8,3,3,5,0,3,4,120,97,210,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,17,29,11,14,21,0,0,0,147,123,269
5116410,3,0,3,9,9,14,0,0,0,0,0,0,0,0,0,85,107,194,0,3,4,0,0,0,3,0,3,3,3,8,3,3,4,4,4,5,116,123,237,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,5,15,0,0,0,0,0,0,0,0,0,0,0,0,5,19,23,21,19,38,0,3,3,153,164,318
5116411,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,51,100,0,5,8,0,0,0,0,0,0,3,0,3,0,0,0,3,3,11,69,64,130,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,0,0,3,0,0,0,0,0,0,0,0,3,3,13,15,6,9,8,0,0,0,80,84,166
5116412,0,6,8,7,3,16,0,0,0,0,0,0,0,0,0,72,92,165,3,7,7,0,0,0,3,0,3,3,3,4,3,0,3,0,3,3,99,109,209,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,3,13,10,24,9,12,21,0,0,0,124,144,275
5116413,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,68,68,137,0,7,3,0,0,0,0,0,0,3,0,4,0,0,3,3,0,5,86,78,164,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,0,0,0,0,3,0,4,4,9,13,5,11,16,0,0,0,101,103,205
5116414,3,7,7,6,7,8,0,0,0,0,0,0,0,0,0,68,56,121,4,5,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,81,76,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,13,18,15,13,19,0,0,0,105,99,198
5116415,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,78,67,145,3,3,3,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,93,71,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,14,16,5,13,21,0,0,0,111,101,208
5116416,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,110,110,218,3,6,10,0,0,0,0,3,3,9,0,8,0,0,0,0,3,3,129,126,258,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,15,25,6,17,22,0,0,3,154,162,318
5116417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,61,132,10,10,17,0,0,0,0,0,0,0,0,3,0,0,0,15,0,15,98,72,169,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,23,3,9,16,0,0,3,120,97,213
5116501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116502,5,4,8,0,6,6,0,0,0,0,0,0,0,0,0,96,89,189,7,11,18,0,0,0,0,0,0,6,0,7,3,0,7,5,9,9,123,122,239,12,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,20,3,0,3,0,0,0,0,0,0,3,0,3,6,13,15,20,23,45,0,0,0,166,157,321
5116503,13,20,32,7,7,11,0,0,0,0,0,0,0,0,0,133,139,272,7,8,17,0,0,0,0,3,4,3,3,8,0,0,0,6,3,11,169,183,355,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,14,16,32,15,25,38,0,0,3,203,226,438
5116504,13,16,25,0,3,3,0,0,0,0,0,0,0,0,0,83,81,169,0,4,11,0,0,0,0,0,0,7,10,16,0,4,3,0,3,4,113,118,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,4,4,12,14,22,3,21,24,3,0,3,133,152,292
5116505,16,14,27,0,0,0,0,0,0,0,0,0,0,0,0,57,57,115,4,7,5,0,0,0,4,0,4,13,0,14,0,0,0,0,5,5,84,82,171,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,0,3,0,0,0,0,0,0,0,0,3,3,8,16,4,8,15,0,3,3,102,111,210
5116506,9,4,13,3,0,7,0,0,0,0,0,0,0,0,0,29,21,48,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,37,73,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,0,47,48,96
5116507,5,10,14,3,9,12,0,0,0,0,0,0,0,0,0,70,67,138,3,7,12,0,0,0,0,0,3,13,0,16,0,0,4,0,10,11,95,106,202,10,6,14,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,8,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,18,0,3,3,0,0,0,0,0,0,0,3,3,11,11,17,10,21,34,0,5,5,133,148,278
5116508,3,3,9,4,0,6,0,0,0,0,0,0,0,0,0,38,31,66,3,3,8,0,0,0,4,0,4,0,0,0,0,0,0,4,3,12,53,39,98,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,10,15,0,0,0,69,61,126
5116509,12,15,30,6,5,4,0,0,0,0,0,0,0,0,0,84,87,167,3,11,13,0,0,0,0,0,0,10,4,13,0,3,4,12,12,27,125,133,258,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,7,19,0,0,0,0,0,0,0,0,0,0,0,0,8,5,19,15,17,35,0,4,4,160,178,336
5116510,6,12,15,5,3,11,0,0,0,0,0,0,0,0,0,56,43,103,0,3,3,0,0,0,0,0,0,5,3,8,0,0,3,6,10,21,82,73,153,3,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19,12,17,30,4,0,5,105,108,219
5116511,11,13,23,4,6,10,0,0,0,0,0,0,0,0,0,58,50,105,4,3,5,0,0,0,0,0,3,10,6,17,0,0,0,5,16,25,94,96,188,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,9,8,18,11,14,23,0,0,3,114,136,249
5116512,7,11,15,0,3,3,0,0,0,0,0,0,0,0,0,42,37,75,3,5,5,0,0,0,0,0,0,0,3,3,0,3,9,7,16,30,69,71,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,5,9,18,0,3,3,80,89,169
5116513,14,13,29,12,7,23,0,0,0,0,0,0,8,6,9,90,49,136,12,9,21,0,0,0,0,0,0,3,3,6,11,12,26,31,67,94,184,165,346,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,3,9,15,0,0,0,0,0,0,0,0,3,0,3,5,7,5,14,35,40,75,8,7,15,242,233,472
5116514,5,15,20,0,6,10,0,0,0,0,0,0,0,0,0,52,30,83,3,0,5,0,0,0,0,0,0,3,0,5,3,0,3,19,15,35,89,61,153,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,7,16,20,0,0,0,103,86,185
5116515,6,19,20,3,3,11,0,0,0,0,0,0,0,0,0,103,94,191,8,10,18,0,0,0,0,0,0,8,3,9,0,0,0,13,15,20,138,140,272,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,19,0,0,0,0,0,0,0,0,0,0,0,0,19,13,32,15,15,28,0,0,0,176,172,348
5116516,6,3,9,3,3,7,0,0,0,0,0,0,0,0,0,73,81,153,6,9,11,0,0,0,0,0,0,3,5,13,3,3,3,3,7,10,96,109,206,9,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8,11,25,8,16,21,0,0,0,121,145,267
5116517,0,11,8,3,6,13,0,0,0,0,0,0,0,0,0,93,89,183,3,7,7,0,0,0,3,0,3,9,3,17,3,0,4,13,17,30,129,138,267,0,7,8,0,0,0,0,0,0,3,0,3,0,0,0,5,0,7,10,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,3,0,6,0,0,0,0,0,0,3,0,6,5,18,20,13,11,24,0,0,0,166,174,338
5116518,3,3,4,0,8,3,0,0,0,0,0,0,0,0,0,69,75,141,0,3,8,5,0,5,5,0,5,6,4,11,0,0,0,3,0,3,90,97,184,7,6,8,0,0,0,0,0,0,0,3,6,0,0,0,0,0,3,9,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,6,17,0,0,0,0,0,0,0,0,0,0,0,0,9,10,20,4,19,30,0,0,0,119,132,250
5116519,3,7,6,3,8,12,0,0,0,0,0,0,0,0,0,86,93,183,5,3,9,0,0,0,0,0,0,0,4,4,4,0,4,5,0,5,112,114,227,3,0,8,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,5,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,16,22,7,0,7,130,143,266
5116520,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,45,51,94,3,3,8,0,0,0,0,0,0,4,0,3,5,0,5,3,0,5,57,64,119,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,13,13,0,0,0,67,89,153
5116521,7,6,13,0,6,9,0,0,0,0,0,0,0,0,0,55,40,92,0,6,3,0,0,0,0,0,0,0,0,0,3,0,3,14,4,18,81,70,147,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,11,17,6,7,15,0,0,0,95,84,184
5116522,3,3,9,14,3,15,0,0,0,0,0,0,0,0,0,68,58,128,0,0,0,0,0,0,0,0,0,3,9,9,0,0,0,6,9,15,99,88,184,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,8,15,0,0,3,0,0,0,0,0,0,0,0,3,7,11,26,12,19,29,3,3,7,129,126,252
5116523,5,5,12,0,8,9,0,0,0,0,0,0,0,0,0,30,22,51,0,0,3,0,0,0,0,0,0,0,3,3,0,0,4,5,7,16,47,43,98,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,9,9,18,0,0,0,66,62,127
5116524,15,16,26,0,3,0,0,0,0,0,0,0,0,0,0,64,53,119,5,3,4,0,0,0,0,0,0,8,0,13,4,0,3,5,0,9,99,75,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26,11,4,14,0,0,0,120,99,220
5116525,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,9,4,16,0,0,0,0,0,0,0,0,0,19,10,33,0,0,3,35,14,49,71,35,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,16,31,3,0,3,92,58,143
5116526,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,88,79,168,6,4,12,0,0,0,0,0,0,7,0,5,4,0,4,9,11,16,110,104,218,5,3,11,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,17,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14,12,15,25,3,5,6,138,142,282
5116527,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,69,73,139,0,5,11,0,0,0,0,0,0,3,0,5,3,0,3,4,0,5,85,85,175,3,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,16,22,0,0,0,108,104,209
5116528,3,3,3,3,7,9,0,0,0,0,0,0,0,0,0,70,72,143,3,4,6,0,0,0,3,0,4,9,0,11,0,0,3,3,3,3,94,89,181,4,8,7,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,21,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,8,12,15,3,3,3,114,119,230
5116529,0,0,4,3,3,4,0,0,0,0,0,0,0,0,0,37,52,89,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,0,0,4,46,60,109,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,10,16,0,0,0,0,0,0,0,0,0,0,0,0,5,9,11,4,3,13,0,0,0,64,75,144
5116530,3,0,8,3,6,8,0,0,0,0,0,0,0,0,0,58,61,120,5,4,8,0,0,0,0,0,0,8,0,7,0,0,0,3,0,4,75,78,159,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,8,15,0,0,0,0,0,0,0,0,0,0,0,0,10,5,13,3,17,18,0,0,0,95,113,208
5116531,4,5,7,3,0,5,0,0,0,0,0,0,0,0,0,78,70,148,3,4,5,0,0,0,0,0,0,0,3,3,0,0,0,3,3,11,91,92,182,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,0,0,0,0,0,0,0,0,0,3,0,3,4,11,13,4,8,15,0,0,0,111,111,222
5116532,11,14,26,0,0,0,0,0,0,0,0,0,0,0,0,43,42,84,4,0,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,68,63,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,12,7,18,6,8,13,0,0,0,85,77,164
5116601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
