SA1_7DIGITCODE_2016,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5111516,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,7,5,0,0,26,13,21,62,44,50,72,44,24,7,338
5111517,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,3,5,3,0,4,0,0,23,32,31,52,99,130,86,52,5,3,491
5111518,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,14,20,28,25,18,12,8,0,121
5111519,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,15,3,17,44,30,51,54,20,11,6,246
5111520,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,17,38,42,69,140,122,55,34,10,0,508
5111521,0,0,0,0,0,3,5,11,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,19,22,6,49,3,8,4,13,36,58,94,80,32,326
5111601,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,11,8,23,25,28,40,37,10,0,182
5111602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,16,5,6,33,34,31,31,34,8,0,185
5111603,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,14,7,19,39,65,72,65,61,20,0,362
5111604,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,6,0,26,12,13,24,43,47,34,37,16,0,223
5111605,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,4,0,7,0,19,3,15,25,32,49,50,50,24,3,257
5111606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,7,0,0,27,12,31,29,65,58,55,51,9,3,317
5111607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,7,6,32,31,30,28,26,8,0,181
5111608,0,0,0,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,3,5,0,18,11,27,43,60,73,66,57,26,3,364
5111609,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,8,6,9,13,22,35,35,25,9,3,157
5111610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,19,22,30,54,106,82,46,12,0,380
5111611,0,0,0,0,3,0,5,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,5,0,0,24,18,24,47,55,72,68,47,11,0,336
5111612,0,0,0,0,0,3,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,0,0,21,17,27,31,70,69,78,101,24,16,436
5111613,0,0,0,0,0,0,5,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,15,14,17,38,50,58,54,58,17,10,312
5111614,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,28,17,34,46,53,26,8,7,223
5111615,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,44,85,116,116,73,31,12,4,496
5111616,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,0,15,7,42,43,60,72,76,55,6,3,361
5111617,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,11,3,25,42,54,37,25,8,3,205
5111618,0,0,0,0,0,3,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,11,6,17,24,48,35,59,47,7,4,259
5111701,0,0,0,0,7,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,5,5,3,4,3,4,0,0,0,26,15,37,95,72,51,31,13,7,0,312
5111703,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,6,3,0,25,12,43,80,54,49,21,17,10,0,281
5111704,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,8,7,4,4,3,0,0,25,17,22,66,51,33,35,17,3,3,249
5111706,0,0,3,3,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,5,5,12,12,0,3,0,0,41,16,47,94,102,66,23,20,4,0,376
5111708,0,0,0,9,3,3,0,3,0,17,0,0,6,0,3,0,0,0,0,7,3,3,7,13,0,0,3,3,3,33,24,47,104,92,54,28,21,22,9,409
5111709,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,8,5,3,3,0,0,0,20,28,28,103,90,57,42,16,12,3,380
5111710,0,0,0,0,3,3,0,0,3,9,0,0,0,0,0,0,0,0,0,3,3,3,3,0,7,4,3,4,0,30,23,38,63,48,68,52,27,13,10,339
5111711,0,0,0,0,0,0,7,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,9,11,37,30,22,30,18,7,0,165
5111712,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,3,0,3,4,0,15,13,37,82,51,57,32,22,13,0,306
5111713,0,0,0,0,0,6,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,0,15,33,33,84,108,74,61,33,14,5,451
5111714,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,18,15,46,75,55,72,53,20,13,0,344
5111715,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,4,0,8,0,6,0,0,3,0,22,17,36,83,46,59,24,12,8,3,293
5111716,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,15,29,58,46,51,23,12,9,3,247
5111717,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,3,3,0,0,22,9,31,89,41,44,23,4,3,3,243
5111718,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,13,16,28,41,48,52,43,19,10,5,255
5111719,0,0,3,3,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,5,3,3,0,0,0,0,0,0,0,12,19,29,91,67,28,14,10,0,0,250
5111720,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,12,17,43,84,59,59,32,19,11,3,322
5111721,0,0,0,4,0,4,0,0,0,7,0,0,3,5,0,0,0,0,0,12,6,0,10,11,9,10,3,3,0,48,21,23,92,86,53,49,23,12,0,352
5111722,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,13,16,20,119,89,23,23,4,0,0,289
5111723,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,6,15,138,90,28,26,11,10,0,329
5111724,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,14,14,28,87,43,28,7,0,0,0,210
5111725,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,3,5,5,0,0,0,25,23,24,56,66,57,35,20,5,0,287
5111726,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,7,5,4,0,4,0,0,28,14,22,104,79,46,35,14,0,3,313
5111801,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,7,0,0,23,9,21,66,59,41,32,34,11,8,267
5111802,0,0,0,0,0,3,0,3,0,13,0,0,0,4,0,0,0,0,0,6,0,0,17,14,9,5,4,3,0,50,6,24,69,73,46,31,13,9,0,278
5111803,0,0,0,3,4,3,4,3,3,21,0,0,0,0,0,3,0,0,0,3,3,7,15,8,6,5,3,0,4,49,26,50,158,104,71,65,30,26,18,538
5111804,0,0,0,0,4,0,0,3,0,11,0,0,6,0,0,0,0,0,0,5,0,3,8,3,3,4,6,3,0,29,14,42,110,84,72,56,32,24,11,441
5111805,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,3,0,0,0,4,0,0,16,3,3,4,3,0,0,24,3,22,113,55,18,33,20,13,3,283
5111806,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,0,0,0,23,9,35,78,89,48,50,20,4,4,342
5111807,0,0,0,0,3,3,5,3,3,24,0,0,3,0,0,0,0,0,0,7,3,5,17,12,6,8,8,9,14,71,9,54,144,88,63,62,48,32,27,527
5111808,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,6,3,0,3,0,0,16,6,29,63,60,49,53,50,12,3,323
5111809,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,4,0,24,12,46,77,74,69,58,50,23,4,407
5111810,0,0,0,0,0,5,4,5,0,26,0,0,0,0,0,0,0,0,0,0,5,10,15,14,16,15,13,9,3,105,20,47,104,100,116,116,75,32,10,620
5111811,4,0,0,3,5,3,8,3,0,21,0,0,0,0,0,0,0,0,0,3,6,11,22,21,24,20,15,3,0,124,32,59,147,143,173,201,128,37,3,914
5111812,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,13,4,5,7,0,0,0,34,12,26,91,73,62,55,22,13,0,340
5111813,0,0,0,0,3,4,3,0,0,4,0,0,0,3,3,0,0,0,0,6,0,3,8,5,0,3,3,3,0,21,16,21,82,87,58,42,21,11,0,339
5111814,0,0,3,0,0,0,3,10,3,16,0,3,0,0,0,0,0,0,3,11,0,4,13,10,10,13,12,0,0,59,10,41,93,85,98,73,39,26,8,471
5111815,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,5,0,4,4,9,7,3,4,0,35,28,33,73,97,87,50,37,11,0,422
5111816,0,0,0,0,3,0,0,11,3,17,0,0,0,0,0,0,0,0,0,3,0,5,5,6,10,16,15,32,14,97,11,25,64,58,55,56,60,55,27,410
5111817,0,0,0,3,0,0,10,12,40,67,0,0,0,0,3,3,0,0,0,10,5,12,12,0,9,12,10,44,54,158,24,62,132,82,73,61,54,83,118,686
5111818,0,0,0,0,0,3,8,4,0,20,0,0,0,0,0,0,0,0,0,4,3,6,22,22,6,12,5,9,3,87,15,77,174,139,96,77,57,36,16,685
5111819,0,0,0,0,0,4,12,9,3,32,0,0,0,0,0,0,0,0,0,6,4,3,10,20,6,6,10,6,3,63,15,31,76,90,54,72,60,31,15,440
5111820,0,0,0,3,0,3,3,6,4,21,0,3,4,3,3,0,0,0,0,13,6,8,42,20,27,23,24,5,4,161,21,99,236,156,136,100,80,20,16,859
5111821,0,0,0,0,0,3,0,8,11,21,0,3,0,3,0,0,3,0,0,8,0,12,6,12,10,7,11,3,3,68,10,62,99,65,54,40,33,30,16,414
5111822,0,0,3,0,3,12,9,12,6,36,0,0,0,0,0,0,0,0,0,0,0,4,11,8,10,11,5,3,3,62,6,48,107,49,43,55,40,24,16,389
5111823,0,0,0,3,0,0,3,4,0,9,0,0,3,0,0,0,0,0,0,5,3,17,26,12,7,7,3,3,0,70,22,57,130,85,80,38,20,25,8,461
5111824,0,0,3,0,0,0,3,6,3,22,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,3,3,3,0,34,9,47,109,47,60,44,37,27,10,393
5111825,5,0,0,0,3,9,9,7,8,34,0,0,0,0,0,0,0,0,0,4,0,8,16,10,8,13,11,3,0,62,17,64,129,99,73,97,51,33,18,577
5111901,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,3,0,0,3,31,8,18,59,43,55,26,17,3,5,232
5111902,0,0,0,0,0,4,0,3,0,9,0,0,0,0,3,0,0,0,0,3,0,3,3,7,0,0,0,0,0,17,10,21,60,66,45,39,9,6,3,260
5111903,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,0,3,20,0,20,60,47,45,30,24,16,7,240
5111904,0,0,0,0,0,0,5,0,3,11,0,4,4,0,7,5,0,0,0,23,8,4,8,3,10,3,6,3,0,47,19,57,103,69,82,39,23,14,7,417
5111905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
5111906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111907,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,3,0,10,6,10,42,40,30,23,24,13,0,190
5111908,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,3,0,0,3,0,0,3,0,6,3,0,3,0,15,16,35,57,60,73,39,15,13,8,318
5111909,0,0,3,0,0,0,0,3,0,17,0,0,3,0,0,0,0,0,0,3,0,9,23,15,4,4,3,0,0,68,22,79,219,98,64,53,33,10,4,581
5111910,0,0,0,0,0,0,3,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,26,12,28,87,66,39,38,26,8,9,326
5111911,0,0,0,0,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,5,0,3,27,4,34,115,105,66,53,30,11,10,437
5111912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,5,3,0,0,0,25,0,22,81,62,52,38,8,0,0,274
5111913,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,3,9,0,0,3,0,0,0,0,0,0,11,9,18,56,64,38,29,20,4,4,255
5111914,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,3,7,4,0,8,0,0,0,0,27,14,30,47,57,70,38,23,11,4,293
5111915,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,4,3,6,8,10,0,0,0,0,25,16,36,70,51,52,34,10,4,0,280
5111916,0,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,7,14,15,15,7,0,0,62,13,37,57,73,70,47,29,5,8,337
5111917,0,0,4,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,3,3,0,4,6,4,0,3,0,0,25,13,26,82,75,53,34,25,7,3,307
5111918,0,0,0,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,9,10,12,13,7,9,0,67,15,37,88,86,69,62,35,22,6,424
5111919,0,0,0,0,0,3,3,4,7,17,0,0,4,3,0,0,0,0,0,4,0,0,11,8,0,3,4,3,0,28,12,41,128,72,33,43,36,23,12,407
5111920,0,0,0,0,0,3,3,5,0,17,0,0,0,0,0,0,0,0,3,3,0,0,7,3,4,9,9,12,16,62,3,20,77,60,55,40,38,25,31,361
5111921,0,0,0,0,0,3,0,3,6,16,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,12,4,3,0,40,0,24,58,35,33,46,27,14,5,239
5111922,0,0,0,3,0,3,3,3,3,16,0,0,0,4,0,0,3,0,0,7,3,0,8,4,11,3,11,0,0,39,12,29,83,84,50,54,44,16,6,378
5111923,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,8,5,3,3,3,3,3,0,28,8,45,82,60,38,37,29,13,0,317
5111924,0,0,0,3,0,0,5,3,0,15,0,0,0,0,0,4,0,0,0,9,0,0,17,6,9,21,35,29,24,138,5,33,120,55,43,62,55,40,34,452
5111925,0,0,3,0,0,0,3,3,0,6,0,0,0,3,0,0,0,0,0,4,8,8,6,7,9,0,3,0,0,44,29,42,107,75,31,20,18,10,3,338
5111926,0,3,0,4,0,0,7,0,0,11,0,0,0,0,3,0,0,0,0,3,0,6,17,6,6,4,3,0,0,34,16,54,165,94,60,28,25,7,3,452
5111927,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,11,12,24,80,45,40,29,23,8,9,274
5111928,0,0,0,0,0,4,0,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,3,3,8,34,6,31,61,50,36,29,33,21,22,299
5111929,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,7,4,0,0,30,12,30,80,38,38,43,38,17,3,304
5111930,0,0,0,0,0,3,6,5,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,12,12,43,139,80,45,47,28,17,3,409
5111931,0,0,3,0,0,0,0,5,0,13,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,3,0,15,15,53,103,59,57,36,18,13,4,352
5111932,0,0,0,0,0,0,6,3,0,15,0,3,0,0,0,0,0,3,0,8,7,3,11,10,6,8,6,3,4,57,24,24,109,69,56,46,42,22,7,390
5111933,0,0,0,0,5,0,4,7,4,18,0,0,0,0,0,0,0,0,0,9,0,0,11,5,3,0,3,0,0,35,14,45,124,82,76,40,26,15,9,424
5111934,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,11,9,5,4,3,0,0,43,7,28,83,69,53,39,25,6,0,317
5111935,0,0,0,0,0,3,3,0,0,10,0,0,0,0,3,3,4,0,0,7,3,9,21,11,4,7,3,0,0,63,13,89,196,116,65,73,48,16,6,624
5111936,0,0,0,0,0,0,0,0,0,7,0,3,7,0,0,0,0,0,0,9,3,9,12,10,3,8,3,3,0,46,13,49,131,57,45,30,18,10,3,351
5111937,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,5,11,7,3,3,0,0,0,29,14,40,99,57,36,32,18,11,0,309
5111938,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,4,0,6,47,14,12,12,6,0,0,103,20,95,263,86,57,42,16,7,3,588
5111939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,24,11,5,3,3,3,0,67,5,50,130,56,11,14,11,4,0,296
5111940,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,7,3,3,5,3,0,0,0,27,15,42,70,58,52,29,6,5,3,288
5112001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,12,3,0,0,0,28,0,3,7,12,12,3,0,0,0,30
5112201,0,0,0,0,0,0,4,0,3,13,0,0,3,0,0,0,0,0,0,9,0,0,7,0,0,8,0,0,0,24,8,26,99,42,14,31,25,12,6,272
5112202,0,0,0,0,0,9,0,8,3,21,0,0,0,0,0,0,0,0,0,0,4,0,4,9,8,3,5,3,5,42,16,18,75,75,60,62,45,28,8,391
5112203,0,0,0,0,0,0,7,4,0,12,0,0,3,3,0,0,0,0,0,3,3,3,18,10,6,0,3,0,0,41,18,35,117,49,53,39,30,22,3,354
5112204,0,0,3,7,0,0,3,8,0,16,0,0,3,0,0,0,0,0,0,6,0,3,3,3,3,8,3,0,0,28,17,27,69,78,64,49,40,17,13,366
5112205,0,0,0,0,0,0,0,5,0,16,0,0,3,3,3,0,0,0,0,15,0,3,0,7,3,4,8,0,0,26,13,32,68,70,48,38,22,28,3,324
5112207,0,0,0,0,0,0,3,0,3,12,0,0,3,0,0,0,0,0,0,6,0,4,5,9,4,0,5,4,0,30,12,25,50,62,43,42,37,23,7,301
5112209,0,0,0,3,0,0,0,3,3,9,0,3,0,4,0,0,0,0,0,6,0,0,7,4,9,5,0,3,0,28,10,26,53,44,55,36,29,17,13,276
5112210,0,0,0,0,0,5,6,12,3,27,0,0,0,3,4,0,0,0,0,6,3,3,5,0,0,0,0,0,0,9,6,39,64,62,48,40,31,24,6,324
5112211,0,0,0,0,0,0,0,4,4,14,0,0,0,0,3,0,0,0,0,5,0,0,3,9,0,4,0,3,0,21,10,33,101,76,42,41,25,27,13,366
5112212,0,0,0,0,0,0,4,7,0,9,0,0,0,0,0,0,0,0,0,4,0,0,9,6,3,3,0,7,0,25,6,22,86,69,42,44,38,33,13,339
5112214,0,0,0,0,0,0,3,5,3,17,0,0,0,3,0,0,0,0,0,3,0,0,5,0,4,3,0,7,0,23,6,34,108,45,45,29,22,20,10,331
5112215,0,0,0,0,0,0,8,11,7,27,0,0,0,0,0,0,3,0,0,4,5,0,4,3,3,3,6,4,4,43,16,42,80,74,63,58,47,50,8,438
5112216,0,0,4,0,0,0,0,6,5,16,0,0,0,0,0,0,0,0,0,4,3,0,0,6,3,5,3,0,0,17,11,24,53,44,46,29,23,12,4,257
5112217,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,0,0,0,0,3,3,0,7,6,4,0,0,0,0,25,7,32,76,59,59,39,22,8,3,295
5112218,0,0,4,3,3,5,8,0,0,25,0,0,0,3,0,0,0,3,0,7,3,4,3,5,4,5,3,0,0,29,9,46,113,56,45,48,41,18,5,382
5112219,0,0,5,4,0,4,3,3,0,25,0,3,4,0,3,0,0,0,0,12,4,12,33,23,13,28,14,17,15,153,19,61,155,92,81,86,44,33,20,581
5112220,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,17,7,5,3,3,0,41,9,29,54,68,46,43,13,11,3,269
5112222,0,0,3,4,9,0,10,3,0,24,0,0,13,0,3,0,0,0,0,21,6,46,147,42,41,16,15,18,0,336,29,239,740,215,135,102,69,30,3,1559
5112223,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,27,6,18,8,3,0,3,62,10,22,88,44,55,37,14,3,3,275
5112224,0,0,0,0,0,0,3,3,3,10,0,0,0,0,0,0,0,0,0,9,0,4,4,9,4,3,3,4,0,36,5,21,102,66,44,33,32,18,3,334
5112225,0,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,4,6,14,15,11,11,8,0,0,66,9,39,104,117,73,69,39,10,9,470
5112226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,10,13,3,6,0,3,0,47,16,40,87,75,51,50,11,14,6,339
5112227,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,3,4,5,3,4,3,3,0,0,29,16,35,106,74,62,58,28,14,5,391
5112228,0,0,7,0,0,0,3,10,10,28,0,0,0,0,0,0,0,0,0,5,4,8,16,7,6,3,5,17,14,78,15,41,115,64,54,38,47,76,54,505
5112229,0,0,0,3,0,0,7,7,0,20,0,0,0,3,0,0,0,0,0,5,0,3,5,3,4,6,0,0,0,28,10,35,71,70,48,32,34,17,7,333
5112230,0,0,3,3,0,3,9,6,3,32,0,0,0,0,0,0,0,0,0,8,3,0,23,12,12,4,18,9,0,81,21,33,124,75,67,46,49,43,13,470
5112231,0,0,0,0,0,6,6,6,0,20,0,0,0,0,0,0,0,0,0,0,0,5,16,5,4,9,10,5,3,54,12,49,106,50,35,47,46,31,15,389
5112232,0,0,6,5,3,7,3,4,0,29,0,0,3,3,3,0,0,3,0,15,7,12,11,4,9,3,3,3,0,47,17,54,91,71,50,37,28,30,5,388
5112233,0,3,5,4,0,0,9,15,4,38,0,0,0,0,5,0,0,3,0,8,10,6,7,11,4,0,3,8,4,41,22,43,104,100,62,47,47,41,10,481
5112234,0,0,0,3,4,0,8,15,5,33,0,0,3,0,0,0,0,0,0,5,0,3,17,11,3,4,7,9,3,57,9,39,132,82,82,60,41,47,14,510
5112235,0,0,0,0,0,0,4,5,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,12,8,28,80,34,34,37,26,24,4,274
5112236,0,3,0,0,0,3,0,3,3,18,0,0,0,0,0,0,0,0,0,7,3,8,14,7,6,8,7,0,4,59,11,54,104,54,43,55,52,24,20,417
5112237,0,0,3,0,3,0,4,14,3,29,0,0,3,0,0,0,0,0,0,7,3,3,15,7,7,13,8,6,0,54,20,25,115,68,51,69,50,28,7,445
5112238,0,0,0,3,0,9,3,3,3,23,0,0,4,0,3,3,0,0,0,14,4,4,20,5,0,4,5,3,0,45,6,30,101,59,45,46,32,18,9,341
5112241,0,0,0,0,3,0,0,6,0,16,0,0,0,0,0,0,0,4,0,4,7,3,3,5,0,12,3,9,0,40,20,31,90,70,44,50,22,23,3,353
5112242,0,0,0,3,0,3,0,8,0,21,0,0,0,0,0,0,0,0,0,4,0,4,10,3,0,3,3,0,0,20,10,37,107,56,43,34,28,16,0,335
5112243,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,3,0,3,0,10,8,3,6,5,4,0,0,43,22,55,77,57,72,47,28,26,3,381
5112244,0,0,0,0,0,0,3,3,5,18,0,0,0,0,0,0,0,0,0,4,0,4,23,7,4,0,8,10,7,59,14,32,82,33,32,24,25,26,22,289
5112245,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,20,5,5,6,3,7,0,47,6,37,116,53,51,50,19,23,4,353
5112246,0,0,3,0,0,3,3,6,0,13,0,0,3,3,0,0,0,0,0,5,3,8,16,9,12,3,5,3,0,61,20,66,124,76,82,62,37,16,7,476
5112247,0,0,0,0,0,0,4,4,0,11,0,0,3,0,4,0,0,0,0,11,4,0,5,3,3,5,3,3,3,27,13,30,56,44,41,23,23,23,10,256
5112248,0,0,0,0,0,3,5,3,3,21,0,0,3,0,0,0,3,5,0,10,3,3,5,4,7,0,7,4,0,38,15,35,62,54,49,52,51,26,9,354
5112249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,8,0,16,0,0,0,31
5112250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,0,0,24,3,26,63,39,29,21,7,7,0,209
