SA1_7DIGITCODE_2016,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_more_15_19_yr,P_3000_more_20_24_yr,P_3000_more_25_34_yr,P_3000_more_35_44_yr,P_3000_more_45_54_yr,P_3000_more_55_64_yr,P_3000_more_65_74_yr,P_3000_more_75_84_yr,P_3000_more_85_yr_over,P_3000_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
5119124,0,3,0,3,8,0,4,0,0,23,0,4,3,5,8,0,0,0,0,24,0,0,4,8,14,3,0,0,0,33,0,3,0,3,6,4,0,0,0,17,0,0,0,8,11,4,0,0,0,23,0,0,0,3,10,3,0,0,0,25,0,0,3,12,14,4,3,0,0,37,0,0,0,11,14,9,0,0,0,41,4,3,0,5,8,0,3,0,0,20,0,0,0,0,0,0,0,0,0,3,63,37,25,99,132,46,40,5,0,450
5119125,0,6,0,0,7,3,0,0,0,11,0,5,0,3,8,4,3,0,0,26,0,4,0,11,10,3,0,0,0,27,0,3,0,5,9,4,0,0,0,21,0,0,3,10,7,5,0,0,0,26,0,0,3,5,4,0,0,0,0,15,0,0,0,10,14,7,0,0,0,33,0,0,4,0,8,6,0,0,0,25,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,46,31,28,65,97,36,24,9,0,338
5119126,0,3,3,4,0,3,0,0,0,18,0,3,6,4,6,4,0,0,0,27,0,0,3,7,13,0,0,0,0,28,0,0,8,10,8,3,0,0,0,28,0,0,3,5,3,3,0,0,0,15,0,0,4,7,8,0,0,0,0,22,0,0,5,6,12,3,0,0,0,28,0,0,0,3,4,0,0,0,0,5,3,3,7,6,10,3,3,10,0,41,0,0,0,0,0,0,0,0,0,5,51,39,59,80,90,33,25,35,0,420
5119128,0,0,3,0,6,3,0,0,0,12,0,3,0,0,7,3,0,0,0,15,0,3,0,4,4,3,0,0,0,27,0,0,0,7,13,0,0,0,0,13,0,0,0,0,6,0,0,0,0,11,0,0,0,5,3,3,0,0,0,13,0,0,4,16,5,7,0,0,0,32,0,0,0,3,3,3,0,0,0,13,0,0,8,4,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,47,14,41,60,85,40,19,9,0,309
5119129,0,3,6,3,9,5,3,7,0,28,0,0,4,7,5,3,0,0,0,25,0,3,11,13,14,3,0,0,0,39,0,4,7,5,7,10,0,0,0,30,0,0,11,9,8,3,3,0,0,36,0,0,4,4,3,3,0,0,0,18,0,0,7,17,12,0,0,0,0,41,0,0,0,4,19,0,0,0,0,23,3,0,6,13,6,3,0,0,0,33,0,0,0,0,0,3,0,0,0,3,67,33,94,126,117,44,26,16,0,528
5119130,0,3,4,3,0,3,0,0,0,18,0,7,6,12,7,4,4,0,0,39,0,3,13,10,5,3,3,0,0,45,0,0,18,6,5,6,0,0,0,34,0,0,13,11,5,0,0,0,0,24,0,3,5,5,6,4,0,0,0,19,0,0,8,12,8,4,0,0,0,31,0,0,5,0,3,0,0,0,0,13,3,4,4,7,3,0,3,3,0,29,0,0,0,0,0,0,0,0,0,3,42,41,105,78,77,37,30,12,0,432
5119131,5,3,13,9,0,0,0,0,0,22,0,0,13,6,3,0,0,0,0,31,0,6,9,14,4,3,0,0,0,36,0,6,11,6,3,0,0,0,0,28,0,0,9,4,6,3,0,0,0,20,0,0,12,6,8,0,0,0,0,25,0,4,9,10,12,7,0,0,0,39,0,0,6,4,3,0,0,0,0,12,7,0,8,8,8,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,57,40,118,91,60,24,13,0,0,402
5119132,0,5,3,3,0,0,0,0,0,13,0,4,3,3,3,0,0,0,0,20,0,4,11,4,4,0,0,0,0,27,0,0,8,13,3,3,0,0,0,32,0,0,12,5,4,0,0,0,0,22,0,0,6,0,0,0,0,0,0,12,0,0,9,10,4,0,0,0,0,20,0,0,3,3,3,0,0,0,0,14,3,8,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,22,33,91,71,37,9,6,3,0,269
5119133,0,0,0,3,5,0,0,0,0,12,0,0,4,3,3,0,0,0,0,17,0,0,5,7,3,0,0,0,0,21,0,0,0,3,3,0,0,0,0,13,0,0,0,8,6,3,0,0,0,16,0,0,0,8,3,0,0,0,0,9,0,0,3,9,3,0,0,0,0,13,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,3,0,0,0,3,25,14,23,71,37,13,10,3,0,199
5119134,0,0,4,3,10,0,0,0,0,16,0,3,7,4,6,0,3,0,0,26,0,3,3,11,12,4,0,0,0,28,0,3,4,8,9,3,0,0,0,27,0,3,8,3,9,0,0,0,0,21,0,0,0,3,11,0,0,0,0,11,0,0,3,14,20,3,0,0,0,34,0,0,0,4,3,3,0,0,0,16,3,0,3,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,57,32,40,78,85,24,11,5,0,335
5119135,0,5,5,7,3,0,0,0,0,28,0,4,3,7,8,0,3,0,0,19,0,0,4,8,0,3,0,0,0,21,0,3,4,3,3,4,0,0,0,16,0,0,3,10,3,3,0,0,0,19,0,0,3,4,3,0,0,0,0,12,0,0,9,6,5,3,0,0,0,29,0,0,3,3,4,0,0,0,0,9,0,5,3,4,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,29,27,66,58,31,26,12,0,0,251
5119136,0,0,3,5,6,0,0,0,0,20,0,5,3,6,7,0,0,0,0,24,0,0,3,5,6,0,0,0,0,20,0,0,3,5,6,0,0,0,0,22,0,0,7,12,3,0,0,0,0,20,0,0,5,6,6,0,0,0,0,18,0,0,5,15,14,0,0,0,0,34,0,0,0,4,7,0,0,0,0,13,9,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,56,17,56,93,77,12,6,0,0,325
5119137,3,3,3,0,3,3,0,0,0,17,0,0,3,8,4,5,0,0,0,20,0,5,0,3,6,0,0,0,0,15,0,0,3,5,5,0,3,0,0,14,0,0,0,4,3,5,0,0,0,12,0,0,3,5,9,0,0,0,0,24,0,0,3,15,16,5,0,0,0,44,0,0,3,9,15,3,0,0,0,34,0,0,0,5,7,0,0,0,0,12,0,0,0,0,0,0,3,0,0,4,38,24,32,68,102,36,17,0,0,317
5119138,0,6,9,8,3,0,0,0,0,26,0,0,6,3,3,3,0,0,0,18,0,0,6,9,0,0,0,0,0,22,0,0,3,7,7,0,0,0,0,17,0,0,7,3,8,0,0,0,0,16,0,0,3,5,0,0,0,0,0,9,0,0,4,9,8,0,0,0,0,15,0,0,4,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,19,63,62,39,18,3,3,0,229
5119139,0,3,0,3,3,0,0,0,0,10,0,0,3,4,4,0,0,0,0,12,0,0,3,3,9,0,0,0,0,15,0,0,0,3,5,0,0,0,0,11,0,0,3,4,3,0,0,0,0,13,0,0,3,5,12,0,0,0,0,20,0,0,4,11,6,0,0,0,0,21,0,0,0,7,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,26,12,22,68,61,9,9,3,0,198
5119140,0,3,3,3,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,3,3,7,4,0,0,0,0,11,0,0,3,5,4,0,0,0,0,13,0,0,0,9,3,0,0,0,0,13,0,0,3,9,7,0,0,0,0,13,0,0,3,4,9,0,0,0,0,16,0,0,0,3,0,0,0,0,0,9,5,3,3,6,8,0,3,0,0,24,0,0,0,0,0,0,0,0,0,4,29,19,39,55,44,6,6,0,0,205
5119141,0,3,7,0,0,3,0,0,0,15,0,8,7,3,3,0,0,0,0,25,0,6,7,5,3,4,0,0,0,24,0,0,6,3,0,3,0,0,0,18,0,0,6,10,8,5,0,0,0,23,0,0,6,7,6,0,0,0,0,19,0,0,7,10,7,0,0,0,0,24,0,0,0,3,0,0,0,0,0,6,3,0,3,7,0,0,0,3,0,19,0,0,0,0,3,5,0,0,0,10,24,27,87,75,36,21,11,12,0,297
5119142,0,0,4,3,3,6,0,0,0,16,0,3,4,10,8,12,3,0,0,33,0,0,3,10,8,8,0,0,0,23,0,0,3,3,8,5,0,0,0,21,0,0,7,13,4,0,0,0,0,27,0,0,0,9,12,4,0,0,0,22,0,0,9,10,13,5,0,0,0,35,0,0,0,8,6,0,0,0,0,18,0,3,0,0,3,8,6,0,3,24,0,0,0,0,0,0,0,0,0,3,42,31,51,78,96,66,37,17,3,409
5119143,0,3,9,3,3,0,0,0,0,20,0,3,11,3,4,3,0,0,0,22,0,3,12,4,4,0,0,0,0,23,0,0,14,9,3,0,0,0,0,23,0,3,5,3,0,0,0,0,0,17,0,0,5,4,5,0,0,0,0,12,0,0,11,5,8,0,0,0,0,28,0,0,0,4,0,0,0,0,0,6,3,0,5,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,37,32,87,53,34,13,3,10,0,271
5119144,0,0,3,7,6,3,0,0,0,17,0,3,0,7,0,4,0,0,0,17,0,0,3,4,10,3,0,0,0,20,0,0,0,3,9,0,0,0,0,12,0,0,3,4,7,3,0,0,0,13,0,0,5,11,6,0,0,0,0,19,0,0,3,13,11,0,0,0,0,25,0,0,3,6,6,0,0,0,0,17,5,3,0,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,43,18,37,71,65,17,0,6,0,260
5119145,3,7,7,3,6,0,0,0,0,28,3,3,4,3,7,0,0,0,0,27,0,0,11,13,9,0,0,0,0,35,0,4,10,4,8,0,0,0,0,25,0,0,21,14,3,4,0,0,0,34,0,0,5,6,0,3,0,0,0,17,0,0,10,10,3,4,0,0,0,23,0,0,4,5,0,0,0,0,0,14,0,0,4,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,48,33,113,79,61,20,18,3,0,373
5119146,0,0,0,0,3,0,0,0,0,8,0,4,0,0,4,3,0,0,0,13,0,3,3,3,8,0,0,0,0,13,0,0,3,3,8,0,0,0,0,12,0,0,0,3,5,0,0,0,0,12,0,0,0,8,3,0,0,0,0,11,0,0,3,7,7,3,0,0,0,17,0,0,0,10,6,5,0,0,0,18,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,9,21,53,54,27,10,0,0,202
5119147,0,3,0,0,8,0,0,0,0,14,0,0,0,9,0,3,0,0,0,16,0,6,0,7,9,0,0,0,0,23,0,0,3,4,4,0,0,0,0,12,0,0,0,8,10,0,0,0,0,17,0,0,0,4,4,3,0,0,0,10,0,0,3,8,17,0,0,0,0,26,0,0,0,5,11,0,0,0,0,17,3,0,0,5,7,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,40,25,29,79,91,18,4,0,0,282
5119201,0,0,3,3,0,3,3,0,0,15,0,9,8,7,3,3,0,0,0,29,0,0,3,9,3,0,0,0,0,22,0,0,0,0,6,4,0,0,0,17,0,0,0,3,4,3,0,0,0,13,0,0,0,0,5,0,0,0,0,9,0,0,3,8,5,3,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,4,3,3,0,11,0,0,0,0,0,0,0,0,0,0,18,16,31,49,46,35,21,17,0,218
5119202,0,6,8,4,4,5,0,9,0,28,0,3,3,3,5,10,0,0,0,29,0,4,3,0,9,3,0,0,0,20,0,5,0,3,0,3,0,0,0,12,0,0,5,7,8,0,0,0,0,19,0,0,4,3,8,0,0,0,0,19,0,0,4,4,5,4,0,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,6,32,26,47,41,65,40,39,12,5,316
5119203,0,3,3,4,0,3,3,0,0,15,0,0,3,0,4,3,3,0,0,13,0,0,4,0,6,4,0,0,0,26,0,0,0,8,8,4,0,0,0,16,0,0,0,4,6,3,0,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,3,3,3,3,0,0,0,12,0,0,0,3,0,0,0,0,0,6,3,0,0,5,3,7,0,0,3,26,0,0,0,0,0,0,0,0,0,0,26,22,40,39,54,49,21,11,6,268
5119204,3,4,3,8,3,0,4,0,4,23,0,3,4,0,6,9,3,3,0,27,0,0,13,7,9,3,0,0,0,29,0,0,3,6,11,4,0,0,0,27,0,0,5,3,4,7,0,0,0,19,0,0,0,3,3,6,0,0,0,14,0,0,7,10,10,3,0,0,0,25,0,0,0,0,0,5,0,0,0,5,3,5,0,0,5,0,0,7,7,25,0,0,0,0,0,0,0,0,0,0,22,22,38,55,72,58,49,32,15,367
5119205,0,0,0,0,0,4,3,0,0,7,0,0,3,4,3,0,0,0,0,20,0,0,9,0,3,3,0,0,0,18,0,0,0,3,0,3,0,0,0,12,0,0,5,0,9,3,0,0,0,17,0,0,3,3,3,3,0,0,0,18,0,0,6,3,10,11,0,0,0,28,0,0,0,3,7,0,0,0,0,8,0,0,3,6,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,14,20,48,32,55,47,27,13,10,274
5119206,0,3,0,6,4,0,4,0,0,21,0,8,4,3,8,3,3,0,0,28,0,0,3,0,10,11,5,0,0,30,0,0,8,0,3,4,0,0,0,18,0,0,0,0,7,4,0,0,0,16,0,0,0,0,4,3,0,0,0,10,0,0,4,7,15,6,0,4,0,28,0,0,5,3,5,5,0,0,0,18,7,4,4,4,3,7,3,0,0,27,0,0,0,0,0,0,0,0,0,3,32,32,39,52,71,64,41,20,8,364
5119207,0,3,6,3,3,3,0,0,0,22,0,3,12,4,4,3,0,0,0,25,0,5,12,8,13,5,3,0,0,44,0,0,3,3,3,3,0,0,0,11,0,0,0,8,3,6,0,0,0,13,0,0,3,3,3,3,0,0,0,14,0,0,5,3,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,6,0,3,0,7,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,35,25,77,52,66,49,24,7,0,336
5119208,0,3,4,3,5,0,3,0,0,14,0,0,7,0,3,4,0,0,0,21,0,3,4,3,5,0,0,0,0,13,0,0,3,3,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,29,19,43,38,39,36,19,6,4,234
5119209,0,0,6,3,0,3,0,0,0,18,0,0,5,3,5,3,0,0,0,17,0,0,4,9,10,3,0,0,0,26,0,0,3,3,3,4,0,0,0,8,0,0,0,4,0,3,0,0,0,6,0,0,3,0,3,3,0,0,0,9,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,9,6,4,4,7,0,0,26,0,0,0,0,0,0,0,0,0,0,13,20,49,39,51,45,34,9,3,268
5119211,0,9,3,0,3,0,0,0,0,9,0,6,3,8,3,4,0,0,0,28,0,3,10,6,12,0,0,0,0,31,0,0,0,3,0,0,0,0,0,4,0,0,3,0,3,4,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,3,5,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,3,4,0,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,22,36,28,53,52,32,20,15,7,262
5119212,0,8,8,6,11,8,0,0,0,38,0,8,9,6,14,0,0,0,0,38,0,10,16,15,17,9,3,0,0,66,0,3,5,9,16,6,0,0,0,43,0,4,4,4,10,5,0,0,0,28,0,3,7,7,13,8,0,0,0,40,0,0,10,17,20,4,0,0,0,54,0,0,4,4,7,5,0,0,0,14,0,3,7,0,0,0,3,0,0,18,0,0,0,0,0,4,0,0,0,4,65,70,109,108,136,73,34,8,3,620
5119213,0,7,7,5,4,4,3,4,0,33,0,0,14,5,8,4,3,0,0,35,0,3,9,4,13,4,3,0,0,33,0,0,7,4,3,9,0,0,0,15,0,0,6,3,9,7,0,0,0,24,0,0,3,0,0,3,0,0,0,10,0,0,8,3,3,4,0,0,0,17,0,0,3,0,0,0,0,0,0,4,3,3,8,8,3,5,3,0,0,34,0,0,0,0,0,0,0,0,0,0,20,32,73,61,68,66,55,22,4,400
5119214,0,3,0,0,4,3,0,0,0,13,0,3,0,4,3,0,0,0,0,19,0,0,0,4,6,5,0,0,0,17,0,0,0,3,4,3,0,0,0,10,0,0,0,8,4,3,0,0,0,10,0,0,0,3,5,0,0,0,0,8,0,0,4,3,3,3,0,0,0,19,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,23,28,29,49,56,33,22,10,3,247
5119215,0,0,6,4,3,4,0,0,0,19,0,0,0,3,8,3,0,0,0,18,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,3,3,0,3,0,0,0,9,0,0,4,4,3,0,0,0,0,13,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,4,0,0,26,0,0,0,3,0,0,0,0,0,4,15,11,32,44,34,29,19,13,5,203
5119216,0,0,0,5,7,0,3,0,0,19,0,0,6,0,3,0,0,0,0,10,0,0,3,3,6,0,0,0,0,15,0,0,3,5,4,3,0,0,0,15,0,0,0,7,8,0,0,0,0,16,0,0,3,3,0,0,0,0,0,6,0,0,5,7,5,0,0,0,0,22,0,0,0,0,3,0,0,0,0,3,0,0,6,4,13,8,10,17,8,72,0,0,0,0,0,0,0,0,0,3,22,15,30,45,51,27,31,31,12,258
5119217,0,5,13,17,4,4,3,0,0,46,0,6,12,8,12,5,5,0,0,50,0,3,19,7,12,6,4,0,0,47,0,3,14,6,3,3,0,0,0,28,0,0,7,4,4,6,0,0,0,22,0,0,3,7,9,0,0,0,0,17,0,0,7,4,5,3,0,0,0,20,0,0,5,5,3,0,0,0,0,12,3,3,8,4,3,5,6,6,0,33,0,0,0,0,0,0,0,0,0,3,44,52,116,82,92,66,43,30,4,523
5119218,0,3,14,5,8,3,0,0,0,35,0,6,13,13,20,3,0,0,0,52,0,3,10,16,12,12,0,0,0,51,0,3,16,18,11,5,0,0,0,47,0,0,18,15,16,0,0,0,0,51,0,0,9,14,6,3,0,0,0,37,0,0,17,21,11,7,0,0,0,61,0,0,0,4,7,3,0,0,0,20,4,7,12,0,9,5,0,0,0,37,0,0,0,0,0,3,0,0,0,5,81,63,159,155,126,66,27,14,0,693
5119219,0,9,5,3,8,3,3,0,0,32,0,7,17,6,3,3,0,0,0,38,0,3,12,5,11,3,0,0,0,36,0,0,0,4,10,3,0,0,0,19,0,0,4,3,3,0,0,0,0,12,0,0,0,0,7,0,0,0,0,10,0,0,4,5,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,4,3,0,4,3,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,22,45,71,47,80,56,32,15,0,376
5119220,0,0,3,5,5,4,0,0,0,20,0,3,14,4,0,3,3,0,0,26,0,3,8,3,12,8,4,0,0,34,0,0,3,4,4,8,0,0,0,19,0,0,0,5,12,5,5,0,0,29,0,0,7,6,0,3,0,0,0,19,0,0,9,7,12,8,0,0,0,43,0,0,0,8,0,4,0,0,0,13,9,0,0,8,9,3,10,6,0,35,0,0,0,0,0,0,0,0,0,3,31,26,60,69,81,62,55,24,12,417
5119221,0,3,5,4,3,0,0,0,0,19,0,0,6,9,3,4,0,0,0,23,0,0,0,4,3,3,3,0,0,12,0,0,6,3,3,0,0,0,0,8,0,0,0,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,19,20,37,39,39,28,14,12,0,208
5119222,0,3,3,4,0,0,0,0,0,24,0,4,3,3,4,4,0,0,0,18,0,0,3,0,6,0,0,0,0,14,0,0,3,8,4,0,0,0,0,17,0,0,3,3,6,0,0,0,0,8,0,0,0,6,0,7,0,0,0,14,0,0,3,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,3,4,0,19,0,0,0,0,0,0,0,0,0,0,27,19,38,56,54,40,28,16,7,285
5119223,0,3,9,10,7,0,3,0,0,33,0,3,8,3,12,5,0,0,0,30,0,0,10,9,3,3,0,0,0,33,0,0,3,4,3,3,0,0,0,13,0,0,0,3,3,3,0,0,0,10,0,0,0,4,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,10,3,0,3,25,0,0,0,0,0,0,0,0,0,0,36,36,60,48,57,52,15,10,11,331
5119224,0,3,3,0,3,5,0,0,3,21,0,3,3,0,3,0,3,0,0,16,0,0,3,4,3,11,0,0,0,19,0,3,8,9,4,0,5,0,0,23,0,0,4,4,4,0,0,0,0,12,0,0,3,5,3,0,0,0,0,13,0,0,0,10,6,4,0,0,0,24,0,0,3,0,3,3,0,0,0,12,0,0,0,0,3,0,0,4,3,15,0,0,0,0,0,0,0,0,0,0,30,18,40,45,40,57,34,29,11,296
5119225,0,7,0,3,7,8,5,3,0,25,0,10,3,3,3,4,3,0,0,28,0,3,9,6,3,8,3,0,0,33,0,0,6,3,7,7,0,0,0,25,0,0,6,3,5,7,0,0,0,18,0,0,4,4,4,4,0,0,0,13,0,0,6,5,7,3,0,0,0,23,0,0,0,4,3,3,0,0,0,14,0,0,6,3,4,0,3,0,0,18,0,0,0,3,0,0,0,0,0,0,26,28,59,57,66,68,28,12,3,355
5119226,0,0,0,0,0,3,4,0,0,13,0,4,0,0,3,0,0,0,0,14,0,3,3,3,7,4,4,0,0,18,0,3,3,0,3,0,0,0,0,17,0,0,0,3,7,4,0,0,0,16,0,0,0,3,6,3,0,0,0,11,0,0,0,0,4,0,0,0,0,4,0,0,0,5,4,4,0,0,0,17,3,0,0,7,0,5,3,0,3,18,0,0,0,0,0,0,0,0,0,0,30,22,23,33,54,57,40,13,6,279
5119227,0,0,0,4,3,0,3,3,0,21,0,0,4,8,0,0,0,0,0,12,0,0,0,3,6,3,3,0,0,24,0,0,3,4,3,4,3,0,0,20,0,0,3,3,3,0,0,0,0,11,0,0,4,6,3,3,0,0,0,16,0,0,3,6,5,3,0,0,0,21,0,0,3,0,0,0,0,0,0,3,0,3,3,3,0,0,3,0,3,17,0,0,0,0,0,0,0,0,0,0,14,14,42,52,32,44,45,22,8,275
5119228,0,3,4,3,0,3,3,0,0,16,0,4,3,10,3,4,3,0,0,27,0,0,7,3,4,0,0,0,0,21,0,0,3,0,10,3,0,0,0,21,0,0,0,3,8,5,0,0,0,17,0,0,3,3,8,3,0,0,0,11,0,0,0,6,8,11,0,0,0,21,0,0,0,0,8,3,0,0,0,12,0,0,8,0,0,5,0,3,0,20,0,0,0,0,0,0,0,0,0,0,28,23,35,38,71,65,26,16,4,304
5119229,0,3,3,4,0,3,0,0,0,13,0,3,0,9,4,4,0,0,0,16,0,5,0,0,4,3,0,0,0,9,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,27,12,25,42,26,40,18,3,3,199
5119230,0,3,8,4,9,0,0,0,0,29,0,3,9,3,11,3,0,3,0,28,0,0,4,3,3,9,0,0,0,23,0,0,3,4,0,8,0,0,0,13,0,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,6,5,6,0,36,0,0,0,0,0,0,0,0,0,0,19,19,39,38,57,41,24,11,3,260
5119301,0,3,0,0,4,3,0,0,0,13,0,3,3,11,3,3,3,0,0,27,0,0,4,3,3,0,0,0,0,15,0,0,3,4,3,0,0,0,0,18,0,0,3,4,0,3,0,0,0,9,0,0,3,3,0,0,0,0,0,8,0,0,4,14,3,3,0,0,0,16,0,0,0,3,4,3,0,0,0,11,3,5,7,3,3,0,0,0,0,21,3,0,0,0,0,0,0,0,0,3,24,20,42,75,47,35,21,10,3,283
5119302,0,3,3,5,5,0,9,0,0,24,0,3,3,6,5,0,0,0,0,17,0,0,7,9,7,4,3,0,0,32,0,0,0,0,5,6,0,0,0,15,0,0,0,4,6,3,0,0,0,14,0,0,0,3,5,0,0,0,0,8,0,0,3,5,6,5,0,0,0,18,0,0,0,0,0,3,0,0,0,4,0,0,3,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,29,22,36,45,71,46,50,28,7,326
5119303,0,0,0,0,0,7,0,0,0,9,0,0,6,0,3,3,0,0,0,12,0,3,7,0,5,4,0,0,0,26,0,0,0,0,3,3,0,0,0,14,0,0,6,3,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,8,0,0,0,3,3,4,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,14,19,37,35,41,44,23,20,0,237
