SA1_7DIGITCODE_2016,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,Inc_1_149_CF_no_chldren,Inc_1_149_CFwith_chldren,Inc_1_149_One_PF,Inc_1_149_Oth_family,Inc_1_149_Total,Inc_150_299_CF_no_chldren,Inc_150_299_CFwith_chldren,Inc_150_299_OnePF,Inc_150_299_Oth_family,Inc_150_299_Total,Inc_300_399_CF_no_chldren,Inc_300_399_CFwith_chldren,Inc_300_399_OnePF,Inc_300_399_Oth_family,Inc_300_399_Total,Inc_400_499_CF_no_chldren,Inc_400_499_CFwith_chldren,Inc_400_499_OnePF,Inc_400_499_Oth_family,Inc_400_499_Total,Inc_500_649_CF_no_chldren,Inc_500_649_CFwith_chldren,Inc_500_649_OnePF,Inc_500_649_Oth_family,Inc_500_649_Total,Inc_650_799_CF_no_chldren,Inc_650_799_CFwith_chldren,Inc_650_799_OnePF,Inc_650_799_Oth_family,Inc_650_799_Total,Inc_800_999_CF_no_chldren,Inc_800_999_CFwith_chldren,Inc_800_999_OnePF,Inc_800_999_Oth_family,Inc_800_999_Total,Inc_1000_1249_CF_no_chldren,Inc_1000_1249_CFwith_chldren,Inc_1000_1249_OnePF,Inc_1000_1249_Oth_family,Inc_1000_1249_Total,Inc_1250_1499_CF_no_chldren,Inc_1250_1499_CFwith_chldren,Inc_1250_1499_OnePF,Inc_1250_1499_Oth_family,Inc_1250_1499_Total,Inc_1500_1749_CF_no_chldren,Inc_1500_1749_CFwith_chldren,Inc_1500_1749_OnePF,Inc_1500_1749_Oth_family,Inc_1500_1749_Total,Inc_1750_1999_CF_no_chldren,Inc_1750_1999_CFwith_chldren,Inc_1750_1999_OnePF,Inc_1750_1999_Oth_family,Inc_1750_1999_Total,Inc_2000_2499_CF_no_chldren,Inc_2000_2499_CFwith_chldren,Inc_2000_2499_OnePF,Inc_2000_2499_Oth_family,Inc_2000_2499_Total,Inc_2500_2999_CF_no_chldren,Inc_2500_2999_CFwith_chldren,Inc_2500_2999_OnePF,Inc_2500_2999_Oth_family,Inc_2500_2999_Total,Inc_3000_3499_CF_no_chldren,Inc_3000_3499_CFwith_chldren,Inc_3000_3499_OnePF,Inc_3000_3499_Oth_family,Inc_3000_3499_Total,Inc_3500_3999_CF_no_chldren,Inc_3500_3999_CFwith_chldren,Inc_3500_3999_OnePF,Inc_3500_3999_Oth_family,Inc_3500_3999_Total,Inc_4000orMore_CF_no_chldren,Inc_4000orMore_CFwith_chldren,Inc_4000orMore_OnePF,Inc_4000orMore_Oth_family,Inc_4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
5105310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,7,0,0,0,7,5,0,0,0,8,5,0,0,0,4,0,0,3,0,3,0,0,0,0,0,0,6,0,0,6,7,5,0,0,13,4,0,0,0,4,0,6,0,0,9,0,0,0,0,0,3,4,0,0,5,10,0,0,0,13,0,0,0,0,3,42,23,7,0,76
5105311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,3,7,0,0,7,5,8,0,0,14,0,5,0,0,5,0,3,0,0,4,9,7,0,0,18,3,7,3,0,16,0,0,0,0,0,28,48,8,0,83
5105312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,6,0,0,0,7,10,3,0,0,11,6,0,0,0,8,0,3,0,0,3,4,3,0,0,10,7,8,0,0,17,3,10,0,0,8,3,0,0,0,4,0,5,0,0,7,3,17,0,0,19,7,15,4,0,21,0,0,0,0,0,63,61,8,0,136
5105313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,7,0,0,15,4,6,0,0,11,0,9,0,0,9,0,0,0,0,5,3,3,0,0,3,4,7,0,0,10,0,0,0,0,0,26,34,4,0,71
5105314,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,0,0,13,4,0,4,0,9,5,3,0,0,10,7,6,0,0,12,3,3,0,0,4,3,5,0,0,12,10,8,5,0,27,7,5,3,0,20,9,5,0,0,12,0,0,0,0,0,4,7,0,0,11,8,14,0,0,22,0,0,0,0,4,75,75,24,0,175
5105315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,3,0,0,11
5105316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,0,3,0,3,5,3,0,0,5,6,3,0,0,10,3,0,0,0,5,0,0,3,0,3,0,0,0,0,3,9,7,0,0,23,5,4,0,0,9,0,8,0,0,9,4,0,0,0,8,3,5,0,0,12,3,6,6,0,12,0,0,0,0,0,53,49,19,0,118
5105317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,4,0,0,0,10,3,0,0,0,4,3,3,3,0,10,4,3,0,0,7,4,7,0,0,18,0,4,0,0,6,10,20,3,0,29,4,23,0,0,27,3,12,0,0,10,0,5,0,0,4,3,8,0,0,19,3,9,0,0,10,0,0,0,0,0,42,104,26,0,169
5105318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,4,0,0,0,8,0,3,0,0,3,0,4,5,0,4,0,6,4,0,5,8,7,0,0,12,0,3,0,0,6,4,4,0,0,6,0,3,0,0,6,3,9,0,0,13,3,3,0,0,12,0,0,0,0,0,34,43,11,0,86
5105319,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,9,0,0,0,8,3,0,4,0,9,5,3,0,0,7,0,0,3,0,3,0,5,0,0,5,3,7,0,0,7,9,4,0,0,11,0,3,0,0,8,3,0,0,0,4,0,3,0,0,3,0,5,0,0,5,3,4,0,0,8,0,0,0,0,0,37,39,10,0,94
5105320,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,3,0,0,0,5,3,0,0,0,3,3,0,0,0,9,3,3,0,0,10,0,0,0,0,0,4,4,0,0,6,4,6,0,0,16,7,7,0,0,11,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,9,0,0,20,0,0,0,0,0,36,38,11,3,90
5105321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,9,0,0,0,8,0,0,0,0,0,5,3,0,0,10,4,3,0,0,5,3,7,0,0,8,3,3,0,0,3,6,5,4,0,9,4,8,3,0,16,0,0,0,0,3,3,3,0,0,3,0,4,0,0,4,3,11,6,0,20,0,0,0,0,0,34,41,19,0,101
5105322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,13,3,0,3,0,4,0,0,0,0,4,0,3,0,0,10,8,9,0,0,13,0,6,0,0,10,3,0,0,0,4,0,0,0,0,0,0,8,0,0,10,3,10,3,0,11,0,0,0,0,0,40,40,9,0,89
5105323,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,3,0,0,6,8,3,0,0,15,9,3,4,0,11,6,5,3,0,13,5,3,0,0,8,0,5,0,0,5,0,6,3,0,8,0,3,0,0,9,3,3,0,0,6,0,3,0,0,3,4,3,0,0,3,3,8,4,0,20,0,0,0,0,0,50,50,16,0,113
5105324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,4,7,0,0,0,8,0,3,0,0,4,4,4,0,0,9,3,3,3,0,10,0,6,0,0,8,4,3,0,0,8,9,9,0,0,19,7,11,0,0,12,3,11,0,0,12,6,3,0,0,9,4,9,0,0,14,8,13,0,0,18,0,0,0,0,0,57,74,15,0,143
5105325,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,3,0,0,0,7,4,0,3,0,8,0,0,0,0,0,5,3,0,0,6,4,6,0,0,5,0,3,0,0,9,4,6,0,0,7,3,3,0,0,9,0,3,0,0,3,0,4,0,0,4,0,7,0,0,4,3,6,0,0,17,0,0,0,0,0,38,46,13,3,101
5105326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,3,0,0,0,9,0,3,0,0,3,0,0,0,0,3,3,3,0,0,5,7,8,0,0,11,0,0,0,0,0,31,29,4,0,58
5105327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,8,4,0,0,14,0,3,0,0,3,5,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,9,0,0,12,0,0,0,0,0,25,21,8,0,51
5105328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,0,3,0,5,0,0,0,0,0,3,0,0,0,6,3,0,0,0,3,3,0,0,0,9,0,0,3,0,3,4,0,0,0,6,0,5,0,0,9,0,0,0,0,3,4,0,0,0,6,3,4,0,0,9,0,5,0,0,9,0,0,0,0,0,36,24,12,0,74
5105329,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,7,4,3,0,0,11,3,5,0,0,11,0,8,3,0,10,3,4,0,0,11,3,8,0,0,17,0,0,0,0,3,0,3,0,0,3,5,8,0,0,15,12,6,0,0,21,0,0,0,0,0,38,55,14,0,109
5105330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,11,0,9,0,0,9,0,0,0,0,0,3,0,0,0,6,0,14,0,0,16,0,3,0,0,3,0,0,0,0,0,25,30,3,0,57
5105331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,3,0,3,0,3,0,0,0,0,8,5,3,0,0,7,7,7,0,0,11,3,0,0,0,5,0,3,0,0,4,4,8,3,0,17,5,4,0,0,8,0,0,0,0,5,3,3,0,0,9,0,4,0,0,6,5,10,0,0,10,0,0,0,0,0,38,47,16,0,98
5105332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,3,3,0,0,3,3,0,0,0,3,0,3,0,0,7,3,0,0,0,3,3,4,0,0,4,0,3,0,0,3,0,3,0,0,4,0,3,0,0,3,28,20,3,0,48
5105334,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,0,0,0,7,0,0,0,0,3,5,0,0,0,6,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,4,9,0,0,14,0,4,0,0,4,3,0,0,0,5,3,3,0,0,8,7,5,0,0,13,4,20,0,0,19,0,0,0,0,0,36,49,9,0,100
5105335,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,11,0,0,0,8,8,0,0,0,5,13,4,0,0,16,8,3,0,0,8,3,4,0,0,10,4,3,0,0,5,13,16,0,0,29,6,7,0,0,17,3,7,0,0,12,0,0,0,0,0,0,12,0,0,9,3,5,0,0,14,0,0,0,0,0,74,68,9,0,154
5105336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,6,0,0,0,6,0,0,3,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,6,0,3,0,0,3,3,0,0,0,3,0,3,0,0,6,3,0,0,0,3,0,3,0,0,5,0,7,0,0,5,0,0,0,0,3,0,0,0,0,0,25,25,9,0,62
5105337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,15,0,3,0,18,3,0,0,0,4,8,0,0,0,8,0,0,3,0,10,0,0,0,0,0,0,3,0,0,3,3,10,0,0,14,3,5,0,0,8,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,7,3,0,11,0,0,0,0,3,43,28,9,3,79
5105338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,8,4,0,0,0,6,5,0,0,0,3,0,0,0,0,6,3,5,0,0,6,0,0,3,0,3,6,0,0,0,11,3,5,0,0,6,0,0,0,0,0,0,0,0,0,7,0,9,0,0,13,4,6,6,0,14,0,0,0,0,0,31,35,19,0,81
5105401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,3,9,0,0,0,8,8,0,3,0,10,0,0,5,0,9,5,0,0,0,7,0,3,0,0,4,4,3,0,0,7,7,8,0,0,19,3,3,0,0,11,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,10,3,0,15,0,0,0,0,0,42,32,19,0,100
5105402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,3,3,0,0,0,4,4,3,3,0,12,0,0,0,0,4,0,0,0,0,3,3,6,0,0,11,0,0,0,0,5,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,25,22,10,3,60
5105403,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,3,0,5,3,0,3,0,5,0,0,4,0,4,0,11,0,0,15,3,6,0,0,13,4,7,3,0,20,7,9,0,0,18,3,4,0,0,7,8,3,0,0,8,0,3,0,0,3,0,3,0,0,3,5,6,3,0,16,0,0,0,0,0,43,56,26,3,129
5105404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,3,0,3,4,4,3,4,0,12,3,4,3,0,15,4,6,8,0,17,3,3,3,0,11,5,8,0,0,13,4,3,3,0,10,0,4,0,0,10,0,0,0,0,0,0,3,0,0,3,4,6,4,0,16,3,0,0,0,3,37,45,31,4,120
5105405,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,4,0,0,4,0,3,0,3,4,0,9,0,7,0,0,10,0,0,0,0,0,0,3,0,0,3,3,3,0,0,8,0,3,3,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,3,0,10,3,0,0,0,4,18,31,23,0,78
5105406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,4,0,3,0,4,3,0,3,0,7,3,0,0,0,8,0,3,0,0,5,0,4,0,0,4,3,3,3,0,11,0,0,3,0,7,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,25,17,19,0,59
5105407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,3,0,5,0,9,5,0,3,0,15,4,0,3,0,6,3,3,0,0,12,4,0,0,0,4,3,0,0,0,10,0,6,3,0,12,6,18,3,0,26,8,7,0,0,15,0,8,0,0,7,3,9,0,0,14,3,4,0,0,12,3,16,3,0,23,0,0,0,0,0,70,80,23,0,168
5105408,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,19,0,3,0,22,5,0,0,0,6,4,3,0,0,7,5,3,0,0,10,3,4,0,0,11,3,4,0,0,7,7,11,0,0,19,5,10,0,0,16,8,3,0,0,10,0,0,0,0,0,0,3,0,0,4,3,7,3,0,18,0,0,0,0,0,72,54,17,0,141
5105409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,3,0,0,13,5,0,7,0,19,8,0,3,0,12,7,7,3,0,16,10,3,0,0,13,3,3,3,0,8,0,3,3,0,7,4,7,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,5,0,0,0,0,3,61,31,28,3,114
5105410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,3,3,3,0,8,4,0,0,0,6,0,0,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,16,6,18,0,40
5105411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,3,0,3,0,12,3,0,0,0,6,3,0,4,0,9,3,0,3,0,7,0,3,0,0,3,4,8,6,0,22,3,7,0,0,14,5,6,0,0,10,0,0,0,0,4,0,0,0,0,3,0,6,0,0,6,4,10,4,0,20,0,0,0,0,4,47,47,27,5,125
5105412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,0,0,5,0,5,3,0,0,0,3,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,6,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,0,0,0,26,19,15,0,61
5105413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,4,4,6,0,12,10,0,4,0,16,0,0,0,0,3,0,3,0,0,9,5,3,3,0,13,3,3,0,0,7,0,0,0,0,0,4,3,0,0,12,3,6,0,0,7,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,34,38,30,3,108
5105414,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,0,0,3,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,4,4,0,0,7,5,0,0,0,10,0,0,0,0,4,0,0,0,0,0,8,4,0,0,9,0,5,4,0,8,0,0,0,0,0,31,21,9,3,63
5105415,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,0,0,0,0,13,7,0,0,21,7,0,0,0,10,3,6,0,0,9,3,4,0,0,9,13,9,3,0,20,3,3,0,0,8,4,4,0,0,10,7,9,0,0,14,10,7,0,0,20,7,13,0,0,21,0,0,0,0,0,73,70,10,0,158
5105416,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,0,8,13,0,0,0,13,7,0,0,0,8,7,4,0,0,10,8,3,0,0,8,0,0,3,0,5,0,5,0,0,9,6,14,3,0,22,4,5,0,0,13,0,4,0,0,7,0,8,0,0,12,6,5,0,0,16,7,3,3,0,14,4,0,0,0,5,68,60,16,0,145
5105417,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,3,0,0,3,0,10,7,0,4,0,5,3,3,0,0,13,3,0,3,0,7,3,0,3,0,7,3,0,3,0,9,0,0,0,0,3,3,9,0,0,15,4,4,0,0,10,3,3,0,0,7,0,3,0,0,3,3,5,0,0,3,5,3,4,0,13,0,0,0,0,3,47,31,23,3,104
5105418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,8,3,0,0,0,4,5,0,0,0,7,7,6,0,0,14,0,0,0,0,0,3,0,0,0,10,3,5,3,0,7,0,0,0,0,0,0,6,0,0,9,0,3,0,0,3,6,4,5,0,17,0,0,0,0,0,34,30,13,0,80
5105419,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,7,0,3,0,11,6,0,8,0,13,0,3,3,0,5,3,3,3,3,10,0,3,0,0,3,7,6,0,0,11,5,0,0,0,8,0,6,0,0,4,0,0,0,0,0,3,0,0,0,3,4,0,0,0,6,7,12,0,0,22,0,5,0,0,5,43,36,29,3,113
5105420,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,4,0,0,4,0,4,3,0,3,0,5,3,0,5,0,7,4,3,3,0,10,0,0,0,0,5,3,8,0,0,11,4,6,0,0,9,3,6,0,0,14,3,5,0,0,5,3,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,4,3,0,7,0,0,0,0,0,29,38,28,0,94
5105421,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,5,4,0,0,0,9,3,0,4,0,12,3,8,4,0,16,8,3,4,0,10,3,0,3,0,10,3,0,0,0,8,4,9,3,0,17,4,3,0,0,7,0,0,0,0,4,0,0,0,0,5,4,3,0,0,7,4,4,3,0,13,0,0,0,0,3,57,39,29,3,130
5105422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,8,0,3,0,0,4,4,3,0,0,8,4,3,0,0,6,3,5,0,0,7,0,3,0,0,4,7,9,3,0,15,7,4,0,0,9,0,10,0,0,7,3,0,0,0,3,0,8,3,0,10,6,8,7,0,16,0,0,0,0,0,37,50,23,0,112
5105423,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,3,0,3,6,0,0,0,11,4,0,3,0,10,3,0,3,0,6,5,5,3,0,10,3,0,0,0,4,5,3,3,0,10,3,13,5,0,19,6,14,0,0,13,4,3,0,0,10,3,3,0,0,6,0,8,0,0,8,3,7,0,0,10,0,0,0,0,0,55,64,21,3,139
5105424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,3,0,0,8,3,3,0,0,3,3,5,0,0,9,3,4,3,0,11,0,3,0,0,9,0,3,0,0,6,0,0,0,0,0,3,3,0,0,5,0,0,3,0,8,0,0,0,0,0,30,38,16,0,81
5105425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,5,4,0,0,0,4,0,8,0,0,11,5,4,4,0,10,6,0,0,0,4,0,3,0,0,4,6,10,0,0,15,6,3,0,0,8,0,10,0,0,10,4,3,0,0,6,4,3,0,0,7,5,17,0,0,26,0,0,0,0,0,43,63,11,3,123
5105426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,3,0,3,0,10,4,9,0,0,9,3,0,3,0,6,3,3,0,0,7,4,5,3,0,14,4,7,0,0,10,0,7,0,0,11,0,9,0,0,11,0,3,0,0,10,4,9,0,0,14,0,0,0,0,0,42,63,12,0,118
5105427,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,3,3,0,3,0,3,10,0,3,0,9,0,0,3,0,8,3,0,3,0,12,3,3,3,0,13,4,3,0,0,7,6,3,0,0,10,6,13,0,0,23,4,3,0,0,7,0,0,0,0,3,0,0,0,0,3,3,4,0,0,7,3,3,0,0,9,5,0,0,0,5,65,34,37,3,134
5105428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,5,9,0,0,0,11,3,3,0,0,13,7,4,0,0,13,4,3,0,0,7,6,9,0,0,13,4,5,0,0,12,14,8,0,0,23,4,7,0,0,14,0,8,0,0,8,4,0,0,0,6,0,12,0,0,12,3,10,4,0,18,0,0,0,0,0,54,82,17,5,156
5105429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,8,5,0,4,0,11,0,4,3,0,4,0,3,0,0,6,0,0,3,0,7,4,0,3,0,7,4,0,0,0,9,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,0,3,20,21,26,0,70
5105430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,0,4,0,7,3,0,3,0,8,0,0,3,0,3,0,0,0,0,3,3,7,3,0,10,0,0,0,0,5,0,8,0,0,9,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,24,25,20,0,72
5105431,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,5,0,9,0,3,3,0,4,0,5,3,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,0,3,14,22,18,0,59
5105432,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,4,0,0,7,0,7,3,0,3,0,7,4,0,0,0,3,3,4,6,0,13,3,4,0,0,3,0,0,0,0,6,3,3,0,0,3,4,6,0,0,13,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,26,25,23,0,76
