SA1_7DIGITCODE_2016,Neg_Nil_Inc_CF_no_chldren,Neg_Nil_Inc_CFwith_chldren,Neg_Nil_Inc_OnePF,Neg_Nil_Inc_Oth_family,Neg_Nil_Inc_Total,Inc_1_149_CF_no_chldren,Inc_1_149_CFwith_chldren,Inc_1_149_One_PF,Inc_1_149_Oth_family,Inc_1_149_Total,Inc_150_299_CF_no_chldren,Inc_150_299_CFwith_chldren,Inc_150_299_OnePF,Inc_150_299_Oth_family,Inc_150_299_Total,Inc_300_399_CF_no_chldren,Inc_300_399_CFwith_chldren,Inc_300_399_OnePF,Inc_300_399_Oth_family,Inc_300_399_Total,Inc_400_499_CF_no_chldren,Inc_400_499_CFwith_chldren,Inc_400_499_OnePF,Inc_400_499_Oth_family,Inc_400_499_Total,Inc_500_649_CF_no_chldren,Inc_500_649_CFwith_chldren,Inc_500_649_OnePF,Inc_500_649_Oth_family,Inc_500_649_Total,Inc_650_799_CF_no_chldren,Inc_650_799_CFwith_chldren,Inc_650_799_OnePF,Inc_650_799_Oth_family,Inc_650_799_Total,Inc_800_999_CF_no_chldren,Inc_800_999_CFwith_chldren,Inc_800_999_OnePF,Inc_800_999_Oth_family,Inc_800_999_Total,Inc_1000_1249_CF_no_chldren,Inc_1000_1249_CFwith_chldren,Inc_1000_1249_OnePF,Inc_1000_1249_Oth_family,Inc_1000_1249_Total,Inc_1250_1499_CF_no_chldren,Inc_1250_1499_CFwith_chldren,Inc_1250_1499_OnePF,Inc_1250_1499_Oth_family,Inc_1250_1499_Total,Inc_1500_1749_CF_no_chldren,Inc_1500_1749_CFwith_chldren,Inc_1500_1749_OnePF,Inc_1500_1749_Oth_family,Inc_1500_1749_Total,Inc_1750_1999_CF_no_chldren,Inc_1750_1999_CFwith_chldren,Inc_1750_1999_OnePF,Inc_1750_1999_Oth_family,Inc_1750_1999_Total,Inc_2000_2499_CF_no_chldren,Inc_2000_2499_CFwith_chldren,Inc_2000_2499_OnePF,Inc_2000_2499_Oth_family,Inc_2000_2499_Total,Inc_2500_2999_CF_no_chldren,Inc_2500_2999_CFwith_chldren,Inc_2500_2999_OnePF,Inc_2500_2999_Oth_family,Inc_2500_2999_Total,Inc_3000_3499_CF_no_chldren,Inc_3000_3499_CFwith_chldren,Inc_3000_3499_OnePF,Inc_3000_3499_Oth_family,Inc_3000_3499_Total,Inc_3500_3999_CF_no_chldren,Inc_3500_3999_CFwith_chldren,Inc_3500_3999_OnePF,Inc_3500_3999_Oth_family,Inc_3500_3999_Total,Inc_4000orMore_CF_no_chldren,Inc_4000orMore_CFwith_chldren,Inc_4000orMore_OnePF,Inc_4000orMore_Oth_family,Inc_4000orMore_Total,Part_IncStated_CF_no_chldren,Part_IncStated_CFwith_chldren,Part_IncStated_OnePF,Part_IncStated_Oth_family,Part_IncStated_Total,All_Inc_NS_CF_no_chldren,All_Inc_NS_CFwith_chldren,All_Inc_NS_OnePF,All_Inc_NS_Oth_family,All_Inc_NS_Total,Total_CF_no_chldren,Total_CFwith_chldren,Total_OnePF,Total_Oth_family,Total_Total
5118103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,7,5,0,0,0,8,5,3,0,0,12,3,0,3,0,4,3,0,3,0,4,0,5,0,0,9,7,4,0,0,7,3,12,0,0,17,3,3,0,0,10,3,10,0,0,13,8,14,0,0,21,7,7,0,0,14,0,0,0,0,0,50,62,7,0,119
5118104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,0,0,0,7,3,0,3,0,3,3,4,3,0,7,0,0,0,0,0,3,9,0,0,12,3,9,0,0,12,3,6,0,0,12,0,15,0,0,12,10,33,0,0,44,4,8,3,0,20,0,0,0,0,0,51,79,19,0,144
5118105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,3,0,4,0,0,0,0,3,5,0,0,0,6,0,0,3,0,5,0,0,3,0,7,0,0,0,0,5,12,3,5,0,15,3,7,0,0,6,3,0,0,0,4,0,0,0,0,0,0,8,0,0,4,3,3,0,0,8,0,0,0,0,0,40,19,13,0,80
5118106,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,6,6,0,3,0,12,3,3,0,0,12,5,3,0,0,11,0,3,0,0,5,4,3,3,0,6,9,5,0,3,17,3,11,0,0,11,3,13,0,0,12,3,5,0,0,10,3,14,0,0,16,6,7,6,0,19,0,0,3,0,3,51,65,24,4,147
5118107,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,7,4,0,0,0,9,4,3,0,0,4,0,0,0,0,6,0,3,0,0,0,4,5,0,0,10,3,3,0,0,6,3,10,0,0,9,3,7,0,0,13,9,33,0,0,41,7,19,5,0,27,5,0,0,0,3,54,84,11,0,154
5118108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,6,0,0,0,6,4,0,3,0,7,0,0,0,0,4,4,0,0,0,7,4,0,0,0,3,12,3,3,0,12,4,3,0,0,12,3,9,0,0,6,0,6,0,0,8,11,33,0,0,40,0,11,0,0,13,0,0,0,0,0,41,69,14,0,123
5118109,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,0,0,0,0,0,3,0,0,0,7,4,4,3,3,16,3,3,0,0,8,0,4,0,0,4,0,0,3,0,3,3,4,0,0,11,4,5,0,0,18,4,4,0,0,12,0,9,0,0,13,3,21,0,0,27,6,15,0,3,19,0,0,0,0,0,40,73,14,7,138
5118110,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,4,0,4,0,11,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,5,0,0,6,3,0,0,0,6,13,7,3,0,23,3,6,0,0,12,9,3,0,0,12,0,5,0,0,13,7,14,0,0,20,0,11,3,3,17,3,0,0,0,3,52,64,22,3,139
5118111,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,7,0,3,0,7,9,0,3,0,8,7,4,0,0,10,3,0,0,0,3,0,7,0,0,8,6,11,7,0,22,7,19,0,0,21,0,9,0,0,10,4,10,0,0,14,7,32,0,0,34,0,9,3,0,14,0,0,0,0,3,53,94,23,4,174
5118112,5,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,3,0,0,0,3,6,3,0,0,10,7,0,4,0,10,7,4,0,0,8,0,5,0,0,4,0,0,0,0,3,9,4,0,0,14,3,3,0,0,10,5,6,0,0,13,3,3,0,0,9,4,28,3,0,42,3,17,0,0,20,0,0,0,0,0,61,84,14,0,156
5118113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,5,3,0,0,0,3,0,0,0,0,4,3,0,0,0,7,5,3,7,0,8,7,0,0,0,4,3,9,0,0,8,0,6,0,0,14,3,16,0,0,14,5,11,0,0,10,3,38,0,0,45,8,8,0,0,15,0,0,0,0,3,51,86,18,0,152
5118114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,3,0,0,0,3,0,0,0,0,3,5,6,0,0,13,0,4,0,0,4,4,4,0,0,11,0,5,0,0,6,3,30,0,0,37,4,17,0,0,15,0,0,0,0,0,23,83,13,0,112
5118115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,3,0,0,0,5,5,0,0,0,8,6,0,0,0,5,0,5,0,0,6,10,9,0,0,12,4,8,0,0,7,0,6,0,0,9,0,4,0,0,11,3,32,0,0,30,0,11,0,0,9,0,0,0,0,3,44,67,11,0,125
5118116,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,0,0,7,5,0,0,0,7,3,5,4,0,7,3,0,3,0,8,0,3,0,0,6,0,4,0,0,5,3,10,3,0,19,0,8,0,0,10,3,7,0,0,12,3,3,0,0,6,4,15,0,0,14,3,13,3,0,17,0,0,0,0,0,41,66,29,0,133
5118117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,3,0,3,0,0,0,0,0,3,3,0,0,5,4,0,0,0,8,0,3,5,0,10,0,0,0,0,8,3,3,0,0,3,0,0,0,0,0,0,4,0,0,6,0,4,0,0,6,3,3,3,0,10,0,0,0,0,0,21,33,14,4,67
5118118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,0,4,6,0,0,0,9,0,0,0,0,3,5,0,4,0,9,7,3,0,0,10,5,0,0,0,5,3,0,0,0,4,6,11,7,0,23,8,22,0,0,30,5,8,0,0,19,3,3,0,0,11,5,14,0,0,16,3,12,3,0,14,0,0,0,0,3,58,80,22,0,163
5118119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,3,0,4,10,0,3,0,11,3,0,3,0,10,3,0,3,0,4,0,3,3,0,11,3,3,0,0,7,4,5,3,0,6,8,10,4,0,12,4,0,0,0,7,0,4,0,0,7,3,6,0,0,9,10,3,0,0,12,8,3,0,0,7,0,0,0,0,3,59,40,21,3,120
5118120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,7,0,0,0,8,5,3,4,0,12,9,0,8,0,14,4,7,0,0,12,5,0,3,0,11,4,4,0,0,10,10,8,0,0,14,3,4,3,0,14,0,7,0,0,13,3,12,0,0,19,8,24,0,0,31,3,13,8,0,24,0,0,0,0,4,63,95,27,3,190
5118121,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,10,0,0,0,10,4,0,0,0,12,3,5,0,0,6,5,3,0,0,9,0,3,0,0,9,5,6,0,0,10,7,12,0,0,18,7,9,0,0,15,0,10,0,0,12,3,3,0,0,10,4,15,4,0,26,0,3,0,0,8,0,0,0,0,3,52,80,17,3,156
5118122,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,6,3,0,4,0,11,0,0,4,0,3,0,3,0,0,5,7,5,0,0,7,3,3,0,0,6,0,4,0,0,3,4,18,4,0,23,0,10,0,0,14,0,15,0,0,16,0,3,0,0,7,4,10,0,0,16,3,11,3,0,15,0,0,0,0,0,37,82,25,0,146
5118123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,3,0,3,0,4,7,0,7,0,5,3,0,0,0,4,3,3,0,0,5,3,3,0,0,7,5,13,0,0,19,8,3,0,0,9,4,7,0,0,5,0,5,0,0,12,0,26,0,0,25,0,16,0,0,16,0,0,0,0,0,34,84,13,0,129
5118124,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,15,3,0,3,0,9,3,3,3,0,12,0,3,4,0,5,0,3,0,0,5,0,0,0,0,3,6,14,3,0,20,11,7,0,0,20,0,10,0,0,10,3,16,0,0,18,10,32,0,0,43,0,9,0,0,15,4,0,0,0,3,51,100,28,3,188
5118125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,4,6,0,3,0,10,4,0,4,0,12,8,3,7,0,14,3,3,6,0,14,0,7,4,0,11,10,14,3,0,24,9,15,0,0,27,6,7,0,0,18,0,5,0,0,11,4,26,0,0,30,8,12,3,0,21,0,0,0,0,3,60,100,34,6,195
5118126,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,7,0,3,0,14,3,3,0,0,8,3,0,0,0,0,3,6,6,0,10,7,12,0,0,21,3,18,0,0,20,7,4,0,0,11,0,3,0,0,9,5,23,0,0,27,0,12,0,0,11,0,0,0,0,0,52,79,15,0,143
5118127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,0,0,4,0,5,0,0,0,0,0,0,5,0,0,3,3,0,3,0,4,0,0,3,0,6,3,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,0,3,0,0,0,0,0,24,13,9,0,50
5118128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,4,7,0,4,0,7,4,0,0,0,4,9,3,0,0,13,0,0,0,0,3,0,0,0,0,0,3,0,4,0,10,0,8,0,0,10,5,7,0,0,12,0,7,0,0,6,3,0,0,0,3,7,21,0,0,23,0,8,0,0,14,0,0,0,0,0,45,53,16,3,118
5118129,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,0,0,4,4,0,0,0,6,0,0,0,0,3,0,3,0,0,4,0,0,0,0,3,5,7,0,0,8,3,0,0,0,10,5,7,0,0,9,7,5,0,0,11,5,21,0,0,33,3,3,0,0,9,0,0,0,0,0,53,51,13,0,118
5118130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,6,0,6,0,9,4,3,0,0,8,11,6,3,0,19,5,4,4,0,14,3,0,0,0,5,4,3,3,0,10,3,12,3,0,23,9,7,0,0,11,5,3,0,0,7,3,0,0,0,10,7,13,0,0,24,7,7,5,0,15,0,0,0,0,0,75,56,33,4,166
5118131,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,5,0,0,0,14,0,5,0,0,11,3,0,0,0,3,3,9,3,0,17,24,38,0,0,64,6,8,0,0,13,0,0,0,0,0,58,70,7,3,143
5118132,0,0,0,0,0,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,3,0,0,10,5,3,0,0,5,0,3,0,0,3,0,0,0,0,5,8,0,0,0,8,0,9,0,0,13,4,3,0,0,7,0,3,0,0,4,7,32,0,0,44,5,8,0,0,13,0,0,0,0,0,42,73,10,0,128
5118201,4,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,3,0,12,4,0,0,0,7,6,0,7,0,11,4,3,0,0,15,7,7,4,0,12,0,4,0,0,10,7,5,3,0,20,5,8,3,0,19,0,4,0,0,10,0,6,0,0,7,3,10,0,0,11,6,3,0,0,12,0,0,0,0,3,65,58,26,5,152
5118202,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,4,0,0,4,8,3,4,0,15,3,3,8,0,9,3,3,0,0,3,3,3,0,0,8,3,6,3,0,12,7,17,0,0,22,3,4,0,0,12,3,0,3,0,11,0,10,0,0,17,0,11,0,0,17,3,0,0,0,5,47,62,21,3,135
5118203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,9,0,0,0,0,3,6,0,0,0,8,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,4,0,0,4,0,8,0,0,8,3,0,0,0,3,0,0,0,0,0,0,11,0,0,12,4,0,0,0,3,0,0,0,0,0,27,27,10,3,63
5118204,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,3,0,9,4,0,0,0,4,3,3,0,0,9,7,3,0,0,13,0,5,0,0,7,0,0,0,0,3,3,3,0,0,6,3,4,0,0,9,5,5,0,0,5,4,5,0,0,5,7,12,0,0,21,0,10,0,0,14,0,0,0,0,0,47,50,12,6,115
5118205,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,0,6,3,3,0,0,7,0,3,0,0,11,0,3,0,0,5,0,3,0,0,3,4,8,0,0,10,0,8,0,0,7,0,4,0,0,4,3,10,0,0,11,0,8,0,0,10,0,0,0,0,0,31,46,9,3,89
5118206,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,9,0,3,0,15,7,3,0,0,5,8,0,0,0,10,3,5,0,0,7,5,4,0,0,6,5,4,4,0,10,8,9,3,0,17,4,4,0,0,7,0,3,0,0,6,0,0,0,0,3,6,4,0,0,12,0,3,0,0,4,0,0,0,0,0,55,43,18,0,118
5118207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,9,3,0,0,13,9,3,0,0,11,5,0,4,0,13,3,4,0,0,8,3,0,0,0,9,3,0,0,0,3,9,7,3,0,18,4,7,0,0,10,0,3,0,0,9,0,5,0,0,9,3,7,0,0,9,3,8,0,0,18,0,0,0,0,0,59,53,15,3,130
5118208,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,8,7,3,0,0,12,4,3,0,0,3,0,3,0,0,7,0,0,0,0,3,0,7,0,0,14,3,4,0,0,5,0,4,0,0,9,0,3,0,0,3,10,3,3,0,15,3,4,3,0,10,0,0,0,0,0,35,33,18,3,93
5118209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,3,0,0,0,7,3,0,3,0,11,6,0,3,0,10,6,0,0,0,4,5,5,0,0,6,0,0,0,0,3,9,4,0,0,9,10,3,0,0,9,3,8,0,0,14,3,3,0,0,6,3,11,0,0,10,5,5,4,0,16,0,0,0,0,0,56,44,18,0,118
5118210,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,4,3,3,0,13,6,3,0,0,11,0,10,0,0,7,5,6,0,0,14,0,4,0,0,3,6,11,3,0,19,3,13,3,0,13,3,10,0,0,11,3,12,0,0,10,3,9,3,0,21,4,3,0,0,6,0,0,0,0,3,53,77,15,5,154
5118211,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,3,0,0,0,4,3,0,3,0,4,3,0,0,0,3,3,0,0,0,3,0,3,3,0,5,3,0,0,0,6,3,3,0,0,11,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,7,6,0,0,6,0,0,0,0,0,34,21,14,3,68
5118212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,3,0,0,7,0,0,0,0,4,4,0,0,0,6,5,3,0,0,3,0,0,0,0,8,4,3,0,0,11,6,5,0,0,7,0,0,0,0,0,0,0,0,0,0,3,20,0,0,21,0,18,3,0,23,0,0,0,0,0,33,56,8,0,96
5118213,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,4,0,0,0,4,12,0,0,0,12,20,0,0,0,19,22,0,0,0,19,21,0,0,0,21,5,0,0,0,6,3,0,0,0,4,12,0,0,0,12,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,9,0,0,0,9,131,4,5,0,144
5118214,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,3,3,0,6,3,3,0,0,8,9,0,5,0,14,4,0,0,0,6,0,3,0,0,7,0,0,3,0,8,3,0,0,3,5,8,11,0,0,19,3,7,0,0,8,0,3,0,0,4,0,0,0,0,0,0,8,0,0,6,3,5,7,0,10,0,0,0,0,0,48,47,23,7,117
5118215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,11,0,4,0,0,7,3,0,5,0,7,6,0,0,0,8,0,0,0,0,0,0,3,0,0,3,3,3,0,0,9,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,4,0,0,6,0,3,0,0,3,0,0,0,0,0,30,21,12,3,68
5118216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,3,0,0,0,6,6,4,0,0,11,3,0,0,0,7,3,0,0,0,6,0,3,4,0,8,5,4,0,0,12,5,0,0,0,3,0,3,0,0,7,0,6,0,0,10,4,9,0,0,11,4,5,3,0,11,0,0,0,0,0,44,37,15,0,94
5118217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,8,4,0,0,0,3,5,3,3,0,12,5,3,3,0,13,0,5,0,0,3,0,3,0,0,3,0,5,4,0,7,3,11,0,0,12,0,7,0,0,9,3,4,0,0,9,0,0,0,0,3,3,9,0,0,9,7,8,0,0,12,0,0,0,0,4,44,51,18,0,124
5118218,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,0,3,0,6,0,0,3,0,5,3,3,3,3,14,0,0,3,3,10,0,3,0,0,3,5,3,0,0,13,0,9,8,0,16,9,6,0,0,9,4,0,0,0,6,0,4,0,0,4,0,9,0,0,6,0,10,0,0,14,0,0,0,0,0,35,45,26,10,118
5118219,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4,9,0,0,0,6,0,7,0,0,7,0,0,3,0,3,3,3,0,0,3,3,4,0,0,12,4,5,0,0,15,5,9,0,0,13,0,3,0,0,6,3,7,0,0,14,3,5,0,0,12,0,0,0,0,0,40,45,3,6,100
5118220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,8,0,0,0,8,3,0,0,0,3,3,0,0,0,7,0,0,0,0,0,3,3,3,0,9,4,0,0,0,5,5,5,3,0,10,0,5,0,0,6,4,0,0,0,8,3,8,0,0,8,7,22,0,0,26,3,12,0,0,16,0,0,0,0,0,43,53,11,3,107
5118221,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,3,0,0,4,0,0,0,0,3,3,0,3,0,6,3,3,3,0,12,4,0,0,0,4,0,0,0,0,3,3,4,0,0,4,11,3,0,0,12,7,12,0,0,20,3,4,0,0,7,7,10,0,0,10,7,24,0,0,31,3,11,0,0,18,0,0,0,0,0,58,83,15,3,156
5118222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,3,3,0,0,0,7,5,0,5,0,6,3,0,0,0,3,4,3,0,0,5,6,4,0,0,4,8,5,0,0,13,4,5,0,0,10,3,8,0,0,6,0,5,0,0,6,3,11,0,0,14,3,5,0,0,5,0,0,0,0,0,43,48,10,3,106
5118223,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,11,0,4,0,0,6,9,0,0,0,10,3,0,0,0,3,5,3,0,0,12,0,0,0,0,4,3,0,0,0,11,7,0,3,0,6,6,5,3,0,22,6,6,0,0,11,0,8,0,0,9,0,11,0,0,15,3,20,0,0,20,4,9,0,0,11,3,0,0,0,3,63,73,14,4,157
5118224,0,0,0,0,0,3,0,0,0,4,0,0,3,0,5,0,0,0,0,3,4,0,0,0,4,0,0,0,0,3,14,0,0,0,14,8,0,0,0,7,7,3,0,0,15,4,5,3,0,11,3,0,0,0,6,6,5,0,0,11,6,8,0,0,14,8,14,0,0,18,0,8,0,0,10,5,5,0,0,9,0,19,0,0,18,10,6,4,0,20,3,3,0,0,5,72,80,20,6,179
5118225,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,0,3,0,0,7,0,3,3,0,7,0,4,0,0,9,0,0,0,0,3,0,6,0,0,8,0,6,0,0,8,0,0,0,0,0,19,37,12,3,68
5118226,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,7,0,0,7,0,0,0,0,3,0,0,0,0,0,3,3,0,0,8,0,3,0,0,6,0,3,0,0,5,0,3,0,0,3,0,3,0,0,3,0,4,0,0,5,5,5,0,0,9,0,0,0,0,0,21,36,6,0,67
5118227,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,4,10,3,0,0,8,5,0,0,0,11,4,3,0,0,10,0,4,0,0,9,5,5,0,0,11,0,0,3,0,4,4,5,0,0,10,6,8,0,0,20,6,11,0,0,13,7,13,0,0,16,0,18,3,0,21,8,10,0,0,17,0,0,0,0,0,57,79,17,5,159
5118228,0,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,3,0,0,3,3,4,3,3,0,8,0,3,0,0,3,5,0,0,0,5,0,3,0,0,3,3,6,5,0,10,3,5,0,0,12,0,3,3,0,8,3,3,0,0,5,0,3,0,0,8,3,12,0,0,14,0,3,0,0,3,30,55,14,7,98
5118301,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,3,0,0,0,3,9,3,6,0,14,0,3,0,0,3,3,3,0,0,3,3,10,4,0,15,3,10,0,0,16,3,6,0,0,13,3,0,0,0,8,0,7,0,0,7,4,7,0,0,9,4,7,0,0,8,0,0,0,0,0,47,49,20,4,115
5118302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,7,7,0,0,0,8,7,0,0,0,8,3,7,4,0,16,5,8,0,3,12,5,3,3,0,12,3,11,0,0,11,5,7,0,0,22,7,7,3,0,19,5,4,0,0,12,5,9,0,0,9,7,5,0,0,15,9,11,6,0,25,0,0,0,0,3,73,75,31,11,181
5118303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,5,0,0,3,0,3,3,0,4,0,8,0,3,0,0,4,0,3,0,0,8,0,3,0,0,8,7,9,0,0,11,5,0,0,0,7,7,3,0,0,8,0,0,0,0,0,3,4,0,0,11,4,5,0,0,12,0,0,0,0,0,38,38,18,0,98
