SA1_7DIGITCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,INA_DS_Separate_house,INA_DS_SemD_ro_tr_h_th,INA_DS_Flat_or_Apart,INA_DS_Other_dwelling,INA_DS_Not_stated,INA_Total,INS_DS_Separate_house,INS_DS_SemD_ro_tr_h_th,INS_DS_Flat_or_Apart,INS_DS_Other_dwelling,INS_DS_Not_stated,INS_DS_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
5125805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125806,119,6,0,0,0,126,25,3,0,0,0,29,7,0,0,0,0,9,150,11,0,0,3,167
5125807,102,0,0,0,0,98,13,0,0,0,0,12,0,0,0,0,0,0,109,0,0,0,0,114
5125808,363,5,0,0,0,372,15,0,0,0,0,19,4,0,0,0,0,7,383,11,0,0,0,394
5125809,237,0,0,0,0,243,10,0,0,0,0,10,4,0,0,0,0,4,251,0,0,0,0,251
5125810,64,4,0,0,0,64,12,0,0,0,0,13,3,0,0,0,0,3,74,3,0,0,0,78
5125811,95,3,0,0,0,100,13,0,0,0,0,17,3,0,0,0,0,3,115,3,0,0,0,121
5125812,106,0,0,0,0,111,21,0,0,0,0,21,3,0,0,0,0,3,132,0,0,0,0,135
5125813,95,0,0,0,0,95,17,0,0,0,0,18,0,0,0,0,0,0,110,0,0,0,0,112
5125814,86,3,0,0,3,90,10,0,0,0,0,10,0,0,0,0,0,0,92,3,0,0,3,101
5125815,284,0,0,0,0,284,22,0,0,0,0,22,7,0,0,0,0,7,309,0,0,0,0,310
5125816,206,31,0,0,0,235,14,5,0,0,0,20,5,0,0,0,0,5,221,31,0,0,0,256
5125817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125818,65,8,0,0,0,71,3,0,0,0,0,4,0,0,0,0,0,0,69,8,0,0,0,72
5125901,67,3,0,0,0,72,12,10,0,0,0,15,0,0,0,0,0,0,72,10,0,0,0,90
5125902,143,0,0,0,0,143,6,0,0,0,0,6,0,0,0,0,0,0,156,0,0,0,0,156
5125903,120,0,0,0,0,120,31,0,0,0,0,31,0,0,0,0,0,0,151,0,0,0,0,151
5125904,74,0,0,0,0,74,6,0,0,0,0,6,0,0,0,0,0,0,85,0,0,0,0,85
5125905,110,0,0,0,0,110,8,0,0,0,0,8,3,0,0,0,0,3,122,0,0,0,0,122
5125906,126,0,0,0,0,121,18,0,0,0,0,17,0,0,0,0,0,0,139,0,0,0,0,138
5125907,128,19,0,0,0,147,13,3,0,0,0,16,4,0,0,0,0,3,146,22,0,0,0,172
5125908,125,15,19,0,0,158,6,3,6,0,0,21,0,0,0,0,0,4,140,22,23,0,0,182
5125909,121,4,0,0,0,125,11,3,0,0,0,16,9,0,0,0,0,9,142,10,0,0,0,147
5125910,120,0,7,0,0,133,7,0,3,0,0,13,0,0,0,0,0,3,134,3,7,0,0,148
5125911,230,4,0,0,0,238,0,0,0,0,0,4,4,0,0,0,0,4,235,6,0,0,0,246
5125912,175,3,3,0,0,185,13,3,4,0,0,20,9,0,0,0,0,10,194,9,13,0,0,213
5125913,132,0,0,0,0,132,17,0,0,0,0,17,0,0,0,0,0,0,147,0,0,0,0,147
5125914,35,0,0,0,0,35,7,0,0,0,0,7,0,0,0,0,0,0,39,0,0,0,0,39
5125915,71,3,0,0,0,70,15,0,0,0,0,16,0,0,0,0,0,0,85,5,0,0,0,89
5125916,85,0,0,0,0,85,4,0,0,0,0,4,0,0,0,0,0,0,86,0,0,0,0,84
5125917,393,43,10,0,4,449,25,7,0,0,0,39,10,3,0,0,0,14,430,56,11,0,3,498
5126001,81,7,0,0,0,89,0,0,0,0,0,3,0,0,0,0,0,0,84,11,0,0,0,94
5126002,171,0,0,0,0,171,3,0,0,0,0,3,7,0,0,0,0,7,178,0,0,0,0,178
5126003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126004,184,0,0,0,0,182,5,0,0,0,0,5,3,0,0,0,0,3,191,0,0,0,0,196
5126005,97,0,0,0,0,97,6,0,0,0,0,6,0,0,0,0,0,0,107,0,0,0,0,107
5126006,62,0,0,0,0,62,3,0,0,0,0,3,0,0,0,0,0,0,63,0,0,0,0,63
5126007,86,0,0,0,0,86,7,0,0,0,0,7,4,0,0,0,0,4,95,0,0,0,0,95
5126008,92,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,95
5126009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126101,591,124,0,0,3,724,34,5,0,0,3,45,7,0,0,0,0,12,633,135,5,0,8,777
5126102,134,0,0,0,0,134,3,0,0,0,0,3,4,0,0,0,0,4,145,0,0,0,0,145
5126103,78,0,0,0,0,75,10,0,0,0,0,10,3,0,0,0,0,3,88,0,0,0,0,86
5126104,72,0,0,0,0,69,6,0,0,0,0,6,0,0,0,0,0,0,80,0,0,0,0,79
5126105,105,0,0,0,0,105,4,0,0,0,0,4,0,0,0,0,0,0,114,0,0,0,0,114
5126106,380,0,0,0,6,385,29,3,0,0,0,31,7,0,0,0,0,7,413,3,0,0,6,421
5126107,93,0,0,0,0,93,8,0,0,0,0,10,0,0,0,0,0,0,100,0,0,0,0,102
5126108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126109,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,21
5126201,67,9,0,0,0,74,12,0,0,0,0,16,3,0,0,0,0,3,84,10,0,0,0,90
5126202,88,31,0,0,0,121,5,3,0,0,0,10,4,0,0,0,0,4,97,43,0,0,0,137
5126203,104,0,0,0,0,104,5,0,0,0,0,6,3,0,0,0,0,3,116,0,0,0,0,116
5126204,88,6,11,0,0,108,3,0,0,0,0,4,0,0,0,0,0,5,94,8,12,0,3,118
5126205,33,17,11,0,7,66,9,0,5,0,0,22,0,3,0,0,0,8,47,17,16,0,4,90
5126206,87,6,0,0,0,93,8,0,0,0,0,8,3,0,0,0,0,3,99,6,0,0,0,111
5126207,53,0,4,4,3,65,0,0,0,3,0,7,0,0,0,0,0,0,55,0,6,3,4,72
5126208,14,7,4,0,0,27,3,0,0,0,0,6,0,0,0,0,0,0,23,7,6,0,3,40
5126209,30,0,0,3,0,36,27,0,0,3,0,28,3,0,0,0,0,3,56,0,0,11,0,70
5126210,68,0,0,0,0,71,21,0,0,0,0,21,8,0,0,0,0,8,96,0,0,0,0,95
5126211,56,7,0,0,4,65,25,13,0,0,0,41,4,3,0,0,0,4,79,27,0,0,4,114
5126212,0,13,0,40,3,59,3,4,0,28,0,29,0,0,0,6,0,10,0,22,0,76,3,99
5126213,94,0,23,0,0,120,10,0,8,0,0,14,3,0,0,0,0,3,108,0,31,0,0,141
5126214,58,0,7,0,0,67,24,0,5,0,0,28,9,0,0,0,0,9,87,0,14,0,0,104
5126215,68,10,0,16,6,101,0,4,0,0,3,13,0,0,0,0,0,3,72,14,0,14,11,119
5126216,6,15,3,0,0,27,3,3,0,0,0,12,0,0,0,0,0,3,9,23,5,0,3,36
5126217,132,0,14,11,3,168,26,0,0,0,0,26,0,0,0,0,0,4,159,0,20,14,8,200
5126218,143,34,0,0,0,185,10,0,0,0,0,12,3,0,0,0,0,3,156,38,0,0,0,193
5126219,119,0,38,0,0,154,16,0,12,0,0,23,3,0,0,0,0,7,132,0,49,0,0,183
5126220,133,0,0,0,0,133,3,0,0,0,0,3,0,0,0,0,0,0,138,0,0,0,0,138
5126221,16,0,0,14,0,36,4,0,0,4,0,12,0,0,0,5,0,6,19,0,3,27,0,50
5126222,167,11,10,42,13,238,9,0,0,12,0,24,3,0,0,9,0,13,181,11,10,64,17,276
5126223,34,0,11,0,0,46,28,0,3,0,0,33,4,0,3,0,0,4,63,0,17,0,0,81
5126224,123,12,0,0,0,141,5,0,0,0,0,10,0,0,0,0,0,0,135,18,0,0,0,151
5126225,58,0,9,0,0,63,21,3,3,0,0,23,4,0,4,0,0,6,80,3,14,0,0,98
5126226,96,9,0,0,0,101,7,0,0,0,0,7,0,0,0,0,0,0,104,9,0,0,0,110
5126227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126228,59,0,29,0,3,98,21,5,7,0,0,37,3,3,3,0,0,11,92,7,36,3,3,141
5126229,26,5,0,0,0,31,18,16,0,0,0,33,3,5,0,0,0,8,46,21,0,0,0,69
5126230,54,0,0,24,0,76,4,0,0,7,0,10,3,0,0,4,0,4,58,0,0,31,3,96
5126231,65,0,0,0,0,65,13,0,0,0,0,13,3,0,0,0,0,3,78,0,0,0,0,78
5126232,11,37,0,0,10,58,5,8,0,0,17,34,0,0,0,0,3,3,18,48,0,0,27,93
5126233,113,0,7,0,0,130,18,0,3,0,0,19,0,0,0,0,0,7,134,0,14,0,6,149
5126234,148,0,0,0,0,150,5,0,0,0,0,5,4,0,0,0,0,4,162,0,0,0,0,165
5126235,49,3,6,5,0,67,3,0,0,3,0,6,0,0,0,0,0,0,56,4,6,4,3,79
5126236,29,11,12,0,0,58,8,0,10,4,0,27,0,0,5,0,0,5,34,10,34,6,0,89
5126237,57,8,9,0,0,74,11,7,3,0,0,27,0,3,0,0,0,8,72,17,16,0,0,103
5126238,105,11,0,0,0,122,3,4,0,0,0,8,0,0,0,0,0,0,106,17,0,0,0,126
5126239,126,0,4,0,0,132,27,0,3,0,0,28,4,0,0,0,0,4,159,0,13,0,0,166
5126240,16,0,0,52,0,68,12,0,0,29,0,40,3,0,0,0,0,6,37,0,0,86,0,115
5126301,12,0,0,0,0,18,3,0,0,0,0,3,3,0,0,3,0,6,19,0,0,3,0,28
5126302,70,56,0,19,0,149,22,34,0,5,0,59,7,7,0,0,0,15,104,95,0,21,0,228
5126303,8,0,0,0,0,8,39,0,0,0,0,39,0,0,0,0,0,3,51,0,0,0,0,51
5126304,105,17,0,0,3,124,45,21,0,0,0,64,0,4,0,0,0,8,150,40,0,0,3,189
5126305,57,9,0,5,0,70,14,0,0,0,0,19,4,0,0,0,0,5,74,9,0,8,0,89
5126306,32,0,0,4,3,38,11,0,0,9,0,21,3,0,0,10,0,13,46,0,0,17,3,67
5126307,157,12,3,11,0,185,14,6,0,3,0,26,5,0,4,0,0,7,179,18,3,11,0,221
5126308,10,0,0,0,0,10,56,0,0,0,0,56,0,0,0,0,0,0,72,0,0,0,0,72
5126309,24,0,0,0,0,24,8,0,0,0,0,8,0,0,0,0,0,0,29,0,0,0,0,29
5126310,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,16,0,0,0,0,21
5126311,25,0,0,0,0,25,12,0,0,0,0,12,0,0,0,0,0,0,35,0,0,0,0,36
5126312,97,7,0,0,0,102,35,16,0,0,0,46,8,5,0,0,0,9,140,23,0,0,0,160
5126313,42,0,0,0,0,42,12,0,0,0,0,12,0,0,0,0,0,0,59,0,0,0,0,60
5126314,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
5126315,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,16
5126316,49,4,49,17,0,116,15,0,9,5,3,34,5,0,3,7,0,12,66,8,60,28,3,163
5126317,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,11
5126318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126319,11,0,0,0,0,11,17,0,0,0,0,17,0,0,0,0,0,0,27,0,0,0,0,27
5126320,30,0,0,0,0,30,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
5126321,24,0,0,0,0,24,22,0,0,0,0,22,0,0,0,0,0,0,46,0,0,0,0,46
5126322,67,0,0,0,0,67,27,0,0,0,0,27,3,0,0,0,0,3,97,0,0,0,0,97
5126323,20,0,4,0,0,28,33,3,14,0,0,50,4,0,0,0,0,3,53,11,16,0,0,84
5126324,13,0,0,0,0,13,15,0,0,0,0,17,0,0,0,0,0,0,30,0,0,0,0,28
5126325,8,0,0,0,0,7,6,0,0,0,0,7,0,0,0,0,0,0,17,0,0,6,0,19
5126326,9,0,0,0,0,9,72,0,0,0,0,72,0,0,0,0,0,0,80,0,0,0,0,80
5126327,3,0,0,0,0,6,14,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,15
5126328,61,0,0,3,0,64,10,0,0,0,0,15,7,0,0,0,0,6,85,0,0,4,0,86
5126329,37,0,0,0,0,37,17,0,0,0,0,17,0,0,0,0,0,0,56,0,0,0,0,56
5126330,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,4,0,4,4,0,0,3,0,10
5126401,44,17,3,6,0,63,53,14,0,0,0,70,5,3,0,0,0,6,102,31,6,6,4,143
5126402,23,0,0,6,0,30,6,0,3,0,0,8,0,0,0,0,0,3,27,0,3,6,0,36
5126403,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,17
5126404,55,39,4,3,4,102,14,24,0,4,0,37,4,4,0,0,0,9,63,62,5,12,7,147
5126405,11,0,0,0,0,11,14,0,0,0,0,14,3,0,0,0,0,6,23,0,0,0,0,24
5126406,28,0,0,0,0,29,35,0,0,0,0,32,10,0,0,0,0,13,71,4,3,0,0,83
5126407,22,0,0,0,0,20,23,0,0,0,0,23,14,0,0,0,0,14,60,0,0,0,0,58
5126408,0,0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,24,0,0,0,0,24
5126409,4,0,0,0,0,4,12,0,0,0,0,13,3,0,0,0,0,3,23,0,0,0,0,26
5126410,55,0,0,3,0,53,23,0,0,0,0,23,0,0,0,0,0,3,83,0,0,5,0,81
5126411,10,0,0,3,0,14,29,0,3,3,0,41,0,0,0,0,0,4,42,0,4,6,0,54
5126501,45,0,0,3,3,49,8,0,0,0,0,6,0,0,0,0,0,3,50,0,0,3,3,57
5126502,36,0,8,0,0,46,21,0,8,0,0,27,0,0,3,0,0,3,60,0,24,0,0,76
5126503,5,0,0,61,0,67,0,0,0,21,0,23,0,0,0,5,0,5,5,0,0,87,0,98
5126504,8,0,0,6,0,13,23,0,0,0,0,25,0,0,0,0,0,3,32,0,0,7,0,36
5126505,114,5,4,0,0,123,28,0,0,0,0,30,3,0,0,0,0,5,146,4,9,0,0,157
5126506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126507,122,7,11,4,0,142,22,10,3,3,0,39,0,0,0,0,0,0,144,11,10,5,0,176
5126508,105,0,0,38,0,148,9,0,0,9,3,25,0,0,0,3,0,3,116,0,0,51,4,175
5126509,50,36,23,77,0,180,10,10,3,28,0,50,3,3,0,5,0,17,69,45,24,103,3,251
5126510,33,0,3,0,0,38,20,7,0,0,0,30,3,0,0,0,0,3,62,4,3,0,3,74
5126511,15,0,0,17,0,31,21,0,0,15,0,40,9,0,0,3,0,14,49,0,0,34,3,86
5126512,23,0,0,5,6,35,15,4,0,3,0,27,0,0,0,0,0,6,45,5,0,4,9,65
5126513,51,3,0,0,3,57,47,9,0,5,3,60,3,0,0,0,3,3,97,10,0,6,5,119
5126514,73,4,0,0,0,80,16,0,0,0,0,16,3,0,0,0,0,3,99,4,0,0,0,104
5126515,74,44,3,0,6,126,15,20,0,0,0,31,6,7,0,0,0,13,97,68,3,0,6,170
5126516,52,0,0,12,0,69,3,0,0,0,0,3,0,0,0,0,0,3,55,0,0,14,0,75
5126517,119,5,3,4,4,134,14,6,0,0,3,29,3,3,0,0,0,8,141,19,5,4,4,174
5126518,20,0,0,0,0,20,10,3,0,0,0,18,3,0,0,0,0,3,36,3,0,0,0,38
5126519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126520,105,10,0,0,0,116,20,9,0,0,0,33,7,0,0,0,0,7,128,24,0,0,0,153
5126521,8,3,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,8,3,0,0,0,13
5126522,11,0,0,0,0,12,58,0,4,0,0,62,3,0,0,0,0,3,79,0,3,0,0,81
5126601,66,0,0,3,0,74,10,0,0,0,0,10,0,0,0,0,0,0,81,0,0,3,0,85
5126602,15,0,0,34,0,49,5,0,0,9,0,15,3,0,0,6,0,9,29,0,0,52,0,78
5126603,41,0,0,11,0,52,46,0,0,0,0,50,8,0,0,14,0,21,101,0,0,19,0,121
5126604,34,0,0,0,0,39,37,0,0,0,0,37,3,0,0,0,0,7,77,0,0,0,0,80
5126605,104,0,0,0,0,104,44,0,0,0,0,45,3,0,0,0,0,3,149,0,0,0,0,156
5126606,62,0,0,0,0,63,12,0,0,0,0,12,15,0,0,0,0,17,91,0,0,0,3,100
5126701,20,0,0,0,0,21,8,0,0,0,0,8,3,0,0,0,0,3,36,0,0,0,0,37
5126702,57,5,0,6,0,60,5,0,0,3,0,10,0,0,0,0,0,4,65,5,0,9,0,75
5126703,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,13
5126704,24,0,3,3,0,31,21,0,0,3,0,25,3,0,0,0,0,3,46,0,3,7,0,62
5126705,7,0,0,19,3,30,3,0,0,7,0,10,0,0,0,6,0,3,12,0,0,24,3,45
5126706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126707,23,3,0,0,0,27,31,0,0,0,0,31,3,0,0,0,0,3,57,3,0,0,0,64
5126708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126709,5,0,0,0,0,5,25,0,0,0,0,25,3,0,0,0,0,3,30,0,0,0,0,30
5126710,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,19
5126711,3,0,0,0,0,3,18,0,0,0,0,18,0,0,0,0,0,0,26,0,0,0,0,26
5126712,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,7,7,0,0,0,0,8,13
5126713,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
5126714,7,0,0,0,0,3,10,0,0,0,0,10,4,0,0,0,0,4,18,0,0,0,0,17
5126715,4,0,0,0,0,8,19,0,0,0,0,19,15,0,0,0,0,15,36,0,0,0,0,36
5126716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126717,4,0,0,0,0,4,20,0,0,0,0,20,0,0,0,0,0,0,25,0,0,0,0,25
5126801,84,0,4,0,0,90,11,0,5,0,0,14,0,0,0,0,0,0,97,0,4,0,0,103
5126802,72,3,0,0,0,79,3,0,0,0,0,3,4,0,0,0,0,4,80,3,0,0,0,81
5126803,56,3,0,0,0,65,8,0,0,0,8,19,0,0,0,0,0,4,70,3,7,0,8,88
5126804,92,0,0,0,0,92,3,0,0,0,0,3,0,0,0,0,0,0,95,0,0,0,0,95
5126805,42,6,0,5,3,54,12,3,0,0,0,11,0,0,0,0,0,0,53,7,0,8,3,65
5126806,45,11,0,0,0,55,3,5,0,0,0,12,0,0,0,0,0,0,49,19,0,0,0,67
5126807,75,0,5,0,0,76,0,0,0,0,0,3,5,0,0,0,0,5,77,0,5,0,0,80
5126808,95,0,0,0,0,95,7,0,0,0,0,7,0,0,0,0,0,0,108,0,0,0,0,108
5126809,109,3,0,0,0,109,4,0,0,0,0,4,3,0,0,0,0,3,116,3,0,0,3,123
5126810,103,0,0,0,0,103,5,0,0,0,0,5,0,0,0,0,0,0,108,0,0,0,0,108
5126811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126812,75,0,0,0,0,75,3,0,0,0,0,3,0,0,0,0,0,0,81,0,0,0,0,81
5126813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126814,84,0,0,0,0,84,8,0,0,0,0,8,0,0,0,0,0,0,91,0,0,0,0,91
5126815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126816,106,12,0,0,0,114,12,14,0,0,0,18,3,0,0,0,0,4,119,28,0,0,0,143
5126817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126901,30,0,0,0,4,31,5,0,0,3,0,11,0,0,0,0,0,3,41,0,0,9,5,48
5126902,82,34,46,0,0,160,9,0,13,0,0,20,0,0,4,0,0,4,89,31,66,0,0,187
5126903,60,0,17,0,0,77,11,0,10,0,0,20,3,0,3,0,0,7,71,0,31,0,3,105
5126904,170,0,50,0,0,214,3,0,3,0,0,9,0,0,3,0,0,6,168,0,54,0,0,227
5126905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126906,12,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,13
5126907,151,18,0,0,0,165,4,6,3,0,0,12,3,0,0,0,0,3,153,25,3,0,0,187
5126908,40,0,84,3,4,128,5,0,20,0,0,28,3,0,3,0,0,10,60,0,105,3,0,165
5126909,46,0,8,0,0,55,5,0,3,0,0,11,3,0,3,0,0,3,52,0,16,0,0,70
5126910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
5126911,78,13,21,0,0,109,4,6,3,0,0,17,0,4,0,0,0,9,88,17,26,0,0,132
5126912,58,0,0,0,0,63,3,3,0,0,0,6,0,0,0,0,0,0,63,0,0,0,0,64
5126913,16,0,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,5,0,19
5126914,74,0,0,10,0,88,11,0,0,0,0,13,0,0,0,7,0,14,82,0,0,21,0,104
5126915,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
5126916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127001,49,6,0,0,0,52,9,0,0,0,0,9,0,0,0,0,0,0,58,6,0,0,0,67
5127002,0,0,19,0,3,25,0,0,5,0,0,5,0,0,0,0,0,0,0,0,28,0,4,30
5127003,64,0,50,0,0,117,17,0,16,0,0,33,5,0,0,0,0,8,86,0,66,0,0,157
5127004,78,43,4,0,0,129,16,14,0,0,0,23,8,0,0,0,0,3,100,58,5,0,0,161
5127005,68,0,9,0,0,79,19,0,0,0,0,19,4,0,0,0,0,4,86,0,9,0,0,98
5127006,125,3,0,16,0,149,18,0,0,4,0,25,8,0,0,3,0,16,151,4,0,28,0,185
5127007,97,14,0,0,0,117,21,3,0,0,0,27,4,0,0,0,0,4,121,18,0,0,0,148
5127008,123,4,0,0,0,127,16,3,0,0,0,18,4,0,0,0,0,7,140,8,0,0,0,153
5127009,108,0,9,0,0,119,16,3,3,0,0,28,9,0,0,0,0,9,133,3,12,0,0,150
5127010,53,5,30,0,0,87,15,0,3,0,0,19,8,0,0,0,0,8,72,5,40,0,0,112
5127011,20,28,0,0,0,47,3,6,0,0,0,10,0,0,0,0,0,0,23,33,0,0,0,57
5127012,61,13,0,0,0,74,11,5,0,0,0,18,5,0,0,0,0,5,75,22,0,0,0,95
5127013,112,0,10,0,0,125,30,0,0,0,0,34,6,0,0,0,0,6,150,0,11,0,0,168
5127014,62,21,22,0,0,104,7,0,3,0,0,15,6,0,0,0,0,10,73,21,23,0,0,125
5127015,30,15,0,0,0,42,3,6,0,0,0,12,3,4,0,0,0,3,40,27,0,0,0,63
5127016,50,0,0,0,0,56,12,0,3,0,0,14,4,0,0,0,0,4,70,0,6,0,0,79
5127017,120,0,0,0,0,122,11,0,0,0,0,11,0,0,0,0,0,0,129,0,0,0,0,133
5127018,78,0,0,0,0,78,16,0,0,0,0,16,3,0,0,0,0,3,101,0,0,0,0,101
5127019,65,25,3,0,3,95,3,7,0,0,0,11,3,0,0,0,0,3,72,34,3,0,0,104
5127020,209,7,0,0,0,218,23,0,0,0,0,27,11,0,0,0,0,11,242,7,0,0,0,250
5127021,64,0,0,0,0,64,24,0,0,0,3,27,4,0,0,0,0,4,93,0,0,0,3,97
5127022,84,0,7,0,3,97,22,0,0,0,0,21,3,0,0,0,0,3,109,0,7,0,3,120
5127023,134,4,5,0,0,138,3,0,0,0,0,9,0,0,0,0,0,0,136,7,5,0,0,147
5127024,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
5127025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127101,116,0,0,6,0,119,8,0,0,0,0,8,0,0,0,0,0,0,121,0,0,6,0,128
5127102,4,0,0,0,0,4,9,0,0,0,0,9,3,0,0,0,0,3,24,0,0,0,0,24
5127103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127104,10,0,0,0,0,15,0,0,0,0,0,3,0,0,0,0,0,0,14,6,0,0,0,18
5127105,19,0,0,4,0,25,11,0,0,0,0,13,0,0,0,0,0,0,31,0,0,6,0,33
5127106,3,0,0,0,0,7,4,0,0,0,0,6,5,0,0,0,8,11,9,0,0,0,10,21
5127107,76,0,0,0,0,76,8,0,0,0,0,10,0,0,0,0,0,0,88,0,0,0,0,89
5127108,120,9,0,0,0,126,4,0,0,0,0,4,0,0,0,0,0,3,128,9,0,0,0,130
5127109,47,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50
5127110,116,0,0,0,0,116,6,0,0,0,0,6,3,0,0,0,0,3,127,0,0,0,0,127
5127111,93,17,0,0,0,104,8,0,0,0,0,13,0,0,0,0,0,0,101,19,0,0,0,115
5127112,80,0,3,0,0,81,7,0,0,0,0,7,0,0,0,0,0,0,88,0,3,0,0,86
5127113,68,0,0,0,0,69,4,0,0,0,0,4,0,0,0,0,0,0,76,0,0,0,0,76
5127114,54,0,0,0,0,54,3,0,0,0,0,3,3,0,0,0,0,3,58,0,0,0,0,58
5127115,67,19,0,0,0,91,7,9,0,0,0,12,0,3,0,0,0,3,76,26,0,0,0,105
5127116,74,5,0,18,0,97,22,4,0,3,0,26,9,0,0,3,3,15,105,7,0,19,6,139
5127117,110,4,0,0,0,114,6,0,0,0,0,8,0,0,0,0,0,0,115,9,0,0,0,127
5127118,90,5,22,14,0,132,24,0,7,3,0,30,7,0,0,0,0,11,115,5,27,22,0,168
5127119,87,0,0,0,0,86,10,0,0,0,0,10,0,0,0,0,0,0,97,0,0,0,0,98
5127120,66,0,15,0,0,79,3,0,0,0,0,6,0,0,0,0,0,3,66,0,17,0,0,86
5127121,3,0,0,8,0,14,4,0,0,5,0,11,0,0,0,3,0,3,11,0,0,15,0,24
5127122,130,58,0,4,0,196,3,10,0,0,0,10,0,0,0,0,0,3,140,70,3,3,0,214
5127201,73,0,0,0,0,73,9,0,0,0,0,9,0,0,0,0,0,0,77,0,0,0,0,77
5127202,87,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,88
5127203,61,0,0,0,0,60,0,0,0,0,0,0,3,0,0,0,0,3,64,0,0,0,0,60
5127204,62,0,0,5,0,64,5,0,0,0,0,8,0,0,0,0,0,3,70,0,0,4,0,72
5127205,80,26,0,0,0,110,12,6,0,0,0,17,5,0,0,0,0,5,96,40,0,0,0,129
5127206,7,0,0,24,3,43,3,0,0,10,0,13,0,0,0,0,0,0,13,0,0,32,6,54
