SA1_7DIGITCODE_2016,Intact_fam_no_oth_ch_pres_Fam,Step_fam_no_oth_ch_pres_Fam,Blend_fam_no_oth_ch_pres_Fam,Intact_fam_oth_ch_pres_Fam,Step_fam_oth_ch_pres_Fam,Blended_fam_oth_ch_pres_Fam,Oth_coup_fam_oth_ch_only_Fam,Tot_Families
5110704,32,0,0,0,0,0,0,35
5110705,37,0,0,0,0,0,0,40
5110706,27,3,3,0,0,0,0,36
5110707,80,6,3,0,0,0,0,87
5110708,77,3,4,0,0,0,0,87
5110709,3,0,0,0,0,0,0,3
5110710,62,0,6,0,0,0,0,67
5110711,83,3,3,3,0,0,0,89
5110712,50,3,0,0,0,0,0,51
5110713,72,6,3,0,0,0,0,80
5110714,54,5,4,0,0,0,0,65
5110719,87,10,5,0,0,0,3,103
5110720,0,0,0,0,0,0,0,0
5110721,105,11,3,3,0,0,0,120
5110722,110,4,6,0,0,0,0,120
5110723,72,3,3,0,0,0,0,82
5110724,37,3,0,0,0,0,0,39
5110726,59,6,3,0,0,0,0,65
5110727,51,5,3,0,0,0,0,60
5110728,85,6,3,0,0,0,0,100
5110729,83,8,3,0,0,0,0,95
5110730,83,9,0,0,0,0,0,88
5110731,62,0,0,0,0,0,0,68
5110732,70,0,4,0,0,0,0,74
5110733,67,6,5,3,0,0,0,78
5110734,58,0,6,0,0,0,4,65
5110735,55,0,3,0,0,0,0,65
5110736,52,3,5,0,0,0,0,59
5110737,62,4,8,0,0,0,0,70
5110801,39,4,0,0,0,0,0,45
5110802,49,3,0,0,0,0,0,53
5110803,0,0,0,0,0,0,0,0
5110806,43,5,0,0,0,0,0,55
5110807,64,0,4,0,0,0,0,69
5110808,26,5,0,0,0,0,0,32
5110810,48,3,0,3,0,0,0,54
5110811,97,0,3,0,0,0,0,99
5110812,101,7,0,3,0,0,0,112
5110813,55,6,3,0,0,0,3,71
5110814,40,3,3,0,0,0,0,51
5110816,25,0,4,0,0,0,0,30
5110817,47,8,0,0,0,0,0,58
5110818,18,4,3,0,0,0,0,24
5110819,55,6,5,3,0,0,0,68
5110820,150,12,9,0,0,0,0,168
5110821,16,3,0,0,0,0,0,18
5110822,27,5,3,0,0,0,0,28
5110823,42,12,5,0,0,0,0,65
5110824,31,0,0,0,0,0,0,36
5110825,36,3,0,0,0,0,0,44
5110826,25,0,4,0,0,0,0,30
5110828,45,5,3,0,0,0,0,56
5110829,41,6,0,0,0,0,0,42
5110830,30,0,3,0,0,0,3,37
5110831,35,8,3,4,0,0,0,46
5110832,39,3,3,0,0,0,0,40
5110833,51,3,5,0,0,0,0,60
5110834,57,5,7,3,0,0,0,70
5110835,43,0,0,0,0,0,0,49
5110837,66,8,3,0,0,0,0,74
5110838,38,0,3,0,0,0,0,41
5110839,18,0,0,0,0,0,0,21
5110840,32,5,3,3,0,0,0,40
5110841,99,3,0,0,0,0,0,107
5110842,67,8,0,0,0,0,0,74
5110843,46,0,0,0,0,0,0,42
5110844,90,15,6,0,0,0,0,112
5110845,44,3,4,0,0,0,0,53
5110846,40,3,0,0,0,0,0,47
5110847,56,3,3,0,0,0,0,68
5110848,78,10,6,0,0,0,0,87
5110849,70,9,3,3,0,0,0,91
5110850,67,3,3,0,0,0,0,77
5110851,54,0,3,0,0,0,0,58
5110852,66,10,7,0,0,0,4,88
5110853,107,15,4,0,0,0,0,124
5110854,3,0,0,0,0,0,0,5
5110855,41,3,0,0,0,0,0,44
5110856,67,5,5,0,0,0,0,81
5110857,97,7,11,3,0,0,0,119
5110858,67,4,3,0,0,0,0,73
5110859,73,9,3,0,0,0,0,81
5110860,55,0,3,0,0,0,0,56
5110861,54,9,4,0,0,0,0,59
5110862,3,0,0,0,0,0,0,3
5110863,72,4,6,0,0,0,0,84
5111001,35,0,0,0,0,0,0,32
5111002,89,13,3,0,0,0,0,109
5111003,33,3,3,0,0,0,0,41
5111004,42,3,9,0,0,0,0,56
5111006,21,0,4,0,0,0,0,32
5111007,25,3,0,0,0,0,0,34
5111009,37,4,3,0,0,0,0,48
5111010,33,0,6,0,0,0,0,37
5111011,43,12,0,0,0,0,0,54
5111013,26,3,3,0,0,0,0,40
5111015,51,4,0,0,0,0,3,58
5111016,26,4,3,0,0,0,3,32
5111018,51,3,3,3,0,0,0,61
5111019,24,4,5,3,0,0,0,39
5111020,32,5,0,0,0,0,0,39
5111021,23,0,4,0,0,0,0,36
5111022,33,4,5,0,0,0,0,44
5111023,27,3,3,0,0,0,0,33
5111024,23,5,4,0,0,0,0,34
5111025,13,7,0,0,0,0,0,21
5111026,27,3,0,0,0,0,0,32
5111027,26,3,0,0,0,0,0,28
5111028,18,0,3,0,0,0,0,19
5111029,37,8,0,0,0,0,0,45
5111030,24,9,4,0,0,0,0,40
5111031,29,5,0,0,0,0,0,34
5111032,54,12,3,0,0,0,0,69
5111033,31,3,3,3,0,0,0,38
5111034,23,4,0,3,0,0,0,30
5111035,20,3,0,0,0,0,0,25
5111036,77,6,7,0,0,0,0,94
5111037,20,3,4,0,0,0,0,25
5111038,41,7,3,0,0,0,0,54
5111039,0,0,0,0,0,0,0,3
5111040,25,3,0,0,0,0,0,28
5111041,91,4,3,0,0,0,0,94
5111042,97,7,4,0,0,0,0,111
5111043,20,0,3,0,0,0,0,32
5111044,51,7,4,3,0,0,0,65
5111045,0,0,0,0,0,0,0,0
5111046,34,0,3,3,0,0,0,47
5111047,38,0,3,0,0,0,0,45
5111101,0,0,0,0,0,0,0,0
5111201,27,4,0,0,0,0,0,35
5111202,27,0,4,0,0,0,0,37
5111203,24,3,0,0,0,0,0,28
5111204,43,6,3,0,0,0,0,57
5111205,27,3,4,0,0,0,0,36
5111206,34,5,3,3,0,0,0,44
5111207,36,4,4,3,0,0,0,43
5111208,26,5,3,0,0,0,0,35
5111209,33,0,6,0,0,0,0,38
5111210,28,6,9,0,0,0,0,45
5111211,50,9,3,0,0,0,0,66
5111212,34,6,0,3,0,0,3,40
5111213,23,0,3,0,0,0,0,24
5111215,32,3,0,0,0,0,0,39
5111216,84,5,5,0,0,0,0,93
5111217,0,0,0,0,0,0,0,0
5111301,46,0,4,0,0,0,0,50
5111302,51,4,4,0,0,0,0,63
5111303,24,3,0,0,0,0,0,26
5111311,103,0,4,0,0,0,0,116
5111312,151,5,6,3,0,0,0,161
5111313,318,23,11,5,0,0,4,358
5111314,47,4,0,0,0,0,0,46
5111315,77,5,4,0,0,0,0,90
5111316,123,6,0,0,0,0,0,133
5111317,0,0,0,0,0,0,0,0
5111318,138,3,0,4,0,0,0,145
5111319,66,0,3,0,0,0,0,68
5111320,90,5,5,0,0,0,0,97
5111321,10,3,0,0,0,0,0,11
5111322,94,5,3,0,0,0,0,104
5111323,54,3,0,3,0,0,0,61
5111324,162,5,14,0,0,0,0,182
5111325,224,13,8,3,0,0,0,237
5111326,50,0,0,0,0,0,0,55
5111327,76,6,0,0,0,0,0,78
5111328,17,6,0,0,0,0,0,24
5111329,239,14,4,0,0,0,0,262
5111330,173,3,9,0,0,0,0,194
5111331,110,3,0,0,0,0,0,115
5111332,51,0,0,0,0,0,0,52
5111333,102,7,8,0,0,0,0,117
5111334,95,3,3,0,0,0,0,106
5111335,62,0,3,0,0,0,0,63
5111336,52,8,3,0,0,0,0,57
5111337,111,7,3,3,0,0,0,120
5111401,43,0,0,0,0,0,0,48
5111402,48,4,3,4,0,0,0,56
5111403,17,0,0,0,0,0,0,21
5111404,28,0,4,0,0,0,0,36
5111405,58,8,0,3,0,0,0,65
5111406,41,9,5,0,0,0,0,52
5111407,51,5,3,3,0,0,0,54
5111408,24,3,3,0,0,0,0,30
5111409,45,6,7,0,0,0,0,56
5111410,37,3,0,0,0,0,0,42
5111411,48,0,4,0,0,0,0,50
5111412,47,3,0,0,0,0,0,50
5111413,27,3,0,0,0,0,0,34
5111414,42,7,5,0,0,0,0,55
5111415,35,3,8,0,0,0,0,50
5111416,27,3,4,3,0,0,0,37
5111417,46,3,3,3,0,0,0,56
5111418,0,0,0,0,0,0,0,0
5111419,29,0,3,0,0,0,0,35
5111420,39,3,3,4,0,0,0,52
5111421,40,3,0,3,0,0,0,44
5111422,15,4,0,0,0,0,0,22
5111423,30,5,0,0,0,0,0,38
5111424,28,3,3,0,0,0,0,34
5111425,31,3,7,0,0,0,0,40
5111426,31,5,0,0,0,0,0,38
5111501,13,3,0,0,0,0,0,20
5111503,21,3,3,0,0,0,0,26
5111504,46,4,3,0,0,0,0,54
5111506,71,6,3,0,0,0,0,86
5111507,49,12,9,3,0,0,0,69
5111508,46,8,3,0,0,0,0,57
5111509,0,0,0,0,0,0,0,0
5111510,42,0,0,0,0,0,0,48
5111511,45,3,0,0,0,0,0,49
5111512,41,8,0,0,0,0,0,49
5111513,41,4,0,0,0,0,0,49
5111514,55,0,0,0,0,0,0,62
5111515,38,12,0,0,0,0,0,51
5111516,44,3,0,0,0,0,0,47
5111517,107,3,9,0,0,0,0,116
5111518,21,0,0,0,0,0,0,23
5111519,35,6,0,0,0,0,0,39
5111520,125,4,3,0,0,0,0,131
5111521,10,0,0,0,0,0,0,14
5111601,18,4,0,0,0,0,0,19
5111602,20,4,0,0,0,0,0,27
5111603,55,4,0,0,0,0,0,59
5111604,29,4,0,0,0,0,0,38
5111605,33,0,0,0,0,0,0,35
5111606,60,0,3,0,0,0,0,57
5111607,32,3,3,0,0,0,0,37
5111608,60,3,4,3,0,0,0,68
5111609,28,0,0,0,0,0,0,26
5111610,77,0,0,0,0,0,0,78
5111611,52,0,7,0,0,0,0,60
5111612,59,3,0,0,0,0,0,73
5111613,51,3,3,0,0,0,0,54
5111614,32,0,4,0,0,0,0,38
5111615,130,7,11,0,0,0,0,148
5111616,59,7,3,0,0,0,0,68
5111617,34,3,0,0,0,0,0,40
5111618,38,3,3,0,0,0,0,43
5111701,59,6,3,0,0,0,0,72
5111703,31,9,3,0,0,0,0,40
5111704,32,3,0,0,3,0,0,46
5111706,60,11,3,3,0,0,0,81
5111708,69,9,8,0,0,0,0,82
5111709,68,0,3,0,0,0,0,77
5111710,53,9,3,0,0,0,0,63
5111711,22,3,3,0,0,0,0,25
5111712,54,6,3,0,0,0,0,60
5111713,83,8,4,0,0,0,0,91
5111714,58,6,3,3,0,0,0,69
5111715,45,7,4,0,0,0,3,57
5111716,42,3,0,0,0,0,0,48
5111717,29,0,7,0,0,0,0,40
5111718,34,5,0,0,0,0,0,39
5111719,56,9,0,0,0,0,0,64
5111720,66,5,4,3,0,0,0,73
5111721,57,4,8,0,0,0,0,70
5111722,74,0,7,0,0,0,0,84
5111723,95,0,0,0,0,0,0,99
5111724,37,3,0,0,0,0,0,40
5111725,51,8,5,0,0,0,0,57
5111726,72,4,4,0,0,0,0,82
5111801,32,0,0,0,0,0,0,36
5111802,32,3,0,4,0,0,0,40
5111803,68,0,0,0,0,0,0,74
5111804,47,3,5,0,0,0,0,54
5111805,23,6,0,0,0,0,0,23
5111806,68,7,0,0,0,0,0,73
5111807,46,3,0,0,0,0,0,53
5111808,39,7,0,0,0,0,0,45
5111809,51,8,0,0,0,0,0,57
5111810,47,4,3,0,0,0,0,60
5111811,76,6,0,0,0,0,0,89
5111812,52,3,3,0,0,0,0,63
5111813,50,3,3,0,0,0,0,55
5111814,52,8,5,0,0,0,0,63
5111815,66,6,7,0,0,0,0,81
5111816,36,0,0,0,0,0,0,34
5111817,34,3,0,3,0,0,0,43
5111818,69,3,0,0,0,0,0,74
5111819,40,6,4,0,0,0,0,45
5111820,72,5,3,0,0,0,0,80
5111821,27,4,3,0,0,0,0,32
5111822,25,3,0,0,0,0,0,30
5111823,40,6,0,0,0,0,0,47
5111824,47,0,0,0,0,0,0,47
5111825,59,0,0,0,0,0,0,59
5111901,35,0,0,0,0,0,0,37
5111902,38,0,3,0,0,0,0,45
5111903,28,0,0,0,0,0,0,30
5111904,42,7,4,0,0,0,0,57
5111905,0,0,0,0,0,0,0,0
5111906,0,0,0,0,0,0,0,0
5111907,22,0,0,0,0,0,0,25
5111908,57,4,0,0,0,0,0,65
5111909,32,0,0,0,0,0,0,38
5111910,25,3,3,0,0,0,0,31
5111911,53,0,0,0,0,0,0,53
5111912,41,0,0,0,0,0,0,39
5111913,31,0,0,0,0,0,0,30
5111914,51,3,0,0,0,0,0,54
5111915,33,0,0,0,0,0,0,33
5111916,52,4,3,0,0,0,0,60
5111917,43,4,0,0,0,0,0,53
5111918,42,5,0,0,0,0,0,53
5111919,38,5,4,0,0,0,0,38
5111920,43,4,3,0,0,0,0,45
5111921,26,0,0,0,0,0,0,27
5111922,41,5,0,0,0,0,0,46
5111923,28,5,0,0,0,0,0,34
5111924,30,3,0,0,0,0,0,33
5111925,28,3,0,0,0,0,0,29
5111926,41,3,4,3,0,0,0,50
5111927,22,0,0,0,0,0,0,22
5111928,12,0,0,0,0,0,0,15
5111929,30,3,3,0,0,0,0,31
5111930,34,9,3,0,0,0,3,41
5111931,37,3,0,0,0,0,0,40
5111932,38,0,0,0,0,0,0,41
5111933,48,4,0,0,0,0,0,52
5111934,31,3,0,0,0,0,0,39
5111935,72,4,0,0,0,0,0,74
5111936,26,0,0,0,0,0,0,24
5111937,31,0,0,0,0,0,0,28
5111938,34,3,0,0,0,0,0,35
5111939,26,0,0,0,0,0,0,26
5111940,31,0,0,0,0,0,0,35
5112001,0,0,0,0,0,0,0,0
5112102,0,0,0,0,0,0,0,0
5112201,25,4,0,0,0,0,0,35
5112202,55,0,0,0,0,0,0,54
5112203,36,4,3,0,0,0,0,48
5112204,47,5,4,3,0,0,4,64
5112205,49,4,0,0,0,0,0,59
5112207,33,3,0,0,0,0,0,34
5112209,41,4,0,0,0,0,0,46
5112210,37,3,0,0,0,0,0,44
5112211,42,3,0,0,0,0,0,47
5112212,38,3,0,0,0,0,0,48
5112214,29,3,3,0,0,0,0,34
5112215,57,3,0,0,0,0,0,58
5112216,32,3,0,0,0,0,0,33
5112217,37,3,0,0,0,0,0,42
5112218,22,4,0,0,0,0,0,27
5112219,40,3,4,0,0,0,0,49
5112220,32,3,3,0,0,0,0,37
5112222,54,0,0,0,0,0,0,56
5112223,20,3,0,0,0,0,0,21
5112224,24,0,5,0,0,0,0,34
5112225,66,0,0,0,0,0,0,63
5112226,39,7,0,0,0,0,0,46
5112227,52,0,0,0,0,0,0,56
5112228,42,0,0,0,0,0,0,41
5112229,47,3,0,0,0,0,0,47
5112230,41,0,3,0,0,0,0,46
5112231,22,0,0,0,0,0,0,23
5112232,30,3,3,0,0,0,0,40
5112233,59,5,0,0,0,0,0,67
5112234,56,7,3,0,0,0,0,62
5112235,26,4,3,0,0,0,0,33
5112236,31,4,0,0,0,0,0,34
5112237,59,4,0,0,0,0,0,67
5112238,28,3,3,0,0,0,0,33
5112241,47,0,0,0,0,0,0,52
5112242,41,0,3,0,0,0,0,42
5112243,47,4,6,0,0,0,0,50
5112244,20,0,0,0,0,0,0,24
5112245,29,3,0,0,0,0,3,42
5112246,54,3,3,0,0,0,0,59
5112247,24,0,3,0,0,0,0,34
5112248,46,3,3,0,0,0,0,53
5112249,3,0,0,0,0,0,0,3
5112250,23,0,0,0,0,0,0,26
5112251,23,0,0,0,0,0,0,26
5112252,61,0,0,0,0,0,0,67
5112253,12,0,3,0,0,0,0,12
5112254,33,0,0,0,0,0,0,34
5112255,9,0,0,0,0,0,0,9
5112256,11,0,0,0,0,0,0,17
5112257,41,0,0,0,0,0,0,45
5112258,45,4,4,0,0,0,0,52
5112259,41,0,0,0,0,0,0,44
5112260,46,3,4,0,0,0,0,51
5112261,37,3,0,0,0,0,0,42
5112301,26,0,0,0,0,0,0,28
5112302,20,3,0,0,0,0,0,21
5112303,62,3,3,0,0,0,0,69
5112304,38,3,0,0,0,0,0,45
5112305,31,3,0,0,0,0,0,31
5112306,24,0,0,0,0,0,0,24
5112307,30,3,0,0,0,0,0,38
5112308,45,5,0,0,0,0,0,50
5112309,23,3,0,0,0,0,0,28
5112311,64,0,3,0,0,0,0,67
5112312,53,3,3,0,0,0,0,56
5112313,39,0,0,0,0,0,0,45
5112314,56,4,3,0,0,0,0,63
5112315,53,3,3,0,0,0,0,60
5112316,40,3,3,3,0,0,0,49
5112317,21,3,0,0,0,0,0,30
5112318,55,5,0,0,0,0,0,57
5112319,23,4,0,0,0,0,0,30
5112320,39,3,0,0,0,0,0,40
5112321,27,3,0,0,0,0,0,29
5112322,46,3,0,0,0,0,0,52
5112323,48,0,4,0,0,0,0,48
5112324,22,0,0,0,0,0,0,21
5112325,51,0,0,0,0,0,0,55
5112326,33,3,0,0,0,0,0,36
5112327,38,0,0,0,0,0,0,41
5112328,33,0,0,0,0,0,0,32
5112329,15,0,0,0,0,0,0,15
5112330,13,0,0,0,0,0,0,13
5112331,0,0,0,0,0,0,0,0
5112332,52,3,0,0,0,0,0,59
5112333,38,3,0,0,0,0,0,37
5112334,3,0,0,0,0,0,0,3
5112335,0,0,0,0,0,0,0,0
5112336,38,6,0,0,0,0,0,43
5112337,0,0,0,0,0,0,0,0
5112401,18,6,0,0,0,0,0,23
5112402,3,0,0,0,0,0,0,3
5112403,34,0,0,0,0,0,0,33
5112404,45,0,0,0,0,0,0,45
5112405,36,4,0,0,0,0,0,34
5112406,50,0,0,0,0,0,0,54
5112407,18,0,0,0,0,0,0,23
5112408,31,0,0,0,0,0,0,29
5112410,28,0,5,0,0,0,0,34
5112411,30,3,3,0,0,0,0,39
5112412,0,0,0,0,0,0,0,0
5112413,36,0,0,0,0,0,0,33
5112414,22,0,0,0,0,0,0,20
5112415,55,3,3,0,0,0,0,59
5112416,73,4,4,0,0,0,0,77
5112417,0,0,0,0,0,0,0,0
5112418,55,6,3,0,0,0,0,63
5112419,57,0,3,0,0,0,0,61
5112421,27,4,0,0,0,0,0,33
5112422,25,0,0,0,0,0,0,34
5112423,57,6,3,0,0,0,0,69
5112424,37,0,0,0,0,0,0,37
5112426,10,0,3,0,0,0,0,16
5112427,8,0,0,0,0,0,0,7
5112429,6,0,0,0,0,0,0,13
5112430,41,0,0,0,0,0,0,46
5112431,10,0,0,0,0,0,0,14
5112432,18,0,0,0,0,0,0,18
5112433,25,0,0,0,0,0,0,25
5112434,68,7,3,0,0,0,0,83
5112435,38,3,0,0,0,0,0,41
5112436,36,3,3,0,0,0,0,41
5112437,28,5,0,0,0,0,0,34
5112438,58,3,4,0,0,0,0,63
5112439,11,0,0,0,0,0,0,14
5112440,30,0,0,0,0,0,0,35
5112441,37,3,3,0,0,0,0,45
5112442,0,0,0,0,0,0,0,0
5112443,31,3,6,0,0,0,0,38
5112444,28,3,0,0,0,0,0,26
5112445,0,0,0,0,0,0,0,0
5112446,64,0,3,0,0,0,0,66
5112447,31,4,3,0,0,0,0,42
5112501,47,4,0,0,0,0,0,57
5112502,48,0,0,4,0,0,0,49
5112504,96,0,0,4,0,0,0,106
5112505,51,0,3,0,0,0,0,56
5112506,78,3,0,0,0,0,0,82
5112507,59,5,3,0,0,0,0,72
5112509,53,3,0,0,0,0,0,63
5112510,16,8,0,0,0,0,0,23
5112511,48,3,0,0,0,0,0,56
5112512,53,8,0,0,0,0,0,61
5112513,51,4,0,0,0,0,0,58
5112514,58,3,3,0,0,0,0,58
5112515,63,3,0,0,0,0,0,68
5112516,15,3,0,0,0,0,0,20
5112517,91,3,0,0,0,0,0,98
5112518,44,0,0,0,0,0,0,46
5112519,81,6,0,0,0,0,0,91
5112520,46,3,3,0,0,0,0,55
5112521,67,0,0,0,0,0,0,68
5112522,72,3,0,0,0,0,0,83
5112524,41,3,0,0,0,0,0,47
5112525,77,3,0,0,0,0,0,80
5112526,90,5,3,3,0,0,0,97
5112527,29,0,0,0,0,0,0,34
5112528,40,3,0,0,0,0,0,46
5112529,38,0,0,3,0,0,0,39
5112601,0,0,0,0,0,0,0,0
5112701,51,0,3,0,0,0,0,57
5112702,38,3,0,0,0,0,0,47
5112704,80,0,3,3,0,0,0,85
5112706,70,4,3,0,0,0,0,72
5112707,98,3,6,0,0,0,0,104
5112708,86,5,0,0,0,0,0,94
5112714,51,5,4,3,0,0,0,57
5112715,58,5,3,0,0,0,0,67
5112716,58,3,0,3,0,0,0,64
5112718,54,0,3,4,0,0,0,59
5112719,51,3,0,0,0,0,0,52
5112720,49,3,0,0,0,0,0,55
5112721,81,4,0,0,0,0,0,81
5112722,31,0,0,0,0,0,0,31
5112723,24,0,0,0,0,0,0,27
5112724,44,11,5,0,0,0,0,53
5112725,42,8,0,0,0,0,0,52
5112726,56,0,0,0,0,0,0,61
5112727,75,3,0,3,0,0,0,76
5112728,19,0,0,0,0,0,0,19
5112729,34,0,0,0,0,0,0,38
5112730,53,0,4,0,0,0,0,57
5112731,31,0,0,0,0,0,0,36
5112732,45,3,0,0,0,0,0,49
5112733,129,7,0,0,0,0,0,134
5112734,19,0,0,0,0,0,0,21
5112735,59,3,0,0,0,0,0,62
5112736,50,0,0,3,0,0,0,54
5112737,52,0,0,0,0,0,0,55
5112738,86,8,7,3,0,0,0,99
5112739,73,8,0,0,0,0,0,82
5112740,63,3,0,3,0,0,0,66
5112741,50,5,0,3,0,0,0,59
5112742,35,0,0,0,0,0,0,40
5112801,24,0,4,0,0,0,0,30
5112802,35,5,0,0,0,0,0,44
5112803,33,3,3,0,0,0,0,36
5112804,50,3,0,0,0,0,0,52
5112805,37,4,0,0,0,0,0,43
5112806,41,0,0,0,0,0,0,47
5112807,22,0,0,0,0,0,0,22
5112808,0,0,0,0,0,0,0,0
5112809,67,9,0,3,0,0,0,79
5112810,27,0,0,0,0,0,0,24
5112811,30,0,0,0,0,0,0,32
5112812,26,0,0,0,0,0,0,32
5112813,45,4,0,0,0,0,0,51
5112814,60,4,0,0,0,0,0,68
5112815,39,9,0,0,0,0,0,46
5112816,35,0,0,0,0,0,0,36
5112818,51,3,3,0,0,0,0,56
5112819,61,11,3,0,0,0,0,76
5112820,39,6,0,0,0,0,0,48
5112821,20,0,4,0,0,0,0,32
5112822,35,3,0,0,0,0,0,39
5112823,50,5,0,0,0,0,0,56
5112824,39,0,0,3,0,0,0,41
5112825,72,6,0,3,0,0,0,73
5112826,52,4,0,0,0,0,0,57
5112827,41,5,0,0,0,0,0,40
5112828,24,3,0,0,0,0,0,32
5112829,42,0,0,0,0,0,0,44
5112830,56,6,3,0,0,0,0,69
5112831,85,4,3,0,0,0,0,93
5112832,56,0,4,3,0,0,0,59
5112833,27,3,0,0,0,0,0,26
5112834,51,0,0,0,0,0,0,51
5112835,52,4,0,0,0,0,0,53
5112836,19,5,4,3,0,0,0,28
5112837,29,0,0,0,0,0,0,34
5112901,61,4,0,0,0,0,0,70
5112902,50,0,0,0,0,0,0,50
5112903,45,0,3,0,0,0,0,53
5112904,51,4,0,0,0,0,0,55
5112905,44,0,0,0,0,0,0,47
5112906,91,0,3,0,0,0,0,92
5112907,40,0,0,0,0,0,0,40
5112908,24,0,0,0,0,0,0,26
5112909,62,3,0,0,0,0,0,72
5112910,26,0,0,0,0,0,0,28
5112911,63,0,0,3,0,0,0,72
5112912,66,0,0,0,0,0,0,65
5112913,76,5,0,0,0,0,0,89
5112914,59,0,3,0,0,0,0,63
5112915,49,0,0,0,0,0,0,57
5112916,44,0,3,0,0,0,0,51
5112917,66,3,3,0,0,0,0,72
5112918,43,0,0,0,0,0,0,42
5112919,26,0,3,0,0,0,0,26
5112920,69,0,3,0,0,0,0,68
5112921,57,3,0,0,0,0,0,62
5112922,53,6,0,0,0,0,0,64
5112923,82,0,0,0,0,0,0,82
5112924,57,0,0,0,0,0,0,62
5112925,100,3,3,0,0,0,0,112
5112926,85,3,0,0,0,0,0,92
5112927,76,3,0,0,0,0,0,85
5112928,38,0,3,0,0,0,0,44
5112929,38,0,0,0,0,0,0,44
5112930,39,0,0,0,0,0,0,36
5112931,25,3,0,0,0,0,0,30
5112932,60,7,0,0,0,0,0,64
5112933,17,0,0,3,0,0,0,22
5113001,0,0,0,0,0,0,0,0
5113101,55,8,0,0,0,0,0,57
5113102,89,7,0,0,0,0,0,103
5113103,28,0,0,0,0,0,0,35
5113104,53,4,0,0,0,0,0,58
5113105,79,0,0,0,0,0,0,85
5113106,47,3,0,0,0,0,0,47
5113107,44,3,0,0,0,0,0,52
5113108,76,3,3,0,0,0,0,88
5113109,85,0,0,3,0,0,0,86
5113110,100,3,3,0,0,0,0,104
5113111,58,0,0,0,0,0,0,61
5113112,78,0,3,0,0,0,0,89
5113113,79,3,0,0,0,0,0,86
5113114,74,4,0,0,0,0,0,80
5113115,62,3,3,0,0,0,0,62
5113116,56,3,0,0,0,0,0,59
5113117,75,0,0,0,0,0,0,75
5113118,83,9,0,0,0,0,0,90
5113119,61,0,3,3,0,0,0,67
5113120,86,3,0,0,0,0,0,90
5113121,37,0,0,0,0,0,0,37
5113122,43,0,0,0,0,0,0,46
5113123,78,3,0,0,0,0,0,83
5113124,46,0,0,4,0,0,0,58
5113125,100,0,0,3,0,0,0,102
5113126,62,4,0,4,0,0,0,73
5113127,63,8,0,0,0,0,0,66
5113128,64,0,4,0,0,0,0,67
5113129,86,4,0,0,0,0,0,91
5113130,76,3,5,0,0,0,0,80
5113131,79,3,0,0,0,0,0,87
5113132,92,3,4,0,0,0,0,103
5113133,91,4,0,3,0,0,0,100
5113134,74,0,4,0,0,0,0,76
5113135,52,4,3,0,0,0,0,53
5113136,70,0,3,0,0,0,0,75
5113137,99,3,0,6,0,0,0,103
5113138,86,3,3,0,0,0,0,94
5113139,66,3,3,0,0,0,0,74
5113201,46,3,0,0,0,0,0,49
5113202,58,3,0,3,0,0,0,63
5113203,55,3,0,3,0,0,0,62
5113204,50,6,0,0,0,0,0,53
5113205,62,12,9,0,0,0,0,84
5113206,72,0,3,0,0,0,0,75
5113207,19,0,3,0,0,0,0,22
5113208,23,0,0,0,0,0,0,26
5113209,0,0,0,0,0,0,0,0
5113210,23,0,0,0,0,0,0,28
5113211,61,10,0,0,0,0,0,75
5113212,39,4,0,0,0,0,0,43
5113213,60,10,0,0,0,0,0,69
5113214,39,3,4,0,0,0,0,53
5113215,27,3,0,0,0,0,0,30
5113216,44,7,3,0,0,0,0,48
5113217,55,10,3,0,0,0,0,62
5113218,58,5,0,0,0,0,0,61
5113219,57,3,0,0,0,3,0,61
5113220,31,7,0,0,0,0,0,32
5113221,38,0,3,3,0,0,0,46
5113222,41,11,3,0,0,0,0,49
5113223,44,5,0,0,0,0,0,47
5113224,64,8,3,3,0,0,0,76
5113225,43,5,3,0,0,0,0,50
5113226,68,3,3,0,0,0,0,72
5113227,31,3,4,0,0,0,0,35
5113228,36,3,0,3,0,0,0,43
5113229,31,0,0,0,0,0,0,34
5113231,38,3,3,0,0,0,0,40
5113232,52,5,8,0,0,0,0,64
5113234,69,3,0,0,0,0,0,72
5113235,36,4,3,0,0,0,0,48
5113236,66,0,0,3,0,0,0,71
5113237,36,0,0,0,0,0,0,37
5113238,46,3,0,0,0,0,0,58
5113239,45,3,0,0,0,0,0,51
5113240,64,4,0,0,0,0,0,63
5113241,37,0,0,0,0,0,0,38
5113242,36,6,3,4,0,0,0,51
5113243,24,0,0,0,0,0,0,32
5113244,22,0,0,0,0,0,0,27
5113245,57,4,3,0,0,0,0,66
5113246,26,0,0,0,0,0,0,28
5113247,41,3,6,0,0,0,0,46
5113301,62,0,0,3,0,0,0,65
5113303,48,4,0,0,0,0,0,58
5113305,124,5,0,0,0,0,0,135
5113306,52,0,0,0,0,0,0,49
5113307,59,3,0,0,0,0,0,64
5113309,46,3,3,4,0,0,0,51
5113310,82,5,0,3,0,0,4,90
5113311,62,0,0,0,0,0,0,67
5113312,60,3,0,0,0,0,0,62
5113313,84,4,5,0,0,0,0,88
5113316,81,4,4,0,0,0,0,89
5113317,84,3,0,3,0,0,0,100
5113322,72,3,0,0,0,0,0,73
5113323,72,4,0,0,0,0,0,73
