SA1_7DIGITCODE_2016,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85,M_Tot_LF_Tot,M_N_the_LF_15_19,M_N_the_LF_20_24,M_N_the_LF_25_34,M_N_the_LF_35_44,M_N_the_LF_45_54,M_N_the_LF_55_64,M_N_the_LF_65_74,M_N_the_LF_75_84,M_N_the_LF_85,M_N_the_LF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19,F_Tot_emp_20_24,F_Tot_emp_25_34,F_Tot_emp_35_44,F_Tot_emp_45_54,F_Tot_emp_55_64,F_Tot_emp_65_74,F_Tot_emp_75_84,F_Tot_emp_85_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85,F_Tot_unemp_Total
5127608,0,3,10,14,9,14,3,0,0,56,0,0,3,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,17,13,16,16,3,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,17,19,15,16,3,0,0,67,3,0,3,0,3,5,9,5,0,30,0,6,4,7,4,8,7,0,0,28,3,8,23,27,21,24,21,6,0,131,0,0,3,5,11,3,0,0,0,32,0,0,10,0,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,11,15,8,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5127609,0,3,12,9,10,10,0,0,0,44,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,12,10,14,16,3,0,0,52,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11,3,4,14,13,17,16,3,0,0,63,3,0,3,0,3,12,6,3,0,32,0,0,0,0,7,5,3,0,0,19,11,4,13,11,21,31,13,7,0,114,0,7,8,8,14,10,3,0,0,38,0,3,7,7,4,11,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,15,15,17,3,0,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9
5127610,0,3,12,16,16,15,5,0,0,67,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,20,19,17,15,6,0,0,80,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,9,3,5,20,17,23,15,6,0,0,88,0,0,3,3,5,5,15,10,0,38,0,3,3,7,3,5,4,5,0,24,3,6,21,31,27,29,20,8,0,150,0,7,20,7,13,8,0,0,0,57,0,3,5,3,10,4,3,0,0,22,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,6,24,15,26,12,3,0,0,87,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4
5127611,3,10,10,20,9,18,0,0,0,66,5,0,4,6,3,3,3,0,0,17,0,0,3,3,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,5,14,19,19,25,5,0,0,94,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,6,12,12,22,16,30,5,0,0,106,3,0,3,0,7,12,14,9,0,50,0,3,5,6,4,0,0,0,0,22,6,15,29,30,25,43,25,10,3,181,5,9,15,12,20,13,4,0,0,71,0,3,3,5,6,3,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,10,19,16,22,20,7,0,0,97,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
5127612,0,3,14,13,20,16,3,0,0,71,0,0,3,0,7,6,3,0,0,17,0,0,3,0,3,9,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,19,14,26,34,12,0,0,109,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,3,20,14,27,40,14,0,0,116,3,0,0,0,6,54,140,54,6,266,0,0,0,0,3,12,10,3,0,24,9,3,17,13,36,106,157,59,6,412,3,5,3,7,13,10,0,0,0,38,3,0,5,9,4,6,6,0,0,39,0,0,0,0,9,17,3,0,0,30,0,0,0,0,0,3,0,0,0,3,8,7,14,11,27,37,10,0,0,108,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
5127613,0,3,12,15,14,9,3,0,0,58,3,0,3,3,3,4,0,0,0,25,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,21,18,23,18,3,0,0,92,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,5,3,18,23,23,18,3,0,0,93,3,3,0,0,8,7,16,7,0,49,0,3,0,3,0,3,0,0,0,17,11,5,22,29,24,31,27,7,0,154,6,3,6,4,16,4,0,0,0,42,3,0,11,12,3,3,0,0,0,29,0,0,3,0,4,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,5,4,18,17,24,13,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127614,0,0,9,8,15,10,3,3,0,51,0,0,3,0,3,3,3,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,16,8,16,12,3,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,8,16,12,3,3,0,60,4,0,4,0,0,0,4,0,0,17,0,0,4,7,0,0,0,0,0,11,5,0,22,9,17,14,6,3,0,89,0,3,4,10,8,5,0,0,0,33,0,0,6,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,11,13,7,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127615,0,3,5,23,18,24,7,0,0,86,0,0,0,5,0,3,0,3,0,13,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,11,3,3,5,27,24,28,11,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,27,24,28,11,3,0,113,4,0,7,4,0,0,3,0,0,25,0,0,0,7,3,6,3,0,0,21,7,5,18,30,33,37,24,6,0,156,0,3,7,18,20,11,5,0,0,63,0,0,0,6,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,4,0,3,9,26,25,19,8,3,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5127616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,10,3,3,0,0,3,0,0,0,0,10,3,0,12,3,8,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,10,4,9,9,12,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9
5127701,3,10,14,20,19,24,0,0,0,87,0,0,3,4,6,10,0,0,0,29,0,0,12,11,14,31,10,0,0,77,0,0,0,5,0,0,0,0,0,7,3,10,35,36,34,63,15,0,0,203,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,6,3,10,31,36,41,71,18,0,0,207,3,0,6,11,11,81,203,42,0,362,0,0,8,9,3,26,22,8,0,69,8,6,47,50,52,175,246,51,0,642,0,0,12,8,8,8,0,0,0,37,0,0,7,9,7,8,0,0,0,35,0,0,13,15,15,35,12,0,0,86,0,0,0,0,0,0,0,0,0,3,3,3,24,27,32,53,14,0,0,154,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,10
5127702,0,5,14,23,27,24,6,0,0,102,0,0,3,7,3,10,0,0,0,21,0,0,9,4,16,15,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,5,27,28,51,45,9,0,0,170,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,5,31,28,51,46,9,0,0,174,0,0,3,3,3,29,71,12,0,122,0,3,11,12,12,10,13,6,0,63,0,9,42,40,67,88,88,19,0,362,0,0,12,0,6,10,3,0,0,38,0,0,5,5,14,13,3,0,0,35,0,0,12,4,12,14,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,30,11,32,29,9,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3
5127703,0,3,25,17,13,8,3,0,0,73,3,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,24,21,16,9,3,0,0,94,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,5,24,29,15,9,3,0,0,97,5,0,0,0,5,4,7,3,0,27,0,0,3,3,0,0,0,0,0,3,10,4,28,32,24,13,13,3,0,125,0,3,13,7,4,12,0,0,0,34,8,3,11,22,4,4,0,0,0,46,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,4,24,27,13,9,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5127704,0,3,31,26,23,18,4,0,0,107,0,0,9,0,4,3,0,0,0,13,0,3,9,11,8,9,0,0,0,38,0,0,3,0,3,0,0,0,0,4,3,4,42,35,32,32,8,0,0,166,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,3,4,47,34,32,38,6,0,0,171,0,3,6,3,11,35,70,13,0,145,0,3,11,19,11,11,4,4,0,71,7,15,67,57,59,82,84,20,0,386,0,3,16,3,8,6,3,0,0,41,0,0,3,4,0,4,0,0,0,18,0,0,4,3,10,5,0,0,0,27,0,0,0,0,0,0,0,0,0,3,0,9,24,15,13,15,4,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127705,0,3,8,8,6,10,4,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,9,11,8,14,4,0,0,47,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,0,8,16,11,14,10,8,0,0,61,0,0,0,0,0,8,22,4,0,35,0,3,15,3,5,8,8,0,0,40,3,8,26,15,17,34,30,6,0,138,0,3,3,0,0,3,0,0,0,18,0,0,3,0,0,3,0,0,0,14,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,8,7,7,10,0,0,0,31,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
5127706,0,11,44,32,42,34,9,0,0,173,4,0,3,6,11,16,8,0,0,47,0,0,7,8,11,15,8,0,0,43,0,0,0,0,3,0,0,0,0,8,5,12,51,41,62,64,23,3,0,266,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,11,53,48,70,67,23,3,0,275,4,0,3,3,3,37,98,19,4,170,6,8,13,8,11,21,12,3,0,69,15,19,69,53,82,117,125,30,4,515,3,8,29,10,24,12,3,0,0,80,0,8,11,20,15,17,3,0,0,67,0,0,6,3,10,13,3,0,0,31,0,0,0,0,0,0,0,0,0,3,6,11,45,30,42,40,11,0,0,187,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5127707,0,0,5,4,7,3,0,0,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,8,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,8,3,0,0,0,31,6,4,9,6,3,0,0,0,0,31,7,0,0,0,0,0,0,0,0,5,14,7,17,10,12,5,3,0,0,67,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127708,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127709,0,3,10,18,17,19,6,3,0,82,0,3,3,4,0,6,4,0,0,29,0,0,3,10,3,13,3,0,0,34,0,0,3,0,0,0,0,0,0,8,0,7,23,32,22,33,13,3,0,142,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,6,0,7,23,37,27,35,13,3,0,150,4,0,6,4,3,26,96,22,4,176,0,0,4,5,4,3,9,8,0,34,3,8,33,47,35,70,124,31,9,355,0,3,12,9,9,10,3,0,0,55,4,6,4,8,12,9,3,0,0,47,0,0,4,4,3,6,4,0,0,25,0,0,0,0,0,0,0,0,0,3,4,13,20,21,25,30,13,0,0,125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5127710,0,9,21,26,27,18,0,0,0,95,5,3,3,0,0,6,0,0,0,22,0,0,0,4,6,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,7,14,28,30,27,26,3,0,0,139,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,7,13,29,31,29,26,3,0,0,143,3,0,0,0,4,5,15,0,0,26,0,0,0,0,0,0,0,0,0,4,10,13,29,35,33,35,13,3,0,178,3,5,17,14,21,9,0,0,0,69,5,8,6,12,15,5,0,0,0,52,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,16,26,29,38,22,0,0,0,135,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3
5127711,3,5,3,15,14,9,0,0,0,46,3,4,3,4,0,0,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,11,14,18,13,0,0,0,68,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,11,14,15,18,0,0,0,74,0,0,0,0,7,10,14,5,3,39,0,0,0,0,3,3,0,0,0,10,4,5,9,14,26,24,17,5,3,120,0,3,5,7,10,4,0,0,0,33,0,0,3,9,8,8,4,0,0,34,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,9,17,15,15,3,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5127712,0,15,33,26,25,24,3,0,0,125,0,0,16,6,10,8,3,0,0,42,0,3,10,21,16,30,9,3,0,84,0,0,0,0,0,0,0,0,0,3,3,15,58,49,47,56,12,3,0,246,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,3,15,62,50,47,64,12,3,0,249,0,3,9,0,0,30,105,34,4,185,0,0,5,0,7,7,3,0,0,23,5,21,73,52,50,95,121,37,4,460,3,11,22,11,12,3,0,0,0,68,0,3,16,17,11,6,4,0,0,59,0,0,14,15,15,21,11,0,0,72,0,0,0,0,0,3,0,0,0,4,7,12,53,43,39,31,15,0,0,205,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,5
5127713,0,5,31,22,26,14,3,0,0,103,4,0,5,3,3,3,0,0,0,17,0,0,5,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,8,33,28,34,21,3,0,0,134,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,8,38,28,40,23,3,0,0,137,3,0,0,0,3,5,30,18,0,62,0,0,3,0,4,3,4,3,0,14,7,8,40,27,46,33,36,17,0,219,0,3,21,11,11,7,0,0,0,53,0,8,15,18,3,7,3,0,0,56,0,0,5,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,5,13,39,33,22,13,3,0,0,125,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3
5127714,0,3,12,19,11,13,0,0,0,58,0,0,3,0,0,6,4,3,0,18,0,0,0,3,8,10,3,0,0,33,4,0,0,0,0,0,0,0,0,5,4,9,13,23,19,37,8,3,0,113,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,4,0,0,0,8,4,9,13,23,26,40,13,3,0,121,0,0,0,7,0,24,89,36,9,166,0,0,3,6,3,6,9,3,3,33,6,9,15,37,29,70,106,43,14,315,0,0,9,11,6,6,0,0,0,35,0,0,9,7,6,10,0,0,0,36,0,0,0,5,6,11,5,0,0,25,0,3,0,0,0,0,0,0,0,4,0,9,12,19,18,25,11,0,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,6
5127715,3,0,26,26,28,21,3,0,0,111,3,9,7,4,6,3,3,0,0,33,0,0,7,3,4,12,3,3,0,28,0,0,0,0,0,0,0,0,0,6,3,10,42,35,37,37,15,3,0,180,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,7,42,35,37,45,15,3,0,186,0,0,4,4,3,39,121,54,7,222,0,3,9,5,4,11,7,0,0,31,9,11,52,45,43,88,136,56,4,441,0,5,17,10,11,8,3,0,0,61,3,3,16,14,20,12,4,0,0,63,0,0,7,4,3,9,3,0,0,27,0,0,0,0,0,0,0,0,0,0,3,7,39,27,33,29,10,0,0,152,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
5127801,0,3,15,11,19,17,3,0,0,68,0,0,3,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,14,15,20,19,3,0,0,76,0,0,0,0,4,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,10,5,10,15,18,23,23,3,0,0,89,4,0,6,4,0,10,3,3,0,28,0,0,5,3,4,5,3,0,0,27,5,6,30,23,32,35,16,3,0,147,0,0,3,9,9,8,0,0,0,27,3,3,3,7,3,3,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,5,9,10,7,0,0,0,44,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7
5127802,7,4,20,15,27,25,3,0,0,95,4,0,0,5,3,3,0,0,0,18,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,13,10,20,23,34,28,3,0,0,124,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,11,8,25,23,38,28,3,0,0,132,8,0,0,0,3,6,12,3,0,30,3,3,6,4,8,5,0,0,0,28,17,7,28,30,41,38,17,4,0,188,0,3,8,6,17,14,3,0,0,44,3,4,8,3,9,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,21,10,25,15,3,0,0,79,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,9
