SA1_7DIGITCODE_2016,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85,M_Tot_LF_Tot,M_N_the_LF_15_19,M_N_the_LF_20_24,M_N_the_LF_25_34,M_N_the_LF_35_44,M_N_the_LF_45_54,M_N_the_LF_55_64,M_N_the_LF_65_74,M_N_the_LF_75_84,M_N_the_LF_85,M_N_the_LF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19,F_Tot_emp_20_24,F_Tot_emp_25_34,F_Tot_emp_35_44,F_Tot_emp_45_54,F_Tot_emp_55_64,F_Tot_emp_65_74,F_Tot_emp_75_84,F_Tot_emp_85_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85,F_Tot_unemp_Total
5103620,0,4,6,10,17,18,3,0,0,52,9,3,0,0,3,9,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,3,5,23,19,10,0,0,77,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,13,3,12,23,19,10,0,0,82,4,5,0,0,0,3,12,3,3,43,0,0,0,3,0,0,0,0,0,5,14,20,9,16,23,24,19,3,3,137,0,3,3,3,10,8,0,0,0,27,6,5,3,7,16,14,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,15,22,25,4,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
5103621,0,0,9,12,12,3,7,0,0,45,8,3,0,0,0,0,3,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,6,8,3,9,13,14,12,8,0,0,63,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,9,12,20,9,6,0,0,69,11,5,7,6,4,6,14,9,0,60,0,0,14,10,10,4,5,0,0,43,18,13,30,27,36,26,24,9,0,174,0,3,7,8,9,0,0,0,0,28,3,0,3,7,4,8,6,0,0,38,0,0,3,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,10,23,18,11,3,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,3,0,3,0,0,0,10
5103622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103623,0,11,75,39,14,5,0,0,0,143,3,0,3,3,0,3,6,0,0,17,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,3,18,80,44,18,10,6,0,0,176,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,80,41,23,10,5,0,0,178,3,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,4,6,16,81,47,23,13,12,5,0,195,0,3,17,11,3,4,0,0,0,37,0,0,10,11,8,3,4,0,0,43,0,0,4,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,6,32,25,12,12,4,0,0,95,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,4
5103624,0,0,13,13,13,6,11,0,0,54,3,0,0,0,4,7,3,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,16,13,11,16,15,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,17,13,11,15,15,0,0,81,6,0,0,0,0,6,5,11,4,38,0,3,4,0,0,0,0,0,0,11,16,7,16,15,13,21,21,12,4,127,0,0,6,8,7,6,0,0,0,31,3,0,3,7,13,9,0,0,0,38,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,12,10,23,17,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5103625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103701,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103801,0,0,24,24,12,9,0,0,0,72,0,3,0,0,0,7,0,0,0,16,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,4,31,24,16,16,3,0,0,98,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,29,23,16,16,3,0,0,102,0,0,0,0,5,0,10,0,0,15,0,0,0,3,0,0,0,0,0,3,7,7,27,28,23,15,12,0,0,124,0,9,24,9,9,6,0,0,0,59,3,4,5,11,7,5,0,0,0,36,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,8,30,22,16,13,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103802,0,0,47,20,10,6,0,0,0,89,0,0,9,3,5,3,7,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,57,27,18,13,4,0,0,120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,5,4,56,29,15,13,4,0,0,128,4,0,3,0,3,0,10,3,6,36,0,0,3,0,3,0,0,0,0,7,9,9,59,29,23,10,16,3,6,165,0,6,45,9,9,3,0,0,0,81,0,4,9,9,7,3,4,0,0,28,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,57,19,14,3,4,0,0,118,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
5103803,0,9,61,27,12,9,0,0,0,114,0,4,7,3,3,0,3,0,0,25,0,0,4,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,75,37,15,12,3,0,0,151,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,78,40,14,12,3,0,0,157,0,0,3,4,0,4,3,0,3,21,0,0,7,5,3,3,0,0,0,13,0,17,83,51,15,15,12,0,3,193,0,10,67,24,6,6,0,0,0,108,0,8,18,11,3,3,0,0,0,41,0,0,3,4,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,5,0,13,87,35,9,13,0,0,0,162,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6
5103804,0,0,21,19,19,14,0,0,0,69,0,7,6,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,19,18,14,0,0,0,92,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,7,27,22,20,16,0,0,0,94,3,0,0,0,0,4,4,0,0,16,0,0,0,0,0,0,0,0,0,3,3,13,27,22,19,20,5,0,0,112,0,0,19,16,10,13,0,0,0,56,3,0,10,6,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,29,25,11,11,4,0,0,82,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5103805,0,3,28,16,19,6,0,0,0,72,3,9,3,7,0,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,25,25,20,9,4,0,0,101,0,0,0,4,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,6,13,30,26,20,13,4,0,0,108,4,3,3,0,0,4,9,5,3,25,0,0,3,0,3,0,0,0,0,10,8,16,39,23,25,20,8,8,3,138,0,7,16,8,14,8,0,0,0,46,0,14,5,10,6,4,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,14,20,10,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5103806,0,5,79,33,6,10,0,0,0,134,0,7,14,6,3,0,0,0,0,37,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,97,39,14,11,6,0,0,182,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,8,3,15,101,46,14,15,6,0,0,187,0,7,6,4,9,3,12,0,0,37,0,3,16,0,0,0,3,0,0,22,3,17,122,50,19,19,15,0,0,246,0,12,58,22,14,9,0,0,0,106,0,10,11,11,4,3,0,0,0,44,0,0,5,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,75,30,18,15,0,0,0,156,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,9
5103807,0,6,23,14,4,3,0,0,0,52,0,3,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,21,20,10,3,5,0,0,70,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,0,7,0,5,3,0,4,0,0,0,0,8,3,18,26,20,8,3,5,0,0,79,3,4,0,0,3,4,3,6,0,27,3,11,8,7,0,0,0,0,0,23,12,30,36,24,10,9,9,6,0,124,0,13,19,11,7,0,0,0,0,53,3,10,0,9,3,6,0,0,0,29,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,8,7,22,22,23,15,7,0,0,0,94,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,9,8,3,0,0,0,0,0,0,0,16
5103808,0,0,48,17,11,3,0,0,0,77,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,20,10,4,0,0,0,89,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,3,53,25,10,4,0,0,0,99,0,4,3,0,0,0,0,0,0,14,0,0,8,0,0,3,0,0,0,7,0,6,67,25,11,4,0,0,0,117,0,5,37,11,3,4,3,0,0,67,0,4,3,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,49,16,5,4,3,0,0,85,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5103809,0,3,43,17,13,5,0,0,0,84,0,3,10,6,3,3,0,0,0,24,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,56,22,20,5,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,3,6,60,26,20,5,0,0,0,118,3,6,3,3,4,5,8,6,0,30,0,0,0,3,3,0,3,3,0,12,9,13,62,29,21,13,10,8,0,169,0,6,38,16,10,3,0,0,0,67,0,6,16,7,8,0,0,0,0,35,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,8,57,23,18,3,3,0,0,114,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,10
5103810,0,4,22,28,21,8,4,0,0,84,5,3,0,0,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,26,31,26,15,6,0,0,104,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,5,4,29,31,24,15,6,0,0,115,9,0,0,4,0,6,8,3,4,34,0,0,0,0,3,0,0,0,0,3,7,8,30,34,31,22,15,3,4,152,0,6,16,8,7,7,0,0,0,48,0,3,7,15,13,3,0,0,0,44,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,12,26,25,20,13,0,0,0,94,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,3,0,5,0,0,0,0,8
5103811,0,0,18,32,13,12,0,0,0,76,4,4,3,3,3,8,0,0,0,29,0,0,4,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,3,4,3,26,34,20,18,3,0,0,112,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,3,3,26,41,18,20,3,0,0,121,9,0,0,0,3,5,3,0,3,25,0,0,0,0,0,0,0,0,0,0,11,3,28,44,25,29,9,0,3,152,0,0,15,15,11,7,0,0,0,53,4,5,8,19,13,3,3,0,0,56,0,0,3,0,4,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,3,12,29,37,29,16,5,0,0,120,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,0,0,0,0,9,4,0,0,4,3,0,0,0,0,9
5103812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103813,0,0,21,32,33,17,0,0,0,108,7,3,4,3,0,6,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,10,22,42,35,20,5,0,0,138,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,5,3,4,0,0,0,0,0,11,3,14,28,42,36,20,5,0,0,148,10,0,0,0,3,0,3,0,0,23,0,0,0,0,0,4,0,0,0,3,13,10,30,42,44,28,9,0,0,180,0,5,17,21,14,6,3,0,0,68,12,10,9,24,19,4,5,0,0,74,0,0,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,13,13,25,50,35,17,6,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8
5103814,0,4,25,8,11,4,0,0,0,55,0,0,3,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,5,12,7,4,0,0,67,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,25,5,16,7,4,0,0,72,3,0,0,4,4,5,6,0,0,24,0,0,3,0,0,0,0,0,0,3,5,4,31,10,17,12,6,0,0,96,0,3,20,3,4,5,3,0,0,41,3,0,13,6,4,4,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,30,9,10,13,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,3,0,5,0,0,0,9
5103815,0,0,11,22,28,11,5,0,0,74,3,4,4,4,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,24,32,16,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,24,32,16,3,0,0,98,6,0,0,0,0,3,6,3,0,24,0,0,0,0,0,0,0,0,0,0,10,0,9,24,36,22,11,3,0,121,0,0,10,10,10,5,0,0,0,39,6,3,4,12,20,4,0,0,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,13,25,22,11,3,0,0,90,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5103816,0,3,7,14,23,10,0,0,0,63,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,21,27,15,3,0,0,74,0,0,0,3,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,8,4,7,7,24,30,19,3,0,0,82,11,3,0,0,0,3,5,0,0,25,0,0,0,0,0,0,0,0,0,0,14,7,7,26,30,18,5,0,0,111,0,3,3,6,8,0,0,0,0,26,6,4,3,21,11,3,0,0,0,52,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,8,9,27,23,8,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
5103817,0,4,21,47,28,9,3,0,0,110,3,3,7,6,5,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,26,52,38,20,3,0,0,147,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,8,7,8,32,51,34,20,3,0,0,154,10,0,0,0,10,5,9,9,0,46,0,0,0,8,0,0,3,0,0,13,19,7,33,62,46,24,19,11,0,210,0,4,23,23,19,9,3,0,0,78,3,3,3,30,17,8,0,0,0,67,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,9,29,53,33,19,3,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
5103818,0,0,13,19,16,15,3,0,0,64,0,7,6,6,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,22,18,15,4,0,0,83,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,3,7,27,21,19,16,4,0,0,90,0,0,0,0,0,3,5,4,0,20,0,0,0,0,0,0,0,0,0,0,3,7,28,25,20,21,10,4,0,114,0,6,6,8,8,3,0,0,0,36,0,10,3,14,9,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,26,14,10,0,0,0,79,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8
5103819,0,0,3,15,23,8,0,0,0,62,0,0,4,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,29,13,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,10,19,28,13,4,0,0,77,6,0,0,0,3,0,3,3,3,19,0,0,0,0,0,0,0,0,0,0,6,3,10,19,30,14,3,3,3,98,0,0,6,10,11,0,0,0,0,28,3,4,4,10,13,6,0,0,0,48,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,9,12,23,21,14,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,7
