SA2_MAINCODE_2016,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
509021241,37,99,237,274,297,274,107,35,3,1362,0,5,21,38,53,31,27,9,0,189,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,26,0,0,0,3,0,0,0,0,0,6,0,5,0,4,0,3,0,0,0,12,0,3,10,9,3,6,3,0,0,36,8,9,15,18,35,9,5,0,0,100,13,4,17,11,15,12,3,0,0,70,0,0,4,4,7,15,11,0,0,34,0,0,0,0,0,0,0,0,0,0,0,3,6,9,4,3,0,0,0,29,0,0,0,0,0,0,3,0,0,3,0,3,10,3,3,3,4,0,0,27,0,0,3,7,10,8,0,0,0,30,0,5,22,11,16,9,3,0,0,70,0,12,22,40,40,22,4,0,0,143,0,6,16,19,29,31,7,0,0,109,0,0,0,0,0,0,0,0,0,6,6,3,8,4,3,3,3,0,0,24
509021242,17,73,277,294,340,289,81,30,3,1403,3,0,10,30,41,26,17,5,0,133,0,3,23,12,12,8,0,0,0,62,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,3,0,0,0,27,0,0,4,0,3,0,0,0,0,8,0,0,3,3,11,6,4,0,0,34,0,5,8,3,12,9,0,0,0,41,0,4,3,5,6,4,0,0,0,34,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,0,0,17,0,3,3,3,0,3,0,0,0,13,3,0,11,15,14,8,0,0,0,47,0,9,17,25,27,19,0,0,0,91,0,4,8,21,19,21,8,0,0,86,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,3,0,0,0,10
509021243,95,208,387,417,460,494,146,18,3,2225,0,3,10,5,10,11,14,0,0,56,0,0,6,5,3,4,0,0,0,20,3,5,10,14,18,14,3,0,0,72,0,0,7,4,3,3,0,0,0,15,0,3,13,16,17,8,7,0,0,60,0,3,4,11,9,7,0,0,0,35,47,24,34,51,39,52,10,0,0,245,32,10,19,19,28,14,7,0,0,135,0,0,9,10,19,18,3,0,0,56,0,0,0,3,0,0,0,0,0,6,0,9,9,14,3,0,3,0,0,43,3,4,10,3,7,9,0,0,0,31,5,8,20,22,18,12,0,0,0,94,0,0,13,14,28,17,5,0,0,77,3,5,45,61,57,53,8,0,0,228,4,9,32,65,79,70,11,4,0,273,11,21,83,70,87,125,23,0,0,420,0,3,0,6,3,3,7,0,0,27,3,9,8,11,5,18,7,3,0,72
509021244,40,55,96,140,252,247,91,15,0,933,0,4,0,0,12,5,6,0,0,38,0,0,6,4,0,3,0,0,0,12,3,0,4,3,4,3,4,0,0,21,0,0,3,0,0,0,0,0,0,4,0,3,3,5,9,8,3,0,0,24,0,3,0,3,3,5,0,0,0,14,10,9,8,10,26,23,3,0,0,86,15,10,4,3,17,12,0,0,0,57,0,3,0,9,13,7,4,0,0,33,0,0,0,0,3,0,0,0,0,3,0,0,6,3,8,3,0,0,0,25,0,4,4,3,0,5,8,0,0,24,0,0,0,3,10,11,6,0,0,34,0,0,4,7,15,9,3,0,0,39,0,0,15,16,31,23,8,0,0,89,0,6,16,21,29,32,8,0,0,116,3,6,18,21,40,50,11,0,0,156,0,0,4,3,4,3,0,0,0,12,0,0,0,3,9,3,0,0,0,22
509021245,54,76,124,168,245,249,116,19,0,1056,0,8,13,15,22,28,14,4,0,100,0,0,3,0,3,0,0,0,0,6,0,0,7,3,3,4,6,0,0,22,0,0,3,0,3,0,0,0,0,5,0,0,4,3,4,3,0,0,0,16,0,0,3,0,4,6,0,0,0,15,8,7,13,22,32,32,5,0,0,117,13,3,8,18,23,10,5,0,0,81,0,0,0,4,6,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,0,0,4,3,4,4,0,0,0,15,3,4,12,13,7,13,3,0,0,43,0,0,3,3,3,11,0,0,0,22,0,0,10,10,15,12,9,0,0,62,0,3,18,29,40,25,7,0,0,119,0,13,25,19,53,67,20,0,0,191,0,3,0,3,4,3,0,0,0,10,0,0,0,4,4,9,4,0,0,24
509031246,26,57,126,139,205,192,106,21,3,880,4,3,15,27,33,40,21,9,0,160,0,0,3,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,3,3,0,8,3,0,0,0,11,3,5,3,8,25,8,0,0,0,54,7,9,3,8,5,6,0,0,0,39,0,0,3,10,4,3,5,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,3,0,0,0,21,0,0,3,0,5,4,7,0,0,13,0,3,13,18,12,10,0,0,0,52,0,5,12,24,24,22,3,0,0,95,0,3,20,21,36,35,11,0,0,121,3,0,0,0,0,0,0,0,0,5,0,0,3,0,6,0,3,0,0,16
509031247,32,75,270,308,315,289,138,33,6,1464,0,3,27,49,78,71,25,15,0,278,0,0,6,7,0,0,0,0,0,11,0,3,5,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,9,0,3,6,3,3,3,0,0,0,22,5,4,15,15,10,10,4,0,0,72,0,3,12,8,12,11,3,0,0,58,0,3,8,8,13,10,3,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,0,0,0,0,24,0,0,3,9,7,4,0,3,0,27,3,0,13,21,3,6,0,0,0,53,0,4,36,33,39,19,3,0,0,139,0,10,20,17,24,31,6,0,0,113,0,0,0,3,6,0,0,0,0,10,0,0,8,4,5,0,0,0,0,14
509031248,32,68,219,248,267,167,42,13,0,1056,0,0,0,9,3,3,3,3,0,22,0,9,33,49,43,12,0,0,0,147,0,0,0,6,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,11,4,8,6,8,5,0,0,0,39,3,11,7,9,16,13,3,0,0,56,0,0,0,3,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,9,0,0,3,0,0,0,0,0,0,8,0,0,8,0,3,3,3,0,0,15,0,3,0,0,7,4,0,0,0,18,0,0,0,9,7,3,4,0,0,29,0,4,15,9,15,15,3,0,0,60,3,3,5,12,14,15,0,0,0,56,0,0,0,0,3,8,0,0,0,15,0,0,4,4,6,0,3,0,0,16
509031249,44,96,167,174,228,197,78,16,3,992,3,7,6,6,7,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,4,0,0,0,24,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,15,0,0,4,0,11,0,0,0,0,13,8,13,19,13,22,16,6,0,0,101,7,7,13,7,13,11,0,0,0,67,0,3,3,3,3,6,3,0,0,23,0,0,0,0,0,0,0,0,0,3,0,9,8,3,9,3,0,0,0,30,0,0,0,3,3,4,0,0,0,9,0,3,8,4,3,6,0,0,0,28,0,0,0,0,7,3,3,0,0,19,0,0,15,14,10,14,0,0,0,53,0,8,20,40,51,37,12,0,0,165,3,17,27,59,45,69,19,0,0,243,7,0,3,3,8,0,0,0,0,19,0,7,4,12,4,5,3,0,0,35
509031250,35,71,187,198,261,270,119,27,10,1177,0,3,30,31,51,60,36,3,0,220,0,0,3,0,0,0,0,0,0,8,0,0,3,3,9,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,11,0,4,8,4,4,0,0,0,0,16,11,11,13,19,16,26,3,0,0,94,6,3,8,12,8,9,0,0,0,50,0,0,5,4,7,7,0,0,0,24,0,0,0,0,0,3,0,0,0,4,0,0,4,6,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,8,13,8,6,0,0,0,35,0,0,0,7,0,0,3,0,0,10,4,3,11,19,19,12,4,0,0,66,0,6,13,51,37,32,7,0,0,147,3,6,25,23,48,44,10,0,0,167,0,0,0,0,4,0,0,0,0,5,0,4,5,3,11,6,0,0,0,28
510011262,144,230,956,914,881,768,242,32,4,4174,3,6,13,4,21,23,21,0,0,93,0,0,12,3,4,5,0,0,0,24,3,0,10,10,9,12,8,0,0,48,0,0,3,9,0,4,0,0,0,16,0,5,22,30,26,24,8,0,0,122,0,4,3,7,6,3,0,0,0,30,40,39,86,68,80,83,21,0,0,419,37,59,137,64,54,44,12,0,0,404,3,8,37,39,39,17,3,0,0,144,0,4,10,13,12,6,0,0,0,49,0,7,14,7,10,5,0,0,0,55,0,8,37,20,25,15,3,0,0,106,0,8,38,42,45,26,10,0,0,167,0,9,33,29,34,31,3,0,0,147,0,13,81,90,68,62,8,0,0,328,6,24,156,186,151,117,12,0,0,665,14,48,240,213,245,200,38,0,0,994,3,6,19,25,13,13,7,0,0,74,3,9,48,38,23,16,6,0,0,147
510011263,50,123,353,305,292,323,110,8,3,1564,3,15,18,14,10,9,6,0,0,67,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,4,10,3,9,9,3,0,0,28,0,0,0,0,0,0,0,0,0,3,10,7,25,21,16,27,0,0,0,101,3,15,25,9,10,15,0,0,0,69,0,0,4,5,4,7,4,0,0,21,0,0,4,0,0,0,0,0,0,3,0,0,3,3,3,5,0,0,0,18,0,0,0,4,3,6,0,0,0,10,0,4,4,9,9,9,0,0,0,32,0,0,3,11,8,3,0,0,0,27,0,8,41,35,37,43,5,0,0,166,5,30,86,72,77,56,13,0,0,340,0,18,77,81,70,108,12,0,0,368,0,0,10,8,3,0,0,0,0,19,3,7,26,18,14,5,0,0,0,71
510011264,11,41,119,89,96,89,25,0,0,477,4,5,4,3,6,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,17,3,3,3,6,3,3,0,0,0,24,0,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,3,0,0,0,6,0,0,5,0,0,5,0,0,0,13,0,0,5,3,5,7,0,0,0,28,0,3,3,4,11,8,0,0,0,41,3,18,39,22,23,28,3,0,0,131,0,4,16,19,14,24,9,0,0,91,0,3,4,3,0,3,0,0,0,10,0,0,5,0,4,0,0,0,0,16
510011265,79,174,503,457,521,454,119,15,0,2331,5,11,30,16,23,18,13,0,0,114,0,0,8,7,14,5,0,0,0,32,4,0,7,4,3,3,3,0,0,22,0,0,0,3,4,0,0,0,0,9,0,0,10,15,15,15,5,0,0,56,3,3,4,4,6,3,0,3,0,26,12,10,24,38,28,27,7,0,0,153,14,27,66,29,32,39,5,0,0,214,0,7,28,6,16,5,3,0,0,65,0,4,0,6,4,3,0,0,0,18,0,0,12,0,8,5,0,0,0,22,0,4,11,14,7,4,0,0,0,42,0,5,20,22,22,18,0,0,0,97,3,14,16,21,17,24,6,0,0,98,0,12,45,47,41,32,3,0,0,177,11,15,76,72,81,46,4,0,0,301,4,16,102,75,102,101,22,0,0,426,0,0,15,8,10,10,3,0,0,46,3,7,21,19,3,9,0,0,0,62
510011266,20,44,72,92,111,115,39,7,0,494,3,5,12,6,11,7,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,11,0,0,0,0,3,0,0,0,0,3,3,3,6,11,4,4,0,0,0,34,6,5,11,9,4,11,3,0,0,46,0,0,5,0,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,13,0,0,3,0,4,0,0,0,0,13,0,0,3,8,5,3,0,0,0,27,4,3,29,29,23,24,0,0,0,108,0,3,19,13,14,20,7,0,0,77,0,0,0,0,4,0,0,0,0,6,0,12,3,9,7,3,0,0,0,37
510021267,30,306,2057,1814,1527,797,104,5,0,6644,4,3,12,9,4,13,7,3,0,46,7,47,314,135,154,59,6,0,0,719,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,8,7,4,0,0,0,31,0,0,0,0,0,3,0,0,0,4,0,3,4,3,4,6,0,0,0,20,3,23,61,23,50,28,0,0,0,186,0,3,0,3,3,0,0,0,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,12,8,3,4,0,0,0,26,0,15,30,10,37,15,0,0,0,106,0,0,4,3,3,0,0,0,0,16,0,9,20,13,18,15,4,0,0,75,0,3,7,4,12,10,0,0,0,42,0,0,4,0,0,3,0,0,0,8,4,5,15,4,4,0,0,0,0,37
510021268,35,130,516,517,363,216,38,0,0,1823,0,0,0,0,0,0,0,0,0,0,0,19,73,52,23,16,0,0,0,187,0,0,11,0,3,3,0,0,0,12,0,3,6,3,0,0,0,0,0,7,0,0,7,8,8,0,0,0,0,21,0,0,8,0,3,3,0,0,0,11,14,7,26,28,21,12,0,0,0,110,7,11,25,10,10,4,0,0,0,67,4,5,10,7,11,4,0,0,0,42,0,0,0,3,0,3,0,0,0,4,0,0,3,0,3,0,0,0,0,12,0,0,4,3,9,0,0,0,0,25,3,0,6,3,0,3,0,0,0,24,6,14,22,21,14,8,3,0,0,80,3,4,18,12,13,4,0,0,0,60,3,13,37,44,37,12,0,0,0,139,4,11,29,24,13,20,3,0,0,99,0,0,0,0,0,0,0,0,0,3,0,8,13,11,3,0,0,0,0,43
510021269,37,105,633,607,535,326,47,3,0,2303,0,0,0,0,0,3,3,0,0,10,0,17,76,38,10,3,0,0,0,147,0,0,5,0,3,0,0,0,0,8,0,0,7,0,0,0,0,0,0,6,0,0,11,7,4,6,6,0,0,29,0,3,13,3,0,0,0,0,0,21,15,10,11,21,14,16,3,0,0,87,4,17,27,11,19,14,0,0,0,98,0,3,20,18,15,11,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,14,0,10,8,13,7,6,0,0,0,39,0,4,9,12,5,5,0,0,0,39,0,0,19,14,15,9,0,0,0,56,5,4,27,17,19,4,0,0,0,71,0,3,28,27,12,12,3,0,0,90,9,13,62,47,31,26,3,0,0,196,3,0,4,4,3,3,0,0,0,23,0,3,12,7,3,5,0,0,0,33
510021270,82,210,894,645,584,349,49,5,4,2814,0,0,0,0,0,3,0,0,0,4,4,16,80,40,30,4,0,0,0,171,0,4,13,6,0,5,0,0,0,24,0,4,0,0,3,0,0,0,0,9,0,9,24,13,9,4,0,0,0,51,4,4,12,6,4,0,0,0,0,30,43,23,57,44,45,30,4,0,0,236,17,23,39,23,21,13,3,0,0,139,0,11,39,14,16,5,5,0,0,90,0,3,0,0,3,0,0,0,0,13,0,0,11,0,3,3,0,0,0,23,4,8,9,15,8,0,0,0,0,49,0,0,29,8,7,6,0,0,0,56,6,6,26,26,24,6,3,0,0,91,4,11,38,32,26,15,0,0,0,133,0,14,78,70,57,28,7,0,0,257,10,26,100,94,68,53,4,0,0,357,3,3,7,9,3,0,0,0,0,29,3,7,28,14,17,3,0,0,0,70
510031271,54,500,4009,3915,3401,1790,182,3,0,13848,10,12,7,3,9,11,4,0,0,58,3,53,273,185,186,87,3,0,0,788,0,3,6,5,0,4,0,0,0,18,0,0,9,8,4,4,0,0,0,30,4,19,123,65,91,53,0,0,0,351,0,0,9,0,3,3,0,0,0,15,8,11,19,24,19,17,3,0,0,94,0,32,134,56,72,56,0,0,0,350,0,3,20,23,28,25,3,0,0,109,0,0,0,3,0,0,0,0,0,7,0,0,7,3,0,4,0,0,0,13,0,0,10,7,4,0,0,0,0,19,0,3,58,28,24,18,0,0,0,128,3,18,42,50,56,17,0,0,0,182,7,4,32,40,19,18,0,0,0,116,3,12,55,73,38,25,0,0,0,210,3,10,39,45,30,39,0,0,0,165,0,0,0,0,0,0,0,0,0,4,0,9,10,10,5,5,3,0,0,46
510031272,187,353,1491,1489,1131,642,99,11,6,5406,0,0,0,0,0,4,4,0,0,13,3,30,123,93,39,12,0,0,0,299,8,5,21,16,11,0,0,0,0,56,0,11,26,10,12,3,0,0,0,66,3,5,47,28,17,12,4,0,0,118,0,7,15,12,9,0,0,0,0,47,69,43,91,57,77,29,0,0,0,372,28,35,87,67,45,25,0,0,0,285,3,17,59,40,39,15,0,0,0,173,0,0,5,4,8,5,0,0,0,25,0,5,12,7,17,7,0,0,0,41,3,22,27,32,22,13,0,0,0,126,3,13,37,37,15,14,0,0,0,121,5,23,71,44,51,22,7,0,0,223,4,16,86,74,60,44,3,0,0,280,8,32,131,181,105,54,11,3,0,527,10,30,123,99,78,66,8,0,0,418,0,3,10,12,3,3,0,0,0,39,4,19,42,36,22,16,0,0,0,136
510031273,34,137,675,626,602,302,53,0,0,2438,0,0,0,0,0,0,0,0,0,6,0,18,80,65,48,17,0,0,0,231,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,9,10,3,0,0,0,27,0,0,6,4,0,0,0,0,0,12,13,4,7,16,15,8,0,0,0,61,12,11,29,17,22,8,0,0,0,84,0,0,10,15,18,6,0,0,0,51,0,0,5,0,6,0,3,0,0,9,0,0,3,3,3,0,0,0,0,13,0,3,0,0,6,0,0,0,0,11,0,0,3,8,3,0,0,0,0,13,0,12,12,14,30,13,3,0,0,86,0,4,13,22,15,13,0,0,0,72,0,3,22,47,34,11,0,0,0,118,7,8,30,31,34,19,0,0,0,128,0,0,3,7,3,3,0,0,0,15,3,3,7,0,5,3,0,0,0,25
511011274,183,262,491,541,687,476,167,29,6,2839,0,3,15,16,18,19,17,4,0,100,0,0,3,5,0,3,0,0,0,14,6,6,13,7,19,5,3,0,0,56,0,0,0,3,7,3,0,0,0,11,0,4,17,18,10,12,5,0,0,68,0,3,14,3,9,3,0,0,0,33,77,41,55,62,85,57,5,3,0,384,48,27,54,45,49,38,5,0,0,259,4,10,19,24,19,16,0,0,0,93,0,5,4,8,0,0,0,0,0,18,0,3,14,16,15,5,3,0,0,45,8,3,4,13,6,12,0,0,0,45,0,8,30,20,29,16,3,0,0,106,0,8,25,19,22,20,11,0,0,98,0,7,16,26,29,20,3,0,0,102,4,11,65,99,110,78,12,4,0,380,10,34,65,93,131,105,22,4,0,463,7,3,8,6,15,3,0,0,0,34,6,16,22,33,27,17,0,0,0,119
511011275,30,67,229,250,276,212,77,6,4,1153,10,15,42,58,62,47,15,3,0,247,0,0,5,10,4,7,3,0,0,32,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,0,11,0,0,0,0,8,0,0,0,0,8,3,5,9,8,12,7,3,0,0,39,0,8,7,3,9,4,3,0,0,36,0,0,0,7,9,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4,0,3,0,0,0,12,0,0,3,4,3,4,3,0,0,17,0,0,0,5,0,0,0,0,0,9,0,0,9,6,10,4,0,0,0,28,0,5,15,25,23,25,7,0,0,93,0,0,14,13,13,16,4,0,0,63,0,0,0,3,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,10
511021276,42,66,206,218,277,252,85,18,0,1169,3,11,22,32,27,25,9,4,0,141,0,3,5,3,0,0,0,0,0,14,0,0,3,3,8,0,0,0,0,16,0,0,0,3,0,0,0,0,0,8,0,0,3,12,4,0,0,0,0,20,0,0,0,4,0,3,0,0,0,6,18,11,26,21,28,27,6,0,0,135,15,15,21,12,17,15,7,0,0,97,0,6,3,8,14,10,0,0,0,41,0,0,0,3,0,0,0,0,0,7,0,0,3,0,3,3,0,0,0,9,0,3,3,4,5,3,3,0,0,19,0,0,8,8,3,3,3,0,0,26,0,0,13,3,9,18,4,0,0,44,0,8,19,26,31,10,0,0,0,91,0,11,28,35,47,24,3,0,0,153,12,13,25,30,56,45,15,0,0,195,0,0,5,3,0,8,0,0,0,14,0,0,4,6,5,0,0,0,0,17
511021277,42,110,405,395,426,465,122,22,3,1991,0,3,13,13,11,19,14,3,0,80,0,0,8,8,9,0,0,0,0,18,3,5,7,11,7,8,0,0,0,44,0,0,4,0,0,0,0,0,0,5,0,3,12,16,15,12,0,0,0,57,3,0,0,3,0,7,4,0,0,15,16,14,29,37,33,31,6,0,0,164,12,31,59,40,48,33,11,0,0,226,0,9,25,11,9,10,5,0,0,73,0,0,0,0,0,0,0,0,0,5,0,0,5,3,3,10,3,0,0,25,0,0,9,8,11,9,0,0,0,39,0,0,20,13,24,15,8,0,0,82,3,10,19,22,13,14,7,0,0,86,4,7,29,33,23,23,6,0,0,116,0,4,31,40,42,42,4,0,0,160,0,4,44,26,54,71,12,0,0,210,0,9,14,12,7,11,3,0,0,58,0,0,11,12,8,6,0,0,0,43
