SA2_MAINCODE_2016,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Agr_fstry_fsh_15_19,F_Agr_fstry_fsh_20_24,F_Agr_fstry_fsh_25_34,F_Agr_fstry_fsh_35_44,F_Agr_fstry_fsh_45_54,F_Agr_fstry_fsh_55_64,F_Agr_fstry_fsh_65_74,F_Agr_fstry_fsh_75_84,F_Agr_fstry_fsh_85,F_Agr_fstry_fsh_Tot,F_Min_15_19_yr,F_Min_20_24_yr,F_Min_25_34_yr,F_Min_35_44_yr,F_Min_45_54_yr,F_Min_55_64_yr,F_Min_65_74_yr,F_Min_75_84_yr,F_Min_85_yr_over,F_Min_Tot,F_Manf_15_19_yr,F_Manf_20_24_yr,F_Manf_25_34_yr,F_Manf_35_44_yr,F_Manf_45_54_yr,F_Manf_55_64_yr,F_Manf_65_74_yr,F_Manf_75_84_yr,F_Manf_85_yr_over,F_Manf_Tot,F_Elec_gas_wtr_wst_sv_15_19,F_Elec_gas_wtr_wst_sv_20_24,F_Elec_gas_wtr_wst_sv_25_34,F_Elec_gas_wtr_wst_sv_35_44,F_Elec_gas_wtr_wst_sv_45_54,F_Elec_gas_wtr_wst_sv_55_64,F_Elec_gas_wtr_wst_sv_65_74,F_Elec_gas_wtr_wst_sv_75_84,F_Elec_gas_wtr_wst_sv_85,F_Elec_gas_wtr_wst_sv_Tot,F_Con_15_19_yr,F_Con_20_24_yr,F_Con_25_34_yr,F_Con_35_44_yr,F_Con_45_54_yr,F_Con_55_64_yr,F_Con_65_74_yr,F_Con_75_84_yr,F_Con_85_yr_over,F_Con_Tot,F_Whl_trd_15_19_yr,F_Whl_trd_20_24_yr,F_Whl_trd_25_34_yr,F_Whl_trd_35_44_yr,F_Whl_trd_45_54_yr,F_Whl_trd_55_64_yr,F_Whl_trd_65_74_yr,F_Whl_trd_75_84_yr,F_Whl_trd_85_yr_over,F_Whl_trd_Tot,F_Re_trd_15_19_yr,F_Re_trd_20_24_yr,F_Re_trd_25_34_yr,F_Re_trd_35_44_yr,F_Re_trd_45_54_yr,F_Re_trd_55_64_yr,F_Re_trd_65_74_yr,F_Re_trd_75_84_yr,F_Re_trd_85_yr_over,F_Re_trd_Tot,F_Acc_food_svc_15_19,F_Acc_food_svc_20_24,F_Acc_food_svc_25_34,F_Acc_food_svc_35_44,F_Acc_food_svc_45_54,F_Acc_food_svc_55_64,F_Acc_food_svc_65_74,F_Acc_food_svc_75_84,F_Acc_food_svc_85,F_Acc_food_svc_Tot,F_Trp_pos_wh_15_19,F_Trp_pos_wh_20_24,F_Trp_pos_wh_25_34,F_Trp_pos_wh_35_44,F_Trp_pos_wh_45_54,F_Trp_pos_wh_55_64,F_Trp_pos_wh_65_74,F_Trp_pos_wh_75_84,F_Trp_pos_wh_85,F_Trp_pos_wh_Tot,F_In_med_tcom_15_19,F_In_med_tcom_20_24,F_In_med_tcom_25_34,F_In_med_tcom_35_44,F_In_med_tcom_45_54,F_In_med_tcom_55_64,F_In_med_tcom_65_74,F_In_med_tcom_75_84,F_In_med_tcom_85,F_In_med_tcom_Tot,F_Fin_in_svc_15_19,F_Fin_in_svc_20_24,F_Fin_in_svc_25_34,F_Fin_in_svc_35_44,F_Fin_in_svc_45_54,F_Fin_in_svc_55_64,F_Fin_in_svc_65_74,F_Fin_in_svc_75_84,F_Fin_in_svc_85,F_Fin_in_svc_Tot,F_Rnt_hrg_rea_est_serv_15_19,F_Rnt_hrg_rea_est_serv_20_24,F_Rnt_hrg_rea_est_serv_25_34,F_Rnt_hrg_rea_est_serv_35_44,F_Rnt_hrg_rea_est_serv_45_54,F_Rnt_hrg_rea_est_serv_55_64,F_Rnt_hrg_rea_est_serv_65_74,F_Rnt_hrg_rea_est_serv_75_84,F_Rnt_hrg_rea_est_serv_85,F_Rnt_hrg_rea_est_serv_Tot,F_Prof_sc_tech_serv_15_19,F_Prof_sc_tech_serv_20_24,F_Prof_sc_tech_serv_25_34,F_Prof_sc_tech_serv_35_44,F_Prof_sc_tech_serv_45_54,F_Prof_sc_tech_serv_55_64,F_Prof_sc_tech_serv_65_74,F_Prof_sc_tech_serv_75_84,F_Prof_sc_tech_serv_85,F_Prof_sc_tech_serv_Tot,F_Adm_sup_serv_15_19,F_Adm_sup_serv_20_24,F_Adm_sup_serv_25_34,F_Adm_sup_serv_35_44,F_Adm_sup_serv_45_54,F_Adm_sup_serv_55_64,F_Adm_sup_serv_65_74,F_Adm_sup_serv_75_84,F_Adm_sup_serv_85_over,F_Adm_sup_serv_Tot,F_PubAd_saf_15_19,F_PubAd_saf_20_24,F_PubAd_saf_25_34,F_PubAd_saf_35_44,F_PubAd_saf_45_54,F_PubAd_saf_55_64,F_PubAd_saf_65_74,F_PubAd_saf_75_84,F_PubAd_saf_85_over,F_PubAd_saf_Tot,F_Ed_trng_15_19,F_Ed_trng_20_24,F_Ed_trng_25_34,F_Ed_trng_35_44,F_Ed_trng_45_54,F_Ed_trng_55_64,F_Ed_trng_65_74,F_Ed_trng_75_84,F_Ed_trng_85_over,F_Ed_trng_Tot,F_Hlth_cre_socia_assist_15_19,F_Hlth_cre_socia_assist_20_24,F_Hlth_cre_socia_assist_25_34,F_Hlth_cre_socia_assist_35_44,F_Hlth_cre_socia_assist_45_54,F_Hlth_cre_socia_assist_55_64,F_Hlth_cre_socia_assist_65_74,F_Hlth_cre_socia_assist_75_84,F_Hlth_cre_socia_assist_85,F_Hlth_cre_socia_assist_Tot,F_Arts_rec_svc_15_19,F_Arts_rec_svc_20_24,F_Arts_rec_svc_25_34,F_Arts_rec_svc_35_44,F_Arts_rec_svc_45_54,F_Arts_rec_svc_55_64,F_Arts_rec_svc_65_74,F_Arts_rec_svc_75_84,F_Arts_rec_svc_85,F_Arts_rec_svc_Tot,F_Oth_svc_15_19_yr,F_Oth_svc_20_24_yr,F_Oth_svc_25_34_yr,F_Oth_svc_35_44_yr,F_Oth_svc_45_54_yr,F_Oth_svc_55_64_yr,F_Oth_svc_65_74_yr,F_Oth_svc_75_84_yr,F_Oth_svc_85_yr_over,F_Oth_svc_Tot
507041184,113,183,233,225,302,339,113,11,0,1519,0,0,0,0,5,0,0,0,0,6,0,3,11,3,6,3,0,0,0,25,5,3,3,10,11,5,0,0,0,41,0,0,0,3,3,3,0,0,0,10,0,0,9,6,15,9,0,0,0,35,0,3,8,6,6,8,0,0,0,28,36,32,21,24,27,33,9,0,0,183,29,26,19,10,12,18,0,0,0,113,0,0,5,7,5,6,0,0,0,28,0,0,0,0,0,3,0,0,0,9,0,7,11,6,15,3,0,0,0,40,0,8,4,7,8,6,5,0,0,27,3,13,20,19,28,25,3,0,0,119,0,3,3,4,9,4,3,0,0,23,0,4,14,17,29,26,8,0,0,93,3,16,28,42,90,56,9,0,0,252,5,18,43,45,70,71,10,0,0,254,4,3,3,6,3,3,3,0,0,25,0,5,3,6,10,9,0,0,0,34
507051185,388,778,2288,1913,1430,700,131,10,4,7646,0,3,9,7,12,9,3,0,0,54,0,4,60,35,25,10,0,0,0,136,8,25,71,43,39,16,3,0,0,211,0,3,18,12,9,3,0,0,0,45,4,26,100,55,46,16,3,0,0,246,3,11,49,27,20,13,0,0,0,120,151,189,229,211,171,64,14,0,0,1030,196,80,91,69,36,12,0,0,0,475,3,14,59,40,28,17,0,0,0,154,7,8,14,7,10,0,3,0,0,49,4,28,76,45,49,20,3,0,0,217,0,28,46,31,26,9,3,0,0,148,10,27,123,86,46,23,0,0,0,319,3,25,75,62,52,23,3,0,0,256,3,55,167,137,112,43,8,0,0,526,18,65,239,271,204,76,16,0,0,887,27,170,419,359,324,195,14,0,0,1515,9,24,32,12,13,5,0,0,0,95,11,52,97,65,43,19,3,0,0,288
507051186,79,192,386,324,350,307,48,4,0,1691,0,0,0,6,9,0,0,0,0,19,3,0,3,4,8,0,0,0,0,24,4,0,8,18,6,11,0,0,0,46,0,0,0,0,0,0,0,0,0,5,0,3,8,15,18,6,0,0,0,45,0,0,5,0,5,4,0,0,0,17,30,35,41,31,47,44,6,0,0,231,34,26,17,23,15,7,5,0,0,133,0,6,12,5,13,6,0,0,0,44,3,0,0,5,0,0,4,0,0,10,0,0,6,6,7,10,0,0,0,31,3,0,4,7,4,11,0,0,0,24,0,10,13,5,10,12,3,3,0,58,0,5,14,17,15,8,0,0,0,63,3,3,15,14,28,14,3,0,0,84,5,6,19,41,46,33,8,0,0,153,7,33,66,52,85,87,16,0,0,352,3,8,3,5,0,0,0,0,0,18,4,13,23,11,12,5,0,0,0,69
507051187,221,291,564,660,744,390,63,11,0,2945,0,3,5,0,9,4,0,0,0,22,0,4,7,0,18,3,0,0,0,36,9,3,19,30,30,6,0,0,0,96,0,3,13,6,8,4,0,0,0,30,0,12,17,22,29,10,4,0,0,89,0,3,11,6,6,3,3,0,0,31,84,74,79,108,106,53,3,0,0,506,79,41,29,43,23,11,0,0,0,230,0,5,12,14,11,13,4,0,0,60,3,8,0,4,7,0,0,0,0,21,0,14,22,16,23,3,0,0,0,77,0,9,15,14,14,8,4,0,0,53,4,8,21,23,18,3,0,0,0,76,3,8,17,33,24,13,0,0,0,108,0,10,42,40,58,21,0,0,0,177,9,24,53,104,114,51,6,0,0,358,12,54,96,135,184,87,10,0,0,578,8,10,14,11,7,3,0,0,0,62,9,16,24,26,19,4,0,0,0,103
507051188,156,452,859,701,743,591,139,17,0,3658,0,0,0,7,4,0,0,0,0,19,0,0,6,6,7,10,0,0,0,33,4,4,18,25,32,16,3,0,0,102,0,0,3,9,10,0,0,0,0,16,0,7,14,14,26,17,5,0,0,86,0,5,11,7,11,7,3,0,0,43,41,81,56,52,81,57,11,0,0,372,61,36,50,42,30,21,3,0,0,237,0,3,10,5,15,13,4,0,0,55,5,3,5,3,3,4,0,0,0,22,0,0,26,11,17,7,0,0,0,57,0,7,12,12,17,10,0,0,0,58,0,6,15,27,24,21,4,0,0,96,0,8,23,19,34,20,0,0,0,110,10,67,98,60,75,41,5,0,0,357,0,19,43,70,87,72,18,0,0,306,10,43,97,87,156,141,20,3,0,553,5,9,13,8,10,10,3,0,0,58,3,11,30,25,26,12,0,0,0,107
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,127,221,449,441,535,442,95,14,3,2319,0,0,0,0,9,4,3,0,0,16,0,0,9,7,8,6,0,0,0,33,4,4,11,19,27,15,0,0,0,83,0,0,8,8,5,3,0,0,0,20,0,5,13,14,14,7,0,0,0,64,0,0,10,6,4,8,0,0,0,26,50,57,65,56,57,47,7,0,0,341,42,24,17,18,12,9,0,0,0,128,0,0,7,7,11,9,0,0,0,43,3,3,0,0,5,0,0,0,0,16,0,3,10,6,16,10,0,0,0,37,0,3,10,11,10,7,6,0,0,46,0,11,17,19,16,11,3,0,0,82,0,9,10,14,20,15,3,0,0,69,0,17,30,41,46,35,5,0,0,175,0,12,43,75,110,90,11,0,0,345,3,38,63,99,113,116,10,0,0,453,3,3,3,3,5,9,0,0,0,24,4,8,17,15,21,13,5,0,0,80
507051191,341,436,911,1254,1171,440,83,9,0,4643,0,0,3,3,0,3,0,0,0,15,0,4,23,21,18,3,0,0,0,73,23,7,27,41,49,11,0,0,0,156,0,0,6,6,7,0,0,0,0,30,3,9,35,34,39,18,0,0,0,141,0,3,15,19,14,6,0,0,0,55,126,79,76,102,143,42,4,3,0,572,136,55,33,24,23,10,3,0,0,275,3,9,16,14,16,3,0,0,0,57,5,8,13,9,3,0,0,0,0,39,0,12,18,31,33,9,0,0,0,105,4,10,26,34,31,7,0,0,0,114,3,15,41,53,44,17,0,0,0,184,4,14,40,39,26,13,0,0,0,137,0,18,60,81,68,27,0,0,0,249,9,27,114,243,259,71,7,0,0,733,16,78,146,256,258,95,14,0,0,856,17,21,17,29,15,4,0,0,0,107,14,19,54,55,35,11,0,0,0,185
507051192,157,277,566,582,624,472,69,8,0,2752,0,0,3,0,7,3,0,0,0,15,0,7,12,9,15,3,0,0,0,44,3,10,18,15,26,16,3,0,0,94,0,0,4,0,7,0,0,0,0,11,0,10,15,25,19,10,0,0,0,70,0,5,9,14,6,8,0,0,0,41,54,58,69,54,100,50,3,0,0,385,55,36,31,21,16,11,0,0,0,180,0,0,4,20,15,11,0,0,0,48,7,6,0,3,0,3,0,0,0,15,0,3,15,9,22,7,0,0,0,57,0,0,11,16,17,3,0,0,0,49,3,18,20,17,23,10,4,0,0,92,0,9,29,22,25,24,0,0,0,101,0,10,34,47,46,30,0,0,0,164,5,14,53,82,111,69,9,0,0,341,17,56,100,115,159,95,17,0,0,556,7,6,3,3,11,3,0,0,0,28,10,13,20,28,17,9,0,3,0,98
507051193,124,260,486,454,557,363,46,4,0,2300,0,0,0,0,3,3,3,0,0,15,0,5,8,3,13,3,0,0,0,32,0,5,7,13,26,14,0,0,0,65,0,0,8,0,4,3,0,0,0,15,3,4,13,9,19,8,0,0,0,58,0,0,6,7,5,0,0,0,0,21,45,52,67,60,86,37,0,0,0,351,62,35,37,17,15,9,0,0,0,179,0,0,12,10,11,3,0,0,0,42,0,0,3,4,0,0,0,0,0,13,0,3,12,11,3,6,0,0,0,32,0,0,8,8,13,7,0,0,0,39,0,5,25,17,19,11,3,0,0,87,5,7,20,15,22,14,0,0,0,81,0,7,35,33,38,28,3,0,0,139,0,7,35,58,93,40,8,0,0,250,7,35,83,71,130,83,11,0,0,420,5,3,4,9,4,9,0,0,0,37,9,16,28,20,14,13,3,0,0,102
509011225,191,257,524,557,693,583,212,38,5,3059,3,0,9,12,13,14,3,3,0,55,0,0,5,0,0,0,0,0,0,9,6,13,13,19,21,15,5,0,0,83,0,0,0,4,0,3,0,0,0,9,0,3,10,22,16,7,3,0,0,66,0,3,13,5,13,3,0,0,0,42,71,50,63,58,87,54,19,0,0,408,51,43,61,44,40,48,11,0,0,289,4,0,0,3,19,5,3,0,0,38,3,8,10,3,3,3,3,0,0,32,0,6,17,7,16,9,3,0,0,56,3,7,6,8,15,8,7,0,0,56,7,3,21,28,41,30,9,0,0,134,0,6,9,23,24,23,5,0,0,95,0,5,22,44,47,44,6,0,0,167,4,21,56,96,126,107,19,3,0,438,15,39,136,153,193,156,32,0,0,712,3,4,12,8,16,10,4,0,0,53,12,20,14,19,35,30,10,0,0,139
509011226,39,44,115,148,195,211,84,22,6,858,3,3,13,22,39,33,22,7,0,143,0,0,0,0,0,0,0,0,0,3,3,0,3,9,4,3,0,0,0,18,0,0,0,0,5,0,0,0,0,8,0,0,3,3,8,4,0,0,0,19,0,0,0,0,0,0,0,0,0,3,19,3,9,16,15,13,0,0,0,73,8,5,9,3,10,8,4,0,0,45,0,0,0,3,5,0,3,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,4,4,0,6,0,0,0,17,0,0,6,12,10,5,0,0,0,45,0,0,3,3,9,10,0,0,0,25,0,0,3,8,12,0,0,0,0,26,0,6,10,21,40,33,0,0,0,116,0,9,16,24,36,36,7,0,0,131,0,0,0,0,0,7,0,0,0,9,3,0,4,4,10,7,0,0,0,28
509011227,75,93,172,204,233,205,50,0,0,1035,0,3,0,7,5,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,20,0,0,0,0,5,3,0,0,0,8,0,3,3,7,5,7,0,0,0,27,0,0,0,3,3,3,0,0,0,10,35,16,33,24,30,19,3,0,0,151,19,3,13,19,17,9,0,0,0,78,0,0,0,4,8,0,0,0,0,17,3,0,3,0,0,0,0,0,0,7,0,3,15,3,3,3,0,0,0,31,0,3,4,6,3,3,0,0,0,18,0,3,8,12,16,8,0,0,0,45,0,3,4,3,7,3,3,0,0,27,0,3,14,15,22,3,0,0,0,60,0,0,15,58,45,50,10,0,0,178,3,17,29,42,52,59,7,0,0,224,0,0,3,4,4,8,0,0,0,19,0,4,4,5,16,11,0,0,0,42
509011228,74,56,125,209,305,270,134,27,0,1207,0,0,3,3,13,17,21,5,0,64,0,0,3,0,0,0,0,0,0,3,9,0,9,4,16,9,0,0,0,45,0,0,0,0,0,0,0,0,0,3,0,3,3,7,11,4,6,0,0,33,0,0,0,0,3,0,0,0,0,3,30,8,18,28,36,22,8,0,0,141,19,13,28,24,23,30,3,0,0,139,0,0,0,0,6,5,0,0,0,16,0,0,0,3,0,3,0,0,0,8,3,0,3,4,3,5,0,0,0,20,0,3,3,11,5,3,3,0,0,21,0,0,4,22,13,11,0,0,0,52,3,0,3,5,7,6,3,0,0,36,0,0,9,15,23,10,0,0,0,61,0,3,7,46,66,48,10,0,0,186,3,3,24,36,66,64,6,0,0,205,0,0,5,8,10,9,4,0,0,30,0,3,3,8,16,7,0,0,0,39
509011229,18,63,162,163,193,180,68,12,3,862,3,9,33,53,47,43,12,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,7,0,0,8,13,9,6,4,0,0,37,0,0,5,0,9,19,3,0,0,29,0,0,3,8,11,8,3,0,0,29,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,3,4,6,0,0,0,0,19,0,0,3,5,3,7,3,0,0,20,0,3,9,8,3,3,3,0,0,30,0,9,9,28,25,25,3,0,0,94,0,5,14,12,9,10,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
509011230,61,125,192,206,251,205,51,12,0,1099,10,6,10,25,28,17,4,3,0,93,0,0,0,0,0,0,0,0,0,0,3,3,7,5,5,0,0,0,0,28,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,6,4,4,9,17,11,12,0,0,0,64,11,9,22,27,28,19,3,0,0,120,3,5,6,10,12,5,0,0,0,50,0,0,0,0,9,11,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,4,0,0,0,16,0,3,4,0,0,0,0,0,0,6,0,0,5,0,6,8,3,0,0,17,0,0,0,3,0,9,3,0,0,13,3,8,8,9,16,7,0,0,0,58,0,5,28,21,38,21,3,0,0,118,4,16,44,26,30,30,13,0,0,165,0,0,0,3,0,0,0,0,0,7,0,4,4,4,9,9,0,0,0,32
509011231,30,54,178,195,240,227,97,27,3,1053,10,11,30,43,54,56,33,10,0,246,0,0,0,0,0,0,0,0,0,0,6,3,6,3,7,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,0,17,3,3,9,6,24,6,3,0,0,58,0,0,3,0,8,8,5,0,0,32,0,0,3,10,12,8,0,0,0,36,0,0,0,0,0,0,0,0,0,7,4,0,6,5,4,0,0,0,0,19,0,0,3,0,0,0,0,0,0,5,0,5,11,13,10,4,0,0,0,46,0,0,0,0,7,3,0,0,0,15,0,5,11,7,21,15,0,0,0,61,0,6,21,31,30,15,9,0,0,111,3,3,20,20,23,25,9,0,0,97,3,0,0,0,0,0,0,0,0,3,0,3,4,0,8,0,0,0,0,14
509011232,47,47,82,143,193,186,57,4,0,764,0,0,0,5,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,9,3,0,0,24,0,0,0,3,0,0,0,0,0,3,0,3,5,13,7,3,0,0,0,26,0,0,3,3,5,5,0,0,0,11,18,8,11,13,18,15,4,0,0,90,12,7,3,8,6,3,0,0,0,37,0,3,3,4,3,0,4,0,0,15,4,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,5,0,0,3,3,0,0,0,0,0,11,0,4,12,10,12,12,3,0,0,47,0,0,4,3,7,10,0,0,0,28,0,0,3,11,13,8,0,0,0,44,0,0,13,24,42,53,5,0,0,139,5,9,14,38,41,34,10,0,0,156,0,0,0,0,8,3,0,0,0,12,3,4,5,6,6,9,0,0,0,34
509011233,183,218,481,489,495,348,110,15,3,2342,3,3,4,3,7,12,7,4,0,43,0,0,0,3,0,0,0,0,0,3,11,6,12,18,9,11,0,0,0,78,0,0,4,0,3,0,0,0,0,12,3,9,13,11,7,7,0,0,0,50,0,3,5,7,4,3,0,0,0,29,91,50,83,72,75,55,0,0,0,425,55,29,35,35,40,29,0,0,0,223,3,0,4,5,6,11,0,0,0,39,3,0,4,3,6,0,0,0,0,20,0,9,12,11,16,6,0,0,0,56,5,5,5,9,9,11,0,0,0,45,3,6,15,18,18,4,5,0,0,79,0,6,15,15,22,24,3,0,0,85,0,7,18,29,33,17,6,0,0,112,0,12,37,87,93,56,9,3,0,300,10,31,76,84,126,97,14,3,0,441,4,0,7,3,4,4,7,0,0,31,11,19,24,25,26,12,3,0,0,109
509011234,56,71,154,194,274,232,103,25,7,1106,0,6,17,27,27,23,32,7,0,143,0,0,3,0,4,0,0,0,0,7,9,3,8,12,13,10,3,0,0,54,0,0,0,0,3,0,0,0,0,3,0,0,5,3,5,0,0,0,0,21,0,3,0,4,8,0,0,0,0,13,19,3,12,14,22,14,0,0,0,96,10,6,8,8,13,10,0,0,0,59,0,0,0,4,8,3,0,0,0,23,0,0,0,0,3,0,0,0,0,3,0,3,3,0,5,4,0,0,0,12,0,0,0,0,3,0,0,0,0,10,0,8,4,11,12,8,3,0,0,38,0,0,3,6,13,5,3,0,0,23,4,0,3,13,15,13,0,0,0,48,0,5,9,28,47,32,3,0,0,124,3,9,18,28,53,57,14,0,0,174,0,0,6,0,0,3,0,0,0,9,3,3,9,9,7,0,0,0,0,30
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,73,75,155,292,353,255,76,17,3,1297,3,7,12,16,27,24,25,0,0,106,0,0,3,10,6,0,0,0,0,19,3,3,3,6,19,11,0,0,0,49,0,0,0,3,5,0,0,0,0,9,3,4,13,12,19,7,3,0,0,59,0,3,3,0,9,4,0,0,0,20,21,19,14,13,25,18,3,0,0,116,7,3,9,11,15,3,5,0,0,55,0,3,11,9,15,3,3,0,0,46,0,0,0,5,0,0,0,0,0,8,0,0,4,15,12,4,0,0,0,37,0,0,3,0,14,0,0,0,0,19,0,8,13,19,18,14,0,0,0,72,0,0,4,4,8,11,3,0,0,39,3,0,10,14,21,12,0,0,0,71,4,11,8,31,44,34,6,0,0,135,10,3,18,35,46,40,7,0,0,156,0,4,6,3,4,0,0,0,0,19,3,5,5,11,6,11,0,0,0,47
509021237,46,64,171,151,203,200,75,17,0,923,0,9,15,13,32,26,8,7,0,105,0,0,0,0,0,0,0,0,0,0,0,0,9,8,6,5,3,0,0,35,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,10,0,0,7,0,3,0,0,0,0,13,4,3,9,10,17,8,3,0,0,59,8,5,8,10,13,0,3,0,0,40,0,0,0,6,3,10,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,0,0,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,4,4,0,0,0,13,0,0,6,5,5,6,3,0,0,26,0,3,11,5,9,12,0,0,0,42,0,5,19,51,29,33,7,0,0,142,3,7,35,22,42,33,3,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,10
509021238,31,59,177,187,222,221,87,31,3,1019,0,3,16,25,29,37,13,8,3,135,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,12,0,0,10,0,9,3,0,0,0,24,4,6,9,12,18,18,3,0,0,74,0,6,9,7,6,6,3,0,0,33,0,0,7,6,6,9,3,0,0,34,0,0,0,3,0,3,0,0,0,9,3,3,8,3,5,8,0,0,0,29,0,0,0,0,3,0,0,0,0,3,0,0,3,12,6,0,0,0,0,24,0,3,0,0,3,3,0,0,0,20,4,6,15,13,10,11,0,0,0,58,3,5,30,29,28,34,5,0,0,134,3,3,18,25,26,36,4,0,0,117,0,0,0,0,0,0,0,0,0,3,0,0,6,8,3,5,0,0,0,21
509021239,68,134,356,359,473,421,173,46,6,2032,12,30,97,48,61,68,52,12,0,375,0,0,6,0,6,3,0,0,0,22,4,0,11,7,7,4,0,0,0,34,0,0,0,0,0,3,0,0,0,6,0,0,16,9,18,7,0,0,0,53,0,3,7,7,4,0,0,0,0,23,22,15,25,34,43,30,7,0,0,179,10,14,22,26,33,28,7,0,0,150,0,3,3,8,9,17,4,0,0,43,0,0,0,0,0,0,0,0,0,3,0,6,4,9,14,8,0,0,0,35,0,0,3,11,19,8,0,0,0,39,0,5,7,9,13,19,0,0,0,57,0,4,10,8,15,15,4,0,0,60,0,3,3,22,24,11,8,0,0,70,0,4,22,43,51,51,8,0,0,188,3,8,19,31,31,39,14,0,0,146,3,0,9,3,8,10,0,0,0,30,3,3,11,16,8,7,0,0,0,51
509021240,57,108,243,241,282,254,95,25,3,1304,3,11,23,25,33,33,21,5,0,155,0,0,3,0,3,0,0,0,0,6,3,0,0,0,0,6,0,0,0,11,0,0,3,0,0,3,0,0,0,7,0,0,11,3,4,3,0,0,0,16,0,7,10,4,7,3,0,0,0,31,16,11,26,19,21,17,4,0,0,122,13,6,15,14,12,12,3,0,0,72,0,5,10,4,6,9,3,0,0,34,0,0,0,0,0,0,0,0,0,5,0,6,6,5,4,3,0,0,0,25,0,0,0,0,0,3,0,0,0,9,0,3,10,6,6,6,0,0,0,35,0,0,3,5,7,5,0,0,0,21,0,9,27,11,13,14,3,0,0,71,0,12,35,30,46,34,8,0,0,155,0,11,36,24,48,52,12,0,0,182,0,0,3,6,0,0,0,0,0,7,0,5,12,4,3,0,0,0,0,27
