SA2_MAINCODE_2016,R_0_74_RE_agent,R_0_74_StateTer_HAuthority,R_0_74_Person_not_same_hh,R_0_74_HouCoOp_ComChuGrp,R_0_74_Oth_type,R_0_74_Not_stated,R_0_74_Total,R_75_99_RE_agent,R_75_99_StateTer_HAuthority,R_75_99_Person_not_same_hh,R_75_99_HouCoOp_ComChuGrp,R_75_99_Oth_type,R_75_99_Not_stated,R_75_99_Total,R_100_149_RE_agent,R_100_149_StateTer_HAuthority,R_100_149_Person_not_same_hh,R_100_149_HouCoOp_ComChuGrp,R_100_149_Oth_type,R_100_149_Not_stated,R_100_149_Total,R_150_199_RE_agent,R_150_199_StateTer_HAuthority,R_150_199_Person_not_same_hh,R_150_199_HouCoOp_ComChuGrp,R_150_199_Oth_type,R_150_199_Not_stated,R_150_199_Total,R_200_224_RE_agent,R_200_224_StateTer_HAuthority,R_200_224_Person_not_same_hh,R_200_224_HouCoOp_ComChuGrp,R_200_224_Oth_type,R_200_224_Not_stated,R_200_224_Total,R_225_274_RE_agent,R_225_274_StateTer_HAuthority,R_225_274_Person_not_same_hh,R_225_274_HouCoOp_ComChuGrp,R_225_274_Oth_type,R_225_274_Not_stated,R_225_274_Total,R_275_349_RE_agent,R_275_349_StateTer_HAuthority,R_275_349_Person_not_same_hh,R_275_349_HouCoOp_ComChuGrp,R_275_349_Oth_type,R_275_349_Not_stated,R_275_349_Total,R_350_449_RE_agent,R_350_449_StateTer_HAuthority,R_350_449_Person_not_same_hh,R_350_449_HouCoOp_ComChuGrp,R_350_449_Oth_type,R_350_449_Not_stated,R_350_449_Total,R_450_549_RE_agent,R_450_549_StateTer_HAuthority,R_450_549_Person_not_same_hh,R_450_549_HouCoOp_ComChuGrp,R_450_549_Oth_type,R_450_549_Not_stated,R_450_549_Total,R_550_649_RE_agent,R_550_649_StateTer_HAuthority,R_550_649_Person_not_same_hh,R_550_649_HouCoOp_ComChuGrp,R_550_649_Oth_type,R_550_649_Not_stated,R_550_649_Total,R_650_749_RE_agent,R_650_749_StateTer_HAuthority,R_650_749_Person_not_same_hh,R_650_749_HouCoOp_ComChuGrp,R_650_749_Oth_type,R_650_749_Not_stated,R_650_749_Total,R_750_849_RE_agent,R_750_849_StateTer_HAuthority,R_750_849_Person_not_same_hh,R_750_849_HouCoOp_ComChuGrp,R_750_849_Oth_type,R_750_849_Not_stated,R_750_849_Total,R_850_949_RE_agent,R_850_949_StateTer_HAuthority,R_850_949_Person_not_same_hh,R_850_949_HouCoOp_ComChuGrp,R_850_949_Oth_type,R_850_949_Not_stated,R_850_949_Total,R_950over_RE_agent,R_950over_StateTer_HAuthority,R_950over_Person_not_same_hh,R_950over_HouCoOp_ComChuGrp,R_950over_Oth_type,R_950over_Not_stated,R_950over_Total,R_NS_RE_agent,R_NS_StateTer_HAuthority,R_NS_Person_not_same_hh,R_NS_HouCoOp_ComChuGrp,R_NS_Oth_type,R_NS_Not_stated,R_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Person_not_same_hh,Total_HouCoOp_ComChuGrp,Total_Oth_type,Total_NS,Total_Total
504021053,0,0,17,0,0,15,34,0,0,0,0,0,0,3,0,0,14,10,0,0,24,3,3,4,4,3,0,20,0,0,8,0,0,0,9,3,0,16,0,0,0,23,21,0,37,3,3,0,61,89,3,49,0,0,0,141,54,0,29,0,3,0,87,29,0,6,0,0,0,36,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,9,0,26,208,9,191,26,21,15,472
504021054,0,16,19,0,0,23,57,0,11,3,0,0,0,15,0,81,7,4,3,5,97,5,43,13,0,0,0,61,4,9,23,3,3,0,39,18,18,32,4,0,0,77,107,6,89,0,9,3,212,170,3,114,21,9,3,324,42,0,22,3,3,0,70,8,0,3,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,18,6,6,7,0,42,364,212,335,36,36,30,1009
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,0,4,25,0,0,14,40,0,13,0,0,0,0,13,0,76,8,3,0,0,90,3,46,13,3,0,0,60,3,19,17,0,0,0,36,3,22,18,0,0,0,43,56,15,39,0,5,0,116,255,9,166,0,15,8,446,117,0,48,0,8,0,167,16,0,3,0,0,0,19,4,0,0,0,4,0,7,3,0,3,0,0,0,9,0,0,0,0,0,0,3,4,0,0,0,0,0,0,12,12,14,3,0,5,40,467,212,351,12,39,27,1105
504031057,0,8,31,0,4,12,60,0,15,0,0,0,0,17,0,63,5,3,0,0,77,0,42,17,3,0,3,60,3,10,8,0,3,0,30,15,14,17,0,0,0,49,80,13,61,4,4,0,166,276,5,175,0,30,3,493,114,0,49,0,7,0,174,7,0,6,0,0,0,12,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,16,0,8,4,48,511,185,389,19,59,26,1191
504031058,0,0,4,0,3,8,19,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,7,0,0,0,12,0,0,4,9,0,0,13,0,0,4,0,0,0,9,28,0,24,0,3,0,56,28,0,45,0,0,0,77,10,0,9,0,0,0,21,14,0,4,0,0,0,15,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,11,96,3,107,5,12,12,238
504031059,3,7,28,0,4,13,54,0,19,0,0,0,0,16,0,63,3,0,0,0,73,8,65,13,0,0,0,85,6,24,14,7,0,0,53,20,30,14,0,39,0,101,179,35,59,6,10,0,295,803,8,293,3,21,0,1127,315,0,101,0,11,0,424,51,0,25,0,0,0,75,11,0,3,0,0,0,13,3,0,0,0,0,0,4,5,0,3,0,0,0,7,5,0,0,0,0,0,6,19,9,6,0,5,0,41,1414,273,570,17,90,15,2374
504031060,0,0,8,0,0,3,9,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,9,0,0,0,6,3,0,4,0,0,0,9,6,0,3,0,0,0,9,8,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,23,0,45,0,0,3,68
504031061,0,0,8,0,3,10,21,0,0,0,0,0,0,3,0,3,3,0,0,0,8,0,3,7,0,4,0,19,0,0,3,0,0,0,8,0,0,10,0,0,0,9,6,6,24,0,5,0,45,69,0,35,0,0,3,108,26,0,9,0,0,0,41,9,0,0,0,0,0,9,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,7,124,19,111,3,14,17,284
504031062,0,12,13,3,0,9,40,0,5,0,0,0,0,5,0,89,11,0,0,3,101,3,35,10,4,0,0,56,0,14,11,3,0,0,23,5,6,21,0,3,0,41,75,13,62,0,7,0,156,171,12,86,0,3,0,269,50,0,21,0,0,0,75,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,10,0,3,0,30,326,195,244,12,27,16,816
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,0,0,17,0,0,9,30,0,0,0,0,0,0,0,3,18,4,0,4,0,32,0,11,10,9,0,0,27,0,0,12,0,3,0,17,7,6,18,0,5,0,34,42,3,39,3,9,0,93,120,4,67,0,6,0,200,16,0,18,0,0,0,34,7,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,7,0,0,0,17,206,44,188,12,36,15,495
504031066,0,20,24,3,6,14,67,0,23,0,0,0,0,23,0,94,13,0,6,3,117,7,40,23,14,0,0,93,13,18,34,0,0,3,73,70,17,25,5,3,3,115,437,12,123,10,9,0,583,470,0,142,0,18,3,639,35,0,10,0,4,0,47,17,0,3,0,0,0,22,8,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,15,10,11,3,3,3,54,1084,240,411,35,42,31,1848
504031067,0,0,11,0,0,0,22,0,5,0,0,0,0,5,0,26,7,0,0,0,33,0,27,3,0,0,0,34,0,11,4,0,0,0,19,0,6,6,0,0,0,15,31,6,36,0,3,0,71,139,0,65,0,3,3,205,36,0,8,0,0,0,52,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,13,217,87,151,7,8,4,476
504031068,0,0,17,0,0,9,29,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,3,0,0,0,12,0,3,11,0,0,0,11,3,0,3,0,0,0,8,36,0,13,0,0,0,51,93,0,39,0,4,0,133,40,0,13,0,3,0,60,39,0,3,0,0,0,43,14,0,3,0,0,0,24,4,0,0,0,0,0,5,4,0,0,0,0,0,3,3,0,6,0,0,0,10,5,0,3,0,3,0,17,246,13,124,0,18,14,408
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505011070,0,3,9,0,0,13,24,0,6,0,0,0,0,8,0,16,8,0,0,0,20,3,18,21,0,0,0,36,0,8,13,0,0,0,20,9,0,25,0,0,0,32,52,6,57,0,4,3,116,284,3,152,0,10,0,447,78,0,34,0,3,0,121,6,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,12,0,0,0,24,443,52,324,3,13,14,857
505011071,0,4,12,0,0,6,19,0,3,0,0,0,0,5,3,8,7,0,0,0,17,0,8,8,3,0,0,15,0,0,12,0,0,0,13,4,0,14,0,0,0,20,38,0,20,0,0,0,63,311,0,132,0,11,0,447,198,0,76,0,3,0,278,46,0,16,0,0,0,64,11,0,3,0,0,0,16,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,3,7,3,9,0,3,0,21,625,25,316,3,16,6,987
505011072,0,0,16,0,0,10,24,0,4,0,0,0,0,4,0,10,3,0,0,0,15,0,4,6,0,0,0,11,0,0,8,0,0,0,11,0,0,12,0,0,0,11,8,0,19,0,0,0,28,101,0,53,0,0,0,155,131,0,65,0,5,0,198,57,0,10,0,0,0,74,31,0,12,0,0,0,43,11,0,0,0,0,0,12,7,0,3,0,0,0,5,4,0,0,0,0,0,3,6,0,6,4,3,0,23,356,23,216,5,8,10,619
505011073,0,0,10,3,0,12,29,0,0,0,0,0,0,0,0,12,14,0,0,0,26,0,14,17,4,0,0,39,0,3,10,0,0,0,14,0,3,9,0,11,0,27,30,3,33,4,0,0,73,208,0,117,0,7,0,332,139,0,58,0,6,0,205,25,0,12,0,0,0,38,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,3,0,0,17,419,35,294,12,26,10,807
505011074,0,3,7,0,0,12,22,0,0,0,0,0,0,8,0,9,5,0,0,0,15,5,15,13,0,0,0,29,0,7,13,0,0,0,19,3,0,15,0,0,0,21,39,4,40,0,0,3,87,255,3,119,0,11,0,387,80,0,45,0,3,0,123,18,0,9,0,0,0,28,11,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,6,0,24,412,42,282,4,23,11,772
505011075,0,3,12,0,0,0,19,0,3,0,0,0,0,4,0,9,5,0,0,0,8,0,4,3,0,0,0,4,0,3,3,0,0,0,4,3,0,4,0,0,0,6,7,0,15,0,3,0,25,74,0,62,0,4,0,135,95,0,31,0,0,0,128,70,0,27,0,0,0,93,45,0,11,0,0,0,50,31,0,8,0,0,0,41,19,0,4,0,0,0,19,20,0,4,0,0,0,20,4,0,7,0,0,0,12,349,18,198,0,8,3,574
505011076,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,4,3,0,6,0,0,0,8,17,0,9,0,0,0,26,39,0,19,0,0,0,58,50,0,9,0,0,0,60,20,0,3,0,0,0,29,8,0,4,0,0,0,12,10,0,0,0,0,0,12,0,0,0,0,3,0,3,157,0,62,0,8,3,227
505011077,0,9,22,0,5,4,36,0,14,3,0,0,0,16,9,52,13,0,0,0,71,12,22,29,3,0,0,68,8,12,8,3,0,0,36,20,5,13,0,0,0,44,133,0,59,3,3,0,195,544,7,184,0,3,0,735,202,0,86,0,10,0,294,54,0,17,0,3,0,73,7,0,3,0,0,0,10,3,0,4,0,0,0,6,0,0,0,0,0,0,4,5,0,3,0,0,0,10,9,9,14,0,3,0,40,1006,120,462,15,27,11,1643
505011078,0,0,21,0,3,3,27,0,0,0,0,0,0,4,0,10,0,0,0,0,11,0,4,4,7,0,3,24,0,5,3,0,0,0,11,3,0,11,0,0,0,15,9,0,25,0,0,0,28,109,0,77,0,4,4,189,127,0,51,0,3,0,178,40,0,9,0,0,0,53,3,0,4,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,15,294,24,215,16,16,12,571
505011079,0,0,4,0,0,9,20,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,9,0,0,6,0,0,0,6,0,0,6,0,0,0,6,15,0,20,0,0,0,39,103,0,76,0,3,0,181,81,0,53,0,0,0,139,40,0,19,0,0,0,63,41,0,8,0,0,0,54,24,0,3,0,0,0,24,4,0,0,0,0,0,5,3,0,3,0,0,0,8,4,0,7,0,0,0,9,328,3,217,0,13,9,571
505011080,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,8,34,0,21,0,0,0,57,75,0,21,0,3,0,99,63,0,12,0,0,0,82,34,0,9,0,0,3,39,8,0,4,0,0,0,15,6,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,0,0,5,231,0,95,0,10,5,340
505011081,0,0,15,0,0,8,29,0,0,0,0,0,0,0,0,8,3,0,0,0,10,0,7,8,0,3,0,12,0,0,12,0,0,0,11,0,0,15,0,0,0,11,25,3,34,0,0,0,63,174,0,120,0,9,0,306,77,0,31,0,0,0,117,15,0,3,0,0,0,15,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,302,12,249,0,14,8,590
505011082,0,0,11,0,3,6,22,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,16,0,0,0,16,5,0,5,0,0,0,13,3,0,16,0,0,0,21,17,0,24,0,0,0,39,38,0,26,0,0,0,66,54,0,36,0,0,0,89,37,0,17,0,0,0,51,40,0,17,0,0,0,60,35,0,8,0,0,0,39,13,0,7,0,0,0,18,10,0,3,0,0,0,18,3,0,4,0,0,0,7,241,0,192,3,11,6,455
505011083,0,0,6,0,0,7,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,7,0,0,4,0,0,0,3,0,0,4,0,0,0,7,0,0,18,0,0,0,20,32,0,37,0,0,0,70,85,0,39,0,4,0,127,54,0,24,0,0,0,79,7,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,190,0,138,0,4,7,340
505021084,0,19,37,3,0,18,80,0,17,0,0,0,0,22,0,115,8,3,0,0,129,3,33,26,0,0,0,67,7,13,18,0,3,0,38,16,15,31,3,6,0,69,142,13,108,0,5,3,269,414,6,254,4,22,3,712,148,7,69,0,5,0,231,21,0,13,0,0,0,28,7,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,20,16,0,3,6,48,774,251,582,10,51,32,1701
505021085,6,36,30,0,4,6,80,0,42,4,0,0,0,46,3,256,22,0,3,0,284,10,129,22,14,0,0,167,8,55,19,3,3,3,86,30,50,25,0,3,0,116,450,39,176,4,41,6,713,660,8,340,3,93,6,1101,32,0,33,0,6,0,75,7,0,3,0,0,0,9,7,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,5,23,52,18,0,4,7,100,1234,665,695,29,150,35,2806
505021086,7,16,49,5,6,26,105,0,24,0,3,3,0,31,6,128,19,6,5,0,159,10,38,35,14,3,0,100,4,18,27,4,9,0,61,39,4,44,0,4,0,88,258,7,184,6,7,7,471,416,3,270,3,32,6,729,185,0,82,0,3,5,276,54,0,32,0,0,0,94,20,0,19,0,0,0,41,6,0,3,0,0,0,10,4,0,0,0,0,0,8,0,0,3,0,0,0,4,9,16,35,6,3,3,70,1028,260,792,48,75,47,2254
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,3,32,34,3,4,19,90,0,45,0,0,0,0,53,0,293,10,7,0,3,313,4,112,15,6,3,0,140,13,42,22,6,0,0,89,9,25,29,0,8,0,77,72,15,77,3,8,0,167,350,8,187,0,10,3,561,444,3,156,0,3,0,608,179,0,34,0,0,0,212,53,0,19,0,0,0,71,22,0,4,0,0,0,21,5,0,0,0,0,0,6,13,0,3,0,0,0,18,13,27,25,3,0,4,77,1170,607,619,38,45,35,2508
505021089,0,0,37,0,4,16,59,0,9,0,0,0,0,14,0,33,7,27,0,0,62,3,10,15,3,0,0,31,5,6,16,0,0,0,24,4,3,12,0,7,0,32,26,3,31,0,8,0,71,122,0,91,0,6,0,220,107,0,54,0,3,0,172,117,0,39,0,0,0,148,91,0,24,0,0,0,110,46,0,5,0,0,0,52,11,0,0,0,3,0,11,8,0,0,0,3,0,8,8,6,10,3,3,0,27,538,72,336,40,41,18,1048
505021090,9,28,34,3,0,17,96,0,29,6,3,0,0,34,4,183,23,18,8,0,241,12,73,30,23,0,0,148,5,48,18,0,3,0,75,12,37,35,0,5,0,94,344,26,137,0,16,3,529,1127,3,352,5,64,5,1556,127,0,71,0,6,0,206,5,0,4,0,0,0,10,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,20,3,9,4,93,1673,463,735,69,115,38,3098
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021092,0,13,42,0,0,29,81,0,13,0,0,0,0,16,5,45,11,0,0,0,62,12,25,23,9,0,0,69,10,3,29,3,3,0,52,75,3,46,0,7,0,138,285,8,112,0,15,3,419,531,4,237,0,11,10,793,365,0,134,0,3,0,512,215,0,59,0,0,0,279,127,0,17,0,0,0,146,51,0,13,0,3,0,64,21,0,9,0,0,0,31,32,0,14,0,0,0,44,20,7,24,4,4,3,63,1741,116,773,18,59,38,2754
505021093,5,4,39,4,0,17,66,0,9,0,0,0,0,9,0,51,15,4,3,0,74,9,20,21,3,0,0,50,33,4,8,3,0,0,54,97,6,39,0,3,0,150,269,5,127,0,20,3,420,220,0,126,0,14,3,359,123,0,37,0,3,0,171,51,0,16,0,0,0,64,34,0,9,0,0,0,36,17,0,3,0,0,0,18,8,0,0,0,0,0,6,6,0,3,0,0,0,9,8,3,9,0,0,3,31,865,111,453,15,47,31,1522
505021094,0,11,17,3,3,11,43,0,9,0,0,0,0,9,0,85,4,13,0,0,107,3,27,7,7,0,0,39,3,11,7,0,0,0,17,3,4,14,0,0,0,24,30,0,28,0,0,0,67,80,5,66,0,3,0,158,81,0,45,0,0,0,130,55,0,14,0,0,0,67,30,0,13,0,0,0,39,17,0,4,0,0,0,23,16,0,3,0,0,0,13,18,0,9,0,0,0,22,4,6,14,3,0,0,23,332,153,245,23,13,13,782
505021095,0,22,33,0,0,26,80,0,13,0,0,0,0,13,10,71,23,0,0,0,111,13,42,27,31,3,0,119,16,9,29,3,0,0,54,117,3,46,3,6,3,185,439,6,183,4,18,0,652,488,8,240,3,14,4,757,162,3,69,0,3,0,240,46,0,11,0,0,0,59,18,0,12,0,0,0,30,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,8,18,10,23,7,3,4,64,1346,186,689,58,52,32,2367
505021096,0,0,26,0,5,24,54,0,0,0,0,0,0,4,0,12,3,0,0,0,16,9,9,11,0,0,0,22,3,3,11,0,3,0,21,10,6,12,0,0,0,32,91,3,60,0,3,0,156,130,0,79,0,4,0,217,89,0,52,0,3,0,145,61,0,23,0,0,0,80,56,0,16,0,0,0,69,35,0,14,0,0,0,56,35,0,7,0,0,0,37,32,0,7,0,0,0,35,8,0,13,0,0,0,20,560,27,326,3,22,26,971
505021097,3,3,30,3,0,26,58,0,12,0,0,0,0,16,8,47,9,17,8,0,86,8,23,34,32,7,0,105,19,4,22,10,0,0,51,169,5,31,4,11,0,216,336,9,114,0,8,3,467,367,3,159,0,18,0,552,184,0,71,0,3,0,262,59,0,34,0,6,0,96,23,0,9,0,0,0,40,6,0,6,0,0,0,13,3,0,3,0,0,0,7,7,0,3,0,0,0,13,16,11,31,5,5,3,65,1211,119,566,72,57,39,2056
505031098,3,17,17,0,0,3,48,0,13,0,0,0,0,13,0,87,3,0,0,0,98,0,47,4,3,3,0,61,0,13,9,0,3,0,27,4,14,18,0,0,0,41,60,11,61,0,10,0,145,177,6,119,0,31,7,340,57,0,30,0,8,0,96,5,0,9,0,0,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,16,3,0,0,0,32,322,227,277,13,65,10,915
505031099,3,7,16,0,0,7,34,0,6,0,3,0,0,10,0,41,4,9,6,3,62,11,73,14,20,0,0,115,8,25,12,10,0,0,49,7,43,22,3,3,0,84,410,38,111,4,9,0,569,832,14,278,0,15,0,1141,109,0,47,0,4,0,166,18,3,4,0,4,0,23,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,3,16,11,17,0,7,3,51,1420,264,527,47,43,21,2325
505031100,8,10,11,0,3,3,34,0,4,0,3,0,0,7,0,33,3,0,3,0,39,3,22,13,3,5,0,47,0,17,14,0,0,0,34,3,22,11,0,3,0,35,40,19,37,0,3,0,97,303,3,118,0,10,0,437,132,0,71,0,3,0,205,19,0,16,0,0,0,33,8,0,4,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,0,0,0,26,516,140,308,14,31,7,1011
505031101,3,5,12,0,0,8,29,0,3,0,0,0,0,5,3,47,0,3,0,0,55,7,31,16,7,0,0,53,3,19,10,0,0,0,35,5,19,23,3,0,0,45,151,13,63,4,7,0,239,601,7,199,3,8,0,823,92,0,42,0,3,0,148,3,0,3,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,7,13,0,3,0,37,889,147,382,19,27,12,1485
505031102,0,11,17,0,0,8,33,0,15,0,0,0,0,15,5,96,10,0,4,0,111,3,22,14,0,0,4,49,0,16,9,3,0,0,34,12,17,22,0,3,0,55,158,20,111,3,22,0,318,154,6,143,5,27,0,330,4,0,7,0,0,0,12,0,0,3,0,0,0,6,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,12,0,3,3,37,353,212,362,8,59,12,1008
505031103,0,5,21,0,4,10,40,0,4,0,0,0,0,3,0,8,5,0,0,0,16,0,3,8,4,0,0,21,4,3,3,0,0,4,12,5,3,10,0,5,0,21,13,3,20,0,8,0,51,199,0,72,0,3,0,276,337,0,87,0,5,3,439,119,0,26,0,3,0,142,13,0,3,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,0,5,0,3,0,28,707,36,277,5,33,12,1067
505031104,0,4,25,3,3,9,45,0,3,0,0,0,0,4,0,53,5,0,3,0,55,0,25,3,3,0,0,36,0,4,5,3,0,0,17,3,4,10,0,0,0,16,29,6,34,0,7,0,66,152,12,96,0,24,6,285,55,0,27,0,4,0,86,7,0,3,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,3,3,0,36,248,121,221,18,38,14,668
505031105,0,3,16,0,0,11,32,0,3,0,0,0,0,3,0,27,8,0,0,0,35,0,19,3,0,0,0,22,0,4,17,0,0,0,24,0,12,20,0,0,0,31,69,8,54,0,3,0,136,339,3,130,0,8,0,477,188,0,65,0,7,0,262,113,0,31,0,0,0,146,45,0,9,0,0,0,55,21,0,6,0,0,0,29,3,0,5,0,0,0,10,10,0,8,0,0,0,10,4,4,8,0,0,3,22,799,85,369,3,17,15,1290
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
