SA2_MAINCODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_yr_arr_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,Unted_Sttes_Amrica_Yr_arr_ns,United_States_America_Tot,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_ns,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_ns,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_ns,Tot_Tot
503011032,0,0,3,4,31,20,30,30,9,0,3,0,0,6,0,132,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,6,34,67,116,66,76,105,65,33,20,49,27,43,21,30,750,0,0,3,12,7,4,11,14,4,11,0,10,9,3,8,97,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,7,0,0,3,3,5,0,8,3,0,0,0,0,0,0,0,23,0,4,18,20,23,17,26,29,6,12,15,20,25,5,12,227,10,71,124,206,188,204,245,201,75,74,88,86,114,54,57,1801
503011033,0,0,0,4,24,16,56,33,6,10,7,0,3,9,5,174,0,0,0,0,0,9,13,0,0,0,7,0,0,0,0,33,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,23,38,107,89,97,133,79,18,21,19,17,8,0,13,660,0,0,0,5,3,11,16,14,8,0,4,0,8,5,4,71,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,6,4,5,0,0,0,3,0,0,0,27,0,3,11,28,23,40,35,45,12,18,13,10,13,9,7,269,9,73,92,228,249,303,349,259,63,76,59,49,79,27,44,1966
503011034,0,0,5,3,22,25,63,48,0,10,5,3,8,4,4,205,0,0,0,3,0,6,0,0,0,0,0,4,0,0,0,22,0,0,0,0,3,0,9,3,0,0,0,7,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,89,144,87,111,186,146,38,36,39,19,30,23,23,1019,0,0,4,9,10,19,19,18,4,6,3,3,3,0,7,110,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,14,0,0,0,0,9,9,10,6,0,0,0,3,4,0,0,55,0,12,20,32,31,39,106,81,13,17,37,58,63,19,9,543,16,115,171,277,287,369,604,432,118,118,160,167,185,77,82,3163
503011035,0,0,7,14,46,48,102,83,13,7,10,5,7,8,4,358,0,3,0,12,16,19,18,12,0,7,0,0,14,13,4,130,0,0,0,0,6,3,10,4,0,3,0,4,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,78,118,251,175,171,255,166,35,27,47,43,28,37,38,1488,0,0,3,23,13,15,48,25,8,12,14,19,9,8,4,201,0,0,0,0,27,8,3,8,4,7,3,8,5,9,0,80,0,0,3,0,10,3,18,21,0,4,0,0,5,7,3,73,3,32,37,67,53,112,125,136,41,36,32,44,88,43,18,872,39,206,277,656,756,879,1077,846,244,268,387,521,640,564,214,7567
503011036,0,0,4,8,27,34,74,54,5,11,6,0,3,3,7,233,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,4,3,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,40,70,138,107,77,136,96,14,20,27,32,8,13,22,796,0,0,0,9,7,15,19,13,9,27,3,6,6,0,3,118,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,11,27,12,0,3,0,0,0,0,0,69,0,8,19,30,31,40,50,37,11,11,13,19,11,11,4,302,14,84,132,267,289,316,509,333,65,111,77,108,43,37,59,2451
503021037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13
503021038,0,0,0,0,23,24,29,11,3,8,3,0,4,3,0,111,0,0,0,0,4,3,4,7,0,0,0,0,0,0,0,18,0,0,0,0,3,6,7,3,0,0,0,0,0,7,3,29,0,0,7,18,8,4,0,0,0,0,0,0,0,0,0,39,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,46,135,111,146,124,105,28,35,20,16,20,3,20,839,0,0,0,3,6,12,9,6,4,7,3,0,7,6,0,62,0,0,0,0,61,17,3,7,0,3,0,3,0,0,5,110,0,0,0,3,0,5,11,3,0,0,0,0,0,0,0,29,0,7,12,45,23,56,61,46,22,29,26,11,16,12,4,363,3,129,201,334,380,431,389,387,131,155,101,90,89,65,54,2940
503021039,0,3,3,3,21,28,33,26,3,3,0,3,3,3,0,137,0,0,3,3,4,7,3,3,0,4,3,7,11,7,0,51,0,0,3,0,3,12,3,15,3,3,3,5,3,0,3,58,0,4,7,18,3,0,6,7,0,0,0,0,0,0,0,40,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,14,4,45,93,301,194,217,185,153,39,40,37,32,29,6,50,1410,0,0,3,6,11,6,13,8,6,5,8,12,3,4,6,85,0,0,0,0,81,35,13,10,4,3,8,4,4,10,5,177,0,0,0,0,10,3,6,7,0,0,3,3,0,0,0,43,0,18,24,91,56,105,94,128,31,37,46,64,57,32,24,813,6,256,325,662,604,689,574,634,175,199,198,224,190,125,150,5021
503021040,0,0,3,0,11,19,14,18,0,0,3,0,0,0,0,73,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,3,3,5,0,3,0,0,3,0,0,19,0,13,3,24,3,7,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,17,25,111,89,108,90,60,15,14,22,13,8,0,23,599,0,0,3,9,5,4,10,5,0,3,3,8,0,0,0,48,0,0,0,0,94,44,6,9,3,0,4,0,5,0,6,170,0,0,0,0,4,3,3,6,0,0,3,0,0,0,0,19,0,7,21,50,31,57,62,45,11,21,20,12,21,15,24,403,7,214,245,344,344,398,320,296,68,99,96,64,78,40,121,2736
503021041,0,0,3,7,43,47,109,61,18,21,10,13,13,9,8,362,0,0,0,8,12,8,16,14,5,0,3,10,8,0,0,88,0,0,0,0,5,20,29,59,6,4,13,29,23,12,14,223,0,0,4,6,3,4,6,3,0,0,0,0,0,0,0,36,0,0,0,4,6,3,9,11,3,3,3,0,4,3,0,49,3,42,128,421,238,325,281,300,119,124,116,135,143,86,97,2556,0,0,3,16,15,27,29,55,26,23,26,30,35,43,30,366,0,0,0,0,115,78,24,45,7,10,16,8,19,18,26,368,0,0,0,0,11,12,24,26,5,0,0,0,0,3,3,96,0,29,29,142,97,200,307,510,140,218,354,370,522,311,205,3431,11,201,331,894,943,1462,1792,2480,828,1031,1200,1417,1671,1100,855,16222
503021042,0,0,4,15,35,47,49,39,4,12,10,8,11,0,3,243,0,5,0,7,0,7,3,5,3,3,0,4,3,0,0,44,0,0,0,0,3,3,6,10,3,0,3,6,10,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,8,0,0,13,8,62,135,341,186,195,252,189,53,67,60,42,72,28,51,1743,0,0,5,22,14,20,24,22,12,17,3,5,15,17,8,190,0,0,0,3,18,9,7,5,0,5,6,0,0,0,3,65,0,0,0,0,11,9,21,8,0,0,0,0,0,0,3,44,0,15,28,76,72,97,135,167,44,54,63,67,74,41,33,961,23,162,241,664,564,653,817,869,241,303,292,284,359,160,174,5814
503021043,0,0,5,7,21,33,51,49,4,6,6,10,15,0,3,211,0,0,0,3,3,15,5,16,0,8,0,7,4,0,3,57,0,0,0,0,3,6,10,8,0,0,3,0,3,0,3,34,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,45,96,240,154,190,206,136,26,46,45,25,22,18,31,1283,0,0,0,13,9,10,21,23,4,16,9,10,19,8,3,139,0,0,0,0,24,9,4,16,0,4,13,5,8,3,0,87,0,0,6,3,13,10,15,19,4,4,0,4,4,9,0,80,0,13,18,71,47,92,166,210,65,81,168,232,213,244,35,1665,28,219,239,493,534,671,832,1062,258,364,464,554,518,393,183,6823
504011044,0,0,4,7,14,20,19,16,3,3,0,0,3,0,5,94,0,0,0,3,6,5,6,8,0,0,3,0,0,0,0,35,0,0,0,0,0,3,12,6,0,5,3,0,0,0,0,35,0,0,0,6,7,5,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,63,141,386,161,161,131,91,12,24,15,3,4,4,24,1240,0,0,3,9,7,9,16,10,0,0,0,0,0,0,3,51,0,0,0,0,41,27,15,31,8,4,4,0,6,0,9,135,0,0,0,0,4,0,5,9,0,0,0,0,0,0,0,25,0,23,35,117,55,83,112,126,29,34,20,21,22,17,10,697,7,219,303,768,485,518,559,591,130,193,136,108,92,50,120,4280
504011045,0,0,5,5,22,20,33,26,3,8,0,3,0,4,0,132,0,0,0,13,9,9,11,6,0,11,7,0,3,5,0,87,0,0,0,3,8,16,18,24,0,6,8,3,3,0,3,92,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,8,3,3,0,3,0,0,0,0,14,13,72,176,462,215,230,146,115,43,42,19,13,19,3,72,1642,0,0,3,18,8,9,10,21,3,6,3,8,0,0,3,82,0,0,0,3,142,123,34,43,9,18,7,12,5,7,3,404,0,0,3,0,9,3,8,17,6,4,0,7,4,0,3,62,0,26,30,160,104,157,223,266,34,50,54,45,51,32,48,1268,21,306,403,993,876,1000,948,1160,305,340,298,255,215,121,275,7523
504011046,0,0,0,3,13,28,33,28,0,4,3,6,3,0,3,126,0,0,0,5,8,3,11,9,3,5,7,9,3,3,3,64,0,0,0,3,3,8,10,19,3,8,5,0,3,0,3,72,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,4,29,67,208,136,113,105,125,35,51,32,12,12,4,15,937,0,0,0,5,6,7,12,5,5,3,0,0,3,4,0,61,0,0,0,0,55,32,11,16,0,5,7,3,8,0,6,136,0,0,0,0,6,6,13,9,3,0,6,0,3,0,0,54,0,24,14,60,40,78,194,196,41,68,80,73,108,51,40,1068,4,114,152,424,413,541,662,932,250,358,298,335,359,170,142,5159
504011047,0,0,3,4,23,34,44,40,3,6,10,3,3,0,4,177,0,3,7,17,9,17,9,19,7,14,10,7,7,5,4,127,0,0,0,5,9,16,20,22,11,7,3,7,3,3,3,107,0,0,4,23,8,11,14,7,0,0,0,0,0,3,0,75,0,0,0,0,3,4,13,3,7,0,0,0,0,0,0,28,5,61,152,391,145,113,65,85,21,33,22,9,8,7,20,1133,0,0,0,7,3,3,8,11,3,4,0,4,0,0,0,43,0,0,0,3,228,276,95,110,22,25,39,33,36,28,18,914,0,0,0,0,0,3,5,11,0,7,3,0,6,0,0,43,0,36,21,189,122,200,292,289,44,81,88,61,57,36,32,1545,18,382,517,1116,938,1197,1160,1529,325,541,435,348,369,205,253,9342
504011048,0,0,0,4,41,55,90,35,0,9,3,0,0,0,3,239,0,0,0,6,3,3,4,0,0,0,0,0,0,0,0,25,0,0,0,0,0,4,0,3,4,0,4,0,0,0,0,26,0,0,3,10,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6,17,49,147,68,40,40,25,10,0,3,0,5,0,20,417,0,0,0,0,4,3,4,6,0,0,0,0,4,0,0,14,0,0,0,0,141,117,35,32,3,3,5,12,7,9,9,364,0,0,0,0,5,10,14,9,0,0,0,0,0,0,0,33,0,11,13,69,58,82,102,68,10,5,3,6,9,3,8,450,4,169,229,516,515,549,458,358,58,88,56,55,40,31,91,3232
504021049,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,26,116,43,43,48,44,6,8,3,3,3,0,78,437,0,0,0,5,3,3,4,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,11,0,3,3,8,3,3,9,3,0,3,0,0,0,0,65,107,3,35,40,146,84,73,83,94,9,15,11,3,4,4,406,1013
504021050,0,0,4,6,13,6,25,35,5,3,0,0,3,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,94,317,138,120,169,112,14,3,8,0,5,8,15,1042,0,0,0,21,5,3,18,5,0,0,5,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,7,10,9,0,0,0,0,0,0,0,33,0,17,11,36,17,25,29,15,3,8,3,0,0,0,4,167,10,107,139,449,260,239,316,236,30,23,31,9,17,10,41,1907
504021051,0,0,0,3,3,8,4,11,6,3,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,64,195,72,63,46,34,6,8,3,4,0,0,12,536,0,0,0,3,0,3,5,0,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,7,7,6,3,0,0,0,0,31,0,3,12,19,24,19,17,11,4,5,0,3,0,0,3,116,3,82,96,271,155,152,134,142,36,38,21,19,8,5,27,1199
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
504021053,0,0,3,4,8,9,32,32,7,10,5,0,0,0,0,115,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,56,186,528,199,212,171,133,20,18,17,3,6,3,41,1589,0,0,3,9,8,13,9,9,0,4,3,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,10,6,7,4,0,0,0,0,0,0,0,40,0,15,18,68,41,22,37,17,3,8,0,0,0,3,9,238,10,155,274,746,413,388,368,277,40,57,36,14,25,14,77,2889
504021054,0,0,6,0,9,8,23,28,10,3,0,0,0,0,0,81,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,6,0,14,3,4,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,110,374,94,118,66,45,14,10,8,0,3,3,40,950,0,0,5,0,4,4,3,3,3,0,0,3,0,0,3,34,0,0,0,0,8,3,0,0,0,0,0,0,3,0,3,20,0,0,0,0,9,3,4,9,7,0,0,0,0,0,0,35,0,17,18,57,22,24,40,51,6,3,8,17,4,7,12,286,6,204,286,628,263,317,272,441,112,83,86,60,61,26,98,2959
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,0,0,3,5,25,60,60,29,4,7,0,3,0,0,0,195,0,0,4,18,7,35,8,13,0,0,6,0,0,0,0,98,0,0,0,0,12,20,19,22,3,0,0,8,4,0,0,90,0,0,0,23,14,23,15,3,0,0,3,4,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,27,107,424,158,143,119,70,10,14,5,8,3,0,26,1115,0,3,0,3,3,0,10,10,0,0,0,0,0,0,0,28,0,0,0,0,220,276,97,130,20,20,17,25,23,4,35,864,0,0,0,0,10,10,15,17,0,9,0,0,0,0,0,56,0,6,26,128,92,254,329,297,60,63,44,29,23,22,25,1404,0,98,227,816,833,1346,1187,1016,231,231,171,158,122,65,158,6660
504031057,0,0,3,4,17,16,70,36,3,15,3,6,0,7,4,188,0,0,0,9,3,23,8,27,3,0,4,0,3,0,0,90,0,0,0,0,7,22,11,37,0,5,5,0,0,0,3,89,0,0,0,4,3,7,7,3,0,5,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,20,86,292,97,105,78,58,5,14,14,6,4,4,25,816,0,0,0,3,3,3,3,6,0,3,0,0,0,0,0,37,0,0,0,3,108,230,117,81,11,25,14,17,20,6,30,655,0,0,0,0,3,5,19,41,3,4,4,0,7,0,3,91,0,9,15,116,86,261,426,455,34,72,72,38,43,25,49,1699,4,93,183,608,563,1141,1385,1760,277,318,247,190,177,121,248,7316
504031058,0,0,0,0,0,5,8,25,3,6,5,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,160,71,106,99,68,3,7,6,0,0,0,9,582,0,0,0,5,3,3,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,13,0,3,7,12,10,17,24,17,0,5,0,0,0,0,4,96,3,24,59,220,131,209,183,153,17,42,16,20,12,6,36,1129
504031059,0,0,6,9,28,40,198,339,32,65,28,39,21,22,16,830,0,0,0,3,3,16,11,31,10,14,3,0,3,0,0,102,0,0,0,0,6,9,25,33,7,6,3,3,8,3,3,105,0,0,0,4,0,6,0,6,0,6,0,0,0,0,3,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,60,173,593,342,409,450,527,107,101,74,22,38,22,95,3005,0,0,3,10,9,8,22,19,6,3,0,3,3,0,5,89,0,0,0,0,28,32,19,31,3,10,3,4,7,5,3,146,0,0,0,0,6,15,52,149,14,50,22,16,9,4,0,335,0,10,14,101,75,187,463,582,66,72,40,39,34,38,47,1773,5,149,262,951,786,1270,2033,3509,599,697,467,313,288,201,330,11852
504031060,0,0,0,3,0,4,13,7,0,4,0,0,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,98,36,44,33,16,0,0,10,0,0,0,21,290,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,12,0,0,3,10,3,9,14,9,0,4,3,4,0,0,3,56,0,17,43,127,75,87,94,45,3,13,13,9,8,0,26,562
504031061,0,0,0,0,3,5,19,8,0,0,0,0,0,7,0,44,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,133,55,52,44,25,14,11,7,6,3,3,3,405,0,0,0,0,0,3,4,0,0,0,3,5,0,3,0,24,0,0,0,0,8,4,0,3,0,0,0,0,3,0,0,16,0,0,0,0,9,3,0,5,3,0,0,0,0,0,0,23,0,3,10,17,0,15,11,30,3,3,7,0,0,0,3,97,7,47,79,179,123,150,164,209,31,27,24,23,20,18,18,1122
504031062,0,0,3,0,6,18,28,32,3,0,0,3,0,0,4,93,0,3,0,5,0,6,6,19,3,3,3,4,0,5,0,70,0,0,0,0,3,10,10,16,0,3,0,0,3,0,0,44,0,0,0,0,0,6,0,9,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,4,28,53,189,63,75,54,64,16,22,21,0,0,3,4,597,0,0,0,0,0,3,10,0,0,0,3,0,0,0,3,18,0,0,0,3,35,59,24,27,3,6,12,0,5,3,8,193,0,0,0,0,0,9,5,22,3,0,0,0,0,0,0,46,0,3,8,73,32,117,182,164,30,34,32,15,27,8,19,735,4,90,113,396,264,531,627,878,161,202,160,113,82,52,91,3760
504031063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
