SA2_MAINCODE_2016,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85,M_Inad_desc_Ns_Tot
510021267,7,7,14,14,12,18,10,3,0,82,14,199,1528,1381,1182,540,58,0,0,4900,0,3,29,35,14,14,4,0,0,98,0,0,4,7,8,3,0,0,0,23,0,23,117,97,80,45,5,0,0,367,0,3,24,10,16,5,3,0,0,57,3,0,10,7,6,0,0,0,0,21,0,14,64,42,39,28,3,0,0,184,0,0,10,28,33,33,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,10,10,5,0,0,0,34,0,10,42,42,30,19,0,0,0,136,0,13,66,63,31,26,5,0,0,210,0,0,8,11,10,12,8,0,0,44,0,3,3,8,4,3,4,0,0,34,0,0,4,5,5,6,0,0,0,29,0,0,0,0,0,0,0,0,0,9,7,20,90,35,24,12,3,0,0,188,0,7,36,27,23,16,0,0,0,111
510021268,0,0,0,0,0,0,0,0,0,3,5,48,250,307,195,123,14,0,0,945,0,6,14,13,9,3,0,0,0,46,0,3,8,17,9,6,0,0,0,44,3,21,63,43,32,23,4,0,0,197,3,3,28,9,13,3,0,0,0,58,11,5,7,10,3,0,0,0,0,39,3,9,13,3,10,5,0,0,0,40,3,9,15,10,11,11,3,0,0,62,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,12,6,4,0,0,0,0,38,0,0,17,6,9,5,0,0,0,37,0,0,17,16,5,0,0,0,0,50,0,3,10,11,23,4,3,0,0,56,0,0,13,7,3,3,0,0,0,24,0,0,0,4,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,9,41,34,16,11,0,0,0,117,0,3,11,11,12,7,4,0,0,51
510021269,0,0,0,0,3,4,0,0,0,12,8,32,248,264,192,113,13,0,0,863,0,6,25,16,11,13,3,0,0,81,0,0,9,13,10,10,0,0,0,42,3,16,90,56,48,24,4,0,0,238,0,3,23,11,5,11,0,0,0,52,7,3,10,13,11,9,3,0,0,58,3,7,27,21,11,13,0,0,0,80,0,11,71,110,111,63,10,0,0,389,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,9,8,9,4,0,0,0,36,0,7,23,18,21,12,0,0,0,81,0,3,21,16,14,8,3,0,0,64,4,0,15,11,18,9,3,0,0,59,0,0,4,3,4,0,0,0,0,18,0,0,10,12,20,10,0,0,0,58,4,0,0,0,0,3,0,0,0,4,3,5,24,19,11,8,0,0,0,73,4,7,14,20,28,10,3,0,0,87
510021270,0,0,0,0,0,3,0,0,0,9,5,52,324,263,206,96,11,0,0,953,3,15,80,36,29,13,3,0,0,178,0,0,7,10,16,7,3,0,0,42,6,19,122,85,76,38,3,0,0,342,4,14,23,27,16,11,0,0,0,93,15,13,31,15,17,8,3,0,0,99,16,10,18,15,14,7,0,0,0,76,5,18,77,63,80,65,9,0,0,316,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,7,12,8,3,4,0,0,0,35,0,13,26,15,25,15,0,0,0,88,3,7,19,11,15,11,0,0,0,67,0,5,35,21,30,17,3,0,0,117,0,3,13,19,10,12,0,0,0,66,0,8,12,17,12,15,4,0,0,62,4,3,4,0,0,0,0,0,0,8,4,19,48,20,11,5,3,0,0,110,6,10,39,26,29,19,3,0,0,125
510031271,6,15,15,13,14,20,7,0,0,87,13,153,1329,1369,1113,556,56,0,0,4586,0,6,74,81,68,40,4,0,0,275,0,5,47,53,67,30,0,0,0,203,5,189,1595,1403,1257,567,41,0,0,5056,0,6,36,30,27,22,0,0,0,119,9,10,10,7,6,3,0,0,0,52,4,16,100,107,79,55,4,0,0,375,3,10,43,66,88,72,20,0,0,303,0,0,4,0,0,0,0,0,0,4,0,0,10,3,6,3,0,0,0,24,0,3,24,15,17,3,0,0,0,69,0,33,379,403,346,184,16,0,0,1360,5,14,63,77,61,52,3,0,0,271,0,8,25,31,38,35,0,0,0,139,0,3,12,13,12,7,3,0,0,56,0,0,3,12,10,18,3,0,0,39,0,0,6,4,3,3,3,0,0,20,4,11,42,42,25,16,0,0,0,137,7,25,183,187,167,93,9,0,0,661
510031272,0,3,0,0,3,3,3,0,0,19,16,61,389,402,306,144,10,0,0,1322,8,16,86,94,57,45,3,0,0,301,4,3,35,49,32,33,0,0,0,157,10,73,312,251,162,92,11,0,0,905,0,9,38,43,35,13,0,0,0,132,37,32,56,28,21,26,7,0,0,206,47,24,58,36,18,12,0,0,0,200,4,20,103,125,110,79,10,0,0,453,0,3,0,3,0,3,0,0,0,16,0,0,5,0,0,3,0,0,0,13,3,6,28,31,27,19,3,0,0,113,3,6,66,57,53,27,7,0,0,223,5,20,35,42,35,21,0,0,0,163,5,6,58,97,90,46,12,0,0,306,6,7,24,31,27,16,6,0,0,119,3,5,17,10,21,16,6,0,0,73,4,0,7,4,5,3,0,0,0,21,18,22,66,53,31,14,9,3,0,209,17,38,111,126,93,47,9,3,0,446
510031273,0,0,3,0,8,6,3,0,0,17,9,83,463,410,379,165,19,0,0,1519,3,4,9,16,9,7,0,0,0,51,0,0,4,7,0,0,0,0,0,16,0,8,62,43,52,23,3,0,0,188,0,0,9,19,17,3,0,0,0,48,11,3,0,4,3,4,0,0,0,24,8,8,15,4,4,11,5,0,0,54,0,3,21,24,46,29,9,3,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,11,0,5,6,15,8,4,0,0,0,39,0,4,24,33,26,8,0,0,0,101,0,0,10,14,12,9,0,0,0,43,0,0,0,5,6,0,0,0,0,13,0,0,7,3,9,4,0,0,0,23,0,0,0,4,0,0,0,0,0,7,0,3,11,9,11,5,3,0,0,45,5,6,30,21,18,13,3,0,0,100
511011274,14,24,48,54,68,53,38,8,9,317,0,10,26,21,37,10,0,0,0,108,12,20,37,30,33,32,4,0,0,163,0,3,9,10,14,5,0,0,0,51,23,44,86,58,85,63,12,0,0,373,10,10,27,40,40,23,7,0,0,159,40,38,38,30,29,21,5,0,0,200,37,16,13,11,18,13,4,0,0,119,4,10,56,92,137,93,35,0,0,433,0,0,4,0,9,0,0,0,0,15,0,0,9,3,7,8,3,0,0,23,0,0,3,6,8,7,0,0,0,27,3,5,15,5,19,24,8,0,0,81,3,4,5,12,19,8,3,0,0,55,8,13,20,38,35,25,8,0,0,152,0,8,16,38,33,27,9,0,0,129,4,3,10,21,20,18,5,3,0,90,0,0,5,3,6,0,0,0,0,21,15,23,39,34,30,23,8,0,0,172,15,15,25,27,45,22,10,5,0,154
511011275,12,33,110,124,142,92,39,9,4,560,0,7,49,47,49,35,3,0,0,198,0,3,5,9,0,3,0,0,0,27,0,3,4,3,0,3,0,0,0,19,4,8,26,31,24,22,7,0,0,115,0,0,0,3,0,5,0,0,0,13,3,0,0,0,3,3,4,0,0,11,0,3,3,3,4,5,3,0,0,23,0,0,3,6,19,9,8,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,3,0,0,0,0,13,0,0,7,0,0,0,0,0,0,8,0,0,3,9,7,14,3,0,0,33,0,0,0,4,3,7,5,0,0,17,0,0,3,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,3,3,9,3,0,0,0,22,0,3,7,3,8,3,3,0,0,28
511021276,3,10,40,40,45,49,33,8,0,228,3,3,18,16,27,12,0,0,0,85,0,0,10,10,5,4,3,0,0,33,0,0,0,5,11,3,0,0,0,24,8,17,24,34,21,34,6,0,0,155,3,3,3,4,0,4,0,0,0,19,11,4,17,12,12,13,8,0,0,83,8,4,10,8,14,9,3,0,0,51,0,5,4,15,28,25,5,0,0,82,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,8,0,0,0,3,0,0,0,0,0,14,0,0,4,3,6,9,5,0,0,31,0,0,11,3,7,10,0,0,0,37,0,6,20,22,34,23,4,0,0,110,0,0,18,5,12,10,0,3,0,48,0,0,6,11,12,16,9,0,0,56,0,0,6,3,0,3,0,0,0,8,3,7,3,5,4,3,5,0,0,28,3,7,9,8,17,15,4,0,0,70
511021277,4,10,27,32,33,54,25,10,0,193,0,3,30,45,32,26,6,0,0,137,4,5,19,20,25,17,3,3,0,94,0,0,8,10,9,13,3,0,0,41,9,19,67,73,72,66,12,0,0,311,0,0,7,7,5,13,3,0,0,30,16,10,20,10,24,13,0,0,0,97,4,15,50,29,21,38,6,3,0,158,3,11,33,31,27,27,10,0,0,147,0,0,3,0,3,3,3,0,0,15,0,0,3,4,4,7,3,0,0,23,0,0,3,3,9,13,0,0,0,35,0,4,29,24,37,42,6,3,0,141,0,6,14,14,6,14,3,0,0,62,4,3,38,44,47,32,7,0,0,172,0,0,9,11,15,19,6,3,0,51,0,3,3,6,8,15,6,0,0,46,0,3,13,9,20,9,3,0,0,54,4,5,18,3,19,17,3,0,0,66,3,10,19,19,16,30,8,0,0,106
511031278,0,0,0,0,0,0,0,0,0,0,11,44,195,159,127,86,12,0,0,637,10,21,18,21,34,26,7,0,3,132,0,0,5,4,10,10,0,0,0,26,10,23,34,29,42,40,8,0,0,180,0,9,3,20,13,10,3,0,0,53,27,14,20,11,13,9,0,0,0,89,17,12,6,9,3,8,0,0,0,57,0,4,23,38,52,42,9,0,0,171,0,0,3,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,8,3,6,4,7,3,11,0,0,0,34,3,6,22,4,3,11,0,0,0,46,0,7,7,6,13,7,0,0,0,34,0,0,10,6,15,17,4,0,0,51,0,4,5,0,0,0,5,0,0,20,0,0,0,3,7,8,0,0,0,31,0,0,3,0,0,0,5,0,0,15,10,23,34,22,24,12,0,0,0,125,8,14,22,23,19,22,0,0,0,114
511031279,0,0,0,0,0,3,3,0,0,11,20,96,412,347,328,190,18,0,0,1410,13,8,71,61,46,40,9,0,0,245,3,5,16,9,22,9,3,0,0,64,18,52,94,81,84,56,19,0,0,405,3,12,32,31,28,12,3,0,0,125,44,33,45,25,30,16,4,0,0,194,50,23,38,15,22,14,4,0,0,163,6,18,43,61,89,72,17,0,0,313,5,0,4,3,4,0,0,0,0,16,0,0,4,3,3,3,0,0,0,17,3,3,17,11,10,10,7,0,0,60,5,12,29,20,15,16,4,0,0,95,0,7,8,7,17,7,3,0,0,54,0,6,62,54,47,36,11,0,0,220,3,11,37,20,24,30,3,0,0,117,3,8,28,30,10,9,7,3,0,101,0,0,3,4,8,0,0,0,0,16,15,26,51,66,41,24,5,0,0,232,7,23,37,37,39,30,17,0,0,183
511031280,0,0,0,0,0,0,3,0,0,5,6,57,314,263,205,89,6,0,0,940,5,21,34,24,22,22,3,0,0,133,0,3,9,6,10,3,3,0,0,36,16,29,79,54,38,27,3,0,0,256,3,9,18,21,17,11,4,0,0,73,38,7,26,8,7,18,3,0,0,101,15,7,6,6,5,3,5,0,0,57,0,9,25,26,35,35,8,0,0,137,3,0,4,0,3,0,0,0,0,18,0,0,9,7,4,0,0,0,0,20,0,3,13,10,8,8,0,0,0,45,8,9,19,17,13,15,5,0,0,86,0,5,4,4,8,7,0,0,0,32,0,11,34,33,32,27,6,0,0,148,0,3,22,17,18,14,4,0,0,74,0,4,18,14,28,10,7,0,0,81,3,0,0,4,3,3,0,0,0,19,4,25,30,26,17,15,3,0,0,124,3,10,13,19,19,10,4,0,0,87
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,4,6,8,8,7,15,3,0,0,49,9,62,291,246,259,141,23,0,0,1031,3,0,21,8,9,9,0,0,0,53,0,0,0,0,3,0,0,0,0,3,6,10,45,35,37,26,7,0,0,159,0,3,4,0,3,3,0,0,0,12,8,4,3,10,3,6,0,0,0,35,0,4,0,11,16,7,0,0,0,42,0,0,20,6,27,18,7,3,0,81,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,3,0,4,8,7,9,6,3,0,0,37,0,0,3,0,6,3,0,0,0,20,0,0,8,12,16,23,4,0,0,70,0,0,10,3,9,5,0,0,0,25,0,0,3,0,6,7,0,0,0,23,0,0,0,0,0,3,0,0,0,10,0,0,10,5,8,7,3,0,0,35,3,3,16,8,20,9,3,0,0,56
511031283,0,0,7,8,3,12,0,0,0,28,15,125,659,567,480,244,27,0,0,2120,0,8,31,24,33,16,0,0,0,115,0,0,4,8,3,6,0,0,0,15,0,16,58,30,47,31,3,0,0,197,0,0,3,6,4,0,0,0,0,21,0,0,9,9,3,6,4,0,0,30,4,10,18,8,21,10,3,0,0,70,0,3,6,18,17,6,0,0,0,54,0,0,8,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,10,0,4,8,18,13,13,3,0,0,52,0,5,26,15,23,12,3,0,0,75,3,3,26,20,28,21,5,0,0,109,0,5,14,6,5,8,3,0,0,43,0,0,5,12,3,11,3,0,0,41,0,0,0,0,0,0,0,0,0,0,3,4,26,12,19,11,0,0,0,80,3,8,6,5,12,8,0,0,0,50
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,3,5,24,21,27,27,13,0,0,120,3,5,19,36,30,19,7,0,0,121,6,18,34,26,32,29,4,3,0,147,0,3,8,15,11,18,3,0,0,52,13,49,72,68,76,63,9,0,0,357,3,3,21,15,17,24,8,0,0,82,27,30,42,35,37,27,8,0,0,204,44,22,27,16,18,11,3,3,0,153,0,13,26,32,71,61,24,0,0,219,0,3,8,3,4,4,0,0,0,17,0,0,11,5,7,6,3,0,0,29,0,0,7,4,7,8,4,3,0,32,0,10,10,22,14,17,6,0,0,82,3,14,9,16,10,8,0,0,0,62,0,5,18,28,48,42,4,3,0,144,4,3,20,27,25,24,5,0,0,111,3,4,34,27,33,26,11,0,0,143,0,0,5,3,9,0,0,0,0,20,4,12,21,32,20,12,3,3,0,106,4,15,21,28,25,29,0,3,0,138
511041286,3,0,16,9,19,11,8,0,0,66,0,6,32,29,29,22,0,0,0,114,4,8,8,21,14,9,0,0,0,72,0,0,5,8,11,6,0,0,0,25,20,29,49,49,67,45,6,0,0,268,3,3,3,17,11,4,3,0,0,45,34,19,22,13,23,13,5,0,0,137,43,8,14,0,4,3,0,0,0,75,0,7,23,46,64,50,7,0,0,200,0,0,3,3,0,3,0,0,0,9,0,0,0,0,3,3,0,0,0,8,0,0,0,3,4,3,0,0,0,15,3,3,5,6,14,0,0,0,0,26,0,3,10,5,11,18,3,0,0,45,0,0,14,19,22,22,3,0,0,82,0,3,7,10,18,12,0,0,0,50,0,0,9,5,20,9,3,0,0,52,0,0,0,0,5,0,0,0,0,6,14,15,18,22,19,14,6,0,0,104,6,12,7,17,23,20,6,0,0,92
511041287,4,6,20,18,18,12,10,5,0,94,3,4,50,48,46,14,3,0,0,158,4,8,25,19,18,8,4,0,0,92,0,0,9,11,10,6,0,0,0,34,11,31,79,69,60,40,15,0,0,317,4,5,14,17,11,9,3,0,0,63,27,15,29,19,22,18,6,0,0,133,18,7,6,7,9,3,0,0,0,47,4,5,25,30,46,41,14,0,0,168,3,4,0,4,0,0,0,0,0,13,0,0,0,8,7,7,0,0,0,12,0,0,0,3,0,0,0,0,0,10,0,7,12,17,12,14,3,0,0,62,0,3,4,13,12,14,0,0,0,45,0,4,23,28,41,26,5,0,0,127,3,4,10,23,22,12,3,0,0,74,0,0,10,10,14,8,0,0,0,45,0,0,4,3,0,0,0,0,0,5,11,19,18,21,23,4,0,0,0,93,7,10,22,15,28,12,11,0,0,105
511041288,10,6,30,25,32,10,10,0,0,129,3,8,33,56,35,28,3,0,0,168,3,8,20,39,28,22,6,0,0,125,0,3,8,3,6,13,0,0,0,38,19,57,91,64,68,43,3,0,0,346,3,10,21,22,22,16,0,3,0,96,44,25,32,29,22,25,10,3,0,194,34,12,23,7,11,7,0,0,0,97,0,10,45,49,70,56,11,0,0,233,3,4,0,9,7,6,0,0,0,24,0,0,5,6,16,3,0,0,0,34,0,3,7,6,7,9,6,0,0,33,3,3,21,33,33,22,8,0,0,123,0,0,3,11,11,16,0,0,0,42,6,5,44,56,57,38,13,0,0,210,0,3,30,44,40,30,4,0,0,142,3,4,11,33,21,27,3,0,0,110,0,4,6,3,6,3,0,0,0,20,5,14,14,21,15,17,4,0,0,90,4,13,36,17,21,5,6,3,0,108
511041289,3,7,25,22,30,31,13,3,0,133,0,0,18,17,22,19,0,0,0,76,0,5,13,8,14,10,4,0,0,62,0,0,3,0,6,4,0,0,0,10,6,10,19,30,38,29,6,0,0,139,0,0,0,3,5,3,0,0,0,17,10,0,4,3,7,4,4,0,0,33,7,0,6,5,3,3,9,0,0,29,0,0,7,11,22,20,3,0,0,65,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,8,9,3,3,3,0,0,31,0,0,0,5,8,4,3,0,0,15,0,0,0,9,14,4,4,0,0,35,0,0,4,0,0,4,0,0,0,7,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,4,4,12,0,0,0,26,0,5,7,6,15,11,4,7,0,52
511041290,3,8,6,10,18,20,22,3,0,86,4,85,415,308,293,140,22,0,0,1256,0,3,43,51,31,23,8,0,0,162,0,3,0,4,4,4,3,0,0,18,0,16,43,27,31,23,0,0,0,149,0,0,3,0,5,0,0,0,0,7,3,0,3,0,3,9,0,0,0,19,0,3,4,12,12,10,3,0,0,50,0,3,4,6,17,9,7,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,17,7,4,8,0,0,0,39,0,0,7,15,10,6,3,0,0,39,3,4,18,14,20,23,6,0,0,94,0,0,4,8,12,12,7,0,0,42,0,0,10,3,5,12,3,0,0,36,0,0,0,3,0,3,0,0,0,5,0,0,11,7,8,3,3,0,0,30,0,4,10,12,18,12,3,0,0,53
511041291,12,27,93,96,106,109,47,7,0,499,0,12,70,76,75,56,0,0,0,293,0,3,13,8,19,11,0,0,0,57,0,0,0,3,3,0,0,0,0,22,3,3,29,20,21,24,4,0,0,108,0,3,9,5,6,4,0,0,0,30,0,0,4,3,7,6,0,0,0,26,0,0,3,5,6,12,0,0,0,30,0,5,15,9,22,18,19,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,3,6,0,0,0,0,10,0,0,0,0,3,0,0,0,0,15,0,0,12,8,19,32,5,0,0,84,0,3,3,4,7,10,8,0,0,33,0,0,0,3,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,4,3,14,5,7,7,3,0,0,38,0,3,10,13,18,21,11,3,0,73
511041292,6,24,73,100,113,106,71,14,0,524,0,9,12,18,33,24,0,0,0,90,0,3,7,11,21,11,0,0,0,54,0,0,3,3,0,3,0,0,0,11,3,11,27,31,39,30,9,0,0,154,0,3,11,6,10,3,3,0,0,32,10,3,4,4,12,3,9,0,0,55,7,7,9,7,16,20,3,0,0,76,0,0,14,10,26,28,5,0,0,92,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,3,6,0,0,19,0,0,3,5,8,13,3,0,0,30,3,0,7,0,14,8,3,0,0,40,0,0,7,11,21,24,5,0,0,74,0,3,3,9,9,13,0,0,0,43,0,0,3,3,10,8,7,0,0,32,3,0,0,0,6,4,4,0,0,17,3,3,14,7,6,15,7,0,0,49,3,8,10,7,21,16,10,3,0,73
