SA2_MAINCODE_2016,M_Agr_fstry_fsh_15_19,M_Agr_fstry_fsh_20_24,M_Agr_fstry_fsh_25_34,M_Agr_fstry_fsh_35_44,M_Agr_fstry_fsh_45_54,M_Agr_fstry_fsh_55_64,M_Agr_fstry_fsh_65_74,M_Agr_fstry_fsh_75_84,M_Agr_fstry_fsh_85,M_Agr_fstry_fsh_Tot,M_Min_15_19_yr,M_Min_20_24_yr,M_Min_25_34_yr,M_Min_35_44_yr,M_Min_45_54_yr,M_Min_55_64_yr,M_Min_65_74_yr,M_Min_75_84_yr,M_Min_85_yr_over,M_Min_Tot,M_Manf_15_19_yr,M_Manf_20_24_yr,M_Manf_25_34_yr,M_Manf_35_44_yr,M_Manf_45_54_yr,M_Manf_55_64_yr,M_Manf_65_74_yr,M_Manf_75_84_yr,M_Manf_85_yr_over,M_Manf_Tot,M_Elec_gas_wtr_wst_sv_15_19,M_Elec_gas_wtr_wst_sv_20_24,M_Elec_gas_wtr_wst_sv_25_34,M_Elec_gas_wtr_wst_sv_35_44,M_Elec_gas_wtr_wst_sv_45_54,M_Elec_gas_wtr_wst_sv_55_64,M_Elec_gas_wtr_wst_sv_65_74,M_Elec_gas_wtr_wst_sv_75_84,M_Elec_gas_wtr_wst_sv_85,M_Elec_gas_wtr_wst_sv_Tot,M_Con_15_19_yr,M_Con_20_24_yr,M_Con_25_34_yr,M_Con_35_44_yr,M_Con_45_54_yr,M_Con_55_64_yr,M_Con_65_74_yr,M_Con_75_84_yr,M_Con_85_yr_over,M_Con_Tot,M_Whl_trd_15_19_yr,M_Whl_trd_20_24_yr,M_Whl_trd_25_34_yr,M_Whl_trd_35_44_yr,M_Whl_trd_45_54_yr,M_Whl_trd_55_64_yr,M_Whl_trd_65_74_yr,M_Whl_trd_75_84_yr,M_Whl_trd_85_yr_over,M_Whl_trd_Tot,M_Re_trd_15_19_yr,M_Re_trd_20_24_yr,M_Re_trd_25_34_yr,M_Re_trd_35_44_yr,M_Re_trd_45_54_yr,M_Re_trd_55_64_yr,M_Re_trd_65_74_yr,M_Re_trd_75_84_yr,M_Re_trd_85_yr_over,M_Re_trd_Tot,M_Acc_food_svc_15_19,M_Acc_food_svc_20_24,M_Acc_food_svc_25_34,M_Acc_food_svc_35_44,M_Acc_food_svc_45_54,M_Acc_food_svc_55_64,M_Acc_food_svc_65_74,M_Acc_food_svc_75_84,M_Acc_food_svc_85,M_Acc_food_svc_Tot,M_Trp_pos_wh_15_19,M_Trp_pos_wh_20_24,M_Trp_pos_wh_25_34,M_Trp_pos_wh_35_44,M_Trp_pos_wh_45_54,M_Trp_pos_wh_55_64,M_Trp_pos_wh_65_74,M_Trp_pos_wh_75_84,M_Trp_pos_wh_85,M_Trp_pos_wh_Tot,M_In_med_tcom_15_19,M_In_med_tcom_20_24,M_In_med_tcom_25_34,M_In_med_tcom_35_44,M_In_med_tcom_45_54,M_In_med_tcom_55_64,M_In_med_tcom_65_74,M_In_med_tcom_75_84,M_In_med_tcom_85,M_In_med_tcom_Tot,M_Fin_in_svc_15_19,M_Fin_in_svc_20_24,M_Fin_in_svc_25_34,M_Fin_in_svc_35_44,M_Fin_in_svc_45_54,M_Fin_in_svc_55_64,M_Fin_in_svc_65_74,M_Fin_in_svc_75_84,M_Fin_in_svc_85,M_Fin_in_svc_Tot,M_Rnt_hrg_rea_est_serv_15_19,M_Rnt_hrg_rea_est_serv_20_24,M_Rnt_hrg_rea_est_serv_25_34,M_Rnt_hrg_rea_est_serv_35_44,M_Rnt_hrg_rea_est_serv_45_54,M_Rnt_hrg_rea_est_serv_55_64,M_Rnt_hrg_rea_est_serv_65_74,M_Rnt_hrg_rea_est_serv_75_84,M_Rnt_hrg_rea_est_serv_85,M_Rnt_hrg_rea_est_serv_Tot,M_Prof_sc_tech_serv_15_19,M_Prof_sc_tech_serv_20_24,M_Prof_sc_tech_serv_25_34,M_Prof_sc_tech_serv_35_44,M_Prof_sc_tech_serv_45_54,M_Prof_sc_tech_serv_55_64,M_Prof_sc_tech_serv_65_74,M_Prof_sc_tech_serv_75_84,M_Prof_sc_tech_serv_85,M_Prof_sc_tech_serv_Tot,M_Adm_sup_serv_15_19,M_Adm_sup_serv_20_24,M_Adm_sup_serv_25_34,M_Adm_sup_serv_35_44,M_Adm_sup_serv_45_54,M_Adm_sup_serv_55_64,M_Adm_sup_serv_65_74,M_Adm_sup_serv_75_84,M_Adm_sup_serv_85_over,M_Adm_sup_serv_Tot,M_PubAd_saf_15_19,M_PubAd_saf_20_24,M_PubAd_saf_25_34,M_PubAd_saf_35_44,M_PubAd_saf_45_54,M_PubAd_saf_55_64,M_PubAd_saf_65_74,M_PubAd_saf_75_84,M_PubAd_saf_85_over,M_PubAd_saf_Tot,M_Ed_trng_15_19,M_Ed_trng_20_24,M_Ed_trng_25_34,M_Ed_trng_35_44,M_Ed_trng_45_54,M_Ed_trng_55_64,M_Ed_trng_65_74,M_Ed_trng_75_84,M_Ed_trng_85_over,M_Ed_trng_Tot,M_Hlth_cre_socia_assist_15_19,M_Hlth_cre_socia_assist_20_24,M_Hlth_cre_socia_assist_25_34,M_Hlth_cre_socia_assist_35_44,M_Hlth_cre_socia_assist_45_54,M_Hlth_cre_socia_assist_55_64,M_Hlth_cre_socia_assist_65_74,M_Hlth_cre_socia_assist_75_84,M_Hlth_cre_socia_assist_85,M_Hlth_cre_socia_assist_Tot,M_Arts_rec_svc_15_19,M_Arts_rec_svc_20_24,M_Arts_rec_svc_25_34,M_Arts_rec_svc_35_44,M_Arts_rec_svc_45_54,M_Arts_rec_svc_55_64,M_Arts_rec_svc_65_74,M_Arts_rec_svc_75_84,M_Arts_rec_svc_85,M_Arts_rec_svc_Tot,M_Oth_svc_15_19_yr,M_Oth_svc_20_24_yr,M_Oth_svc_25_34_yr,M_Oth_svc_35_44_yr,M_Oth_svc_45_54_yr,M_Oth_svc_55_64_yr,M_Oth_svc_65_74_yr,M_Oth_svc_75_84_yr,M_Oth_svc_85_yr_over,M_Oth_svc_Tot,M_Inad_desc_Ns_15_19,M_Inad_desc_Ns_20_24,M_Inad_desc_Ns_25_34,M_Inad_desc_Ns_35_44,M_Inad_desc_Ns_45_54,M_Inad_desc_Ns_55_64,M_Inad_desc_Ns_65_74,M_Inad_desc_Ns_75_84,M_Inad_desc_Ns_85,M_Inad_desc_Ns_Tot
507031174,0,3,4,3,0,7,0,0,0,24,0,7,31,20,25,13,0,0,0,100,19,25,57,85,72,53,9,0,0,321,0,3,8,12,12,3,3,0,0,40,16,38,93,89,81,33,8,0,0,363,3,5,28,21,36,16,3,0,0,106,13,28,38,33,28,14,3,0,0,159,42,22,20,15,8,3,0,0,0,109,3,18,42,52,48,39,9,0,0,214,3,0,6,4,3,0,0,0,0,17,0,0,3,3,5,0,0,0,0,18,0,0,3,8,7,0,0,0,0,19,0,4,22,21,17,8,0,0,0,70,3,10,21,20,18,18,3,0,0,87,0,8,45,32,36,32,3,0,0,155,0,0,6,21,11,16,3,0,0,58,0,3,17,17,16,19,0,0,0,70,0,5,6,3,6,4,0,0,0,30,3,11,30,17,23,9,0,0,0,89,13,17,44,48,36,25,8,0,0,188
507031261,3,3,7,5,8,6,3,0,0,25,0,6,37,25,14,4,0,0,0,94,9,17,32,33,25,21,3,0,0,141,0,0,12,3,8,3,0,0,0,33,13,49,88,43,48,36,3,0,0,283,0,3,11,12,9,3,0,0,0,33,10,16,28,17,5,5,3,0,0,94,27,15,19,10,4,0,0,0,0,66,0,4,22,23,29,16,6,0,0,109,0,0,8,3,0,0,0,0,0,15,0,3,12,3,0,3,0,0,0,19,0,0,10,3,4,3,0,0,0,18,0,8,44,25,15,10,0,0,0,106,0,3,17,3,6,0,0,0,0,35,0,4,32,24,14,13,3,0,0,91,0,3,11,16,3,7,0,0,0,49,0,0,13,8,12,3,0,0,0,42,3,0,7,3,7,0,0,0,0,16,0,4,13,12,15,6,3,0,0,62,3,10,38,14,20,27,0,0,0,114
507041175,0,0,7,0,6,12,6,0,0,27,0,6,30,64,58,34,8,0,0,199,4,3,18,41,28,21,5,0,0,129,0,3,10,15,10,13,3,0,0,40,5,35,57,54,63,49,19,3,0,287,3,4,9,12,20,21,5,0,0,66,32,41,30,33,34,17,5,0,0,196,44,40,34,19,9,12,4,0,0,162,3,3,29,16,29,26,3,0,0,114,0,0,6,9,11,3,0,0,0,30,0,8,17,18,30,25,14,7,0,111,0,10,18,16,29,31,12,7,0,121,3,19,74,74,80,75,29,9,0,363,0,8,9,12,6,5,6,0,0,61,0,4,17,25,19,36,15,0,0,112,9,14,15,18,27,35,15,0,0,139,4,12,34,55,63,33,13,8,0,223,3,9,19,10,3,3,0,0,0,46,0,6,18,4,18,13,5,0,0,67,0,14,26,28,37,32,11,0,0,150
507041176,0,0,0,0,0,0,0,0,0,0,0,0,13,18,14,4,0,0,0,48,3,3,12,6,18,15,4,0,0,54,0,0,6,7,7,3,0,0,0,19,3,13,19,20,16,16,3,0,0,92,0,3,7,5,3,4,0,0,0,24,23,15,15,12,13,6,0,0,0,88,20,5,12,11,5,0,3,0,0,58,0,0,14,13,10,13,4,0,0,52,0,0,4,3,0,0,0,0,0,16,0,4,3,17,3,3,4,0,0,37,0,0,3,0,4,3,3,0,0,14,0,17,13,33,21,17,3,0,0,109,0,0,0,3,4,0,0,0,0,15,3,8,16,11,25,21,4,0,0,79,3,9,6,14,24,20,6,0,0,77,4,4,9,11,13,11,6,0,0,66,4,3,3,3,0,0,0,0,0,16,0,0,6,5,3,3,0,0,0,19,0,3,8,12,7,11,0,0,0,37
507041177,0,3,8,0,4,10,0,3,0,30,0,6,37,48,74,21,7,0,0,191,9,6,37,53,62,44,15,0,0,230,0,0,9,18,13,7,0,0,0,49,3,43,131,119,106,45,21,5,0,470,10,14,19,21,32,25,5,0,0,126,41,50,32,39,38,25,6,3,0,236,54,39,32,33,7,11,3,0,0,174,3,0,25,41,61,34,17,0,0,180,3,3,13,10,10,7,0,0,0,43,3,7,11,10,20,16,0,0,0,69,0,3,10,22,9,16,3,0,0,65,0,9,76,84,56,31,9,5,0,273,0,3,13,16,18,10,3,0,0,68,0,6,42,44,59,38,11,0,0,198,5,16,45,44,42,47,24,0,0,231,3,14,30,53,41,45,15,0,0,197,9,10,18,12,12,9,0,0,0,72,4,14,22,16,17,16,6,0,0,95,4,10,40,36,36,22,15,0,0,173
507041178,0,0,8,0,6,5,4,0,0,28,0,5,47,64,78,39,6,0,0,236,5,13,35,45,58,43,4,0,0,206,0,0,15,15,14,10,0,0,0,60,12,38,84,98,99,50,9,4,0,397,7,6,18,20,24,21,21,0,0,111,56,69,47,43,38,30,18,0,0,296,48,39,34,36,19,11,6,3,0,193,3,19,26,30,39,35,12,0,0,161,5,3,17,9,9,3,0,0,0,53,0,4,27,31,36,22,8,3,0,126,0,3,15,14,23,26,12,4,0,90,3,30,98,118,104,87,39,3,0,480,3,12,8,11,10,18,0,0,0,57,0,12,24,40,57,46,18,0,0,203,7,18,22,40,51,47,18,0,0,205,3,14,50,55,49,44,20,3,0,226,11,7,12,10,14,4,0,0,0,58,5,10,12,18,23,10,3,0,0,80,9,13,34,40,43,19,11,3,0,174
507041179,0,0,7,0,0,3,0,0,0,5,0,0,20,29,22,18,3,0,0,103,7,3,17,25,24,18,8,0,0,103,0,0,3,5,8,11,0,0,0,24,8,16,34,45,39,26,3,0,0,176,3,0,10,22,14,14,4,0,0,66,21,23,25,18,15,14,12,0,0,134,25,22,24,14,15,9,3,0,0,114,0,0,19,18,28,15,6,0,0,86,0,5,9,5,5,10,0,0,0,25,0,8,11,12,12,16,3,0,0,59,0,0,3,6,3,0,9,0,0,21,0,9,41,52,50,26,21,4,0,209,0,5,6,10,19,3,9,0,0,46,0,11,15,25,32,24,11,0,0,116,10,15,21,27,39,34,13,0,0,149,0,14,29,24,24,17,4,3,0,114,3,6,7,3,3,3,0,0,0,32,0,4,13,8,11,10,12,0,0,63,0,6,10,17,16,22,5,3,0,87
507041180,3,3,0,8,3,7,3,0,0,23,3,11,27,41,55,35,4,0,0,173,10,15,36,31,40,53,10,0,0,192,0,4,18,13,10,13,7,0,0,60,18,44,91,53,72,54,12,0,0,341,0,15,11,23,30,32,9,0,0,121,42,52,35,25,28,27,7,0,0,224,37,34,28,11,15,13,3,0,0,141,3,12,13,32,40,48,13,3,0,162,3,6,10,4,6,7,0,0,0,39,0,9,14,20,20,19,3,0,0,87,0,6,8,4,10,8,5,0,0,44,3,20,41,71,62,62,12,0,0,280,0,11,11,11,11,22,11,0,0,77,3,3,18,49,48,76,9,0,0,208,7,9,28,24,44,77,17,0,0,215,7,20,33,41,21,29,7,3,0,162,16,11,13,6,5,10,4,0,0,65,0,15,19,17,16,26,6,0,0,112,4,18,36,26,35,33,8,0,0,159
507041181,0,3,3,3,12,9,0,0,0,29,0,4,44,89,91,36,4,0,0,270,9,13,50,68,94,42,10,6,0,288,0,0,10,16,10,10,0,0,0,48,19,46,104,136,122,62,20,0,3,500,5,9,15,26,41,25,4,0,0,118,42,66,44,41,49,28,9,0,0,275,63,43,22,24,16,13,3,0,0,190,9,8,25,43,53,47,10,0,0,203,3,3,7,12,11,0,0,0,0,39,0,4,25,41,45,16,4,0,0,138,3,4,23,24,26,18,12,0,0,115,7,25,73,96,101,75,21,3,0,401,4,13,21,15,24,9,6,0,0,94,3,7,43,56,82,39,17,0,0,253,7,12,29,48,45,57,21,3,0,229,3,17,39,43,59,50,6,8,0,221,14,16,14,11,12,12,7,0,0,86,0,15,28,13,33,23,7,3,3,120,16,12,35,66,58,39,6,5,0,232
507041182,0,3,3,5,8,3,5,0,0,29,0,3,29,35,43,24,9,0,0,139,3,14,41,50,56,64,10,0,0,242,0,0,0,8,14,10,0,0,0,34,15,44,82,64,67,65,9,0,0,346,7,11,14,18,18,18,6,0,0,99,49,80,69,29,26,30,14,0,0,310,40,56,55,21,12,14,9,0,0,207,4,8,28,23,47,59,15,0,0,188,0,3,8,5,8,8,0,0,0,37,0,5,17,15,11,14,0,0,0,55,0,5,18,3,9,10,0,0,0,52,3,23,71,59,53,46,18,0,0,269,3,4,23,17,8,19,3,0,0,81,0,16,30,36,46,44,12,0,0,190,7,16,42,24,35,65,11,0,0,201,3,24,40,27,23,30,9,3,0,156,7,11,10,13,8,5,3,0,0,55,8,10,32,10,25,19,4,0,0,108,14,21,32,32,27,32,11,0,0,165
507041183,0,0,0,0,0,0,3,0,0,3,0,0,16,21,8,3,0,0,0,52,3,13,23,14,24,7,3,0,0,93,0,0,3,4,3,5,0,0,0,20,4,17,59,47,37,10,3,0,0,179,0,0,9,8,6,0,0,0,0,25,7,18,10,13,9,3,0,0,0,62,11,10,11,8,4,0,0,0,0,41,3,0,15,11,24,7,0,0,0,68,0,0,5,0,3,0,0,0,0,11,0,0,6,7,0,3,0,0,0,20,0,3,0,3,4,0,0,0,0,12,0,3,31,21,9,6,0,0,0,76,3,4,10,4,0,3,0,0,0,25,0,0,11,21,18,11,4,0,0,64,0,4,14,17,13,7,3,0,0,58,0,5,13,24,11,4,0,0,0,58,3,5,8,3,3,3,0,0,0,20,0,3,6,12,7,6,0,0,0,34,9,10,13,19,15,6,0,0,0,68
507041184,0,0,0,0,5,0,0,0,0,12,0,3,13,21,18,17,3,0,0,75,3,8,13,19,17,23,7,0,0,84,0,3,4,3,12,16,0,0,0,36,9,17,25,13,29,23,13,3,0,130,3,6,10,11,12,10,6,0,0,61,46,44,24,15,23,18,10,0,0,171,21,28,23,10,10,16,3,0,0,111,0,9,5,8,18,20,7,0,0,64,3,0,3,4,3,6,0,0,0,22,0,5,11,11,23,16,0,0,0,64,0,4,7,10,9,16,4,0,0,46,0,8,33,36,33,40,18,3,0,166,4,3,3,3,4,4,0,0,0,28,0,3,11,18,23,44,3,0,0,95,8,15,15,9,22,23,11,0,0,106,0,13,19,22,19,25,7,0,0,107,9,4,4,4,7,0,3,0,0,32,3,8,3,3,4,14,3,0,0,40,3,9,14,6,11,12,14,0,0,63
507051185,0,11,12,19,16,12,9,3,0,74,3,30,258,205,146,58,0,0,0,704,22,82,244,225,185,99,11,0,0,862,4,8,50,41,42,13,0,0,0,170,68,190,494,355,239,94,18,0,0,1460,4,31,79,73,61,26,6,0,0,280,75,112,134,106,62,37,3,0,0,530,129,44,69,44,22,7,4,0,0,321,7,31,151,119,118,84,9,0,0,520,7,9,17,7,17,4,0,0,0,67,0,3,31,30,17,8,5,0,0,102,0,13,24,24,31,10,4,0,0,102,5,15,133,103,68,31,8,0,0,356,9,20,40,50,41,20,11,0,0,181,6,63,212,199,159,60,7,0,0,705,10,15,52,61,39,37,7,0,0,220,4,13,53,73,40,28,12,0,0,219,4,12,20,15,16,4,3,0,0,79,13,35,94,79,49,32,11,0,0,316,14,40,123,99,65,35,12,0,3,389
507051186,0,0,3,3,3,3,0,0,0,14,3,6,25,25,20,13,0,0,0,90,4,19,44,38,49,46,7,0,0,209,0,3,14,12,6,3,0,0,0,37,11,44,80,65,54,38,6,0,0,297,0,4,15,9,15,16,7,0,0,71,14,21,27,24,24,21,3,0,0,134,26,25,20,11,3,3,0,0,0,88,0,4,19,17,45,40,3,0,0,135,0,0,4,0,0,0,0,0,0,11,0,4,4,0,3,0,0,0,0,13,0,0,9,6,3,3,3,0,0,22,0,3,11,11,9,8,0,0,0,42,6,7,9,15,12,7,0,0,0,50,0,5,30,23,28,32,3,0,0,128,0,3,9,7,16,9,8,0,0,49,0,6,8,16,10,23,3,0,0,64,0,0,4,7,0,4,0,0,0,18,7,14,25,11,22,8,0,0,0,82,10,15,37,27,24,19,3,0,0,132
507051187,3,0,3,3,3,7,0,0,0,20,3,11,55,77,63,31,0,0,0,244,7,24,67,73,118,62,0,0,0,360,0,0,5,11,19,0,0,0,0,41,21,65,113,123,116,45,4,0,0,497,4,4,20,20,23,23,0,0,0,88,48,39,45,32,33,25,3,0,0,228,89,38,21,6,6,3,3,0,0,170,3,11,32,53,60,37,13,0,0,214,4,5,9,3,5,8,0,0,0,37,0,3,9,12,8,4,3,0,0,42,0,3,7,7,13,9,3,0,0,40,0,6,22,28,20,10,3,3,0,93,4,15,19,20,33,8,0,0,0,96,5,21,55,71,108,46,4,0,0,320,5,4,6,22,18,24,4,0,0,84,0,11,3,12,20,7,6,0,0,70,9,3,4,3,7,4,0,0,0,31,4,15,23,16,16,17,3,0,0,100,4,12,39,46,42,17,3,3,0,171
507051188,0,4,0,3,3,3,0,0,0,14,0,8,30,48,50,22,3,0,0,166,6,19,65,66,114,80,12,3,0,364,0,3,8,15,15,11,7,0,0,67,17,47,114,119,132,93,14,0,0,536,0,0,6,13,22,24,5,0,0,75,25,41,35,36,32,33,14,0,0,213,44,17,24,18,9,19,6,0,0,137,3,15,26,35,61,48,21,0,0,208,0,10,5,0,3,5,0,0,0,17,0,0,6,6,12,12,3,0,0,37,3,3,5,7,14,6,0,0,0,39,3,12,24,33,29,15,5,0,0,122,4,7,20,18,19,19,3,0,0,96,30,225,388,189,128,81,7,3,0,1046,0,5,18,16,11,26,13,0,0,88,0,8,15,15,20,25,12,4,0,97,3,3,4,5,10,3,3,0,0,33,7,7,18,19,23,23,6,0,0,118,8,18,37,31,36,44,7,0,0,193
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,0,0,3,8,3,0,0,0,13,0,6,35,43,37,25,4,0,0,148,8,26,46,59,100,64,6,0,0,312,0,3,9,9,18,17,0,0,0,59,26,51,121,86,93,52,10,0,0,438,0,4,16,16,15,15,0,0,0,59,36,29,27,12,14,25,8,3,0,141,32,15,15,4,11,3,0,0,0,76,8,9,12,30,45,48,7,0,0,153,5,0,3,3,10,3,0,0,0,23,0,0,4,8,4,7,4,0,0,35,0,0,3,3,10,8,8,3,0,34,0,10,25,22,20,26,13,4,0,114,0,6,16,10,16,20,3,0,0,75,4,24,49,54,71,46,10,0,0,254,0,5,13,17,22,27,0,0,0,89,3,5,14,11,14,14,10,0,0,68,3,4,4,0,0,3,0,0,0,16,0,9,17,15,16,14,5,0,0,80,10,11,20,26,30,28,3,0,0,124
507051191,0,0,7,4,3,5,0,0,0,21,4,17,118,174,146,37,0,0,0,501,20,35,118,145,145,68,5,0,0,537,0,3,17,26,34,9,0,0,0,96,63,100,247,285,246,70,16,0,0,1023,4,20,14,25,27,15,5,0,0,112,84,56,41,49,51,25,4,0,0,305,98,47,18,13,16,3,3,0,0,201,4,13,31,53,61,28,3,0,0,198,10,10,7,7,15,4,5,0,0,59,0,4,19,23,19,3,0,0,0,66,0,4,14,12,19,5,4,3,0,65,3,13,49,68,59,17,3,0,0,210,7,6,12,26,17,12,3,0,0,83,6,33,79,151,111,45,3,0,0,427,9,6,25,40,55,24,5,0,0,163,0,12,21,30,33,19,7,0,0,126,21,6,14,20,7,7,3,0,0,80,5,16,22,36,40,13,0,0,0,135,9,33,26,68,69,26,5,0,0,232
507051192,0,0,7,3,3,6,0,0,0,25,0,8,47,72,54,40,3,0,0,224,7,22,62,79,92,79,5,0,0,350,0,7,10,9,17,15,0,0,0,55,18,64,135,103,95,57,8,0,0,469,3,5,18,18,22,18,0,0,0,84,41,58,39,32,33,18,6,0,0,214,49,27,22,15,12,5,0,0,0,133,0,10,34,38,47,48,5,0,0,191,0,6,9,0,8,0,0,0,0,22,0,0,6,3,11,5,0,0,0,31,3,0,8,9,11,5,4,0,0,38,0,6,32,24,28,25,8,0,0,121,3,11,10,18,15,13,3,0,0,73,6,14,53,52,64,47,12,0,0,251,3,0,11,22,16,23,3,0,0,85,0,9,13,12,24,19,3,0,0,85,4,4,4,3,6,3,0,0,0,33,8,14,22,22,35,16,0,0,0,111,3,25,32,41,35,28,3,0,0,172
507051193,0,3,4,5,4,8,0,0,0,18,0,4,49,55,37,20,3,0,0,167,11,28,55,36,81,58,3,0,0,267,0,5,13,12,4,17,0,0,0,57,17,57,113,89,100,40,8,0,0,427,3,8,12,21,20,21,0,0,0,88,24,43,34,29,26,19,3,0,0,179,42,22,19,11,3,3,0,0,0,96,3,10,27,31,42,31,10,0,0,147,0,3,10,10,3,0,0,0,0,25,0,3,3,10,5,6,0,0,0,23,0,0,5,3,6,4,0,0,0,20,0,6,21,21,28,15,3,0,0,91,4,8,20,16,23,11,3,0,0,82,0,8,32,39,52,40,4,0,0,180,3,10,6,21,18,17,3,0,0,78,0,7,3,9,18,9,0,0,0,48,9,4,6,6,8,6,0,0,0,39,6,14,24,18,24,14,0,0,0,104,5,16,33,32,50,16,4,0,0,164
509011225,7,13,35,32,42,31,29,9,0,195,0,3,8,15,14,10,3,0,0,49,13,27,51,53,44,30,8,0,0,227,0,7,8,9,15,15,0,0,0,54,28,51,94,88,86,71,14,4,0,439,7,7,13,16,23,18,0,0,0,87,42,34,51,41,62,35,17,0,0,292,43,31,54,31,25,30,11,3,0,222,0,5,18,31,57,46,11,3,0,180,5,4,10,12,3,8,0,0,0,42,0,5,7,9,17,11,5,0,0,55,0,3,0,4,10,11,14,3,0,43,3,4,20,12,33,39,12,0,0,128,3,3,13,16,15,19,3,0,0,75,4,3,22,50,57,64,12,0,0,215,4,5,27,43,49,49,21,0,0,198,3,12,36,38,58,60,19,0,0,228,3,5,12,12,13,14,7,0,0,57,3,19,24,26,32,18,11,0,0,131,8,16,16,15,32,26,8,6,0,137
509011226,9,10,35,39,53,69,51,14,4,289,0,0,6,0,9,0,0,0,0,21,7,7,5,9,11,9,3,0,0,55,0,0,0,0,3,3,0,0,0,10,3,3,23,19,28,18,0,0,0,97,0,0,3,6,3,4,0,0,0,16,10,3,3,10,13,7,0,0,0,42,5,0,0,3,4,8,3,0,0,26,0,0,9,10,11,13,4,0,0,43,0,0,0,0,0,5,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,4,0,5,0,0,0,0,11,0,0,3,3,4,10,6,0,0,30,0,0,4,3,6,4,0,0,0,23,0,0,4,13,15,16,4,0,0,56,3,3,0,9,8,16,0,0,0,38,0,0,3,7,5,11,3,0,0,25,0,0,0,3,3,4,0,0,0,11,0,0,4,5,5,11,0,0,0,32,0,6,3,6,12,8,3,0,0,40
509011227,4,11,17,19,14,13,9,0,0,80,0,3,10,7,10,3,3,0,0,35,6,12,15,12,19,6,3,0,0,70,0,0,0,4,4,4,0,0,0,13,5,14,38,36,33,33,3,0,0,154,3,5,9,9,11,6,0,0,0,39,16,17,22,18,14,27,4,0,0,120,17,5,6,3,3,0,0,0,0,40,0,0,7,23,15,18,3,0,0,64,0,0,0,0,3,3,0,0,0,13,3,0,0,3,0,3,0,0,0,12,0,0,0,0,3,4,0,0,0,11,3,0,0,14,11,4,0,0,0,31,3,0,4,4,3,6,3,0,0,26,5,3,9,24,30,26,4,0,0,91,0,3,7,14,13,14,5,0,0,55,3,3,3,8,22,19,4,0,0,54,0,0,0,0,4,3,3,0,0,11,3,6,18,4,7,14,3,0,0,52,4,7,14,7,12,11,4,0,0,56
509011228,0,6,4,15,32,38,36,8,0,149,0,0,8,6,10,8,3,0,0,41,0,0,16,21,20,13,9,0,0,79,0,0,0,3,3,3,0,0,0,11,17,24,41,38,53,41,13,0,0,227,0,0,0,3,6,5,0,0,0,14,28,6,4,6,19,22,4,0,0,92,12,3,14,13,15,13,3,0,0,73,0,0,3,9,13,12,8,0,0,50,0,0,0,0,0,3,0,0,0,3,0,0,3,0,4,3,0,0,0,8,0,0,0,0,3,3,8,0,0,13,0,0,0,12,13,12,9,0,0,57,4,0,3,9,9,8,0,0,0,32,0,3,7,13,27,23,4,3,0,77,0,0,8,15,42,29,7,0,0,105,0,0,5,9,15,19,6,3,0,51,0,0,3,3,7,5,0,0,0,29,0,3,13,11,4,3,4,0,0,35,8,5,4,9,12,7,10,0,0,59
509011229,14,49,102,96,112,103,46,11,3,533,0,0,0,0,0,3,0,0,0,3,0,0,5,7,8,3,0,0,0,20,0,0,0,3,0,3,0,0,0,11,3,9,17,11,17,8,0,0,0,62,0,3,11,7,5,8,0,0,0,33,0,0,3,3,3,3,3,0,0,22,0,0,3,0,6,7,3,0,0,20,0,4,3,3,4,8,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,7,7,7,12,3,0,0,35,0,0,0,0,3,7,0,0,0,12,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,4,4,5,3,0,0,0,19,0,0,7,9,9,6,3,0,0,34
