SA2_MAINCODE_2016,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24,P_Grad_Dip_Cer_25_34,P_Grad_Dip_Cer_35_44,P_Grad_Dip_Cer_45_54,P_Grad_Dip_Cer_55_64,P_Grad_Dip_Cer_65_74,P_Grad_Dip_Cer_75_84,P_Grad_Dip_Cer_85_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
505031104,52,16,16,13,4,0,130,3,32,18,10,18,3,3,0,84,85,263,182,111,71,34,13,6,760,62,153,156,131,83,34,6,3,634,165,299,276,261,197,123,47,10,1385,44,10,15,17,11,3,0,0,104,15,20,38,39,29,24,9,7,171,215,334,329,324,244,146,52,17,1658,11,18,13,11,14,8,0,0,74,90,93,98,113,87,80,84,107,753,468,933,842,713,531,320,166,132,4101
505031105,110,135,60,27,9,0,399,0,30,70,84,31,19,6,0,238,139,295,493,487,186,89,31,11,1731,76,161,405,495,232,101,43,8,1523,324,455,627,881,443,197,77,14,3001,56,24,36,30,15,7,3,0,167,18,28,66,109,64,42,15,3,338,399,507,731,1013,519,241,94,10,3510,5,11,27,35,30,18,10,0,142,178,101,142,196,144,87,81,72,1007,807,1156,1971,2458,1206,580,264,106,8540
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
505031107,85,56,13,7,0,0,244,3,41,61,31,18,0,4,0,154,104,362,433,217,100,53,17,0,1287,72,185,325,255,104,43,27,7,1018,215,444,478,420,241,142,72,12,2029,30,27,24,18,14,0,4,0,129,13,38,71,48,31,22,10,0,221,259,511,569,488,284,164,80,17,2373,7,13,25,19,15,11,10,0,96,68,92,95,75,72,65,65,15,548,524,1278,1597,1141,599,343,203,39,5723
505031108,148,85,48,21,5,0,440,10,78,90,47,38,19,3,0,282,195,809,686,336,209,110,36,10,2381,136,440,436,341,247,157,46,26,1834,467,1034,790,764,621,354,142,34,4211,71,52,37,29,29,14,6,0,239,31,70,102,87,91,58,13,5,451,573,1158,927,881,737,423,154,42,4904,9,27,29,31,29,24,13,4,172,211,196,146,187,179,169,138,73,1293,1134,2824,2458,1912,1493,929,392,158,11295
505031255,41,19,4,3,0,0,126,3,30,27,18,4,0,0,0,84,59,336,199,86,25,22,5,0,727,67,259,182,113,44,17,0,0,682,238,554,287,208,74,46,5,3,1417,38,36,23,9,7,0,0,0,115,9,33,29,24,16,7,0,0,116,286,630,331,241,90,54,9,3,1648,8,16,8,8,5,0,0,0,51,107,173,112,72,34,33,12,0,546,529,1501,896,565,212,135,25,3,3859
505031256,0,0,6,0,0,0,8,0,0,0,0,5,0,0,0,7,4,10,12,15,9,6,0,0,60,0,0,6,16,8,6,0,0,41,21,15,24,29,13,12,3,0,114,0,0,6,0,0,0,0,0,10,0,0,0,8,3,0,0,0,13,23,16,28,38,18,12,3,0,137,0,0,0,0,0,0,0,0,0,17,11,20,12,7,8,3,0,88,45,30,74,89,56,39,11,0,336
505031257,3,4,4,7,0,0,25,0,8,9,9,8,3,0,0,29,9,32,26,22,21,18,10,0,143,13,25,41,40,36,25,4,3,189,40,112,101,124,83,48,22,3,529,12,10,5,4,6,0,0,0,44,3,8,13,12,7,7,3,0,49,57,127,113,145,92,61,25,3,623,0,3,4,4,5,4,0,0,19,38,40,40,45,47,52,29,4,293,111,238,238,265,212,169,77,7,1323
505031258,25,19,12,12,3,0,84,0,19,21,15,11,0,0,0,63,28,120,129,91,62,46,19,3,499,38,123,165,140,79,66,13,0,627,156,378,340,285,151,129,46,3,1490,30,28,14,7,5,3,0,0,102,15,34,33,37,17,29,4,4,183,198,445,399,325,176,154,53,7,1763,8,10,9,4,4,4,0,3,44,103,128,106,106,86,102,110,90,826,375,862,844,706,435,380,200,105,3899
506011110,71,36,32,15,3,0,235,4,20,17,19,27,10,3,0,99,69,346,270,117,92,48,32,3,972,88,303,242,159,127,71,39,10,1041,386,738,479,447,350,214,118,23,2761,111,63,47,29,35,17,0,3,300,27,48,67,61,40,42,22,0,309,526,850,591,533,426,269,138,25,3363,6,19,23,13,15,27,13,4,121,245,283,238,252,222,248,212,113,1823,951,1909,1450,1137,938,688,430,166,7660
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3
506011112,30,11,3,3,0,0,81,0,4,4,10,13,6,0,0,40,27,115,59,57,47,18,7,0,321,21,84,59,58,57,24,11,4,330,97,203,123,162,170,85,30,9,892,28,8,16,3,3,3,0,0,56,10,15,20,21,19,11,3,0,102,130,231,159,189,195,104,34,9,1051,3,3,5,9,5,5,0,0,30,50,65,56,56,53,44,34,20,370,235,532,373,382,374,201,93,37,2221
506011113,337,104,36,13,0,0,913,9,131,102,35,20,3,3,0,303,168,1403,869,289,137,37,5,0,2910,119,586,445,259,128,35,14,0,1583,314,895,556,353,210,92,23,4,2454,55,57,28,13,6,6,0,0,165,35,52,74,58,27,10,3,0,253,402,1000,657,424,240,110,27,4,2868,3,43,30,16,13,7,0,0,116,65,153,125,71,44,37,12,3,506,774,3726,2574,1204,620,244,64,6,9213
506011114,63,27,16,13,5,0,181,4,25,22,29,19,10,4,0,108,47,186,192,155,107,57,30,3,784,48,146,135,122,134,83,18,11,695,187,344,273,262,266,186,66,18,1607,43,33,22,16,13,9,3,0,133,16,27,38,35,37,27,11,0,192,245,406,333,320,310,225,74,23,1933,9,12,8,13,12,11,4,6,81,101,131,125,116,111,121,100,80,883,458,951,876,781,708,512,238,131,4652
506011115,39,35,27,10,10,0,137,4,14,15,34,22,4,6,0,94,36,144,152,133,113,70,32,10,699,25,71,123,154,119,77,43,3,618,148,214,224,286,285,186,65,17,1418,24,5,12,15,8,5,4,0,76,8,19,28,41,38,12,14,4,178,179,242,271,345,327,208,80,21,1674,6,3,3,8,6,8,4,0,37,52,52,70,86,93,107,72,39,582,308,534,670,791,714,498,252,77,3839
506011116,39,34,31,34,3,3,163,0,10,28,31,27,22,0,0,124,45,115,174,183,148,112,26,6,813,30,68,113,151,129,94,25,8,613,110,188,216,215,215,142,34,4,1131,25,7,3,13,8,4,0,0,63,7,14,29,23,31,26,8,0,133,142,206,250,254,253,173,38,4,1327,5,3,7,5,16,8,10,0,49,40,43,56,44,52,60,33,13,324,258,460,670,708,651,499,131,29,3412
506011117,43,18,3,4,0,0,119,3,12,8,15,3,0,0,0,45,46,233,168,78,39,11,4,0,584,62,207,205,92,64,23,7,8,657,233,535,359,260,186,65,26,12,1680,57,35,19,9,10,7,3,0,137,12,48,50,19,26,6,4,0,166,304,620,424,292,221,82,36,12,1984,6,16,11,7,9,3,0,0,53,108,120,87,80,63,48,32,4,544,529,1265,946,595,397,166,77,25,3994
506021118,123,63,54,20,3,0,437,7,35,53,44,40,17,4,0,195,143,606,443,225,157,74,24,4,1676,80,286,230,221,147,84,24,8,1069,229,497,372,335,253,156,87,18,1943,29,33,16,12,8,5,3,0,106,22,43,40,50,47,18,12,3,234,283,569,429,396,308,186,102,21,2285,6,18,20,8,13,16,3,3,86,205,341,242,220,198,174,158,108,1648,722,2030,1533,1174,915,575,310,148,7405
506021119,333,148,76,16,7,3,928,4,111,113,74,36,19,7,3,371,248,1274,758,382,218,91,34,13,3018,125,389,263,219,138,71,28,3,1233,208,475,301,272,221,123,49,25,1668,44,26,11,11,12,6,0,0,121,17,46,34,45,34,33,6,6,222,270,549,346,335,266,159,56,30,2008,7,36,20,21,13,11,4,3,118,210,374,210,219,195,166,110,88,1565,880,3066,2055,1392,943,535,241,133,9247
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,12,3,0,0,0,28,3,7,12,12,3,0,0,0,30
506021122,314,109,50,26,6,3,941,19,120,82,55,43,14,5,0,334,342,1520,787,349,221,108,42,3,3381,182,601,372,256,253,94,48,21,1827,383,785,537,476,402,243,135,44,3010,67,45,30,25,16,10,3,3,197,25,64,78,59,59,34,20,10,343,469,893,653,554,472,292,160,58,3558,23,54,32,30,29,17,11,3,198,395,687,392,312,311,247,214,92,2650,1443,4290,2630,1671,1378,802,488,175,12880
506021123,301,144,83,51,4,4,992,12,91,77,69,68,20,6,0,341,293,1250,668,334,218,101,25,3,2893,135,397,268,220,213,115,20,3,1356,165,429,254,231,220,105,47,18,1469,51,26,14,17,17,9,3,3,127,13,26,29,35,38,15,11,3,168,224,479,292,285,273,124,61,25,1764,10,33,24,15,18,14,4,0,114,166,383,284,235,167,106,87,28,1450,848,3019,1906,1306,1043,522,211,66,8918
506031124,284,121,84,35,9,8,1116,25,86,82,47,50,15,3,0,314,555,1476,623,294,213,124,46,26,3359,350,409,238,169,154,108,58,31,1506,282,402,254,244,206,163,114,56,1720,56,32,23,6,16,4,0,0,145,43,42,25,41,38,25,26,20,258,381,477,306,297,252,193,139,76,2127,39,44,22,22,12,15,11,4,172,348,419,265,186,168,195,317,496,2404,1742,3445,1815,1128,942,698,588,637,10994
506031125,111,126,59,22,3,4,426,3,38,42,57,34,7,3,0,180,153,353,373,300,188,72,17,3,1467,64,82,147,252,164,66,24,7,801,156,149,206,266,209,117,29,9,1143,35,15,9,24,12,8,3,0,105,11,11,25,45,22,20,0,0,132,199,173,240,331,242,145,35,12,1382,9,18,14,14,16,10,9,0,87,58,38,36,64,50,48,20,7,317,501,797,968,1138,749,367,116,27,4664
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,289,72,35,14,3,0,962,12,99,58,26,17,14,0,0,224,274,1455,641,312,143,62,22,3,2910,240,553,298,154,122,50,13,3,1431,257,471,342,282,217,132,54,17,1762,61,31,32,19,6,7,0,0,156,26,56,60,32,37,17,3,0,235,337,561,429,338,257,161,56,13,2153,15,43,42,16,9,13,0,0,142,240,368,202,136,113,91,89,29,1267,1129,3601,1960,1052,692,396,190,50,9075
506031128,123,89,68,25,11,3,490,9,64,56,49,36,14,4,0,224,153,677,427,238,178,119,55,14,1857,70,222,178,160,213,113,42,14,1013,206,396,284,291,336,205,101,27,1847,40,22,19,20,19,11,4,0,128,10,27,35,40,41,29,23,4,212,254,454,338,350,386,249,125,32,2190,11,12,16,17,19,22,7,0,111,84,113,82,78,105,91,87,72,711,584,1711,1229,977,1006,630,320,127,6593
506031129,260,258,149,73,14,0,908,10,30,64,80,73,30,3,4,295,233,476,601,599,324,228,78,25,2555,55,96,169,235,206,155,95,24,1039,112,129,149,249,183,157,109,31,1119,17,7,17,17,7,11,0,0,73,13,15,35,49,40,41,27,5,219,146,146,201,308,234,206,130,37,1408,9,11,9,20,13,13,17,10,100,68,38,54,81,55,79,134,142,646,519,942,1362,1583,1061,775,474,239,6966
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,8,0,4,3,0,0,3,0,0,8
506031131,399,306,147,57,17,0,1087,5,41,105,96,72,38,5,0,363,292,563,935,725,431,227,68,9,3248,89,148,283,349,280,211,58,15,1439,155,185,299,338,330,211,63,19,1601,41,13,31,19,21,7,3,0,133,13,14,31,52,54,54,17,3,234,214,218,359,412,402,262,83,21,1966,4,17,40,32,20,21,7,3,152,91,66,68,62,85,101,66,39,572,706,1189,2186,1971,1443,923,307,95,8819
506041132,171,58,34,15,5,0,572,4,52,32,27,21,13,0,0,155,151,851,488,233,131,71,23,5,1963,103,372,270,179,145,72,34,4,1178,313,582,466,388,324,222,85,22,2408,62,37,27,18,25,7,0,0,185,22,47,64,65,45,31,19,5,294,404,670,557,478,399,257,102,28,2889,10,39,30,16,14,24,10,3,146,156,241,181,155,144,137,90,29,1127,843,2496,1730,1147,888,587,264,68,8027
506041133,422,210,64,41,11,0,1094,8,48,82,76,34,10,0,0,262,292,1059,998,553,236,89,30,3,3256,125,306,405,370,221,94,29,6,1554,269,429,524,555,339,164,43,6,2329,60,29,37,39,17,4,0,0,184,31,31,75,67,53,27,10,0,294,360,485,636,655,406,199,53,12,2805,15,36,43,29,25,13,7,0,177,424,480,427,212,118,61,70,70,1858,1243,2744,3020,2109,1098,509,196,86,11008
506041134,95,47,27,14,6,0,306,3,35,19,18,15,14,4,0,112,79,398,303,157,118,78,45,12,1188,95,284,262,163,162,97,53,9,1126,350,680,519,475,425,274,154,43,2918,93,81,39,42,16,5,3,0,287,35,59,50,53,37,40,20,7,289,476,818,610,568,473,323,178,53,3493,11,23,18,18,17,20,19,6,123,248,289,254,201,215,217,206,105,1729,914,1964,1562,1167,1035,756,506,189,8092
506041135,225,104,28,16,0,0,590,9,43,73,36,31,12,0,0,199,151,713,627,287,139,59,21,0,1997,90,328,394,273,161,72,9,3,1336,288,610,557,492,334,183,68,6,2543,59,38,39,36,25,3,3,0,201,23,43,62,64,41,23,4,3,271,372,695,657,592,396,212,74,12,3015,12,23,29,13,16,10,3,0,107,98,126,143,99,87,74,37,12,676,744,2140,2148,1411,854,450,146,27,7923
506041136,66,36,22,10,3,0,253,3,15,21,13,20,10,0,0,74,68,337,231,129,98,60,24,4,962,90,247,185,148,102,78,18,8,876,230,404,371,299,299,159,87,18,1866,53,43,29,21,17,4,5,0,168,21,36,54,48,30,20,17,3,222,300,485,456,367,344,181,106,21,2260,6,13,26,8,9,13,6,3,77,156,136,147,130,146,124,131,91,1058,616,1363,1123,825,744,468,289,131,5565
506041137,162,83,56,20,10,0,499,9,67,62,54,47,16,3,0,269,160,727,550,332,233,125,46,0,2178,134,335,354,320,269,149,54,15,1630,343,620,601,603,583,366,159,33,3308,102,45,42,29,26,12,0,0,259,30,54,82,68,77,52,21,0,381,478,724,727,705,684,427,177,30,3946,14,31,28,40,25,27,10,5,176,162,160,152,173,168,175,146,55,1189,963,2211,2029,1706,1477,941,447,106,9883
506051138,146,60,34,8,0,3,401,7,36,51,23,25,13,3,0,167,112,580,469,223,143,65,27,13,1623,69,281,310,280,185,101,40,10,1270,325,684,588,506,433,221,102,19,2876,68,53,34,25,15,3,0,0,208,27,49,75,61,60,31,11,3,323,418,788,701,593,509,259,116,22,3407,7,27,25,11,17,16,9,0,109,131,167,157,145,156,162,107,69,1088,755,2018,1859,1331,1075,623,296,112,8070
506051139,30,20,16,6,7,0,113,7,32,29,26,20,5,0,0,115,61,254,232,114,74,41,31,0,807,62,150,168,149,113,76,27,5,758,265,505,409,357,269,172,88,19,2076,49,27,21,6,7,3,0,0,123,15,26,47,40,33,12,10,5,191,322,562,471,404,310,192,100,20,2393,0,9,13,16,8,13,5,0,65,115,147,117,113,117,113,75,24,826,568,1199,1056,844,656,446,243,52,5069
506051140,89,113,99,88,28,4,450,8,34,45,87,74,42,6,4,299,92,263,392,367,303,275,113,25,1836,41,128,210,301,274,245,99,26,1329,231,303,343,437,358,288,129,31,2119,30,17,25,24,14,12,6,0,130,11,21,41,46,63,47,38,6,274,279,340,407,510,433,350,172,40,2530,7,8,7,16,26,36,19,3,110,101,83,77,117,138,126,140,60,842,528,885,1234,1505,1338,1157,582,160,7395
506051141,61,78,71,42,21,0,306,3,19,53,73,62,33,0,0,243,63,184,292,286,220,162,64,11,1291,47,73,162,218,188,171,71,15,942,152,245,289,410,249,178,94,21,1632,23,8,22,18,10,16,4,0,97,9,18,39,60,31,43,12,7,206,187,272,346,481,283,236,110,21,1937,5,0,10,10,14,23,10,4,69,102,48,52,76,111,115,102,54,664,398,624,981,1217,948,778,385,103,5442
506061142,68,29,17,9,0,0,216,0,46,45,21,13,7,0,0,136,63,395,278,142,77,36,15,3,1008,86,401,255,168,133,44,24,3,1114,437,1014,563,422,284,141,25,12,2906,52,83,25,25,6,4,0,0,195,22,62,53,49,28,18,4,3,245,513,1158,643,493,323,166,37,10,3344,5,16,20,17,10,3,0,0,80,138,187,135,103,82,50,26,16,731,815,2299,1444,969,666,307,100,35,6627
506061143,18,19,19,3,0,0,69,0,3,21,30,11,4,0,0,67,36,79,109,102,52,36,4,3,415,28,51,85,111,67,28,8,0,371,148,164,204,278,194,101,20,4,1121,33,11,9,21,6,3,0,0,81,13,12,25,27,19,10,7,0,114,201,185,242,323,222,108,25,4,1317,6,3,3,5,7,6,0,0,29,69,43,58,78,52,44,30,7,373,333,374,525,659,429,234,72,18,2644
506061144,3,11,6,10,0,0,38,0,3,5,13,8,5,0,0,41,13,44,61,72,41,33,6,3,278,13,29,47,73,57,40,13,0,272,62,130,128,186,107,79,33,7,728,14,8,3,5,11,3,0,0,44,3,5,13,29,14,10,3,0,83,75,140,146,221,126,91,37,7,852,0,3,3,3,3,0,0,0,19,73,107,167,146,96,75,42,7,717,182,328,435,547,346,248,107,18,2214
506071145,286,169,117,61,30,0,1023,17,104,93,101,68,24,13,4,417,339,1161,641,418,363,176,67,32,3192,84,228,188,164,214,141,68,34,1123,171,321,196,171,172,124,50,33,1223,31,20,13,15,9,6,0,0,96,11,29,28,25,46,28,10,6,196,211,363,237,209,232,161,61,40,1514,5,22,6,15,20,18,23,12,119,147,190,154,134,144,99,92,87,1043,822,2400,1607,1212,1151,684,349,208,8433
506071146,181,190,135,65,20,4,773,6,47,61,69,60,29,8,3,289,229,568,397,392,284,134,59,15,2079,75,123,123,148,168,112,60,14,821,113,141,112,136,152,92,41,21,814,25,10,5,6,10,8,0,3,68,16,21,12,32,31,28,5,9,158,152,171,138,172,187,127,50,29,1036,19,15,18,20,15,18,9,4,111,110,58,74,65,91,106,106,194,796,604,1162,991,1057,942,592,312,260,5920
506071147,365,284,227,125,21,8,1382,9,90,107,132,114,46,8,4,506,324,1059,845,654,500,261,80,22,3746,83,224,185,252,279,183,69,22,1301,146,253,187,228,205,128,43,23,1210,34,8,9,15,13,13,3,0,98,13,30,24,43,66,37,23,8,247,192,294,223,285,287,188,63,32,1552,7,22,17,22,23,24,12,7,134,156,278,187,184,179,187,129,91,1384,788,2312,1938,1805,1599,1010,379,179,10006
507011148,233,108,43,15,3,0,601,5,83,102,66,23,12,0,0,295,134,772,856,341,119,52,11,6,2300,78,308,414,305,120,61,16,7,1305,277,521,642,463,237,89,38,4,2265,58,43,32,24,17,3,0,0,179,14,46,71,60,37,22,9,0,266,347,603,748,549,286,117,44,4,2706,3,18,31,24,11,9,0,0,100,102,122,116,87,81,60,46,39,659,683,2101,2515,1480,682,325,126,59,7976
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,44,31,25,11,0,0,153,3,17,29,29,22,5,3,0,109,79,216,236,159,106,49,16,0,852,44,111,150,160,122,48,10,5,658,145,235,274,333,237,151,77,15,1470,17,15,14,13,6,3,0,0,78,6,15,30,50,29,21,4,0,155,169,271,321,397,273,177,82,17,1697,0,14,21,15,12,7,0,0,63,50,44,55,82,74,79,64,22,478,347,707,853,872,637,381,183,46,4016
507011153,83,44,31,14,0,3,241,3,36,26,38,23,5,0,0,135,67,313,236,176,109,38,14,6,956,35,116,110,128,94,43,23,0,553,96,231,248,205,174,107,47,7,1127,31,25,12,4,7,8,0,0,81,6,25,26,39,25,14,11,4,151,137,276,287,253,205,129,61,9,1360,0,7,12,12,10,8,4,0,55,79,85,89,75,76,89,72,11,572,320,903,850,721,539,326,180,38,3871
507011154,88,65,43,18,0,0,305,0,39,52,50,31,12,7,0,184,63,348,341,211,118,46,14,7,1140,47,172,164,146,104,67,17,14,731,139,318,256,262,194,147,63,20,1394,30,24,15,11,15,3,0,0,101,13,27,34,28,30,19,14,3,164,180,367,301,307,244,167,77,22,1664,9,18,20,16,11,9,4,0,84,112,166,130,147,131,139,130,103,1057,415,1186,1090,943,683,456,248,148,5171
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,5,0,0,0,14
507011158,35,27,17,7,3,0,115,3,9,11,18,15,7,0,0,52,32,112,120,63,52,12,10,0,400,7,35,44,61,53,37,5,0,245,28,63,34,76,61,41,6,0,306,3,3,3,0,0,4,0,0,14,0,4,3,8,11,3,0,0,27,35,70,44,81,73,44,6,0,350,4,0,4,4,3,3,3,0,19,12,53,32,45,47,24,16,11,231,88,307,283,306,254,125,39,10,1413
507011159,93,60,46,7,3,0,323,9,51,35,44,34,12,0,0,180,123,535,292,192,114,53,21,10,1343,70,148,152,179,126,65,35,9,772,209,358,304,313,276,126,59,15,1665,40,25,24,20,3,9,4,3,122,16,24,37,49,43,18,7,8,195,268,408,365,377,324,148,74,19,1976,3,17,25,15,12,18,6,0,87,125,109,102,99,97,66,69,45,715,602,1361,1062,963,751,367,202,91,5400
507011160,48,28,20,15,0,3,170,3,28,30,33,17,10,0,0,117,65,270,211,131,73,37,15,3,804,41,152,165,103,107,62,23,3,659,160,319,324,310,260,176,68,22,1638,29,21,32,10,14,5,0,0,110,18,25,40,42,30,16,11,0,187,208,370,392,369,308,202,80,19,1940,4,15,11,16,11,12,5,0,70,88,138,114,95,113,134,138,119,931,409,1029,958,769,642,459,267,150,4677
507011161,201,68,32,9,3,0,558,4,78,80,41,14,3,3,0,223,141,834,632,221,100,34,19,6,1987,82,369,334,180,129,49,12,4,1158,235,605,473,313,202,62,32,5,1923,55,36,27,17,8,9,0,0,152,22,36,56,50,34,17,5,4,225,310,679,558,381,241,87,35,14,2302,7,22,28,17,6,10,7,0,99,108,206,146,104,73,30,43,35,744,663,2420,1969,1012,599,223,112,57,7065
507011163,33,21,18,3,0,0,113,0,32,38,10,5,8,0,0,100,57,230,163,90,51,13,3,4,612,44,98,111,106,80,20,8,3,477,142,285,291,279,197,62,17,7,1270,26,22,14,10,9,0,0,0,83,7,29,23,30,17,12,6,3,120,170,335,334,312,220,73,27,6,1470,6,11,12,8,11,10,6,0,63,79,79,79,92,58,49,36,5,482,357,830,769,651,449,176,80,19,3323
507011259,73,35,9,9,0,0,181,3,36,39,21,10,3,0,0,107,46,310,259,144,61,20,8,0,850,44,162,164,127,61,23,3,0,586,153,320,307,245,147,72,20,0,1258,26,23,17,16,8,4,3,0,93,12,34,25,28,21,10,3,0,137,190,377,349,287,171,88,28,3,1487,0,14,11,17,7,3,0,0,49,79,84,81,80,48,40,17,9,447,365,1034,969,693,364,193,62,12,3703
