SA2_MAINCODE_2016,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Turk_Bth_prnts_brn_os,Turk_Father_only_born_os,Turk_Mother_only_born_os,Turk_Bth_prnts_born_Aus,Turk_bp_ns,Turk_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_persns_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
511021277,58,351,280,2940,49,3680,0,0,4,133,0,135,41,4,0,13,3,69,6,3,4,9,0,18,124,27,11,28,0,190,998,339,264,2183,45,3830,60,0,3,0,0,61,34,6,4,8,0,57,122,31,22,194,7,375,21,10,0,20,0,50,6,0,0,3,0,13,12,0,0,12,0,24,149,47,50,557,15,818,96,27,17,92,5,241,3,0,0,0,0,3,0,0,3,0,0,3,6,0,0,3,0,6,7,4,0,4,0,12,17,0,4,3,0,21,43,9,7,7,0,74,46,7,15,10,0,80,3,4,0,6,0,15,194,76,65,546,10,898,0,0,0,0,0,4,28,0,3,0,0,38,5,0,0,9,0,18,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,31,4,3,19,0,69,235,43,50,62,4,388,19,4,7,54,889,969,1951,612,491,5194,1002,9244
511031278,26,234,174,2273,58,2772,0,12,3,168,6,199,31,0,4,13,3,54,19,6,0,11,0,28,61,13,8,23,0,105,564,187,158,1466,57,2431,126,0,15,4,0,143,21,0,0,8,0,35,74,25,12,162,3,275,4,3,0,6,0,18,0,0,0,0,0,0,34,0,0,0,0,34,155,38,23,382,10,609,35,31,7,128,3,214,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,3,3,3,0,12,233,20,26,4,5,286,88,13,11,0,0,117,21,0,3,17,0,41,0,0,0,8,0,8,197,49,24,319,8,595,4,0,0,0,0,4,56,7,9,0,4,69,8,0,3,3,0,18,0,0,0,0,0,0,5,0,0,4,0,12,9,0,0,0,0,10,12,5,0,15,0,42,266,34,37,71,3,406,27,12,3,61,938,1034,1587,408,314,3745,1060,7116
511031279,127,499,397,3871,62,4951,0,0,0,232,11,247,186,0,19,17,0,218,26,10,7,30,0,76,95,32,10,31,3,169,1289,396,353,2692,78,4814,392,6,27,0,6,436,31,4,0,15,0,45,134,55,50,310,6,553,13,3,3,28,0,50,8,4,0,6,0,17,300,10,3,5,0,314,353,75,57,768,13,1273,108,63,19,347,8,545,12,0,0,0,0,12,3,0,0,3,0,8,0,3,0,3,0,5,4,0,0,8,0,16,460,13,16,9,22,518,209,41,29,18,6,307,43,12,4,24,0,78,15,3,4,8,0,30,368,86,77,611,23,1159,7,0,0,0,0,8,178,9,17,3,0,204,31,0,0,5,0,39,21,0,0,3,0,27,9,0,0,0,0,9,21,0,0,0,0,21,41,9,0,35,0,94,1068,58,64,117,3,1318,63,15,10,96,1551,1732,4438,833,671,6696,1733,14373
511031280,53,327,329,2533,39,3279,3,4,0,78,0,86,90,3,16,14,3,122,38,8,4,28,0,74,72,18,7,31,0,135,845,281,247,1784,42,3201,94,0,23,7,0,124,28,4,0,17,0,48,103,29,24,187,0,338,7,3,0,7,0,17,3,0,0,10,0,12,123,5,0,5,0,130,239,79,53,601,9,984,59,27,14,169,3,270,9,0,4,0,0,15,3,3,0,0,0,13,4,4,0,3,0,9,7,3,0,0,0,7,242,18,12,0,4,274,125,38,41,16,0,218,30,8,4,22,0,68,15,0,0,0,0,19,281,88,47,453,7,868,0,0,0,3,0,4,97,4,0,3,0,107,14,0,0,8,0,27,11,0,3,0,0,17,7,0,0,0,0,7,10,0,0,0,0,9,28,17,5,23,0,73,603,60,52,69,9,790,33,0,10,48,595,688,2518,599,505,4411,680,8718
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,7
511031282,49,187,173,1648,48,2108,0,0,0,139,0,138,21,3,4,3,0,27,11,3,0,4,0,21,36,8,9,17,0,70,535,157,118,1147,39,1993,50,3,11,0,0,63,16,0,0,6,0,29,47,13,18,118,3,199,4,6,0,3,0,11,10,4,0,0,0,16,26,0,0,0,0,32,139,26,27,296,4,493,19,23,7,78,3,126,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,4,184,10,18,7,7,226,84,11,9,3,6,115,11,3,3,11,0,29,0,0,0,3,0,3,147,42,37,276,0,502,9,0,0,0,0,9,47,3,7,0,0,50,22,0,0,4,0,30,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,14,3,7,15,0,39,187,25,26,44,0,279,12,4,8,47,1072,1148,1312,307,284,2883,1174,5957
511031283,38,208,137,1397,29,1816,0,3,0,1737,7,1752,38,0,3,4,0,48,7,3,0,7,0,17,55,16,5,15,0,99,695,179,126,994,14,2011,55,0,0,0,0,59,16,0,3,19,0,34,61,24,12,94,7,199,6,5,3,8,0,28,13,3,0,0,0,15,29,4,0,0,0,41,166,19,25,300,4,522,39,24,15,62,0,139,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,3,9,3,0,3,0,11,157,3,3,0,3,175,85,12,7,0,0,108,18,7,3,9,0,34,4,0,0,0,0,4,222,40,28,274,7,561,6,0,0,0,0,7,31,0,3,0,0,37,14,3,0,11,0,31,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,28,3,0,9,0,46,260,20,23,53,0,360,20,3,0,39,1659,1713,1604,351,235,4099,1706,8004
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,75,391,347,3855,114,4785,3,6,3,150,4,166,89,4,3,35,8,132,9,4,3,11,0,23,92,16,16,58,0,188,909,411,276,2834,93,4529,226,3,30,3,0,258,11,3,8,22,0,42,93,22,17,229,5,378,13,4,6,15,0,34,8,0,5,3,0,15,107,10,5,3,4,127,151,81,60,916,14,1225,131,47,18,236,7,435,0,0,0,0,0,3,0,0,0,0,3,7,12,0,0,5,0,22,10,7,3,8,0,23,57,9,9,15,6,88,54,26,12,10,5,100,19,4,0,15,0,40,10,3,0,3,0,16,205,89,55,602,20,971,3,0,0,0,0,9,56,5,3,0,3,63,23,3,0,10,0,39,14,3,0,0,0,14,0,0,0,0,0,3,48,0,0,0,0,51,31,7,15,27,0,79,342,76,75,173,14,682,22,8,7,92,1297,1421,2339,766,567,6797,1523,11994
511041286,34,251,207,2929,51,3478,0,6,0,128,3,134,24,0,0,6,0,27,3,6,0,10,0,17,42,20,14,30,0,106,478,224,191,1989,65,2955,79,0,14,0,3,97,8,4,3,12,0,32,47,20,14,139,0,218,0,0,0,13,0,17,3,3,0,0,0,11,23,0,4,0,0,29,68,48,29,454,8,610,63,29,20,152,8,270,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,7,4,6,0,0,0,10,34,11,4,14,0,64,36,19,10,14,0,78,5,6,0,8,0,25,8,5,0,3,0,19,129,38,37,340,3,553,0,0,0,0,0,0,38,3,4,0,0,46,9,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,48,15,7,0,17,0,45,159,29,24,120,6,346,13,0,4,73,855,948,1094,430,349,4805,992,7670
511041287,51,300,262,2974,41,3628,0,9,11,64,0,84,19,0,0,13,0,32,9,3,0,5,0,15,53,20,10,32,0,118,576,312,215,2014,30,3145,68,4,3,4,0,81,18,4,0,7,0,29,86,35,18,183,4,320,9,8,3,10,0,27,4,3,0,0,0,9,8,3,0,5,0,15,110,45,37,524,8,725,45,35,5,138,3,225,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,7,0,26,10,3,3,0,0,14,32,10,14,3,0,57,37,17,16,3,0,72,25,6,7,15,0,51,11,0,0,3,0,15,150,61,37,417,4,666,4,0,0,0,0,6,67,3,3,3,0,82,17,3,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,17,33,7,3,22,0,62,203,30,29,107,0,375,9,0,3,65,387,461,1298,524,382,4855,466,7527
511041288,50,420,302,3295,48,4122,0,0,0,67,0,66,58,3,3,18,0,83,3,5,3,18,0,29,97,21,15,44,0,174,831,352,272,2451,47,3951,133,8,21,5,0,171,25,3,6,19,0,50,89,15,21,171,11,310,11,9,0,7,0,26,4,7,0,3,0,15,141,3,0,3,3,154,154,90,45,616,14,923,144,51,22,254,6,481,3,3,3,3,0,13,0,0,0,0,0,0,7,3,7,8,0,26,12,0,0,0,0,13,40,3,0,4,0,53,44,25,10,6,0,87,27,3,7,17,0,53,5,0,0,3,0,6,213,110,71,522,17,928,3,0,0,0,0,3,122,3,0,6,0,136,11,0,0,12,3,33,27,0,0,0,0,27,0,0,0,0,0,3,8,0,3,0,0,19,32,6,4,38,0,78,419,67,63,222,3,765,30,0,0,59,519,607,2223,716,507,5728,634,9803
511041289,24,179,123,1371,14,1713,0,0,0,8,0,8,4,0,0,3,0,8,4,4,0,8,0,16,34,13,3,19,0,59,352,144,117,994,22,1622,8,0,0,0,0,8,5,4,0,3,0,12,32,6,12,93,4,150,4,5,0,12,0,15,3,0,0,0,0,7,5,0,0,0,0,3,62,26,26,247,5,373,13,11,0,57,0,79,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,3,0,41,22,7,7,5,0,38,14,9,3,10,0,35,4,0,0,0,0,6,82,29,20,230,0,367,0,0,0,0,0,0,4,3,0,0,0,9,6,3,0,0,0,13,4,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,13,8,0,11,0,35,74,15,16,39,0,138,7,0,0,20,198,235,664,289,189,2292,240,3677
511041290,24,151,114,1270,43,1606,0,0,0,332,3,336,35,0,3,4,0,41,10,0,0,12,0,19,49,8,5,24,0,92,527,121,114,867,29,1654,29,0,0,0,0,31,10,0,0,11,0,23,47,14,12,123,4,199,3,0,0,10,0,15,0,0,0,0,0,3,22,0,0,3,0,30,137,24,22,292,6,482,28,13,4,53,0,103,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,3,0,5,94,3,0,0,0,100,50,10,3,0,0,64,22,4,0,11,0,36,0,0,0,3,0,7,155,34,26,219,7,443,3,0,0,3,0,11,34,0,0,0,0,38,14,5,3,4,0,28,4,0,0,0,0,4,0,0,0,0,0,3,8,0,0,0,0,8,19,0,0,10,0,33,201,14,19,44,3,281,18,0,0,40,1374,1426,1190,244,202,2504,1447,5588
511041291,29,149,126,1628,24,1961,0,0,0,53,0,53,13,0,0,8,0,23,3,3,0,10,0,17,46,7,5,11,0,75,364,164,145,1243,37,1959,17,0,0,0,0,16,14,0,0,5,0,22,34,10,15,110,0,179,0,0,0,5,0,8,3,0,3,0,0,4,24,4,0,5,0,35,60,28,22,318,11,442,17,17,0,60,0,95,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,36,0,0,7,3,44,19,12,5,7,0,42,13,0,0,14,0,21,0,0,0,0,0,0,96,36,22,272,0,424,3,0,0,0,0,3,17,0,3,0,0,21,0,0,3,6,0,9,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,10,0,26,92,14,16,18,0,143,7,4,0,66,358,436,745,267,229,2884,431,4554
511041292,44,234,192,2553,59,3072,0,0,0,46,0,49,12,3,0,14,0,28,0,3,0,10,0,12,55,13,16,19,0,99,644,226,189,1933,40,3026,12,0,0,5,0,18,17,0,0,11,0,30,75,11,26,164,0,279,3,0,0,3,0,9,15,0,0,0,0,15,11,4,0,5,0,20,94,36,27,496,11,663,49,22,6,95,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,14,6,0,0,0,13,22,0,4,0,0,26,32,16,4,0,0,51,16,4,3,10,0,27,0,0,0,0,0,3,140,60,37,408,9,661,0,0,0,0,0,3,34,0,0,0,0,32,0,4,3,24,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,28,5,4,24,0,63,121,8,24,79,5,230,14,4,0,46,818,890,1169,391,322,4412,920,7222
597979799,15,106,79,585,3,796,0,0,0,3,0,4,36,9,0,9,0,45,6,3,0,5,0,10,33,17,6,14,0,70,447,99,88,596,15,1242,28,0,3,0,0,30,14,0,0,5,0,19,40,22,9,81,0,150,0,3,0,0,0,7,0,4,0,0,0,7,38,0,4,0,0,37,124,23,21,200,4,370,29,12,7,51,0,99,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,8,7,3,0,0,0,8,38,0,0,0,0,38,41,3,0,0,0,42,14,7,3,3,0,29,12,0,0,6,0,17,188,38,25,186,9,441,3,0,0,0,0,6,6,0,0,0,0,9,11,0,0,3,0,18,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,20,0,0,4,0,28,177,25,7,28,0,238,15,0,0,7,942,966,1086,221,149,1255,959,3668
