SA2_MAINCODE_2016,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,Percent_Unemployment_M,Percent_Unemployment_F,Percent_Unemployment_P,Pcent_Lab_force_particip_M,Pcent_Lab_force_particip_F,Pcent_Lab_force_particip_P,Pcent_Employmnt_to_pop_M,Pcent_Employmnt_to_pop_F,Pcent_Employmnt_to_pop_P,Non_sc_quals_Postgrad_Deg_M,Non_sc_quals_Postgrad_Deg_F,Non_sc_quals_Postgrad_Deg_P,Non_sc_qua_Gra_Dip_Gra_Cer_M,Non_sc_qua_Gra_Dip_Gra_Cer_F,Non_sc_qua_Gra_Dip_Gra_Cer_P,Non_sc_quals_Bachelor_Deg_M,Non_sc_quals_Bachelor_Deg_F,Non_sc_quals_Bachelor_Deg_P,Non_sc_quals_Adv_Dip_Dip_M,Non_sc_quals_Adv_Dip_Dip_F,Non_sc_quals_Adv_Dip_Dip_P,Non_sc_quals_Cert3a4_Level_M,Non_sc_quals_Cert3a4_Level_F,Non_sc_quals_Cert3a4_Level_P,Non_sc_quals_Cert1a2_Level_M,Non_sc_quals_Cert1a2_Level_F,Non_sc_quals_Cert1a2_Level_P,Non_sc_quals_Certnfd_Level_M,Non_sc_quals_Certnfd_Level_F,Non_sc_quals_Certnfd_Level_P,Non_sc_quals_CertTot_Level_M,Non_sc_quals_CertTot_Level_F,Non_sc_quals_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
501011001,2115,2150,4264,777,398,1172,368,685,1051,101,90,191,74,46,115,1315,1218,2535,607,752,1353,5.6,3.8,4.5,62.2,56.7,59.5,58.9,54.6,56.6,32,44,75,19,48,73,229,379,603,139,226,371,574,257,833,27,42,68,32,65,95,625,366,994,1892,1965,3859,408,417,832,1247,1249,2496,944,996,1941
501011002,9477,11025,20503,3773,2018,5790,1276,3038,4316,357,335,691,423,343,769,5828,5737,11561,2942,4450,7390,7.3,6,6.7,61.5,52,56.4,57,48.9,52.7,134,158,290,84,219,303,687,1217,1909,637,1063,1701,2801,1497,4295,98,223,319,158,316,479,3060,2040,5101,8914,9941,18860,2051,2300,4349,5178,5634,10812,5293,6117,11416
501011003,3760,3885,7641,1690,782,2471,607,1326,1932,175,156,333,124,88,210,2596,2356,4952,889,1253,2138,4.8,3.7,4.2,69,60.6,64.8,65.7,58.3,62,101,99,195,59,114,173,524,806,1334,333,501,831,1037,405,1440,35,75,111,87,108,198,1152,594,1752,3689,3696,7384,704,779,1487,2170,2140,4315,2000,2135,4132
501011004,3262,3559,6818,1431,802,2236,613,1229,1845,161,144,305,129,108,233,2328,2283,4609,632,999,1629,5.5,4.7,5.1,71.4,64.1,67.6,67.6,61.1,64.3,91,101,188,42,119,165,479,697,1174,262,451,721,895,426,1320,31,54,85,53,99,148,978,576,1549,3108,3201,6303,771,870,1647,1750,1779,3531,1854,2061,3911
501021005,6028,6639,12660,3057,1435,4491,579,1994,2579,227,206,439,378,310,687,4241,3951,8194,1432,2279,3712,8.9,7.8,8.4,70.4,59.5,64.7,64.1,54.8,59.3,75,82,155,60,125,186,411,773,1182,433,646,1081,1951,1026,2978,79,151,234,112,192,302,2149,1368,3515,6227,6593,12822,1197,1269,2470,3669,3901,7574,3330,3586,6920
501021007,1880,2042,3918,847,462,1305,241,606,848,89,73,157,80,49,134,1255,1186,2444,506,711,1218,6.4,4.1,5.5,66.8,58.1,62.4,62.6,55.9,59,18,24,38,15,34,47,112,243,351,125,204,328,558,285,843,20,59,80,39,56,94,620,400,1016,1934,2043,3975,290,313,608,1236,1286,2527,850,952,1807
501021008,2842,2782,5625,995,508,1505,294,653,946,98,93,192,154,142,295,1546,1392,2937,1098,1154,2256,10,10.2,10,54.4,50,52.2,48.8,45.1,47,17,17,37,19,59,77,146,249,400,120,210,335,695,370,1065,39,65,103,48,81,133,785,516,1299,2235,2385,4622,481,573,1056,1410,1451,2855,1188,1397,2580
501021009,3432,3461,6895,1343,521,1866,248,864,1116,126,115,238,256,156,412,1980,1650,3631,1163,1520,2680,12.9,9.5,11.3,57.7,47.7,52.7,50,43.3,46.7,15,21,34,8,27,35,90,214,306,110,232,342,1116,498,1607,44,105,145,62,85,143,1218,680,1898,3345,3298,6648,484,530,1017,2442,2353,4794,1167,1279,2443
501021010,1206,1200,2406,581,252,831,152,411,566,50,37,81,58,44,99,840,741,1578,281,391,669,6.9,5.9,6.3,69.7,61.8,65.6,64.9,58.3,61.4,17,8,27,10,23,35,99,164,259,90,132,215,361,173,534,10,39,49,27,28,51,397,241,637,1251,1251,2504,138,166,295,930,893,1830,397,448,846
501021011,5,3,10,4,3,4,0,0,4,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,100,0,110,80,100,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,3,0,3,4,3,3,4,3,0,8
501021012,4204,4622,8826,2110,932,3038,408,1384,1796,178,138,312,219,184,401,2911,2638,5547,1056,1715,2770,7.5,7,7.2,69.2,57.1,62.8,64.1,53.1,58.3,43,51,93,44,61,104,229,443,673,243,400,643,1384,767,2151,47,98,140,48,156,201,1482,1014,2494,4192,4463,8655,807,870,1680,2605,2686,5290,2095,2387,4483
501021014,3566,3522,7094,1535,584,2124,379,944,1316,162,125,289,171,125,292,2244,1773,4020,998,1411,2406,7.6,7.1,7.3,62.9,50.3,56.7,58.2,46.9,52.6,21,31,55,22,50,71,200,334,535,189,288,480,988,423,1410,36,66,101,71,75,148,1091,574,1663,3434,3284,6721,566,572,1139,2284,2179,4461,1521,1508,3026
501021015,2561,2841,5401,1146,618,1766,278,739,1021,84,92,177,189,130,320,1704,1583,3290,694,1084,1777,11.1,8.2,9.7,66.5,55.7,60.9,58.9,51,54.9,31,41,69,18,37,49,166,261,423,142,223,368,797,411,1208,21,85,112,50,81,129,870,572,1445,2424,2682,5103,468,552,1014,1648,1774,3416,1121,1314,2429
501021016,1584,1645,3229,632,272,903,142,379,518,69,65,130,87,64,148,932,779,1708,493,688,1181,9.3,8.2,8.7,58.8,47.4,52.9,53.2,43.5,48,3,16,18,3,16,21,50,112,166,77,127,205,470,212,676,14,43,53,28,38,62,507,290,793,1473,1504,2972,256,255,506,1018,957,1969,639,714,1354
501021251,2919,3329,6252,1640,826,2462,337,1045,1381,101,83,189,169,183,356,2240,2140,4388,534,1018,1557,7.5,8.6,8.1,76.7,64.3,70.2,71.2,58.7,64.5,87,67,146,47,73,125,274,516,790,224,327,546,861,501,1364,48,89,142,46,98,146,961,697,1657,3123,3313,6438,692,810,1495,1618,1745,3369,1952,2167,4120
501021252,1097,1165,2266,543,248,794,141,375,514,42,37,80,50,52,99,773,705,1475,289,420,710,6.5,7.4,6.7,70.5,60.5,65.1,66.2,56.7,61.3,35,31,69,12,38,51,112,196,309,99,131,234,370,135,505,9,21,32,16,46,62,399,207,603,1192,1245,2441,127,161,286,863,922,1785,408,439,844
501021253,4738,5241,9980,2164,1213,3370,552,1347,1905,134,128,263,231,185,414,3083,2872,5948,1277,2020,3299,7.5,6.4,7,65.1,54.8,59.6,60.2,51.3,55.5,163,166,328,86,144,225,610,829,1438,394,525,918,1221,613,1830,48,105,154,72,148,220,1340,859,2202,4224,4530,8756,884,992,1875,2709,2852,5554,2230,2532,4761
501021254,1936,2090,4030,697,340,1043,216,517,735,67,51,120,152,113,263,1140,1020,2161,626,899,1527,13.3,11.1,12.2,58.9,48.8,53.6,50.6,43.4,47.1,22,23,49,8,23,38,101,146,248,94,156,256,487,327,817,26,53,74,35,50,87,550,429,976,1795,1886,3682,377,405,782,1217,1283,2496,826,912,1737
501031017,2477,2599,5073,959,464,1426,313,704,1011,98,91,184,91,73,168,1461,1327,2785,828,1075,1906,6.2,5.5,6,59,51.1,54.9,55.3,48.4,51.7,31,30,58,15,50,68,177,315,492,141,287,424,660,330,986,27,45,71,50,80,133,732,455,1186,2401,2474,4871,351,425,773,1667,1695,3364,975,1094,2070
501031018,2236,2344,4581,904,453,1358,259,609,868,104,75,180,102,64,166,1377,1192,2573,667,948,1618,7.4,5.4,6.5,61.6,50.9,56.2,56.7,48.5,52.5,36,34,69,14,65,79,151,272,423,163,239,398,606,275,880,27,41,71,47,57,100,678,376,1056,2162,2221,4382,296,347,642,1562,1570,3130,789,889,1678
501031019,2133,2203,4341,994,507,1503,240,585,827,99,78,173,72,57,129,1403,1227,2633,561,796,1363,5.1,4.6,4.9,65.8,55.7,60.7,62.5,53.1,57.7,23,29,58,9,36,44,105,155,254,95,151,248,562,269,829,26,57,87,37,53,84,617,380,1002,2106,2105,4207,349,363,706,1540,1452,2993,767,883,1647
501031020,2205,2047,4252,783,392,1174,286,542,829,105,83,190,80,56,132,1251,1069,2323,712,765,1481,6.4,5.2,5.7,56.7,52.2,54.6,53.2,49.7,51.6,41,36,73,22,45,63,163,261,419,133,203,332,478,196,677,22,39,59,40,64,100,533,301,832,2023,1895,3923,254,264,516,1535,1418,2953,696,689,1383
502011021,2569,2689,5256,983,439,1418,278,712,987,99,91,190,156,169,329,1516,1409,2926,914,1153,2075,10.3,12,11.2,59,52.4,55.7,52.9,46.2,49.4,43,41,86,18,56,79,144,293,431,188,301,492,881,367,1251,35,42,76,47,87,135,970,493,1458,2486,2451,4928,548,641,1193,1434,1370,2801,1483,1614,3098
502011022,3257,3535,6793,1140,651,1788,391,848,1240,107,111,226,225,177,400,1866,1792,3662,1223,1565,2790,12.1,9.9,10.9,57.3,50.7,53.9,50.3,45.5,47.9,51,39,86,26,55,80,240,392,628,252,380,637,1044,484,1523,40,58,96,55,114,166,1133,654,1786,2975,3043,6022,700,835,1540,1755,1707,3458,1841,2081,3929
502011023,3615,4229,7851,1176,604,1782,375,832,1206,134,113,244,269,220,490,1954,1770,3724,1472,2225,3698,13.8,12.4,13.2,54.1,41.9,47.4,46.6,36.6,41.2,43,37,80,16,48,63,140,304,438,199,346,541,1035,544,1582,44,78,120,63,111,170,1140,731,1869,3481,3868,7353,643,762,1405,2318,2582,4899,1632,1881,3519
502011024,6581,7650,14228,2565,1377,3942,748,1891,2645,203,188,390,408,367,772,3921,3823,7743,2300,3437,5737,10.4,9.6,10,59.6,50,54.4,53.4,45.2,49,132,97,225,50,138,189,510,824,1329,550,815,1373,1958,888,2847,59,135,192,105,240,350,2126,1271,3395,6224,7009,13236,1262,1449,2704,3755,4073,7824,3530,4133,7660
502011025,3822,4136,7956,1106,618,1728,405,758,1162,128,107,235,307,218,532,1950,1706,3656,1443,1994,3435,15.7,12.8,14.6,51,41.2,46,42.9,35.9,39.3,72,66,138,32,64,93,265,372,637,255,332,583,927,467,1394,57,75,129,70,111,182,1055,652,1708,2925,3182,6113,911,932,1845,1571,1708,3283,2118,2289,4407
502011026,2262,2326,4584,757,413,1171,221,536,756,93,59,150,140,111,252,1211,1119,2331,907,1071,1978,11.6,9.9,10.8,53.5,48.1,50.9,47.3,43.3,45.3,24,25,48,17,37,52,103,173,276,129,208,336,713,311,1024,24,53,82,34,77,112,775,439,1216,2024,2071,4099,446,464,910,1357,1330,2686,1029,1151,2184
502011027,6078,6936,13010,2931,1561,4488,633,1807,2441,237,206,439,426,386,812,4229,3956,8189,1566,2668,4237,10.1,9.8,9.9,69.6,57,62.9,62.5,51.5,56.6,123,124,244,63,137,198,446,780,1227,459,755,1212,2029,1073,3105,72,124,196,118,184,299,2222,1382,3599,5937,6605,12538,1497,1614,3110,2920,3186,6108,4135,4635,8769
502011028,3790,4506,8291,1189,663,1857,368,856,1222,125,109,237,254,213,465,1941,1839,3780,1616,2382,3998,13.1,11.6,12.3,51.2,40.8,45.6,44.4,36.1,40,48,55,99,28,57,83,173,320,490,233,352,587,1068,518,1586,36,73,106,73,152,222,1175,743,1918,3343,3830,7174,758,919,1677,2033,2264,4295,1918,2292,4211
502011029,3554,3800,7353,1371,596,1961,347,942,1285,137,88,224,194,176,365,2044,1796,3839,1191,1707,2901,9.5,9.8,9.5,57.5,47.3,52.2,52.2,42.8,47.2,26,31,55,12,50,56,118,284,402,167,291,458,1033,536,1565,47,69,113,55,105,166,1136,707,1841,3390,3551,6943,646,724,1369,2102,2093,4194,1724,2010,3740
503011030,2418,2712,5124,1064,459,1520,420,793,1217,46,73,123,96,67,161,1626,1388,3017,719,1223,1947,5.9,4.8,5.3,67.2,51.2,58.9,63.3,48.9,55.8,342,235,577,64,113,176,785,818,1599,199,279,479,207,80,292,3,20,24,17,51,72,231,151,384,2516,2717,5235,418,401,817,1691,1881,3576,1216,1198,2410
503011031,3149,3692,6835,1253,782,2030,505,842,1342,55,77,132,109,121,234,1917,1817,3737,955,1545,2498,5.7,6.7,6.3,60.9,49.2,54.7,57.6,46.1,51.3,391,348,738,88,153,243,968,1141,2104,229,367,592,235,121,355,13,23,35,39,86,122,281,225,506,2715,2998,5710,693,771,1463,1583,1875,3456,1757,1881,3638
503011032,2784,3031,5813,1342,759,2098,433,828,1263,68,88,149,103,71,175,1946,1747,3686,692,1123,1810,5.3,4.1,4.7,69.9,57.6,63.4,66.2,55.3,60.4,403,303,705,74,156,233,972,1074,2046,221,313,534,224,107,330,8,16,29,35,50,86,274,172,444,2566,2704,5268,614,666,1278,1661,1749,3409,1435,1562,2998
503011033,2771,3006,5775,1432,670,2100,468,1051,1517,49,100,149,109,99,205,2060,1912,3976,640,1026,1665,5.3,5.2,5.2,74.3,63.6,68.8,70.3,60.6,65.2,390,279,670,103,169,271,953,1042,1999,226,312,537,263,95,352,12,27,45,18,41,59,291,166,458,3050,3171,6223,504,547,1055,2141,2239,4376,1299,1353,2652
503011034,3801,4560,8365,1642,982,2619,622,1213,1841,84,111,192,153,138,292,2500,2443,4942,986,1755,2745,6.1,5.6,5.9,65.8,53.6,59.1,61.8,50.6,55.6,428,419,848,84,202,284,1171,1316,2485,274,431,703,364,167,531,20,33,47,26,93,121,409,285,700,3363,4090,7456,752,950,1700,2121,2499,4621,1874,2457,4333
503011035,7974,8267,16237,2724,1459,4181,1332,2034,3370,225,237,467,434,385,822,4718,4118,8838,2799,3651,6445,9.2,9.3,9.3,59.2,49.8,54.4,53.7,45.1,49.4,1342,976,2325,194,326,522,2520,2630,5150,452,652,1106,401,221,615,19,57,79,54,120,178,470,393,869,6840,7078,13921,1966,1917,3881,4090,4408,8498,4571,4429,8993
503011036,3271,3508,6787,1475,730,2209,500,1041,1545,73,78,155,109,98,209,2162,1954,4115,958,1381,2339,5,5,5.1,66.1,55.7,60.6,62.6,52.7,57.6,449,343,789,81,200,280,939,1094,2033,249,388,640,248,100,348,5,24,30,31,72,103,282,195,482,3356,3379,6734,602,559,1164,1968,2144,4109,1889,1718,3608
503021037,11,9,16,4,0,6,0,3,3,0,0,0,0,0,0,3,3,11,0,3,4,0,0,0,27.3,33.3,68.8,36.4,33.3,56.3,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,18,0,0,0,3,6,12,5,3,7
503021038,3917,4384,8299,2200,1481,3682,548,1219,1768,114,173,291,189,156,347,3055,3033,6091,674,1119,1792,6.2,5.1,5.7,78,69.2,73.4,73.1,65.5,69.2,358,392,753,137,249,379,1116,1387,2503,342,426,773,621,240,862,18,45,63,59,92,146,700,370,1069,3833,4037,7870,788,868,1658,2466,2690,5157,1938,2039,3975
503021039,6586,7289,13880,3131,2196,5322,1023,1933,2954,174,251,424,310,245,557,4639,4615,9254,1421,2121,3536,6.7,5.3,6,70.4,63.3,66.7,65.7,60.1,62.7,522,551,1071,214,347,562,1724,1991,3718,619,716,1338,877,436,1314,43,80,118,67,122,194,991,637,1632,5565,6049,11610,1394,1510,2911,3561,3932,7495,3183,3473,6659
503021040,3467,3716,7190,1774,1155,2929,490,1022,1510,66,112,178,171,120,291,2503,2414,4911,787,1108,1893,6.8,5,5.9,72.2,65,68.3,67.2,61.6,64.2,270,277,550,108,178,284,923,1057,1978,297,338,632,507,223,729,26,25,52,37,66,104,576,316,890,3169,3283,6454,687,748,1431,2035,2213,4252,1688,1708,3393
503021041,17962,15532,33487,8053,5255,13305,2074,2692,4765,532,474,1002,857,703,1560,11511,9116,20633,2805,3593,6391,7.4,7.7,7.6,64.1,58.7,61.6,59.3,54.2,57,1734,1412,3145,353,468,816,4441,4233,8676,1484,1452,2938,1862,886,2740,100,109,207,189,242,428,2142,1229,3378,9495,8240,17736,5291,5048,10339,4255,3504,7756,10313,9488,19806
503021042,6463,7289,13748,2970,2044,5009,974,1704,2673,153,214,369,267,231,497,4361,4183,8546,1623,2465,4086,6.1,5.5,5.8,67.5,57.4,62.2,63.4,54.4,58.6,997,854,1851,209,394,602,1994,2280,4276,480,653,1134,536,296,833,31,39,74,74,130,209,645,464,1111,5548,6000,11548,1462,1671,3137,3176,3500,6674,3644,3941,7584
503021043,7014,7700,14718,3336,2090,5430,1189,2100,3295,145,229,372,349,320,667,5019,4748,9762,1449,2332,3780,7,6.7,6.8,71.6,61.7,66.3,66.6,57.4,61.8,786,704,1487,202,335,535,1957,2288,4244,660,786,1449,823,407,1230,30,50,84,66,157,226,924,621,1543,5980,6348,12326,1755,1885,3640,3455,3768,7221,3945,4199,8150
504011044,5813,6293,12108,2727,1711,4440,738,1567,2304,175,193,370,356,247,608,3997,3725,7723,1533,2250,3778,8.9,6.6,7.9,68.8,59.2,63.8,62.6,55.2,58.8,212,256,466,114,201,318,773,1131,1902,496,640,1134,1415,645,2064,59,94,151,84,135,219,1557,869,2428,5680,5918,11598,948,979,1923,3808,3958,7762,2552,2708,5267
504011045,8995,9632,18623,4419,2758,7178,1225,2434,3659,228,288,520,506,393,897,6379,5872,12251,2094,3095,5185,7.9,6.7,7.3,70.9,61,65.8,65.3,56.9,61,439,502,942,209,328,533,1617,2075,3691,815,1011,1825,1856,805,2656,78,106,189,127,212,337,2054,1124,3186,8363,8873,17233,1734,1703,3435,5273,5642,10919,4399,4533,8931
504011046,5344,5247,10591,2618,1799,4423,812,1221,2027,161,158,317,299,266,563,3887,3445,7329,996,1369,2366,7.7,7.7,7.7,72.7,65.7,69.2,67.2,60.6,63.9,400,418,815,119,206,330,1227,1404,2623,514,541,1052,864,443,1303,37,49,90,77,105,186,983,594,1573,4033,3961,7996,1395,1401,2800,2210,2118,4332,3083,3101,6182
504011047,8799,9043,17846,3868,2226,6092,1217,2195,3412,252,267,517,551,444,995,5888,5136,11024,2433,3426,5857,9.4,8.6,9,66.9,56.8,61.8,60.7,51.8,56.2,297,326,626,102,157,256,1110,1430,2533,766,816,1586,2084,885,2972,76,127,202,129,223,348,2292,1228,3520,8020,8173,16191,1707,1667,3374,5305,5501,10803,4092,3986,8075
504011048,3193,3417,6606,1444,766,2214,444,896,1341,81,98,178,170,136,303,2135,1894,4033,930,1377,2311,8,7.2,7.5,66.9,55.4,61.1,61.7,51.5,56.5,100,96,198,50,81,128,472,538,1007,293,355,651,732,254,989,25,35,58,43,96,138,801,388,1190,3184,3386,6568,375,370,740,2432,2602,5035,1032,1080,2108
504021049,2942,1160,4105,493,289,786,140,324,465,54,46,101,53,42,97,741,700,1443,2107,363,2471,7.2,6,6.7,25.2,60.3,35.2,23.4,56.8,32.9,9,23,32,15,24,34,50,142,196,83,127,203,381,161,541,9,14,20,21,39,54,407,210,618,1151,1131,2286,127,138,267,830,819,1648,396,403,793
504021050,2641,2853,5499,1212,673,1883,391,905,1300,72,71,139,122,88,212,1796,1734,3527,755,1025,1780,6.8,5.1,6,68,60.8,64.1,63.4,57.8,60.4,170,170,341,78,153,231,479,633,1113,295,355,648,601,250,856,12,30,50,40,88,126,658,370,1028,2788,2932,5722,333,361,687,2045,2166,4213,996,1059,2050
504021051,2010,2186,4196,1003,562,1563,259,631,889,79,57,135,108,91,202,1439,1338,2786,498,767,1262,7.5,6.8,7.3,71.6,61.2,66.4,66.7,57.2,61.7,55,47,97,27,59,91,177,300,475,183,234,421,617,272,893,18,38,52,39,76,111,670,385,1057,2002,2084,4089,347,376,723,1330,1377,2708,904,1003,1903
504021052,5,10,14,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,5,6,9,0,0,0,80,30,28.6,0,0,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,5,4,9,0,0,0,4,4,14,0,0,0
504021053,4894,5080,9971,2303,1180,3478,571,1502,2071,189,157,342,251,168,416,3310,3000,6314,1329,1818,3149,7.6,5.6,6.6,67.6,59.1,63.3,62.6,55.9,59.1,109,122,227,76,158,227,499,769,1268,396,626,1020,1538,597,2134,40,68,111,77,167,240,1653,836,2489,5052,5151,10210,585,665,1251,3685,3717,7397,1814,1955,3767
504021054,4764,5051,9816,2030,1170,3204,544,1185,1729,190,149,333,344,219,560,3106,2724,5828,1390,2022,3412,11.1,8,9.6,65.2,53.9,59.4,58,49.6,53.6,69,87,150,42,102,137,349,507,860,323,497,825,1352,573,1923,52,86,139,78,130,211,1482,786,2272,4662,4902,9562,667,642,1314,3192,3305,6496,1928,2019,3950
504031055,7,3,10,3,0,3,0,0,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,42.9,0,70,42.9,0,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,3,0,6,0,0,0,3,0,3
504031056,7218,7515,14728,3428,1906,5339,1013,2103,3109,234,246,477,491,409,899,5169,4656,9827,1783,2622,4402,9.5,8.8,9.1,71.6,62,66.7,64.8,56.6,60.6,120,125,243,60,106,169,626,845,1473,506,649,1163,1852,874,2728,70,132,203,100,207,305,2020,1218,3234,7667,7909,15576,853,873,1726,5699,5882,11576,2527,2603,5134
504031057,6786,7199,13983,3264,1760,5021,900,1753,2651,241,190,431,441,354,793,4844,4054,8895,1540,2790,4325,9.1,8.7,8.9,71.4,56.3,63.6,64.9,51.4,57.9,142,170,307,47,86,130,638,873,1507,538,609,1142,1635,799,2434,66,121,188,92,192,281,1787,1108,2897,6876,6800,13676,1118,1174,2289,4458,4469,8924,3044,3076,6117
504031058,1966,2077,4043,957,552,1511,226,550,773,68,73,145,88,87,177,1345,1253,2599,424,628,1048,6.5,6.9,6.8,68.4,60.3,64.3,63.6,56.6,60.1,17,27,45,10,29,36,92,199,294,121,195,312,635,285,917,22,61,84,27,65,93,683,415,1093,1822,1924,3748,384,363,749,1181,1228,2402,919,960,1882
504031059,12196,13619,25818,7043,4105,11154,1371,3577,4945,421,406,825,727,748,1478,9560,8848,18403,1979,3967,5949,7.6,8.5,8,78.4,65,71.3,72.4,59.4,65.6,273,320,589,128,212,339,1054,1798,2854,1110,1572,2680,3533,1963,5495,155,278,424,150,341,492,3840,2573,6414,12269,13105,25371,3316,3566,6883,5960,6268,12227,8483,9218,17700
504031060,1058,1101,2158,517,249,767,139,370,512,38,31,69,48,31,82,740,684,1426,251,348,596,6.5,4.5,5.8,69.9,62.1,66.1,65.6,59,62.5,31,45,68,15,20,32,93,164,258,92,136,233,329,128,452,13,15,34,25,35,60,366,179,541,1120,1121,2241,94,110,202,836,822,1659,335,385,716
504031061,1598,1681,3280,806,475,1285,178,412,587,66,68,128,83,64,154,1132,1016,2150,398,580,976,7.3,6.3,7.2,70.8,60.4,65.5,65.7,56.8,61,54,42,93,29,35,65,161,273,431,145,168,310,438,200,641,13,29,41,34,50,75,483,277,758,1590,1612,3208,267,279,549,1044,1036,2075,728,781,1508
