SA2_MAINCODE_2016,M_0_4_yr_Need_for_assist,M_0_4_yr_No_need_for_assist,M_0_4_yr_Need_for_assist_ns,M_0_4_yr_OS_v,M_0_4_yr_Tot,M_5_14_yr_Need_for_assist,M_5_14_yr_No_need_for_assist,M_5_14_yr_Need_for_assist_ns,M_5_14_yr_OS_v,M_5_14_yr_Tot,M_15_19_yr_Need_for_assist,M_15_19_No_need_for_assist,M_15_19_Need_for_assist_ns,M_15_19_yr_OS_v,M_15_19_yr_Tot,M_20_24_yr_Need_for_assist,M_20_24_No_need_for_assist,M_20_24_Need_for_assist_ns,M_20_24_yr_OS_v,M_20_24_yr_Tot,M_25_34_yr_Need_for_assist,M_25_34_No_need_for_assist,M_25_34_Need_for_assist_ns,M_25_34_yr_OS_v,M_25_34_yr_Tot,M_35_44_yr_Need_for_assist,M_35_44_No_need_for_assist,M_35_44_Need_for_assist_ns,M_35_44_yr_OS_v,M_35_44_yr_Tot,M_45_54_yr_Need_for_assist,M_45_54_No_need_for_assist,M_45_54_Need_for_assist_ns,M_45_54_yr_OS_v,M_45_54_yr_Tot,M_55_64_yr_Need_for_assist,M_55_64_No_need_for_assist,M_55_64_Need_for_assist_ns,M_55_64_yr_OS_v,M_55_64_yr_Tot,M_65_74_yr_Need_for_assist,M_65_74_No_need_for_assist,M_65_74_Need_for_assist_ns,M_65_74_yr_OS_v,M_65_74_yr_Tot,M_75_84_yr_Need_for_assist,M_75_84_No_need_for_assist,M_75_84_Need_for_assist_ns,M_75_84_yr_OS_v,M_75_84_yr_Tot,M_85_yr_over_Need_for_assist,M_85_over_No_need_for_assist,M_85_over_Need_for_assist_ns,M_85_over_OS_v,M_85_yr_over_Tot,M_Tot_Need_for_assist,M_Tot_No_need_for_assist,M_Tot_Need_for_assist_ns,M_Tot_OS_v,M_Tot_Tot,F_0_4_yr_Need_for_assist,F_0_4_yr_No_need_for_assist,F_0_4_yr_Need_for_assist_ns,F_0_4_yr_OS_v,F_0_4_yr_Tot,F_5_14_yr_Need_for_assist,F_5_14_yr_No_need_for_assist,F_5_14_yr_Need_for_assist_ns,F_5_14_yr_OS_v,F_5_14_yr_Tot,F_15_19_yr_Need_for_assist,F_15_19_No_need_for_assist,F_15_19_Need_for_assist_ns,F_15_19_yr_OS_v,F_15_19_yr_Tot,F_20_24_yr_Need_for_assist,F_20_24_No_need_for_assist,F_20_24_Need_for_assist_ns,F_20_24_yr_OS_v,F_20_24_yr_Tot,F_25_34_yr_Need_for_assist,F_25_34_No_need_for_assist,F_25_34_Need_for_assist_ns,F_25_34_yr_OS_v,F_25_34_yr_Tot,F_35_44_yr_Need_for_assist,F_35_44_No_need_for_assist,F_35_44_Need_for_assist_ns,F_35_44_yr_OS_v,F_35_44_yr_Tot,F_45_54_yr_Need_for_assist,F_45_54_No_need_for_assist,F_45_54_Need_for_assist_ns,F_45_54_yr_OS_v,F_45_54_yr_Tot,F_55_64_yr_Need_for_assist,F_55_64_No_need_for_assist,F_55_64_Need_for_assist_ns,F_55_64_yr_OS_v,F_55_64_yr_Tot,F_65_74_yr_Need_for_assist,F_65_74_No_need_for_assist,F_65_74_Need_for_assist_ns,F_65_74_yr_OS_v,F_65_74_yr_Tot,F_75_84_yr_Need_for_assist,F_75_84_No_need_for_assist,F_75_84_Need_for_assist_ns,F_75_84_yr_OS_v,F_75_84_yr_Tot,F_85_yr_over_Need_for_assist,F_85_over_No_need_for_assist,F_85_over_Need_for_assist_ns,F_85_over_OS_v,F_85_yr_over_Tot,F_Tot_Need_for_assist,F_Tot_No_need_for_assist,F_Tot_Need_for_assist_ns,F_Tot_OS_v,F_Tot_Tot,P_0_4_yr_Need_for_assist,P_0_4_yr_No_need_for_assist,P_0_4_yr_Need_for_assist_ns,P_0_4_yr_OS_v,P_0_4_yr_Tot,P_5_14_yr_Need_for_assist,P_5_14_yr_No_need_for_assist,P_5_14_yr_Need_for_assist_ns,P_5_14_yr_OS_v,P_5_14_yr_Tot,P_15_19_yr_Need_for_assist,P_15_19_No_need_for_assist,P_15_19_Need_for_assist_ns,P_15_19_yr_OS_v,P_15_19_yr_Tot,P_20_24_yr_Need_for_assist,P_20_24_No_need_for_assist,P_20_24_Need_for_assist_ns,P_20_24_yr_OS_v,P_20_24_yr_Tot,P_25_34_yr_Need_for_assist,P_25_34_No_need_for_assist,P_25_34_Need_for_assist_ns,P_25_34_yr_OS_v,P_25_34_yr_Tot,P_35_44_yr_Need_for_assist,P_35_44_No_need_for_assist,P_35_44_Need_for_assist_ns,P_35_44_yr_OS_v,P_35_44_yr_Tot,P_45_54_yr_Need_for_assist,P_45_54_No_need_for_assist,P_45_54_Need_for_assist_ns,P_45_54_yr_OS_v,P_45_54_yr_Tot,P_55_64_yr_Need_for_assist,P_55_64_No_need_for_assist,P_55_64_Need_for_assist_ns,P_55_64_yr_OS_v,P_55_64_yr_Tot,P_65_74_yr_Need_for_assist,P_65_74_No_need_for_assist,P_65_74_Need_for_assist_ns,P_65_74_yr_OS_v,P_65_74_yr_Tot,P_75_84_yr_Need_for_assist,P_75_84_No_need_for_assist,P_75_84_Need_for_assist_ns,P_75_84_yr_OS_v,P_75_84_yr_Tot,P_85_yr_over_Need_for_assist,P_85_over_No_need_for_assist,P_85_over_Need_for_assist_ns,P_85_over_OS_v,P_85_yr_over_Tot,P_Tot_Need_for_assist,P_Tot_No_need_for_assist,P_Tot_Need_for_assist_ns,P_Tot_OS_v,P_Tot_Tot
509011226,0,82,10,0,89,8,232,11,0,251,0,115,7,0,121,3,46,5,0,55,3,125,11,3,144,3,157,12,0,178,3,220,17,0,242,17,273,32,0,311,11,207,23,0,236,3,54,8,0,68,5,8,3,0,20,60,1530,120,7,1719,0,71,6,0,75,0,198,12,0,219,0,135,9,3,145,0,50,0,3,48,3,129,14,7,154,12,164,14,3,187,5,245,17,0,274,14,247,23,3,286,9,158,24,0,197,3,37,0,0,42,7,15,3,0,21,51,1449,122,13,1643,0,156,12,0,163,8,431,20,0,464,3,250,12,3,264,4,98,5,3,106,6,259,23,8,296,10,326,25,3,370,10,468,30,0,513,22,514,57,3,601,20,366,43,0,432,11,91,7,0,110,12,22,6,0,42,114,2976,244,20,3363
509011227,3,128,3,0,134,16,368,20,0,406,9,159,17,0,185,0,107,13,0,120,3,194,12,0,206,3,218,12,0,235,4,269,17,0,292,18,249,17,0,286,17,200,3,0,219,19,99,6,0,125,9,25,4,0,35,95,2022,123,3,2248,0,127,0,0,130,4,333,20,3,354,3,135,9,0,149,0,84,6,3,93,0,238,10,3,255,8,286,16,0,311,5,298,15,3,322,15,287,7,0,309,19,214,14,0,247,18,100,5,0,126,9,20,3,0,34,89,2123,114,12,2337,0,255,6,0,265,19,697,37,6,761,12,302,27,0,335,3,190,15,3,210,8,433,25,3,458,9,510,25,0,542,11,565,35,3,610,36,534,26,0,596,38,415,17,0,471,31,204,14,3,249,20,42,10,0,67,189,4139,239,15,4582
509011228,0,127,12,0,142,15,335,41,0,393,3,195,13,0,206,0,67,8,0,76,0,153,13,0,172,8,236,27,0,268,7,356,47,0,409,24,401,45,3,480,25,380,40,6,448,20,157,23,0,203,11,28,8,0,50,117,2449,263,18,2852,0,112,16,0,123,3,310,31,3,353,4,172,17,0,189,3,43,3,0,49,7,190,22,0,212,6,304,41,0,352,11,394,42,0,450,27,404,53,5,489,29,369,44,0,449,26,148,21,0,194,28,28,7,0,70,136,2487,293,11,2928,0,241,21,0,266,17,652,73,4,741,6,360,21,0,395,0,114,11,0,125,8,342,37,3,390,9,544,68,3,618,19,750,80,0,856,46,807,98,10,966,56,750,81,11,899,47,307,47,0,397,46,64,17,0,120,256,4932,556,28,5774
509011229,3,102,25,0,121,0,171,24,0,194,3,33,11,0,46,3,72,3,0,72,5,168,34,3,216,0,169,22,0,195,0,209,34,0,246,9,213,30,0,254,10,117,20,0,140,0,40,9,0,55,3,12,3,0,13,39,1307,204,7,1558,0,95,15,0,108,0,169,16,0,185,0,26,0,0,23,0,51,9,3,60,3,156,25,4,184,3,159,18,0,175,3,169,21,0,189,7,171,22,0,199,3,80,21,0,105,4,29,7,0,46,3,3,0,0,11,31,1103,152,11,1286,3,192,43,0,233,5,340,40,0,380,3,59,7,0,71,3,118,13,3,136,8,328,58,5,400,3,328,40,0,372,7,381,51,0,439,18,385,46,0,453,12,195,35,0,245,8,70,22,0,100,7,16,5,0,25,76,2407,352,17,2843
509011230,3,127,16,0,146,12,278,49,0,334,7,112,22,0,143,3,137,18,3,159,0,221,43,4,269,3,237,44,0,288,9,285,54,0,347,22,264,42,0,326,14,152,25,0,182,16,86,15,0,111,8,17,3,0,29,101,1907,312,14,2330,0,106,22,0,128,0,253,52,0,305,3,93,6,0,98,0,98,15,4,117,3,246,35,4,288,4,246,37,0,286,7,243,40,0,297,12,227,30,3,275,22,147,30,3,204,31,84,18,0,138,29,24,12,0,60,118,1764,292,15,2192,3,238,33,0,279,11,530,97,0,637,5,203,29,3,241,4,235,27,10,275,8,461,76,11,553,12,483,78,0,572,17,528,91,4,646,39,487,70,3,603,36,297,51,7,386,39,171,34,0,248,34,34,12,0,87,212,3671,609,30,4528
509011231,0,149,15,0,167,9,239,23,0,276,0,62,4,0,64,5,73,11,0,83,3,199,38,0,240,7,221,16,3,249,4,264,33,0,309,10,287,29,0,326,8,180,26,3,217,16,86,19,0,122,9,14,3,0,31,73,1769,217,15,2076,0,134,19,0,151,4,272,31,3,308,0,58,6,6,65,0,68,8,0,74,5,209,24,3,244,5,213,26,0,245,4,260,29,0,296,7,234,27,0,273,13,158,22,0,194,10,77,15,0,102,8,23,13,0,48,70,1705,213,12,2006,0,280,34,0,316,11,512,51,3,585,0,113,10,6,134,6,137,16,4,160,11,404,60,4,486,13,426,41,3,493,11,526,59,0,603,16,519,56,0,597,28,340,44,3,417,27,159,28,0,222,18,43,18,0,81,143,3472,434,25,4085
509011232,0,77,4,0,75,4,206,0,0,211,0,100,11,0,116,4,61,66,0,130,3,102,161,3,267,0,155,125,0,281,3,215,59,0,270,5,248,33,0,289,16,181,18,0,210,8,76,6,0,86,3,13,0,0,17,46,1424,484,5,1964,0,57,0,0,58,3,200,4,0,216,4,67,4,0,74,3,48,3,0,54,7,115,4,0,122,3,180,4,0,186,5,223,9,0,240,5,261,19,0,285,12,166,12,0,194,5,67,5,0,80,7,14,0,0,20,59,1391,73,14,1536,0,130,4,0,132,7,406,6,0,426,3,172,19,0,192,5,101,73,0,185,7,214,163,3,389,4,337,126,0,469,12,434,68,0,512,9,513,49,0,571,25,354,26,0,403,16,136,17,0,168,11,22,3,0,40,107,2820,558,13,3497
509011233,5,354,25,0,387,41,709,55,0,811,16,333,25,0,371,11,260,15,0,290,18,542,48,0,608,12,556,37,0,602,19,573,36,3,632,38,483,43,5,570,53,392,36,5,487,34,156,10,0,209,16,53,7,0,78,262,4420,339,13,5031,6,312,21,0,332,17,681,28,0,729,10,345,20,4,377,6,261,22,3,290,11,592,39,3,643,20,600,34,0,651,26,654,47,3,722,53,552,53,10,657,41,400,33,0,482,37,175,15,0,234,24,26,5,0,56,253,4587,309,23,5178,5,665,45,0,720,63,1394,79,0,1535,22,674,50,4,752,13,525,35,3,575,27,1136,83,3,1253,33,1155,73,3,1258,46,1228,77,7,1353,88,1033,96,14,1227,97,790,76,3,967,70,332,28,3,440,49,79,11,0,129,512,9007,649,38,10203
509011234,0,126,3,0,129,15,287,33,3,338,3,140,8,0,150,0,99,15,0,114,3,173,45,0,229,3,241,58,3,306,12,328,58,0,398,24,340,44,0,408,36,260,45,0,330,22,111,16,0,160,3,24,0,0,31,125,2121,327,11,2586,0,115,12,0,127,11,256,27,0,290,3,119,11,0,132,0,84,10,0,97,4,178,14,8,202,10,258,28,0,296,27,316,34,0,377,14,335,36,0,388,20,260,26,3,310,30,94,12,0,142,29,30,7,0,68,156,2042,213,10,2422,3,242,10,0,253,28,544,59,4,634,10,253,23,0,283,0,180,23,0,211,10,348,63,4,424,18,500,83,3,601,37,644,93,3,774,33,681,74,0,791,52,516,73,3,641,59,210,32,0,297,34,52,11,0,96,273,4170,542,22,5006
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,125,10,0,138,20,345,35,0,400,9,196,19,0,225,0,95,3,0,102,4,171,27,3,204,3,313,22,0,344,4,384,38,0,424,10,341,37,3,391,14,241,17,0,269,12,106,11,0,129,7,9,3,0,17,92,2326,220,7,2644,3,131,6,0,139,7,351,30,5,394,3,177,9,0,189,3,100,12,0,118,5,221,26,3,259,3,316,32,0,351,10,405,41,0,457,19,333,21,0,376,15,225,23,0,266,21,74,11,0,108,11,13,0,0,25,92,2349,216,10,2668,3,259,20,0,275,30,700,61,5,792,13,374,29,0,414,3,191,15,0,220,13,393,49,11,460,9,633,60,0,694,16,789,72,0,879,30,678,64,3,769,28,466,38,0,538,38,179,20,0,235,15,18,3,0,40,186,4675,434,21,5314
509021237,5,88,14,0,109,16,248,25,0,290,3,179,11,0,188,0,76,18,0,95,4,188,32,3,227,8,178,19,0,206,6,242,37,0,292,13,261,37,0,311,21,180,33,0,239,20,97,19,0,131,12,15,11,0,32,117,1751,250,8,2133,0,109,8,0,120,6,223,13,0,243,3,86,10,0,101,0,69,6,0,81,0,191,25,3,220,6,190,21,0,220,9,252,28,0,288,15,215,36,0,266,18,162,24,0,204,27,96,20,0,145,24,33,8,0,67,111,1626,213,8,1948,3,198,27,0,226,28,469,40,0,538,8,261,21,0,290,4,147,25,3,174,4,380,55,8,446,15,368,39,0,426,20,491,69,0,580,29,476,72,0,583,39,343,57,0,434,48,199,35,0,279,35,49,21,0,102,231,3375,464,13,4078
509021238,0,131,6,0,142,7,246,24,0,271,4,60,5,0,67,0,72,0,3,75,3,189,20,0,214,5,207,19,0,238,13,259,24,0,303,14,283,18,0,319,22,221,21,0,263,18,85,11,0,107,9,20,3,0,38,89,1780,158,4,2038,0,124,13,0,135,8,233,16,0,254,0,44,3,0,50,3,56,8,3,74,0,213,10,0,229,4,199,23,0,225,9,221,15,0,249,7,275,22,0,305,7,188,14,0,211,15,85,10,0,105,24,28,6,0,59,84,1670,143,6,1900,0,257,17,0,281,12,474,41,0,527,4,107,9,0,116,3,127,8,6,148,3,400,35,3,443,8,409,43,0,463,24,483,45,0,554,25,564,44,0,631,29,413,33,0,472,34,163,18,0,213,38,51,11,0,94,171,3446,305,11,3939
509021239,0,218,22,0,237,11,416,39,0,467,0,178,11,8,195,0,156,14,25,189,11,399,55,53,517,5,419,46,8,474,18,544,46,9,613,25,660,67,12,758,43,595,67,3,708,30,230,24,0,292,10,32,14,0,54,164,3839,403,115,4519,0,178,17,0,197,0,410,44,0,459,4,132,11,6,159,0,152,11,34,196,7,411,39,66,525,3,407,43,5,459,11,507,54,14,592,29,571,59,4,662,27,530,50,3,616,39,190,23,0,251,24,26,5,0,52,146,3508,372,141,4170,0,392,40,0,434,11,827,87,0,929,3,312,31,12,356,3,307,21,58,386,15,806,92,124,1043,15,817,87,14,935,29,1055,106,25,1207,58,1228,131,14,1422,73,1126,119,5,1316,68,421,53,0,538,40,58,20,0,106,307,7347,776,253,8682
509021240,3,135,17,3,154,12,309,18,4,341,3,136,10,3,157,0,215,16,45,278,5,263,26,5,296,4,263,21,0,294,6,309,25,0,344,16,338,22,0,375,17,232,30,0,284,15,92,17,0,119,15,32,4,0,51,112,2318,202,55,2693,3,157,8,0,170,8,287,21,0,314,3,97,5,0,109,3,124,15,3,142,4,307,19,3,339,7,220,20,3,247,7,259,28,3,299,13,304,20,3,339,13,201,24,0,244,16,122,13,0,151,16,34,5,0,63,96,2106,190,20,2415,3,291,22,3,320,17,597,41,4,659,11,231,16,9,267,3,336,34,46,418,12,567,42,10,629,12,484,41,3,544,17,575,51,3,647,31,638,43,3,718,36,433,61,4,526,32,211,30,0,268,35,70,13,0,117,209,4427,395,73,5112
509021241,4,172,13,0,188,18,274,26,0,315,7,110,13,0,125,3,127,6,7,137,3,259,30,10,295,5,298,48,3,357,11,317,44,3,368,6,330,34,3,376,13,198,24,0,242,18,96,21,3,135,5,22,3,0,33,89,2199,260,31,2578,3,118,6,0,129,3,297,32,3,340,3,75,6,0,88,0,106,10,7,124,0,242,23,8,281,0,264,34,0,300,7,287,25,0,330,15,251,27,0,297,15,190,22,0,226,15,84,8,0,105,23,23,7,0,47,80,1941,210,21,2254,3,290,20,0,317,19,576,57,3,658,6,185,22,0,210,3,228,16,9,260,4,504,52,17,579,3,566,89,3,660,18,607,69,6,698,17,587,64,8,673,30,388,45,0,468,34,179,23,9,241,30,40,8,0,80,165,4147,471,54,4834
509021242,0,86,13,0,103,3,156,15,0,179,0,36,7,3,43,3,83,16,6,106,0,298,84,12,393,0,316,82,8,398,5,374,97,0,468,19,322,71,3,415,18,158,16,0,187,8,75,7,0,90,3,15,10,0,34,55,1921,417,21,2419,0,88,6,0,93,4,137,16,0,155,0,27,0,0,34,0,55,10,7,78,0,159,34,4,205,5,179,22,0,204,5,196,31,7,242,8,193,31,0,233,6,119,15,4,143,9,61,8,0,85,6,9,3,0,25,46,1238,184,19,1490,0,180,19,0,194,6,293,28,0,329,0,66,6,3,76,4,141,28,9,181,3,462,115,11,599,5,487,107,8,609,11,573,127,7,714,22,508,106,4,642,27,281,33,4,333,11,139,17,0,176,8,28,18,0,59,102,3159,602,45,3908
509021243,3,310,42,0,358,30,630,69,3,731,6,275,14,5,307,12,269,91,0,372,18,475,272,0,762,11,516,181,0,713,22,553,126,0,711,29,678,93,3,801,56,510,49,0,613,42,215,24,0,277,33,34,5,0,77,265,4463,968,21,5718,4,275,38,0,316,12,624,66,0,699,4,302,28,0,335,7,217,18,3,248,16,526,52,3,596,23,564,61,3,658,37,630,74,4,737,42,693,71,4,808,48,488,49,3,583,59,195,26,0,277,68,52,7,0,129,316,4558,495,19,5391,10,584,83,0,672,42,1251,134,3,1429,11,578,42,5,639,13,489,115,7,625,29,999,325,8,1358,36,1084,247,6,1369,58,1188,202,3,1445,77,1369,157,7,1612,103,997,99,3,1205,99,407,49,0,561,98,82,14,0,199,581,9025,1466,37,11107
509021244,0,98,7,0,100,8,201,21,0,234,0,99,16,0,115,0,75,4,0,82,0,116,7,0,131,3,166,22,0,192,9,297,30,0,334,16,351,37,3,402,33,334,44,0,408,5,121,18,0,146,12,6,0,0,18,91,1869,199,3,2168,0,85,6,0,96,4,201,21,0,217,6,88,8,0,101,0,75,14,3,83,3,150,14,3,171,6,186,20,0,209,14,351,39,0,399,19,364,49,0,431,20,285,34,0,339,14,94,13,0,126,13,10,3,0,25,95,1880,214,7,2202,3,185,11,0,197,10,398,44,0,451,7,186,24,0,218,0,147,18,3,168,0,268,24,3,296,9,352,38,0,400,21,650,65,0,728,32,714,86,4,836,50,615,74,0,745,24,216,29,0,268,19,19,3,0,37,189,3755,412,9,4366
509021245,0,119,10,0,124,11,258,37,0,313,6,107,13,0,119,4,98,12,3,115,13,150,23,0,188,8,195,25,4,236,8,319,30,3,360,30,369,45,3,451,40,358,48,0,442,20,171,23,0,212,6,34,6,0,49,161,2165,273,17,2613,0,117,17,0,130,4,262,40,0,312,3,66,4,0,74,7,60,9,7,77,4,178,18,3,211,0,236,31,0,266,10,335,31,4,382,29,401,45,0,475,42,345,44,0,429,31,147,18,0,189,38,27,6,0,72,161,2178,265,16,2620,0,229,27,0,259,18,523,79,0,624,9,171,15,0,201,12,154,23,11,193,17,334,40,8,393,10,429,55,4,501,21,655,63,5,745,61,773,87,4,922,80,697,90,0,874,47,316,37,0,403,41,64,13,0,124,322,4342,534,35,5233
509031246,0,98,14,0,115,7,204,25,0,232,3,60,4,0,68,5,74,11,0,86,7,155,20,3,182,4,153,21,0,182,9,227,25,0,266,17,242,25,3,289,20,208,24,0,252,11,103,13,0,129,7,27,15,0,48,86,1548,201,4,1842,0,113,8,0,127,0,189,24,0,211,0,54,10,0,63,3,50,10,0,62,0,155,24,0,176,8,174,20,3,206,11,226,20,0,262,16,234,35,0,280,13,162,24,0,197,16,106,18,0,142,11,23,15,0,53,77,1486,210,5,1777,0,212,20,5,234,7,394,45,0,447,5,109,11,3,131,3,118,25,0,149,7,313,43,3,362,14,329,41,5,385,18,457,51,0,522,29,471,58,3,564,30,374,45,0,447,31,208,37,0,277,23,48,32,0,101,164,3028,408,16,3618
509031247,0,163,14,0,180,8,212,15,0,236,0,53,4,0,57,0,76,12,6,98,0,290,46,10,343,3,323,39,0,369,9,337,41,0,382,16,323,39,0,377,15,229,21,0,265,14,79,4,0,102,6,17,5,0,25,71,2107,235,18,2433,0,132,21,0,153,4,242,33,0,276,3,33,3,0,41,0,66,8,3,71,0,251,17,10,278,3,237,23,3,262,10,256,20,0,289,17,244,21,3,277,12,144,12,6,176,20,94,8,0,121,16,20,4,0,34,76,1710,167,23,1979,0,289,34,0,325,9,460,44,0,515,3,83,6,3,95,0,145,15,14,174,0,535,60,13,619,9,562,65,4,637,17,590,60,0,665,27,570,58,3,659,24,378,34,7,438,36,176,10,0,222,21,30,7,0,61,148,3815,402,41,4406
509031248,0,90,5,0,96,6,155,15,0,182,0,60,9,0,73,0,82,5,0,94,3,243,29,0,268,3,269,26,0,294,5,289,32,0,332,3,210,21,0,239,16,105,19,0,135,3,47,6,0,56,0,3,0,0,3,37,1558,172,8,1781,0,67,3,0,71,3,164,17,0,182,0,37,4,0,38,0,55,6,0,54,0,139,13,0,156,0,178,18,3,200,8,192,28,0,225,3,159,12,0,176,4,86,16,0,109,11,32,4,0,46,4,9,0,0,9,36,1111,125,10,1274,0,159,9,0,173,8,315,34,0,366,0,100,15,0,115,0,138,10,0,152,5,377,43,0,428,6,446,38,3,486,12,481,66,3,555,10,373,37,4,413,20,193,34,0,248,9,79,16,0,107,4,10,0,0,20,75,2666,300,13,3053
509031249,3,129,17,0,150,13,305,37,0,345,6,174,38,0,216,5,110,11,0,123,3,209,28,0,244,12,196,22,0,230,8,255,29,0,288,18,251,36,4,308,20,175,22,3,218,20,75,12,0,113,20,21,4,0,44,119,1900,262,11,2293,0,120,22,0,145,5,302,33,0,341,0,190,27,3,217,0,114,23,4,134,6,243,25,3,284,5,223,15,0,239,14,248,36,0,300,21,275,33,0,337,16,174,27,0,219,34,92,28,0,148,34,38,14,0,85,147,2027,272,10,2452,5,248,40,0,296,15,604,68,0,684,6,365,64,4,438,9,219,32,4,262,14,459,56,4,525,15,416,40,0,474,23,500,65,0,585,40,534,63,3,638,38,353,47,3,442,58,165,43,0,260,54,59,18,0,132,268,3926,534,17,4749
509031250,3,131,14,0,149,7,271,34,0,314,6,73,14,0,88,3,79,15,3,100,4,205,33,8,248,4,209,31,0,250,4,300,38,0,348,20,343,41,6,411,20,295,38,0,358,21,96,15,0,135,12,32,3,0,55,101,2056,280,18,2454,0,138,17,0,159,3,274,27,0,299,0,82,12,0,101,3,60,3,0,73,6,198,21,8,226,4,237,30,0,274,8,305,36,0,341,19,333,48,3,406,18,205,24,0,242,14,110,11,0,135,21,22,3,0,55,98,1963,238,8,2313,4,270,31,0,308,8,548,59,0,619,6,154,27,0,187,3,138,16,6,170,10,401,54,10,475,10,445,62,0,523,11,602,72,0,689,39,684,93,4,816,37,502,62,0,603,31,212,25,0,267,38,59,6,0,106,205,4015,516,28,4766
510011262,4,527,80,0,619,23,982,134,6,1150,10,343,53,14,414,9,300,63,34,410,7,1090,223,93,1414,9,1034,215,18,1280,21,1039,156,32,1244,27,1173,172,21,1397,61,1081,169,22,1333,24,305,51,8,392,7,25,10,0,44,211,7895,1332,255,9695,4,503,80,0,585,19,974,140,12,1135,4,291,48,16,355,9,367,58,55,483,12,1290,231,118,1651,18,1142,176,22,1357,27,1080,182,39,1321,27,1264,202,34,1528,45,964,134,16,1154,29,214,38,4,279,18,21,6,0,44,200,8097,1290,322,9913,11,1035,161,0,1203,43,1958,273,17,2290,13,631,96,28,766,16,659,118,95,894,20,2377,455,216,3072,23,2178,390,47,2643,42,2116,334,66,2567,55,2439,372,59,2928,103,2043,302,37,2489,48,514,91,9,676,28,43,19,0,90,410,15991,2630,583,19608
510011263,3,366,47,0,413,12,596,67,0,678,3,245,28,3,284,7,250,52,19,324,13,608,129,23,765,6,505,108,3,628,19,470,82,10,578,22,526,72,10,635,33,385,44,14,482,20,66,17,0,95,9,10,0,0,20,144,4026,648,85,4901,4,300,49,0,348,4,630,52,0,690,3,204,28,10,241,8,273,41,18,332,10,682,100,26,816,11,521,76,6,612,12,499,73,6,586,32,561,70,15,673,23,296,45,12,374,24,55,7,4,91,14,18,6,0,30,135,4031,545,91,4805,7,661,92,0,763,23,1227,119,4,1372,8,449,54,16,527,8,519,99,37,664,18,1283,228,41,1576,16,1030,182,11,1240,30,965,157,11,1168,52,1090,143,20,1308,56,681,91,27,852,44,117,19,7,187,22,26,6,0,55,279,8059,1189,177,9705
510011264,0,118,36,0,155,0,244,63,0,305,3,93,44,0,145,0,124,27,7,156,4,242,77,43,357,3,164,66,6,236,0,150,50,13,209,8,159,29,4,203,18,136,13,3,173,12,16,3,0,33,0,0,0,0,3,53,1439,418,76,1986,0,107,41,0,147,0,201,74,3,280,0,99,24,3,130,0,122,39,13,178,0,240,90,20,355,0,190,49,3,246,14,159,53,5,225,15,185,35,3,233,20,105,8,5,140,12,10,4,0,24,4,0,0,0,4,67,1418,428,58,1969,0,222,80,0,302,3,448,132,8,590,4,194,71,4,277,0,249,64,18,337,7,482,165,60,717,9,348,123,6,484,17,301,103,19,442,22,343,70,7,441,37,240,26,7,313,22,21,12,0,60,5,0,0,0,12,121,2860,849,133,3959
510011265,9,290,47,3,344,12,473,82,4,573,0,169,28,10,208,10,251,58,40,353,3,614,122,80,820,6,554,114,5,675,19,597,128,9,752,22,697,116,18,849,33,505,98,17,649,12,96,22,3,136,4,5,0,0,13,126,4268,802,188,5380,0,276,58,0,336,4,522,71,0,598,0,190,21,11,227,0,237,48,26,313,7,689,140,73,906,3,560,102,3,669,18,610,123,19,768,20,644,129,14,802,27,406,85,6,529,15,72,14,4,109,7,3,3,0,14,106,4203,798,159,5258,7,565,99,3,678,18,993,151,5,1169,0,367,43,22,433,10,484,108,65,666,7,1299,265,152,1726,10,1108,214,5,1341,33,1210,255,23,1520,41,1341,245,37,1655,60,909,183,26,1183,34,174,39,3,244,15,9,3,0,27,229,8463,1598,347,10639
510011266,0,111,9,0,119,0,230,23,3,258,3,77,14,0,94,0,105,11,0,119,0,159,21,9,187,0,153,26,5,187,3,160,25,4,198,11,265,49,11,333,21,307,39,3,371,8,67,7,0,85,0,5,0,0,6,52,1639,219,38,1942,0,96,17,0,112,0,217,14,0,235,0,72,7,0,78,0,89,4,7,109,0,203,25,14,233,0,159,26,4,194,3,198,37,7,238,10,297,42,3,359,14,259,32,3,307,6,31,6,0,47,3,9,0,0,13,40,1633,206,42,1918,0,206,30,5,239,5,451,41,3,490,6,148,16,0,168,3,196,19,6,220,0,359,41,16,423,0,313,54,15,381,8,356,56,9,432,22,565,84,14,693,30,567,67,3,673,16,100,16,4,130,3,10,0,0,11,95,3273,420,79,3864
